pullback_id,leg_id,leg_direction,start_i,deepest_i,depth_pts,depth_atr,depth_pct_of_leg,duration,speed,efficiency,overlapping_candles,prior_swing_holds
PB-0013978,LEG-0033688,BEAR,539650,539693,5.25,5.88,1.0,44,0.11931818181818182,0.105,46,True
PB-0013979,LEG-0033689,BEAR,539657,539693,5.5,6.285714285714286,1.0,37,0.14864864864864866,0.1111111111111111,46,True
PB-0013980,LEG-0033695,BEAR,539757,539783,1.0,1.8064516129032258,0.2857142857142857,27,0.037037037037037035,0.019417475728155338,50,True
PB-0013981,LEG-0033696,BEAR,539771,539783,4.25,5.534883720930233,0.6296296296296297,13,0.3269230769230769,0.08673469387755102,49,True
PB-0013982,LEG-0033700,BEAR,539807,539831,4.5,6.0,1.0,25,0.18,0.06569343065693431,48,True
PB-0013983,LEG-0033703,BEAR,539844,539847,4.25,3.4,0.6296296296296297,4,1.0625,0.05120481927710843,55,True
PB-0013984,LEG-0033704,BEAR,539855,539860,4.25,3.3055555555555554,0.8095238095238095,6,0.7083333333333334,0.05647840531561462,56,True
PB-0013985,LEG-0033705,BEAR,539864,539878,4.75,3.2048192771084336,0.6785714285714286,15,0.31666666666666665,0.07224334600760456,55,True
PB-0013986,LEG-0033707,BEAR,539892,539917,4.75,3.3249999999999997,0.7916666666666666,26,0.18269230769230768,0.09004739336492891,46,True
PB-0013987,LEG-0033711,BULL,539965,539991,2.5,2.7450980392156863,0.5,27,0.09259259259259259,0.06451612903225806,36,True
PB-0013988,LEG-0033714,BULL,540024,540083,7.0,6.6440677966101696,0.8484848484848485,60,0.11666666666666667,0.15053763440860216,46,True
PB-0013989,LEG-0033718,BEAR,540066,540073,1.75,2.3333333333333335,0.5384615384615384,8,0.21875,0.02857142857142857,50,True
PB-0013990,LEG-0033719,BEAR,540076,540076,1.75,2.2272727272727275,0.4117647058823529,1,1.75,0.025362318840579712,53,True
PB-0013991,LEG-0033720,BEAR,540089,540094,3.0,2.8965517241379306,0.5217391304347826,6,0.5,0.035398230088495575,52,True
PB-0013992,LEG-0033721,BEAR,540101,540109,4.25,4.25,1.0,9,0.4722222222222222,0.04722222222222222,53,True
PB-0013993,LEG-0033723,BEAR,540123,540123,2.75,2.655172413793103,0.4782608695652174,1,2.75,0.026378896882494004,56,True
PB-0013994,LEG-0033724,BEAR,540139,540139,3.0,2.0240963855421685,0.35294117647058826,1,3.0,0.029055690072639227,56,True
PB-0013995,LEG-0033725,BEAR,540147,540147,3.5,1.8148148148148149,0.8235294117647058,1,3.5,0.03398058252427184,56,True
PB-0013996,LEG-0033726,BEAR,540153,540203,9.25,4.046875,0.9736842105263158,51,0.18137254901960784,0.09973045822102426,55,True
PB-0013997,LEG-0033729,BULL,540209,540221,10.0,6.292134831460674,0.8888888888888888,13,0.7692307692307693,0.04790419161676647,59,True
PB-0013998,LEG-0033730,BULL,540236,540237,4.75,0.9851851851851853,0.27941176470588236,2,2.375,0.02540106951871658,59,True
PB-0013999,LEG-0033731,BULL,540262,540265,14.25,3.9899999999999998,0.38,4,3.5625,0.0811965811965812,58,True
PB-0014000,LEG-0033732,BULL,540292,540296,12.0,4.732394366197183,0.7619047619047619,5,2.4,0.07582938388625593,58,True
PB-0014001,LEG-0033733,BULL,540317,540318,12.75,3.8387096774193545,0.6296296296296297,2,6.375,0.0967741935483871,58,True
PB-0014002,LEG-0033734,BULL,540338,540372,6.0,2.5454545454545454,0.41379310344827586,35,0.17142857142857143,0.048582995951417005,58,True
PB-0014003,LEG-0033736,BEAR,540369,540405,5.75,2.752136752136752,0.8846153846153846,37,0.1554054054054054,0.0583756345177665,57,True
PB-0014004,LEG-0033737,BEAR,540378,540405,8.5,4.533333333333333,0.918918918918919,28,0.30357142857142855,0.0918918918918919,58,True
PB-0014005,LEG-0033742,BULL,540461,540461,3.75,2.763157894736842,0.4838709677419355,1,3.75,0.043227665706051875,57,True
PB-0014006,LEG-0033743,BULL,540476,540476,1.25,0.9459459459459459,0.3125,1,1.25,0.014124293785310734,57,True
PB-0014007,LEG-0033744,BULL,540488,540531,5.5,3.802469135802469,0.5945945945945946,44,0.125,0.06470588235294118,57,True
PB-0014008,LEG-0033748,BULL,540544,540560,4.0,3.027027027027027,0.8,17,0.23529411764705882,0.05263157894736842,57,True
PB-0014009,LEG-0033749,BULL,540551,540560,4.75,4.360655737704918,0.8260869565217391,10,0.475,0.05352112676056338,57,True
PB-0014010,LEG-0033750,BULL,540587,540587,1.0,0.7272727272727273,0.2,1,1.0,0.00966183574879227,59,True
PB-0014011,LEG-0033751,BULL,540597,540607,2.75,2.2,0.3793103448275862,11,0.25,0.026634382566585957,58,True
PB-0014012,LEG-0033752,BULL,540610,540611,4.75,2.2931034482758617,0.4318181818181818,2,2.375,0.05191256830601093,58,True
PB-0014013,LEG-0033753,BULL,540618,540625,3.25,1.1304347826086956,0.34210526315789475,8,0.40625,0.04304635761589404,57,True
PB-0014014,LEG-0033754,BULL,540634,540662,12.0,6.4,0.9411764705882353,29,0.41379310344827586,0.21524663677130046,49,True
PB-0014015,LEG-0033755,BEAR,540662,540720,7.75,5.493670886075949,0.8378378378378378,59,0.13135593220338984,0.2,44,True
PB-0014016,LEG-0033756,BEAR,540668,540726,8.5,6.102564102564103,0.8717948717948718,59,0.1440677966101695,0.22666666666666666,44,True
PB-0014017,LEG-0033757,BULL,540705,540747,3.0,4.9411764705882355,0.9230769230769231,43,0.06976744186046512,0.08633093525179857,43,True
PB-0014018,LEG-0033762,BEAR,540781,540781,2.0,1.382716049382716,0.6153846153846154,1,2.0,0.02867383512544803,55,True
PB-0014019,LEG-0033764,BEAR,540796,540802,5.25,3.542168674698795,0.45652173913043476,7,0.75,0.07636363636363637,53,True
PB-0014020,LEG-0033766,BEAR,540820,540824,4.75,4.222222222222222,0.6333333333333333,5,0.95,0.06070287539936102,53,True
PB-0014021,LEG-0033769,BULL,540871,540886,2.25,1.3695652173913044,0.3333333333333333,16,0.140625,0.035856573705179286,53,True
PB-0014022,LEG-0033770,BULL,540886,540886,4.25,3.4492753623188404,0.5666666666666667,1,4.25,0.07456140350877193,51,True
PB-0014023,LEG-0033771,BULL,540901,540905,3.5,3.769230769230769,0.6086956521739131,5,0.7,0.06363636363636363,51,True
PB-0014024,LEG-0033772,BULL,540919,540922,4.25,4.490566037735849,0.7727272727272727,4,1.0625,0.085,49,True
PB-0014025,LEG-0033775,BULL,540986,540993,3.0,5.090909090909091,0.9230769230769231,8,0.375,0.13186813186813187,30,True
PB-0014026,LEG-0033777,BULL,541016,541037,1.0,2.5454545454545454,0.5714285714285714,22,0.045454545454545456,0.04819277108433735,20,True
PB-0014027,LEG-0033778,BULL,541027,541037,1.75,4.666666666666667,0.7,11,0.1590909090909091,0.06666666666666667,22,True
PB-0014028,LEG-0033779,BULL,541049,541049,0.75,3.8181818181818183,0.6,1,0.75,0.0196078431372549,37,True
PB-0014029,LEG-0033780,BULL,541057,541059,0.5,2.1538461538461537,0.4,3,0.16666666666666666,0.011428571428571429,45,True
PB-0014030,LEG-0033781,BULL,541063,541063,0.5,1.647058823529412,0.3333333333333333,1,0.5,0.010101010101010102,47,True
PB-0014031,LEG-0033782,BULL,541074,541074,1.75,3.379310344827586,0.5,1,1.75,0.034482758620689655,51,True
PB-0014032,LEG-0033783,BULL,541091,541095,2.5,2.8,0.5555555555555556,5,0.5,0.044642857142857144,52,True
PB-0014033,LEG-0033784,BULL,541125,541182,6.25,5.833333333333334,0.8620689655172413,58,0.10775862068965517,0.13297872340425532,53,True
PB-0014034,LEG-0033785,BEAR,541153,541166,3.75,3.9622641509433962,0.75,14,0.26785714285714285,0.07042253521126761,51,True
PB-0014035,LEG-0033787,BEAR,541217,541269,8.0,5.149425287356322,0.5333333333333333,53,0.1509433962264151,0.15165876777251186,51,True
PB-0014036,LEG-0033794,BEAR,541290,541306,2.0,2.0363636363636366,0.47058823529411764,17,0.11764705882352941,0.039603960396039604,50,True
PB-0014037,LEG-0033795,BEAR,541309,541310,3.0,3.36,0.8,2,1.5,0.05970149253731343,54,True
PB-0014038,LEG-0033796,BEAR,541321,541323,2.75,3.142857142857143,0.6111111111111112,3,0.9166666666666666,0.05527638190954774,54,True
PB-0014039,LEG-0033797,BEAR,541335,541336,2.5,2.978723404255319,0.7692307692307693,2,1.25,0.05154639175257732,53,True
PB-0014040,LEG-0033798,BEAR,541352,541388,4.25,4.576923076923077,0.7727272727272727,37,0.11486486486486487,0.0918918918918919,49,True
PB-0014041,LEG-0033801,BEAR,541405,541444,2.5,4.0,1.0,40,0.0625,0.031055900621118012,54,True
PB-0014042,LEG-0033804,BULL,541450,541452,4.5,2.769230769230769,0.75,3,1.5,0.05099150141643059,58,True
PB-0014043,LEG-0033806,BULL,541491,541493,3.0,2.2105263157894735,0.2608695652173913,3,1.0,0.030927835051546393,59,True
PB-0014044,LEG-0033807,BULL,541509,541558,10.25,5.314814814814815,0.8367346938775511,50,0.205,0.11581920903954802,58,True
PB-0014045,LEG-0033810,BULL,541585,541587,13.25,6.934579439252336,0.8548387096774194,3,4.416666666666667,0.057112068965517244,59,True
PB-0014046,LEG-0033811,BULL,541606,541606,6.75,1.50597609561753,0.18620689655172415,1,6.75,0.03409090909090909,59,True
PB-0014047,LEG-0033812,BULL,541625,541665,16.0,4.036036036036036,0.2922374429223744,41,0.3902439024390244,0.09078014184397164,59,True
PB-0014048,LEG-0033815,BULL,541719,541719,6.75,2.7391304347826084,0.1956521739130435,1,6.75,0.0509433962264151,59,True
PB-0014049,LEG-0033816,BULL,541746,541768,13.75,4.782608695652174,0.9322033898305084,23,0.5978260869565217,0.12910798122065728,59,True
PB-0014050,LEG-0033819,BEAR,541827,541882,7.0,4.041237113402062,1.0,56,0.125,0.08917197452229299,56,True
PB-0014051,LEG-0033822,BULL,541867,541878,1.25,1.0447761194029852,0.3333333333333333,12,0.10416666666666667,0.01358695652173913,55,True
PB-0014052,LEG-0033823,BULL,541874,541878,3.0,2.7096774193548385,0.8571428571428571,5,0.6,0.03183023872679045,56,True
PB-0014053,LEG-0033830,BULL,542000,542025,13.5,10.8,0.5046728971962616,26,0.5192307692307693,0.2125984251968504,50,True
PB-0014054,LEG-0033831,BULL,542006,542025,13.75,11.666666666666666,0.5092592592592593,20,0.6875,0.22633744855967078,47,True
PB-0014055,LEG-0033832,BULL,542041,542069,3.0,4.2,0.6666666666666666,29,0.10344827586206896,0.08333333333333333,38,True
PB-0014056,LEG-0033838,BEAR,542147,542147,2.0,1.5135135135135136,0.5,1,2.0,0.05228758169934641,42,True
PB-0014057,LEG-0033844,BEAR,542272,542272,3.25,2.4931506849315066,0.7222222222222222,1,3.25,0.04814814814814815,52,True
PB-0014058,LEG-0033845,BEAR,542297,542297,3.0,2.434782608695652,0.42857142857142855,1,3.0,0.04938271604938271,50,True
PB-0014059,LEG-0033846,BEAR,542309,542321,3.5,4.170212765957447,0.7777777777777778,13,0.2692307692307692,0.059322033898305086,50,True
PB-0014060,LEG-0033848,BEAR,542329,542335,3.5,2.5128205128205128,0.6086956521739131,7,0.5,0.05785123966942149,53,True
PB-0014061,LEG-0033849,BEAR,542351,542352,3.25,2.9354838709677415,0.6842105263157895,2,1.625,0.07262569832402235,49,True
PB-0014062,LEG-0033850,BEAR,542381,542440,4.75,3.2439024390243905,0.475,60,0.07916666666666666,0.1417910447761194,47,True
PB-0014063,LEG-0033852,BULL,542434,542469,1.75,3.379310344827586,0.4666666666666667,36,0.04861111111111111,0.03783783783783784,50,True
PB-0014064,LEG-0033855,BEAR,542475,542486,4.75,6.045454545454546,0.95,12,0.3958333333333333,0.0979381443298969,53,True
PB-0014065,LEG-0033857,BULL,542549,542564,3.25,4.55,0.65,16,0.203125,0.05220883534136546,54,True
PB-0014066,LEG-0033858,BULL,542560,542564,3.5,4.083333333333334,0.6666666666666666,5,0.7,0.052434456928838954,51,True
PB-0014067,LEG-0033864,BULL,542657,542674,2.0,2.2857142857142856,0.8888888888888888,18,0.1111111111111111,0.03187250996015936,55,True
PB-0014068,LEG-0033865,BULL,542668,542674,4.75,4.586206896551723,0.95,7,0.6785714285714286,0.07480314960629922,55,True
PB-0014069,LEG-0033867,BULL,542690,542691,1.75,1.719298245614035,0.3684210526315789,2,0.875,0.024822695035460994,55,True
PB-0014070,LEG-0033868,BULL,542716,542718,2.0,1.723076923076923,0.4444444444444444,3,0.6666666666666666,0.02768166089965398,55,True
PB-0014071,LEG-0033869,BULL,542733,542733,3.25,2.888888888888889,0.5416666666666666,1,3.25,0.0456140350877193,52,True
PB-0014072,LEG-0033870,BULL,542745,542785,6.25,4.861111111111111,0.8620689655172413,41,0.1524390243902439,0.09057971014492754,54,True
PB-0014073,LEG-0033872,BEAR,542781,542781,2.75,2.6101694915254234,0.6111111111111112,1,2.75,0.036544850498338874,55,True
PB-0014074,LEG-0033873,BEAR,542791,542832,4.5,4.421052631578948,0.9,42,0.10714285714285714,0.057692307692307696,55,True
PB-0014075,LEG-0033878,BULL,542864,542898,3.75,3.2307692307692304,0.6818181818181818,35,0.10714285714285714,0.04411764705882353,52,True
PB-0014076,LEG-0033880,BEAR,542934,542951,10.25,5.218181818181819,0.9534883720930233,18,0.5694444444444444,0.041456016177957536,59,True
PB-0014077,LEG-0033883,BEAR,542960,543015,13.0,2.563380281690141,0.8524590163934426,56,0.23214285714285715,0.05485232067510549,58,True
PB-0014078,LEG-0033885,BULL,543003,543024,11.75,4.506849315068493,0.6025641025641025,22,0.5340909090909091,0.06403269754768393,57,True
PB-0014079,LEG-0033890,BEAR,543074,543074,8.75,4.224137931034482,0.9459459459459459,1,8.75,0.06756756756756757,58,True
PB-0014080,LEG-0033892,BEAR,543110,543122,7.5,3.4710743801652892,0.2830188679245283,13,0.5769230769230769,0.058823529411764705,59,True
PB-0014081,LEG-0033894,BEAR,543139,543140,3.5,1.781818181818182,0.7777777777777778,2,1.75,0.029166666666666667,58,True
PB-0014082,LEG-0033896,BEAR,543150,543199,6.5,3.2212389380530975,0.7878787878787878,50,0.13,0.05689277899343545,58,True
PB-0014083,LEG-0033898,BULL,543189,543247,5.25,3.303370786516854,0.5121951219512195,59,0.08898305084745763,0.05289672544080604,58,True
PB-0014084,LEG-0033899,BULL,543205,543247,9.5,6.333333333333333,0.6551724137931034,43,0.22093023255813954,0.09047619047619047,57,True
PB-0014085,LEG-0033912,BULL,543356,543359,18.75,2.5798525798525795,0.3712871287128713,4,4.6875,0.18248175182481752,56,True
PB-0014086,LEG-0033913,BULL,543390,543434,3.5,1.7043478260869567,0.16279069767441862,45,0.07777777777777778,0.06572769953051644,54,True
PB-0014087,LEG-0033914,BULL,543404,543460,5.75,4.351351351351352,0.25274725274725274,57,0.10087719298245613,0.13450292397660818,51,True
PB-0014088,LEG-0033916,BEAR,543424,543424,1.75,2.2790697674418605,0.35,1,1.75,0.050359712230215826,43,True
PB-0014089,LEG-0033921,BULL,543501,543505,2.75,2.6101694915254234,0.5238095238095238,5,0.55,0.04119850187265917,52,True
PB-0014090,LEG-0033922,BULL,543517,543528,5.5,4.0,0.9565217391304348,12,0.4583333333333333,0.09482758620689655,50,True
PB-0014091,LEG-0033924,BULL,543541,543571,7.0,4.505747126436781,0.7567567567567568,31,0.22580645161290322,0.13930348258706468,48,True
PB-0014092,LEG-0033928,BULL,543613,543619,1.75,1.781818181818182,0.30434782608695654,7,0.25,0.029166666666666667,54,True
PB-0014093,LEG-0033929,BULL,543624,543631,2.0,2.196078431372549,0.8888888888888888,8,0.25,0.03571428571428571,53,True
PB-0014094,LEG-0033931,BULL,543632,543632,3.75,3.043478260869565,0.8333333333333334,1,3.75,0.07352941176470588,51,True
PB-0014095,LEG-0033932,BULL,543655,543713,5.5,4.4,0.6666666666666666,59,0.09322033898305085,0.13496932515337423,49,True
PB-0014096,LEG-0033937,BULL,543725,543784,2.75,3.019607843137255,0.8461538461538461,60,0.04583333333333333,0.08661417322834646,41,True
PB-0014097,LEG-0033942,BULL,543817,543817,1.25,1.707317073170732,0.2631578947368421,1,1.25,0.025252525252525252,50,True
PB-0014098,LEG-0033945,BEAR,543854,543869,3.0,4.097560975609756,0.6666666666666666,16,0.1875,0.05555555555555555,49,True
PB-0014099,LEG-0033946,BEAR,543871,543871,2.25,2.25,0.8181818181818182,1,2.25,0.033210332103321034,55,True
PB-0014100,LEG-0033948,BEAR,543895,543895,2.0,2.196078431372549,0.21621621621621623,1,2.0,0.023809523809523808,56,True
PB-0014101,LEG-0033949,BEAR,543906,543906,3.25,2.9354838709677415,0.52,1,3.25,0.038461538461538464,56,True
PB-0014102,LEG-0033950,BEAR,543920,543920,2.25,2.210526315789474,0.45,1,2.25,0.02631578947368421,56,True
PB-0014103,LEG-0033951,BEAR,543939,543956,7.25,4.41304347826087,0.5686274509803921,18,0.4027777777777778,0.10034602076124567,56,True
PB-0014104,LEG-0033954,BULL,544035,544088,5.5,4.8125,0.6470588235294118,54,0.10185185185185185,0.09361702127659574,52,True
PB-0014105,LEG-0033955,BULL,544045,544099,8.0,8.784313725490197,0.8648648648648649,55,0.14545454545454545,0.13168724279835392,52,True
PB-0014106,LEG-0033957,BEAR,544077,544135,4.75,6.045454545454546,1.0,59,0.08050847457627118,0.06884057971014493,57,True
PB-0014107,LEG-0033960,BULL,544112,544137,4.0,3.929824561403509,0.9411764705882353,26,0.15384615384615385,0.042440318302387266,57,True
PB-0014108,LEG-0033964,BULL,544170,544173,7.0,3.843137254901961,0.717948717948718,4,1.75,0.08945686900958466,57,True
PB-0014109,LEG-0033965,BULL,544192,544197,3.75,2.5301204819277108,0.6,6,0.625,0.046296296296296294,57,True
PB-0014110,LEG-0033966,BULL,544206,544206,1.5,1.5849056603773586,0.46153846153846156,1,1.5,0.015228426395939087,59,True
PB-0014111,LEG-0033967,BULL,544214,544215,2.25,2.0,0.6923076923076923,2,1.125,0.022900763358778626,59,True
PB-0014112,LEG-0033968,BULL,544232,544256,4.0,2.3578947368421055,0.4444444444444444,25,0.16,0.0427807486631016,58,True
PB-0014113,LEG-0033970,BEAR,544262,544268,7.5,3.6521739130434785,1.0,7,1.0714285714285714,0.056074766355140186,58,True
PB-0014114,LEG-0033972,BEAR,544300,544301,1.75,1.2098765432098766,0.35,2,0.875,0.0060189165950128975,59,True
PB-0014115,LEG-0033973,BEAR,544326,544348,30.0,4.827586206896552,0.7100591715976331,23,1.3043478260869565,0.0881057268722467,59,True
PB-0014116,LEG-0033975,BEAR,544373,544432,55.75,7.785536159600998,0.8109090909090909,60,0.9291666666666667,0.2216699801192843,59,True
PB-0014117,LEG-0033976,BULL,544399,544421,13.5,3.4054054054054053,0.4864864864864865,23,0.5869565217391305,0.06264501160092807,59,True
PB-0014118,LEG-0033979,BULL,544438,544494,13.0,3.516908212560386,0.4297520661157025,57,0.22807017543859648,0.0755813953488372,57,True
PB-0014119,LEG-0033981,BEAR,544469,544469,1.5,0.5060240963855421,0.21428571428571427,1,1.5,0.009771986970684038,56,True
PB-0014120,LEG-0033982,BEAR,544484,544488,7.25,2.6025641025641026,0.4603174603174603,5,1.45,0.05132743362831858,56,True
PB-0014121,LEG-0033983,BEAR,544500,544502,8.5,3.111111111111111,0.7391304347826086,3,2.8333333333333335,0.06576402321083172,58,True
PB-0014122,LEG-0033985,BULL,544569,544579,8.0,4.4799999999999995,0.8421052631578947,11,0.7272727272727273,0.06837606837606838,56,True
PB-0014123,LEG-0033987,BEAR,544616,544642,6.25,3.6458333333333335,0.7142857142857143,27,0.23148148148148148,0.056179775280898875,57,True
PB-0014124,LEG-0033991,BEAR,544656,544689,8.75,4.224137931034482,0.8333333333333334,34,0.25735294117647056,0.03615702479338843,58,True
PB-0014125,LEG-0033992,BEAR,544664,544689,11.5,5.8545454545454545,0.8679245283018868,26,0.4423076923076923,0.04401913875598086,57,True
PB-0014126,LEG-0033996,BEAR,544724,544724,17.25,3.3541666666666665,0.3520408163265306,1,17.25,0.1419753086419753,55,True
PB-0014127,LEG-0033997,BEAR,544755,544762,17.75,5.77906976744186,0.7717391304347826,8,2.21875,0.3008474576271186,47,True
PB-0014128,LEG-0033998,BEAR,544784,544789,2.0,2.0,0.6666666666666666,6,0.3333333333333333,0.047619047619047616,40,True
PB-0014129,LEG-0033999,BEAR,544807,544821,3.5,5.297297297297297,0.875,15,0.23333333333333334,0.0707070707070707,36,True
PB-0014130,LEG-0034002,BEAR,544840,544845,3.5,5.444444444444444,0.9333333333333333,6,0.5833333333333334,0.02834008097165992,46,True
PB-0014131,LEG-0034003,BEAR,544859,544870,2.5,2.857142857142857,0.45454545454545453,12,0.20833333333333334,0.017699115044247787,55,True
PB-0014132,LEG-0034004,BEAR,544875,544876,8.25,2.7176470588235295,0.6226415094339622,2,4.125,0.06790123456790123,55,True
PB-0014133,LEG-0034005,BEAR,544886,544944,5.0,1.5135135135135136,0.2631578947368421,59,0.0847457627118644,0.04878048780487805,55,True
PB-0014134,LEG-0034006,BEAR,544898,544954,15.25,7.176470588235294,0.7011494252873564,57,0.2675438596491228,0.14698795180722893,55,True
PB-0014135,LEG-0034010,BULL,544960,544994,10.75,5.0588235294117645,0.589041095890411,35,0.30714285714285716,0.1016548463356974,55,True
PB-0014136,LEG-0034011,BULL,544968,544994,11.0,6.222222222222222,0.5945945945945946,27,0.4074074074074074,0.10757946210268948,54,True
PB-0014137,LEG-0034014,BULL,545009,545054,7.0,3.843137254901961,0.49122807017543857,46,0.15217391304347827,0.08383233532934131,53,True
PB-0014138,LEG-0034018,BEAR,545060,545064,7.25,6.881355932203389,1.0,5,1.45,0.12446351931330472,46,True
PB-0014139,LEG-0034019,BULL,545070,545072,7.25,4.142857142857143,1.0,3,2.4166666666666665,0.16201117318435754,44,True
PB-0014140,LEG-0034020,BULL,545087,545104,3.5,3.769230769230769,0.9333333333333333,18,0.19444444444444445,0.1037037037037037,35,True
PB-0014141,LEG-0034025,BULL,545149,545189,2.5,6.666666666666667,1.0,41,0.06097560975609756,0.0423728813559322,45,True
PB-0014142,LEG-0034026,BULL,545156,545189,2.75,6.416666666666667,1.0,34,0.08088235294117647,0.043824701195219126,45,True
PB-0014143,LEG-0034030,BULL,545202,545258,8.5,4.576923076923077,0.6938775510204082,57,0.14912280701754385,0.13385826771653545,52,True
PB-0014144,LEG-0034031,BULL,545210,545258,10.75,7.921052631578947,0.7413793103448276,49,0.2193877551020408,0.1829787234042553,52,True
PB-0014145,LEG-0034032,BULL,545216,545258,11.0,9.194029850746269,0.7457627118644068,43,0.2558139534883721,0.18723404255319148,52,True
PB-0014146,LEG-0034033,BEAR,545264,545289,6.75,5.641791044776119,0.7941176470588235,26,0.25961538461538464,0.08709677419354839,50,True
PB-0014147,LEG-0034038,BULL,545331,545364,2.0,1.2584269662921348,0.2962962962962963,34,0.058823529411764705,0.01937046004842615,58,True
PB-0014148,LEG-0034039,BULL,545353,545364,10.75,5.145299145299145,0.9148936170212766,12,0.8958333333333334,0.12536443148688048,56,True
PB-0014149,LEG-0034040,BEAR,545370,545382,9.5,4.836363636363637,0.8837209302325582,13,0.7307692307692307,0.11242603550295859,55,True
PB-0014150,LEG-0034049,BEAR,545548,545558,4.5,3.15,0.43902439024390244,11,0.4090909090909091,0.052478134110787174,53,True
PB-0014151,LEG-0034056,BEAR,545702,545741,26.75,3.6447688564476883,0.4349593495934959,40,0.66875,0.08720456397718011,59,True
PB-0014152,LEG-0034058,BULL,545741,545750,11.25,2.692307692307692,0.26785714285714285,10,1.125,0.05142857142857143,58,True
PB-0014153,LEG-0034061,BULL,545768,545773,11.5,2.9406392694063928,0.8846153846153846,6,1.9166666666666667,0.0647887323943662,58,True
PB-0014154,LEG-0034063,BULL,545790,545827,9.0,2.8156424581005584,0.43373493975903615,38,0.23684210526315788,0.05921052631578947,59,True
PB-0014155,LEG-0034068,BEAR,545833,545862,14.5,5.342105263157895,1.0,30,0.48333333333333334,0.11812627291242363,59,True
PB-0014156,LEG-0034070,BEAR,545882,545883,4.25,2.125,0.5,2,2.125,0.03490759753593429,58,True
PB-0014157,LEG-0034071,BEAR,545907,545966,17.0,6.898550724637681,0.9577464788732394,60,0.2833333333333333,0.14285714285714285,57,True
PB-0014158,LEG-0034072,BULL,545931,545952,10.25,5.125,0.7592592592592593,22,0.4659090909090909,0.08471074380165289,57,True
PB-0014159,LEG-0034075,BULL,545964,545964,2.75,1.2727272727272727,0.23404255319148937,1,2.75,0.022132796780684104,59,True
PB-0014160,LEG-0034076,BULL,545979,545998,6.25,2.713178294573644,0.2808988764044944,20,0.3125,0.05263157894736842,59,True
PB-0014161,LEG-0034077,BULL,546000,546000,6.0,3.169811320754717,0.8571428571428571,1,6.0,0.048,57,True
PB-0014162,LEG-0034079,BULL,546023,546032,9.25,3.8947368421052633,0.5692307692307692,10,0.925,0.06902985074626866,57,True
PB-0014163,LEG-0034081,BULL,546042,546062,4.0,2.074074074074074,0.8421052631578947,21,0.19047619047619047,0.03389830508474576,58,True
PB-0014164,LEG-0034082,BULL,546055,546062,12.25,5.532258064516129,0.9607843137254902,8,1.53125,0.11036036036036036,58,True
PB-0014165,LEG-0034083,BULL,546076,546113,9.25,2.815217391304348,0.4625,38,0.24342105263157895,0.11384615384615385,56,True
PB-0014166,LEG-0034086,BEAR,546119,546122,7.25,3.530434782608696,0.9354838709677419,4,1.8125,0.11983471074380166,46,True
PB-0014167,LEG-0034088,BEAR,546160,546175,3.75,4.468085106382978,0.6521739130434783,16,0.234375,0.09146341463414634,31,True
PB-0014168,LEG-0034090,BULL,546181,546224,4.0,3.929824561403509,0.9411764705882353,44,0.09090909090909091,0.09195402298850575,34,True
PB-0014169,LEG-0034094,BULL,546254,546288,5.25,3.9729729729729732,0.875,35,0.15,0.09210526315789473,48,True
PB-0014170,LEG-0034097,BULL,546305,546339,3.5,4.7804878048780495,0.875,35,0.1,0.04912280701754386,52,True
PB-0014171,LEG-0034099,BEAR,546330,546379,4.0,3.343283582089552,0.9411764705882353,50,0.08,0.05970149253731343,55,True
PB-0014172,LEG-0034101,BULL,546369,546398,4.5,4.271186440677966,0.782608695652174,30,0.15,0.09183673469387756,49,True
PB-0014173,LEG-0034105,BULL,546435,546435,2.75,3.0799999999999996,0.55,1,2.75,0.0990990990990991,35,True
PB-0014174,LEG-0034107,BEAR,546478,546501,2.75,5.310344827586206,0.9166666666666666,24,0.11458333333333333,0.12087912087912088,28,True
PB-0014175,LEG-0034108,BEAR,546487,546501,3.0,7.304347826086957,0.9230769230769231,15,0.2,0.125,30,True
PB-0014176,LEG-0034114,BULL,546570,546570,0.5,1.1666666666666667,0.16666666666666666,1,0.5,0.010638297872340425,46,True
PB-0014177,LEG-0034115,BULL,546581,546633,3.75,5.0,0.9375,53,0.07075471698113207,0.08426966292134831,43,True
PB-0014178,LEG-0034118,BEAR,546639,546691,2.25,3.230769230769231,0.6923076923076923,53,0.04245283018867924,0.046153846153846156,51,True
PB-0014179,LEG-0034123,BULL,546697,546698,1.0,1.435897435897436,0.4,2,0.5,0.015810276679841896,51,True
PB-0014180,LEG-0034124,BULL,546714,546763,4.0,4.148148148148148,0.6153846153846154,50,0.08,0.05947955390334572,53,True
PB-0014181,LEG-0034126,BEAR,546754,546755,2.25,2.3773584905660377,0.45,2,1.125,0.0313588850174216,54,True
PB-0014182,LEG-0034127,BEAR,546769,546769,3.5,3.3220338983050848,0.6666666666666666,1,3.5,0.04827586206896552,53,True
PB-0014183,LEG-0034128,BEAR,546806,546845,4.5,2.896551724137931,0.3157894736842105,40,0.1125,0.0703125,51,True
PB-0014184,LEG-0034132,BEAR,546869,546870,2.5,2.1875,0.4,2,1.25,0.033112582781456956,48,True
PB-0014185,LEG-0034133,BEAR,546884,546910,5.0,4.179104477611941,0.8,27,0.18518518518518517,0.0711743772241993,50,True
