direction,timeframe,formation_i,formation_ts,upper,lower,midpoint,size_pts,size_atr,impulse_body_atr,first_revisit_i,first_revisit_age,first_interaction_type,touch_count,max_fill_depth,filled,untouched_before_revisit
BEAR,1M,96992,2018-01-12 01:28:00-06:00,6732.5,6732.25,6732.375,0.25,0.3255813953488372,0.0,96993.0,1.0,F7,2,2.0,True,False
BULL,1M,96995,2018-01-12 01:31:00-06:00,6733.0,6732.25,6732.625,0.75,0.9545454545454546,1.2727272727272727,96996.0,1.0,F7,3,1.3333333333333333,True,False
BEAR,1M,96999,2018-01-12 01:35:00-06:00,6733.25,6733.0,6733.125,0.25,0.35,0.7,97005.0,6.0,F6,1,3.0,True,False
BEAR,1M,97000,2018-01-12 01:36:00-06:00,6733.0,6732.25,6732.625,0.75,1.05,1.05,97003.0,3.0,F6,2,2.0,True,False
BEAR,1M,97001,2018-01-12 01:37:00-06:00,6732.0,6731.25,6731.625,0.75,1.1666666666666665,1.5555555555555554,97002.0,1.0,F8,1,1.0,True,False
BULL,1M,97003,2018-01-12 01:39:00-06:00,6732.0,6731.25,6731.625,0.75,1.1666666666666665,1.1666666666666665,97004.0,1.0,F6,5,2.6666666666666665,True,False
BULL,1M,97006,2018-01-12 01:42:00-06:00,6732.25,6732.0,6732.125,0.25,0.34146341463414637,1.707317073170732,97007.0,1.0,F6,1,1.0,True,False
BULL,1M,97011,2018-01-12 01:47:00-06:00,6732.75,6732.5,6732.625,0.25,0.358974358974359,0.0,97013.0,2.0,F6,2,1.0,True,False
BULL,1M,97012,2018-01-12 01:48:00-06:00,6733.25,6732.75,6733.0,0.5,0.717948717948718,0.358974358974359,97013.0,1.0,F8,1,1.0,True,False
BEAR,1M,97014,2018-01-12 01:50:00-06:00,6733.25,6732.75,6733.0,0.5,0.8484848484848485,0.8484848484848485,97015.0,1.0,F6,1,1.5,True,False
BULL,1M,97016,2018-01-12 01:52:00-06:00,6733.0,6732.75,6732.875,0.25,0.42424242424242425,1.2727272727272727,97017.0,1.0,F6,3,1.0,True,False
BULL,1M,97023,2018-01-12 01:59:00-06:00,6734.0,6733.25,6733.625,0.75,1.6153846153846154,1.6153846153846154,97024.0,1.0,F8,1,2.3333333333333335,True,False
BEAR,1M,97030,2018-01-12 02:06:00-06:00,6733.0,6732.5,6732.75,0.5,0.6829268292682927,0.6829268292682927,97031.0,1.0,F8,1,2.0,True,False
BULL,1M,97032,2018-01-12 02:08:00-06:00,6733.0,6732.5,6732.75,0.5,0.5599999999999999,1.1199999999999999,97033.0,1.0,F6,1,1.5,True,False
BEAR,1M,97034,2018-01-12 02:10:00-06:00,6733.0,6732.75,6732.875,0.25,0.27999999999999997,0.0,97035.0,1.0,F8,1,2.0,True,False
BULL,1M,97044,2018-01-12 02:20:00-06:00,6734.5,6733.75,6734.125,0.75,0.6,1.0,97146.0,102.0,F6,12,1.0,True,False
BULL,1M,97045,2018-01-12 02:21:00-06:00,6737.25,6735.25,6736.25,2.0,1.647058823529412,2.882352941176471,97046.0,1.0,F7,17,1.125,True,False
BULL,1M,97050,2018-01-12 02:26:00-06:00,6742.25,6739.5,6740.875,2.75,1.5399999999999998,2.52,97051.0,1.0,F6,18,0.9090909090909091,True,False
BEAR,1M,97057,2018-01-12 02:33:00-06:00,6743.0,6742.5,6742.75,0.5,0.26666666666666666,0.26666666666666666,97064.0,7.0,F6,2,3.0,True,False
BULL,1M,97064,2018-01-12 02:40:00-06:00,6741.5,6740.75,6741.125,0.75,0.6666666666666666,1.1111111111111112,97066.0,2.0,F7,2,1.0,True,False
BULL,1M,97065,2018-01-12 02:41:00-06:00,6742.25,6742.0,6742.125,0.25,0.21875,0.21875,97066.0,1.0,F8,1,3.0,True,False
BEAR,1M,97067,2018-01-12 02:43:00-06:00,6742.25,6742.0,6742.125,0.25,0.21212121212121213,0.6363636363636364,97068.0,1.0,F7,2,1.0,True,False
BULL,1M,97071,2018-01-12 02:47:00-06:00,6741.5,6741.0,6741.25,0.5,0.42424242424242425,1.0606060606060606,97073.0,2.0,F6,3,1.0,True,False
BULL,1M,97072,2018-01-12 02:48:00-06:00,6742.5,6742.25,6742.375,0.25,0.21212121212121213,0.6363636363636364,97073.0,1.0,F8,1,5.0,True,False
BEAR,1M,97074,2018-01-12 02:50:00-06:00,6742.5,6741.75,6742.125,0.75,0.6885245901639345,1.377049180327869,97075.0,1.0,F6,6,1.0,True,False
BEAR,1M,97076,2018-01-12 02:52:00-06:00,6741.5,6741.25,6741.375,0.25,0.2295081967213115,0.459016393442623,97077.0,1.0,F8,1,1.0,True,False
BEAR,1M,97080,2018-01-12 02:56:00-06:00,6741.25,6740.5,6740.875,0.75,0.8571428571428571,1.4285714285714286,97081.0,1.0,F7,2,1.0,True,False
BULL,1M,97083,2018-01-12 02:59:00-06:00,6741.5,6740.75,6741.125,0.75,1.0,1.0,97084.0,1.0,F8,1,2.0,True,False
BEAR,1M,97085,2018-01-12 03:01:00-06:00,6741.5,6740.75,6741.125,0.75,1.0,1.3333333333333333,97086.0,1.0,F6,6,1.0,True,False
BULL,1M,97092,2018-01-12 03:08:00-06:00,6740.25,6740.0,6740.125,0.25,0.2978723404255319,0.0,97093.0,1.0,F6,2,5.0,True,False
BEAR,1M,97094,2018-01-12 03:10:00-06:00,6740.25,6740.0,6740.125,0.25,0.3181818181818182,0.0,97095.0,1.0,F8,1,4.0,True,False
BULL,1M,97096,2018-01-12 03:12:00-06:00,6741.0,6740.0,6740.5,1.0,1.2444444444444445,1.2444444444444445,97097.0,1.0,F6,3,1.0,True,False
BEAR,1M,97100,2018-01-12 03:16:00-06:00,6741.0,6740.75,6740.875,0.25,0.3111111111111111,1.5555555555555556,97101.0,1.0,F6,1,2.0,True,False
BULL,1M,97104,2018-01-12 03:20:00-06:00,6742.0,6740.75,6741.375,1.25,1.3725490196078431,1.6470588235294117,97105.0,1.0,F8,1,1.2,True,False
BEAR,1M,97106,2018-01-12 03:22:00-06:00,6742.0,6740.75,6741.375,1.25,1.25,1.0,97107.0,1.0,F6,5,1.6,True,False
BEAR,1M,97108,2018-01-12 03:24:00-06:00,6740.0,6739.75,6739.875,0.25,0.23333333333333334,1.4000000000000001,97109.0,1.0,F7,2,3.0,True,False
BEAR,1M,97116,2018-01-12 03:32:00-06:00,6739.25,6738.25,6738.75,1.0,1.037037037037037,1.2962962962962963,97117.0,1.0,F6,14,1.0,True,False
BULL,1M,97122,2018-01-12 03:38:00-06:00,6738.0,6737.75,6737.875,0.25,0.2641509433962264,0.2641509433962264,97123.0,1.0,F8,1,1.0,True,False
BEAR,1M,97136,2018-01-12 03:52:00-06:00,6738.75,6737.5,6738.125,1.25,1.8421052631578947,2.2105263157894735,97151.0,15.0,F6,17,1.4,True,False
BEAR,1M,97137,2018-01-12 03:53:00-06:00,6737.25,6736.75,6737.0,0.5,0.717948717948718,1.0769230769230769,97141.0,4.0,F7,3,2.0,True,False
BULL,1M,97149,2018-01-12 04:05:00-06:00,6735.5,6735.25,6735.375,0.25,0.3684210526315789,0.3684210526315789,97191.0,42.0,F7,2,3.0,True,False
BULL,1M,97150,2018-01-12 04:06:00-06:00,6736.25,6735.5,6735.875,0.75,1.135135135135135,1.135135135135135,97184.0,34.0,F7,2,1.0,True,False
BULL,1M,97151,2018-01-12 04:07:00-06:00,6737.0,6736.5,6736.75,0.5,0.7368421052631579,1.1052631578947367,97154.0,3.0,F6,6,1.0,True,False
BULL,1M,97152,2018-01-12 04:08:00-06:00,6737.5,6737.0,6737.25,0.5,0.7567567567567568,1.135135135135135,97154.0,2.0,F6,1,1.0,True,False
BEAR,1M,97155,2018-01-12 04:11:00-06:00,6737.75,6737.5,6737.625,0.25,0.45161290322580644,0.9032258064516129,97159.0,4.0,F8,1,1.0,True,False
BEAR,1M,97157,2018-01-12 04:13:00-06:00,6737.25,6736.75,6737.0,0.5,0.9333333333333333,0.9333333333333333,97158.0,1.0,F8,1,1.0,True,False
BULL,1M,97159,2018-01-12 04:15:00-06:00,6737.25,6736.75,6737.0,0.5,1.0769230769230769,0.5384615384615384,97165.0,6.0,F7,2,1.0,True,False
BULL,1M,97160,2018-01-12 04:16:00-06:00,6737.5,6737.25,6737.375,0.25,0.5833333333333334,1.1666666666666667,97162.0,2.0,F7,4,1.0,True,False
BEAR,1M,97167,2018-01-12 04:23:00-06:00,6737.25,6736.75,6737.0,0.5,1.1199999999999999,1.68,97168.0,1.0,F6,1,1.0,True,False
BULL,1M,97172,2018-01-12 04:29:00-06:00,6737.5,6737.25,6737.375,0.25,0.5384615384615384,0.5384615384615384,97173.0,1.0,F6,1,1.0,True,False
BULL,1M,97175,2018-01-12 04:32:00-06:00,6738.0,6737.5,6737.75,0.5,0.875,1.3125,97177.0,2.0,F8,1,2.0,True,False
BEAR,1M,97178,2018-01-12 04:35:00-06:00,6738.25,6737.5,6737.875,0.75,1.1052631578947367,1.4736842105263157,97180.0,2.0,F6,3,1.3333333333333333,True,False
BEAR,1M,97184,2018-01-12 04:41:00-06:00,6736.75,6736.5,6736.625,0.25,0.42424242424242425,0.42424242424242425,97185.0,1.0,F8,1,1.0,True,False
BULL,1M,97186,2018-01-12 04:43:00-06:00,6737.0,6736.5,6736.75,0.5,0.8484848484848485,0.42424242424242425,97187.0,1.0,F8,1,1.0,True,False
BEAR,1M,97188,2018-01-12 04:45:00-06:00,6737.0,6736.5,6736.75,0.5,0.9032258064516129,0.9032258064516129,97189.0,1.0,F6,2,1.0,True,False
BULL,1M,97190,2018-01-12 04:47:00-06:00,6737.0,6736.5,6736.75,0.5,1.3333333333333333,0.0,97191.0,1.0,F8,1,3.0,True,False
BEAR,1M,97192,2018-01-12 04:49:00-06:00,6737.0,6736.0,6736.5,1.0,2.2399999999999998,2.8,97198.0,6.0,F6,2,1.0,True,False
BEAR,1M,97193,2018-01-12 04:50:00-06:00,6735.5,6735.0,6735.25,0.5,1.0,2.5,97194.0,1.0,F3,2,1.5,True,False
BULL,1M,97195,2018-01-12 04:52:00-06:00,6735.25,6735.0,6735.125,0.25,0.4666666666666667,1.8666666666666667,97197.0,2.0,F6,4,1.0,True,False
BULL,1M,97196,2018-01-12 04:53:00-06:00,6735.5,6735.25,6735.375,0.25,0.48275862068965514,0.48275862068965514,97197.0,1.0,F6,1,1.0,True,False
BULL,1M,97199,2018-01-12 04:56:00-06:00,6736.25,6735.5,6735.875,0.75,1.2727272727272727,1.2727272727272727,97200.0,1.0,F6,1,1.0,True,False
BULL,1M,97208,2018-01-12 05:05:00-06:00,6735.25,6734.75,6735.0,0.5,0.8,0.8,97209.0,1.0,F6,1,1.5,True,False
BULL,1M,97214,2018-01-12 05:11:00-06:00,6736.0,6735.75,6735.875,0.25,0.358974358974359,0.0,97215.0,1.0,F6,1,1.0,True,False
BEAR,1M,97218,2018-01-12 05:15:00-06:00,6736.25,6736.0,6736.125,0.25,0.4,0.4,97329.0,111.0,F8,1,10.0,True,False
BEAR,1M,97219,2018-01-12 05:16:00-06:00,6736.0,6735.0,6735.5,1.0,1.6,1.6,97220.0,1.0,F7,15,3.5,True,False
BEAR,1M,97223,2018-01-12 05:20:00-06:00,6734.5,6734.25,6734.375,0.25,0.42424242424242425,0.0,97224.0,1.0,F6,3,1.0,True,False
BEAR,1M,97228,2018-01-12 05:25:00-06:00,6734.25,6734.0,6734.125,0.25,0.4375,0.0,97232.0,4.0,F6,2,1.0,True,False
BEAR,1M,97229,2018-01-12 05:26:00-06:00,6734.0,6733.75,6733.875,0.25,0.4666666666666667,0.9333333333333333,97230.0,1.0,F7,3,1.0,True,False
BEAR,1M,97241,2018-01-12 05:38:00-06:00,6734.0,6733.75,6733.875,0.25,0.5384615384615384,1.0769230769230769,97243.0,2.0,F8,1,2.0,True,False
BEAR,1M,97242,2018-01-12 05:39:00-06:00,6733.75,6733.5,6733.625,0.25,0.5599999999999999,0.5599999999999999,97243.0,1.0,F8,1,3.0,True,False
BULL,1M,97244,2018-01-12 05:41:00-06:00,6734.25,6733.5,6733.875,0.75,1.75,1.1666666666666667,97245.0,1.0,F6,2,1.0,True,False
BULL,1M,97254,2018-01-12 05:51:00-06:00,6734.5,6734.25,6734.375,0.25,0.5384615384615384,2.692307692307692,97255.0,1.0,F6,3,1.0,True,False
BEAR,1M,97260,2018-01-12 05:57:00-06:00,6734.25,6733.75,6734.0,0.5,0.9333333333333333,1.4000000000000001,97261.0,1.0,F7,2,2.0,True,False
BULL,1M,97262,2018-01-12 05:59:00-06:00,6734.0,6733.75,6733.875,0.25,0.45161290322580644,0.45161290322580644,97268.0,6.0,F8,1,1.0,True,False
BULL,1M,97263,2018-01-12 06:00:00-06:00,6734.25,6733.75,6734.0,0.5,0.8,1.2,97268.0,5.0,F8,1,1.0,True,False
BEAR,1M,97268,2018-01-12 06:05:00-06:00,6735.0,6734.75,6734.875,0.25,0.38888888888888884,0.7777777777777777,97283.0,15.0,F6,7,1.0,True,False
BEAR,1M,97269,2018-01-12 06:06:00-06:00,6734.5,6734.0,6734.25,0.5,0.7567567567567568,0.7567567567567568,97271.0,2.0,F6,9,1.0,True,False
BULL,1M,97283,2018-01-12 06:20:00-06:00,6734.25,6734.0,6734.125,0.25,0.5599999999999999,0.5599999999999999,97284.0,1.0,F7,2,2.0,True,False
BEAR,1M,97286,2018-01-12 06:23:00-06:00,6734.25,6733.75,6734.0,0.5,1.1666666666666667,0.5833333333333334,97287.0,1.0,F8,1,1.0,True,False
BULL,1M,97289,2018-01-12 06:26:00-06:00,6734.5,6734.25,6734.375,0.25,0.5,0.5,97290.0,1.0,F8,1,1.0,True,False
BEAR,1M,97292,2018-01-12 06:29:00-06:00,6734.25,6734.0,6734.125,0.25,0.4375,0.0,97293.0,1.0,F6,1,2.0,True,False
BULL,1M,97300,2018-01-12 06:37:00-06:00,6734.5,6733.75,6734.125,0.75,1.2727272727272727,1.696969696969697,97303.0,3.0,F6,3,1.0,True,False
BEAR,1M,97308,2018-01-12 06:45:00-06:00,6733.5,6733.25,6733.375,0.25,0.4,2.4,97309.0,1.0,F8,1,2.0,True,False
BULL,1M,97312,2018-01-12 06:49:00-06:00,6734.0,6733.75,6733.875,0.25,0.3684210526315789,0.7368421052631579,97314.0,2.0,F8,1,1.0,True,False
BEAR,1M,97315,2018-01-12 06:52:00-06:00,6734.25,6734.0,6734.125,0.25,0.3684210526315789,1.4736842105263157,97316.0,1.0,F6,1,1.0,True,False
BULL,1M,97328,2018-01-12 07:05:00-06:00,6734.75,6734.25,6734.5,0.5,0.7,1.05,97353.0,25.0,F8,1,9.5,True,False
BULL,1M,97329,2018-01-12 07:06:00-06:00,6735.75,6735.0,6735.375,0.75,0.84,1.1199999999999999,97353.0,24.0,F8,1,7.666666666666667,True,False
BULL,1M,97330,2018-01-12 07:07:00-06:00,6736.25,6735.75,6736.0,0.5,0.5185185185185185,2.074074074074074,97336.0,6.0,F7,3,12.5,True,False
BULL,1M,97344,2018-01-12 07:21:00-06:00,6739.0,6738.25,6738.625,0.75,0.7000000000000001,0.9333333333333333,97352.0,8.0,F7,2,12.0,True,False
BULL,1M,97345,2018-01-12 07:22:00-06:00,6739.75,6739.0,6739.375,0.75,0.711864406779661,0.711864406779661,97352.0,7.0,F8,1,1.0,True,False
BEAR,1M,97353,2018-01-12 07:30:00-06:00,6741.25,6739.25,6740.25,2.0,1.1089108910891088,1.386138613861386,97472.0,119.0,F6,2,1.0,True,False
BEAR,1M,97354,2018-01-12 07:31:00-06:00,6739.0,6733.5,6736.25,5.5,2.878504672897196,4.186915887850467,97355.0,1.0,F7,17,0.9545454545454546,True,False
BEAR,1M,97358,2018-01-12 07:35:00-06:00,6731.5,6728.25,6729.875,3.25,1.221476510067114,2.161073825503356,97443.0,85.0,F6,3,1.0,True,False
BEAR,1M,97359,2018-01-12 07:36:00-06:00,6727.5,6725.5,6726.5,2.0,0.6666666666666666,0.9166666666666666,97422.0,63.0,F6,6,1.0,True,False
BEAR,1M,97360,2018-01-12 07:37:00-06:00,6724.75,6720.5,6722.625,4.25,1.2864864864864867,1.5135135135135136,97420.0,60.0,F7,3,1.4705882352941178,True,False
BEAR,1M,97361,2018-01-12 07:38:00-06:00,6719.75,6716.0,6717.875,3.75,1.0769230769230769,1.435897435897436,97362.0,1.0,F6,2,1.0,True,False
BULL,1M,97363,2018-01-12 07:40:00-06:00,6716.25,6716.0,6716.125,0.25,0.06511627906976744,0.9767441860465116,97365.0,2.0,F8,1,6.0,True,False
BEAR,1M,97367,2018-01-12 07:44:00-06:00,6714.75,6714.25,6714.5,0.5,0.13023255813953488,1.2372093023255815,97368.0,1.0,F8,1,3.0,True,False
BULL,1M,97369,2018-01-12 07:46:00-06:00,6714.75,6714.25,6714.5,0.5,0.12962962962962962,0.7129629629629629,97370.0,1.0,F8,1,1.5,True,False
BEAR,1M,97372,2018-01-12 07:49:00-06:00,6714.0,6710.75,6712.375,3.25,0.8544600938967136,0.9201877934272301,97374.0,2.0,F7,7,1.7692307692307692,True,False
BEAR,1M,97373,2018-01-12 07:50:00-06:00,6710.75,6709.5,6710.125,1.25,0.3553299492385787,0.6395939086294417,97374.0,1.0,F6,1,3.0,True,False
BEAR,1M,97378,2018-01-12 07:55:00-06:00,6709.5,6706.5,6708.0,3.0,0.8235294117647058,1.4411764705882353,97379.0,1.0,F7,5,1.5833333333333333,True,False
BULL,1M,97383,2018-01-12 08:00:00-06:00,6706.75,6706.25,6706.5,0.5,0.15730337078651685,0.6292134831460674,97384.0,1.0,F6,2,3.0,True,False
BULL,1M,97385,2018-01-12 08:02:00-06:00,6710.25,6708.75,6709.5,1.5,0.4745762711864407,1.265536723163842,97399.0,14.0,F6,4,1.3333333333333333,True,False
BULL,1M,97386,2018-01-12 08:03:00-06:00,6712.5,6711.25,6711.875,1.25,0.3954802259887006,0.711864406779661,97395.0,9.0,F7,2,1.6,True,False
BULL,1M,97390,2018-01-12 08:07:00-06:00,6717.5,6716.5,6717.0,1.0,0.3274853801169591,0.6549707602339182,97391.0,1.0,F6,1,1.75,True,False
BEAR,1M,97395,2018-01-12 08:12:00-06:00,6716.0,6714.0,6715.0,2.0,0.7777777777777777,1.2638888888888888,97396.0,1.0,F7,6,2.125,True,False
BEAR,1M,97399,2018-01-12 08:16:00-06:00,6713.0,6711.5,6712.25,1.5,0.6461538461538461,1.2923076923076922,97400.0,1.0,F6,1,1.8333333333333333,True,False
BULL,1M,97401,2018-01-12 08:18:00-06:00,6712.5,6711.5,6712.0,1.0,0.47058823529411764,1.411764705882353,97402.0,1.0,F8,1,2.5,True,False
BEAR,1M,97403,2018-01-12 08:20:00-06:00,6712.5,6711.5,6712.0,1.0,0.4912280701754386,0.736842105263158,97406.0,3.0,F6,2,2.0,True,False
BEAR,1M,97405,2018-01-12 08:22:00-06:00,6710.0,6709.0,6709.5,1.0,0.4745762711864407,0.8305084745762712,97406.0,1.0,F6,1,2.75,True,False
BULL,1M,97418,2018-01-12 08:35:00-06:00,6716.25,6712.25,6714.25,4.0,0.9572649572649572,1.376068376068376,97419.0,1.0,F7,2,0.375,False,False
BULL,1M,97421,2018-01-12 08:38:00-06:00,6720.5,6719.25,6719.875,1.25,0.27667984189723316,1.217391304347826,97429.0,8.0,F7,3,2.0,True,False
BULL,1M,97423,2018-01-12 08:40:00-06:00,6724.0,6722.5,6723.25,1.5,0.3099630996309963,0.5682656826568265,97424.0,1.0,F7,6,2.5,True,False
BEAR,1M,97430,2018-01-12 08:47:00-06:00,6724.0,6723.5,6723.75,0.5,0.1308411214953271,0.8504672897196262,97431.0,1.0,F6,1,8.0,True,False
BEAR,1M,97435,2018-01-12 08:52:00-06:00,6721.75,6721.25,6721.5,0.5,0.1414141414141414,0.494949494949495,97438.0,3.0,F6,1,1.0,True,False
BULL,1M,97442,2018-01-12 08:59:00-06:00,6724.0,6723.25,6723.625,0.75,0.20689655172413793,0.5517241379310345,,,,0,0.0,False,True
BEAR,1M,97450,2018-01-12 09:07:00-06:00,6728.25,6728.0,6728.125,0.25,0.07734806629834254,0.6961325966850829,97451.0,1.0,F8,1,20.0,True,False
BULL,1M,97458,2018-01-12 09:15:00-06:00,6732.0,6731.0,6731.5,1.0,0.3128491620111732,0.547486033519553,,,,0,0.0,False,True
BULL,1M,97459,2018-01-12 09:16:00-06:00,6734.25,6732.75,6733.5,1.5,0.48,0.8,97460.0,1.0,F7,6,0.8333333333333334,False,False
BULL,1M,97472,2018-01-12 09:29:00-06:00,6738.25,6737.5,6737.875,0.75,0.375,1.125,97474.0,2.0,F6,2,4.333333333333333,True,False
BULL,1M,97473,2018-01-12 09:30:00-06:00,6739.75,6738.75,6739.25,1.0,0.5185185185185185,0.7777777777777778,97474.0,1.0,F6,1,1.75,True,False
BULL,1M,97481,2018-01-12 09:38:00-06:00,6740.0,6739.75,6739.875,0.25,0.10606060606060606,0.6363636363636364,,,,0,0.0,False,True
BULL,1M,97482,2018-01-12 09:39:00-06:00,6742.0,6741.25,6741.625,0.75,0.2857142857142857,0.47619047619047616,,,,0,0.0,False,True
BULL,1M,97483,2018-01-12 09:40:00-06:00,6745.25,6742.25,6743.75,3.0,1.1052631578947367,1.657894736842105,,,,0,0.0,False,True
BULL,1M,97487,2018-01-12 09:44:00-06:00,6751.0,6750.25,6750.625,0.75,0.25149700598802394,0.5868263473053892,97490.0,3.0,F6,1,1.0,True,False
BULL,1M,97488,2018-01-12 09:45:00-06:00,6752.0,6751.5,6751.75,0.5,0.16766467065868262,0.9221556886227544,97489.0,1.0,F6,2,3.5,True,False
BULL,1M,97494,2018-01-12 09:51:00-06:00,6755.5,6753.5,6754.5,2.0,0.717948717948718,1.3461538461538463,97498.0,4.0,F6,5,1.0,True,False
BULL,1M,97506,2018-01-12 10:03:00-06:00,6756.0,6754.75,6755.375,1.25,0.5303030303030303,0.7424242424242424,97511.0,5.0,F6,2,3.6,True,False
BULL,1M,97507,2018-01-12 10:04:00-06:00,6758.0,6755.75,6756.875,2.25,1.008,1.456,97508.0,1.0,F7,4,1.1111111111111112,True,False
BEAR,1M,97512,2018-01-12 10:09:00-06:00,6756.75,6756.0,6756.375,0.75,0.31343283582089554,0.6268656716417911,97513.0,1.0,F7,6,1.3333333333333333,True,False
BULL,1M,97532,2018-01-12 10:29:00-06:00,6752.75,6751.75,6752.25,1.0,0.5490196078431373,1.0980392156862746,97533.0,1.0,F8,1,1.0,True,False
BEAR,1M,97534,2018-01-12 10:31:00-06:00,6752.75,6751.75,6752.25,1.0,0.5833333333333334,0.7291666666666667,97535.0,1.0,F6,2,1.25,True,False
BULL,1M,97541,2018-01-12 10:38:00-06:00,6752.5,6751.5,6752.0,1.0,0.6086956521739131,0.9130434782608696,97570.0,29.0,F7,5,0.5,False,False
BULL,1M,97542,2018-01-12 10:39:00-06:00,6753.25,6753.0,6753.125,0.25,0.14893617021276595,0.5957446808510638,97545.0,3.0,F6,1,1.0,True,False
BEAR,1M,97546,2018-01-12 10:43:00-06:00,6754.5,6754.25,6754.375,0.25,0.1627906976744186,0.813953488372093,97547.0,1.0,F8,1,5.0,True,False
BULL,1M,97548,2018-01-12 10:45:00-06:00,6755.0,6754.25,6754.625,0.75,0.5060240963855421,1.180722891566265,97549.0,1.0,F7,3,1.3333333333333333,True,False
BULL,1M,97552,2018-01-12 10:49:00-06:00,6756.25,6756.0,6756.125,0.25,0.16666666666666666,0.3333333333333333,97553.0,1.0,F6,1,3.0,True,False
BULL,1M,97563,2018-01-12 11:00:00-06:00,6757.25,6756.75,6757.0,0.5,0.4,0.8,97565.0,2.0,F8,1,1.0,True,False
BEAR,1M,97566,2018-01-12 11:03:00-06:00,6757.5,6757.0,6757.25,0.5,0.417910447761194,0.835820895522388,97567.0,1.0,F6,3,1.5,True,False
BEAR,1M,97569,2018-01-12 11:06:00-06:00,6755.25,6754.25,6754.75,1.0,0.7671232876712328,1.3424657534246576,97571.0,2.0,F7,7,1.0,True,False
BEAR,1M,97570,2018-01-12 11:07:00-06:00,6754.0,6753.75,6753.875,0.25,0.1891891891891892,0.5675675675675675,97571.0,1.0,F6,1,2.0,True,False
BULL,1M,97580,2018-01-12 11:17:00-06:00,6754.5,6754.25,6754.375,0.25,0.17073170731707318,0.6829268292682927,97593.0,13.0,F6,1,1.0,True,False
BEAR,1M,97593,2018-01-12 11:30:00-06:00,6755.75,6755.25,6755.5,0.5,0.3783783783783784,0.9459459459459459,97594.0,1.0,F6,2,1.0,True,False
BULL,1M,97600,2018-01-12 11:37:00-06:00,6754.5,6753.75,6754.125,0.75,0.525,0.7,97756.0,156.0,F7,1,0.0,False,False
BULL,1M,97601,2018-01-12 11:38:00-06:00,6756.25,6755.0,6755.625,1.25,0.8860759493670886,1.240506329113924,97755.0,154.0,F6,2,1.4,True,False
BULL,1M,97602,2018-01-12 11:39:00-06:00,6756.5,6756.25,6756.375,0.25,0.1728395061728395,0.0,97603.0,1.0,F7,2,4.0,True,False
BULL,1M,97606,2018-01-12 11:43:00-06:00,6760.0,6757.75,6758.875,2.25,1.5,1.6666666666666667,97610.0,4.0,F7,21,2.0,True,False
BULL,1M,97607,2018-01-12 11:44:00-06:00,6760.5,6760.25,6760.375,0.25,0.16091954022988506,0.8045977011494253,97609.0,2.0,F6,1,1.0,True,False
BULL,1M,97615,2018-01-12 11:52:00-06:00,6762.75,6760.0,6761.375,2.75,1.5247524752475248,1.9405940594059405,97633.0,18.0,F6,5,1.0909090909090908,True,False
BULL,1M,97622,2018-01-12 11:59:00-06:00,6766.0,6765.75,6765.875,0.25,0.14432989690721648,0.8659793814432989,97623.0,1.0,F6,3,3.0,True,False
BEAR,1M,97627,2018-01-12 12:04:00-06:00,6766.75,6766.5,6766.625,0.25,0.15053763440860216,0.6021505376344086,97628.0,1.0,F6,2,1.0,True,False
BEAR,1M,97633,2018-01-12 12:10:00-06:00,6764.5,6764.0,6764.25,0.5,0.3783783783783784,0.7567567567567568,97635.0,2.0,F6,1,1.0,True,False
BEAR,1M,97639,2018-01-12 12:16:00-06:00,6763.75,6763.0,6763.375,0.75,0.5384615384615384,0.717948717948718,97644.0,5.0,F6,7,2.0,True,False
BEAR,1M,97640,2018-01-12 12:17:00-06:00,6762.75,6762.5,6762.625,0.25,0.175,1.2249999999999999,97641.0,1.0,F7,2,1.0,True,False
BULL,1M,97644,2018-01-12 12:21:00-06:00,6761.75,6761.5,6761.625,0.25,0.15555555555555556,0.9333333333333333,97645.0,1.0,F6,1,3.0,True,False
BULL,1M,97663,2018-01-12 12:40:00-06:00,6759.75,6759.25,6759.5,0.5,0.345679012345679,0.8641975308641976,97754.0,91.0,F8,1,1.0,True,False
BULL,1M,97664,2018-01-12 12:41:00-06:00,6760.0,6759.75,6759.875,0.25,0.1728395061728395,0.691358024691358,97667.0,3.0,F7,3,3.0,True,False
BULL,1M,97669,2018-01-12 12:46:00-06:00,6762.0,6761.25,6761.625,0.75,0.5454545454545454,1.2727272727272727,97672.0,3.0,F6,4,1.3333333333333333,True,False
BULL,1M,97670,2018-01-12 12:47:00-06:00,6762.5,6762.25,6762.375,0.25,0.18421052631578946,0.7368421052631579,97672.0,2.0,F6,1,2.0,True,False
BULL,1M,97674,2018-01-12 12:51:00-06:00,6763.75,6763.5,6763.625,0.25,0.1728395061728395,1.2098765432098766,97675.0,1.0,F6,1,2.0,True,False
BEAR,1M,97684,2018-01-12 13:01:00-06:00,6763.5,6763.0,6763.25,0.5,0.34146341463414637,1.5365853658536586,97686.0,2.0,F7,4,1.0,True,False
BULL,1M,97693,2018-01-12 13:10:00-06:00,6763.25,6762.75,6763.0,0.5,0.38888888888888884,0.7777777777777777,97723.0,30.0,F8,1,1.5,True,False
BULL,1M,97694,2018-01-12 13:11:00-06:00,6764.0,6763.5,6763.75,0.5,0.3783783783783784,0.9459459459459459,97723.0,29.0,F8,1,3.0,True,False
