direction,timeframe,formation_i,formation_ts,upper,lower,midpoint,size_pts,size_atr,impulse_body_atr,first_revisit_i,first_revisit_age,first_interaction_type,touch_count,max_fill_depth,filled,untouched_before_revisit
BULL,1M,9,2017-10-01 17:09:00-05:00,5986.0,5985.0,5985.5,1.0,1.0,1.0,10.0,1.0,F7,1,0.0,False,False
BULL,1M,12,2017-10-01 17:12:00-05:00,5988.0,5986.5,5987.25,1.5,1.5,1.75,266.0,254.0,F7,1,0.0,False,False
BULL,1M,13,2017-10-01 17:13:00-05:00,5991.25,5988.25,5989.75,3.0,1.9090909090909092,2.0681818181818183,17.0,4.0,F6,113,1.0833333333333333,True,False
BULL,1M,14,2017-10-01 17:14:00-05:00,5994.75,5991.25,5993.0,3.5,2.3333333333333335,2.3333333333333335,15.0,1.0,F6,2,0.9285714285714286,True,False
BEAR,1M,16,2017-10-01 17:16:00-05:00,5994.75,5993.75,5994.25,1.0,0.7,1.05,19.0,3.0,F8,1,4.25,True,False
BEAR,1M,17,2017-10-01 17:17:00-05:00,5993.0,5992.25,5992.625,0.75,0.5121951219512195,1.3658536585365855,18.0,1.0,F7,2,7.666666666666667,True,False
BULL,1M,20,2017-10-01 17:20:00-05:00,5997.0,5992.5,5994.75,4.5,2.210526315789474,2.5789473684210527,21.0,1.0,F7,17,1.1666666666666667,True,False
BEAR,1M,31,2017-10-01 17:31:00-05:00,5995.75,5994.5,5995.125,1.25,0.578512396694215,1.0413223140495869,33.0,2.0,F6,5,1.0,True,False
BEAR,1M,38,2017-10-01 17:38:00-05:00,5993.75,5992.75,5993.25,1.0,0.7671232876712328,1.1506849315068493,39.0,1.0,F8,1,1.0,True,False
BULL,1M,40,2017-10-01 17:40:00-05:00,5993.25,5992.75,5993.0,0.5,0.411764705882353,1.4411764705882355,46.0,6.0,F6,2,2.0,True,False
BULL,1M,41,2017-10-01 17:41:00-05:00,5994.75,5993.75,5994.25,1.0,0.8115942028985507,1.0144927536231882,42.0,1.0,F7,5,1.75,True,False
BEAR,1M,45,2017-10-01 17:45:00-05:00,5994.75,5994.25,5994.5,0.5,0.5599999999999999,0.27999999999999997,50.0,5.0,F8,1,1.5,True,False
BEAR,1M,46,2017-10-01 17:46:00-05:00,5994.25,5994.0,5994.125,0.25,0.27450980392156865,0.0,50.0,4.0,F8,1,4.0,True,False
BEAR,1M,47,2017-10-01 17:47:00-05:00,5994.25,5993.25,5993.75,1.0,1.037037037037037,1.037037037037037,49.0,2.0,F7,2,1.75,True,False
BULL,1M,50,2017-10-01 17:50:00-05:00,5993.5,5993.0,5993.25,0.5,0.4912280701754386,0.2456140350877193,53.0,3.0,F7,3,1.0,True,False
BULL,1M,51,2017-10-01 17:51:00-05:00,5994.75,5993.75,5994.25,1.0,1.0769230769230769,1.346153846153846,52.0,1.0,F6,2,1.25,True,False
BEAR,1M,53,2017-10-01 17:53:00-05:00,5994.75,5994.0,5994.375,0.75,0.8571428571428571,1.4285714285714286,54.0,1.0,F7,4,1.0,True,False
BEAR,1M,57,2017-10-01 17:57:00-05:00,5993.75,5993.5,5993.625,0.25,0.4,0.8,82.0,25.0,F6,2,2.0,True,False
BEAR,1M,58,2017-10-01 17:58:00-05:00,5993.5,5993.0,5993.25,0.5,0.823529411764706,0.823529411764706,59.0,1.0,F7,8,1.0,True,False
BEAR,1M,66,2017-10-01 18:06:00-05:00,5993.0,5992.5,5992.75,0.5,1.1666666666666667,0.0,81.0,15.0,F7,2,2.0,True,False
BEAR,1M,67,2017-10-01 18:07:00-05:00,5992.5,5991.75,5992.125,0.75,1.75,2.3333333333333335,68.0,1.0,F7,6,1.0,True,False
BEAR,1M,77,2017-10-01 18:17:00-05:00,5991.5,5991.25,5991.375,0.25,0.5599999999999999,0.0,78.0,1.0,F7,3,1.0,True,False
BULL,1M,80,2017-10-01 18:20:00-05:00,5991.5,5991.25,5991.375,0.25,0.7777777777777777,0.0,129.0,49.0,F8,1,4.0,True,False
BULL,1M,81,2017-10-01 18:21:00-05:00,5991.75,5991.25,5991.5,0.5,1.4736842105263157,0.0,88.0,7.0,F7,4,2.5,True,False
BULL,1M,82,2017-10-01 18:22:00-05:00,5992.75,5991.5,5992.125,1.25,3.6842105263157894,1.4736842105263157,85.0,3.0,F7,22,1.8,True,False
BULL,1M,83,2017-10-01 18:23:00-05:00,5993.5,5992.5,5993.0,1.0,2.8,2.1,84.0,1.0,F6,3,1.0,True,False
BEAR,1M,86,2017-10-01 18:26:00-05:00,5993.5,5992.75,5993.125,0.75,2.333333333333333,2.333333333333333,87.0,1.0,F6,8,1.3333333333333333,True,False
BEAR,1M,89,2017-10-01 18:29:00-05:00,5993.25,5992.0,5992.625,1.25,3.0434782608695654,3.6521739130434785,90.0,1.0,F6,1,1.0,True,False
BULL,1M,91,2017-10-01 18:31:00-05:00,5992.75,5992.0,5992.375,0.75,1.6153846153846154,0.5384615384615384,92.0,1.0,F6,4,1.0,True,False
BULL,1M,100,2017-10-01 18:40:00-05:00,5994.25,5993.5,5993.875,0.75,1.5,2.0,104.0,4.0,F8,1,1.3333333333333333,True,False
BEAR,1M,103,2017-10-01 18:43:00-05:00,5994.75,5994.5,5994.625,0.25,0.6086956521739131,0.6086956521739131,124.0,21.0,F6,1,1.0,True,False
BEAR,1M,104,2017-10-01 18:44:00-05:00,5994.5,5994.25,5994.375,0.25,0.6086956521739131,0.0,124.0,20.0,F6,1,2.0,True,False
BEAR,1M,105,2017-10-01 18:45:00-05:00,5994.5,5993.25,5993.875,1.25,2.916666666666667,2.3333333333333335,106.0,1.0,F6,13,1.2,True,False
BEAR,1M,108,2017-10-01 18:48:00-05:00,5993.0,5992.75,5992.875,0.25,0.5384615384615384,0.5384615384615384,109.0,1.0,F8,1,1.0,True,False
BULL,1M,111,2017-10-01 18:51:00-05:00,5993.25,5993.0,5993.125,0.25,0.5599999999999999,0.0,112.0,1.0,F8,1,2.0,True,False
BEAR,1M,113,2017-10-01 18:53:00-05:00,5993.25,5992.75,5993.0,0.5,1.3333333333333333,0.6666666666666666,114.0,1.0,F3,2,1.0,True,False
BULL,1M,115,2017-10-01 18:55:00-05:00,5993.0,5992.75,5992.875,0.25,0.6666666666666666,0.0,116.0,1.0,F6,2,1.0,True,False
BEAR,1M,122,2017-10-01 19:02:00-05:00,5993.25,5993.0,5993.125,0.25,0.6086956521739131,1.2173913043478262,123.0,1.0,F8,1,4.0,True,False
BULL,1M,124,2017-10-01 19:04:00-05:00,5993.5,5993.0,5993.25,0.5,1.0,2.5,127.0,3.0,F8,1,2.5,True,False
BEAR,1M,127,2017-10-01 19:07:00-05:00,5993.75,5993.5,5993.625,0.25,0.3783783783783784,0.7567567567567568,223.0,96.0,F7,3,1.0,True,False
BEAR,1M,128,2017-10-01 19:08:00-05:00,5993.75,5992.0,5992.875,1.75,2.6486486486486487,1.8918918918918919,132.0,4.0,F7,23,1.0,True,False
BEAR,1M,129,2017-10-01 19:09:00-05:00,5992.25,5991.5,5991.875,0.75,1.05,0.35,132.0,3.0,F6,1,1.3333333333333333,True,False
BEAR,1M,130,2017-10-01 19:10:00-05:00,5991.75,5991.0,5991.375,0.75,1.0769230769230769,0.717948717948718,131.0,1.0,F6,2,2.0,True,False
BULL,1M,132,2017-10-01 19:12:00-05:00,5991.25,5991.0,5991.125,0.25,0.3333333333333333,0.3333333333333333,133.0,1.0,F6,1,3.0,True,False
BULL,1M,135,2017-10-01 19:15:00-05:00,5991.5,5991.25,5991.375,0.25,0.3181818181818182,0.9545454545454546,136.0,1.0,F6,2,2.0,True,False
BULL,1M,136,2017-10-01 19:16:00-05:00,5991.5,5991.25,5991.375,0.25,0.3181818181818182,0.6363636363636364,137.0,1.0,F6,1,2.0,True,False
BEAR,1M,143,2017-10-01 19:23:00-05:00,5990.5,5990.0,5990.25,0.5,0.7368421052631579,1.4736842105263157,144.0,1.0,F8,1,2.0,True,False
BULL,1M,145,2017-10-01 19:25:00-05:00,5990.5,5990.0,5990.25,0.5,0.7,1.05,147.0,2.0,F6,6,1.0,True,False
BULL,1M,152,2017-10-01 19:32:00-05:00,5990.75,5990.5,5990.625,0.25,0.5833333333333334,0.0,153.0,1.0,F6,2,3.0,True,False
BULL,1M,153,2017-10-01 19:33:00-05:00,5990.75,5990.5,5990.625,0.25,0.6086956521739131,0.0,154.0,1.0,F6,1,3.0,True,False
BULL,1M,162,2017-10-01 19:43:00-05:00,5991.25,5991.0,5991.125,0.25,0.7368421052631579,0.7368421052631579,163.0,1.0,F6,1,1.0,True,False
BULL,1M,165,2017-10-01 19:46:00-05:00,5991.5,5991.25,5991.375,0.25,0.6086956521739131,1.2173913043478262,167.0,2.0,F7,3,2.0,True,False
BULL,1M,166,2017-10-01 19:47:00-05:00,5991.75,5991.5,5991.625,0.25,0.6086956521739131,0.6086956521739131,167.0,1.0,F6,1,1.0,True,False
BEAR,1M,172,2017-10-01 19:53:00-05:00,5991.75,5991.5,5991.625,0.25,1.0,0.0,181.0,9.0,F6,3,2.0,True,False
BEAR,1M,173,2017-10-01 19:54:00-05:00,5991.5,5991.0,5991.25,0.5,2.0,2.0,174.0,1.0,F7,5,1.0,True,False
BEAR,1M,175,2017-10-01 19:56:00-05:00,5990.75,5990.5,5990.625,0.25,0.7368421052631579,2.9473684210526314,176.0,1.0,F7,3,3.0,True,False
BULL,1M,178,2017-10-01 19:59:00-05:00,5990.75,5990.5,5990.625,0.25,0.7368421052631579,0.0,179.0,1.0,F6,3,4.0,True,False
BULL,1M,179,2017-10-01 20:00:00-05:00,5990.75,5990.5,5990.625,0.25,0.7368421052631579,0.7368421052631579,180.0,1.0,F6,2,4.0,True,False
BEAR,1M,184,2017-10-01 20:05:00-05:00,5991.25,5991.0,5991.125,0.25,0.5,1.5,185.0,1.0,F7,3,4.0,True,False
BULL,1M,188,2017-10-01 20:09:00-05:00,5991.0,5990.5,5990.75,0.5,1.037037037037037,0.5185185185185185,192.0,4.0,F7,2,1.5,True,False
BULL,1M,189,2017-10-01 20:10:00-05:00,5991.5,5991.0,5991.25,0.5,1.0769230769230769,1.0769230769230769,191.0,2.0,F3,2,1.0,True,False
BEAR,1M,192,2017-10-01 20:13:00-05:00,5991.75,5991.5,5991.625,0.25,0.5185185185185185,0.5185185185185185,209.0,17.0,F6,3,2.0,True,False
BEAR,1M,193,2017-10-01 20:14:00-05:00,5991.25,5990.5,5990.875,0.75,1.5555555555555556,1.037037037037037,195.0,2.0,F6,5,1.0,True,False
BEAR,1M,194,2017-10-01 20:15:00-05:00,5991.0,5990.25,5990.625,0.75,1.68,0.5599999999999999,195.0,1.0,F6,4,1.0,True,False
BULL,1M,196,2017-10-01 20:17:00-05:00,5990.5,5990.25,5990.375,0.25,0.5599999999999999,1.1199999999999999,199.0,3.0,F8,1,1.0,True,False
BEAR,1M,200,2017-10-01 20:21:00-05:00,5990.75,5990.5,5990.625,0.25,0.6666666666666666,2.0,201.0,1.0,F7,6,2.0,True,False
BULL,1M,206,2017-10-01 20:28:00-05:00,5990.75,5990.5,5990.625,0.25,1.0,0.0,207.0,1.0,F6,1,1.0,True,False
BULL,1M,210,2017-10-01 20:32:00-05:00,5991.5,5991.25,5991.375,0.25,0.9333333333333333,1.8666666666666667,211.0,1.0,F6,2,1.0,True,False
BULL,1M,219,2017-10-01 20:41:00-05:00,5992.25,5992.0,5992.125,0.25,0.6666666666666666,0.6666666666666666,233.0,14.0,F8,1,3.0,True,False
BULL,1M,220,2017-10-01 20:42:00-05:00,5992.75,5992.25,5992.5,0.5,1.3333333333333333,1.3333333333333333,229.0,9.0,F7,5,2.5,True,False
BULL,1M,221,2017-10-01 20:43:00-05:00,5993.0,5992.75,5992.875,0.25,0.7368421052631579,0.0,222.0,1.0,F7,3,1.0,True,False
BULL,1M,223,2017-10-01 20:45:00-05:00,5993.25,5993.0,5993.125,0.25,0.7777777777777777,0.0,224.0,1.0,F6,1,1.0,True,False
BEAR,1M,229,2017-10-01 20:51:00-05:00,5993.5,5993.25,5993.375,0.25,0.823529411764706,0.0,714.0,485.0,F7,4,1.0,True,False
BEAR,1M,230,2017-10-01 20:52:00-05:00,5993.25,5992.75,5993.0,0.5,1.75,1.75,231.0,1.0,F6,8,1.0,True,False
BEAR,1M,233,2017-10-01 20:55:00-05:00,5992.5,5992.25,5992.375,0.25,0.875,0.875,236.0,3.0,F6,2,1.0,True,False
BEAR,1M,234,2017-10-01 20:56:00-05:00,5992.5,5992.0,5992.25,0.5,1.75,1.75,236.0,2.0,F6,3,1.0,True,False
BEAR,1M,239,2017-10-01 21:01:00-05:00,5991.5,5991.25,5991.375,0.25,0.823529411764706,1.647058823529412,240.0,1.0,F6,2,1.0,True,False
BEAR,1M,244,2017-10-01 21:06:00-05:00,5991.25,5990.75,5991.0,0.5,1.5555555555555554,2.333333333333333,252.0,8.0,F6,7,1.0,True,False
BEAR,1M,245,2017-10-01 21:07:00-05:00,5990.5,5990.25,5990.375,0.25,0.6666666666666666,0.6666666666666666,251.0,6.0,F6,2,2.0,True,False
BEAR,1M,246,2017-10-01 21:08:00-05:00,5990.5,5989.5,5990.0,1.0,2.8,2.1,247.0,1.0,F6,6,1.25,True,False
BULL,1M,249,2017-10-01 21:11:00-05:00,5989.75,5989.5,5989.625,0.25,0.7777777777777777,0.7777777777777777,250.0,1.0,F6,7,1.0,True,False
BEAR,1M,256,2017-10-01 21:18:00-05:00,5990.25,5990.0,5990.125,0.25,0.7368421052631579,0.7368421052631579,257.0,1.0,F6,1,1.0,True,False
BEAR,1M,260,2017-10-01 21:22:00-05:00,5990.0,5989.75,5989.875,0.25,1.0,1.0,261.0,1.0,F8,1,1.0,True,False
BEAR,1M,267,2017-10-01 21:29:00-05:00,5989.75,5989.25,5989.5,0.5,1.3333333333333333,3.3333333333333335,268.0,1.0,F6,4,1.0,True,False
BULL,1M,269,2017-10-01 21:31:00-05:00,5989.5,5989.25,5989.375,0.25,0.7,0.0,270.0,1.0,F7,3,1.0,True,False
BULL,1M,271,2017-10-01 21:33:00-05:00,5989.75,5989.5,5989.625,0.25,0.7368421052631579,0.0,272.0,1.0,F8,1,1.0,True,False
BEAR,1M,273,2017-10-01 21:35:00-05:00,5989.75,5989.25,5989.5,0.5,1.647058823529412,0.0,274.0,1.0,F6,12,1.0,True,False
BEAR,1M,274,2017-10-01 21:36:00-05:00,5989.5,5989.25,5989.375,0.25,0.7777777777777777,0.0,275.0,1.0,F6,1,1.0,True,False
BULL,1M,275,2017-10-01 21:37:00-05:00,5989.5,5989.25,5989.375,0.25,0.823529411764706,0.823529411764706,276.0,1.0,F8,1,1.0,True,False
BULL,1M,289,2017-10-01 21:51:00-05:00,5989.5,5989.0,5989.25,0.5,1.647058823529412,1.647058823529412,290.0,1.0,F7,15,1.0,True,False
BULL,1M,292,2017-10-01 21:54:00-05:00,5989.75,5989.5,5989.625,0.25,0.823529411764706,1.647058823529412,293.0,1.0,F6,1,1.0,True,False
BULL,1M,297,2017-10-01 22:00:00-05:00,5990.75,5990.5,5990.625,0.25,0.6666666666666666,1.3333333333333333,298.0,1.0,F7,6,1.0,True,False
BEAR,1M,303,2017-10-01 22:06:00-05:00,5990.75,5990.5,5990.625,0.25,0.7368421052631579,0.7368421052631579,304.0,1.0,F7,2,3.0,True,False
BEAR,1M,304,2017-10-01 22:07:00-05:00,5990.75,5990.5,5990.625,0.25,0.7,0.0,305.0,1.0,F8,1,3.0,True,False
BULL,1M,305,2017-10-01 22:08:00-05:00,5990.75,5990.5,5990.625,0.25,0.7,0.0,308.0,3.0,F7,5,2.0,True,False
BULL,1M,306,2017-10-01 22:09:00-05:00,5991.0,5990.5,5990.75,0.5,1.4,1.4,307.0,1.0,F7,10,1.5,True,False
BEAR,1M,313,2017-10-01 22:16:00-05:00,5991.25,5991.0,5991.125,0.25,0.7368421052631579,0.7368421052631579,314.0,1.0,F7,3,1.0,True,False
BULL,1M,317,2017-10-01 22:20:00-05:00,5991.25,5991.0,5991.125,0.25,0.7777777777777777,0.7777777777777777,318.0,1.0,F6,3,1.0,True,False
BEAR,1M,320,2017-10-01 22:23:00-05:00,5991.25,5991.0,5991.125,0.25,0.9333333333333333,0.0,321.0,1.0,F8,1,1.0,True,False
BULL,1M,322,2017-10-01 22:25:00-05:00,5991.5,5991.0,5991.25,0.5,2.3333333333333335,0.0,323.0,1.0,F6,4,1.0,True,False
BULL,1M,323,2017-10-01 22:26:00-05:00,5991.5,5991.25,5991.375,0.25,1.1666666666666667,0.0,324.0,1.0,F7,2,1.0,True,False
BEAR,1M,326,2017-10-01 22:29:00-05:00,5991.5,5991.25,5991.375,0.25,1.75,1.75,327.0,1.0,F7,2,1.0,True,False
BEAR,1M,329,2017-10-01 22:32:00-05:00,5991.25,5990.5,5990.875,0.75,4.2,4.2,330.0,1.0,F7,3,1.3333333333333333,True,False
BULL,1M,333,2017-10-01 22:36:00-05:00,5990.75,5990.25,5990.5,0.5,2.5454545454545454,1.2727272727272727,335.0,2.0,F6,2,1.0,True,False
BULL,1M,334,2017-10-01 22:37:00-05:00,5991.25,5990.75,5991.0,0.5,2.1538461538461537,3.230769230769231,335.0,1.0,F8,1,1.5,True,False
BEAR,1M,336,2017-10-01 22:39:00-05:00,5991.25,5991.0,5991.125,0.25,0.7368421052631579,2.2105263157894735,338.0,2.0,F8,1,6.0,True,False
BULL,1M,339,2017-10-01 22:42:00-05:00,5991.75,5990.75,5991.25,1.0,1.8666666666666667,2.3333333333333335,343.0,4.0,F7,2,1.25,True,False
BULL,1M,341,2017-10-01 22:44:00-05:00,5992.25,5992.0,5992.125,0.25,0.411764705882353,0.411764705882353,342.0,1.0,F8,1,1.0,True,False
BEAR,1M,344,2017-10-01 22:47:00-05:00,5992.0,5991.5,5991.75,0.5,0.7777777777777777,0.7777777777777777,381.0,37.0,F6,9,1.0,True,False
BEAR,1M,345,2017-10-01 22:48:00-05:00,5991.75,5991.0,5991.375,0.75,1.1052631578947367,1.4736842105263157,374.0,29.0,F7,13,1.0,True,False
BEAR,1M,346,2017-10-01 22:49:00-05:00,5990.5,5990.25,5990.375,0.25,0.358974358974359,0.358974358974359,350.0,4.0,F7,2,2.0,True,False
BEAR,1M,347,2017-10-01 22:50:00-05:00,5990.5,5990.0,5990.25,0.5,0.7567567567567568,0.3783783783783784,349.0,2.0,F7,3,1.5,True,False
BULL,1M,350,2017-10-01 22:53:00-05:00,5990.25,5989.75,5990.0,0.5,0.9032258064516129,0.45161290322580644,351.0,1.0,F6,3,1.0,True,False
BULL,1M,351,2017-10-01 22:54:00-05:00,5990.25,5990.0,5990.125,0.25,0.4666666666666667,0.0,353.0,2.0,F8,1,1.0,True,False
BULL,1M,352,2017-10-01 22:55:00-05:00,5990.5,5990.25,5990.375,0.25,0.6086956521739131,1.2173913043478262,353.0,1.0,F8,1,2.0,True,False
BEAR,1M,354,2017-10-01 22:58:00-05:00,5990.5,5990.0,5990.25,0.5,1.1666666666666667,0.5833333333333334,355.0,1.0,F8,1,1.0,True,False
BULL,1M,356,2017-10-01 23:00:00-05:00,5990.25,5990.0,5990.125,0.25,0.5599999999999999,1.68,357.0,1.0,F8,1,2.0,True,False
BEAR,1M,358,2017-10-01 23:02:00-05:00,5990.25,5990.0,5990.125,0.25,0.6363636363636364,0.6363636363636364,359.0,1.0,F8,1,2.0,True,False
BULL,1M,360,2017-10-01 23:04:00-05:00,5990.5,5990.0,5990.25,0.5,1.4,0.7,361.0,1.0,F3,2,1.0,True,False
BEAR,1M,362,2017-10-01 23:06:00-05:00,5990.5,5990.25,5990.375,0.25,0.7,0.7,363.0,1.0,F7,7,2.0,True,False
BULL,1M,368,2017-10-01 23:12:00-05:00,5990.25,5990.0,5990.125,0.25,0.875,0.0,369.0,1.0,F7,3,1.0,True,False
BEAR,1M,371,2017-10-01 23:16:00-05:00,5990.25,5990.0,5990.125,0.25,1.75,0.0,372.0,1.0,F8,1,1.0,True,False
BULL,1M,373,2017-10-01 23:18:00-05:00,5990.5,5990.0,5990.25,0.5,3.5,1.75,375.0,2.0,F6,13,1.5,True,False
BULL,1M,374,2017-10-01 23:19:00-05:00,5990.75,5990.25,5990.5,0.5,3.1111111111111107,1.5555555555555554,375.0,1.0,F6,5,1.0,True,False
BEAR,1M,378,2017-10-01 23:23:00-05:00,5990.75,5990.5,5990.625,0.25,2.0,0.0,379.0,1.0,F8,1,1.0,True,False
BULL,1M,380,2017-10-01 23:25:00-05:00,5990.75,5990.5,5990.625,0.25,1.75,1.75,387.0,7.0,F6,2,1.0,True,False
BULL,1M,381,2017-10-01 23:26:00-05:00,5991.0,5990.75,5990.875,0.25,1.5555555555555554,0.0,383.0,2.0,F6,5,1.0,True,False
BULL,1M,382,2017-10-01 23:27:00-05:00,5991.25,5990.75,5991.0,0.5,2.8,2.8,383.0,1.0,F6,5,1.0,True,False
BULL,1M,391,2017-10-01 23:37:00-05:00,5991.5,5991.25,5991.375,0.25,0.9333333333333333,0.9333333333333333,399.0,8.0,F7,2,2.0,True,False
BULL,1M,392,2017-10-01 23:38:00-05:00,5991.75,5991.5,5991.625,0.25,0.9333333333333333,0.9333333333333333,393.0,1.0,F6,5,1.0,True,False
BULL,1M,397,2017-10-01 23:43:00-05:00,5992.0,5991.75,5991.875,0.25,1.0769230769230769,0.0,398.0,1.0,F6,2,2.0,True,False
BEAR,1M,402,2017-10-01 23:48:00-05:00,5992.0,5991.5,5991.75,0.5,1.5555555555555554,0.7777777777777777,416.0,14.0,F6,3,1.0,True,False
BEAR,1M,403,2017-10-01 23:49:00-05:00,5991.0,5990.75,5990.875,0.25,0.7,2.1,404.0,1.0,F7,2,1.0,True,False
BULL,1M,406,2017-10-01 23:52:00-05:00,5991.0,5990.75,5990.875,0.25,0.6666666666666666,0.6666666666666666,407.0,1.0,F8,1,2.0,True,False
BEAR,1M,408,2017-10-01 23:56:00-05:00,5991.0,5990.5,5990.75,0.5,1.2727272727272727,0.6363636363636364,409.0,1.0,F6,8,2.5,True,False
BULL,1M,414,2017-10-02 00:02:00-05:00,5990.75,5990.5,5990.625,0.25,0.7777777777777777,0.7777777777777777,415.0,1.0,F7,3,1.0,True,False
BEAR,1M,418,2017-10-02 00:06:00-05:00,5990.75,5990.5,5990.625,0.25,0.7777777777777777,2.333333333333333,421.0,3.0,F7,2,1.0,True,False
BEAR,1M,419,2017-10-02 00:07:00-05:00,5990.5,5990.25,5990.375,0.25,0.823529411764706,0.823529411764706,420.0,1.0,F6,2,1.0,True,False
BULL,1M,421,2017-10-02 00:11:00-05:00,5990.5,5990.25,5990.375,0.25,0.9333333333333333,0.0,422.0,1.0,F8,1,2.0,True,False
BEAR,1M,423,2017-10-02 00:15:00-05:00,5990.5,5990.0,5990.25,0.5,1.75,0.875,424.0,1.0,F7,3,1.5,True,False
BULL,1M,426,2017-10-02 00:19:00-05:00,5990.25,5990.0,5990.125,0.25,0.9333333333333333,0.0,469.0,43.0,F8,1,1.0,True,False
BULL,1M,427,2017-10-02 00:21:00-05:00,5990.75,5990.0,5990.375,0.75,2.8000000000000003,1.8666666666666667,453.0,26.0,F7,5,1.0,True,False
BULL,1M,428,2017-10-02 00:22:00-05:00,5991.25,5990.75,5991.0,0.5,1.8666666666666667,0.9333333333333333,442.0,14.0,F6,2,1.5,True,False
BULL,1M,429,2017-10-02 00:23:00-05:00,5991.5,5991.0,5991.25,0.5,1.8666666666666667,0.0,431.0,2.0,F6,13,2.0,True,False
BULL,1M,430,2017-10-02 00:24:00-05:00,5991.75,5991.25,5991.5,0.5,2.3333333333333335,0.0,431.0,1.0,F6,9,1.0,True,False
BEAR,1M,432,2017-10-02 00:26:00-05:00,5991.75,5991.5,5991.625,0.25,1.4,2.8,433.0,1.0,F8,1,2.0,True,False
BULL,1M,434,2017-10-02 00:28:00-05:00,5992.0,5991.5,5991.75,0.5,2.5454545454545454,1.2727272727272727,435.0,1.0,F6,1,1.0,True,False
BULL,1M,437,2017-10-02 00:31:00-05:00,5992.0,5991.75,5991.875,0.25,1.0,0.0,438.0,1.0,F7,2,1.0,True,False
BULL,1M,443,2017-10-02 00:37:00-05:00,5992.25,5991.75,5992.0,0.5,1.4,3.5,444.0,1.0,F7,3,1.5,True,False
BULL,1M,445,2017-10-02 00:39:00-05:00,5992.5,5992.25,5992.375,0.25,0.823529411764706,0.0,446.0,1.0,F6,1,1.0,True,False
BEAR,1M,449,2017-10-02 00:43:00-05:00,5992.5,5991.75,5992.125,0.75,2.0,2.0,450.0,1.0,F6,5,1.0,True,False
BEAR,1M,453,2017-10-02 00:47:00-05:00,5991.5,5991.25,5991.375,0.25,0.7,0.7,454.0,1.0,F7,2,2.0,True,False
BEAR,1M,454,2017-10-02 00:48:00-05:00,5991.5,5991.25,5991.375,0.25,0.6666666666666666,2.0,455.0,1.0,F8,1,2.0,True,False
BULL,1M,456,2017-10-02 00:50:00-05:00,5991.75,5991.25,5991.5,0.5,1.4736842105263157,1.4736842105263157,459.0,3.0,F8,1,1.0,True,False
BULL,1M,457,2017-10-02 00:51:00-05:00,5992.0,5991.75,5991.875,0.25,0.6666666666666666,0.6666666666666666,458.0,1.0,F7,2,3.0,True,False
BEAR,1M,459,2017-10-02 00:53:00-05:00,5992.0,5991.75,5991.875,0.25,0.6086956521739131,0.0,463.0,4.0,F8,1,1.0,True,False
BEAR,1M,460,2017-10-02 00:54:00-05:00,5992.0,5991.5,5991.75,0.5,1.2173913043478262,1.2173913043478262,463.0,3.0,F8,1,1.0,True,False
BULL,1M,464,2017-10-02 01:00:00-05:00,5991.75,5991.25,5991.5,0.5,1.0769230769230769,1.6153846153846154,465.0,1.0,F7,3,2.0,True,False
BEAR,1M,467,2017-10-02 01:03:00-05:00,5991.5,5991.25,5991.375,0.25,0.4666666666666667,0.9333333333333333,468.0,1.0,F7,3,2.0,True,False
BEAR,1M,468,2017-10-02 01:04:00-05:00,5991.5,5991.25,5991.375,0.25,0.5,0.5,475.0,7.0,F7,2,2.0,True,False
BEAR,1M,469,2017-10-02 01:05:00-05:00,5990.75,5990.5,5990.625,0.25,0.5,0.0,474.0,5.0,F7,2,3.0,True,False
BEAR,1M,470,2017-10-02 01:06:00-05:00,5991.0,5990.25,5990.625,0.75,1.5,1.0,471.0,1.0,F7,3,1.3333333333333333,True,False
BULL,1M,475,2017-10-02 01:11:00-05:00,5990.5,5990.0,5990.25,0.5,1.0,1.5,480.0,5.0,F7,4,1.0,True,False
BULL,1M,476,2017-10-02 01:12:00-05:00,5991.25,5990.5,5990.875,0.75,1.4482758620689653,0.9655172413793103,477.0,1.0,F6,4,1.0,True,False
BEAR,1M,481,2017-10-02 01:17:00-05:00,5991.25,5990.75,5991.0,0.5,1.2727272727272727,2.5454545454545454,482.0,1.0,F6,2,1.5,True,False
BULL,1M,483,2017-10-02 01:19:00-05:00,5991.5,5990.75,5991.125,0.75,2.1,0.7,484.0,1.0,F8,1,1.3333333333333333,True,False
BEAR,1M,485,2017-10-02 01:21:00-05:00,5991.5,5990.5,5991.0,1.0,2.9473684210526314,1.4736842105263157,505.0,20.0,F6,18,1.5,True,False
BEAR,1M,486,2017-10-02 01:22:00-05:00,5990.5,5990.25,5990.375,0.25,0.7,0.0,495.0,9.0,F7,5,2.0,True,False
BEAR,1M,487,2017-10-02 01:23:00-05:00,5990.5,5990.0,5990.25,0.5,1.3333333333333333,0.6666666666666666,488.0,1.0,F7,11,1.5,True,False
BULL,1M,496,2017-10-02 01:32:00-05:00,5990.25,5990.0,5990.125,0.25,1.0769230769230769,2.1538461538461537,497.0,1.0,F8,1,1.0,True,False
BEAR,1M,498,2017-10-02 01:34:00-05:00,5990.25,5990.0,5990.125,0.25,1.2727272727272727,0.0,499.0,1.0,F6,1,1.0,True,False
