entry_i,timestamp_ct,direction,event_type,structure_level,event_id,swing_high,swing_low,dist_swing_high_atr,dist_swing_low_atr,break_dist_atr,body_atr,range_atr,body_vs_avg,close_loc,mom_1,mom_3,mom_5,mom_10,atr,atr_ratio,m5_mom,m15_mom_4,m15_body_atr,ext_30min_atr,ext_60min_atr,phase44_active,core_b1_active,core_authorized,min_since_p44,min_since_core_entry,m15_range_pos_4,m15_range_pos_8,m15_range_pos_12,m15_range_pos_20,m5_range_pos_4,m5_range_pos_8,m5_range_pos_12,mtf_1m_5m_align,mtf_1m_15m_align,countertrend_15m,session_minute,dow,is_reversal,min_since_prev_event,net_R,MFE_R,MAE_R,mfe_5m_atr,mae_5m_atr,mfe_10m_atr,mae_10m_atr,mfe_15m_atr,mae_15m_atr,mfe_30m_atr,mae_30m_atr,mfe_60m_atr,mae_60m_atr,opp_O1,opp_O2,opp_O3,opp_O4,score,fold,decile,top10,top20,episode_id,suppressed,family
1409260,2021-10-12 10:46:00-05:00,LONG,E5,14655.75,P53-0398962,14675.75,14655.75,-0.09286898839137646,-1.7645107794361528,1.7645107794361528,0.9286898839137645,1.0447761194029852,2.0408163265306123,0.9333333333333333,0.9751243781094527,1.4162520729684909,0.13930348258706468,1.0447761194029852,10.767857142857142,0.7354555433589461,1.3975481611208407,1.091458827091759,1.0718517822937035,0.06965174129353234,0.812603648424544,1,0,0,1201.0,1196.0,0.9901960784313726,0.9901960784313726,0.9901960784313726,0.9901960784313726,0.9108910891089109,0.9108910891089109,0.9108910891089109,1,1,0,76,1,0,2.0,-1.0897733554450266,0.5262576008844665,1.1144278606965174,1.5787728026533998,0.8358208955223881,2.112769485903814,0.8358208955223881,4.689883913764511,0.8358208955223881,5.339966832504146,0.8358208955223881,5.339966832504146,1.18407960199005,0,0,0,0,0.7985203122597803,2,10,True,True,EP-0001897,False,A
1409395,2021-10-12 13:01:00-05:00,LONG,E5,14657.0,P53-0399015,14680.5,14657.0,-2.6269315673289184,-0.27814569536423844,0.27814569536423844,0.8962472406181017,1.545253863134658,1.6909620991253647,0.6,0.9271523178807948,-0.43267108167770424,-0.12362030905077263,-1.6379690949227375,8.089285714285714,1.119790379196124,1.841392649903288,1.010878204248253,1.0182034086268636,1.2052980132450333,0.3090507726269316,1,0,0,61.0,58.0,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9722222222222222,0.8962264150943396,0.8189655172413793,0.8189655172413793,1,1,0,211,1,1,1.0,2.380500367917576,3.0905077262693164,0.16482707873436353,2.317880794701987,0.12362030905077263,2.9668874172185435,0.12362030905077263,4.7593818984547465,0.12362030905077263,7.540838852097131,0.12362030905077263,7.540838852097131,0.12362030905077263,1,1,1,0,0.7544475514018609,2,10,True,True,EP-0001898,False,A
1409694,2021-10-12 19:00:00-05:00,LONG,E5,14605.0,P53-0399093,14611.75,14605.0,-1.4814814814814814,-0.5185185185185185,0.5185185185185185,0.37037037037037035,1.6296296296296295,0.8333333333333334,0.4090909090909091,0.4444444444444444,1.037037037037037,0.2222222222222222,-1.037037037037037,3.375,1.1936339522546418,2.761467889908257,0.9507737290053304,0.9398452953386025,0.5925925925925926,2.0,1,0,0,330.0,417.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8055555555555556,0.8055555555555556,0.8055555555555556,1,1,0,570,1,0,1.0,2.21358024691358,2.6666666666666665,0.3950617283950617,3.7777777777777777,0.2962962962962963,4.148148148148148,0.2962962962962963,6.888888888888889,0.2962962962962963,8.296296296296296,0.2962962962962963,11.555555555555555,0.2962962962962963,1,1,1,0,0.7191454229220541,2,10,True,True,EP-0001899,False,A
1409890,2021-10-12 22:16:00-05:00,LONG,E5,14610.5,P53-0399149,14614.25,14610.5,1.5365853658536586,-2.8170731707317076,2.8170731707317076,2.8170731707317076,2.9024390243902443,4.177215189873418,0.9705882352941176,2.9878048780487805,2.3902439024390247,2.304878048780488,2.475609756097561,2.9285714285714284,0.826279725916969,2.8156424581005584,0.7437437778890471,0.7437437778890471,4.609756097560976,1.024390243902439,1,0,0,526.0,613.0,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.9130434782608695,0.7166666666666667,0.7166666666666667,0.7166666666666667,1,1,0,766,1,1,1.0,2.169918699187109,2.731707317073171,0.34146341463414637,2.8170731707317076,0.25609756097560976,2.8170731707317076,0.25609756097560976,2.8170731707317076,0.25609756097560976,2.8170731707317076,0.25609756097560976,3.329268292682927,1.1951219512195124,1,0,0,0,0.6929191456762357,2,10,True,True,EP-0001900,False,A
1410115,2021-10-13 02:01:00-05:00,SHORT,E2,14621.75,P53-0399215,14638.5,14621.75,-5.342105263157895,1.2280701754385965,1.2280701754385965,1.842105263157895,3.0701754385964914,4.026845637583892,0.4,-1.9035087719298247,-4.298245614035088,-4.605263157894737,-4.482456140350878,4.071428571428571,1.1525629360024263,-4.007633587786259,-1.4845788650057625,1.454587372783424,2.149122807017544,0.6754385964912281,1,0,0,751.0,838.0,0.34574468085106386,0.34574468085106386,0.34574468085106386,0.34574468085106386,0.19130434782608696,0.18181818181818182,0.18181818181818182,1,1,0,-449,2,1,7.0,2.2625730994151443,2.783625730994152,0.0,5.342105263157895,0.6754385964912281,6.201754385964913,0.6754385964912281,6.201754385964913,0.6754385964912281,6.201754385964913,4.728070175438597,6.201754385964913,14.859649122807019,0,0,0,0,0.8009649115342431,2,10,True,True,EP-0001901,False,A
1410144,2021-10-13 02:30:00-05:00,LONG,E11,14634.0,P53-0399225,14611.25,14598.75,3.4545454545454546,-5.2727272727272725,0.14545454545454545,1.4545454545454546,1.5636363636363637,2.684563758389262,0.9302325581395349,1.3818181818181818,1.1272727272727272,1.8909090909090909,4.4363636363636365,6.875,1.476283599831282,3.6620370370370368,1.7079364785425493,1.7336197338589787,1.5272727272727273,1.4181818181818182,1,0,0,780.0,867.0,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8819672131147541,0.9510869565217391,0.9594594594594594,0.9606986899563319,1,1,0,-420,2,0,5.0,-1.1406060606060606,0.19393939393939394,1.1636363636363636,4.218181818181818,0.8727272727272727,4.763636363636364,0.8727272727272727,4.763636363636364,0.8727272727272727,6.1454545454545455,0.8727272727272727,9.818181818181818,0.8727272727272727,0,0,1,0,0.86158094480108,2,10,True,True,EP-0001902,False,A
1410194,2021-10-13 03:20:00-05:00,LONG,E13,14691.75,P53-0399237,14677.25,14661.25,2.0133779264214047,-5.010033444816053,-0.7023411371237458,0.23411371237458192,0.9832775919732442,0.36764705882352944,0.14285714285714285,-0.3277591973244147,3.137123745819398,3.137123745819398,3.6989966555183944,5.339285714285714,0.9395129615082483,1.4855305466237942,0.0,1.2000941946769725,3.8862876254180603,15.638795986622073,1,0,0,830.0,917.0,0.8689655172413793,0.8848484848484849,0.8848484848484849,0.8848484848484849,0.9202898550724637,0.9202898550724637,0.930379746835443,1,0,0,-370,2,0,1.0,2.3189520624303,2.6220735785953178,0.37458193979933113,2.7157190635451505,0.2809364548494983,2.7157190635451505,0.2809364548494983,2.7157190635451505,0.2809364548494983,7.913043478260869,0.2809364548494983,7.913043478260869,0.2809364548494983,1,1,1,0,0.7495073959103908,2,10,True,True,EP-0001903,False,A
1410379,2021-10-13 06:25:00-05:00,LONG,E3,14708.0,P53-0399301,14708.0,14689.5,0.4077669902912622,-5.436893203883495,0.4077669902912622,1.766990291262136,1.8349514563106797,3.1137724550898205,0.9629629629629629,1.5631067961165048,1.9029126213592233,1.766990291262136,3.1941747572815538,3.6785714285714284,0.9102156238953693,2.853080568720379,0.0,0.9573680948512554,2.0388349514563107,4.213592233009709,1,0,0,1015.0,1102.0,0.9736842105263158,0.9736842105263158,0.9615384615384616,0.9615384615384616,0.9636363636363636,0.9736842105263158,0.9803921568627451,1,0,0,-185,2,0,0.0,2.237216828479039,3.624595469255664,0.5436893203883496,2.7184466019417477,0.4077669902912622,3.8058252427184467,0.4077669902912622,3.8737864077669903,0.4077669902912622,3.8737864077669903,0.4077669902912622,4.961165048543689,0.5436893203883495,1,1,1,0,0.6948460683971893,2,10,True,True,EP-0001904,False,A
1410444,2021-10-13 07:30:00-05:00,SHORT,E14,14706.5,P53-0399325,14725.75,14707.5,1.0942528735632184,-3.44367816091954,-3.5724137931034483,2.1563218390804595,5.954022988505747,5.583333333333333,0.8972972972972973,2.6390804597701147,2.2528735632183907,2.8643678160919537,2.220689655172414,7.767857142857143,2.007754084741069,-2.8636363636363633,-2.5874385194580145,2.7471569465850525,2.188505747126437,2.2528735632183907,1,0,0,1080.0,1167.0,0.04178272980501393,0.04178272980501393,0.04178272980501393,0.04178272980501393,0.02074688796680498,0.02074688796680498,0.02074688796680498,1,1,0,-120,2,1,0.0,2.375555555555561,4.634482758620689,0.17164750957854405,7.402298850574712,0.12873563218390804,9.236781609195402,0.12873563218390804,11.039080459770114,0.12873563218390804,11.039080459770114,0.12873563218390804,11.039080459770114,2.6390804597701147,1,0,0,0,0.9305244437332946,2,10,True,True,EP-0001905,False,A
1410484,2021-10-13 08:10:00-05:00,LONG,E1,14692.5,P53-0399337,14692.5,14669.0,1.0149253731343284,-3.8208955223880596,1.0149253731343284,1.2537313432835822,1.462686567164179,2.352941176470588,0.9387755102040817,1.2238805970149254,1.671641791044776,2.328358208955224,2.298507462686567,8.375,1.3235128118297779,2.46875,0.0,1.0982471278016046,3.611940298507463,2.1492537313432836,1,0,0,1120.0,1207.0,0.9864864864864865,0.9864864864864865,0.992,0.992,0.9864864864864865,0.9864864864864865,0.9880952380952381,1,0,0,-80,2,1,7.0,2.3845771144278607,2.746268656716418,0.8756218905472637,1.7611940298507462,0.6567164179104478,3.791044776119403,0.6567164179104478,5.1940298507462686,0.6567164179104478,9.283582089552239,0.6567164179104478,9.283582089552239,0.9552238805970149,0,0,1,0,0.7073198332949504,2,10,True,True,EP-0001906,False,A
1410524,2021-10-13 08:50:00-05:00,SHORT,E12,14718.0,P53-0399352,14778.75,14718.0,-3.4321705426356592,0.1356589147286822,0.1356589147286822,0.3391472868217055,0.8003875968992249,0.46904315196998125,0.11864406779661017,-0.32558139534883723,-1.6686046511627908,-1.7906976744186047,-3.1337209302325584,18.428571428571427,1.794813822849093,-0.9980988593155894,0.0,1.293065158132539,0.4612403100775194,2.2926356589147288,1,0,0,1160.0,1247.0,0.3176895306859206,0.2565597667638484,0.2565597667638484,0.2565597667638484,0.11524163568773234,0.09451219512195122,0.09253731343283582,1,0,0,-40,2,0,0.0,-1.0524547803618107,1.6279069767441863,1.0490956072351423,1.112403100775194,0.6647286821705427,1.2209302325581397,0.7868217054263567,1.2209302325581397,1.3294573643410854,2.6317829457364343,1.3294573643410854,2.6317829457364343,1.3294573643410854,0,0,0,0,0.6857592545465229,2,10,True,True,EP-0001907,False,A
1410571,2021-10-13 09:37:00-05:00,SHORT,E6,14713.0,P53-0399373,14713.0,14668.0,-0.38308457711442784,-2.7512437810945274,0.38308457711442784,0.7313432835820896,0.835820895522388,2.058823529411765,0.041666666666666664,-0.7313432835820896,0.03482587064676617,1.5845771144278606,0.9577114427860696,14.357142857142858,1.0362694300518134,-0.14795244385733158,0.0,1.198528864585396,1.1318407960199004,4.022388059701492,1,0,0,1207.0,1294.0,0.9790794979079498,0.9790794979079498,0.9790794979079498,0.9790794979079498,0.6727272727272727,0.6727272727272727,0.6727272727272727,1,0,0,7,2,1,1.0,-1.0673300165837254,0.7661691542288558,1.8805970149253732,0.5746268656716418,0.6616915422885572,0.5746268656716418,1.7587064676616915,0.5746268656716418,1.7587064676616915,1.271144278606965,1.7587064676616915,3.27363184079602,1.7587064676616915,0,0,0,0,0.7645816446633358,2,10,True,True,EP-0001908,False,A
1410578,2021-10-13 09:44:00-05:00,LONG,E1,14723.0,P53-0399374,14723.0,14668.0,0.2768361581920904,-4.627118644067797,0.2768361581920904,0.9096045197740114,1.2062146892655368,2.0956719817767655,0.9180327868852459,0.9293785310734464,1.384180790960452,1.7005649717514124,1.5423728813559323,12.642857142857142,0.8876741182813225,0.0,0.0,1.198528864585396,3.7966101694915255,2.3926553672316384,1,0,0,1214.0,1301.0,0.9790794979079498,0.9790794979079498,0.9790794979079498,0.9790794979079498,0.9514563106796117,0.956140350877193,0.9790794979079498,0,0,0,14,2,1,7.0,-1.0764595103578407,0.6591337099811676,1.054613935969868,0.4943502824858757,0.9491525423728814,0.4943502824858757,2.214689265536723,0.4943502824858757,2.946327683615819,0.4943502824858757,2.946327683615819,0.4943502824858757,5.220338983050848,0,0,0,0,0.6859020696775119,2,10,True,True,EP-0001909,False,A
1410880,2021-10-13 14:46:00-05:00,LONG,E1,14755.75,P53-0399454,14755.75,14736.0,0.033734939759036145,-2.698795180722892,0.033734939759036145,1.383132530120482,1.5855421686746989,3.1417624521072796,0.8723404255319149,1.4506024096385541,1.9903614457831325,0.9445783132530121,0.5060240963855421,7.410714285714286,0.7927865971306857,2.888349514563107,0.8637269019487582,0.8557294306344179,1.7204819277108434,3.3397590361445784,1,0,0,1516.0,1603.0,0.9307692307692308,0.9307692307692308,0.9307692307692308,0.9307692307692308,0.8738738738738738,0.8738738738738738,0.8738738738738738,1,1,0,316,2,1,7.0,2.3695582329317393,2.6088353413654617,0.8096385542168675,1.619277108433735,0.47228915662650606,1.619277108433735,0.47228915662650606,1.7542168674698795,0.6072289156626506,2.2265060240963854,0.6072289156626506,2.2265060240963854,0.6072289156626506,0,1,1,0,0.7368042602431325,2,10,True,True,EP-0001910,False,A
1410954,2021-10-13 17:00:00-05:00,LONG,E3,14769.5,P53-0399477,14769.5,14765.5,2.4615384615384617,-4.923076923076923,2.4615384615384617,2.0,4.461538461538462,5.0,0.8275862068965517,3.5384615384615383,4.153846153846154,4.0,4.0,1.625,0.3433832685559036,3.1401869158878504,0.7752234483739524,0.6745450784552572,4.3076923076923075,4.615384615384615,1,0,0,1650.0,1737.0,0.9885057471264368,0.9885057471264368,0.9885057471264368,0.9887640449438202,0.7,0.7333333333333333,0.7333333333333333,1,1,0,450,2,0,0.0,1.905128205128205,2.6666666666666665,0.0,2.0,0.7692307692307693,7.6923076923076925,1.2307692307692308,8.76923076923077,1.2307692307692308,12.307692307692308,1.2307692307692308,17.076923076923077,1.2307692307692308,0,0,0,0,0.7209313438259326,2,10,True,True,EP-0001911,False,A
1411419,2021-10-14 00:46:00-05:00,LONG,E1,14831.75,P53-0399607,14831.75,14824.5,0.3387096774193548,-3.6129032258064515,0.3387096774193548,1.4677419354838708,2.3709677419354835,2.7083333333333335,0.9523809523809523,1.5806451612903225,0.6774193548387096,3.161290322580645,3.161290322580645,2.2142857142857144,1.202132816286961,0.7304347826086958,1.9228919897000836,2.1943590941283304,2.4838709677419355,5.870967741935483,1,0,0,2116.0,2203.0,1.0,1.0,1.0,1.0,0.775,0.775,0.775,1,1,0,-524,3,1,18.0,2.063440860214917,3.010752688172043,0.45161290322580644,7.225806451612903,0.3387096774193548,7.225806451612903,0.3387096774193548,9.483870967741934,0.3387096774193548,9.483870967741934,0.3387096774193548,18.29032258064516,0.3387096774193548,1,1,1,0,0.9255356870539753,2,10,True,True,EP-0001912,False,A
1411493,2021-10-14 02:00:00-05:00,SHORT,E6,14873.0,P53-0399639,14873.0,14860.25,-0.37837837837837834,-2.8378378378378377,0.37837837837837834,1.3243243243243243,2.018018018018018,2.2826086956521743,0.3125,-1.3243243243243243,1.135135135135135,2.27027027027027,2.459459459459459,3.9642857142857144,1.0811337294243695,-2.6863468634686347,-1.4592661320990217,1.4592661320990217,4.288288288288288,5.864864864864865,1,0,0,2190.0,2277.0,0.22950819672131148,0.22950819672131148,0.22950819672131148,0.22950819672131148,0.18666666666666668,0.18666666666666668,0.19736842105263158,1,1,0,-450,3,1,2.0,2.2561561561561136,2.5225225225225225,0.0,4.225225225225225,0.25225225225225223,5.297297297297297,0.25225225225225223,5.801801801801802,0.25225225225225223,5.801801801801802,2.144144144144144,5.801801801801802,2.144144144144144,0,0,0,0,0.7996069496847408,2,10,True,True,EP-0001913,False,A
1411553,2021-10-14 03:00:00-05:00,LONG,E11,14873.75,P53-0399655,14873.0,14864.75,0.8527918781725888,-3.197969543147208,0.6395939086294417,0.7106598984771574,0.7106598984771574,1.8018018018018018,1.0,0.6395939086294417,1.7766497461928934,2.0609137055837565,2.2741116751269037,3.517857142857143,0.726401179941003,1.435897435897436,1.2247191260898571,1.24022189983783,3.269035532994924,1.2791878172588833,1,0,0,2250.0,2337.0,0.9829059829059829,0.9829059829059829,0.9829059829059829,0.9888888888888889,0.7391304347826086,0.7567567567567568,0.7567567567567568,1,1,0,-390,3,0,1.0,2.225211505922193,2.747884940778342,0.3790186125211506,2.0609137055837565,0.4263959390862944,2.984771573604061,1.4923857868020305,5.116751269035533,1.4923857868020305,5.116751269035533,1.4923857868020305,5.543147208121828,1.4923857868020305,0,0,0,0,0.8206225637514303,2,10,True,True,EP-0001914,False,A
1411778,2021-10-14 06:45:00-05:00,LONG,E11,14896.25,P53-0399726,14893.25,14887.75,1.6851851851851851,-3.111111111111111,0.9074074074074074,1.4907407407407407,2.6574074074074074,2.598870056497175,0.6097560975609756,1.4907407407407407,1.6203703703703702,2.138888888888889,1.8148148148148149,3.857142857142857,1.2962073931829095,3.2070484581497793,1.0573127724113913,1.0573127724113913,2.009259259259259,5.314814814814815,1,0,0,2475.0,2562.0,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7723577235772358,0.9466666666666667,0.9506172839506173,0.9545454545454546,1,1,0,-165,3,0,1.0,2.24938271604936,2.851851851851852,0.345679012345679,3.111111111111111,0.25925925925925924,4.083333333333333,0.25925925925925924,4.148148148148148,0.25925925925925924,10.11111111111111,0.25925925925925924,12.63888888888889,0.25925925925925924,1,1,1,0,0.7282510625471721,2,10,True,True,EP-0001915,False,A
1411914,2021-10-14 09:01:00-05:00,LONG,E1,14957.5,P53-0399776,14957.5,14890.5,0.8704663212435234,-7.3506044905008645,0.8704663212435234,1.0880829015544042,1.1848013816925735,2.097902097902098,0.9183673469387755,1.1122625215889466,2.224525043177893,2.7322970639032818,1.8860103626943006,10.339285714285714,1.3719403833850674,2.9753320683111952,1.892688749305722,1.892688749305722,5.246977547495683,4.18307426597582,1,0,0,2611.0,2698.0,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9797979797979798,0.9036144578313253,0.9096045197740112,0.9096045197740112,1,1,0,-29,3,0,9.0,2.4065054691997636,2.9660333909038576,0.3546344271732873,1.7167530224525045,0.2659758203799655,1.8376511226252161,0.2659758203799655,2.514680483592401,0.2659758203799655,2.6597582037996546,0.2659758203799655,3.0466321243523318,0.2659758203799655,1,1,1,0,0.8946428656579251,2,10,True,True,EP-0001916,False,A
1412034,2021-10-14 11:01:00-05:00,LONG,E13,15018.75,P53-0399812,15014.25,15003.75,1.032258064516129,-3.7419354838709675,-0.12903225806451613,0.0,0.7096774193548387,0.0,0.7272727272727273,0.0,0.5806451612903226,1.8064516129032258,3.2903225806451615,3.875,0.6681445901841246,0.9238578680203046,0.7408690709059853,0.7408690709059853,6.387096774193548,9.03225806451613,1,0,0,2731.0,2818.0,0.9919354838709677,0.9919354838709677,0.9919354838709677,0.9947916666666666,0.95,0.9594594594594594,0.9594594594594594,1,1,0,91,3,0,3.0,2.250537634408602,2.838709677419355,0.6881720430107527,2.2580645161290325,0.5161290322580645,3.4838709677419355,0.5161290322580645,4.387096774193548,0.5161290322580645,5.483870967741935,0.5161290322580645,6.838709677419355,0.5161290322580645,0,1,1,0,0.715879888441446,2,10,True,True,EP-0001917,False,A
1412289,2021-10-14 15:16:00-05:00,LONG,E3,15048.0,P53-0399900,15048.0,15022.0,0.33816425120772947,-7.371980676328502,0.33816425120772947,0.33816425120772947,0.6763285024154589,0.49261083743842365,0.8,0.40579710144927533,0.608695652173913,1.6908212560386473,2.975845410628019,3.6964285714285716,0.740105116378848,2.6294416243654823,0.8225693539276435,0.8088598646955162,5.6811594202898545,5.0724637681159415,1,0,0,2986.0,3073.0,0.7986577181208053,0.7986577181208053,0.7986577181208053,0.8584905660377359,0.9444444444444444,0.9489795918367347,0.9489795918367347,1,1,0,346,3,1,1.0,2.2384863123992824,3.336553945249597,0.3607085346215781,4.531400966183575,0.27053140096618356,6.019323671497585,0.27053140096618356,6.019323671497585,0.27053140096618356,6.019323671497585,0.27053140096618356,6.019323671497585,0.27053140096618356,1,1,1,0,0.7127399231107379,2,10,True,True,EP-0001918,False,A
1412453,2021-10-14 19:00:00-05:00,SHORT,E6,15071.5,P53-0399942,15071.5,15067.0,-2.874172185430463,1.205298013245033,2.874172185430463,2.410596026490066,2.781456953642384,4.521739130434782,0.06666666666666667,-2.874172185430463,-3.5231788079470197,-2.596026490066225,-1.9470198675496688,2.6964285714285716,1.3198147015121058,-3.617224880382775,-1.3466810317665299,1.256902296315428,3.8940397350993377,0.09271523178807946,1,0,0,3210.0,3297.0,0.18691588785046728,0.18691588785046728,0.18691588785046728,0.1834862385321101,0.014925373134328358,0.014925373134328358,0.014925373134328358,1,1,0,570,3,0,2.0,-1.3584988962469933,1.854304635761589,1.3598233995584987,4.728476821192053,1.019867549668874,5.933774834437085,1.019867549668874,5.933774834437085,1.019867549668874,9.735099337748343,1.019867549668874,12.14569536423841,1.019867549668874,0,0,0,0,0.7323044636609604,2,10,True,True,EP-0001919,False,A
1412514,2021-10-14 20:01:00-05:00,SHORT,E6,15049.0,P53-0399962,15049.0,15031.0,-1.9333333333333333,-2.8666666666666667,1.9333333333333333,1.6,1.8666666666666667,2.742857142857143,0.14285714285714285,-1.5333333333333334,0.13333333333333333,-0.5333333333333333,-1.0,3.75,1.1393229166666665,-2.889908256880734,-1.0169937393933692,1.0497999890512197,0.3333333333333333,5.4,1,0,0,3271.0,3358.0,0.2672413793103448,0.2672413793103448,0.2672413793103448,0.2672413793103448,0.014492753623188406,0.014492753623188406,0.014492753623188406,1,1,0,631,3,1,1.0,2.2422222222222223,2.577777777777778,0.8,2.533333333333333,0.6,5.6,0.6,5.6,0.6,5.6,0.6,5.6,5.466666666666667,0,0,0,0,0.7022968166942517,2,10,True,True,EP-0001920,False,A
1412565,2021-10-14 20:52:00-05:00,LONG,E1,15046.75,P53-0399973,15046.75,15035.25,1.561752988047809,-4.127490039840638,1.561752988047809,1.8964143426294822,2.063745019920319,3.090909090909091,0.9459459459459459,2.00796812749004,2.565737051792829,3.402390438247012,2.6772908366533867,4.482142857142857,1.078920220082531,3.2222222222222223,0.0,1.134386292564275,5.52191235059761,2.3426294820717133,1,0,0,3322.0,3409.0,0.8723404255319149,0.8723404255319149,0.9047619047619048,0.9047619047619048,0.9555555555555556,0.9555555555555556,0.9555555555555556,1,0,0,682,3,0,14.0,2.2843293492695715,2.52855245683931,0.8924302788844622,1.1155378486055778,0.6693227091633467,1.8964143426294822,0.6693227091633467,1.8964143426294822,0.6693227091633467,9.314741035856574,0.6693227091633467,9.760956175298805,0.6693227091633467,0,1,1,0,0.7207047024224532,2,10,True,True,EP-0001921,False,A
1412596,2021-10-14 21:23:00-05:00,LONG,E11,15095.5,P53-0399987,15066.0,15058.5,4.729222520107239,-5.855227882037534,0.3002680965147453,1.0134048257372654,1.351206434316354,1.9708029197080292,1.0,1.0509383378016086,2.026809651474531,3.603217158176944,5.442359249329759,6.660714285714286,1.5643348431471231,0.0,0.0,1.636410075207472,6.605898123324397,10.359249329758713,1,0,0,3353.0,3440.0,0.7628205128205128,0.7628205128205128,0.7873563218390804,0.7873563218390804,0.7,0.8653846153846154,0.8653846153846154,0,0,0,713,3,0,1.0,-1.1451295799822157,0.0,1.351206434316354,0.0,1.9517426273458445,0.0,1.9517426273458445,0.0,2.1769436997319036,0.0,2.552278820375335,0.0,3.227882037533512,0,0,0,0,0.7156301242467513,2,10,True,True,EP-0001922,False,A
1412914,2021-10-15 02:41:00-05:00,SHORT,E14,15045.5,P53-0400085,15075.0,15052.5,-5.620437956204379,1.021897810218978,-0.4087591240875912,0.0510948905109489,1.1240875912408759,0.0970873786407767,0.8181818181818182,0.1532846715328467,-1.532846715328467,-1.9416058394160582,-2.503649635036496,4.892857142857143,1.1328399553479143,-2.048780487804878,0.0,1.5124971609036575,5.160583941605839,5.978102189781022,1,0,0,3671.0,3758.0,0.0660377358490566,0.0660377358490566,0.0660377358490566,0.04046242774566474,0.0707070707070707,0.0660377358490566,0.0660377358490566,1,0,0,-409,4,0,2.0,2.302433090024345,2.725060827250608,0.5450121654501215,2.3503649635036497,0.4087591240875912,2.3503649635036497,1.8394160583941603,2.3503649635036497,2.503649635036496,2.3503649635036497,6.540145985401459,2.3503649635036497,8.635036496350365,0,0,0,0,0.7525851693390664,2,10,True,True,EP-0001923,False,A
1412922,2021-10-15 02:49:00-05:00,LONG,E5,15052.5,P53-0400088,15075.0,15052.5,-3.843137254901961,-0.2745098039215686,0.2745098039215686,0.2745098039215686,0.869281045751634,0.5797101449275363,0.9473684210526315,0.3202614379084967,2.3790849673202614,2.699346405228758,0.7777777777777778,5.464285714285714,1.2203389830508475,0.0,0.0,1.407823686373483,1.784313725490196,3.3398692810457518,1,0,0,3679.0,3766.0,0.9459459459459459,0.9375,0.9375,0.9375,0.9863013698630136,0.9863013698630136,0.6857142857142857,0,0,0,-401,4,1,4.0,-1.1769063180826844,0.06100217864923747,1.4640522875816995,0.5947712418300654,1.1437908496732025,1.784313725490196,1.1437908496732025,4.3921568627450975,1.1437908496732025,5.5816993464052285,1.1437908496732025,6.542483660130719,1.1437908496732025,0,0,0,0,0.6959828709994863,2,10,True,True,EP-0001924,False,A
1413023,2021-10-15 04:30:00-05:00,SHORT,E6,15074.75,P53-0400113,15074.75,15069.0,-1.7213114754098362,-0.918032786885246,1.7213114754098362,2.5245901639344264,2.754098360655738,4.036697247706422,0.08333333333333333,-2.4098360655737707,-1.1475409836065575,-0.11475409836065575,-0.11475409836065575,2.1785714285714284,0.5990376117057841,-3.214814814814815,-0.9805719245899278,0.9966468741733693,2.4098360655737707,1.7213114754098362,1,0,0,3780.0,3867.0,0.10144927536231885,0.10144927536231885,0.10144927536231885,0.09859154929577464,0.058823529411764705,0.058823529411764705,0.058823529411764705,1,1,0,-300,4,1,1.0,2.0562841530056764,3.9781420765027327,0.6120218579234974,1.377049180327869,0.34426229508196726,4.131147540983607,0.459016393442623,5.852459016393444,0.459016393442623,5.852459016393444,4.9344262295081975,5.852459016393444,9.524590163934427,0,0,0,0,0.7179175787659476,2,10,True,True,EP-0001925,False,A
1413049,2021-10-15 04:56:00-05:00,LONG,E3,15071.5,P53-0400126,15071.5,15058.25,0.7777777777777778,-4.8999999999999995,0.7777777777777778,1.2444444444444445,1.2444444444444445,2.644628099173554,1.0,1.4,1.6333333333333333,1.711111111111111,4.7444444444444445,3.2142857142857144,1.0512790561850254,2.2884615384615383,0.0,1.0546002530038763,0.8555555555555555,0.8555555555555555,1,0,0,3806.0,3893.0,0.8297872340425532,0.8297872340425532,0.8297872340425532,0.8297872340425532,0.75,0.8297872340425532,0.8297872340425532,1,0,0,-274,4,1,11.0,2.199259259259194,3.214814814814815,0.3111111111111111,2.411111111111111,0.23333333333333334,5.522222222222222,0.23333333333333334,5.522222222222222,0.23333333333333334,5.522222222222222,0.7,5.522222222222222,0.7,0,1,1,0,0.6966789540552889,2,10,True,True,EP-0001926,False,A
