entry_i,entry_price,entry_timestamp,direction,atr,stop,target,exit_i,exit_timestamp,exit_price,exit_reason,gross_R,net_R,MFE_R,MAE_R,same_bar_ambiguous,event_id,episode_id,score,event_type,core_authorized
1339002,15031.75,2021-08-02 08:32:00-05:00,SHORT,7.553571428571429,15037.41517857143,15017.58705357143,1339003,2021-08-02 08:33:00-05:00,15017.58705357143,TARGET,2.5,2.3720252167060853,3.5744680851063833,0.5295508274231678,False,P53-0377807,EP-0004006,0.9809765442063025,E6,0
1339004,15022.25,2021-08-02 08:34:00-05:00,LONG,9.339285714285714,15015.245535714286,15039.761160714286,1339005,2021-08-02 08:35:00-05:00,15015.245535714286,STOP,-0.999999999999926,-1.1035054174632861,0.46398980242192484,2.712555768005099,False,P53-0377810,EP-0004007,0.956188289781607,E5,0
1339076,15010.75,2021-08-02 09:46:00-05:00,LONG,9.339285714285714,15003.745535714286,15028.261160714286,1339083,2021-08-02 09:53:00-05:00,15028.261160714286,TARGET,2.5,2.39649458253664,2.5340981516889745,0.3926067558954749,False,P53-0377831,EP-0004008,0.7951911902718568,E5,0
1339142,15024.5,2021-08-02 10:52:00-05:00,SHORT,6.053571428571429,15029.04017857143,15013.14955357143,1339145,2021-08-02 10:55:00-05:00,15029.04017857143,STOP,-1.0000000000001719,-1.1596853490660246,0.8259587020648969,1.7620452310717798,False,P53-0377852,EP-0004009,0.779672767458517,E2,0
1339345,14978.5,2021-08-02 14:15:00-05:00,SHORT,5.517857142857143,14982.638392857143,14968.154017857143,1339347,2021-08-02 14:17:00-05:00,14982.638392857143,STOP,-1.0000000000000626,-1.1751887810140753,0.12081984897518877,1.3290183387270764,False,P53-0377941,EP-0004010,0.7080739006913771,E12,0
1339571,14968.25,2021-08-02 19:01:00-05:00,LONG,2.4285714285714284,14966.42857142857,14972.80357142857,1339573,2021-08-02 19:03:00-05:00,14972.80357142857,TARGET,2.5,2.1019607843138957,5.627450980392157,0.411764705882353,False,P53-0378012,EP-0004011,0.8100811751390437,E11,0
1339752,14957.75,2021-08-02 22:02:00-05:00,LONG,2.2142857142857144,14956.089285714286,14961.901785714286,1339753,2021-08-02 22:03:00-05:00,14956.089285714286,STOP,-0.999999999999687,-1.43655913978477,0.3010752688172043,1.5053763440860215,False,P53-0378066,EP-0004012,0.8438106787192352,E1,0
1339870,14973.75,2021-08-03 00:00:00-05:00,LONG,1.4642857142857142,14972.651785714286,14976.495535714286,1339871,2021-08-03 00:01:00-05:00,14976.495535714286,TARGET,2.5,1.8398373983736713,3.642276422764228,0.0,False,P53-0378113,EP-0004013,0.7370364698809919,E1,0
1340111,14984.5,2021-08-03 04:01:00-05:00,SHORT,1.875,14985.90625,14980.984375,1340115,2021-08-03 04:05:00-05:00,14980.984375,TARGET,2.5,1.9844444444444445,4.622222222222222,0.17777777777777778,False,P53-0378191,EP-0004014,0.8759267684420841,E6,0
1340118,14980.5,2021-08-03 04:08:00-05:00,LONG,2.4107142857142856,14978.691964285714,14985.020089285714,1340119,2021-08-03 04:09:00-05:00,14978.691964285714,STOP,-1.0000000000002875,-1.40098765432116,0.13827160493827162,2.3506172839506174,False,P53-0378193,EP-0004015,0.7570286879280091,E5,0
1340271,14973.0,2021-08-03 06:41:00-05:00,LONG,1.8214285714285714,14971.63392857143,14976.41517857143,1340273,2021-08-03 06:43:00-05:00,14976.41517857143,TARGET,2.5,1.9692810457513312,2.9281045751633985,0.1830065359477124,False,P53-0378228,EP-0004016,0.7103268522376999,E1,0
1340337,14977.5,2021-08-03 07:47:00-05:00,LONG,2.4464285714285716,14975.66517857143,14982.08705357143,1340340,2021-08-03 07:50:00-05:00,14975.66517857143,STOP,-0.999999999999575,-1.3951338199510812,0.681265206812652,1.2262773722627736,False,P53-0378257,EP-0004017,0.8115627068047043,E1,0
1340397,14994.5,2021-08-03 08:47:00-05:00,SHORT,14.5,15005.375,14967.3125,1340400,2021-08-03 08:50:00-05:00,14967.3125,TARGET,2.5,2.433333333333333,2.7126436781609193,0.7126436781609196,False,P53-0378280,EP-0004018,0.9564583382904734,E6,0
1340434,14936.5,2021-08-03 09:24:00-05:00,LONG,10.839285714285714,14928.370535714286,14956.823660714286,1340440,2021-08-03 09:30:00-05:00,14928.370535714286,STOP,-0.9999999999999362,-1.08918176825914,0.36902800658978585,2.0604063701263047,False,P53-0378294,EP-0004019,0.8539409793384859,E3,0
1340503,14918.25,2021-08-03 10:33:00-05:00,LONG,12.678571428571429,14908.74107142857,14942.02232142857,1340507,2021-08-03 10:37:00-05:00,14908.74107142857,STOP,-1.000000000000082,-1.0762441314554747,0.26291079812206575,1.2093896713615024,False,P53-0378316,EP-0004020,0.9009021039873738,E1,0
1340507,14909.0,2021-08-03 10:37:00-05:00,SHORT,11.75,14917.8125,14886.96875,1340510,2021-08-03 10:40:00-05:00,14917.8125,STOP,-1.0,-1.0822695035460992,0.14184397163120568,1.0780141843971631,False,P53-0378320,EP-0004021,0.9163568650212612,E6,0
1341416,15060.25,2021-08-04 02:46:00-05:00,SHORT,1.6071428571428572,15061.455357142857,15057.236607142857,1341418,2021-08-04 02:48:00-05:00,15057.236607142857,TARGET,2.5,1.8985185185183888,2.903703703703704,0.6222222222222222,False,P53-0378579,EP-0004022,0.759277990873722,E14,0
1341755,15035.0,2021-08-04 08:25:00-05:00,LONG,3.9285714285714284,15032.05357142857,15042.36607142857,1341756,2021-08-04 08:26:00-05:00,15032.05357142857,STOP,-1.0000000000002647,-1.2460606060608057,0.08484848484848485,1.3575757575757577,False,P53-0378699,EP-0004023,0.8045692289368782,E1,0
1341902,15047.25,2021-08-04 10:52:00-05:00,LONG,7.017857142857143,15041.986607142857,15060.408482142857,1341903,2021-08-04 10:53:00-05:00,15041.986607142857,STOP,-1.0000000000000493,-1.1377438507209925,0.09499575911789651,1.1874469889737065,False,P53-0378758,EP-0004024,0.8089925155977362,E11,0
1341903,15041.25,2021-08-04 10:53:00-05:00,SHORT,6.767857142857143,15046.325892857143,15028.560267857143,1341905,2021-08-04 10:55:00-05:00,15046.325892857143,STOP,-1.000000000000051,-1.1428320140721633,1.0343007915567282,1.0835532102022867,False,P53-0378759,EP-0004025,0.7329510373367645,E6,0
1341955,15054.0,2021-08-04 11:45:00-05:00,LONG,4.642857142857143,15050.517857142857,15062.705357142857,1341958,2021-08-04 11:48:00-05:00,15062.705357142857,TARGET,2.5,2.2917948717948873,2.728205128205128,0.28717948717948716,False,P53-0378772,EP-0004026,0.6963309200067732,E5,0
1342037,15083.75,2021-08-04 13:07:00-05:00,LONG,4.589285714285714,15080.308035714286,15092.354910714286,1342041,2021-08-04 13:11:00-05:00,15092.354910714286,TARGET,2.5,2.289364461737971,2.542153047989624,0.5084306095979247,False,P53-0378791,EP-0004027,0.6994763812503131,E13,0
