date,model_hash,implementation_hash,data_end_timestamp,event_count,signal_count,trade_count,cumulative_net_R
2026-01-14,bccf4277f3d44d13,88c7555fa08fc243,2026-01-14 05:16:00-06:00,113239,2576,2576,
2026-01-15,bccf4277f3d44d13,88c7555fa08fc243,2026-01-15 01:46:00-06:00,113594,2587,2587,
2026-01-16,bccf4277f3d44d13,88c7555fa08fc243,2026-01-16 04:46:00-06:00,114116,2594,2594,
2026-01-18,bccf4277f3d44d13,88c7555fa08fc243,2026-01-18 18:46:00-06:00,114361,2600,2600,
2026-01-19,bccf4277f3d44d13,88c7555fa08fc243,2026-01-19 01:16:00-06:00,114473,2601,2601,
2026-01-20,bccf4277f3d44d13,88c7555fa08fc243,2026-01-20 01:46:00-06:00,114868,2609,2609,
2026-01-21,bccf4277f3d44d13,88c7555fa08fc243,2026-01-21 04:46:00-06:00,115364,2620,2620,
2026-01-22,bccf4277f3d44d13,88c7555fa08fc243,2026-01-22 01:16:00-06:00,115736,2631,2631,
2026-01-23,bccf4277f3d44d13,88c7555fa08fc243,2026-01-23 04:16:00-06:00,116183,2643,2643,
2026-01-25,bccf4277f3d44d13,88c7555fa08fc243,2026-01-25 18:16:00-06:00,116397,2651,2651,
2026-01-26,bccf4277f3d44d13,88c7555fa08fc243,2026-01-26 00:46:00-06:00,116506,2652,2652,
2026-01-27,bccf4277f3d44d13,88c7555fa08fc243,2026-01-27 03:46:00-06:00,117024,2660,2660,
2026-01-28,bccf4277f3d44d13,88c7555fa08fc243,2026-01-28 00:16:00-06:00,117404,2668,2668,
2026-01-29,bccf4277f3d44d13,88c7555fa08fc243,2026-01-29 03:16:00-06:00,117932,2675,2675,
2026-01-30,bccf4277f3d44d13,88c7555fa08fc243,2026-01-30 06:16:00-06:00,118444,2692,2692,
2026-02-01,bccf4277f3d44d13,88c7555fa08fc243,2026-02-01 20:16:00-06:00,118664,2697,2697,
2026-02-02,bccf4277f3d44d13,88c7555fa08fc243,2026-02-02 02:46:00-06:00,118797,2698,2698,
2026-02-03,bccf4277f3d44d13,88c7555fa08fc243,2026-02-03 05:46:00-06:00,119258,2704,2704,
2026-02-04,bccf4277f3d44d13,88c7555fa08fc243,2026-02-04 02:16:00-06:00,119661,2712,2712,
2026-02-05,bccf4277f3d44d13,88c7555fa08fc243,2026-02-05 05:16:00-06:00,120107,2728,2728,
2026-02-06,bccf4277f3d44d13,88c7555fa08fc243,2026-02-06 01:46:00-06:00,120530,2738,2738,
2026-02-08,bccf4277f3d44d13,88c7555fa08fc243,2026-02-08 22:16:00-06:00,120971,2747,2747,
2026-02-09,bccf4277f3d44d13,88c7555fa08fc243,2026-02-09 04:46:00-06:00,121091,2750,2750,
2026-02-10,bccf4277f3d44d13,88c7555fa08fc243,2026-02-10 01:16:00-06:00,121521,2757,2757,
2026-02-11,bccf4277f3d44d13,88c7555fa08fc243,2026-02-11 04:16:00-06:00,122057,2766,2766,
2026-02-12,bccf4277f3d44d13,88c7555fa08fc243,2026-02-12 00:46:00-06:00,122451,2774,2774,
2026-02-13,bccf4277f3d44d13,88c7555fa08fc243,2026-02-13 03:46:00-06:00,122937,2785,2785,
2026-02-15,bccf4277f3d44d13,88c7555fa08fc243,2026-02-15 17:46:00-06:00,123232,2788,2788,
2026-02-16,bccf4277f3d44d13,88c7555fa08fc243,2026-02-16 00:17:00-06:00,123334,2788,2788,
2026-02-17,bccf4277f3d44d13,88c7555fa08fc243,2026-02-17 00:48:00-06:00,123698,2796,2796,
2026-02-18,bccf4277f3d44d13,88c7555fa08fc243,2026-02-18 03:48:00-06:00,124208,2806,2806,
2026-02-19,bccf4277f3d44d13,88c7555fa08fc243,2026-02-19 00:18:00-06:00,124567,2814,2814,
2026-02-20,bccf4277f3d44d13,88c7555fa08fc243,2026-02-20 03:18:00-06:00,125023,2821,2821,
2026-02-22,bccf4277f3d44d13,88c7555fa08fc243,2026-02-22 17:18:00-06:00,125257,2830,2830,
2026-02-23,bccf4277f3d44d13,88c7555fa08fc243,2026-02-23 06:18:00-06:00,125483,2832,2832,
2026-02-24,bccf4277f3d44d13,88c7555fa08fc243,2026-02-24 02:48:00-06:00,125852,2837,2837,
2026-02-25,bccf4277f3d44d13,88c7555fa08fc243,2026-02-25 05:48:00-06:00,126314,2850,2850,
2026-02-26,bccf4277f3d44d13,88c7555fa08fc243,2026-02-26 02:18:00-06:00,126672,2857,2857,
2026-02-27,bccf4277f3d44d13,88c7555fa08fc243,2026-02-27 05:18:00-06:00,127200,2872,2872,
2026-03-01,bccf4277f3d44d13,88c7555fa08fc243,2026-03-01 19:18:00-06:00,127440,2878,2878,
2026-03-02,bccf4277f3d44d13,88c7555fa08fc243,2026-03-02 01:48:00-06:00,127539,2879,2879,
2026-03-03,bccf4277f3d44d13,88c7555fa08fc243,2026-03-03 04:48:00-06:00,128056,2892,2892,
2026-03-04,bccf4277f3d44d13,88c7555fa08fc243,2026-03-04 01:18:00-06:00,128441,2898,2898,
2026-03-05,bccf4277f3d44d13,88c7555fa08fc243,2026-03-05 04:18:00-06:00,128964,2909,2909,
2026-03-06,bccf4277f3d44d13,88c7555fa08fc243,2026-03-06 00:48:00-06:00,129340,2914,2914,
2026-03-08,bccf4277f3d44d13,88c7555fa08fc243,2026-03-08 21:18:00-05:00,129731,2928,2928,
2026-03-09,bccf4277f3d44d13,88c7555fa08fc243,2026-03-09 03:48:00-05:00,129893,2929,2929,
2026-03-10,bccf4277f3d44d13,88c7555fa08fc243,2026-03-10 00:18:00-05:00,130265,2937,2937,
2026-03-11,bccf4277f3d44d13,88c7555fa08fc243,2026-03-11 03:18:00-05:00,130768,2949,2949,
2026-03-12,bccf4277f3d44d13,88c7555fa08fc243,2026-03-12 06:18:00-05:00,131278,2961,2961,
2026-03-13,bccf4277f3d44d13,88c7555fa08fc243,2026-03-13 02:48:00-05:00,131635,2966,2966,
2026-03-15,bccf4277f3d44d13,88c7555fa08fc243,2026-03-15 23:19:00-05:00,131980,2976,2976,
2026-03-16,bccf4277f3d44d13,88c7555fa08fc243,2026-03-16 05:49:00-05:00,132108,2978,2978,
2026-03-17,bccf4277f3d44d13,88c7555fa08fc243,2026-03-17 02:30:00-05:00,132494,2988,2988,
2026-03-18,bccf4277f3d44d13,88c7555fa08fc243,2026-03-18 05:46:00-05:00,132961,2997,2997,
2026-03-19,bccf4277f3d44d13,88c7555fa08fc243,2026-03-19 02:16:00-05:00,133332,3008,3008,
2026-03-20,bccf4277f3d44d13,88c7555fa08fc243,2026-03-20 05:16:00-05:00,133821,3017,3017,
2026-03-22,bccf4277f3d44d13,88c7555fa08fc243,2026-03-22 19:16:00-05:00,134062,3021,3021,
2026-03-23,bccf4277f3d44d13,88c7555fa08fc243,2026-03-23 01:46:00-05:00,134200,3022,3022,
2026-03-24,bccf4277f3d44d13,88c7555fa08fc243,2026-03-24 04:46:00-05:00,134719,3035,3035,
2026-03-25,bccf4277f3d44d13,88c7555fa08fc243,2026-03-25 01:16:00-05:00,135056,3041,3041,
2026-03-26,bccf4277f3d44d13,88c7555fa08fc243,2026-03-26 04:16:00-05:00,135528,3052,3052,
2026-03-27,bccf4277f3d44d13,88c7555fa08fc243,2026-03-27 00:46:00-05:00,135924,3058,3058,
2026-03-29,bccf4277f3d44d13,88c7555fa08fc243,2026-03-29 21:16:00-05:00,136302,3066,3066,
2026-03-30,bccf4277f3d44d13,88c7555fa08fc243,2026-03-30 03:46:00-05:00,136416,3066,3066,
2026-03-31,bccf4277f3d44d13,88c7555fa08fc243,2026-03-31 00:16:00-05:00,136779,3077,3077,
2026-04-01,bccf4277f3d44d13,88c7555fa08fc243,2026-04-01 03:16:00-05:00,137289,3088,3088,
2026-04-02,bccf4277f3d44d13,88c7555fa08fc243,2026-04-02 06:16:00-05:00,137881,3098,3098,
2026-04-03,bccf4277f3d44d13,88c7555fa08fc243,2026-04-03 02:47:00-05:00,138195,3101,3101,
2026-04-05,bccf4277f3d44d13,88c7555fa08fc243,2026-04-05 18:07:00-05:00,138291,3103,3103,
2026-04-06,bccf4277f3d44d13,88c7555fa08fc243,2026-04-06 00:37:00-05:00,138396,3105,3105,
2026-04-07,bccf4277f3d44d13,88c7555fa08fc243,2026-04-07 03:37:00-05:00,138840,3116,3116,
2026-04-08,bccf4277f3d44d13,88c7555fa08fc243,2026-04-08 00:07:00-05:00,139144,3126,3126,
2026-04-09,bccf4277f3d44d13,88c7555fa08fc243,2026-04-09 03:07:00-05:00,139636,3136,3136,
2026-04-10,bccf4277f3d44d13,88c7555fa08fc243,2026-04-10 06:07:00-05:00,140092,3152,3152,
2026-04-12,bccf4277f3d44d13,88c7555fa08fc243,2026-04-12 20:07:00-05:00,140290,3157,3157,
2026-04-13,bccf4277f3d44d13,88c7555fa08fc243,2026-04-13 02:37:00-05:00,140383,3157,3157,
2026-04-14,bccf4277f3d44d13,88c7555fa08fc243,2026-04-14 05:37:00-05:00,140825,3165,3165,
2026-04-15,bccf4277f3d44d13,88c7555fa08fc243,2026-04-15 02:07:00-05:00,141153,3173,3173,
2026-04-16,bccf4277f3d44d13,88c7555fa08fc243,2026-04-16 05:07:00-05:00,141661,3186,3186,
2026-04-17,bccf4277f3d44d13,88c7555fa08fc243,2026-04-17 01:37:00-05:00,142039,3190,3190,
2026-04-19,bccf4277f3d44d13,88c7555fa08fc243,2026-04-19 22:07:00-05:00,142382,3201,3201,
2026-04-20,bccf4277f3d44d13,88c7555fa08fc243,2026-04-20 04:37:00-05:00,142488,3205,3205,
2026-04-21,bccf4277f3d44d13,88c7555fa08fc243,2026-04-21 01:08:00-05:00,142830,3211,3211,
2026-04-22,bccf4277f3d44d13,88c7555fa08fc243,2026-04-22 04:08:00-05:00,143294,3224,3224,
2026-04-23,bccf4277f3d44d13,88c7555fa08fc243,2026-04-23 00:38:00-05:00,143641,3232,3232,
2026-04-24,bccf4277f3d44d13,88c7555fa08fc243,2026-04-24 03:38:00-05:00,144106,3241,3241,
2026-04-26,bccf4277f3d44d13,88c7555fa08fc243,2026-04-26 17:38:00-05:00,144343,3248,3248,
2026-04-27,bccf4277f3d44d13,88c7555fa08fc243,2026-04-27 00:08:00-05:00,144455,3249,3249,
2026-04-28,bccf4277f3d44d13,88c7555fa08fc243,2026-04-28 03:08:00-05:00,144954,3259,3259,
2026-04-29,bccf4277f3d44d13,88c7555fa08fc243,2026-04-29 06:08:00-05:00,145439,3271,3271,
2026-04-30,bccf4277f3d44d13,88c7555fa08fc243,2026-04-30 02:38:00-05:00,145750,3284,3284,
2026-05-01,bccf4277f3d44d13,88c7555fa08fc243,2026-05-01 05:38:00-05:00,146231,3291,3291,
2026-05-03,bccf4277f3d44d13,88c7555fa08fc243,2026-05-03 19:38:00-05:00,146474,3298,3298,
2026-05-04,bccf4277f3d44d13,88c7555fa08fc243,2026-05-04 02:08:00-05:00,146579,3300,3300,
2026-05-05,bccf4277f3d44d13,88c7555fa08fc243,2026-05-05 05:08:00-05:00,147034,3308,3308,
2026-05-06,bccf4277f3d44d13,88c7555fa08fc243,2026-05-06 01:38:00-05:00,147388,3316,3316,
2026-05-07,bccf4277f3d44d13,88c7555fa08fc243,2026-05-07 04:38:00-05:00,147885,3329,3329,
2026-05-08,bccf4277f3d44d13,88c7555fa08fc243,2026-05-08 01:08:00-05:00,148238,3335,3335,
2026-05-10,bccf4277f3d44d13,88c7555fa08fc243,2026-05-10 21:38:00-05:00,148572,3346,3346,
2026-05-11,bccf4277f3d44d13,88c7555fa08fc243,2026-05-11 04:08:00-05:00,148697,3347,3347,
2026-05-12,bccf4277f3d44d13,88c7555fa08fc243,2026-05-12 00:38:00-05:00,149023,3360,3360,
2026-05-13,bccf4277f3d44d13,88c7555fa08fc243,2026-05-13 03:38:00-05:00,149456,3377,3377,
2026-05-14,bccf4277f3d44d13,88c7555fa08fc243,2026-05-14 00:08:00-05:00,149817,3387,3387,
2026-05-15,bccf4277f3d44d13,88c7555fa08fc243,2026-05-15 03:08:00-05:00,150324,3399,3399,
2026-05-17,bccf4277f3d44d13,88c7555fa08fc243,2026-05-17 17:08:00-05:00,150579,3407,3407,
2026-05-18,bccf4277f3d44d13,88c7555fa08fc243,2026-05-18 06:08:00-05:00,150798,3409,3409,
2026-05-19,bccf4277f3d44d13,88c7555fa08fc243,2026-05-19 02:38:00-05:00,151128,3418,3418,
2026-05-20,bccf4277f3d44d13,88c7555fa08fc243,2026-05-20 05:38:00-05:00,151643,3433,3433,
2026-05-21,bccf4277f3d44d13,88c7555fa08fc243,2026-05-21 02:08:00-05:00,152014,3440,3440,
2026-05-22,bccf4277f3d44d13,88c7555fa08fc243,2026-05-22 05:08:00-05:00,152491,3450,3450,
2026-05-24,bccf4277f3d44d13,88c7555fa08fc243,2026-05-24 19:08:00-05:00,152733,3458,3458,
2026-05-25,bccf4277f3d44d13,88c7555fa08fc243,2026-05-25 01:38:00-05:00,152853,3459,3459,
2026-05-26,bccf4277f3d44d13,88c7555fa08fc243,2026-05-26 02:08:00-05:00,153210,3472,3472,
2026-05-27,bccf4277f3d44d13,88c7555fa08fc243,2026-05-27 05:08:00-05:00,153784,3482,3482,
2026-05-28,bccf4277f3d44d13,88c7555fa08fc243,2026-05-28 01:38:00-05:00,154171,3493,3493,
2026-05-29,bccf4277f3d44d13,88c7555fa08fc243,2026-05-29 04:38:00-05:00,154633,3502,3502,
2026-05-31,bccf4277f3d44d13,88c7555fa08fc243,2026-05-31 18:38:00-05:00,154861,3510,3510,
2026-06-01,bccf4277f3d44d13,88c7555fa08fc243,2026-06-01 01:08:00-05:00,154977,3511,3511,
2026-06-02,bccf4277f3d44d13,88c7555fa08fc243,2026-06-02 04:08:00-05:00,155514,3523,3523,
2026-06-03,bccf4277f3d44d13,88c7555fa08fc243,2026-06-03 00:38:00-05:00,155880,3533,3533,
2026-06-04,bccf4277f3d44d13,88c7555fa08fc243,2026-06-04 03:38:00-05:00,156386,3544,3544,
2026-06-05,bccf4277f3d44d13,88c7555fa08fc243,2026-06-05 00:08:00-05:00,156812,3552,3552,
2026-06-07,bccf4277f3d44d13,88c7555fa08fc243,2026-06-07 20:38:00-05:00,157158,3565,3565,
2026-06-08,bccf4277f3d44d13,88c7555fa08fc243,2026-06-08 03:08:00-05:00,157263,3568,3568,
2026-06-09,bccf4277f3d44d13,88c7555fa08fc243,2026-06-09 06:08:00-05:00,157744,3578,3578,
2026-06-10,bccf4277f3d44d13,88c7555fa08fc243,2026-06-10 02:38:00-05:00,158133,3587,3587,
2026-06-11,bccf4277f3d44d13,88c7555fa08fc243,2026-06-11 05:38:00-05:00,158642,3602,3602,
2026-06-12,bccf4277f3d44d13,88c7555fa08fc243,2026-06-12 15:08:00-05:00,159251,3623,3623,
2026-06-14,bccf4277f3d44d13,88c7555fa08fc243,2026-06-14 22:38:00-05:00,159376,3625,3625,
2026-06-15,bccf4277f3d44d13,88c7555fa08fc243,2026-06-15 05:08:00-05:00,159501,3628,3628,
2026-06-16,bccf4277f3d44d13,88c7555fa08fc243,2026-06-16 01:49:00-05:00,159885,3633,3633,
2026-06-17,bccf4277f3d44d13,88c7555fa08fc243,2026-06-17 05:03:00-05:00,160388,3645,3645,
2026-06-18,bccf4277f3d44d13,88c7555fa08fc243,2026-06-18 01:33:00-05:00,160720,3655,3655,
2026-06-19,bccf4277f3d44d13,88c7555fa08fc243,2026-06-19 04:33:00-05:00,161198,3666,3666,
2026-06-21,bccf4277f3d44d13,88c7555fa08fc243,2026-06-21 22:33:00-05:00,161409,3673,3673,
2026-06-22,bccf4277f3d44d13,88c7555fa08fc243,2026-06-22 11:33:00-05:00,161654,3680,3680,
2026-06-23,bccf4277f3d44d13,88c7555fa08fc243,2026-06-23 01:33:00-05:00,161901,3685,3685,
2026-06-24,bccf4277f3d44d13,88c7555fa08fc243,2026-06-24 04:33:00-05:00,162466,3698,3698,
2026-06-25,bccf4277f3d44d13,88c7555fa08fc243,2026-06-25 01:03:00-05:00,162840,3708,3708,
