N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE,week
20,20.0,2.05779203037721,2.400137980682694,20.296385543720067,41.1558406075442,1.0843198338525493,0.9,0.48400578067781597,2.9389705368376537,2024-12-30/2025-01-05
47,7.833333333333333,1.2717557083457554,2.331360332294973,4.546378431116983,59.7725182922505,2.307532345330582,0.6808510638297872,0.7465009266672553,2.6518083495814277,2025-01-06/2025-01-12
49,12.25,0.9462113102270522,2.260471976401221,3.1277418437676836,46.36435420112556,6.452314479894504,0.5918367346938775,0.8107468910341298,2.09183011770353,2025-01-13/2025-01-19
40,6.666666666666667,0.772384371010271,2.273674308410601,2.4695281652065164,30.89537484041084,5.021819723153602,0.55,0.8606364044472142,2.2787871265336177,2025-01-20/2025-01-26
56,9.333333333333334,0.8971762646309662,2.305933825891411,2.979100201168256,50.24187081933411,4.1584076188161845,0.5714285714285714,0.8223828871004433,2.6238169016109536,2025-01-27/2025-02-02
41,6.833333333333333,1.0190317732232765,2.3297693920335014,3.366902954748438,41.78030270215434,3.3906804042809497,0.6097560975609756,0.8335531883047826,2.451418276830592,2025-02-03/2025-02-09
45,7.5,0.6893207557926924,2.121445221445016,2.259354625729814,31.01943401067116,3.6529202279203012,0.5333333333333333,0.8529247054028444,2.573687333589766,2025-02-10/2025-02-16
40,6.666666666666667,1.1772266788060224,2.264123789633607,3.9663262729923376,47.089067152240894,4.17207955492924,0.675,0.8168595400691018,2.4309495711603133,2025-02-17/2025-02-23
53,8.833333333333334,0.9526910977519883,2.325937834941007,3.114661088031326,50.492628180855384,8.578631531200077,0.5849056603773585,0.837308179303702,2.1972028801096655,2025-02-24/2025-03-02
53,8.833333333333334,1.2490182479515854,2.4033333333333333,4.475074999013168,66.19796714143403,3.21258690404766,0.660377358490566,0.9129722493731818,2.368143494597002,2025-03-03/2025-03-09
47,7.833333333333333,1.2373367974785978,2.394270833333309,4.451428379814368,58.1548294814941,5.155716533858101,0.6595744680851063,0.8596563826045676,2.4273974350024594,2025-03-10/2025-03-16
56,14.0,0.9399694457927668,2.2738542938542556,3.096990909900041,52.63828896439494,4.465135093160399,0.5892857142857143,0.8870793942579666,2.3087719931324098,2025-03-17/2025-03-23
51,8.5,1.310366776393132,2.2753803596126523,4.980476098293012,66.82870559604973,3.2314592076110387,0.7058823529411765,0.8089298531213635,2.674200871290535,2025-03-24/2025-03-30
63,10.5,1.0341832215181772,2.360120585701995,3.456665923836976,65.15354295564516,5.851339723304463,0.6031746031746031,0.8161469549591699,2.3383891175683233,2025-03-31/2025-04-06
60,10.0,1.185691019501014,2.4527329663422197,4.1562146010583145,71.14146117006084,3.109437418701532,0.6333333333333333,0.972914159239857,2.5557845750291692,2025-04-07/2025-04-13
43,7.166666666666667,1.0415344717127493,2.3886145404663743,3.4524094056374497,44.78598228364822,5.342229819927638,0.6046511627906976,1.0400930385084601,2.3474292245671666,2025-04-14/2025-04-20
50,12.5,1.0007302577711108,2.3632438501581916,3.298582709209036,50.036512888555535,5.533623584303861,0.6,1.1036166012324609,2.4138563216505142,2025-04-21/2025-04-27
51,8.5,1.0933019219810889,2.3183445190157075,3.7289824706372072,55.75839802103553,3.292071258184908,0.6274509803921569,0.8533168491464598,2.3365309584093974,2025-04-28/2025-05-04
50,8.333333333333334,1.4797388422573792,2.379698356964024,6.140155140330839,73.98694211286896,3.328208790847583,0.74,0.6407215857142208,3.0139701312620044,2025-05-05/2025-05-11
48,8.0,1.2675945861535987,2.3090481522956328,4.655518130535993,60.84454013537274,3.17377554102157,0.6875,0.6340508624356405,2.7593613496582905,2025-05-12/2025-05-18
48,8.0,1.0643598975095578,2.3227922792279343,3.5356036261874024,51.089275080458776,2.5172441834200576,0.625,0.6855832749634375,2.388510829124552,2025-05-19/2025-05-25
51,12.75,0.8474292552431334,2.3236699239957237,2.695800978198661,43.2188920173998,8.905203686308433,0.5686274509803921,1.5586242141273925,2.266462392503785,2025-05-26/2025-06-01
43,7.166666666666667,1.208146931694568,2.317117117117141,4.210818881316356,51.95031806286643,2.608641975308643,0.6744186046511628,0.6972878922005642,2.3270749348326496,2025-06-02/2025-06-08
38,6.333333333333333,0.9085357350612437,2.2901525054466063,2.9618873945884636,34.52435793232726,3.4506317953686025,0.5789473684210527,0.7907971272765804,2.7183614931486475,2025-06-09/2025-06-15
50,8.333333333333334,0.9706429548219362,2.27158524426718,3.1772219738321508,48.53214774109681,2.18962981140373,0.6,0.8795318474672187,2.2867874744915078,2025-06-16/2025-06-22
49,8.166666666666666,0.9528139207713573,2.165843621398937,3.0852293977276894,46.687882117796505,3.558837414512233,0.6122448979591837,0.7934690562843768,2.415651883391726,2025-06-23/2025-06-29
41,6.833333333333333,1.0259701755327466,2.188888888889097,3.4007673711207103,42.06477719684261,4.727611137790923,0.6341463414634146,0.7928996984176211,2.490264210305929,2025-06-30/2025-07-06
49,8.166666666666666,0.8517617573259954,2.1105515587533237,2.7179050500169333,41.73632610897377,5.091516627587666,0.5918367346938775,0.824060429863113,2.3737316226200638,2025-07-07/2025-07-13
42,7.0,0.9727182888473536,2.188847780126819,3.176248075712091,40.85416813158885,6.146419660698131,0.6190476190476191,1.0324078735068736,2.7098024881309737,2025-07-14/2025-07-20
40,6.666666666666667,0.8684341211785382,2.082972839506432,2.8175041748754985,34.73736484714153,4.008328949104008,0.6,0.7608058870940736,2.534301900822068,2025-07-21/2025-07-27
46,11.5,0.8899228857235073,2.211122495446115,2.8311678681129666,40.936452743281336,3.982193695620907,0.5869565217391305,0.9479630048897397,2.0962797311379004,2025-07-28/2025-08-03
51,8.5,0.7713711805144956,2.245852895148577,2.4803561308096325,39.33993020623927,3.4847114692862817,0.5490196078431373,0.9098134245601065,2.166938476933296,2025-08-04/2025-08-10
51,8.5,0.45623961686669506,-1.0422916666666628,1.7145385180950332,23.268220460201448,5.103815247996609,0.47058823529411764,0.9668098294730533,2.049488572566428,2025-08-11/2025-08-17
47,7.833333333333333,1.0636872348042619,2.244654088050362,3.496525724374242,49.99330003580031,3.599711247736905,0.6382978723404256,0.9942936264360172,2.464065311626582,2025-08-18/2025-08-24
56,9.333333333333334,0.7550684359399399,2.107627192296224,2.4447746880258556,42.283832412636635,5.709378111695955,0.5535714285714286,0.9473606915292508,2.290769686814311,2025-08-25/2025-08-31
46,7.666666666666667,1.2578208712397985,2.273496732026162,4.520710000732265,57.85976007703073,3.183517794235952,0.6956521739130435,0.7706648629831593,2.7374730469558584,2025-09-01/2025-09-07
44,11.0,0.3943275852472524,-1.0689617731307208,1.6178035661645738,17.350413750879106,9.930475334312494,0.45454545454545453,1.0638904004073895,2.217734904907936,2025-09-08/2025-09-14
46,7.666666666666667,0.9043345232720346,2.121278538812933,2.9535957630402923,41.59938807051359,3.075330301060655,0.6086956521739131,0.9926655396928616,2.3985755772526893,2025-09-15/2025-09-21
51,12.75,0.7339632293158866,2.118779342723109,2.3937671274869743,37.43212469511022,6.951274883871903,0.5490196078431373,1.0595665820553521,2.059506591101498,2025-09-22/2025-09-28
44,7.333333333333333,1.044466742368508,2.2566045615593913,3.41842343915837,45.95653666421435,5.056284038008428,0.6363636363636364,0.8723830611022351,2.3248978822264976,2025-09-29/2025-10-05
58,14.5,0.9562234661256884,2.1717262670438826,3.101620068792291,55.46096103528993,6.98082716737985,0.6206896551724138,1.537059979028293,2.44366784671963,2025-10-06/2025-10-12
52,8.666666666666666,1.059986873061902,2.3517431028572306,3.505989126386331,55.1193173992189,3.359499381211812,0.6153846153846154,0.9203182511068042,2.68393322686526,2025-10-13/2025-10-19
46,7.666666666666667,0.9817536233746251,2.2339517744131365,3.2273280910106905,45.160666675232754,6.340736210359033,0.6086956521739131,0.9044559762006558,2.4284376309647975,2025-10-20/2025-10-26
48,8.0,1.0537823175142578,2.2884254452925736,3.5303305634520337,50.58155124068438,3.129707409933822,0.625,0.9672415638745893,2.4566802973640907,2025-10-27/2025-11-02
54,9.0,1.3618937259992219,2.386480997076478,5.117653113817927,73.54226120395798,3.2005587474078183,0.7037037037037037,0.759786429350286,2.345926370883604,2025-11-03/2025-11-09
46,11.5,1.5620344856750104,2.3868141855872196,6.9800914477172356,71.85358634105047,2.2965620956178423,0.7608695652173914,0.6616561159347932,2.8731796636662352,2025-11-10/2025-11-16
59,14.75,1.4319013293568918,2.432669983416262,5.691174369160482,84.48217843205661,2.130625361575781,0.711864406779661,0.7298503193797449,2.728464671894609,2025-11-17/2025-11-23
36,6.0,1.1027706858867943,2.341561858888597,3.6909037684749877,39.69974469192459,5.25639667225261,0.6388888888888888,0.8475082062389883,2.3622514877520544,2025-11-24/2025-11-30
49,8.166666666666666,0.8667958160701225,2.2646376811595395,2.7978964568078024,42.472994987436,3.7824129237039816,0.5714285714285714,0.9005127350680217,2.5897176915625932,2025-12-01/2025-12-07
42,7.0,1.1991270150757611,2.2968666103445634,4.2895828109818135,50.36333463318197,3.207149944552885,0.6666666666666666,0.8786110859612846,2.7660733902698165,2025-12-08/2025-12-14
43,7.166666666666667,1.5857583256540684,2.371111111111111,7.175355895845328,68.18760800312494,2.1611863336710044,0.7674418604651163,0.6168664243242554,2.826125190913927,2025-12-15/2025-12-21
33,5.5,0.6852423554318443,2.007878787878614,2.224216018401426,22.61299772925086,7.9237216940679644,0.5454545454545454,0.8364961324252946,2.006777417083337,2025-12-22/2025-12-28
42,10.5,1.1495742522449006,2.22023930345604,4.030249571537103,48.282118594285826,2.5254308020535845,0.6666666666666666,0.7171407073085042,2.732943866344849,2025-12-29/2026-01-04
50,8.333333333333334,1.1961097377571737,2.248789066425531,4.186457156820405,59.805486887858684,3.6342832037954427,0.68,0.7605157536975714,2.9440836974243676,2026-01-05/2026-01-11
47,7.833333333333333,0.5777406845805181,-1.0281797674822153,1.9816742990743879,27.153812175284347,5.944974314245677,0.48936170212765956,1.129325247184055,1.9821003838543867,2026-01-12/2026-01-18
51,8.5,1.2248055602021746,2.3646666666666274,4.333205532808871,62.4650835703109,2.3229037787001445,0.6666666666666666,0.9531816392533937,2.43555939196419,2026-01-19/2026-01-25
46,7.666666666666667,1.395354919374319,2.3546313517981705,5.477893711315931,64.18632629121868,2.293595762609865,0.717391304347826,0.7114878470859785,2.752445106667644,2026-01-26/2026-02-01
49,8.166666666666666,0.9366201780938412,2.4048623315758704,3.0552471085066113,45.89438872659822,4.327892156991474,0.5714285714285714,0.9881592055433434,2.1532086043425887,2026-02-02/2026-02-08
41,10.25,0.6944481348636254,2.2482170542635203,2.315835672197357,28.472373529408642,6.512438225590632,0.5121951219512195,0.9667688610987775,2.037190563998675,2026-02-09/2026-02-15
42,10.5,1.0684575774017326,2.320748586486567,3.6158498381526707,44.87521825087277,5.155051159610373,0.6190476190476191,0.7447943812677068,2.486927766008175,2026-02-16/2026-02-22
49,8.166666666666666,0.671355507486159,2.1906666666666665,2.250851195695762,32.896419866821795,5.336040754981344,0.5102040816326531,1.053448516726382,2.1717574753322855,2026-02-23/2026-03-01
49,8.166666666666666,0.8624889582491535,2.411111111111111,2.78751871236611,42.261958954208524,8.348718504959514,0.5510204081632653,1.0554399025542724,2.1754535275265487,2026-03-02/2026-03-08
48,8.0,1.2438508434134137,2.4018427311085606,4.4383945328253125,59.70484048384385,4.371255985644474,0.6666666666666666,0.7986013061423606,2.723157671296607,2026-03-09/2026-03-15
45,11.25,0.5089159709466649,-1.0405189620758448,1.8500940311535807,22.90121869259992,7.7687179251365155,0.4666666666666667,0.930578630445436,2.134584795068139,2026-03-16/2026-03-22
45,7.5,0.7473745486277062,2.3629535864978632,2.490471159279312,33.63185468824678,7.704541889056774,0.5333333333333333,0.9651881977301214,2.6332983430582337,2026-03-23/2026-03-29
39,6.5,0.8973149557297503,2.39343832020999,2.9169148327249816,34.99528327346026,3.2318199013790334,0.5641025641025641,0.981766937412569,2.28462468566061,2026-03-30/2026-04-05
52,8.666666666666666,0.5100573083656481,-1.0345574627392802,1.8636534172060712,26.5229800350137,7.544274569645239,0.46153846153846156,0.9253439832657053,2.156412048439781,2026-04-06/2026-04-12
44,7.333333333333333,0.535918952564473,-1.0375347174363188,1.8922460868854496,23.58043391283681,3.4849093291135973,0.4772727272727273,0.9482105945334461,2.173017823203006,2026-04-13/2026-04-19
47,7.833333333333333,0.6591818049842689,2.146187363834692,2.201899678163376,30.98154483426064,3.427713961856065,0.5106382978723404,1.1010688957002739,2.3168505399702606,2026-04-20/2026-04-26
52,8.666666666666666,1.2361139498517166,2.326451155478419,4.41052393221363,64.27792539228926,2.352162139290783,0.6730769230769231,0.8566070814113593,2.3837938962713148,2026-04-27/2026-05-03
