trade_id,armed_i,signal_i,entry_i,arm_to_entry_bars,signal_to_entry_bars
T58-096807,1351118,1351119,1351120,2,1
T58-096808,1351127,1351128,1351129,2,1
T58-096809,1351147,1351148,1351149,2,1
T58-096810,1351165,1351168,1351169,4,1
T58-096811,1351174,1351175,1351176,2,1
T58-096812,1351187,1351188,1351189,2,1
T58-096813,1351204,1351205,1351206,2,1
T58-096814,1351214,1351215,1351216,2,1
T58-096815,1351233,1351234,1351235,2,1
T58-096816,1351243,1351244,1351245,2,1
T58-096817,1351257,1351258,1351259,2,1
T58-096818,1351274,1351275,1351276,2,1
T58-096819,1351281,1351282,1351283,2,1
T58-096820,1351293,1351294,1351295,2,1
T58-096821,1351301,1351302,1351303,2,1
T58-096822,1351308,1351309,1351310,2,1
T58-096823,1351323,1351324,1351325,2,1
T58-096824,1351342,1351343,1351344,2,1
T58-096825,1351351,1351352,1351353,2,1
T58-096826,1351362,1351363,1351364,2,1
T58-096827,1351375,1351376,1351377,2,1
T58-096828,1351392,1351393,1351394,2,1
T58-096829,1351403,1351404,1351405,2,1
T58-096830,1351415,1351416,1351417,2,1
T58-096831,1351422,1351423,1351424,2,1
T58-096832,1351432,1351433,1351434,2,1
T58-096833,1351439,1351440,1351441,2,1
T58-096834,1351454,1351455,1351456,2,1
T58-096835,1351468,1351469,1351470,2,1
T58-096836,1351489,1351490,1351491,2,1
T58-096837,1351502,1351503,1351504,2,1
T58-096838,1351512,1351513,1351514,2,1
T58-096839,1351527,1351528,1351529,2,1
T58-096840,1351536,1351537,1351538,2,1
T58-096841,1351555,1351557,1351558,3,1
T58-096842,1351564,1351565,1351566,2,1
T58-096843,1351573,1351574,1351575,2,1
T58-096844,1351601,1351602,1351603,2,1
T58-096845,1351615,1351616,1351617,2,1
T58-096846,1351626,1351627,1351628,2,1
T58-096847,1351641,1351642,1351643,2,1
T58-096848,1351653,1351654,1351655,2,1
T58-096849,1351661,1351662,1351663,2,1
T58-096850,1351669,1351670,1351671,2,1
T58-096851,1351678,1351679,1351680,2,1
T58-096852,1351687,1351688,1351689,2,1
T58-096853,1351708,1351710,1351711,3,1
T58-096854,1351719,1351720,1351721,2,1
T58-096855,1351727,1351728,1351729,2,1
T58-096856,1351735,1351736,1351737,2,1
T58-096857,1351752,1351753,1351754,2,1
T58-096858,1351766,1351767,1351768,2,1
T58-096859,1351784,1351785,1351786,2,1
T58-096860,1351800,1351801,1351802,2,1
T58-096861,1351821,1351822,1351823,2,1
T58-096862,1351834,1351835,1351836,2,1
T58-096863,1351859,1351860,1351861,2,1
T58-096864,1351867,1351868,1351869,2,1
T58-096865,1351875,1351876,1351877,2,1
T58-096866,1351894,1351895,1351896,2,1
T58-096867,1351904,1351905,1351906,2,1
T58-096868,1351913,1351916,1351917,4,1
T58-096869,1351936,1351937,1351938,2,1
T58-096870,1351944,1351945,1351946,2,1
T58-096871,1351959,1351960,1351961,2,1
T58-096872,1351966,1351967,1351968,2,1
T58-096873,1351984,1351985,1351986,2,1
T58-096874,1351993,1351994,1351995,2,1
T58-096875,1352022,1352023,1352024,2,1
T58-096876,1352036,1352037,1352038,2,1
T58-096877,1352050,1352052,1352053,3,1
T58-096878,1352061,1352062,1352063,2,1
T58-096879,1352082,1352083,1352084,2,1
T58-096880,1352091,1352092,1352093,2,1
T58-096881,1352109,1352110,1352111,2,1
T58-096882,1352117,1352118,1352119,2,1
T58-096883,1352132,1352133,1352134,2,1
T58-096884,1352148,1352149,1352150,2,1
T58-096885,1352164,1352165,1352166,2,1
T58-096886,1352172,1352173,1352174,2,1
T58-096887,1352189,1352190,1352191,2,1
T58-096888,1352199,1352200,1352201,2,1
T58-096889,1352225,1352226,1352227,2,1
T58-096890,1352238,1352239,1352240,2,1
T58-096891,1352248,1352249,1352250,2,1
T58-096892,1352256,1352257,1352258,2,1
T58-096893,1352263,1352264,1352265,2,1
T58-096894,1352276,1352277,1352278,2,1
T58-096895,1352285,1352286,1352287,2,1
T58-096896,1352292,1352293,1352294,2,1
T58-096897,1352310,1352312,1352313,3,1
T58-096898,1352325,1352326,1352327,2,1
T58-096899,1352345,1352346,1352347,2,1
T58-096900,1352352,1352353,1352354,2,1
T58-096901,1352362,1352363,1352364,2,1
T58-096902,1352383,1352384,1352385,2,1
T58-096903,1352397,1352398,1352399,2,1
T58-096904,1352407,1352408,1352409,2,1
T58-096905,1352414,1352415,1352416,2,1
T58-096906,1352424,1352425,1352426,2,1
T58-096907,1352432,1352433,1352434,2,1
T58-096908,1352441,1352442,1352443,2,1
T58-096909,1352455,1352456,1352457,2,1
T58-096910,1352483,1352484,1352485,2,1
T58-096911,1352507,1352508,1352509,2,1
T58-096912,1352520,1352521,1352522,2,1
T58-096913,1352532,1352533,1352534,2,1
T58-096914,1352540,1352541,1352542,2,1
T58-096915,1352551,1352552,1352553,2,1
T58-096916,1352563,1352564,1352565,2,1
T58-096917,1352589,1352590,1352591,2,1
T58-096918,1352604,1352605,1352606,2,1
T58-096919,1352619,1352620,1352621,2,1
T58-096920,1352636,1352637,1352638,2,1
T58-096921,1352646,1352647,1352648,2,1
T58-096922,1352653,1352654,1352655,2,1
T58-096923,1352664,1352665,1352666,2,1
T58-096924,1352672,1352673,1352674,2,1
T58-096925,1352684,1352685,1352686,2,1
T58-096926,1352692,1352693,1352694,2,1
T58-096927,1352702,1352703,1352704,2,1
T58-096928,1352714,1352715,1352716,2,1
T58-096929,1352725,1352726,1352727,2,1
T58-096930,1352739,1352740,1352741,2,1
T58-096931,1352755,1352758,1352759,4,1
T58-096932,1352769,1352770,1352771,2,1
T58-096933,1352783,1352784,1352785,2,1
T58-096934,1352798,1352799,1352800,2,1
T58-096935,1352814,1352815,1352816,2,1
T58-096936,1352826,1352827,1352828,2,1
T58-096937,1352836,1352838,1352839,3,1
T58-096938,1352852,1352854,1352855,3,1
T58-096939,1352864,1352865,1352866,2,1
T58-096940,1352880,1352881,1352882,2,1
T58-096941,1352891,1352893,1352894,3,1
T58-096942,1352903,1352904,1352905,2,1
T58-096943,1352916,1352917,1352918,2,1
T58-096944,1352931,1352933,1352934,3,1
T58-096945,1352939,1352940,1352941,2,1
T58-096946,1352949,1352950,1352951,2,1
T58-096947,1352972,1352973,1352974,2,1
T58-096948,1352986,1352988,1352989,3,1
T58-096949,1352997,1352998,1352999,2,1
T58-096950,1353010,1353011,1353012,2,1
T58-096951,1353025,1353026,1353027,2,1
T58-096952,1353035,1353036,1353037,2,1
T58-096953,1353047,1353048,1353049,2,1
T58-096954,1353061,1353062,1353063,2,1
T58-096955,1353074,1353075,1353076,2,1
T58-096956,1353082,1353083,1353084,2,1
T58-096957,1353100,1353101,1353102,2,1
T58-096958,1353113,1353114,1353115,2,1
T58-096959,1353130,1353131,1353132,2,1
T58-096960,1353138,1353139,1353140,2,1
T58-096961,1353151,1353152,1353153,2,1
T58-096962,1353166,1353167,1353168,2,1
T58-096963,1353177,1353178,1353179,2,1
T58-096964,1353187,1353188,1353189,2,1
T58-096965,1353202,1353203,1353204,2,1
T58-096966,1353214,1353215,1353216,2,1
T58-096967,1353228,1353229,1353230,2,1
T58-096968,1353239,1353240,1353241,2,1
T58-096969,1353253,1353254,1353255,2,1
T58-096970,1353300,1353301,1353302,2,1
T58-096971,1353313,1353314,1353315,2,1
T58-096972,1353327,1353328,1353329,2,1
T58-096973,1353350,1353351,1353352,2,1
T58-096974,1353363,1353364,1353365,2,1
T58-096975,1353373,1353374,1353375,2,1
T58-096976,1353391,1353392,1353393,2,1
T58-096977,1353403,1353404,1353405,2,1
T58-096978,1353417,1353418,1353419,2,1
T58-096979,1353424,1353425,1353426,2,1
T58-096980,1353440,1353441,1353442,2,1
T58-096981,1353451,1353452,1353453,2,1
T58-096982,1353464,1353465,1353466,2,1
T58-096983,1353478,1353479,1353480,2,1
T58-096984,1353489,1353490,1353491,2,1
T58-096985,1353503,1353504,1353505,2,1
T58-096986,1353532,1353534,1353535,3,1
T58-096987,1353543,1353544,1353545,2,1
T58-096988,1353562,1353563,1353564,2,1
T58-096989,1353574,1353575,1353576,2,1
T58-096990,1353585,1353586,1353587,2,1
T58-096991,1353600,1353601,1353602,2,1
T58-096992,1353611,1353612,1353613,2,1
T58-096993,1353627,1353629,1353630,3,1
T58-096994,1353635,1353636,1353637,2,1
T58-096995,1353644,1353645,1353646,2,1
T58-096996,1353665,1353666,1353667,2,1
T58-096997,1353675,1353676,1353677,2,1
T58-096998,1353694,1353695,1353696,2,1
T58-096999,1353707,1353710,1353711,4,1
T58-097000,1353721,1353722,1353723,2,1
T58-097001,1353731,1353732,1353733,2,1
T58-097002,1353743,1353744,1353745,2,1
T58-097003,1353756,1353757,1353758,2,1
T58-097004,1353765,1353766,1353767,2,1
T58-097005,1353776,1353777,1353778,2,1
T58-097006,1353784,1353785,1353786,2,1
T58-097007,1353795,1353797,1353798,3,1
T58-097008,1353813,1353815,1353816,3,1
T58-097009,1353836,1353837,1353838,2,1
T58-097010,1353843,1353845,1353846,3,1
T58-097011,1353851,1353852,1353853,2,1
T58-097012,1353862,1353863,1353864,2,1
T58-097013,1353872,1353873,1353874,2,1
T58-097014,1353879,1353880,1353881,2,1
T58-097015,1353892,1353893,1353894,2,1
T58-097016,1353908,1353909,1353910,2,1
T58-097017,1353920,1353921,1353922,2,1
T58-097018,1353932,1353933,1353934,2,1
T58-097019,1353944,1353946,1353947,3,1
T58-097020,1353957,1353958,1353959,2,1
T58-097021,1353971,1353973,1353974,3,1
T58-097022,1353999,1354001,1354002,3,1
T58-097023,1354008,1354009,1354010,2,1
T58-097024,1354018,1354019,1354020,2,1
T58-097025,1354038,1354039,1354040,2,1
T58-097026,1354048,1354049,1354050,2,1
T58-097027,1354062,1354063,1354064,2,1
T58-097028,1354082,1354083,1354084,2,1
T58-097029,1354095,1354097,1354098,3,1
T58-097030,1354104,1354105,1354106,2,1
T58-097031,1354113,1354115,1354116,3,1
T58-097032,1354124,1354125,1354126,2,1
T58-097033,1354133,1354134,1354135,2,1
T58-097034,1354142,1354143,1354144,2,1
T58-097035,1354153,1354154,1354155,2,1
T58-097036,1354165,1354167,1354168,3,1
T58-097037,1354189,1354191,1354192,3,1
T58-097038,1354203,1354204,1354205,2,1
T58-097039,1354214,1354215,1354216,2,1
T58-097040,1354230,1354231,1354232,2,1
T58-097041,1354244,1354245,1354246,2,1
T58-097042,1354259,1354260,1354261,2,1
T58-097043,1354271,1354272,1354273,2,1
T58-097044,1354288,1354289,1354290,2,1
T58-097045,1354295,1354297,1354298,3,1
T58-097046,1354305,1354306,1354307,2,1
T58-097047,1354319,1354320,1354321,2,1
T58-097048,1354326,1354327,1354328,2,1
T58-097049,1354340,1354341,1354342,2,1
T58-097050,1354350,1354351,1354352,2,1
T58-097051,1354361,1354362,1354363,2,1
T58-097052,1354373,1354374,1354375,2,1
T58-097053,1354386,1354387,1354388,2,1
T58-097054,1354394,1354395,1354396,2,1
T58-097055,1354423,1354424,1354425,2,1
T58-097056,1354439,1354440,1354441,2,1
T58-097057,1354446,1354447,1354448,2,1
T58-097058,1354456,1354458,1354459,3,1
T58-097059,1354474,1354476,1354477,3,1
T58-097060,1354487,1354488,1354489,2,1
T58-097061,1354498,1354499,1354500,2,1
T58-097062,1354505,1354506,1354507,2,1
T58-097063,1354527,1354528,1354529,2,1
T58-097064,1354536,1354539,1354540,4,1
T58-097065,1354554,1354555,1354556,2,1
T58-097066,1354563,1354564,1354565,2,1
T58-097067,1354585,1354586,1354587,2,1
T58-097068,1354605,1354607,1354608,3,1
T58-097069,1354615,1354616,1354617,2,1
T58-097070,1354635,1354637,1354638,3,1
T58-097071,1354650,1354651,1354652,2,1
T58-097072,1354657,1354658,1354659,2,1
T58-097073,1354671,1354672,1354673,2,1
T58-097074,1354680,1354681,1354682,2,1
T58-097075,1354702,1354703,1354704,2,1
T58-097076,1354710,1354711,1354712,2,1
T58-097077,1354719,1354720,1354721,2,1
T58-097078,1354734,1354735,1354736,2,1
T58-097079,1354742,1354744,1354745,3,1
T58-097080,1354754,1354756,1354757,3,1
T58-097081,1354770,1354772,1354773,3,1
T58-097082,1354781,1354783,1354784,3,1
T58-097083,1354791,1354792,1354793,2,1
T58-097084,1354807,1354808,1354809,2,1
T58-097085,1354815,1354816,1354817,2,1
T58-097086,1354845,1354846,1354847,2,1
T58-097087,1354856,1354857,1354858,2,1
T58-097088,1354864,1354865,1354866,2,1
T58-097089,1354873,1354874,1354875,2,1
T58-097090,1354887,1354888,1354889,2,1
T58-097091,1354898,1354899,1354900,2,1
T58-097092,1354910,1354913,1354914,4,1
T58-097093,1354923,1354924,1354925,2,1
T58-097094,1354955,1354956,1354957,2,1
T58-097095,1354980,1354981,1354982,2,1
T58-097096,1355008,1355009,1355010,2,1
T58-097097,1355022,1355023,1355024,2,1
T58-097098,1355032,1355033,1355034,2,1
T58-097099,1355047,1355048,1355049,2,1
T58-097100,1355055,1355057,1355058,3,1
T58-097101,1355064,1355065,1355066,2,1
T58-097102,1355073,1355074,1355075,2,1
T58-097103,1355092,1355093,1355094,2,1
T58-097104,1355102,1355103,1355104,2,1
T58-097105,1355122,1355123,1355124,2,1
T58-097106,1355129,1355130,1355131,2,1
T58-097107,1355152,1355153,1355154,2,1
T58-097108,1355164,1355165,1355166,2,1
T58-097109,1355174,1355175,1355176,2,1
T58-097110,1355184,1355185,1355186,2,1
T58-097111,1355195,1355196,1355197,2,1
T58-097112,1355203,1355204,1355205,2,1
T58-097113,1355212,1355213,1355214,2,1
T58-097114,1355223,1355224,1355225,2,1
T58-097115,1355231,1355232,1355233,2,1
T58-097116,1355244,1355245,1355246,2,1
T58-097117,1355256,1355257,1355258,2,1
T58-097118,1355267,1355268,1355269,2,1
T58-097119,1355275,1355276,1355277,2,1
T58-097120,1355299,1355300,1355301,2,1
T58-097121,1355310,1355311,1355312,2,1
T58-097122,1355323,1355324,1355325,2,1
T58-097123,1355334,1355335,1355336,2,1
T58-097124,1355345,1355346,1355347,2,1
T58-097125,1355353,1355354,1355355,2,1
T58-097126,1355365,1355366,1355367,2,1
T58-097127,1355387,1355389,1355390,3,1
T58-097128,1355402,1355403,1355404,2,1
T58-097129,1355414,1355415,1355416,2,1
T58-097130,1355424,1355425,1355426,2,1
T58-097131,1355434,1355435,1355436,2,1
T58-097132,1355445,1355447,1355448,3,1
T58-097133,1355454,1355455,1355456,2,1
T58-097134,1355461,1355462,1355463,2,1
T58-097135,1355474,1355475,1355476,2,1
T58-097136,1355482,1355483,1355484,2,1
T58-097137,1355494,1355495,1355496,2,1
T58-097138,1355503,1355504,1355505,2,1
T58-097139,1355516,1355517,1355518,2,1
T58-097140,1355528,1355529,1355530,2,1
T58-097141,1355539,1355540,1355541,2,1
T58-097142,1355551,1355552,1355553,2,1
T58-097143,1355564,1355565,1355566,2,1
T58-097144,1355574,1355575,1355576,2,1
T58-097145,1355587,1355588,1355589,2,1
T58-097146,1355596,1355597,1355598,2,1
T58-097147,1355603,1355604,1355605,2,1
T58-097148,1355612,1355615,1355616,4,1
T58-097149,1355622,1355623,1355624,2,1
T58-097150,1355629,1355630,1355631,2,1
T58-097151,1355644,1355645,1355646,2,1
T58-097152,1355652,1355653,1355654,2,1
T58-097153,1355661,1355662,1355663,2,1
T58-097154,1355679,1355680,1355681,2,1
T58-097155,1355687,1355688,1355689,2,1
T58-097156,1355699,1355700,1355701,2,1
T58-097157,1355710,1355711,1355712,2,1
T58-097158,1355733,1355734,1355735,2,1
T58-097159,1355745,1355746,1355747,2,1
T58-097160,1355771,1355772,1355773,2,1
T58-097161,1355784,1355785,1355786,2,1
T58-097162,1355796,1355797,1355798,2,1
T58-097163,1355804,1355805,1355806,2,1
T58-097164,1355821,1355822,1355823,2,1
T58-097165,1355839,1355840,1355841,2,1
T58-097166,1355848,1355849,1355850,2,1
T58-097167,1355861,1355862,1355863,2,1
T58-097168,1355869,1355870,1355871,2,1
T58-097169,1355890,1355891,1355892,2,1
T58-097170,1355897,1355898,1355899,2,1
T58-097171,1355907,1355908,1355909,2,1
T58-097172,1355915,1355916,1355917,2,1
T58-097173,1355925,1355926,1355927,2,1
T58-097174,1355934,1355935,1355936,2,1
T58-097175,1355943,1355945,1355946,3,1
T58-097176,1355979,1355980,1355981,2,1
T58-097177,1355988,1355991,1355992,4,1
T58-097178,1356005,1356006,1356007,2,1
T58-097179,1356021,1356022,1356023,2,1
T58-097180,1356050,1356051,1356052,2,1
T58-097181,1356059,1356060,1356061,2,1
T58-097182,1356067,1356068,1356069,2,1
T58-097183,1356082,1356083,1356084,2,1
T58-097184,1356093,1356094,1356095,2,1
T58-097185,1356105,1356106,1356107,2,1
T58-097186,1356118,1356119,1356120,2,1
T58-097187,1356133,1356134,1356135,2,1
T58-097188,1356153,1356154,1356155,2,1
T58-097189,1356163,1356164,1356165,2,1
T58-097190,1356175,1356176,1356177,2,1
T58-097191,1356191,1356192,1356193,2,1
T58-097192,1356200,1356201,1356202,2,1
T58-097193,1356208,1356209,1356210,2,1
T58-097194,1356218,1356219,1356220,2,1
T58-097195,1356226,1356227,1356228,2,1
T58-097196,1356239,1356240,1356241,2,1
T58-097197,1356248,1356249,1356250,2,1
T58-097198,1356260,1356261,1356262,2,1
T58-097199,1356269,1356270,1356271,2,1
T58-097200,1356291,1356292,1356293,2,1
T58-097201,1356302,1356303,1356304,2,1
T58-097202,1356321,1356322,1356323,2,1
T58-097203,1356336,1356338,1356339,3,1
T58-097204,1356361,1356363,1356364,3,1
T58-097205,1356375,1356376,1356377,2,1
T58-097206,1356383,1356384,1356385,2,1
T58-097207,1356392,1356394,1356395,3,1
T58-097208,1356405,1356406,1356407,2,1
T58-097209,1356421,1356422,1356423,2,1
T58-097210,1356433,1356434,1356435,2,1
T58-097211,1356457,1356458,1356459,2,1
T58-097212,1356467,1356468,1356469,2,1
T58-097213,1356479,1356480,1356481,2,1
T58-097214,1356487,1356488,1356489,2,1
T58-097215,1356494,1356495,1356496,2,1
T58-097216,1356505,1356506,1356507,2,1
T58-097217,1356518,1356519,1356520,2,1
T58-097218,1356526,1356527,1356528,2,1
T58-097219,1356552,1356553,1356554,2,1
T58-097220,1356562,1356563,1356564,2,1
T58-097221,1356579,1356580,1356581,2,1
T58-097222,1356594,1356595,1356596,2,1
T58-097223,1356610,1356611,1356612,2,1
T58-097224,1356621,1356622,1356623,2,1
T58-097225,1356630,1356631,1356632,2,1
T58-097226,1356647,1356648,1356649,2,1
T58-097227,1356655,1356656,1356657,2,1
T58-097228,1356666,1356667,1356668,2,1
T58-097229,1356673,1356674,1356675,2,1
T58-097230,1356696,1356697,1356698,2,1
T58-097231,1356709,1356711,1356712,3,1
T58-097232,1356717,1356718,1356719,2,1
T58-097233,1356733,1356734,1356735,2,1
T58-097234,1356744,1356745,1356746,2,1
T58-097235,1356759,1356761,1356762,3,1
T58-097236,1356785,1356786,1356787,2,1
T58-097237,1356802,1356803,1356804,2,1
T58-097238,1356842,1356843,1356844,2,1
T58-097239,1356851,1356852,1356853,2,1
T58-097240,1356864,1356865,1356866,2,1
T58-097241,1356873,1356874,1356875,2,1
T58-097242,1356886,1356887,1356888,2,1
T58-097243,1356895,1356896,1356897,2,1
T58-097244,1356907,1356908,1356909,2,1
T58-097245,1356914,1356917,1356918,4,1
T58-097246,1356930,1356931,1356932,2,1
T58-097247,1356941,1356942,1356943,2,1
T58-097248,1356950,1356951,1356952,2,1
T58-097249,1356962,1356963,1356964,2,1
T58-097250,1356975,1356976,1356977,2,1
T58-097251,1356994,1356995,1356996,2,1
T58-097252,1357006,1357007,1357008,2,1
T58-097253,1357015,1357016,1357017,2,1
T58-097254,1357030,1357031,1357032,2,1
T58-097255,1357041,1357042,1357043,2,1
T58-097256,1357054,1357055,1357056,2,1
T58-097257,1357064,1357065,1357066,2,1
T58-097258,1357081,1357082,1357083,2,1
T58-097259,1357090,1357091,1357092,2,1
T58-097260,1357105,1357106,1357107,2,1
T58-097261,1357115,1357116,1357117,2,1
T58-097262,1357126,1357127,1357128,2,1
T58-097263,1357140,1357141,1357142,2,1
T58-097264,1357154,1357156,1357157,3,1
T58-097265,1357164,1357165,1357166,2,1
T58-097266,1357173,1357174,1357175,2,1
T58-097267,1357184,1357185,1357186,2,1
T58-097268,1357194,1357196,1357197,3,1
T58-097269,1357204,1357205,1357206,2,1
T58-097270,1357222,1357223,1357224,2,1
T58-097271,1357234,1357235,1357236,2,1
T58-097272,1357242,1357243,1357244,2,1
T58-097273,1357259,1357260,1357261,2,1
T58-097274,1357267,1357268,1357269,2,1
T58-097275,1357308,1357309,1357310,2,1
T58-097276,1357317,1357318,1357319,2,1
T58-097277,1357329,1357332,1357333,4,1
T58-097278,1357340,1357341,1357342,2,1
T58-097279,1357364,1357365,1357366,2,1
T58-097280,1357379,1357381,1357382,3,1
T58-097281,1357388,1357389,1357390,2,1
T58-097282,1357398,1357399,1357400,2,1
T58-097283,1357411,1357413,1357414,3,1
T58-097284,1357422,1357423,1357424,2,1
T58-097285,1357432,1357433,1357434,2,1
T58-097286,1357451,1357452,1357453,2,1
T58-097287,1357461,1357462,1357463,2,1
T58-097288,1357479,1357480,1357481,2,1
T58-097289,1357489,1357490,1357491,2,1
T58-097290,1357500,1357501,1357502,2,1
T58-097291,1357509,1357510,1357511,2,1
T58-097292,1357519,1357520,1357521,2,1
T58-097293,1357532,1357533,1357534,2,1
T58-097294,1357543,1357544,1357545,2,1
T58-097295,1357569,1357570,1357571,2,1
T58-097296,1357582,1357583,1357584,2,1
T58-097297,1357590,1357591,1357592,2,1
T58-097298,1357603,1357604,1357605,2,1
T58-097299,1357619,1357620,1357621,2,1
T58-097300,1357634,1357635,1357636,2,1
T58-097301,1357645,1357646,1357647,2,1
T58-097302,1357660,1357661,1357662,2,1
T58-097303,1357672,1357673,1357674,2,1
T58-097304,1357696,1357697,1357698,2,1
T58-097305,1357706,1357707,1357708,2,1
T58-097306,1357717,1357718,1357719,2,1
T58-097307,1357727,1357728,1357729,2,1
T58-097308,1357744,1357745,1357746,2,1
T58-097309,1357756,1357760,1357761,5,1
T58-097310,1357767,1357768,1357769,2,1
T58-097311,1357779,1357780,1357781,2,1
T58-097312,1357795,1357796,1357797,2,1
T58-097313,1357811,1357812,1357813,2,1
T58-097314,1357820,1357821,1357822,2,1
T58-097315,1357831,1357832,1357833,2,1
T58-097316,1357851,1357852,1357853,2,1
T58-097317,1357860,1357861,1357862,2,1
T58-097318,1357875,1357876,1357877,2,1
T58-097319,1357895,1357896,1357897,2,1
T58-097320,1357907,1357908,1357909,2,1
T58-097321,1357914,1357915,1357916,2,1
T58-097322,1357939,1357940,1357941,2,1
T58-097323,1357955,1357956,1357957,2,1
T58-097324,1357964,1357965,1357966,2,1
T58-097325,1357973,1357974,1357975,2,1
T58-097326,1357983,1357984,1357985,2,1
T58-097327,1357993,1357994,1357995,2,1
T58-097328,1358011,1358012,1358013,2,1
T58-097329,1358029,1358031,1358032,3,1
T58-097330,1358039,1358040,1358041,2,1
T58-097331,1358058,1358059,1358060,2,1
T58-097332,1358067,1358068,1358069,2,1
T58-097333,1358076,1358077,1358078,2,1
T58-097334,1358084,1358085,1358086,2,1
T58-097335,1358111,1358113,1358114,3,1
T58-097336,1358130,1358131,1358132,2,1
T58-097337,1358140,1358141,1358142,2,1
T58-097338,1358155,1358156,1358157,2,1
T58-097339,1358168,1358169,1358170,2,1
T58-097340,1358176,1358177,1358178,2,1
T58-097341,1358192,1358194,1358195,3,1
T58-097342,1358211,1358212,1358213,2,1
T58-097343,1358221,1358222,1358223,2,1
T58-097344,1358243,1358245,1358246,3,1
T58-097345,1358257,1358259,1358260,3,1
T58-097346,1358271,1358272,1358273,2,1
T58-097347,1358281,1358283,1358284,3,1
T58-097348,1358294,1358295,1358296,2,1
T58-097349,1358309,1358310,1358311,2,1
T58-097350,1358319,1358320,1358321,2,1
T58-097351,1358327,1358328,1358329,2,1
T58-097352,1358338,1358339,1358340,2,1
T58-097353,1358355,1358356,1358357,2,1
T58-097354,1358366,1358367,1358368,2,1
T58-097355,1358381,1358382,1358383,2,1
T58-097356,1358395,1358396,1358397,2,1
T58-097357,1358405,1358406,1358407,2,1
T58-097358,1358424,1358425,1358426,2,1
T58-097359,1358438,1358439,1358440,2,1
T58-097360,1358447,1358448,1358449,2,1
T58-097361,1358454,1358455,1358456,2,1
T58-097362,1358462,1358464,1358465,3,1
T58-097363,1358478,1358479,1358480,2,1
T58-097364,1358488,1358489,1358490,2,1
T58-097365,1358503,1358505,1358506,3,1
T58-097366,1358515,1358516,1358517,2,1
T58-097367,1358530,1358531,1358532,2,1
T58-097368,1358539,1358540,1358541,2,1
T58-097369,1358556,1358557,1358558,2,1
T58-097370,1358566,1358567,1358568,2,1
T58-097371,1358579,1358580,1358581,2,1
T58-097372,1358590,1358591,1358592,2,1
T58-097373,1358614,1358615,1358616,2,1
T58-097374,1358625,1358627,1358628,3,1
T58-097375,1358638,1358639,1358640,2,1
T58-097376,1358663,1358664,1358665,2,1
T58-097377,1358672,1358673,1358674,2,1
T58-097378,1358681,1358682,1358683,2,1
T58-097379,1358699,1358700,1358701,2,1
T58-097380,1358709,1358710,1358711,2,1
T58-097381,1358717,1358718,1358719,2,1
T58-097382,1358774,1358775,1358776,2,1
T58-097383,1358799,1358800,1358801,2,1
T58-097384,1358808,1358810,1358811,3,1
T58-097385,1358821,1358822,1358823,2,1
T58-097386,1358830,1358831,1358832,2,1
T58-097387,1358864,1358865,1358866,2,1
T58-097388,1358872,1358873,1358874,2,1
T58-097389,1358880,1358881,1358882,2,1
T58-097390,1358889,1358890,1358891,2,1
T58-097391,1358902,1358903,1358904,2,1
T58-097392,1358911,1358912,1358913,2,1
T58-097393,1358921,1358923,1358924,3,1
T58-097394,1358939,1358940,1358941,2,1
T58-097395,1358946,1358947,1358948,2,1
T58-097396,1358955,1358956,1358957,2,1
T58-097397,1358965,1358966,1358967,2,1
T58-097398,1358974,1358976,1358977,3,1
T58-097399,1359004,1359005,1359006,2,1
T58-097400,1359015,1359016,1359017,2,1
T58-097401,1359024,1359025,1359026,2,1
T58-097402,1359038,1359039,1359040,2,1
T58-097403,1359045,1359046,1359047,2,1
T58-097404,1359072,1359073,1359074,2,1
T58-097405,1359079,1359080,1359081,2,1
T58-097406,1359087,1359088,1359089,2,1
T58-097407,1359095,1359096,1359097,2,1
T58-097408,1359112,1359113,1359114,2,1
T58-097409,1359130,1359131,1359132,2,1
T58-097410,1359146,1359147,1359148,2,1
T58-097411,1359160,1359162,1359163,3,1
T58-097412,1359170,1359171,1359172,2,1
T58-097413,1359184,1359185,1359186,2,1
T58-097414,1359192,1359193,1359194,2,1
T58-097415,1359210,1359211,1359212,2,1
T58-097416,1359219,1359220,1359221,2,1
T58-097417,1359226,1359227,1359228,2,1
T58-097418,1359242,1359243,1359244,2,1
T58-097419,1359260,1359261,1359262,2,1
T58-097420,1359274,1359275,1359276,2,1
T58-097421,1359284,1359285,1359286,2,1
T58-097422,1359295,1359296,1359297,2,1
T58-097423,1359307,1359308,1359309,2,1
T58-097424,1359316,1359317,1359318,2,1
T58-097425,1359329,1359330,1359331,2,1
T58-097426,1359342,1359343,1359344,2,1
T58-097427,1359354,1359355,1359356,2,1
T58-097428,1359372,1359373,1359374,2,1
T58-097429,1359382,1359383,1359384,2,1
T58-097430,1359392,1359393,1359394,2,1
T58-097431,1359400,1359401,1359402,2,1
T58-097432,1359410,1359411,1359412,2,1
T58-097433,1359422,1359423,1359424,2,1
T58-097434,1359434,1359435,1359436,2,1
T58-097435,1359456,1359457,1359458,2,1
T58-097436,1359479,1359480,1359481,2,1
T58-097437,1359495,1359496,1359497,2,1
T58-097438,1359509,1359510,1359511,2,1
T58-097439,1359520,1359521,1359522,2,1
T58-097440,1359530,1359531,1359532,2,1
