trade_id,armed_i,signal_i,entry_i,arm_to_entry_bars,signal_to_entry_bars
T58-074842,1047234,1047235,1047236,2,1
T58-074843,1047245,1047246,1047247,2,1
T58-074844,1047260,1047261,1047262,2,1
T58-074845,1047280,1047281,1047282,2,1
T58-074846,1047301,1047302,1047303,2,1
T58-074847,1047320,1047321,1047322,2,1
T58-074848,1047331,1047332,1047333,2,1
T58-074849,1047338,1047339,1047340,2,1
T58-074850,1047356,1047357,1047358,2,1
T58-074851,1047364,1047365,1047366,2,1
T58-074852,1047372,1047373,1047374,2,1
T58-074853,1047382,1047383,1047384,2,1
T58-074854,1047390,1047391,1047392,2,1
T58-074855,1047400,1047401,1047402,2,1
T58-074856,1047417,1047418,1047419,2,1
T58-074857,1047431,1047432,1047433,2,1
T58-074858,1047440,1047442,1047443,3,1
T58-074859,1047457,1047458,1047459,2,1
T58-074860,1047467,1047468,1047469,2,1
T58-074861,1047482,1047483,1047484,2,1
T58-074862,1047502,1047503,1047504,2,1
T58-074863,1047511,1047512,1047513,2,1
T58-074864,1047521,1047522,1047523,2,1
T58-074865,1047545,1047546,1047547,2,1
T58-074866,1047563,1047564,1047565,2,1
T58-074867,1047573,1047574,1047575,2,1
T58-074868,1047587,1047589,1047590,3,1
T58-074869,1047597,1047599,1047600,3,1
T58-074870,1047606,1047607,1047608,2,1
T58-074871,1047625,1047626,1047627,2,1
T58-074872,1047637,1047638,1047639,2,1
T58-074873,1047650,1047652,1047653,3,1
T58-074874,1047665,1047666,1047667,2,1
T58-074875,1047687,1047688,1047689,2,1
T58-074876,1047705,1047706,1047707,2,1
T58-074877,1047741,1047742,1047743,2,1
T58-074878,1047754,1047755,1047756,2,1
T58-074879,1047770,1047771,1047772,2,1
T58-074880,1047785,1047786,1047787,2,1
T58-074881,1047794,1047795,1047796,2,1
T58-074882,1047819,1047820,1047821,2,1
T58-074883,1047828,1047829,1047830,2,1
T58-074884,1047846,1047847,1047848,2,1
T58-074885,1047855,1047856,1047857,2,1
T58-074886,1047871,1047872,1047873,2,1
T58-074887,1047891,1047892,1047893,2,1
T58-074888,1047900,1047901,1047902,2,1
T58-074889,1047908,1047909,1047910,2,1
T58-074890,1047924,1047925,1047926,2,1
T58-074891,1047933,1047934,1047935,2,1
T58-074892,1047940,1047941,1047942,2,1
T58-074893,1047951,1047954,1047955,4,1
T58-074894,1047962,1047963,1047964,2,1
T58-074895,1047983,1047984,1047985,2,1
T58-074896,1047991,1047992,1047993,2,1
T58-074897,1048005,1048006,1048007,2,1
T58-074898,1048016,1048017,1048018,2,1
T58-074899,1048043,1048044,1048045,2,1
T58-074900,1048056,1048057,1048058,2,1
T58-074901,1048066,1048068,1048069,3,1
T58-074902,1048075,1048076,1048077,2,1
T58-074903,1048082,1048084,1048085,3,1
T58-074904,1048095,1048096,1048097,2,1
T58-074905,1048106,1048108,1048109,3,1
T58-074906,1048128,1048129,1048130,2,1
T58-074907,1048138,1048139,1048140,2,1
T58-074908,1048149,1048150,1048151,2,1
T58-074909,1048168,1048169,1048170,2,1
T58-074910,1048188,1048189,1048190,2,1
T58-074911,1048200,1048202,1048203,3,1
T58-074912,1048210,1048211,1048212,2,1
T58-074913,1048250,1048251,1048252,2,1
T58-074914,1048260,1048261,1048262,2,1
T58-074915,1048276,1048277,1048278,2,1
T58-074916,1048291,1048292,1048293,2,1
T58-074917,1048307,1048308,1048309,2,1
T58-074918,1048317,1048318,1048319,2,1
T58-074919,1048328,1048329,1048330,2,1
T58-074920,1048343,1048344,1048345,2,1
T58-074921,1048352,1048354,1048355,3,1
T58-074922,1048366,1048367,1048368,2,1
T58-074923,1048379,1048380,1048381,2,1
T58-074924,1048390,1048392,1048393,3,1
T58-074925,1048408,1048409,1048410,2,1
T58-074926,1048423,1048424,1048425,2,1
T58-074927,1048431,1048432,1048433,2,1
T58-074928,1048440,1048441,1048442,2,1
T58-074929,1048456,1048458,1048459,3,1
T58-074930,1048476,1048477,1048478,2,1
T58-074931,1048488,1048490,1048491,3,1
T58-074932,1048501,1048502,1048503,2,1
T58-074933,1048508,1048509,1048510,2,1
T58-074934,1048526,1048527,1048528,2,1
T58-074935,1048539,1048541,1048542,3,1
T58-074936,1048551,1048552,1048553,2,1
T58-074937,1048562,1048563,1048564,2,1
T58-074938,1048577,1048578,1048579,2,1
T58-074939,1048592,1048593,1048594,2,1
T58-074940,1048600,1048601,1048602,2,1
T58-074941,1048616,1048617,1048618,2,1
T58-074942,1048625,1048626,1048627,2,1
T58-074943,1048662,1048663,1048664,2,1
T58-074944,1048675,1048677,1048678,3,1
T58-074945,1048689,1048692,1048693,4,1
T58-074946,1048703,1048704,1048705,2,1
T58-074947,1048715,1048716,1048717,2,1
T58-074948,1048731,1048732,1048733,2,1
T58-074949,1048739,1048740,1048741,2,1
T58-074950,1048748,1048749,1048750,2,1
T58-074951,1048757,1048759,1048760,3,1
T58-074952,1048772,1048775,1048776,4,1
T58-074953,1048785,1048786,1048787,2,1
T58-074954,1048800,1048801,1048802,2,1
T58-074955,1048810,1048811,1048812,2,1
T58-074956,1048830,1048831,1048832,2,1
T58-074957,1048838,1048839,1048840,2,1
T58-074958,1048852,1048853,1048854,2,1
T58-074959,1048862,1048863,1048864,2,1
T58-074960,1048885,1048886,1048887,2,1
T58-074961,1048894,1048895,1048896,2,1
T58-074962,1048916,1048917,1048918,2,1
T58-074963,1048931,1048932,1048933,2,1
T58-074964,1048945,1048946,1048947,2,1
T58-074965,1048958,1048959,1048960,2,1
T58-074966,1048967,1048968,1048969,2,1
T58-074967,1048974,1048975,1048976,2,1
T58-074968,1048986,1048988,1048989,3,1
T58-074969,1048997,1048998,1048999,2,1
T58-074970,1049030,1049031,1049032,2,1
T58-074971,1049044,1049045,1049046,2,1
T58-074972,1049070,1049071,1049072,2,1
T58-074973,1049090,1049091,1049092,2,1
T58-074974,1049105,1049106,1049107,2,1
T58-074975,1049121,1049122,1049123,2,1
T58-074976,1049137,1049138,1049139,2,1
T58-074977,1049146,1049147,1049148,2,1
T58-074978,1049159,1049160,1049161,2,1
T58-074979,1049185,1049186,1049187,2,1
T58-074980,1049196,1049197,1049198,2,1
T58-074981,1049208,1049209,1049210,2,1
T58-074982,1049227,1049228,1049229,2,1
T58-074983,1049236,1049238,1049239,3,1
T58-074984,1049256,1049257,1049258,2,1
T58-074985,1049278,1049279,1049280,2,1
T58-074986,1049291,1049292,1049293,2,1
T58-074987,1049310,1049311,1049312,2,1
T58-074988,1049330,1049331,1049332,2,1
T58-074989,1049343,1049344,1049345,2,1
T58-074990,1049351,1049352,1049353,2,1
T58-074991,1049362,1049363,1049364,2,1
T58-074992,1049376,1049377,1049378,2,1
T58-074993,1049387,1049388,1049389,2,1
T58-074994,1049408,1049409,1049410,2,1
T58-074995,1049423,1049424,1049425,2,1
T58-074996,1049438,1049439,1049440,2,1
T58-074997,1049454,1049455,1049456,2,1
T58-074998,1049465,1049466,1049467,2,1
T58-074999,1049476,1049479,1049480,4,1
T58-075000,1049499,1049500,1049501,2,1
T58-075001,1049510,1049511,1049512,2,1
T58-075002,1049526,1049527,1049528,2,1
T58-075003,1049552,1049553,1049554,2,1
T58-075004,1049559,1049560,1049561,2,1
T58-075005,1049572,1049573,1049574,2,1
T58-075006,1049583,1049584,1049585,2,1
T58-075007,1049594,1049595,1049596,2,1
T58-075008,1049602,1049603,1049604,2,1
T58-075009,1049617,1049618,1049619,2,1
T58-075010,1049625,1049626,1049627,2,1
T58-075011,1049636,1049637,1049638,2,1
T58-075012,1049651,1049652,1049653,2,1
T58-075013,1049667,1049668,1049669,2,1
T58-075014,1049681,1049682,1049683,2,1
T58-075015,1049689,1049690,1049691,2,1
T58-075016,1049706,1049707,1049708,2,1
T58-075017,1049719,1049720,1049721,2,1
T58-075018,1049740,1049741,1049742,2,1
T58-075019,1049751,1049752,1049753,2,1
T58-075020,1049763,1049764,1049765,2,1
T58-075021,1049772,1049773,1049774,2,1
T58-075022,1049786,1049787,1049788,2,1
T58-075023,1049793,1049794,1049795,2,1
T58-075024,1049805,1049806,1049807,2,1
T58-075025,1049820,1049821,1049822,2,1
T58-075026,1049828,1049829,1049830,2,1
T58-075027,1049848,1049849,1049850,2,1
T58-075028,1049863,1049864,1049865,2,1
T58-075029,1049878,1049879,1049880,2,1
T58-075030,1049890,1049891,1049892,2,1
T58-075031,1049923,1049924,1049925,2,1
T58-075032,1049930,1049931,1049932,2,1
T58-075033,1049938,1049939,1049940,2,1
T58-075034,1049947,1049948,1049949,2,1
T58-075035,1049958,1049959,1049960,2,1
T58-075036,1049967,1049968,1049969,2,1
T58-075037,1049977,1049978,1049979,2,1
T58-075038,1049985,1049987,1049988,3,1
T58-075039,1050007,1050008,1050009,2,1
T58-075040,1050014,1050015,1050016,2,1
T58-075041,1050024,1050025,1050026,2,1
T58-075042,1050038,1050039,1050040,2,1
T58-075043,1050053,1050054,1050055,2,1
T58-075044,1050061,1050062,1050063,2,1
T58-075045,1050084,1050085,1050086,2,1
T58-075046,1050097,1050098,1050099,2,1
T58-075047,1050110,1050111,1050112,2,1
T58-075048,1050121,1050122,1050123,2,1
T58-075049,1050131,1050132,1050133,2,1
T58-075050,1050151,1050152,1050153,2,1
T58-075051,1050165,1050166,1050167,2,1
T58-075052,1050175,1050176,1050177,2,1
T58-075053,1050183,1050184,1050185,2,1
T58-075054,1050196,1050197,1050198,2,1
T58-075055,1050204,1050205,1050206,2,1
T58-075056,1050215,1050216,1050217,2,1
T58-075057,1050224,1050225,1050226,2,1
T58-075058,1050240,1050241,1050242,2,1
T58-075059,1050257,1050258,1050259,2,1
T58-075060,1050272,1050273,1050274,2,1
T58-075061,1050285,1050286,1050287,2,1
T58-075062,1050302,1050304,1050305,3,1
T58-075063,1050310,1050311,1050312,2,1
T58-075064,1050319,1050320,1050321,2,1
T58-075065,1050326,1050327,1050328,2,1
T58-075066,1050340,1050342,1050343,3,1
T58-075067,1050348,1050349,1050350,2,1
T58-075068,1050415,1050416,1050417,2,1
T58-075069,1050428,1050429,1050430,2,1
T58-075070,1050438,1050439,1050440,2,1
T58-075071,1050456,1050457,1050458,2,1
T58-075072,1050469,1050471,1050472,3,1
T58-075073,1050490,1050491,1050492,2,1
T58-075074,1050497,1050498,1050499,2,1
T58-075075,1050505,1050506,1050507,2,1
T58-075076,1050516,1050517,1050518,2,1
T58-075077,1050527,1050528,1050529,2,1
T58-075078,1050546,1050547,1050548,2,1
T58-075079,1050561,1050562,1050563,2,1
T58-075080,1050570,1050571,1050572,2,1
T58-075081,1050580,1050581,1050582,2,1
T58-075082,1050596,1050597,1050598,2,1
T58-075083,1050614,1050615,1050616,2,1
T58-075084,1050628,1050630,1050631,3,1
T58-075085,1050665,1050666,1050667,2,1
T58-075086,1050683,1050684,1050685,2,1
T58-075087,1050692,1050693,1050694,2,1
T58-075088,1050704,1050705,1050706,2,1
T58-075089,1050720,1050721,1050722,2,1
T58-075090,1050739,1050740,1050741,2,1
T58-075091,1050775,1050777,1050778,3,1
T58-075092,1050786,1050787,1050788,2,1
T58-075093,1050801,1050802,1050803,2,1
T58-075094,1050809,1050810,1050811,2,1
T58-075095,1050816,1050817,1050818,2,1
T58-075096,1050823,1050824,1050825,2,1
T58-075097,1050836,1050838,1050839,3,1
T58-075098,1050855,1050856,1050857,2,1
T58-075099,1050876,1050877,1050878,2,1
T58-075100,1050883,1050884,1050885,2,1
T58-075101,1050892,1050893,1050894,2,1
T58-075102,1050913,1050915,1050916,3,1
T58-075103,1050924,1050925,1050926,2,1
T58-075104,1050931,1050932,1050933,2,1
T58-075105,1050946,1050947,1050948,2,1
T58-075106,1050957,1050958,1050959,2,1
T58-075107,1050970,1050971,1050972,2,1
T58-075108,1050990,1050991,1050992,2,1
T58-075109,1050998,1050999,1051000,2,1
T58-075110,1051017,1051018,1051019,2,1
T58-075111,1051028,1051029,1051030,2,1
T58-075112,1051036,1051037,1051038,2,1
T58-075113,1051066,1051067,1051068,2,1
T58-075114,1051078,1051079,1051080,2,1
T58-075115,1051094,1051095,1051096,2,1
T58-075116,1051116,1051117,1051118,2,1
T58-075117,1051141,1051142,1051143,2,1
T58-075118,1051151,1051152,1051153,2,1
T58-075119,1051162,1051163,1051164,2,1
T58-075120,1051169,1051170,1051171,2,1
T58-075121,1051185,1051186,1051187,2,1
T58-075122,1051205,1051206,1051207,2,1
T58-075123,1051216,1051217,1051218,2,1
T58-075124,1051227,1051228,1051229,2,1
T58-075125,1051236,1051237,1051238,2,1
T58-075126,1051246,1051247,1051248,2,1
T58-075127,1051261,1051262,1051263,2,1
T58-075128,1051274,1051275,1051276,2,1
T58-075129,1051298,1051300,1051301,3,1
T58-075130,1051318,1051319,1051320,2,1
T58-075131,1051330,1051331,1051332,2,1
T58-075132,1051339,1051340,1051341,2,1
T58-075133,1051355,1051356,1051357,2,1
T58-075134,1051368,1051369,1051370,2,1
T58-075135,1051385,1051386,1051387,2,1
T58-075136,1051395,1051396,1051397,2,1
T58-075137,1051407,1051408,1051409,2,1
T58-075138,1051416,1051417,1051418,2,1
T58-075139,1051430,1051431,1051432,2,1
T58-075140,1051446,1051447,1051448,2,1
T58-075141,1051459,1051460,1051461,2,1
T58-075142,1051470,1051471,1051472,2,1
T58-075143,1051481,1051482,1051483,2,1
T58-075144,1051495,1051496,1051497,2,1
T58-075145,1051508,1051509,1051510,2,1
T58-075146,1051536,1051537,1051538,2,1
T58-075147,1051547,1051548,1051549,2,1
T58-075148,1051555,1051556,1051557,2,1
T58-075149,1051569,1051570,1051571,2,1
T58-075150,1051577,1051578,1051579,2,1
T58-075151,1051587,1051588,1051589,2,1
T58-075152,1051599,1051600,1051601,2,1
T58-075153,1051610,1051611,1051612,2,1
T58-075154,1051622,1051623,1051624,2,1
T58-075155,1051651,1051653,1051654,3,1
T58-075156,1051669,1051670,1051671,2,1
T58-075157,1051682,1051683,1051684,2,1
T58-075158,1051691,1051692,1051693,2,1
T58-075159,1051710,1051711,1051712,2,1
T58-075160,1051733,1051736,1051737,4,1
T58-075161,1051756,1051757,1051758,2,1
T58-075162,1051766,1051768,1051769,3,1
T58-075163,1051792,1051793,1051794,2,1
T58-075164,1051803,1051804,1051805,2,1
T58-075165,1051822,1051823,1051824,2,1
T58-075166,1051832,1051833,1051834,2,1
T58-075167,1051856,1051857,1051858,2,1
T58-075168,1051872,1051873,1051874,2,1
T58-075169,1051880,1051881,1051882,2,1
T58-075170,1051909,1051910,1051911,2,1
T58-075171,1051925,1051926,1051927,2,1
T58-075172,1051936,1051937,1051938,2,1
T58-075173,1051952,1051953,1051954,2,1
T58-075174,1051969,1051970,1051971,2,1
T58-075175,1051980,1051981,1051982,2,1
T58-075176,1051994,1051995,1051996,2,1
T58-075177,1052016,1052017,1052018,2,1
T58-075178,1052056,1052057,1052058,2,1
T58-075179,1052065,1052066,1052067,2,1
T58-075180,1052080,1052081,1052082,2,1
T58-075181,1052095,1052096,1052097,2,1
T58-075182,1052119,1052121,1052122,3,1
T58-075183,1052141,1052142,1052143,2,1
T58-075184,1052151,1052152,1052153,2,1
T58-075185,1052171,1052172,1052173,2,1
T58-075186,1052202,1052203,1052204,2,1
T58-075187,1052210,1052211,1052212,2,1
T58-075188,1052218,1052219,1052220,2,1
T58-075189,1052241,1052243,1052244,3,1
T58-075190,1052253,1052254,1052255,2,1
T58-075191,1052264,1052265,1052266,2,1
T58-075192,1052285,1052286,1052287,2,1
T58-075193,1052297,1052298,1052299,2,1
T58-075194,1052306,1052307,1052308,2,1
T58-075195,1052320,1052321,1052322,2,1
T58-075196,1052346,1052347,1052348,2,1
T58-075197,1052368,1052369,1052370,2,1
T58-075198,1052377,1052378,1052379,2,1
T58-075199,1052391,1052393,1052394,3,1
T58-075200,1052402,1052403,1052404,2,1
T58-075201,1052423,1052424,1052425,2,1
T58-075202,1052431,1052433,1052434,3,1
T58-075203,1052445,1052446,1052447,2,1
T58-075204,1052454,1052455,1052456,2,1
T58-075205,1052463,1052464,1052465,2,1
T58-075206,1052481,1052482,1052483,2,1
T58-075207,1052494,1052495,1052496,2,1
T58-075208,1052502,1052503,1052504,2,1
T58-075209,1052513,1052514,1052515,2,1
T58-075210,1052528,1052529,1052530,2,1
T58-075211,1052540,1052541,1052542,2,1
T58-075212,1052557,1052558,1052559,2,1
T58-075213,1052571,1052572,1052573,2,1
T58-075214,1052579,1052580,1052581,2,1
T58-075215,1052591,1052592,1052593,2,1
T58-075216,1052600,1052601,1052602,2,1
T58-075217,1052609,1052610,1052611,2,1
T58-075218,1052625,1052626,1052627,2,1
T58-075219,1052638,1052639,1052640,2,1
T58-075220,1052649,1052650,1052651,2,1
T58-075221,1052660,1052661,1052662,2,1
T58-075222,1052689,1052690,1052691,2,1
T58-075223,1052701,1052703,1052704,3,1
T58-075224,1052717,1052718,1052719,2,1
T58-075225,1052727,1052728,1052729,2,1
T58-075226,1052736,1052737,1052738,2,1
T58-075227,1052751,1052752,1052753,2,1
T58-075228,1052763,1052764,1052765,2,1
T58-075229,1052778,1052779,1052780,2,1
T58-075230,1052795,1052797,1052798,3,1
T58-075231,1052813,1052815,1052816,3,1
T58-075232,1052844,1052845,1052846,2,1
T58-075233,1052858,1052859,1052860,2,1
T58-075234,1052865,1052866,1052867,2,1
T58-075235,1052905,1052906,1052907,2,1
T58-075236,1052917,1052918,1052919,2,1
T58-075237,1052927,1052928,1052929,2,1
T58-075238,1052940,1052941,1052942,2,1
T58-075239,1052951,1052952,1052953,2,1
T58-075240,1052972,1052973,1052974,2,1
T58-075241,1053002,1053003,1053004,2,1
T58-075242,1053026,1053027,1053028,2,1
T58-075243,1053035,1053036,1053037,2,1
T58-075244,1053046,1053047,1053048,2,1
T58-075245,1053070,1053071,1053072,2,1
T58-075246,1053082,1053083,1053084,2,1
T58-075247,1053100,1053101,1053102,2,1
T58-075248,1053108,1053110,1053111,3,1
T58-075249,1053119,1053120,1053121,2,1
T58-075250,1053139,1053140,1053141,2,1
T58-075251,1053152,1053153,1053154,2,1
T58-075252,1053167,1053168,1053169,2,1
T58-075253,1053178,1053179,1053180,2,1
T58-075254,1053205,1053206,1053207,2,1
T58-075255,1053212,1053213,1053214,2,1
T58-075256,1053220,1053222,1053223,3,1
T58-075257,1053248,1053249,1053250,2,1
T58-075258,1053260,1053261,1053262,2,1
T58-075259,1053281,1053282,1053283,2,1
T58-075260,1053295,1053296,1053297,2,1
T58-075261,1053315,1053316,1053317,2,1
T58-075262,1053326,1053327,1053328,2,1
T58-075263,1053336,1053338,1053339,3,1
T58-075264,1053358,1053359,1053360,2,1
T58-075265,1053372,1053373,1053374,2,1
T58-075266,1053400,1053401,1053402,2,1
T58-075267,1053413,1053414,1053415,2,1
T58-075268,1053432,1053433,1053434,2,1
T58-075269,1053444,1053445,1053446,2,1
T58-075270,1053455,1053456,1053457,2,1
T58-075271,1053467,1053468,1053469,2,1
T58-075272,1053474,1053475,1053476,2,1
T58-075273,1053487,1053488,1053489,2,1
T58-075274,1053496,1053497,1053498,2,1
T58-075275,1053512,1053513,1053514,2,1
T58-075276,1053529,1053530,1053531,2,1
T58-075277,1053542,1053543,1053544,2,1
T58-075278,1053555,1053556,1053557,2,1
T58-075279,1053565,1053566,1053567,2,1
T58-075280,1053577,1053578,1053579,2,1
T58-075281,1053584,1053585,1053586,2,1
T58-075282,1053600,1053601,1053602,2,1
T58-075283,1053622,1053623,1053624,2,1
T58-075284,1053630,1053631,1053632,2,1
T58-075285,1053637,1053638,1053639,2,1
T58-075286,1053652,1053653,1053654,2,1
T58-075287,1053660,1053661,1053662,2,1
T58-075288,1053680,1053681,1053682,2,1
T58-075289,1053688,1053689,1053690,2,1
T58-075290,1053698,1053699,1053700,2,1
T58-075291,1053710,1053711,1053712,2,1
T58-075292,1053726,1053727,1053728,2,1
T58-075293,1053737,1053738,1053739,2,1
T58-075294,1053758,1053759,1053760,2,1
T58-075295,1053775,1053776,1053777,2,1
T58-075296,1053784,1053785,1053786,2,1
T58-075297,1053798,1053799,1053800,2,1
T58-075298,1053807,1053808,1053809,2,1
T58-075299,1053817,1053818,1053819,2,1
T58-075300,1053830,1053831,1053832,2,1
T58-075301,1053846,1053847,1053848,2,1
T58-075302,1053859,1053860,1053861,2,1
T58-075303,1053875,1053876,1053877,2,1
T58-075304,1053897,1053898,1053899,2,1
T58-075305,1053906,1053907,1053908,2,1
T58-075306,1053920,1053921,1053922,2,1
T58-075307,1053932,1053933,1053934,2,1
T58-075308,1053940,1053941,1053942,2,1
T58-075309,1053952,1053953,1053954,2,1
T58-075310,1053965,1053966,1053967,2,1
T58-075311,1053972,1053973,1053974,2,1
T58-075312,1053984,1053985,1053986,2,1
T58-075313,1053994,1053998,1053999,5,1
T58-075314,1054021,1054022,1054023,2,1
T58-075315,1054030,1054031,1054032,2,1
T58-075316,1054048,1054049,1054050,2,1
T58-075317,1054059,1054060,1054061,2,1
T58-075318,1054072,1054073,1054074,2,1
T58-075319,1054087,1054088,1054089,2,1
T58-075320,1054094,1054095,1054096,2,1
T58-075321,1054103,1054104,1054105,2,1
T58-075322,1054113,1054114,1054115,2,1
T58-075323,1054131,1054132,1054133,2,1
T58-075324,1054139,1054140,1054141,2,1
T58-075325,1054149,1054150,1054151,2,1
T58-075326,1054164,1054165,1054166,2,1
T58-075327,1054177,1054178,1054179,2,1
T58-075328,1054200,1054201,1054202,2,1
T58-075329,1054211,1054212,1054213,2,1
T58-075330,1054221,1054222,1054223,2,1
T58-075331,1054235,1054239,1054240,5,1
T58-075332,1054256,1054258,1054259,3,1
T58-075333,1054265,1054266,1054267,2,1
T58-075334,1054282,1054283,1054284,2,1
T58-075335,1054291,1054292,1054293,2,1
T58-075336,1054310,1054311,1054312,2,1
T58-075337,1054323,1054324,1054325,2,1
T58-075338,1054350,1054351,1054352,2,1
T58-075339,1054358,1054359,1054360,2,1
T58-075340,1054381,1054382,1054383,2,1
T58-075341,1054397,1054398,1054399,2,1
T58-075342,1054413,1054414,1054415,2,1
T58-075343,1054423,1054424,1054425,2,1
T58-075344,1054438,1054439,1054440,2,1
T58-075345,1054451,1054452,1054453,2,1
T58-075346,1054460,1054462,1054463,3,1
T58-075347,1054472,1054473,1054474,2,1
T58-075348,1054484,1054485,1054486,2,1
T58-075349,1054493,1054495,1054496,3,1
T58-075350,1054527,1054528,1054529,2,1
T58-075351,1054535,1054536,1054537,2,1
T58-075352,1054554,1054555,1054556,2,1
T58-075353,1054561,1054562,1054563,2,1
T58-075354,1054568,1054569,1054570,2,1
T58-075355,1054599,1054600,1054601,2,1
T58-075356,1054609,1054610,1054611,2,1
T58-075357,1054621,1054622,1054623,2,1
T58-075358,1054632,1054633,1054634,2,1
T58-075359,1054645,1054647,1054648,3,1
T58-075360,1054654,1054655,1054656,2,1
T58-075361,1054661,1054662,1054663,2,1
T58-075362,1054668,1054669,1054670,2,1
T58-075363,1054683,1054684,1054685,2,1
T58-075364,1054697,1054698,1054699,2,1
T58-075365,1054707,1054708,1054709,2,1
T58-075366,1054719,1054720,1054721,2,1
T58-075367,1054731,1054732,1054733,2,1
T58-075368,1054752,1054753,1054754,2,1
T58-075369,1054760,1054761,1054762,2,1
T58-075370,1054775,1054776,1054777,2,1
T58-075371,1054785,1054787,1054788,3,1
T58-075372,1054808,1054809,1054810,2,1
T58-075373,1054815,1054816,1054817,2,1
T58-075374,1054838,1054839,1054840,2,1
T58-075375,1054849,1054850,1054851,2,1
T58-075376,1054868,1054869,1054870,2,1
T58-075377,1054892,1054894,1054895,3,1
T58-075378,1054908,1054909,1054910,2,1
T58-075379,1054926,1054927,1054928,2,1
T58-075380,1054969,1054970,1054971,2,1
T58-075381,1054976,1054977,1054978,2,1
T58-075382,1054991,1054992,1054993,2,1
T58-075383,1055005,1055006,1055007,2,1
T58-075384,1055013,1055014,1055015,2,1
T58-075385,1055022,1055023,1055024,2,1
T58-075386,1055029,1055030,1055031,2,1
T58-075387,1055056,1055057,1055058,2,1
T58-075388,1055067,1055068,1055069,2,1
T58-075389,1055091,1055092,1055093,2,1
T58-075390,1055100,1055101,1055102,2,1
T58-075391,1055113,1055114,1055115,2,1
T58-075392,1055124,1055125,1055126,2,1
T58-075393,1055132,1055133,1055134,2,1
T58-075394,1055147,1055148,1055149,2,1
T58-075395,1055164,1055165,1055166,2,1
T58-075396,1055173,1055174,1055175,2,1
T58-075397,1055184,1055185,1055186,2,1
T58-075398,1055191,1055192,1055193,2,1
T58-075399,1055203,1055204,1055205,2,1
T58-075400,1055211,1055212,1055213,2,1
T58-075401,1055225,1055226,1055227,2,1
T58-075402,1055235,1055236,1055237,2,1
T58-075403,1055249,1055250,1055251,2,1
T58-075404,1055256,1055257,1055258,2,1
T58-075405,1055265,1055266,1055267,2,1
T58-075406,1055274,1055275,1055276,2,1
T58-075407,1055293,1055295,1055296,3,1
T58-075408,1055307,1055308,1055309,2,1
T58-075409,1055326,1055327,1055328,2,1
T58-075410,1055357,1055358,1055359,2,1
T58-075411,1055376,1055377,1055378,2,1
T58-075412,1055390,1055391,1055392,2,1
T58-075413,1055406,1055407,1055408,2,1
T58-075414,1055419,1055420,1055421,2,1
T58-075415,1055431,1055432,1055433,2,1
T58-075416,1055442,1055443,1055444,2,1
T58-075417,1055460,1055461,1055462,2,1
T58-075418,1055477,1055478,1055479,2,1
T58-075419,1055499,1055500,1055501,2,1
T58-075420,1055512,1055513,1055514,2,1
T58-075421,1055524,1055526,1055527,3,1
T58-075422,1055532,1055533,1055534,2,1
T58-075423,1055543,1055545,1055546,3,1
T58-075424,1055552,1055553,1055554,2,1
T58-075425,1055561,1055562,1055563,2,1
T58-075426,1055584,1055585,1055586,2,1
T58-075427,1055596,1055597,1055598,2,1
T58-075428,1055612,1055613,1055614,2,1
T58-075429,1055628,1055629,1055630,2,1
T58-075430,1055640,1055641,1055642,2,1
T58-075431,1055655,1055656,1055657,2,1
T58-075432,1055668,1055669,1055670,2,1
T58-075433,1055677,1055679,1055680,3,1
T58-075434,1055693,1055694,1055695,2,1
T58-075435,1055706,1055707,1055708,2,1
T58-075436,1055716,1055717,1055718,2,1
T58-075437,1055730,1055731,1055732,2,1
T58-075438,1055766,1055767,1055768,2,1
T58-075439,1055781,1055782,1055783,2,1
T58-075440,1055790,1055791,1055792,2,1
T58-075441,1055798,1055799,1055800,2,1
T58-075442,1055813,1055814,1055815,2,1
T58-075443,1055824,1055825,1055826,2,1
T58-075444,1055843,1055844,1055845,2,1
T58-075445,1055851,1055852,1055853,2,1
T58-075446,1055859,1055860,1055861,2,1
T58-075447,1055884,1055885,1055886,2,1
T58-075448,1055897,1055898,1055899,2,1
T58-075449,1055914,1055915,1055916,2,1
T58-075450,1055925,1055926,1055927,2,1
T58-075451,1055933,1055934,1055935,2,1
T58-075452,1055949,1055950,1055951,2,1
T58-075453,1055960,1055961,1055962,2,1
T58-075454,1055976,1055978,1055979,3,1
T58-075455,1055991,1055995,1055996,5,1
T58-075456,1056011,1056012,1056013,2,1
T58-075457,1056020,1056021,1056022,2,1
T58-075458,1056030,1056031,1056032,2,1
T58-075459,1056044,1056045,1056046,2,1
T58-075460,1056052,1056053,1056054,2,1
T58-075461,1056064,1056065,1056066,2,1
T58-075462,1056081,1056083,1056084,3,1
T58-075463,1056097,1056098,1056099,2,1
T58-075464,1056108,1056109,1056110,2,1
T58-075465,1056121,1056122,1056123,2,1
T58-075466,1056135,1056137,1056138,3,1
T58-075467,1056167,1056168,1056169,2,1
T58-075468,1056174,1056175,1056176,2,1
T58-075469,1056184,1056185,1056186,2,1
T58-075470,1056195,1056196,1056197,2,1
T58-075471,1056214,1056215,1056216,2,1
T58-075472,1056226,1056227,1056228,2,1
T58-075473,1056238,1056239,1056240,2,1
T58-075474,1056251,1056252,1056253,2,1
T58-075475,1056261,1056262,1056263,2,1
