trade_sequence,best_family_cumulative_net_R,complement_cumulative_net_R,long_cumulative_net_R,short_cumulative_net_R
204,,-23.033736142755377,-11.017139165938033,-15.72204394894648
205,,-24.07140666461391,-12.049615975730639,-15.49515659281683
206,,-23.400272245103455,-11.982579113199897,-15.017443503875878
207,,-24.44647049154403,-11.858824670980056,-13.05572826354209
208,,-22.470161398503578,-12.881090546756477,-14.093448109935457
209,,-23.48644362851698,-12.993734091048571,-14.32876900340459
210,,-23.016280724995234,-14.040373403951696,-15.362246852211936
211,,-22.988609038993584,-15.066140138773848,-13.409369848970996
212,,-24.008216647971746,-13.11221144381905,-13.550697764093695
213,,-25.02244081915331,-12.441728953010717,-12.733246094047084
214,,-25.934004529735077,-10.485385325878037,-13.77370158611486
215,,-26.600388067525152,-11.519577219444418,-14.795590122686624
216,,-25.27948937390093,-12.552663129384364,-15.843555450054728
217,,-23.306957417330747,-13.582940817674793,-13.892598719853252
218,,-21.650763851590717,-13.14707484703178,-12.861271715655711
219,,-21.010158686029584,-14.19297662511359,-12.918043037897345
220,,-21.03155026635997,-13.981608689581371,-13.949932464582034
221,,-22.05525601199542,-14.998190445669058,-12.015301329212805
222,,-23.088919037784134,-16.022888299611665,-13.049150878932851
223,,-23.829027894278926,-15.78675175089114,-14.08204287476104
224,,-22.727531149305676,-14.519458035330674,-14.534644071917434
225,,-21.336123068350513,-15.543903998563016,-15.620821325246206
226,,-22.410812821480746,-16.613813201700836,-16.675722161814186
227,,-23.457757630714376,-14.672315574352337,-17.702438520096273
228,,-24.51595723407652,-14.234390912993847,-18.737972512774842
229,,-25.569769715564913,-12.253685283562005,-19.770068672368822
230,,-26.589665964077298,-11.5877702657986,-20.81700898664208
231,,-27.639112923448486,-11.74508688847537,-18.828748272520826
232,,-26.091503038125957,-12.82269502221906,-16.883665805575916
233,,-24.143065804777958,-12.994162154661483,-17.904602833338117
234,,-25.18783705774126,-14.026754845384305,-18.974347326402302
235,,-26.232527798253617,-13.812605272716912,-20.009180007419815
236,,-27.256123499662706,-14.86398297743911,-21.038120666355773
237,,-26.279567638572345,-12.895604414581369,-21.132986752371373
238,,-24.33087160509518,-12.583534347941452,-22.168402860643205
