trade_id,date,year,quarter,chronological_half,direction,crt_direction,session,setup_session,HTF_regime,setup_HTF_regime,volatility_state,setup_timestamp,setup_score,setup_score_band,setup_type,setup_structure_event_type,matching_bos_on_setup_bar,matching_liquidity_sweep_on_setup_bar,liquidity_context,sweep_direction,swept_level_type,swept_level_prices,swept_level_count,sweep_age_bars,crt_bar_sweep_type,setup_structure_level,setup_close_beyond_structure_atr,setup_body_atr,setup_range_atr,setup_candle_direction,bos_timestamp,bos_direction,bos_level,setup_to_bos_bars,same_bar_setup_bos,setup_bos_timing,bos_displacement_atr,bos_close_beyond_structure_atr,bos_body_atr,bos_range_atr,bos_body_pct_range,bos_upper_wick_ratio,bos_lower_wick_ratio,bos_candle_direction,bos_relative_volume_20,retest_timestamp,bars_BOS_to_retest,bos_retest_timing,retest_probe_price,retest_penetration_points,retest_penetration_atr,retest_reclaim_distance_atr,retest_range_atr,retest_body_atr,retest_upper_wick_ratio,retest_lower_wick_ratio,retest_wick_toward_atr,retest_wick_away_atr,retest_candle_direction,retest_behavior,retest_merely_touched_bos,retest_meaningfully_penetrated,retest_reclaimed_at_close,confirmation_timestamp,bars_retest_to_confirmation,retest_confirm_timing,confirmation_body_atr,confirmation_range_atr,confirmation_body_pct_range,confirmation_close_displacement_from_BOS_atr,confirmation_displacement_from_retest_close_atr,confirmation_rejection_wick_atr,confirmation_direction,entry_timestamp,entry_price,entry_ATR,entry_ATR_percentile_prior_100,stop_price,stop_distance_points,stop_distance_ATR,target_price,target_distance_points,target_structure,cost_R,gross_R,net_R,outcome,MFE_R,MAE_R,exit_timestamp,exit_price,exit_reason,family_id
A0097,2024-04-29,2024,2024-Q2,First 50%,Long,Long,Overnight,Overnight,Bull,Bull,LOW,2024-04-29 00:40:00-05:00,90.0,90-94,Matching BOS only,Bull BOS,True,False,Recent SSL,SSL,Swing low / sell-side,[17439.0],1,19.0,None,17457.0,0.22760243587870932,0.8193687691633535,1.3200941280965142,With trade,2024-04-29 00:40:00-05:00,Long,17457.0,0,True,Same-bar Setup+BOS,0.8193687691633535,0.22760243587870932,0.8193687691633535,1.3200941280965142,0.6206896551724138,0.13793103448275862,0.2413793103448276,With trade,1.2608381502890174,2024-04-29 00:45:00-05:00,1,Immediate retest (1 bar),17453.25,3.75,0.6872049409876246,-0.09162732546501662,0.8704595919176579,0.27488197639504985,0.0,0.6842105263157895,0.595577615522608,0.0,Against trade,Penetration without same-bar reclaim,False,True,False,2024-04-29 00:55:00-05:00,2,Delayed confirmation (2+ bars),0.8283183634269387,1.1770839901330181,0.7037037037037037,0.7847226600886787,0.8719140667651987,0.21797851669129967,With trade,2024-04-29 00:55:00-05:00,17461.5,5.7345100745420945,0.26,17452.898234888187,8.60176511181271,1.4999999999999247,17478.703530223625,17.20353022362542,Fixed 2.00R target,0.08428502645397343,-1.0,-1.0842850264539734,Loss,0.17438281335304848,1.9763385513345493,2024-04-29 01:00:00-05:00,17452.898234888187,STOP,F::Long::Same-bar Setup+BOS::Penetration without same-bar reclaim
A0098,2024-04-29,2024,2024-Q2,First 50%,Long,Long,Midday,Midday,Bull,Bull,MID,2024-04-29 12:25:00-05:00,75.0,75-79,Matching BOS only,Bull CHoCH,True,False,No recent matching sweep,None,None,[],0,,None,17454.0,0.6485345831372901,0.9264779759104145,0.9882431743044421,With trade,2024-04-29 12:25:00-05:00,Long,17454.0,0,True,Same-bar Setup+BOS,0.9419192755089213,0.6485345831372901,0.9264779759104145,0.9882431743044421,0.9375,0.03125,0.03125,With trade,1.3940009168904315,2024-04-29 12:30:00-05:00,1,Immediate retest (1 bar),17452.75,1.25,0.0777002460022303,0.7303823124209649,0.9168629028263175,0.062160196801784244,0.11864406779661017,0.8135593220338984,0.7459223616214109,0.10878034440312243,With trade,Penetration + same-bar reclaim,False,True,True,2024-04-29 12:40:00-05:00,2,Delayed confirmation (2+ bars),0.1506388516335704,0.48539185526372686,0.3103448275862069,0.7197189578048363,-0.06695060072603129,0.10042590108904693,With trade,2024-04-29 12:40:00-05:00,17464.75,14.936385770339871,0.51,17442.34542134449,22.404578655510704,1.50000000000006,17509.55915731102,44.80915731102141,Fixed 2.00R target,0.032359457017580494,-1.0,-1.0323594570175805,Loss,0.31243613672146686,1.327853581066234,2024-04-29 13:00:00-05:00,17442.34542134449,STOP,F::Long::Same-bar Setup+BOS::Penetration + same-bar reclaim
A0099,2024-04-29,2024,2024-Q2,First 50%,Long,Long,Afternoon,Afternoon,Bull,Bull,HIGH,2024-04-29 14:50:00-05:00,100.0,95+,Matching BOS only,Bull CHoCH,True,False,Recent SSL,SSL,Swing low / sell-side,[17354.5],1,10.0,None,17431.5,0.1417344791277853,1.5118344440297098,1.8307370220672268,With trade,2024-04-29 14:50:00-05:00,Long,17431.5,0,True,Same-bar Setup+BOS,1.5472680638116563,0.1417344791277853,1.5118344440297098,1.8307370220672268,0.8258064516129032,0.11612903225806452,0.05806451612903226,With trade,1.4911016746982204,2024-04-29 14:55:00-05:00,1,Immediate retest (1 bar),17432.0,0.0,0.0,0.6549570464198129,0.8931232451179267,0.500149017266039,0.29333333333333333,0.14666666666666667,0.13099140928396258,0.26198281856792516,With trade,Tolerance-only shallow touch,True,False,True,2024-04-29 15:00:00-05:00,1,Immediate confirmation (1 bar),0.5708699970066868,1.281544891239501,0.44545454545454544,1.2116424426264374,0.5708699970066868,0.023300816204354566,With trade,2024-04-29 15:00:00-05:00,17457.5,21.458475772473484,0.76,17425.31228634129,32.18771365870998,1.4999999999999887,17521.87542731742,64.37542731741996,Fixed 2.00R target,0.02252412233087625,-0.2640759169826851,-0.28660003931356137,Loss,0.24077510077833233,0.2873767331870418,2024-04-29 17:00:00-05:00,17449.0,TIME,F::Long::Same-bar Setup+BOS::Tolerance-only shallow touch
A0100,2024-04-29,2024,2024-Q2,First 50%,Short,Short,Overnight,Overnight,Bull,Bull,LOW,2024-04-29 23:15:00-05:00,75.0,75-79,Matching BOS only,Bear CHoCH,True,False,Recent BSL,BSL,Swing high / buy-side,[17457.25],1,20.0,None,17447.5,0.08080412700791301,0.5656288890553911,1.050453651102869,With trade,2024-04-29 23:15:00-05:00,Short,17447.5,0,True,Same-bar Setup+BOS,0.40402063503956503,0.08080412700791301,0.5656288890553911,1.050453651102869,0.5384615384615384,0.15384615384615385,0.3076923076923077,With trade,1.8457752255947497,2024-04-29 23:20:00-05:00,1,Immediate retest (1 bar),17447.75,0.25,0.08289769031798797,0.33159076127195186,0.6631815225439037,0.2486930709539639,0.25,0.375,0.16579538063597593,0.2486930709539639,With trade,Penetration + same-bar reclaim,False,True,True,2024-04-29 23:30:00-05:00,2,Delayed confirmation (2+ bars),0.5894337919072405,1.3472772386451213,0.4375,0.5894337919072405,0.2526144822459602,0.4210241370766004,With trade,2024-04-29 23:30:00-05:00,17445.75,2.9689509221001673,0.01,17450.203426383152,4.453426383151964,1.5000000000005769,17436.8431472337,8.90685276630029,Fixed 2.00R target,0.1627959996695562,2.0,1.8372040003304437,Win,2.0770524095770964,0.280682758050959,2024-04-30 00:10:00-05:00,17436.8431472337,TARGET,F::Short::Same-bar Setup+BOS::Penetration + same-bar reclaim
A0101,2024-05-03,2024,2024-Q2,First 50%,Long,Long,Midday,Midday,Bull,Bull,LOW,2024-05-03 13:05:00-05:00,75.0,75-79,Matching BOS only,Bull CHoCH,True,False,No recent matching sweep,None,None,[],0,,None,17544.5,0.4764532439452494,0.7759381401394061,0.980132387544513,With trade,2024-05-03 13:05:00-05:00,Long,17544.5,0,True,Same-bar Setup+BOS,0.8167769896204276,0.4764532439452494,0.7759381401394061,0.980132387544513,0.7916666666666666,0.027777777777777776,0.18055555555555555,With trade,1.4174976785498001,2024-05-03 13:40:00-05:00,7,Delayed retest (2+ bars),17543.0,1.5,0.09261148741073547,0.49392793285725584,1.265690327946718,0.03087049580357849,0.5365853658536586,0.43902439024390244,0.5556689244644129,0.6791509076787268,With trade,Penetration + same-bar reclaim,False,True,True,2024-05-03 13:45:00-05:00,1,Immediate confirmation (1 bar),0.23457707885195353,0.8288390119435691,0.2830188679245283,0.7662851242497148,0.26585402269888064,0.5629849892446884,With trade,2024-05-03 13:45:00-05:00,17556.75,15.986216634433848,0.27,17532.77067504835,23.979324951651506,1.500000000000046,17604.708649903303,47.95864990330301,Fixed 2.00R target,0.03023437905202864,-1.0,-1.0302343790520287,Loss,0.33362073436721257,1.1989495141321702,2024-05-03 14:45:00-05:00,17532.77067504835,STOP,F::Long::Same-bar Setup+BOS::Penetration + same-bar reclaim
A0102,2024-05-06,2024,2024-Q2,First 50%,Long,Long,Morning,Opening,Bull,Bull,HIGH,2024-05-06 10:05:00-05:00,100.0,95+,Matching liquidity sweep only,Recent bull structure,False,True,Recent SSL,SSL,Swing low / sell-side,[17619.25],1,0.0,Sweep below CRT reference,17657.25,-1.2405533293704345,0.9988870963761941,1.2566644115700507,With trade,2024-05-06 10:40:00-05:00,Long,17651.25,7,False,Delayed BOS,0.48426898430438053,0.01729532086801359,0.5015643051723941,0.6918128347205437,0.725,0.175,0.1,With trade,0.62053385064951,2024-05-06 10:45:00-05:00,1,Immediate retest (1 bar),17649.75,1.5,0.10504616974982661,0.28012311933287093,0.8403693579986129,0.24510772941626208,0.5416666666666666,0.16666666666666666,0.14006155966643546,0.4552000689159153,With trade,Penetration + same-bar reclaim,False,True,True,2024-05-06 10:55:00-05:00,2,Delayed confirmation (2+ bars),0.01883004263927222,0.5272411938996221,0.03571428571428571,0.01883004263927222,-0.2824506395890833,0.16947038375344997,With trade,2024-05-06 10:55:00-05:00,17651.5,13.27665607504235,0.76,17631.58501588744,19.914984112561797,1.4999999999998699,17691.329968225127,39.82996822512723,Fixed 2.00R target,0.03640474910259612,-1.0,-1.036404749102596,Loss,0.05021344703806361,1.04192902603982,2024-05-06 11:10:00-05:00,17631.58501588744,STOP,F::Long::Delayed BOS::Penetration + same-bar reclaim
A0103,2024-05-06,2024,2024-Q2,First 50%,Long,Long,Afternoon,Afternoon,Bull,Bull,HIGH,2024-05-06 14:45:00-05:00,75.0,75-79,Matching BOS only,Bull BOS,True,False,No recent matching sweep,None,None,[],0,,Sweep below CRT reference,17693.25,0.7390295863608509,0.7390295863608509,1.7244023681753187,With trade,2024-05-06 14:45:00-05:00,Long,17693.25,0,True,Same-bar Setup+BOS,0.7595581859819857,0.7390295863608509,0.7390295863608509,1.7244023681753187,0.42857142857142855,0.2261904761904762,0.34523809523809523,With trade,2.16007634537986,2024-05-06 14:50:00-05:00,1,Immediate retest (1 bar),17693.0,0.25,0.01917117861805409,1.7829196114790304,1.859604325951247,1.1310995384651914,0.030927835051546393,0.36082474226804123,0.6709912516318932,0.05751353585416227,With trade,Penetration + same-bar reclaim,False,True,True,2024-05-06 14:55:00-05:00,1,Immediate confirmation (1 bar),1.5055666784796642,1.8461115224214928,0.8155339805825242,3.1724440725107206,1.5055666784796642,0.2688511925856543,With trade,2024-05-06 14:55:00-05:00,17737.5,13.948236434938906,0.71,17716.577645347592,20.922354652408103,1.4999999999999816,17779.344709304816,41.844709304816206,Fixed 2.00R target,0.03465193148881809,-0.5616002689567001,-0.5962522004455182,Loss,0.19118307028313428,0.8603238162741043,2024-05-06 15:55:00-05:00,17725.75,TIME,F::Long::Same-bar Setup+BOS::Penetration + same-bar reclaim
A0104,2024-05-07,2024,2024-Q2,First 50%,Short,Short,Overnight,Overnight,Bull,Bull,HIGH,2024-05-07 02:20:00-05:00,90.0,90-94,Matching BOS only,Bear CHoCH,True,False,Recent BSL,BSL,Equal high / buy-side,[17728.5],1,5.0,None,17719.0,0.14019943102784851,1.682393172334182,2.1029914654177277,With trade,2024-05-07 02:20:00-05:00,Short,17719.0,0,True,Same-bar Setup+BOS,1.7291263160101316,0.14019943102784851,1.682393172334182,2.1029914654177277,0.8,0.022222222222222223,0.17777777777777778,With trade,2.3253370688145685,2024-05-07 02:25:00-05:00,1,Immediate retest (1 bar),17726.5,7.5,1.303638654735046,0.08690924364900307,1.9120033602780675,0.1303638654735046,0.7272727272727273,0.20454545454545456,1.3905478983840491,0.3910915964205138,Against trade,Penetration + same-bar reclaim,False,True,True,2024-05-07 02:30:00-05:00,1,Immediate confirmation (1 bar),0.8897551376776575,1.9008405214022683,0.46808510638297873,0.849311722328673,0.7684248916307042,0.849311722328673,With trade,2024-05-07 02:30:00-05:00,17713.75,6.181475966922208,0.99,17723.022213950382,9.272213950382138,1.4999999999998102,17695.205572099232,18.544427900767914,Fixed 2.00R target,0.07819060300804646,-0.29658504589255247,-0.37477564890059895,Loss,1.9952084905501513,0.5392455379865273,2024-05-07 03:30:00-05:00,17716.5,TIME,F::Short::Same-bar Setup+BOS::Penetration + same-bar reclaim
A0105,2024-05-07,2024,2024-Q2,First 50%,Long,Long,Premarket,Premarket,Bull,Bull,HIGH,2024-05-07 07:50:00-05:00,75.0,75-79,Matching BOS only,Bull CHoCH,True,False,Recent SSL,SSL,Swing low / sell-side,[17695.25],1,15.0,Sweep below CRT reference,17725.25,0.09553123632102987,0.28659370896308967,1.432968544815448,With trade,2024-05-07 07:50:00-05:00,Long,17725.25,0,True,Same-bar Setup+BOS,0.25474996352274637,0.09553123632102987,0.28659370896308967,1.432968544815448,0.2,0.4,0.4,With trade,1.6973443866797806,2024-05-07 07:55:00-05:00,1,Immediate retest (1 bar),17722.75,2.5,0.3028707161793247,0.8783250769200417,1.6355018673683535,0.7874638620662443,0.2777777777777778,0.24074074074074073,0.39373193103312215,0.4543060742689871,With trade,Penetration + same-bar reclaim,False,True,True,2024-05-07 08:00:00-05:00,1,Immediate confirmation (1 bar),0.21340252980376495,0.914582270587564,0.23333333333333334,1.097498724705077,0.21340252980376495,0.39631898392127773,With trade,2024-05-07 08:00:00-05:00,17734.25,8.200465109805487,0.99,17721.94930233529,12.300697664708423,1.5000000000000235,17758.851395329417,24.601395329416846,Fixed 2.00R target,0.0589397463267532,2.0,1.9410602536732469,Win,3.4144404768601855,0.3251848073200177,2024-05-07 08:30:00-05:00,17758.851395329417,TARGET,F::Long::Same-bar Setup+BOS::Penetration + same-bar reclaim
A0106,2024-05-09,2024,2024-Q2,First 50%,Long,Long,Opening,Opening,Bull,Bull,HIGH,2024-05-09 09:35:00-05:00,100.0,95+,Matching BOS only,Bull CHoCH,True,False,Recent SSL,SSL,Swing low / sell-side,[17666.0],1,11.0,None,17727.5,0.7396073465571558,1.405253958458596,1.7750576317371738,With trade,2024-05-09 09:35:00-05:00,Long,17727.5,0,True,Same-bar Setup+BOS,1.3946881392220651,0.7396073465571558,1.405253958458596,1.7750576317371738,0.7916666666666666,0.20833333333333334,0.0,With trade,1.7208121060031143,2024-05-09 09:45:00-05:00,2,Delayed retest (2+ bars),17726.75,0.75,0.032746762293484694,0.7422599453189864,0.829584644768279,0.16373381146742347,0.06578947368421052,0.7368421052631579,0.6112728961450477,0.054577937155807825,With trade,Penetration + same-bar reclaim,False,True,True,2024-05-09 09:50:00-05:00,1,Immediate confirmation (1 bar),0.6907043072583161,0.942866197209765,0.7325581395348837,1.4362264166799907,0.6907043072583161,0.16445340649007528,With trade,2024-05-09 09:50:00-05:00,17760.25,22.802811325324,0.97,17726.045783012014,34.204216987986,1.5,17828.658433975972,68.408433975972,Fixed 2.00R target,0.02119621683649859,-0.8259215525946003,-0.847117769431099,Loss,0.5043237799028976,0.9282481166328693,2024-05-09 10:50:00-05:00,17732.0,TIME,F::Long::Same-bar Setup+BOS::Penetration + same-bar reclaim
A0107,2024-05-10,2024,2024-Q2,First 50%,Short,Short,Premarket,Premarket,Bull,Bull,HIGH,2024-05-10 07:25:00-05:00,75.0,75-79,Matching liquidity sweep only,Recent bear structure,False,True,Recent BSL,BSL,Swing high / buy-side,[17841.75],1,0.0,None,17818.0,-2.994165586653826,0.7064885092104534,1.0092692988720762,Against trade,2024-05-10 07:35:00-05:00,Short,17818.0,2,False,Delayed BOS,1.7007894128186922,0.6803157651274769,1.7007894128186922,2.012600805168786,0.8450704225352113,0.0,0.15492957746478872,With trade,2.8285991202564675,2024-05-10 07:40:00-05:00,1,Immediate retest (1 bar),17817.75,0.0,0.0,0.6115836701793985,1.2509665980942244,0.027799257735427206,0.4444444444444444,0.5333333333333333,0.5559851547085441,0.667182185650253,With trade,Tolerance-only shallow touch,True,False,True,2024-05-10 07:45:00-05:00,1,Immediate confirmation (1 bar),0.5780137883719052,1.1285031106308625,0.5121951219512195,1.238600975082654,0.6330627205978009,0.13762233056473933,With trade,2024-05-10 07:45:00-05:00,17806.75,9.08282830897115,1.0,17820.37424246346,13.624242463458359,1.5000000000001799,17779.501515073087,27.24848492691308,Fixed 2.00R target,0.0532139678183595,-1.0,-1.0532139678183594,Loss,1.3762233056472284,3.541481306532201,2024-05-10 08:30:00-05:00,17820.37424246346,STOP,F::Short::Delayed BOS::Tolerance-only shallow touch
A0108,2024-05-10,2024,2024-Q2,First 50%,Long,Long,Midday,Midday,Bull,Bull,MID,2024-05-10 13:05:00-05:00,100.0,95+,Matching BOS only,Bull CHoCH,True,False,Recent SSL,SSL,Swing low / sell-side,[17761.25],1,8.0,None,17793.75,0.3997237609934442,1.2631270847392837,1.295104985618759,With trade,2024-05-10 13:05:00-05:00,Long,17793.75,0,True,Same-bar Setup+BOS,1.2791160351790214,0.3997237609934442,1.2631270847392837,1.295104985618759,0.9753086419753086,0.0,0.024691358024691357,With trade,1.1090923970865045,2024-05-10 13:10:00-05:00,1,Immediate retest (1 bar),17793.0,0.75,0.04917678654990569,0.08196131091650949,0.6720827495153778,0.32784524366603796,0.3170731707317073,0.1951219512195122,0.1311380974664152,0.21309940838292468,Against trade,Penetration + same-bar reclaim,False,True,True,2024-05-10 13:15:00-05:00,1,Immediate confirmation (1 bar),0.301775768788101,0.7041434605055689,0.42857142857142855,0.3856023712292401,0.301775768788101,0.1508878843940505,With trade,2024-05-10 13:15:00-05:00,17799.5,14.911734027127215,0.47,17777.132398959307,22.367601040692534,1.5000000000001148,17844.23520208138,44.73520208138143,Fixed 2.00R target,0.03241295294390466,-1.0,-1.0324129529439046,Loss,0.011176880325484365,1.1847493145013428,2024-05-10 13:30:00-05:00,17777.132398959307,STOP,F::Long::Same-bar Setup+BOS::Penetration + same-bar reclaim
A0109,2024-05-14,2024,2024-Q2,First 50%,Short,Short,Premarket,Premarket,Bull,Bull,HIGH,2024-05-14 06:25:00-05:00,90.0,90-94,Matching BOS only,Bear CHoCH,True,False,Recent BSL,BSL,Swing high / buy-side,[17842.75],1,7.0,None,17830.25,0.6854118768225277,1.7563679343577272,2.013397388166175,With trade,2024-05-14 06:25:00-05:00,Short,17830.25,0,True,Same-bar Setup+BOS,1.8420444189605432,0.6854118768225277,1.7563679343577272,2.013397388166175,0.8723404255319149,0.1276595744680851,0.0,With trade,1.7179244004877388,2024-05-14 06:40:00-05:00,3,Delayed retest (2+ bars),17831.75,1.5,0.2479930730417141,-0.0,1.4879584382502846,1.1159688286877136,0.16666666666666666,0.08333333333333333,0.2479930730417141,0.12399653652085706,Against trade,Penetration without same-bar reclaim,False,True,False,2024-05-14 06:45:00-05:00,1,Immediate confirmation (1 bar),0.12517699351942185,0.876238954635953,0.14285714285714285,0.20862832253236976,0.20862832253236976,0.4589823095712135,With trade,2024-05-14 06:45:00-05:00,17829.0,5.991516323513822,0.99,17837.98727448527,8.987274485269154,1.4999999999997364,17811.025451029458,17.974548970541946,Fixed 2.00R target,0.08066961804586383,-1.0,-1.080669618045864,Loss,0.8901475094716007,1.168318606181476,2024-05-14 07:10:00-05:00,17837.98727448527,STOP,F::Short::Same-bar Setup+BOS::Penetration without same-bar reclaim
A0110,2024-05-14,2024,2024-Q2,First 50%,Long,Long,Afternoon,Afternoon,Bull,Bull,LOW,2024-05-14 14:15:00-05:00,75.0,75-79,Matching BOS only,Bull BOS,True,False,No recent matching sweep,None,None,[],0,,Sweep below CRT reference,17956.0,0.27155282366067535,0.7422443846725126,1.1767289025295933,With trade,2024-05-14 14:15:00-05:00,Long,17956.0,0,True,Same-bar Setup+BOS,0.7422443846725126,0.27155282366067535,0.7422443846725126,1.1767289025295933,0.6307692307692307,0.1076923076923077,0.26153846153846155,With trade,0.8846516804994314,2024-05-14 14:20:00-05:00,1,Immediate retest (1 bar),17955.75,0.25,0.01794659356641216,0.2333057163633581,1.112688801117554,0.0,0.7741935483870968,0.22580645161290322,0.25125230992977027,0.8614364911877838,Doji,Penetration + same-bar reclaim,False,True,True,2024-05-14 14:25:00-05:00,1,Immediate confirmation (1 bar),0.018412053746064774,0.6628339348583319,0.027777777777777776,0.2577687524449068,0.018412053746064774,0.5155375048898136,With trade,2024-05-14 14:25:00-05:00,17959.5,13.578061602901455,0.25,17939.13290759565,20.367092404350842,1.4999999999999012,18000.234184808705,40.73418480870532,Fixed 2.00R target,0.03559663724239424,-0.5032628023924371,-0.5388594396348314,Loss,0.6751086373557528,0.761031554837394,2024-05-14 15:25:00-05:00,17949.25,TIME,F::Long::Same-bar Setup+BOS::Penetration + same-bar reclaim
A0111,2024-05-15,2024,2024-Q2,First 50%,Short,Short,Overnight,Overnight,Bull,Bull,HIGH,2024-05-15 02:25:00-05:00,75.0,75-79,Matching BOS only,Bear BOS,True,False,Recent BSL,BSL,Swing high / buy-side,[17957.0],1,15.0,None,17945.25,0.469452391815048,0.5163976309965528,1.220576218719125,With trade,2024-05-15 02:25:00-05:00,Short,17945.25,0,True,Same-bar Setup+BOS,0.5163976309965528,0.469452391815048,0.5163976309965528,1.220576218719125,0.4230769230769231,0.23076923076923078,0.34615384615384615,With trade,1.5696676548603528,2024-05-15 02:30:00-05:00,1,Immediate retest (1 bar),17946.5,1.25,0.2389744128604202,-0.047794882572084044,0.7647181211533447,0.4779488257208404,0.25,0.125,0.19117953028833617,0.09558976514416809,Against trade,Penetration without same-bar reclaim,False,True,False,2024-05-15 02:35:00-05:00,1,Immediate confirmation (1 bar),0.8945811318544552,1.8338913203016332,0.4878048780487805,0.7603939620762868,0.8051230186690097,0.044729056592722756,With trade,2024-05-15 02:35:00-05:00,17941.0,5.589207978973427,1.0,17949.38381196846,8.383811968458758,1.4999999999997526,17924.23237606308,16.767623936921154,Fixed 2.00R target,0.08647617607927825,-1.0,-1.0864761760792783,Loss,0.9244005029164227,1.4313298109673642,2024-05-15 03:30:00-05:00,17949.38381196846,STOP,F::Short::Same-bar Setup+BOS::Penetration without same-bar reclaim
A0112,2024-05-15,2024,2024-Q2,First 50%,Long,Long,Overnight,Overnight,Bull,Bull,LOW,2024-05-15 22:20:00-05:00,75.0,75-79,Matching BOS only,Bull BOS,True,False,Recent SSL,SSL,Swing low / sell-side,[18257.25],1,13.0,None,18270.75,0.3793336191602818,0.5057781588803757,0.9483340479007045,With trade,2024-05-15 22:20:00-05:00,Long,18270.75,0,True,Same-bar Setup+BOS,0.5057781588803757,0.3793336191602818,0.5057781588803757,0.9483340479007045,0.5333333333333333,0.4,0.06666666666666667,With trade,0.8748866727107888,2024-05-15 22:25:00-05:00,1,Immediate retest (1 bar),18269.75,1.0,0.2526805039976062,0.1263402519988031,1.0107220159904249,0.1263402519988031,0.5,0.375,0.37902075599640933,0.5053610079952124,Against trade,Penetration + same-bar reclaim,False,True,True,2024-05-15 22:30:00-05:00,1,Immediate confirmation (1 bar),0.5680960529257877,1.0099485385347338,0.5625,0.6943396202426294,0.5680960529257877,0.0,With trade,2024-05-15 22:30:00-05:00,18273.5,3.9605978397704606,0.02,18267.559103240343,5.940896759657335,1.500000000000415,18285.38179351931,11.881793519311032,Fixed 2.00R target,0.12203544840624655,-1.0,-1.1220354484062465,Loss,0.9257861603232497,1.0520297276400565,2024-05-15 23:10:00-05:00,18267.559103240343,STOP,F::Long::Same-bar Setup+BOS::Penetration + same-bar reclaim
A0113,2024-05-16,2024,2024-Q2,First 50%,Short,Short,Midday,Midday,Bull,Bull,HIGH,2024-05-16 12:20:00-05:00,75.0,75-79,Matching BOS only,Bear BOS,True,False,No recent matching sweep,None,None,[],0,,None,18247.25,1.5277053941629555,3.0402849923440995,3.705820015543803,With trade,2024-05-16 12:20:00-05:00,Short,18247.25,0,True,Same-bar Setup+BOS,3.0100334003804767,1.5277053941629555,3.0402849923440995,3.705820015543803,0.8204081632653061,0.053061224489795916,0.12653061224489795,With trade,5.0840260832402775,2024-05-16 12:30:00-05:00,2,Delayed retest (2+ bars),18246.75,0.0,0.0,0.2255958372284969,1.0715802268353602,0.8036851701265202,0.18421052631578946,0.06578947368421052,0.1973963575749348,0.07049869913390529,Against trade,Tolerance-only shallow touch,True,False,True,2024-05-16 12:35:00-05:00,1,Immediate confirmation (1 bar),0.42338588961213464,0.9879004090949808,0.42857142857142855,0.649191697405273,0.42338588961213464,0.11290290389656923,With trade,2024-05-16 12:35:00-05:00,18235.75,17.714336221433307,0.99,18262.32150433215,26.571504332150653,1.500000000000039,18182.6069913357,53.143008664301306,Fixed 2.00R target,0.027284868441670187,0.2916658350661372,0.26438096662446703,Win,1.2983833948105123,0.6774174233793977,2024-05-16 13:35:00-05:00,18228.0,TIME,F::Short::Same-bar Setup+BOS::Tolerance-only shallow touch
A0114,2024-05-17,2024,2024-Q2,First 50%,Short,Short,Premarket,Premarket,Bull,Bull,HIGH,2024-05-17 08:25:00-05:00,90.0,90-94,Matching BOS only,Bear CHoCH,True,False,Recent BSL,BSL,Swing high / buy-side,[18217.5],1,13.0,None,18203.25,1.4303488601761776,2.4042034032748516,2.4346363577466854,With trade,2024-05-17 08:25:00-05:00,Short,18203.25,0,True,Same-bar Setup+BOS,2.3433374943311844,1.4303488601761776,2.4042034032748516,2.4346363577466854,0.9875,0.0125,0.0,With trade,8.891910265125766,2024-05-17 08:30:00-05:00,1,Immediate retest (1 bar),18204.75,1.5,0.1602538066134795,2.2702622603576263,2.590769873584585,1.0149407752187034,0.5463917525773195,0.061855670103092786,1.4155752917524023,0.1602538066134795,With trade,Penetration + same-bar reclaim,False,True,True,2024-05-17 08:40:00-05:00,2,Delayed confirmation (2+ bars),1.4241264905226905,1.9635683429934065,0.7252747252747253,1.510437186918005,-0.32366511148242966,0.10788837049414322,With trade,2024-05-17 08:40:00-05:00,18185.75,11.586049490550577,1.0,18203.129074235825,17.3790742358251,1.499999999999934,18150.99185152835,34.7581484716502,Fixed 2.00R target,0.04171683659107055,-1.0,-1.0417168365910705,Loss,1.4385116065886396,1.1076539370732525,2024-05-17 09:25:00-05:00,18203.129074235825,STOP,F::Short::Same-bar Setup+BOS::Penetration + same-bar reclaim
A0115,2024-05-19,2024,2024-Q2,First 50%,Long,Long,Overnight,Overnight,Bull,Bull,LOW,2024-05-19 21:40:00-05:00,90.0,90-94,Matching BOS only,Bull BOS,True,False,Recent SSL,SSL,Swing low / sell-side,[18200.5],1,7.0,None,18211.5,0.528343073935582,0.9979813618783215,1.467619649821061,With trade,2024-05-19 21:40:00-05:00,Long,18211.5,0,True,Same-bar Setup+BOS,0.9979813618783215,0.528343073935582,0.9979813618783215,1.467619649821061,0.68,0.32,0.0,With trade,1.8955704033655034,2024-05-19 22:10:00-05:00,6,Delayed retest (2+ bars),18211.75,0.0,0.0,0.8517156072175077,0.9172321923880852,0.5241326813646201,0.14285714285714285,0.2857142857142857,0.26206634068231005,0.13103317034115503,With trade,Tolerance-only shallow touch,True,False,True,2024-05-19 22:15:00-05:00,1,Immediate confirmation (1 bar),0.5151248000199248,1.2234214000473214,0.42105263157894735,1.287812000049812,0.4507342000174342,0.0643906000024906,With trade,2024-05-19 22:15:00-05:00,18216.5,3.8825542857238498,0.02,18210.676168571415,5.823831428584526,1.4999999999996785,18228.147662857173,11.64766285717269,Fixed 2.00R target,0.12448849333817517,-1.0,-1.1244884933381751,Loss,0.5151248000200352,1.287812000050088,2024-05-19 22:45:00-05:00,18210.676168571415,STOP,F::Long::Same-bar Setup+BOS::Tolerance-only shallow touch
