bar_index,timestamp_chicago,timestamp_utc,open,high,low,close,entry_bar,low_le_stop,high_ge_target,first_exit_event,stop_level,target_level
3134047,2026-08-26 13:41:00-05:00,2026-08-26T18:41:00+00:00,29293.25,29294.75,29290.75,29293.75,True,False,False,,29286.571428571428,29309.946428571428
3134048,2026-08-26 13:42:00-05:00,2026-08-26T18:42:00+00:00,29293.5,29298.0,29292.5,29292.75,False,False,False,,29286.571428571428,29309.946428571428
3134049,2026-08-26 13:43:00-05:00,2026-08-26T18:43:00+00:00,29292.0,29294.25,29288.0,29289.25,False,False,False,,29286.571428571428,29309.946428571428
3134050,2026-08-26 13:44:00-05:00,2026-08-26T18:44:00+00:00,29289.5,29295.25,29288.5,29295.0,False,False,False,,29286.571428571428,29309.946428571428
3134051,2026-08-26 13:45:00-05:00,2026-08-26T18:45:00+00:00,29295.0,29313.75,29294.75,29311.25,False,False,True,TARGET,29286.571428571428,29309.946428571428
