trade_id,gross_r,net_r,exit_reason,label
E-000270,1.87500000000059,1.8748813486514424,TARGET,DIAGNOSTIC_ONLY
E-000271,1.8750000000002183,1.8748813850488912,TARGET,DIAGNOSTIC_ONLY
E-000272,1.8750000000002647,1.8748813521185386,TARGET,DIAGNOSTIC_ONLY
E-000273,1.8749999999996423,1.8748812139578799,TARGET,DIAGNOSTIC_ONLY
E-000274,1.8749999999998914,1.8748812118728524,TARGET,DIAGNOSTIC_ONLY
E-000275,1.875,1.8748812618994002,TARGET,DIAGNOSTIC_ONLY
E-000276,-1.0,-1.0001186787489038,STOP,DIAGNOSTIC_ONLY
E-000277,-1.0,-1.0001184478085696,STOP,DIAGNOSTIC_ONLY
E-000278,1.8750000000007276,1.8748816112540738,TARGET,DIAGNOSTIC_ONLY
E-000279,-1.0,-1.0001184101541083,STOP,DIAGNOSTIC_ONLY
E-000280,1.8749999999993385,1.874881609526564,TARGET,DIAGNOSTIC_ONLY
E-000281,1.8750000000002347,1.8748815639396632,TARGET,DIAGNOSTIC_ONLY
E-000282,-1.0,-1.0001184619783734,STOP,DIAGNOSTIC_ONLY
E-000283,1.874999999998181,1.8748815476971137,TARGET,DIAGNOSTIC_ONLY
E-000284,-1.0,-1.000118429151073,STOP,DIAGNOSTIC_ONLY
E-000285,-1.0,-1.0001184975906463,STOP,DIAGNOSTIC_ONLY
E-000286,1.8750000000007276,1.8748814951466988,TARGET,DIAGNOSTIC_ONLY
E-000287,1.8749999999993385,1.874881514858134,TARGET,DIAGNOSTIC_ONLY
E-000288,-1.0,-1.0001185283796645,STOP,DIAGNOSTIC_ONLY
E-000289,1.8749999999993385,1.8748814982582969,TARGET,DIAGNOSTIC_ONLY
E-000290,-1.0,-1.0001185010492888,STOP,DIAGNOSTIC_ONLY
E-000291,-1.0,-1.000118477188764,STOP,DIAGNOSTIC_ONLY
E-000292,-1.0,-1.0001185713034082,STOP,DIAGNOSTIC_ONLY
E-000293,-1.0,-1.0001185387615912,STOP,DIAGNOSTIC_ONLY
E-000294,1.8749999999995355,1.8748814179603333,TARGET,DIAGNOSTIC_ONLY
E-000295,1.8750000000001101,1.8748813774244224,TARGET,DIAGNOSTIC_ONLY
E-000296,-1.0,-1.0001185432609907,STOP,DIAGNOSTIC_ONLY
E-000297,-1.0,-1.0001186208427923,STOP,DIAGNOSTIC_ONLY
E-000298,-1.0,-1.0001185938161796,STOP,DIAGNOSTIC_ONLY
E-000299,-1.0,-1.0001185602233371,STOP,DIAGNOSTIC_ONLY
E-000300,1.875000000000428,1.8748814020271096,TARGET,DIAGNOSTIC_ONLY
E-000301,1.8749999999998628,1.8748814255798114,TARGET,DIAGNOSTIC_ONLY
E-000302,-1.0,-1.0001184298419865,STOP,DIAGNOSTIC_ONLY
E-000303,-1.0,-1.0001184281147177,STOP,DIAGNOSTIC_ONLY
E-000304,1.8749999999991604,1.8748816574937972,TARGET,DIAGNOSTIC_ONLY
E-000305,-1.0,-1.000118325260403,STOP,DIAGNOSTIC_ONLY
E-000306,1.8750000000007276,1.8748816630142986,TARGET,DIAGNOSTIC_ONLY
E-000307,1.8750000000024252,1.8748816585319013,TARGET,DIAGNOSTIC_ONLY
E-000308,1.8750000000024252,1.874881653702496,TARGET,DIAGNOSTIC_ONLY
