cohort,trade_id,timestamp,direction,entry_price,atr,m1_outcome,m1_net_r,15m_context,5m_context,phase58d_decision,p4_status,h1_status,location_score,direction_score,reaction_score,total_evidence,direction_confidence_band,market_state,aligned_with_active,reason_codes,feature_combo,move_3_atr,move_5_atr,move_10_atr,move_20_atr,dist_5_ext_atr,dist_10_ext_atr,dist_20_ext_atr,dist_origin_atr,dist_pullback_ext_atr,m5_move_atr,m15_move_atr,prior_bar_range_atr,entry_gap_prior_close_atr,same_dir_streak,opp_dir_streak,range_compression_ratio,bars_since_opp_start,bars_signal_to_entry,swing_distance_atr,bars_since_swing,near_recent_extreme,follows_expansion_bar,follows_pullback,chasing_extended_move,entry_archetype,loser_cause
last_week,LW-063076,2026-08-24 07:55:00-05:00,LONG,29219.25,8.589285714285714,STOP,-1.0000248197056236,BEARISH,,TAKE,KEEP,KEEP,2,2,2,5,MEDIUM,REVERSAL_TRANSITION,False,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_ALIGNED|CONF_HTF_CONTRADICTION|CONF_COUNTERTREND_STRONG|CONF_REVERSAL_SUPPORT_STRONG|COUNTERTREND_STRONG|PRIOR_MOVE_WEAKENING|COUNTERTREND_STRONG,ACT_OPP+STR_ALN+HTF-+REVE+STR,0.029106029106029108,-1.0478170478170479,1.7463617463617465,1.4553014553014554,-1.5717255717255718,-1.5717255717255718,-2.5031185031185035,0.11642411642411643,2.2702702702702706,-1.3679833679833682,0.2910602910602911,0.5821205821205822,0.11642411642411643,1,0,0.4,1,1,0.17463617463617465,1.0,False,False,True,True,EXTENDED_CONTINUATION,LATE_EXTENSION
last_week,LW-063077,2026-08-24 08:07:00-05:00,SHORT,29207.75,9.482142857142858,STOP,-1.000024830240052,BEARISH,,TAKE,KEEP,KEEP,2,2,3,7,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING,ACT_ALN+STR_ALN+HTF++UNCE+MOD,0.7382297551789077,0.6327683615819208,0.9491525423728813,0.6064030131826742,-0.3163841807909604,-0.42184557438794723,-0.7382297551789077,-0.0790960451977401,1.3709981167608285,-0.1845574387947269,-0.23728813559322032,1.2655367231638417,0.0790960451977401,2,0,0.4375,1,1,1.1337099811676081,2.0,False,True,False,False,CHOP,CHOP
last_week,LW-063078,2026-08-24 10:06:00-05:00,SHORT,29044.75,13.928571428571429,STOP,-1.000024973458012,NEUTRAL,,TAKE,KEEP,KEEP,1,2,2,5,HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|COUNTERTREND_STRONG,ACT_ALN+STR_ALN+HTF0+UNCE+MOD,1.2384615384615385,1.6333333333333333,3.446153846153846,3.58974358974359,-0.10769230769230768,-0.10769230769230768,-0.10769230769230768,-0.0,4.469230769230769,1.5974358974358973,2.458974358974359,1.1666666666666667,0.0,3,0,0.7288135593220338,1,1,1.3282051282051281,3.0,True,True,False,True,CHOP,LATE_EXTENSION
last_week,LW-063079,2026-08-24 10:24:00-05:00,LONG,29070.5,14.125,TARGET,2.499975048504846,BULLISH,,TAKE,KEEP,KEEP,2,2,3,6,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,ACT_ALN+STR_ALN+HTF++UNCE+STR,0.7964601769911505,0.8495575221238938,1.575221238938053,0.831858407079646,-0.3008849557522124,-0.3008849557522124,-0.6371681415929203,-0.017699115044247787,2.247787610619469,-2.6548672566371683,5.150442477876106,1.5044247787610618,-0.017699115044247787,1,0,0.9664429530201342,1,1,1.7876106194690264,3.0,False,True,False,True,CHOP,
last_week,LW-063080,2026-08-24 12:15:00-05:00,LONG,29194.0,13.053571428571429,STOP,-1.0000248449789582,TRANSITION,,TAKE,KEEP,KEEP,2,2,1,5,HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING,ACT_ALN+STR_ALN+HTF0+UNCE+MOD,-0.40218878248974005,0.6703146374829001,2.298221614227086,1.627906976744186,-1.2640218878248974,-1.2640218878248974,-1.2640218878248974,-0.019151846785225718,2.8153214774281805,0.45964432284541723,1.7811217510259918,0.9958960328317373,-0.019151846785225718,1,0,0.6436781609195402,1,1,0.09575923392612859,1.0,False,False,False,True,CHOP,LATE_EXTENSION
last_week,LW-063081,2026-08-24 12:22:00-05:00,SHORT,29145.5,14.214285714285714,STOP,-1.0000248873327156,BEARISH,,TAKE,KEEP,KEEP,0,3,2,5,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,ACT_ALN+STR_ALN+HTF++UNCE+STR,1.4597989949748744,3.201005025125628,3.7462311557788945,0.9321608040201006,-0.26381909547738697,-0.26381909547738697,-0.26381909547738697,0.052763819095477386,4.572864321608041,1.0376884422110553,3.8165829145728645,1.3015075376884422,-0.052763819095477386,4,0,0.9327354260089686,1,1,4.326633165829146,10.0,False,True,False,True,CHOP,LATE_EXTENSION
last_week,LW-063082,2026-08-24 12:56:00-05:00,SHORT,29121.5,9.535714285714286,STOP,-1.0000249038502824,BEARISH,,TAKE,KEEP,KEEP,1,4,2,7,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,ACT_ALN+STR_ALN+HTF++UNCE+STR,0.13108614232209737,0.3408239700374532,-0.13108614232209737,0.44569288389513106,-0.5243445692883895,-0.5243445692883895,-0.5243445692883895,-0.026217228464419474,2.2546816479400746,1.9138576779026215,-0.3932584269662921,0.8127340823970037,0.026217228464419474,2,0,1.0495049504950495,1,1,1.7827715355805243,5.0,False,False,True,False,CHOP,CHOP
last_week,LW-063083,2026-08-24 13:06:00-05:00,LONG,29156.5,9.589285714285714,TARGET,2.499975126008821,BULLISH,,TAKE,KEEP,KEEP,1,4,2,7,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,ACT_ALN+STR_ALN+HTF++UNCE+STR,0.7299813780260708,0.8603351955307263,3.5456238361266297,3.832402234636872,-0.3128491620111732,-0.3128491620111732,-0.3128491620111732,-0.026070763500931102,4.145251396648045,1.7728119180633148,6.674115456238362,1.4078212290502794,-0.026070763500931102,1,0,0.7096774193548387,1,1,4.145251396648045,11.0,False,True,False,True,CHOP,
last_week,LW-063084,2026-08-24 13:53:00-05:00,SHORT,29171.0,8.803571428571429,TARGET,2.4999751390468212,BEARISH,,TAKE,KEEP,KEEP,1,3,2,6,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,ACT_ALN+STR_ALN+HTF++UNCE+STR,1.618661257606491,0.9939148073022313,2.1866125760649084,5.73630831643002,-0.3123732251521298,-0.3123732251521298,-0.3123732251521298,-0.0,2.6409736308316427,4.344827586206897,4.089249492900608,0.9087221095334685,0.0,2,0,0.3584905660377359,1,1,1.3630831643002028,2.0,False,False,False,True,CHOP,
last_week,LW-063085,2026-08-24 17:42:00-05:00,SHORT,29118.0,4.714285714285714,STOP,-1.0000249027199168,BEARISH,,TAKE,KEEP,KEEP,2,3,2,7,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|COUNTERTREND_STRONG,ACT_ALN+STR_ALN+HTF++UNCE+MOD,1.4318181818181819,0.8484848484848485,1.0606060606060606,1.3787878787878787,-0.6363636363636364,-0.6363636363636364,-0.9545454545454545,0.21212121212121213,2.5454545454545454,-0.42424242424242425,1.909090909090909,1.5909090909090908,-0.21212121212121213,2,0,0.8333333333333333,1,1,1.803030303030303,3.0,False,True,False,True,CHOP,CHOP
last_week,LW-063086,2026-08-24 18:10:00-05:00,LONG,29124.0,3.75,STOP,-1.000024896764279,BULLISH,,TAKE,KEEP,KEEP,1,2,3,6,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING,ACT_ALN+STR_ALN+HTF++UNCE+MOD,1.2666666666666666,1.1333333333333333,0.7333333333333333,2.066666666666667,-0.2,-0.4,-0.4,-0.06666666666666667,2.0,1.7333333333333334,0.8,1.3333333333333333,-0.06666666666666667,2,0,0.48214285714285715,1,1,0.6666666666666666,2.0,False,True,False,False,CHOP,CHOP
last_week,LW-063087,2026-08-24 18:35:00-05:00,SHORT,29104.5,6.0,STOP,-1.000024915373645,BEARISH,,TAKE,KEEP,KEEP,2,4,1,7,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING,ACT_ALN+STR_ALN+HTF++UNCE+MOD,-0.16666666666666666,-0.5416666666666666,2.375,3.9166666666666665,-1.25,-1.25,-1.25,-0.125,2.75,3.4166666666666665,3.75,1.1666666666666667,0.125,1,0,0.5777777777777777,1,1,0.875,2.0,False,True,True,True,CHOP,LATE_EXTENSION
last_week,LW-063088,2026-08-24 20:09:00-05:00,LONG,29132.75,11.125,STOP,-1.0000248955887592,BULLISH,,TAKE,KEEP,KEEP,1,3,3,7,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,ACT_ALN+STR_ALN+HTF++UNCE+STR,0.6292134831460674,-0.1348314606741573,0.5842696629213483,1.4382022471910112,-0.7415730337078652,-0.7415730337078652,-1.0112359550561798,-0.02247191011235955,1.6853932584269662,4.337078651685394,0.3146067415730337,1.8202247191011236,-0.02247191011235955,2,0,0.9310344827586207,1,1,1.3258426966292134,1.0,False,True,True,False,CHOP,CHOP
last_week,LW-063089,2026-08-24 20:19:00-05:00,SHORT,29123.5,12.910714285714286,STOP,-1.0000249050265828,TRANSITION,,TAKE,KEEP,KEEP,2,2,2,6,HIGH,REVERSAL_TRANSITION,False,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_ALIGNED|CONF_COUNTERTREND_STRONG|CONF_REVERSAL_SUPPORT_STRONG|COUNTERTREND_STRONG|PRIOR_MOVE_WEAKENING|COUNTERTREND_STRONG,ACT_OPP+STR_ALN+HTF0+REVE+STR,0.07745504840940524,0.17427385892116182,0.7358229598893499,-0.09681881051175656,-0.6390041493775933,-0.6390041493775933,-0.7358229598893499,0.32918395573997233,1.5297372060857537,-1.0069156293222683,-0.2710926694329184,0.6002766251728907,-0.32918395573997233,1,0,0.9487179487179487,1,1,-0.2710926694329184,2.0,False,False,True,False,EARLY_CONTINUATION,WRONG_DIRECTION
last_week,LW-063090,2026-08-24 20:30:00-05:00,LONG,29114.25,11.696428571428571,TARGET,2.499975088096712,TRANSITION,,TAKE,KEEP,KEEP,3,1,0,4,LOW,PULLBACK,False,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_ALIGNED|FALSE_REVERSAL_HIGH|CONF_REVERSAL_SUPPORT_MODERATE|COUNTERTREND_WEAK|DOMINANT_MOVE_INTact|PULLBACK_AGAINST_DOMINANT|PULLBACK_AGAINST_DOMINANT|WEAK_REVERSAL_SUPPORT|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING,ACT_OPP+STR_ALN+HTF0+PULL+MOD,0.7267175572519085,1.0900763358778627,-0.3633587786259542,-0.8977099236641222,-0.7908396946564885,-1.3465648854961831,-2.479389312977099,-0.06412213740458016,1.6030534351145038,-1.667175572519084,-1.2824427480916032,1.0045801526717557,-0.06412213740458016,0,1,0.6153846153846154,1,1,1.43206106870229,5.0,False,True,False,False,EARLY_TURN,
last_week,LW-063091,2026-08-24 21:13:00-05:00,SHORT,29107.75,9.482142857142858,STOP,-1.0000249155724168,BEARISH,,TAKE,KEEP,KEEP,1,3,2,6,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|COUNTERTREND_STRONG,ACT_ALN+STR_ALN+HTF++UNCE+MOD,0.527306967984934,1.1600753295668549,3.374764595103578,3.796610169491525,-0.39548022598870053,-0.39548022598870053,-0.39548022598870053,-0.052730696798493404,3.902071563088512,2.504708097928437,1.1864406779661016,0.7645951035781544,0.052730696798493404,2,0,0.5263157894736842,1,1,3.453860640301318,11.0,False,False,False,True,CHOP,LATE_EXTENSION
last_week,LW-063092,2026-08-24 21:20:00-05:00,LONG,29137.5,10.625,STOP,-1.0000248911014311,BULLISH,,TAKE,KEEP,KEEP,2,3,2,7,MEDIUM,REVERSAL_TRANSITION,False,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_OPPOSED|CONF_HTF_SUPPORT|CONF_COUNTERTREND_STRONG|CONF_REVERSAL_SUPPORT_STRONG|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,ACT_OPP+STR_OPP+HTF++REVE+STR,2.1176470588235294,3.0588235294117645,2.4235294117647057,0.35294117647058826,-0.23529411764705882,-0.23529411764705882,-0.7529411764705882,-0.047058823529411764,3.152941176470588,-0.7058823529411765,2.7294117647058824,1.0588235294117647,-0.047058823529411764,4,0,0.8674698795180723,1,1,1.1764705882352942,4.0,True,True,False,True,LATE_CHASE,LATE_EXTENSION
last_week,LW-063093,2026-08-24 21:51:00-05:00,SHORT,29116.75,11.267857142857142,STOP,-1.000024909396671,BEARISH,,TAKE,KEEP,KEEP,1,3,2,6,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,ACT_ALN+STR_ALN+HTF++UNCE+STR,0.2884310618066561,0.9096671949286846,2.817749603803487,4.437400950871632,-0.7987321711568939,-0.7987321711568939,-0.7987321711568939,-0.0665610142630745,4.415213946117275,2.1743264659270998,3.283676703645008,1.1980982567353409,0.0665610142630745,1,0,0.6184971098265896,1,1,1.4199683042789224,3.0,False,True,False,True,CHOP,LATE_EXTENSION
last_week,LW-063094,2026-08-24 22:06:00-05:00,LONG,29129.75,10.053571428571429,TARGET,2.4999751027624284,BULLISH,,TAKE,KEEP,KEEP,2,4,2,8,VERY_HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,ACT_ALN+STR_ALN+HTF++UNCE+STR,0.5470692717584369,2.2131438721136765,3.4067495559502663,0.4227353463587922,-0.17406749555950266,-0.17406749555950266,-0.4724689165186501,-0.07460035523978685,3.605683836589698,-2.7353463587921847,4.923623445825933,0.9946714031971581,-0.07460035523978685,1,0,0.5975609756097561,1,1,3.2575488454706925,10.0,True,False,False,True,CHOP,
last_week,LW-063096,2026-08-24 22:58:00-05:00,LONG,29161.5,6.767857142857143,TARGET,2.4999751326818425,TRANSITION,,TAKE,KEEP,KEEP,2,1,2,5,HIGH,REVERSAL_TRANSITION,False,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_ALIGNED|CONF_COUNTERTREND_STRONG|CONF_REVERSAL_SUPPORT_STRONG|COUNTERTREND_STRONG|PRIOR_MOVE_WEAKENING|COUNTERTREND_STRONG,ACT_OPP+STR_ALN+HTF0+REVE+STR,0.8865435356200527,-0.5910290237467019,0.6279683377308707,-0.9234828496042216,-0.812664907651715,-0.812664907651715,-2.3641160949868074,0.07387862796833773,1.4406332453825856,-2.5857519788918206,-0.44327176781002636,1.2559366754617414,0.07387862796833773,2,0,0.49514563106796117,1,1,0.4063324538258575,2.0,False,True,True,False,EARLY_CONTINUATION,
last_week,LW-063097,2026-08-24 23:57:00-05:00,SHORT,29191.25,7.982142857142857,STOP,-1.0000248430026255,TRANSITION,,TAKE,KEEP,KEEP,1,2,3,6,HIGH,UNCERTAIN,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,ACT_ALN+STR_ALN+HTF0+UNCE+STR,0.6890380313199106,0.6263982102908278,2.7561521252796424,0.8143176733780761,-0.7829977628635347,-0.7829977628635347,-0.7829977628635347,-0.09395973154362416,3.1006711409395975,0.6263982102908278,1.5973154362416109,1.3780760626398212,0.09395973154362416,1,0,0.6055045871559633,1,1,0.970917225950783,1.0,False,True,False,True,CHOP,LATE_EXTENSION
