tick_slip,N,AvgR,PF,TotalR,WinRate,MaxDD,model
0,60118,0.5710077495885166,2.0368831141318857,34327.843889762444,0.4492331747563126,28.50284138540883,M0
1,60118,0.31492693537922883,1.4710422290849003,18932.77750112848,0.4132539339299378,606.9733966521119,M0
2,60118,0.06450834179146166,1.0804906031725912,3878.112491819092,0.37887155261319405,6230.997898200303,M0
0,60118,0.528775853080086,1.9420714958013356,31788.94673546861,0.4381549619082471,26.50216235525295,M1
1,60118,0.3269449390052979,1.501036165767318,19655.2758431205,0.4083469177284674,380.91413784270503,M1
2,60118,0.12980517878114767,1.1722489004964562,7803.6277379650355,0.37985295585348816,3708.9422921989753,M1
