trade_id,system,opportunity_id,variant,direction,tag,signal_j,signal_m1_i,entry_i,entry_ts,entry_price,exit_i,exit_price,exit_reason,stop,target,atr,gross_R,cost_R,net_R,MFE_R,MAE_R,duration_min,delay_bars_1m,price_improvement_atr,entry_deterioration_atr,15m_state_x,15m_strength,location_score,direction_score,reaction_score,total_evidence,15m_state_y,5m_state,bar_i,original_direction,direction_confidence_score,direction_confidence_band,original_dir_support_score,false_reversal_risk,reversal_support,market_state,location_score_c,active_1m,active_5m,active_15m,dominant_active,15m_state,5m_state_c,countertrend_ratio,aligned_with_active,reason_codes,active_aligned_code,active_opposed_code,struct_aligned_code,struct_opposed_code,htf_support_code,htf_contra_code,ct_weak_code,ct_strong_code,fr_high_code,missing_vh_confirm,pullback_conflict,htf_ltf_disagree,weak_reversal_attempt,ambiguous_reaction,good_location,high_subtype,band_recal,feature_combo,p4_status,h1_status,phase58d_decision,exit_ts,setup_id,system_mgmt,setup_id_mgmt,variant_mgmt,direction_m0,tag_mgmt,signal_j_mgmt,signal_m1_i_mgmt,entry_i_m0,entry_ts_mgmt,entry_price_m0,exit_i_m0,exit_price_m0,exit_reason_m0,stop_m0,target_m0,atr_mgmt,gross_R_m0,cost_R_m0,net_R_m0,MFE_R_m0,MAE_R_m0,duration_min_m0,delay_bars_1m_mgmt,price_improvement_atr_mgmt,entry_deterioration_atr_mgmt,15m_state_mgmt,15m_strength_mgmt,direction_m1,entry_i_m1,entry_price_m1,exit_i_m1,exit_price_m1,exit_reason_m1,stop_m1,target_m1,gross_R_m1,cost_R_m1,net_R_m1,MFE_R_m1,MAE_R_m1,duration_min_m1,management_model,event_count,delta_r,exit_ts_m0,exit_ts_m1
LW-063092,LW,OPP_03131685_LONG,LW,LONG,TAKE,-1,3131685,3131686,2026-08-24 21:20:00-05:00,29137.5,3131687,29129.53125,STOP,29129.53125,29157.421875,10.625,-1.0,0.09098039215686274,-1.0909803921568628,0.0,2.227450980392157,1,1,0,0,BULLISH,1.0,2,3,2,7,BULLISH,,3131685,LONG,1,MEDIUM,1,LOW,STRONG,REVERSAL_TRANSITION,2,STRONG_UP,DOWN,STRONG_DOWN,STRONG_DOWN,BULLISH,NEUTRAL,1.0,False,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_OPPOSED|CONF_HTF_SUPPORT|CONF_COUNTERTREND_STRONG|CONF_REVERSAL_SUPPORT_STRONG|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,,MEDIUM,ACT_OPP+STR_OPP+HTF++REVE+STR,KEEP,KEEP,TAKE,2026-08-24 21:21:00-05:00,OPP_03131685_LONG,M0,OPP_03131685_LONG,,LONG,,-1,3131685,3131686,2026-08-24 21:20:00-05:00,29137.5,3131687,29129.53125,STOP,29129.53125,29157.421875,10.625,-1.0,0.09098039215686274,-1.0909803921568628,0.0,2.227450980392157,1,0,0,0,,0,LONG,3131686,29137.5,3131687,29126.875,STOP,29126.875,29164.0625,-1.0,2.4891101431238333e-05,-1.0000248911014313,0.0,1.6705882352941177,1,M1_1.0,2,0.09095550105543149,2026-08-24 21:21:00-05:00,2026-08-24 21:21:00-05:00
LW-063093,LW,OPP_03131716_SHORT,LW,SHORT,TAKE,-1,3131716,3131717,2026-08-24 21:51:00-05:00,29116.75,3131722,29095.62276785714,TARGET,29125.20089285714,29095.62276785714,11.267857142857142,2.5,0.08578975171686738,2.4142102482831325,2.7511885895409196,0.08874801901744903,5,1,0,0,BEARISH,-2.0,1,3,2,6,BEARISH,,3131716,SHORT,4,VERY_HIGH,4,LOW,STRONG,UNCERTAIN,1,STRONG_DOWN,STRONG_DOWN,DOWN,STRONG_DOWN,BEARISH,NEUTRAL,1.0,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,,VERY_HIGH,ACT_ALN+STR_ALN+HTF++UNCE+STR,KEEP,KEEP,TAKE,2026-08-24 21:56:00-05:00,OPP_03131716_SHORT,M0,OPP_03131716_SHORT,,SHORT,,-1,3131716,3131717,2026-08-24 21:51:00-05:00,29116.75,3131722,29095.62276785714,TARGET,29125.20089285714,29095.62276785714,11.267857142857142,2.5,0.08578975171686738,2.4142102482831325,2.7511885895409196,0.08874801901744903,5,0,0,0,,0,SHORT,3131717,29116.75,3131730,29128.01785714286,STOP,29128.01785714286,29088.58035714286,-1.0,2.4909396671098412e-05,-1.000024909396671,2.0633914421550235,1.0206022187003343,13,M1_1.0,2,-3.4142351576798036,2026-08-24 21:56:00-05:00,2026-08-24 22:04:00-05:00
LW-063094,LW,OPP_03131731_LONG,LW,LONG,TAKE,-1,3131731,3131732,2026-08-24 22:06:00-05:00,29129.75,3131733,29148.600446428572,TARGET,29122.209821428572,29148.600446428572,10.053571428571429,2.5,0.09615156897573854,2.4038484310242616,3.2161042036712546,0.0,1,1,0,0,BULLISH,2.0,2,4,2,8,BULLISH,,3131731,LONG,4,VERY_HIGH,4,LOW,STRONG,UNCERTAIN,2,STRONG_UP,STRONG_UP,DOWN,STRONG_UP,BULLISH,BULLISH,0.9736842105263158,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,,VERY_HIGH,ACT_ALN+STR_ALN+HTF++UNCE+STR,KEEP,KEEP,TAKE,2026-08-24 22:07:00-05:00,OPP_03131731_LONG,M0,OPP_03131731_LONG,,LONG,,-1,3131731,3131732,2026-08-24 22:06:00-05:00,29129.75,3131733,29148.600446428572,TARGET,29122.209821428572,29148.600446428572,10.053571428571429,2.5,0.09615156897573854,2.4038484310242616,3.2161042036712546,0.0,1,0,0,0,,0,LONG,3131732,29129.75,3131735,29154.883928571428,TARGET,29119.696428571428,29154.883928571428,2.5,2.4897237571771194e-05,2.4999751027624284,3.655417406749178,0.0,3,M1_1.0,2,0.0961266717381668,2026-08-24 22:07:00-05:00,2026-08-24 22:09:00-05:00
LW-063096,LW,OPP_03131783_LONG,LW,LONG,TAKE,-1,3131783,3131784,2026-08-24 22:58:00-05:00,29161.5,3131788,29174.18973214286,TARGET,29156.42410714286,29174.18973214286,6.767857142857143,2.5,0.14283201407216348,2.3571679859278367,3.5461741424813003,0.640281442392457,4,1,0,0,TRANSITION,0.0,2,1,2,5,TRANSITION,,3131783,LONG,2,HIGH,2,LOW,STRONG,REVERSAL_TRANSITION,2,UP,STRONG_DOWN,DOWN,STRONG_DOWN,TRANSITION,NEUTRAL,0.8936170212765958,False,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_ALIGNED|CONF_COUNTERTREND_STRONG|CONF_REVERSAL_SUPPORT_STRONG|COUNTERTREND_STRONG|PRIOR_MOVE_WEAKENING|COUNTERTREND_STRONG,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,HIGH_REVERSAL,HIGH,ACT_OPP+STR_ALN+HTF0+REVE+STR,KEEP,KEEP,TAKE,2026-08-24 23:02:00-05:00,OPP_03131783_LONG,M0,OPP_03131783_LONG,,LONG,,-1,3131783,3131784,2026-08-24 22:58:00-05:00,29161.5,3131788,29174.18973214286,TARGET,29156.42410714286,29174.18973214286,6.767857142857143,2.5,0.14283201407216348,2.3571679859278367,3.5461741424813003,0.640281442392457,4,0,0,0,,0,LONG,3131784,29161.5,3131788,29178.41964285714,TARGET,29154.73214285714,29178.41964285714,2.5,2.4867318157735974e-05,2.4999751326818425,2.6596306068595457,0.4802110817940846,4,M1_1.0,2,0.14280714675400574,2026-08-24 23:02:00-05:00,2026-08-24 23:02:00-05:00
LW-063097,LW,OPP_03131842_SHORT,LW,SHORT,TAKE,-1,3131842,3131843,2026-08-24 23:57:00-05:00,29191.25,3131845,29197.23660714286,STOP,29197.23660714286,29176.28348214286,7.982142857142857,-1.0,0.12110365398952849,-1.1211036539895285,0.2505592841162658,1.503355704697595,2,1,0,0,TRANSITION,0.0,1,2,3,6,TRANSITION,,3131842,SHORT,3,HIGH,3,LOW,STRONG,UNCERTAIN,1,STRONG_DOWN,DOWN,UP,STRONG_DOWN,TRANSITION,NEUTRAL,0.9807692307692308,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,HIGH_CONFLICTED,MEDIUM,ACT_ALN+STR_ALN+HTF0+UNCE+STR,KEEP,KEEP,TAKE,2026-08-24 23:59:00-05:00,OPP_03131842_SHORT,M0,OPP_03131842_SHORT,,SHORT,,-1,3131842,3131843,2026-08-24 23:57:00-05:00,29191.25,3131845,29197.23660714286,STOP,29197.23660714286,29176.28348214286,7.982142857142857,-1.0,0.12110365398952849,-1.1211036539895285,0.2505592841162658,1.503355704697595,2,0,0,0,,0,SHORT,3131843,29191.25,3131845,29199.23214285714,STOP,29199.23214285714,29171.29464285714,-1.0,2.484300262564838e-05,-1.0000248430026257,0.18791946308728502,1.1275167785237101,2,M1_1.0,2,0.12107881098690276,2026-08-24 23:59:00-05:00,2026-08-24 23:59:00-05:00
LW-063098,LW,OPP_03131862_LONG,LW,LONG,TAKE,-1,3131862,3131863,2026-08-25 00:17:00-05:00,29223.0,3131864,29216.504464285714,STOP,29216.504464285714,29239.238839285714,8.660714285714286,-1.0,0.11161512027490515,-1.1116151202749052,0.0,1.8089347079036353,1,1,0,0,BULLISH,2.0,1,4,2,7,BULLISH,,3131862,LONG,4,VERY_HIGH,4,LOW,STRONG,UNCERTAIN,1,STRONG_UP,STRONG_UP,UP,STRONG_UP,BULLISH,BULLISH,1.0,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,,VERY_HIGH,ACT_ALN+STR_ALN+HTF++UNCE+STR,KEEP,KEEP,TAKE,2026-08-25 00:18:00-05:00,OPP_03131862_LONG,M0,OPP_03131862_LONG,,LONG,,-1,3131862,3131863,2026-08-25 00:17:00-05:00,29223.0,3131864,29216.504464285714,STOP,29216.504464285714,29239.238839285714,8.660714285714286,-1.0,0.11161512027490515,-1.1116151202749052,0.0,1.8089347079036353,1,0,0,0,,0,LONG,3131863,29223.0,3131864,29214.339285714286,STOP,29214.339285714286,29244.651785714286,-1.0,2.4816580409693625e-05,-1.0000248165804098,0.0,1.3567010309279164,1,M1_1.0,2,0.11159030369449541,2026-08-25 00:18:00-05:00,2026-08-25 00:18:00-05:00
LW-063099,LW,OPP_03131890_SHORT,LW,SHORT,TAKE,-1,3131890,3131891,2026-08-25 00:45:00-05:00,29204.25,3131892,29211.120535714286,STOP,29211.120535714286,29187.073660714286,9.160714285714286,-1.0,0.10552306692656771,-1.1055230669265677,0.0,2.3287849252759774,1,1,0,0,NEUTRAL,-0.5,1,1,2,4,NEUTRAL,,3131890,SHORT,3,HIGH,3,LOW,STRONG,UNCERTAIN,1,STRONG_DOWN,DOWN,UP,STRONG_DOWN,NEUTRAL,NEUTRAL,0.9523809523809523,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,HIGH_CONFLICTED,MEDIUM,ACT_ALN+STR_ALN+HTF0+UNCE+STR,KEEP,KEEP,TAKE,2026-08-25 00:46:00-05:00,OPP_03131890_SHORT,M0,OPP_03131890_SHORT,,SHORT,,-1,3131890,3131891,2026-08-25 00:45:00-05:00,29204.25,3131892,29211.120535714286,STOP,29211.120535714286,29187.073660714286,9.160714285714286,-1.0,0.10552306692656771,-1.1055230669265677,0.0,2.3287849252759774,1,0,0,0,,0,SHORT,3131891,29204.25,3131892,29213.410714285714,STOP,29213.410714285714,29181.348214285714,-1.0,2.4832943407189932e-05,-1.0000248329434072,0.0,1.7465886939572142,1,M1_1.0,2,0.1054982339831605,2026-08-25 00:46:00-05:00,2026-08-25 00:46:00-05:00
LW-063100,LW,OPP_03131899_LONG,LW,LONG,TAKE,-1,3131899,3131900,2026-08-25 00:54:00-05:00,29228.0,3131906,29244.104910714286,TARGET,29221.558035714286,29244.104910714286,8.589285714285714,2.5,0.11254331254332162,2.3874566874566785,3.6867636867639844,0.5045045045045452,6,1,0,0,BULLISH,1.5,2,4,2,8,BULLISH,,3131899,LONG,4,VERY_HIGH,4,LOW,STRONG,UNCERTAIN,2,STRONG_UP,UP,DOWN,STRONG_UP,BULLISH,BULLISH,1.0,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,,VERY_HIGH,ACT_ALN+STR_ALN+HTF++UNCE+STR,KEEP,KEEP,TAKE,2026-08-25 01:00:00-05:00,OPP_03131899_LONG,M0,OPP_03131899_LONG,,LONG,,-1,3131899,3131900,2026-08-25 00:54:00-05:00,29228.0,3131906,29244.104910714286,TARGET,29221.558035714286,29244.104910714286,8.589285714285714,2.5,0.11254331254332162,2.3874566874566785,3.6867636867639844,0.5045045045045452,6,0,0,0,,0,LONG,3131900,29228.0,3131906,29249.473214285714,TARGET,29219.410714285714,29249.473214285714,2.5,2.4812273152570423e-05,2.4999751877268475,2.7650727650725977,0.3783783783783555,6,M1_1.0,2,0.11251850027016896,2026-08-25 01:00:00-05:00,2026-08-25 01:00:00-05:00
LW-063101,LW,OPP_03132053_LONG,LW,LONG,TAKE,-1,3132053,3132054,2026-08-25 03:28:00-05:00,29281.0,3132059,29265.477678571428,STOP,29265.477678571428,29319.805803571428,20.696428571428573,-1.0,0.046706931262579555,-1.0467069312625796,0.628127696289863,1.0468794938164383,5,1,0,0,BULLISH,2.0,2,4,1,7,BULLISH,,3132053,LONG,1,MEDIUM,1,LOW,STRONG,REVERSAL_TRANSITION,2,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,BULLISH,1.0,False,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_OPPOSED|CONF_HTF_SUPPORT|CONF_COUNTERTREND_STRONG|CONF_REVERSAL_SUPPORT_STRONG|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,,MEDIUM,ACT_OPP+STR_OPP+HTF++REVE+STR,KEEP,KEEP,TAKE,2026-08-25 03:33:00-05:00,OPP_03132053_LONG,M0,OPP_03132053_LONG,,LONG,,-1,3132053,3132054,2026-08-25 03:28:00-05:00,29281.0,3132059,29265.477678571428,STOP,29265.477678571428,29319.805803571428,20.696428571428573,-1.0,0.046706931262579555,-1.0467069312625796,0.628127696289863,1.0468794938164383,5,0,0,0,,0,LONG,3132054,29281.0,3132065,29260.303571428572,STOP,29260.303571428572,29332.741071428572,-1.0,2.4777596658564105e-05,-1.0000247775966586,0.8334771354616467,1.1596203623814214,11,M1_1.0,2,0.04668215366592099,2026-08-25 03:33:00-05:00,2026-08-25 03:39:00-05:00
LW-063102,LW,OPP_03132157_LONG,LW,LONG,TAKE,-1,3132157,3132158,2026-08-25 05:12:00-05:00,29404.5,3132159,29397.75,STOP,29397.75,29421.375,9.0,-1.0,0.10740740740740741,-1.1074074074074074,0.0,3.0,1,1,0,0,BULLISH,1.5,2,3,1,6,BULLISH,,3132157,LONG,4,VERY_HIGH,4,LOW,MODERATE,UNCERTAIN,2,STRONG_UP,NEUTRAL,UP,STRONG_UP,BULLISH,NEUTRAL,1.0,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|COUNTERTREND_STRONG,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,,VERY_HIGH,ACT_ALN+STR_ALN+HTF++UNCE+MOD,KEEP,KEEP,TAKE,2026-08-25 05:13:00-05:00,OPP_03132157_LONG,M0,OPP_03132157_LONG,,LONG,,-1,3132157,3132158,2026-08-25 05:12:00-05:00,29404.5,3132159,29397.75,STOP,29397.75,29421.375,9.0,-1.0,0.10740740740740741,-1.1074074074074074,0.0,3.0,1,0,0,0,,0,LONG,3132158,29404.5,3132159,29395.5,STOP,29395.5,29427.0,-1.0,2.4663638992362777e-05,-1.0000246636389925,0.0,2.25,1,M1_1.0,2,0.10738274376841495,2026-08-25 05:13:00-05:00,2026-08-25 05:13:00-05:00
LW-063103,LW,OPP_03132205_SHORT,LW,SHORT,TAKE,-1,3132205,3132206,2026-08-25 06:00:00-05:00,29358.0,3132207,29345.410714285714,TARGET,29363.035714285714,29345.410714285714,6.714285714285714,2.5,0.14397163120568862,2.3560283687943113,3.7730496453904605,0.0,1,1,0,0,BEARISH,-2.0,2,4,1,7,BEARISH,,3132205,SHORT,4,VERY_HIGH,4,LOW,MODERATE,UNCERTAIN,2,DOWN,STRONG_DOWN,UP,STRONG_DOWN,BEARISH,NEUTRAL,1.0,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|COUNTERTREND_STRONG,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,,VERY_HIGH,ACT_ALN+STR_ALN+HTF++UNCE+MOD,KEEP,KEEP,TAKE,2026-08-25 06:01:00-05:00,OPP_03132205_SHORT,M0,OPP_03132205_SHORT,,SHORT,,-1,3132205,3132206,2026-08-25 06:00:00-05:00,29358.0,3132207,29345.410714285714,TARGET,29363.035714285714,29345.410714285714,6.714285714285714,2.5,0.14397163120568862,2.3560283687943113,3.7730496453904605,0.0,1,0,0,0,,0,SHORT,3132206,29358.0,3132207,29341.214285714286,TARGET,29364.714285714286,29341.214285714286,2.5,2.4700791885485666e-05,2.4999752992081143,2.829787234042334,0.0,1,M1_1.0,2,0.14394693041380302,2026-08-25 06:01:00-05:00,2026-08-25 06:01:00-05:00
LW-063105,LW,OPP_03132299_SHORT,LW,SHORT,TAKE,-1,3132299,3132300,2026-08-25 07:34:00-05:00,29342.5,3132302,29327.098214285714,TARGET,29348.660714285714,29327.098214285714,8.214285714285714,2.5,0.11768115942029979,2.3823188405797002,2.5565217391306505,0.0,2,1,0,0,BEARISH,-2.0,1,3,2,6,BEARISH,,3132299,SHORT,4,VERY_HIGH,4,LOW,STRONG,UNCERTAIN,1,STRONG_DOWN,STRONG_DOWN,DOWN,STRONG_DOWN,BEARISH,NEUTRAL,1.0,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,,VERY_HIGH,ACT_ALN+STR_ALN+HTF++UNCE+STR,KEEP,KEEP,TAKE,2026-08-25 07:36:00-05:00,OPP_03132299_SHORT,M0,OPP_03132299_SHORT,,SHORT,,-1,3132299,3132300,2026-08-25 07:34:00-05:00,29342.5,3132302,29327.098214285714,TARGET,29348.660714285714,29327.098214285714,8.214285714285714,2.5,0.11768115942029979,2.3823188405797002,2.5565217391306505,0.0,2,0,0,0,,0,SHORT,3132300,29342.5,3132303,29321.964285714286,TARGET,29350.714285714286,29321.964285714286,2.5,2.4715106652381415e-05,2.4999752848933476,3.1956521739128414,0.0,3,M1_1.0,2,0.11765644431364741,2026-08-25 07:36:00-05:00,2026-08-25 07:37:00-05:00
LW-063106,LW,OPP_03132360_LONG,LW,LONG,TAKE,-1,3132360,3132361,2026-08-25 08:35:00-05:00,29374.75,3132362,29358.35714285714,STOP,29358.35714285714,29415.73214285714,21.857142857142858,-1.0,0.04422657952069296,-1.0442265795206929,0.0,2.8671023965138884,1,1,0,0,BULLISH,1.5,1,4,3,8,BULLISH,,3132360,LONG,4,VERY_HIGH,4,LOW,STRONG,UNCERTAIN,1,STRONG_UP,STRONG_UP,DOWN,STRONG_UP,BULLISH,NEUTRAL,1.0,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,,VERY_HIGH,ACT_ALN+STR_ALN+HTF++UNCE+STR,KEEP,KEEP,TAKE,2026-08-25 08:36:00-05:00,OPP_03132360_LONG,M0,OPP_03132360_LONG,,LONG,,-1,3132360,3132361,2026-08-25 08:35:00-05:00,29374.75,3132362,29358.35714285714,STOP,29358.35714285714,29415.73214285714,21.857142857142858,-1.0,0.04422657952069296,-1.0442265795206929,0.0,2.8671023965138884,1,0,0,0,,0,LONG,3132361,29374.75,3132362,29352.89285714286,STOP,29352.89285714286,29429.39285714286,-1.0,2.4699439456563663e-05,-1.0000246994394566,0.0,2.1503267973857745,1,M1_1.0,2,0.04420188008123627,2026-08-25 08:36:00-05:00,2026-08-25 08:36:00-05:00
LW-063107,LW,OPP_03132380_SHORT,LW,SHORT,TAKE,-1,3132380,3132381,2026-08-25 08:55:00-05:00,29342.25,3132386,29285.79910714286,TARGET,29364.83035714286,29285.79910714286,30.107142857142858,2.5,0.03210755239224768,2.467892447607752,2.6018189007511054,0.0,5,1,0,0,TRANSITION,0.0,2,1,2,5,TRANSITION,,3132380,SHORT,-3,VERY_LOW,-3,HIGH,STRONG,PULLBACK,2,STRONG_DOWN,STRONG_UP,TRANSITION,STRONG_UP,TRANSITION,NEUTRAL,0.5132275132275131,False,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_OPPOSED|FALSE_REVERSAL_HIGH|CONF_REVERSAL_SUPPORT_STRONG|PULLBACK_DEEP|PULLBACK_AGAINST_DOMINANT|WEAK_REVERSAL_SUPPORT|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,,VERY_LOW,ACT_OPP+STR_OPP+HTF0+PULL+STR,KEEP,KEEP,TAKE,2026-08-25 09:00:00-05:00,OPP_03132380_SHORT,M0,OPP_03132380_SHORT,,SHORT,,-1,3132380,3132381,2026-08-25 08:55:00-05:00,29342.25,3132386,29285.79910714286,TARGET,29364.83035714286,29285.79910714286,30.107142857142858,2.5,0.03210755239224768,2.467892447607752,2.6018189007511054,0.0,5,0,0,0,,0,SHORT,3132381,29342.25,3132389,29266.98214285714,TARGET,29372.35714285714,29266.98214285714,2.5,2.473377683553866e-05,2.4999752662231645,2.723606168446167,0.0,8,M1_1.0,2,0.03208281861541229,2026-08-25 09:00:00-05:00,2026-08-25 09:03:00-05:00
LW-063108,LW,OPP_03132447_SHORT,LW,SHORT,TAKE,-1,3132447,3132448,2026-08-25 10:02:00-05:00,29209.75,3132453,29222.48660714286,STOP,29222.48660714286,29177.90848214286,16.982142857142858,-1.0,0.0569225376796285,-1.0569225376796285,1.0010515247107081,1.3151069050121067,5,1,0,0,NEUTRAL,0.5,2,2,2,6,NEUTRAL,,3132447,SHORT,3,HIGH,3,LOW,STRONG,UNCERTAIN,2,STRONG_DOWN,STRONG_DOWN,DOWN,STRONG_DOWN,NEUTRAL,NEUTRAL,1.0,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,HIGH_CONFLICTED,MEDIUM,ACT_ALN+STR_ALN+HTF0+UNCE+STR,KEEP,KEEP,TAKE,2026-08-25 10:07:00-05:00,OPP_03132447_SHORT,M0,OPP_03132447_SHORT,,SHORT,,-1,3132447,3132448,2026-08-25 10:02:00-05:00,29209.75,3132453,29222.48660714286,STOP,29222.48660714286,29177.90848214286,16.982142857142858,-1.0,0.0569225376796285,-1.0569225376796285,1.0010515247107081,1.3151069050121067,5,0,0,0,,0,SHORT,3132448,29209.75,3132457,29226.73214285714,STOP,29226.73214285714,29167.29464285714,-1.0,2.4834918139583248e-05,-1.0000248349181395,0.750788643533192,1.1777076761304972,9,M1_1.0,2,0.05689770276148898,2026-08-25 10:07:00-05:00,2026-08-25 10:11:00-05:00
LW-063109,LW,OPP_03132460_LONG,LW,LONG,TAKE,-1,3132460,3132461,2026-08-25 10:15:00-05:00,29223.75,3132466,29252.979910714286,TARGET,29212.058035714286,29252.979910714286,15.589285714285714,2.5,0.062008400152732804,2.437991599847267,2.86521573119524,0.2352042764414003,5,1,0,0,NEUTRAL,-0.5,1,1,2,4,NEUTRAL,,3132460,LONG,3,HIGH,3,LOW,STRONG,UNCERTAIN,1,STRONG_UP,TRANSITION,DOWN,STRONG_UP,NEUTRAL,NEUTRAL,1.0,True,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,HIGH_CONFLICTED,MEDIUM,ACT_ALN+STR_ALN+HTF0+UNCE+STR,KEEP,KEEP,TAKE,2026-08-25 10:20:00-05:00,OPP_03132460_LONG,M0,OPP_03132460_LONG,,LONG,,-1,3132460,3132461,2026-08-25 10:15:00-05:00,29223.75,3132466,29252.979910714286,TARGET,29212.058035714286,29252.979910714286,15.589285714285714,2.5,0.062008400152732804,2.437991599847267,2.86521573119524,0.2352042764414003,5,0,0,0,,0,LONG,3132461,29223.75,3132473,29262.723214285714,TARGET,29208.160714285714,29262.723214285714,2.5,2.4821830004701472e-05,2.4999751781699953,2.710194730813197,0.1764032073310365,12,M1_1.0,2,0.06198357832272805,2026-08-25 10:20:00-05:00,2026-08-25 10:27:00-05:00
