model,trades,mean_stop_atr,mean_target_r_implied,pct_stop_minus_1r,pct_target_2p5r,max_target_r_error
M0,60118,0.7500000000000019,2.4999999999999907,55.06337536178848,44.84014770950464,2.0372592501871623e-11
M1,60118,0.9999999999999981,2.5000000000000067,56.101334043048666,43.48448052164077,1.5279333354101254e-11
