model,N,AvgR,identity_avg_r,TotalR,identity_ok,totalr_ok,win_rate,avg_win,avg_loss,target_rate,stop_rate,time_rate
M0,60118,0.19264500000052012,0.19264500000051998,11581.432110031268,True,True,0.44567350876609335,2.1446443892387275,-1.3767449365593987,0.4484014770950464,0.5506337536178848,0.0009647692870687648
M1,60118,0.5287758530800839,0.5287758530800839,31788.946735468486,True,True,0.4381549619082471,2.4878559515477727,-0.9990131416126772,0.4348448052164077,0.5610133404304867,0.004141854353105559
