threshold_r,horizon_min,pct_m0_stops_reach_m0_r,pct_m0_stops_reach_m1_r
1.0,60,80.60598737274567,77.23469171978371
2.0,60,70.86970969398544,64.5258737878742
2.5,60,66.09068664471498,58.29683110292119
