timestamp,bar_i,opportunity_id,state_before,state_after,direction,location_score,direction_score,reaction_score,total_evidence,15m_state,5m_state,reason_codes,decision,is_new_opportunity,entry_price,system,ts,stream
2026-08-24 06:16:00-05:00,3130842,OPP_03130842_LONG,EXPIRED,PASS,LONG,1,-1,1,0,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|15M_CONTRA_-2|5M_HH|5M_LL|5M_MOM_DN|MOM_LOSS|HTF_CONTRADICTION,PASS,True,,LW,2026-08-24 06:16:00-05:00,phase58d_decision
2026-08-24 06:49:00-05:00,3130875,OPP_03130875_SHORT,EXPIRED,PASS,SHORT,1,-2,1,-2,BULLISH,BULLISH,PB_HEALTHY_DEPTH|15M_CONTRA_2|5M_HH|5M_HL|5M_MOM_UP|MICRO_SHIFT|HTF_CONTRADICTION|5M_EXPANSION_AGAINST,PASS,True,,LW,2026-08-24 06:49:00-05:00,phase58d_decision
2026-08-24 07:21:00-05:00,3130907,OPP_03130907_LONG,EXPIRED,IN_TRADE,LONG,2,2,2,6,NEUTRAL,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_NEUTRAL|5M_HH|5M_HL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29220.5,LW,2026-08-24 07:21:00-05:00,phase58d_decision
2026-08-24 07:31:00-05:00,3130917,OPP_03130917_SHORT,EXPIRED,IN_TRADE,SHORT,2,3,2,7,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_HH|5M_HL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29217.75,LW,2026-08-24 07:31:00-05:00,phase58d_decision
2026-08-24 07:54:00-05:00,3130940,OPP_03130940_LONG,EXPIRED,IN_TRADE,LONG,2,2,2,5,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_NEUTRAL|5M_HH|5M_HL|5M_MOM_DN|FAILED_EXT|RECLAIM|HTF_CONTRADICTION,TAKE,True,29219.25,LW,2026-08-24 07:54:00-05:00,phase58d_decision
2026-08-24 08:06:00-05:00,3130952,OPP_03130952_SHORT,EXPIRED,IN_TRADE,SHORT,2,2,3,7,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_1|5M_LH|5M_HL|DIR_RESPONSE|MICRO_SHIFT|REJECTION,TAKE,True,29207.75,LW,2026-08-24 08:06:00-05:00,phase58d_decision
2026-08-24 08:53:00-05:00,3130999,OPP_03130999_LONG,EXPIRED,PASS,LONG,1,-1,2,1,BEARISH,NEUTRAL,LOW_IN_RANGE|15M_CONTRA_-2|5M_LH|5M_HL|5M_MOM_DN|RECLAIM|DIR_RESPONSE|HTF_CONTRADICTION,PASS,True,,LW,2026-08-24 08:53:00-05:00,phase58d_decision
2026-08-24 09:07:00-05:00,3131013,OPP_03131013_SHORT,EXPIRED,WAIT,SHORT,1,2,1,3,BEARISH,BULLISH,PB_HEALTHY_DEPTH|15M_SUPPORT_2|5M_HH|5M_HL|MICRO_SHIFT|5M_EXPANSION_AGAINST,WAIT,True,,LW,2026-08-24 09:07:00-05:00,phase58d_decision
2026-08-24 09:20:00-05:00,3131026,OPP_03131026_LONG,EXPIRED,WAIT,LONG,1,1,2,3,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|15M_NEUTRAL|5M_HH|5M_LL|5M_MOM_DN|RECLAIM|DIR_RESPONSE|HTF_CONTRADICTION,WAIT,True,,LW,2026-08-24 09:20:00-05:00,phase58d_decision
2026-08-24 10:05:00-05:00,3131071,OPP_03131071_SHORT,EXPIRED,IN_TRADE,SHORT,1,2,2,5,NEUTRAL,BEARISH,5M_PB_DEPTH_OK|15M_NEUTRAL|5M_LH|5M_LL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29044.75,LW,2026-08-24 10:05:00-05:00,phase58d_decision
2026-08-24 10:23:00-05:00,3131089,OPP_03131089_LONG,EXPIRED,IN_TRADE,LONG,2,2,3,6,BULLISH,BEARISH,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_LH|5M_LL|FAILED_EXT|RECLAIM|DIR_RESPONSE|5M_EXPANSION_AGAINST,TAKE,True,29070.5,LW,2026-08-24 10:23:00-05:00,phase58d_decision
2026-08-24 11:37:00-05:00,3131163,OPP_03131163_SHORT,EXPIRED,WAIT,SHORT,1,1,1,2,BEARISH,BULLISH,PB_HEALTHY_DEPTH|15M_SUPPORT_1|5M_HH|5M_HL|5M_MOM_UP|MOM_LOSS|5M_EXPANSION_AGAINST,WAIT,True,,LW,2026-08-24 11:37:00-05:00,phase58d_decision
2026-08-24 12:14:00-05:00,3131200,OPP_03131200_LONG,EXPIRED,IN_TRADE,LONG,2,2,1,5,TRANSITION,BULLISH,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_NEUTRAL|5M_HH|5M_HL|5M_MOM_UP|REJECTION,TAKE,True,29194.0,LW,2026-08-24 12:14:00-05:00,phase58d_decision
2026-08-24 12:21:00-05:00,3131207,OPP_03131207_SHORT,EXPIRED,IN_TRADE,SHORT,0,3,2,5,BEARISH,NEUTRAL,15M_SUPPORT_2|5M_HH|5M_HL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29145.5,LW,2026-08-24 12:21:00-05:00,phase58d_decision
2026-08-24 12:55:00-05:00,3131241,OPP_03131241_SHORT,EXPIRED,IN_TRADE,SHORT,1,4,2,7,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|15M_SUPPORT_2|5M_LH|5M_HL|5M_MOM_DN|FAILED_EXT|MICRO_SHIFT,TAKE,True,29121.5,LW,2026-08-24 12:55:00-05:00,phase58d_decision
2026-08-24 13:05:00-05:00,3131251,OPP_03131251_LONG,EXPIRED,IN_TRADE,LONG,1,4,2,7,BULLISH,NEUTRAL,5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_LH|5M_HL|5M_MOM_UP|RECLAIM|DIR_RESPONSE,TAKE,True,29156.5,LW,2026-08-24 13:05:00-05:00,phase58d_decision
2026-08-24 13:52:00-05:00,3131298,OPP_03131298_SHORT,EXPIRED,IN_TRADE,SHORT,1,3,2,6,BEARISH,NEUTRAL,5M_PB_DEPTH_OK|15M_SUPPORT_1|5M_LH|5M_HL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29171.0,LW,2026-08-24 13:52:00-05:00,phase58d_decision
2026-08-24 14:17:00-05:00,3131323,OPP_03131323_LONG,EXPIRED,WAIT,LONG,0,0,3,2,BEARISH,NEUTRAL,15M_CONTRA_-2|5M_HH|5M_HL|5M_MOM_DN|MOM_LOSS|RECLAIM|DIR_RESPONSE|HTF_CONTRADICTION,WAIT,True,,LW,2026-08-24 14:17:00-05:00,phase58d_decision
2026-08-24 14:25:00-05:00,3131331,OPP_03131331_SHORT,EXPIRED,WAIT,SHORT,3,1,0,3,BEARISH,BULLISH,NEAR_SWING_HIGH|HIGH_IN_RANGE|5M_PB_DEPTH_OK|15M_SUPPORT_1|5M_HH|5M_HL|5M_MOM_UP|5M_EXPANSION_AGAINST,WAIT,True,,LW,2026-08-24 14:25:00-05:00,phase58d_decision
2026-08-24 15:35:00-05:00,3131401,OPP_03131401_LONG,EXPIRED,WAIT,LONG,1,1,1,2,BEARISH,NEUTRAL,LOW_IN_RANGE|15M_NEUTRAL|5M_LH|5M_HL|5M_MOM_DN|REJECTION|HTF_CONTRADICTION,WAIT,True,,LW,2026-08-24 15:35:00-05:00,phase58d_decision
2026-08-24 17:41:00-05:00,3131467,OPP_03131467_SHORT,EXPIRED,IN_TRADE,SHORT,2,3,2,7,BEARISH,BEARISH,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_1|5M_LH|5M_LL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29118.0,LW,2026-08-24 17:41:00-05:00,phase58d_decision
2026-08-24 18:09:00-05:00,3131495,OPP_03131495_LONG,EXPIRED,IN_TRADE,LONG,1,2,3,6,BULLISH,NEUTRAL,5M_PB_DEPTH_OK|15M_SUPPORT_1|5M_LH|5M_LL|5M_MOM_UP|DIR_RESPONSE|MICRO_SHIFT|REJECTION,TAKE,True,29124.0,LW,2026-08-24 18:09:00-05:00,phase58d_decision
2026-08-24 18:34:00-05:00,3131520,OPP_03131520_SHORT,EXPIRED,IN_TRADE,SHORT,2,4,1,7,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_LH|5M_HL|5M_MOM_DN|DIR_RESPONSE,TAKE,True,29104.5,LW,2026-08-24 18:34:00-05:00,phase58d_decision
2026-08-24 19:28:00-05:00,3131574,OPP_03131574_LONG,EXPIRED,WAIT,LONG,1,0,2,2,BEARISH,NEUTRAL,5M_PB_DEPTH_OK|15M_CONTRA_-2|5M_LH|5M_HL|5M_MOM_UP|RECLAIM|DIR_RESPONSE|HTF_CONTRADICTION,WAIT,True,,LW,2026-08-24 19:28:00-05:00,phase58d_decision
2026-08-24 19:49:00-05:00,3131595,OPP_03131595_SHORT,EXPIRED,PASS,SHORT,0,0,2,1,BULLISH,NEUTRAL,15M_CONTRA_2|5M_LH|5M_LL|5M_MOM_UP|MICRO_SHIFT|REJECTION|HTF_CONTRADICTION,PASS,True,,LW,2026-08-24 19:49:00-05:00,phase58d_decision
2026-08-24 20:08:00-05:00,3131614,OPP_03131614_LONG,EXPIRED,IN_TRADE,LONG,1,3,3,7,BULLISH,NEUTRAL,PB_HEALTHY_DEPTH|15M_SUPPORT_2|5M_LH|5M_LL|5M_MOM_UP|DIR_RESPONSE|MICRO_SHIFT|REJECTION,TAKE,True,29132.75,LW,2026-08-24 20:08:00-05:00,phase58d_decision
2026-08-24 20:18:00-05:00,3131624,OPP_03131624_SHORT,EXPIRED,IN_TRADE,SHORT,2,2,2,6,TRANSITION,NEUTRAL,PB_HEALTHY_DEPTH|5M_NEAR_15M_HIGH|15M_NEUTRAL|5M_HH|5M_LL|5M_MOM_DN|MOM_LOSS|RECLAIM,TAKE,True,29123.5,LW,2026-08-24 20:18:00-05:00,phase58d_decision
2026-08-24 20:29:00-05:00,3131635,OPP_03131635_LONG,EXPIRED,IN_TRADE,LONG,3,1,0,4,TRANSITION,NEUTRAL,NEAR_SWING_LOW|PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_NEUTRAL|5M_HH|5M_LL|5M_MOM_DN,TAKE,True,29114.25,LW,2026-08-24 20:29:00-05:00,phase58d_decision
2026-08-24 21:12:00-05:00,3131678,OPP_03131678_SHORT,EXPIRED,IN_TRADE,SHORT,1,3,2,6,BEARISH,NEUTRAL,5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_HH|5M_HL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29107.75,LW,2026-08-24 21:12:00-05:00,phase58d_decision
2026-08-24 21:19:00-05:00,3131685,OPP_03131685_LONG,EXPIRED,IN_TRADE,LONG,2,3,2,7,BULLISH,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_1|5M_HH|5M_HL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29137.5,LW,2026-08-24 21:19:00-05:00,phase58d_decision
2026-08-24 21:50:00-05:00,3131716,OPP_03131716_SHORT,EXPIRED,IN_TRADE,SHORT,1,3,2,6,BEARISH,NEUTRAL,5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_HH|5M_MOM_DN|RECLAIM|DIR_RESPONSE,TAKE,True,29116.75,LW,2026-08-24 21:50:00-05:00,phase58d_decision
2026-08-24 22:05:00-05:00,3131731,OPP_03131731_LONG,EXPIRED,IN_TRADE,LONG,2,4,2,8,BULLISH,BULLISH,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_HH|5M_MOM_UP|RECLAIM|DIR_RESPONSE,TAKE,True,29129.75,LW,2026-08-24 22:05:00-05:00,phase58d_decision
2026-08-24 22:50:00-05:00,3131776,OPP_03131776_SHORT,EXPIRED,IN_TRADE,SHORT,0,2,3,4,BULLISH,NEUTRAL,15M_NEUTRAL|5M_HH|5M_LL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT|REJECTION|HTF_CONTRADICTION,TAKE,True,29153.0,LW,2026-08-24 22:50:00-05:00,phase58d_decision
2026-08-24 22:57:00-05:00,3131783,OPP_03131783_LONG,EXPIRED,IN_TRADE,LONG,2,1,2,5,TRANSITION,NEUTRAL,LOW_IN_RANGE|5M_PB_DEPTH_OK|15M_NEUTRAL|5M_HH|5M_LL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29161.5,LW,2026-08-24 22:57:00-05:00,phase58d_decision
2026-08-24 23:56:00-05:00,3131842,OPP_03131842_SHORT,EXPIRED,IN_TRADE,SHORT,1,2,3,6,TRANSITION,NEUTRAL,PB_HEALTHY_DEPTH|15M_NEUTRAL|5M_HH|5M_LL|5M_MOM_DN|MOM_LOSS|RECLAIM|DIR_RESPONSE,TAKE,True,29191.25,LW,2026-08-24 23:56:00-05:00,phase58d_decision
2026-08-25 00:16:00-05:00,3131862,OPP_03131862_LONG,EXPIRED,IN_TRADE,LONG,1,4,2,7,BULLISH,BULLISH,5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_HH|5M_HL|5M_MOM_UP|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29223.0,LW,2026-08-25 00:16:00-05:00,phase58d_decision
2026-08-25 00:44:00-05:00,3131890,OPP_03131890_SHORT,EXPIRED,IN_TRADE,SHORT,1,1,2,4,NEUTRAL,NEUTRAL,5M_PB_DEPTH_OK|15M_NEUTRAL|5M_HH|5M_HL|5M_MOM_DN|RECLAIM|DIR_RESPONSE,TAKE,True,29204.25,LW,2026-08-25 00:44:00-05:00,phase58d_decision
2026-08-25 00:53:00-05:00,3131899,OPP_03131899_LONG,EXPIRED,IN_TRADE,LONG,2,4,2,8,BULLISH,BULLISH,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_HH|5M_HL|5M_MOM_UP|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29228.0,LW,2026-08-25 00:53:00-05:00,phase58d_decision
2026-08-25 01:42:00-05:00,3131948,OPP_03131948_SHORT,EXPIRED,PASS,SHORT,2,0,2,2,BULLISH,BULLISH,PB_HEALTHY_DEPTH|5M_NEAR_15M_HIGH|15M_NEUTRAL|5M_HH|5M_HL|MOM_LOSS|REJECTION|HTF_CONTRADICTION|5M_EXPANSION_AGAINST,PASS,True,,LW,2026-08-25 01:42:00-05:00,phase58d_decision
2026-08-25 03:27:00-05:00,3132053,OPP_03132053_LONG,EXPIRED,IN_TRADE,LONG,2,4,1,7,BULLISH,BULLISH,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_HH|5M_HL|5M_MOM_UP|MOM_LOSS,TAKE,True,29281.0,LW,2026-08-25 03:27:00-05:00,phase58d_decision
2026-08-25 05:01:00-05:00,3132147,OPP_03132147_SHORT,EXPIRED,PASS,SHORT,1,-1,2,1,BULLISH,NEUTRAL,PB_HEALTHY_DEPTH|15M_CONTRA_2|5M_HH|5M_LL|5M_MOM_UP|DIR_RESPONSE|MICRO_SHIFT|HTF_CONTRADICTION,PASS,True,,LW,2026-08-25 05:01:00-05:00,phase58d_decision
2026-08-25 05:11:00-05:00,3132157,OPP_03132157_LONG,EXPIRED,IN_TRADE,LONG,2,3,1,6,BULLISH,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_HH|5M_LL|DIR_RESPONSE,TAKE,True,29404.5,LW,2026-08-25 05:11:00-05:00,phase58d_decision
2026-08-25 05:18:00-05:00,3132164,OPP_03132164_SHORT,EXPIRED,PASS,SHORT,1,0,1,1,BULLISH,NEUTRAL,PB_HEALTHY_DEPTH|15M_CONTRA_2|5M_HH|5M_LL|5M_MOM_DN|MICRO_SHIFT|HTF_CONTRADICTION,PASS,True,,LW,2026-08-25 05:18:00-05:00,phase58d_decision
2026-08-25 05:49:00-05:00,3132195,OPP_03132195_LONG,EXPIRED,PASS,LONG,3,-1,0,1,BEARISH,NEUTRAL,NEAR_SWING_LOW|PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_CONTRA_-2|5M_HH|5M_LL|5M_MOM_DN|HTF_CONTRADICTION,PASS,True,,LW,2026-08-25 05:49:00-05:00,phase58d_decision
2026-08-25 05:59:00-05:00,3132205,OPP_03132205_SHORT,EXPIRED,IN_TRADE,SHORT,2,4,1,7,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_HH|5M_LL|5M_MOM_DN|MOM_LOSS,TAKE,True,29358.0,LW,2026-08-25 05:59:00-05:00,phase58d_decision
2026-08-25 06:29:00-05:00,3132235,OPP_03132235_LONG,EXPIRED,IN_TRADE,LONG,1,2,2,4,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|15M_NEUTRAL|5M_HH|5M_LL|5M_MOM_UP|DIR_RESPONSE|MICRO_SHIFT|HTF_CONTRADICTION,TAKE,True,29340.75,LW,2026-08-25 06:29:00-05:00,phase58d_decision
2026-08-25 07:33:00-05:00,3132299,OPP_03132299_SHORT,EXPIRED,IN_TRADE,SHORT,1,3,2,6,BEARISH,NEUTRAL,5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_HH|5M_HL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29342.5,LW,2026-08-25 07:33:00-05:00,phase58d_decision
2026-08-25 08:34:00-05:00,3132360,OPP_03132360_LONG,EXPIRED,IN_TRADE,LONG,1,4,3,8,BULLISH,NEUTRAL,5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_LH|5M_HL|5M_MOM_UP|DIR_RESPONSE|MICRO_SHIFT|REJECTION,TAKE,True,29374.75,LW,2026-08-25 08:34:00-05:00,phase58d_decision
2026-08-25 08:54:00-05:00,3132380,OPP_03132380_SHORT,EXPIRED,IN_TRADE,SHORT,2,1,2,5,TRANSITION,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_NEUTRAL|5M_LH|5M_HL|5M_MOM_UP|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29342.25,LW,2026-08-25 08:54:00-05:00,phase58d_decision
2026-08-25 09:50:00-05:00,3132436,OPP_03132436_LONG,EXPIRED,WAIT,LONG,1,0,2,2,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|15M_CONTRA_-2|5M_HH|5M_LL|5M_MOM_UP|RECLAIM|REJECTION|HTF_CONTRADICTION,WAIT,True,,LW,2026-08-25 09:50:00-05:00,phase58d_decision
2026-08-25 10:01:00-05:00,3132447,OPP_03132447_SHORT,EXPIRED,IN_TRADE,SHORT,2,2,2,6,NEUTRAL,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_NEUTRAL|5M_HH|5M_LL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29209.75,LW,2026-08-25 10:01:00-05:00,phase58d_decision
2026-08-25 10:14:00-05:00,3132460,OPP_03132460_LONG,EXPIRED,IN_TRADE,LONG,1,1,2,4,NEUTRAL,NEUTRAL,PB_HEALTHY_DEPTH|15M_NEUTRAL|5M_HH|5M_LL|RECLAIM|DIR_RESPONSE,TAKE,True,29223.75,LW,2026-08-25 10:14:00-05:00,phase58d_decision
2026-08-25 11:08:00-05:00,3132514,OPP_03132514_SHORT,EXPIRED,PASS,SHORT,1,0,1,1,BULLISH,BEARISH,HIGH_IN_RANGE|15M_CONTRA_2|5M_LH|5M_LL|MICRO_SHIFT|HTF_CONTRADICTION,PASS,True,,LW,2026-08-25 11:08:00-05:00,phase58d_decision
2026-08-25 11:18:00-05:00,3132524,OPP_03132524_LONG,EXPIRED,IN_TRADE,LONG,2,3,2,7,BULLISH,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_LH|5M_MOM_UP|RECLAIM|DIR_RESPONSE,TAKE,True,29285.25,LW,2026-08-25 11:18:00-05:00,phase58d_decision
2026-08-25 11:47:00-05:00,3132553,OPP_03132553_SHORT,EXPIRED,IN_TRADE,SHORT,1,3,2,6,BEARISH,BEARISH,PB_HEALTHY_DEPTH|15M_SUPPORT_1|5M_LH|5M_MOM_DN|RECLAIM|DIR_RESPONSE,TAKE,True,29266.5,LW,2026-08-25 11:47:00-05:00,phase58d_decision
2026-08-25 13:09:00-05:00,3132635,OPP_03132635_LONG,EXPIRED,PASS,LONG,1,-2,2,-1,BEARISH,BEARISH,LOW_IN_RANGE|15M_CONTRA_-2|5M_LH|5M_LL|5M_MOM_DN|RECLAIM|DIR_RESPONSE|HTF_CONTRADICTION|5M_EXPANSION_AGAINST,PASS,True,,LW,2026-08-25 13:09:00-05:00,phase58d_decision
2026-08-25 14:02:00-05:00,3132688,OPP_03132688_SHORT,EXPIRED,WAIT,SHORT,1,0,2,2,BULLISH,BEARISH,PB_HEALTHY_DEPTH|15M_CONTRA_2|5M_LH|5M_LL|DIR_RESPONSE|MICRO_SHIFT|HTF_CONTRADICTION,WAIT,True,,LW,2026-08-25 14:02:00-05:00,phase58d_decision
2026-08-25 14:27:00-05:00,3132713,OPP_03132713_LONG,EXPIRED,PASS,LONG,1,-2,1,-2,BEARISH,BEARISH,LOW_IN_RANGE|15M_CONTRA_-2|5M_LH|5M_LL|5M_MOM_DN|MOM_LOSS|HTF_CONTRADICTION|5M_EXPANSION_AGAINST,PASS,True,,LW,2026-08-25 14:27:00-05:00,phase58d_decision
2026-08-25 15:43:00-05:00,3132789,OPP_03132789_SHORT,EXPIRED,IN_TRADE,SHORT,0,2,2,4,TRANSITION,NEUTRAL,15M_NEUTRAL|5M_LH|5M_HL|5M_MOM_DN|DIR_RESPONSE|MICRO_SHIFT,TAKE,True,29284.0,LW,2026-08-25 15:43:00-05:00,phase58d_decision
2026-08-25 17:27:00-05:00,3132833,OPP_03132833_LONG,EXPIRED,IN_TRADE,LONG,2,1,2,4,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_NEUTRAL|5M_LH|5M_HL|5M_MOM_DN|RECLAIM|DIR_RESPONSE|HTF_CONTRADICTION,TAKE,True,29290.5,LW,2026-08-25 17:27:00-05:00,phase58d_decision
2026-08-25 18:00:00-05:00,3132866,OPP_03132866_LONG,EXPIRED,WAIT,LONG,2,0,1,2,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_CONTRA_-2|5M_LH|5M_HL|5M_MOM_UP|DIR_RESPONSE|HTF_CONTRADICTION,WAIT,True,,LW,2026-08-25 18:00:00-05:00,phase58d_decision
2026-08-25 18:08:00-05:00,3132874,OPP_03132874_SHORT,EXPIRED,IN_TRADE,SHORT,2,4,1,7,BEARISH,NEUTRAL,PB_HEALTHY_DEPTH|5M_PB_DEPTH_OK|15M_SUPPORT_2|5M_LH|5M_HL|5M_MOM_DN|MOM_LOSS,TAKE,True,29279.5,LW,2026-08-25 18:08:00-05:00,phase58d_decision
