opp_age_bucket,direction,N,target_rate,m1_avg_r,m1_total_r
0-1,LONG,62,0.4838709677419355,0.6935236931040213,42.99846897244932
0-1,SHORT,64,0.390625,0.36716281800493294,23.49842035231571
