signal_id,marker_bar_timestamp,direction,signal_type,confidence,phase44_class,setup_type,fold,train_selected_b1_window,b1_timestamp,b1_delay_min,entry_price,entry_i,stop,target,final_r,mae,mfe,wrong_direction,structure_level,structure_age_bars,break_strength,break_strength_atr,range_atr,body_atr,body_range_ratio,close_quality,upper_wick_ratio,lower_wick_ratio,opposing_wick_ratio,local_liquidity_sweep,structure_touches,atr_1m,retest_state,follow_through_state
1626,2020-03-01 23:15:00+00:00,Short,RS,A+,A+,RS,1,5,2020-03-01 17:33:00-06:00,3.0,8355.0,841600,8218.992881943446,7950.392795141383,0.9946693966436482,0.0,0.1580799616021566,0.0,8358.5,3.0,3.5,0.26133333333333336,0.6346666666666667,0.448,0.7058823529411765,0.8823529411764706,0.17647058823529413,0.11764705882352941,0.11764705882352941,0,4,13.392857142857142,immediate,none
1627,2020-03-02 15:45:00+00:00,Long,L,A+,A+,L,1,5,2020-03-02 10:00:00-06:00,0.0,8574.5,842587,8282.231835989978,8469.37655412062,2.9975194013947575,0.047901214446059,0.0085537882939391,0.0,8556.5,15.0,18.0,1.0803858520900322,1.5305466237942122,1.0803858520900322,0.7058823529411765,0.8333333333333334,0.16666666666666666,0.12745098039215685,0.16666666666666666,0,1,16.660714285714285,immediate,none
1631,2020-03-03 20:00:00+00:00,Long,L,A+,A+,L,1,5,2020-03-03 14:18:00-06:00,3.0,8696.75,844210,8356.994984760893,8593.272900248943,2.997866109498075,0.0338479183063912,0.0213389050192466,0.0,8687.75,4.0,9.0,0.43410852713178294,0.8079242032730405,0.602928509905254,0.746268656716418,0.9701492537313433,0.029850746268656716,0.22388059701492538,0.029850746268656716,0,1,20.732142857142858,immediate,none
1632,2020-03-04 17:15:00+00:00,Long,L,A+,A+,L,1,5,2020-03-04 11:30:00-06:00,0.0,8772.5,845407,8503.853132990234,8632.973230401112,2.997301289949629,0.0297788695213378,0.0018611793450836,0.0,8759.5,4.0,13.0,1.0801186943620178,0.5608308605341246,0.37388724035608306,0.6666666666666666,0.8518518518518519,0.14814814814814814,0.18518518518518517,0.14814814814814814,0,3,12.035714285714286,immediate,none
1633,2020-03-04 20:30:00+00:00,Long,L,A,A,L,1,5,2020-03-04 14:50:00-06:00,5.0,8906.5,845607,8624.879377660387,8737.361867018839,2.997425614665656,0.0053263144848501,0.0452736731212264,0.0,8879.75,2.0,26.75,1.903430749682338,2.3481575603557814,2.099110546378653,0.8939393939393939,0.9166666666666666,0.08333333333333333,0.022727272727272728,0.08333333333333333,0,4,14.053571428571429,immediate,none
1637,2020-03-05 19:30:00+00:00,Short,RS,B,B,RS,1,5,2020-03-05 13:45:00-06:00,0.0,8686.25,846907,8495.818268225463,8373.079329436343,0.9961928613826904,0.0288817412347631,0.0367585797533348,0.0,8692.25,3.0,6.0,0.42857142857142855,1.1071428571428572,0.03571428571428571,0.03225806451612903,0.4032258064516129,0.4032258064516129,0.5645161290322581,0.5645161290322581,0,1,14.0,immediate,none
1640,2020-03-06 19:45:00+00:00,Short,S,A+,A+,S,1,5,2020-03-06 14:00:00-06:00,0.0,8335.5,848287,8151.240353884509,8002.278938346472,0.9960653348940788,0.0393466510592114,0.042060213201226,0.0,8339.5,3.0,4.0,0.2814070351758794,1.4949748743718594,0.17587939698492464,0.11764705882352941,0.9176470588235294,0.8,0.08235294117647059,0.08235294117647059,0,2,14.214285714285714,immediate,none
1641,2020-03-06 20:30:00+00:00,Long,RL,A+,A+,RL,1,5,2020-03-06 14:45:00-06:00,0.0,8470.25,848332,8107.594613819668,8251.15854237103,2.4980008569357373,0.035846703221266,0.017923351610633,0.0,8434.25,3.0,36.0,1.4308019872249824,1.0731014904187368,0.8545067423704755,0.7962962962962963,0.9444444444444444,0.05555555555555555,0.14814814814814814,0.05555555555555555,0,2,25.160714285714285,immediate,none
1642,2020-03-09 15:15:00+00:00,Long,L,A+,A+,L,1,5,2020-03-09 10:35:00-05:00,5.0,8159.0,849192,7852.30812590715,7981.485741430645,2.9976360638763433,0.0154878573618874,0.0244545116240327,0.0,8138.5,6.0,20.5,0.9803586678052947,1.3031596925704527,1.1238257899231427,0.8623853211009175,0.944954128440367,0.05504587155963303,0.08256880733944955,0.05504587155963303,0,2,20.910714285714285,immediate,none
1645,2020-03-10 15:00:00+00:00,Short,S,A+,A+,S,1,5,2020-03-10 10:15:00-05:00,0.0,8080.25,850537,7893.83235030612,7730.082450672746,0.9961108832710286,0.075100185111172,0.0549840640992509,0.0,8089.5,4.0,9.25,0.47874306839186687,0.8280961182994454,0.24584103512014785,0.296875,0.125,0.125,0.578125,0.578125,0,4,19.321428571428573,immediate,none
1646,2020-03-10 16:30:00+00:00,Long,RL,A+,A+,RL,1,5,2020-03-10 11:45:00-05:00,0.0,8097.25,850627,7764.335819809176,7942.988847687426,2.497822261582296,0.0503132668917828,0.007509442819669,0.0,8073.75,6.0,23.5,1.0553327987169205,0.9542902967121091,0.14595028067361668,0.15294117647058825,0.9764705882352941,0.023529411764705882,0.8235294117647058,0.023529411764705882,0,1,22.267857142857142,immediate,none
1647,2020-03-10 18:45:00+00:00,Long,L,A+,A+,L,1,5,2020-03-10 14:03:00-05:00,3.0,8222.25,850765,7907.127285877027,8114.655531481332,2.997699308975496,0.0134868094539877,0.0388737448967883,0.0,8214.75,3.0,7.5,0.32036613272311215,1.0999237223493517,0.7902364607170099,0.7184466019417476,0.8446601941747572,0.1553398058252427,0.1262135922330097,0.1553398058252427,0,1,23.410714285714285,immediate,none
1649,2020-03-11 16:00:00+00:00,Long,RL,A+,A+,RL,1,5,2020-03-11 11:17:00-05:00,2.0,8157.25,851964,7835.31066445863,7977.606526775907,2.497748022934877,0.0,0.045816085118013,0.0,8156.5,3.0,0.75,0.05907172995780591,0.8860759493670887,0.8270042194092827,0.9333333333333333,0.9333333333333333,0.06666666666666667,0.0,0.06666666666666667,0,1,12.696428571428571,immediate,none
1652,2020-03-12 15:15:00+00:00,Short,S,A+,A+,S,1,5,2020-03-12 10:34:00-05:00,4.0,7445.75,853236,7281.078155764379,7124.765532706863,0.9955973044246554,0.1335990381483868,0.0045545126641495,0.0,7456.5,4.0,10.75,0.48314606741573035,1.4269662921348314,0.8089887640449438,0.5669291338582677,0.6377952755905512,0.07086614173228346,0.36220472440944884,0.36220472440944884,0,2,22.25,immediate,none
1660,2020-03-17 15:15:00+00:00,Long,L,A+,A+,L,1,5,2020-03-17 10:32:00-05:00,2.0,7371.5,856184,7028.9542796620635,7330.137161013808,2.99788349421127,0.0554670482563777,0.0145965916464151,0.0,7360.25,4.0,11.25,0.4411764705882353,1.2647058823529411,0.9215686274509803,0.7286821705426356,0.875968992248062,0.12403100775193798,0.14728682170542637,0.12403100775193798,0,1,25.5,immediate,none
1663,2020-03-18 17:15:00+00:00,Short,S,A+,A+,S,1,5,2020-03-18 12:30:00-05:00,0.0,6927.75,857257,6823.789811245216,6582.804465309477,0.9930261765712056,0.1442860019750561,0.1875718025675729,0.0,6982.0,7.0,54.25,2.111188325225851,1.0020847810979847,0.8464211257817928,0.8446601941747572,0.8543689320388349,0.009708737864077669,0.14563106796116504,0.14563106796116504,0,3,25.696428571428573,immediate,none
1665,2020-03-19 15:30:00+00:00,Long,L,A+,A+,L,1,5,2020-03-19 10:47:00-05:00,2.0,7412.5,858519,7115.224190809623,7414.32742757113,2.9975611873634302,0.0883018368413198,0.0126145481201885,0.0,7410.0,3.0,2.5,0.08101851851851852,0.7534722222222222,0.4537037037037037,0.6021505376344086,0.7741935483870968,0.22580645161290322,0.17204301075268819,0.22580645161290322,0,1,30.857142857142858,immediate,none
1670,2020-03-20 19:45:00+00:00,Short,S,A+,A+,S,1,5,2020-03-20 15:03:00-05:00,3.0,6961.5,860122,6898.66977261565,6643.325924470699,0.9884609680693184,0.29046528653095,0.0716215775007822,0.0,6962.0,2.0,0.5,0.014500258933195237,0.5800103573278095,0.5075090626618333,0.875,0.875,0.0,0.125,0.125,0,2,34.482142857142854,immediate,none
1671,2020-03-23 15:00:00+00:00,Short,S,A+,A+,S,1,5,2020-03-23 10:18:00-05:00,3.0,6891.75,861151,6771.940950738705,6474.177147783885,0.9939487041715952,0.0792928418894403,0.0667729194858444,0.0,6896.75,5.0,5.0,0.2252614641995173,1.7795655671761865,1.0362027353177794,0.5822784810126582,0.879746835443038,0.2974683544303797,0.12025316455696203,0.12025316455696203,0,2,22.196428571428573,immediate,none
1675,2020-03-25 19:45:00+00:00,Short,S,A+,A+,S,1,5,2020-03-25 15:04:00-05:00,4.0,7457.75,864147,7440.940520685761,7205.996771375021,0.9568695742178128,0.3123237729054938,0.4610493790509671,0.0,7462.5,2.0,4.75,0.15995189416716776,0.8923631990378833,0.4798556825015033,0.5377358490566038,0.7075471698113207,0.16981132075471697,0.29245283018867924,0.29245283018867924,0,2,29.696428571428573,immediate,none
1677,2020-03-26 17:15:00+00:00,Short,S,A+,A+,S,1,5,2020-03-26 12:30:00-05:00,0.0,7671.75,865358,7526.667754306023,7354.920159343759,0.9950028344506796,0.0137852842739877,0.0999433109864109,0.0,7679.5,2.0,7.75,0.5680628272251309,1.5759162303664922,0.9528795811518325,0.6046511627906976,0.8488372093023255,0.2441860465116279,0.1511627906976744,0.1511627906976744,0,1,13.642857142857142,immediate,none
1678,2020-03-27 15:15:00+00:00,Long,L,A,A,L,1,5,2020-03-27 10:35:00-05:00,5.0,7664.75,866608,7399.481720543545,7549.554838369365,2.99726691784828,0.0405250112151635,0.0,0.0,7651.75,5.0,13.0,0.883495145631068,1.308252427184466,1.0364077669902914,0.7922077922077922,0.935064935064935,0.06493506493506493,0.14285714285714285,0.06493506493506493,0,4,14.714285714285714,immediate,none
1680,2020-03-30 15:15:00+00:00,Long,L,A+,A+,L,1,5,2020-03-30 10:30:00-05:00,0.0,7825.25,867968,7569.364816544655,7701.870463821117,2.9971666980080287,0.0224710157983939,0.0175860123639604,0.0,7813.25,6.0,12.0,1.1566265060240963,0.8674698795180723,0.24096385542168675,0.2777777777777778,0.8611111111111112,0.1388888888888889,0.5833333333333334,0.1388888888888889,0,1,10.375,immediate,none
1687,2020-04-01 15:30:00+00:00,Short,S,A+,A+,S,1,5,2020-04-01 10:46:00-05:00,1.0,7586.5,870717,7437.892017271403,7317.36343360856,0.9951213926285234,0.067291136158298,0.0050468352118723,0.0,7592.0,5.0,5.5,0.47975077881619943,1.6573208722741435,1.3520249221183802,0.8157894736842105,0.8157894736842105,0.0,0.18421052631578946,0.18421052631578946,0,3,11.464285714285714,immediate,none
1689,2020-04-02 17:15:00+00:00,Short,S,A+,A+,S,1,5,2020-04-02 12:30:00-05:00,0.0,7492.75,872187,7364.065744002113,7219.758676207809,0.9943660551605326,0.1418199907865939,0.0,0.0,7499.25,2.0,6.5,0.5465465465465466,1.3453453453453454,1.0720720720720722,0.796875,0.9375,0.140625,0.0625,0.0625,0,1,11.892857142857142,immediate,none
1690,2020-04-02 19:00:00+00:00,Long,L,A+,A+,L,1,5,2020-04-02 14:16:00-05:00,1.0,7552.0,872293,7291.819220869318,7435.542337392046,2.9972134759438327,0.0269043701974775,0.0048043518209781,0.0,7549.25,3.0,2.75,0.19395465994962216,1.234256926952141,0.7405541561712846,0.6,0.6857142857142857,0.3142857142857143,0.08571428571428572,0.3142857142857143,0,2,14.178571428571429,immediate,none
1697,2020-04-07 15:30:00+00:00,Long,L,A+,A+,L,1,5,2020-04-07 10:47:00-05:00,2.0,8193.5,876179,7920.793214321257,8054.522512701013,2.99734146695985,0.0394196278367046,0.0,0.0,8191.75,2.0,1.75,0.16091954022988506,1.0804597701149425,0.4827586206896552,0.44680851063829785,0.6595744680851063,0.3404255319148936,0.2127659574468085,0.3404255319148936,0,4,10.875,immediate,none
1698,2020-04-07 18:15:00+00:00,Short,S,A,A,S,1,5,2020-04-07 13:35:00-05:00,5.0,8119.0,876347,7956.093604801756,7824.719185594733,0.9955495915361842,0.046038708246371,0.016880859690336,0.0,8125.0,2.0,6.0,0.4772727272727273,1.2926136363636365,0.7954545454545455,0.6153846153846154,0.7692307692307693,0.15384615384615385,0.23076923076923078,0.23076923076923078,0,3,12.571428571428571,immediate,none
1700,2020-04-08 15:00:00+00:00,Long,L,A+,A+,L,1,5,2020-04-08 10:16:00-05:00,1.0,8144.75,877513,7902.4685634128755,8014.594309761373,2.997007612261952,0.0237327303362438,0.0051592892035312,0.0,8144.0,4.0,0.75,0.08316831683168317,0.803960396039604,0.36039603960396044,0.4482758620689655,0.5862068965517241,0.41379310344827586,0.13793103448275862,0.41379310344827586,0,3,9.017857142857142,immediate,none
1710,2020-04-17 19:30:00+00:00,Long,L,A+,A+,L,1,5,2020-04-17 14:50:00-05:00,5.0,8819.5,885977,8532.585548224075,8617.299754123604,2.997473114388235,0.0261401959837748,0.0261401959837748,0.0,8797.25,2.0,22.25,2.2490974729241877,3.184115523465704,2.9061371841155235,0.9126984126984127,0.9126984126984127,0.0873015873015873,0.0,0.0873015873015873,0,1,9.892857142857142,immediate,none
1715,2020-04-21 14:45:00+00:00,Short,S,A+,A+,S,1,5,2020-04-21 10:00:00-05:00,0.0,8387.25,888417,8294.879767469085,8172.001212823057,0.9921511510782725,0.1921614736009171,0.0216519970254554,0.0,8388.0,3.0,0.75,0.04263959390862944,1.2934010152284263,0.4263959390862944,0.32967032967032966,0.43956043956043955,0.10989010989010989,0.5604395604395604,0.5604395604395604,0,1,17.589285714285715,immediate,none
1719,2020-04-22 17:30:00+00:00,Long,L,A,A,L,1,5,2020-04-22 12:49:00-05:00,4.0,8645.25,889951,8410.651446277125,8484.045661168628,2.9969096143667775,0.0063939013101159,0.0106565021835265,0.0,8644.25,3.0,1.0,0.1951219512195122,0.8780487804878049,0.43902439024390244,0.5,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0,2,5.125,immediate,none
1733,2020-04-29 16:15:00+00:00,Long,L,A,A,L,1,5,2020-04-29 11:30:00-05:00,0.0,8952.5,896697,8719.11585021991,8798.595711468233,2.996893533683915,0.0246374914723988,0.0032135858442259,0.0,8951.5,3.0,1.0,0.19858156028368795,1.0425531914893618,0.2978723404255319,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.047619047619047616,0.6666666666666666,0,5,5.035714285714286,immediate,none
1739,2020-04-30 17:00:00+00:00,Long,L,A,A,L,1,5,2020-04-30 12:15:00-05:00,0.0,8954.25,898107,8718.245448002695,8813.054133978128,2.996928025354323,0.015889524029362,0.0074151112137022,0.0,8944.5,6.0,9.75,1.4072164948453607,0.9020618556701031,0.14432989690721648,0.16,0.6,0.24,0.6,0.24,0,3,6.928571428571429,immediate,none
1740,2020-04-30 17:45:00+00:00,Short,RS,B,B,RS,1,5,2020-04-30 13:01:00-05:00,1.0,8919.75,898153,8738.15162654449,8659.363542013869,0.9960076734928596,0.0647032227019292,0.001376664312807,0.0,8921.5,3.0,1.75,0.23444976076555024,2.277511961722488,1.4401913875598087,0.6323529411764706,0.6323529411764706,0.0,0.36764705882352944,0.36764705882352944,0,3,7.464285714285714,immediate,none
1741,2020-05-01 15:30:00+00:00,Short,S,A+,A+,S,1,5,2020-05-01 10:45:00-05:00,0.0,8752.5,899382,8589.812674646284,8506.211559531901,0.9955435987504024,0.049174082754181,0.0046100702582044,0.0,8770.5,4.0,18.0,2.1221052631578945,2.151578947368421,1.8273684210526315,0.8493150684931506,0.958904109589041,0.1095890410958904,0.0410958904109589,0.0410958904109589,0,2,8.482142857142858,immediate,none
1753,2020-05-08 17:30:00+00:00,Short,S,A,A,S,1,5,2020-05-08 12:49:00-05:00,4.0,9164.25,906331,8984.510803788238,8928.205851962937,0.9959663778670412,0.0194726585729049,0.0041727125513367,0.0,9164.75,7.0,0.5,0.09621993127147767,1.2989690721649485,0.19243986254295534,0.14814814814814814,0.18518518518518517,0.037037037037037035,0.8148148148148148,0.8148148148148148,0,4,5.196428571428571,immediate,none
1757,2020-05-12 19:15:00+00:00,Short,S,A+,A+,S,1,5,2020-05-12 14:32:00-05:00,2.0,9206.5,909164,9045.317746757975,8963.642043337486,0.9955019861962634,0.0,0.0434290987946984,0.0,9212.75,3.0,6.25,0.7882882882882882,1.3873873873873874,0.8828828828828829,0.6363636363636364,0.9772727272727273,0.3409090909090909,0.022727272727272728,0.022727272727272728,0,3,7.928571428571429,immediate,none
1758,2020-05-13 15:00:00+00:00,Short,S,A,A,S,1,5,2020-05-13 10:18:00-05:00,3.0,9130.0,910275,8949.570231407848,8845.289305776458,0.9959818160514364,0.0,0.1163887764411477,0.0,9132.25,2.0,2.25,0.22950819672131148,1.453551912568306,1.2495446265938068,0.8596491228070176,0.8596491228070176,0.0,0.14035087719298245,0.14035087719298245,0,1,9.803571428571429,immediate,none
1763,2020-05-14 17:00:00+00:00,Long,L,B,B,L,1,5,2020-05-14 12:19:00-05:00,4.0,8973.25,911761,8720.049063576786,8846.852809269645,2.9971366614585175,0.0138230136485352,0.0157977298840402,0.0,8970.25,2.0,3.0,0.34710743801652894,1.0991735537190084,0.578512396694215,0.5263157894736842,1.0,0.0,0.47368421052631576,0.0,0,4,8.642857142857142,immediate,none
1765,2020-05-15 16:00:00+00:00,Long,RL,A+,A+,RL,1,5,2020-05-15 11:19:00-05:00,4.0,9030.0,913066,8758.851564743212,8852.22915194535,2.4973261877786115,0.0,0.0507102317849565,0.0,9028.25,3.0,1.75,0.28908554572271383,1.238938053097345,0.3716814159292035,0.3,0.7666666666666667,0.23333333333333334,0.4666666666666667,0.23333333333333334,0,3,6.053571428571429,immediate,none
1770,2020-05-18 17:15:00+00:00,Long,L,A+,A+,L,1,5,2020-05-18 12:30:00-05:00,0.0,9359.25,914502,9113.635731872277,9182.055666840084,2.997048217086383,0.0132321303024217,0.0010178561771093,0.0,9354.5,6.0,4.75,0.9016949152542372,1.2813559322033898,0.33220338983050846,0.25925925925925924,0.6666666666666666,0.07407407407407407,0.6666666666666666,0.07407407407407407,0,2,5.267857142857143,immediate,none
1780,2020-05-21 16:45:00+00:00,Short,RS,B,B,RS,1,5,2020-05-21 12:00:00-05:00,0.0,9394.75,918567,9222.43148740768,9150.41395653498,0.9957926749187116,0.0203112245303584,0.0145080175216846,0.0,9399.5,7.0,4.75,0.6600496277915633,2.0496277915632755,0.7642679900744417,0.3728813559322034,0.9152542372881356,0.5423728813559322,0.0847457627118644,0.0847457627118644,0,2,7.196428571428571,immediate,none
1785,2020-05-26 18:00:00+00:00,Short,RS,B,B,RS,1,5,2020-05-26 13:15:00-05:00,0.0,9456.25,922511,9275.706436256109,9216.130356945963,0.9959843486803636,0.0055388294063949,0.0180011955707834,0.0,9458.75,6.0,2.5,0.5243445692883895,0.6816479400749064,0.3670411985018726,0.5384615384615384,0.6923076923076923,0.15384615384615385,0.3076923076923077,0.3076923076923077,0,3,4.767857142857143,immediate,none
1786,2020-05-27 16:00:00+00:00,Long,L,A+,A+,L,1,5,2020-05-27 11:15:00-05:00,0.0,9297.5,923756,9042.04650877713,9165.143653410896,2.9971619099957123,0.0146797758842462,0.028380900042876,0.0,9279.5,19.0,18.0,2.695187165775401,1.3475935828877006,0.0748663101604278,0.05555555555555555,0.4166666666666667,0.5277777777777778,0.4166666666666667,0.5277777777777778,0,1,6.678571428571429,immediate,none
