signal_id,marker_bar_timestamp,direction,signal_type,confidence,phase44_class,setup_type,fold,train_selected_b1_window,b1_timestamp,b1_delay_min,entry_price,entry_i,stop,target,final_r,mae,mfe,wrong_direction,structure_level,structure_age_bars,break_strength,break_strength_atr,range_atr,body_atr,body_range_ratio,close_quality,upper_wick_ratio,lower_wick_ratio,opposing_wick_ratio,local_liquidity_sweep,structure_touches,atr_1m,retest_state,follow_through_state
2378,2021-03-25 18:45:00+00:00,Long,L,A+,A+,L,2,5,2021-03-25 14:00:00-05:00,0.0,12791.0,1214338,12706.12126023041,12863.405194483588,-0.1234113516345217,0.3976260732854518,0.3593361551172231,0.0,12784.25,2.0,6.75,0.5423242467718795,1.2252510760401722,1.0043041606886658,0.819672131147541,0.9836065573770492,0.01639344262295082,0.16393442622950818,0.01639344262295082,0,2,12.446428571428571,immediate,none
2383,2021-03-29 16:45:00+00:00,Long,L,A+,A+,L,2,5,2021-03-29 12:00:00-05:00,0.0,12972.25,1216948,12917.250087567118,13043.878421085969,-0.499546249887731,0.5181826431956446,0.5590917992374059,0.0,12963.75,3.0,8.5,0.9616161616161617,0.7636363636363637,0.48080808080808085,0.6296296296296297,0.6296296296296297,0.37037037037037035,0.0,0.37037037037037035,0,3,8.839285714285714,immediate,none
2394,2021-04-01 19:45:00+00:00,Long,RL,B,B,RL,2,5,2021-04-01 15:00:00-05:00,0.0,13319.0,1221222,13287.017376120291,13342.825853952034,0.3525351779268312,0.1094344233032292,0.4768214158212129,0.0,13314.75,5.0,4.25,0.6449864498644986,1.2520325203252032,0.6829268292682926,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.18181818181818182,0.2727272727272727,0,3,6.589285714285714,immediate,none
2408,2021-04-09 19:30:00+00:00,Long,L,B,B,L,2,5,2021-04-09 14:48:00-05:00,3.0,13811.0,1228945,13791.220675070364,13853.657043005189,-0.1377701215635073,0.4297416635925915,1.453537979798471,0.0,13809.75,3.0,1.25,0.2108433734939759,1.0542168674698795,0.6325301204819277,0.6,0.76,0.24,0.16,0.24,0,8,5.928571428571429,immediate,none
2414,2021-04-13 19:00:00+00:00,Long,L,B,B,L,2,5,2021-04-13 14:15:00-05:00,0.0,13987.5,1231642,13965.6957798915,14025.868185188683,-1.0332504440146126,1.0319103314879787,0.2981074290965272,1.0,13986.75,3.0,0.75,0.16799999999999998,1.232,1.064,0.8636363636363636,0.9090909090909091,0.09090909090909091,0.045454545454545456,0.09090909090909091,0,2,4.464285714285714,immediate,none
2428,2021-04-20 19:15:00+00:00,Long,L,B,B,L,2,5,2021-04-20 14:32:00-05:00,2.0,13792.0,1238484,13769.603753242884,13861.188740271342,-1.03237149545022,2.0985659119453035,1.1162584638006934,0.0,13790.5,2.0,1.5,0.2492581602373887,1.7032640949554896,0.9554896142433233,0.5609756097560976,0.5609756097560976,0.43902439024390244,0.0,0.43902439024390244,0,3,6.017857142857143,immediate,none
2429,2021-04-21 15:15:00+00:00,Long,L,A,A,L,2,5,2021-04-21 10:31:00-05:00,1.0,13853.0,1239608,13817.149997417033,13910.051207085982,0.035564850994063,0.1882845052626865,0.6555090183219455,0.0,13852.75,2.0,0.25,0.040345821325648415,0.8876080691642652,0.2824207492795389,0.3181818181818182,0.5,0.5,0.18181818181818182,0.5,0,2,6.196428571428571,immediate,none
2432,2021-04-23 15:00:00+00:00,Long,L,B,B,L,2,5,2021-04-23 10:15:00-05:00,0.0,13888.25,1242322,13867.438475249224,13929.055177677994,2.9651635327693624,0.1922011985138615,2.0061000094884296,0.0,13875.75,5.0,12.5,2.058823529411765,2.182352941176471,1.9352941176470588,0.8867924528301887,0.8867924528301887,0.11320754716981132,0.0,0.11320754716981132,0,5,6.071428571428571,immediate,none
2437,2021-04-26 18:00:00+00:00,Long,L,B,B,L,2,5,2021-04-26 13:18:00-05:00,3.0,14004.75,1243870,13992.169137007975,14043.421071940778,1.4128601520633262,0.2384574096309411,1.5499731626011175,0.0,14004.0,10.0,0.75,0.23863636363636365,1.0340909090909092,0.875,0.8461538461538461,1.0,0.0,0.15384615384615385,0.0,0,7,3.142857142857143,immediate,none
2442,2021-04-29 18:45:00+00:00,Long,L,B,B,L,2,5,2021-04-29 14:00:00-05:00,0.0,13972.25,1248007,13953.336606758232,14036.990179725302,-1.0383326244387985,1.3746872212534542,0.4494169761790139,1.0,13971.75,6.0,0.5,0.08722741433021808,1.5700934579439254,0.8286604361370717,0.5277777777777778,0.8055555555555556,0.19444444444444445,0.2777777777777778,0.19444444444444445,0,5,5.732142857142857,immediate,none
2444,2021-04-30 15:00:00+00:00,Short,S,B,B,S,2,5,2021-04-30 10:16:00-05:00,1.0,13878.5,1249148,13926.468525883423,13841.594422349728,-0.5519244027707145,0.8547271204381227,0.3804578036096522,1.0,13880.5,7.0,2.0,0.19823008849557525,1.858407079646018,1.2141592920353983,0.6533333333333333,0.68,0.02666666666666667,0.32,0.32,0,2,10.089285714285714,immediate,none
2447,2021-05-03 14:45:00+00:00,Short,S,A+,A+,S,2,5,2021-05-03 10:00:00-05:00,0.0,13837.0,1250497,13912.438002973233,13829.616791481483,2.9903894592721754,0.1325591824527517,0.4507012203393557,0.0,13837.5,2.0,0.5,0.043545878693623634,1.5023328149300155,0.9362363919129082,0.6231884057971014,0.6231884057971014,0.0,0.37681159420289856,0.37681159420289856,0,1,11.482142857142858,immediate,none
2449,2021-05-04 15:00:00+00:00,Short,S,A+,A+,S,2,5,2021-05-04 10:15:00-05:00,0.0,13430.0,1251877,13502.12244358209,13390.451749007065,2.9899476506342326,0.4124929567332066,0.5962083072110214,0.0,13457.75,9.0,27.75,1.88135593220339,1.3559322033898304,0.8983050847457628,0.6625,0.9,0.2375,0.1,0.1,0,2,14.75,immediate,none
2451,2021-05-05 14:45:00+00:00,Long,L,B,B,L,2,5,2021-05-05 10:05:00-05:00,5.0,13624.75,1253231,13596.75235126246,13690.742946212613,-1.025895031643421,1.0090133019677818,0.0446466062817602,1.0,13620.5,6.0,4.25,0.38699186991869916,0.9333333333333332,0.5691056910569106,0.6097560975609756,0.8536585365853658,0.14634146341463414,0.24390243902439024,0.14634146341463414,0,4,10.982142857142858,immediate,none
2457,2021-05-07 19:00:00+00:00,Long,L,A,A,L,2,5,2021-05-07 14:15:00-05:00,0.0,13738.0,1256211,13709.831993428372,13808.898131906635,-1.0257384205785527,1.2691703940458687,0.3461373801943279,1.0,13735.25,6.0,2.75,0.358974358974359,0.5221445221445221,0.26107226107226106,0.5,0.5625,0.4375,0.0625,0.4375,0,4,7.660714285714286,immediate,none
2458,2021-05-10 18:15:00+00:00,Short,S,A+,A+,S,2,5,2021-05-10 13:30:00-05:00,0.0,13376.25,1257531,13450.40991346312,13354.785766749152,-0.1985574053740349,0.3944179359721916,0.1955234212511719,0.0,13392.5,5.0,16.25,1.2656467315716273,1.8497913769123784,1.2461752433936022,0.6736842105263158,0.6736842105263158,0.0,0.3263157894736842,0.3263157894736842,0,1,12.839285714285714,immediate,none
2461,2021-05-11 15:00:00+00:00,Long,L,A,A,L,2,5,2021-05-11 10:16:00-05:00,1.0,13225.25,1258702,13190.929103294337,13345.212690116989,2.6594584862620514,0.0946944955393225,3.3215915358408528,0.0,13223.75,2.0,1.5,0.07657247037374658,0.9443938012762078,0.6891522333637192,0.7297297297297297,0.9054054054054054,0.0945945945945946,0.17567567567567569,0.0945945945945946,0,3,19.589285714285715,immediate,none
2469,2021-05-13 18:15:00+00:00,Long,L,A+,A+,L,2,5,2021-05-13 13:34:00-05:00,4.0,13127.25,1261630,13091.60328822284,13246.190135331475,0.8072273308091327,0.6031411854872755,1.0870567877968338,0.0,13124.5,2.0,2.75,0.19743589743589743,1.2743589743589743,1.023076923076923,0.8028169014084507,1.0,0.0,0.19718309859154928,0.0,0,7,13.928571428571429,immediate,none
2470,2021-05-14 15:00:00+00:00,Long,L,B,B,L,2,5,2021-05-14 10:15:00-05:00,0.0,13333.75,1262796,13311.96554055219,13401.103378343429,1.0684221959126778,0.3557581962759721,1.2394156515420969,0.0,13332.0,3.0,1.75,0.24623115577889448,1.1608040201005025,0.8442211055276382,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.0,0.2727272727272727,0,2,7.107142857142857,immediate,none
2473,2021-05-17 17:00:00+00:00,Short,S,B,B,S,2,5,2021-05-17 12:15:00-05:00,0.0,13215.5,1264281,13264.11393701474,13159.641656347096,-0.0766241170483808,0.3959769807198202,0.6736751230428111,0.0,13222.75,4.0,7.25,1.0463917525773196,1.6237113402061856,0.9742268041237113,0.6,0.7333333333333333,0.13333333333333333,0.26666666666666666,0.26666666666666666,0,1,6.928571428571429,immediate,none
2475,2021-05-18 16:15:00+00:00,Long,L,B,B,L,2,5,2021-05-18 11:30:00-05:00,0.0,13367.5,1265600,13343.610931151648,13415.757480263715,-1.0303486085875644,1.0674338192867472,0.3244161607636192,1.0,13354.0,8.0,13.5,2.5714285714285716,0.5714285714285714,0.09523809523809523,0.16666666666666666,0.4166666666666667,0.5833333333333334,0.25,0.5833333333333334,0,3,5.25,immediate,none
2476,2021-05-18 18:30:00+00:00,Short,S,A+,A+,S,2,5,2021-05-18 13:45:00-05:00,0.0,13243.75,1265735,13325.954262450969,13245.590042620095,2.99118050599344,0.0790713255760548,0.0456180724477239,0.0,13246.0,3.0,2.25,0.2032258064516129,1.2645161290322582,1.1290322580645162,0.8928571428571429,1.0,0.10714285714285714,0.0,0.0,0,2,11.071428571428571,immediate,none
2482,2021-05-20 15:30:00+00:00,Long,L,A,A,L,2,5,2021-05-20 10:46:00-05:00,1.0,13494.5,1268286,13461.212382274787,13540.924009973383,-1.0217798704006045,1.028911118925108,0.2778811051111605,1.0,13492.75,4.0,1.75,0.2670299727520436,0.7629427792915531,0.2670299727520436,0.35,0.9,0.1,0.55,0.1,0,2,6.553571428571429,immediate,none
2501,2021-05-28 17:30:00+00:00,Short,S,B,B,S,2,5,2021-05-28 12:45:00-05:00,0.0,13712.5,1276595,13740.589728440533,13689.529918957807,-0.7823144337803786,0.7743043883833098,0.2047011601473118,1.0,13714.0,4.0,1.5,0.32307692307692304,1.8307692307692307,1.1846153846153846,0.6470588235294118,0.8235294117647058,0.17647058823529413,0.17647058823529413,0.17647058823529413,0,1,4.642857142857143,immediate,none
2505,2021-06-02 17:30:00+00:00,Short,S,B,B,S,2,5,2021-06-02 12:46:00-05:00,1.0,13626.5,1280462,13657.212989496107,13597.361031511677,-0.1131443098510631,0.3418748930751549,0.7570086918092717,0.0,13630.5,2.0,4.0,0.875,2.1328125,1.75,0.8205128205128205,0.8974358974358975,0.07692307692307693,0.10256410256410256,0.10256410256410256,0,5,4.571428571428571,immediate,none
2521,2021-06-14 15:00:00+00:00,Long,L,B,B,L,2,5,2021-06-14 10:16:00-05:00,1.0,14031.0,1291222,14017.902033371862,14069.215889479336,1.986949634158537,0.5344340994854855,2.34769265131124,0.0,14027.75,4.0,3.25,0.6453900709219859,1.0921985815602837,0.8936170212765958,0.8181818181818182,0.8636363636363636,0.13636363636363635,0.045454545454545456,0.13636363636363635,0,2,5.035714285714286,immediate,none
2532,2021-06-18 15:15:00+00:00,Short,S,A+,A+,S,2,5,2021-06-18 10:30:00-05:00,0.0,14011.75,1296675,14064.730836019688,13951.70058395168,-1.0136841932756704,1.0050804026613025,0.009437374672876,1.0,14020.25,4.0,8.5,1.0236559139784946,0.7225806451612903,0.3311827956989247,0.4583333333333333,0.7083333333333334,0.25,0.2916666666666667,0.2916666666666667,0,1,8.303571428571429,immediate,none
2535,2021-06-21 14:45:00+00:00,Long,L,A,A,L,2,5,2021-06-21 10:03:00-05:00,3.0,14115.75,1298013,14085.440271228255,14188.679186315234,0.0255693479092584,0.7835767907675985,0.5691241953996241,0.0,14115.0,6.0,0.75,0.0963302752293578,1.0275229357798166,0.5137614678899083,0.5,0.5,0.5,0.0,0.5,0,1,7.785714285714286,immediate,none
2536,2021-06-22 15:00:00+00:00,Long,L,B,B,L,2,5,2021-06-22 10:20:00-05:00,5.0,14197.75,1299395,14168.02666421724,14246.243442124742,0.6064258780286118,0.2186833956829945,0.689693786384829,0.0,14193.75,3.0,4.0,0.7491638795986622,1.4046822742474916,1.3110367892976589,0.9333333333333333,0.9333333333333333,0.06666666666666667,0.0,0.06666666666666667,0,7,5.339285714285714,immediate,none
2537,2021-06-22 19:00:00+00:00,Long,L,B,B,L,2,5,2021-06-22 14:17:00-05:00,2.0,14264.25,1299632,14241.108609764307,14300.493546194488,0.4116001632999957,0.4861419251574753,0.6481892335433004,0.0,14262.5,2.0,1.75,0.4375,1.3125,1.125,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.0,0.14285714285714285,0,1,4.0,immediate,none
2566,2021-07-06 17:00:00+00:00,Long,L,B,B,L,2,5,2021-07-06 12:19:00-05:00,4.0,14711.75,1313013,14699.618506694496,14780.163804768104,2.907721177573154,0.5151880187053781,2.988090508491193,0.0,14710.75,2.0,1.0,0.2641509433962264,0.9905660377358491,0.5943396226415094,0.6,1.0,0.0,0.4,0.0,0,9,3.7857142857142856,immediate,none
2573,2021-07-09 14:45:00+00:00,Long,L,A,A,L,2,5,2021-07-09 10:00:00-05:00,0.0,14776.75,1317014,14736.35582483732,14813.690894459422,0.6318980372096309,0.1732923118694384,0.8417055147944154,0.0,14775.25,4.0,1.5,0.21483375959079284,0.823529411764706,0.4296675191815857,0.5217391304347826,0.6086956521739131,0.391304347826087,0.08695652173913043,0.391304347826087,0,4,6.982142857142857,immediate,none
2578,2021-07-13 17:15:00+00:00,Short,S,A+,A+,S,2,5,2021-07-13 12:35:00-05:00,5.0,14882.75,1319928,14968.709544296036,14894.123049979216,2.991565799866235,0.0959753808324972,0.0727086218428009,0.0,14890.5,3.0,7.75,0.6760124610591901,1.2866043613707165,1.133956386292835,0.8813559322033898,0.9661016949152542,0.0847457627118644,0.03389830508474576,0.03389830508474576,0,2,11.464285714285714,immediate,none
2582,2021-07-15 15:15:00+00:00,Long,L,B,B,L,2,5,2021-07-15 10:30:00-05:00,0.0,14826.25,1322562,14804.39131718472,14915.826048445842,-1.0331675977974846,1.0979618581236257,0.1715565403318165,1.0,14823.5,5.0,2.75,0.3162217659137577,1.2361396303901437,0.9486652977412732,0.7674418604651163,0.9534883720930233,0.046511627906976744,0.18604651162790697,0.046511627906976744,0,3,8.696428571428571,immediate,none
2586,2021-07-19 16:45:00+00:00,Short,S,B,B,S,2,5,2021-07-19 12:05:00-05:00,5.0,14466.75,1325417,14517.385974164275,14400.842077507172,-0.5919704418592556,0.7307057997929094,0.385101705296263,0.0,14472.0,3.0,5.25,0.5394495412844036,1.0532110091743119,0.5908256880733944,0.5609756097560976,0.8292682926829268,0.2682926829268293,0.17073170731707318,0.17073170731707318,0,2,9.732142857142858,immediate,none
2592,2021-07-21 16:45:00+00:00,Short,RS,B,B,RS,2,5,2021-07-21 12:02:00-05:00,2.0,14736.75,1328174,14795.98769844111,14738.58662547071,2.4877611720394444,0.084405710072796,0.0168811420145592,0.0,14741.0,4.0,4.25,0.8095238095238095,3.0,2.4285714285714284,0.8095238095238095,0.8888888888888888,0.07936507936507936,0.1111111111111111,0.1111111111111111,0,2,5.25,immediate,none
2593,2021-07-21 20:00:00+00:00,Long,L,B,B,L,2,5,2021-07-21 15:15:00-05:00,0.0,14827.25,1328367,14826.3541801541,14885.937459537698,-1.8093145104095,1.1162958764268962,2.5116657219605165,0.0,14824.75,4.0,2.5,0.6334841628959276,0.5067873303167421,0.12669683257918551,0.25,0.75,0.25,0.5,0.25,0,4,3.9464285714285716,immediate,none
2614,2021-08-02 15:00:00+00:00,Long,L,B,B,L,2,5,2021-08-02 10:18:00-05:00,3.0,15043.0,1339108,15028.691324728268,15103.758790069292,-1.0506685619899636,1.3278657624955967,0.5940452095375038,0.0,15041.25,3.0,1.75,0.28908554572271383,0.743362831858407,0.7020648967551623,0.9444444444444444,0.9444444444444444,0.05555555555555555,0.0,0.05555555555555555,0,2,6.053571428571429,immediate,none
2615,2021-08-02 19:30:00+00:00,Short,S,A,A,S,2,5,2021-08-02 14:45:00-05:00,0.0,14940.0,1339375,14984.692197743085,14918.144807086766,-0.3798202115183862,0.5929446601023409,0.173408343992194,0.0,14940.5,5.0,0.5,0.0681265206812652,0.5790754257907542,0.0681265206812652,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.6470588235294118,0.6470588235294118,0,1,7.339285714285714,immediate,none
2629,2021-08-10 14:45:00+00:00,Short,S,A,A,S,2,5,2021-08-10 10:02:00-05:00,2.0,15015.75,1347372,15065.328953381188,15003.013139856435,2.985376859522914,0.3983545164447542,0.2975052717751962,0.0,15020.25,6.0,4.5,0.3615494978479197,1.345767575322812,0.9038737446197992,0.6716417910447762,0.9104477611940298,0.23880597014925373,0.08955223880597014,0.08955223880597014,1,5,12.446428571428571,immediate,none
2632,2021-08-11 15:00:00+00:00,Short,S,A,A,S,2,5,2021-08-11 10:16:00-05:00,1.0,14968.0,1348766,15039.739953132368,14964.185082214724,2.989894055287961,0.0836354045134284,0.0696961704278569,0.0,14973.0,5.0,5.0,0.46979865771812085,1.9731543624161074,1.5973154362416109,0.8095238095238095,0.9047619047619048,0.09523809523809523,0.09523809523809523,0.09523809523809523,0,1,10.642857142857142,immediate,none
2648,2021-08-18 19:30:00+00:00,Short,S,A,A,S,2,5,2021-08-18 14:46:00-05:00,1.0,14908.25,1355935,14978.591799695683,14892.99536997931,2.989693183809107,0.010662223645751,0.220352622012189,0.0,14913.5,8.0,5.25,0.519434628975265,1.4840989399293285,0.7420494699646643,0.5,0.7333333333333333,0.23333333333333334,0.26666666666666666,0.26666666666666666,0,4,10.107142857142858,immediate,none
2649,2021-08-19 15:00:00+00:00,Long,L,A,A,L,2,5,2021-08-19 10:19:00-05:00,4.0,14934.0,1357048,14889.843016363058,15000.300784248177,0.7082684872033546,0.5378537672607409,1.4720208367136065,0.0,14923.75,3.0,10.25,0.9125596184419713,1.179650238473768,1.0015898251192368,0.8490566037735849,0.8490566037735849,0.1509433962264151,0.0,0.1509433962264151,0,1,11.232142857142858,immediate,none
2651,2021-08-20 16:30:00+00:00,Long,L,B,B,L,2,5,2021-08-20 11:46:00-05:00,1.0,15064.5,1358515,15053.820070013437,15132.399982525529,-1.067884340151306,1.1470112646255144,1.1704196577811372,0.0,15064.0,2.0,0.5,0.10727969348659004,0.7509578544061303,0.5900383141762452,0.7857142857142857,0.7857142857142857,0.21428571428571427,0.0,0.21428571428571427,0,7,4.660714285714286,immediate,none
2652,2021-08-23 14:45:00+00:00,Long,L,B,B,L,2,5,2021-08-23 10:01:00-05:00,1.0,15274.75,1359790,15272.387525662132,15324.837423013603,-1.3068816403120584,2.751352637280524,0.9523912975201816,0.0,15272.75,5.0,2.0,0.44268774703557306,1.6047430830039524,0.5533596837944663,0.3448275862068966,0.896551724137931,0.10344827586206896,0.5517241379310345,0.10344827586206896,0,6,4.517857142857143,immediate,none
2667,2021-09-01 18:30:00+00:00,Short,S,B,B,S,2,5,2021-09-01 13:49:00-05:00,4.0,15638.0,1369678,15687.594206502336,15642.971565353697,2.9853813569944734,0.1310636959116162,0.020163645524864,0.0,15640.5,6.0,2.5,0.40462427745664736,1.2138728323699421,0.7687861271676301,0.6333333333333333,0.9333333333333333,0.3,0.06666666666666667,0.06666666666666667,0,4,6.178571428571429,immediate,none
2680,2021-09-08 15:45:00+00:00,Short,RS,B,B,RS,2,5,2021-09-08 11:00:00-05:00,0.0,15529.25,1376164,15597.899453932076,15528.622119748592,-1.010560899737343,1.1034319380741169,0.003641689564601,1.0,15533.5,3.0,4.25,0.45506692160611856,1.9808795411089868,1.3652007648183557,0.6891891891891891,0.7027027027027027,0.013513513513513514,0.2972972972972973,0.2972972972972973,0,3,9.339285714285714,immediate,none
2690,2021-09-14 16:30:00+00:00,Short,RS,A,A,RS,2,5,2021-09-14 11:50:00-05:00,5.0,15425.75,1381725,15494.80163689699,15422.686039997614,2.489500610954646,0.1955058649824507,0.1122348484158513,0.0,15427.25,3.0,1.5,0.23463687150837986,0.6648044692737429,0.3519553072625698,0.5294117647058824,0.5294117647058824,0.0,0.47058823529411764,0.47058823529411764,0,7,6.392857142857143,immediate,none
2691,2021-09-14 20:00:00+00:00,Long,L,B,B,L,2,5,2021-09-14 15:19:00-05:00,4.0,15405.5,1381934,15388.485542599636,15470.68480470912,-0.2042380734354531,0.5877354631236061,0.1616272523589916,0.0,15405.25,2.0,0.25,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0,9,1.75,immediate,none
2694,2021-09-15 16:45:00+00:00,Long,L,A,A,L,2,5,2021-09-15 12:04:00-05:00,4.0,15445.25,1383118,15433.486417969372,15513.175603501648,0.7246942281529776,0.9138372964978896,1.912682713600234,0.0,15444.0,8.0,1.25,0.2508960573476703,0.7526881720430109,0.4014336917562724,0.5333333333333333,0.8666666666666667,0.13333333333333333,0.3333333333333333,0.13333333333333333,0,3,4.982142857142857,immediate,none
2699,2021-09-17 14:45:00+00:00,Short,S,B,B,S,2,5,2021-09-17 10:02:00-05:00,2.0,15339.25,1385756,15387.800197156545,15315.599408530374,2.985067001938997,0.0566424064382878,0.550976135354254,0.0,15341.5,4.0,2.25,0.2381852551984877,1.3761814744801513,1.2703213610586013,0.9230769230769231,0.9615384615384616,0.038461538461538464,0.038461538461538464,0.038461538461538464,1,5,9.446428571428571,immediate,none
2701,2021-09-20 14:45:00+00:00,Short,S,A,A,S,2,5,2021-09-20 10:00:00-05:00,0.0,14991.5,1387134,15048.305244995328,14933.85859172374,0.6297833941732335,0.919809429645044,0.664551310413405,0.0,15003.5,7.0,12.0,0.8853754940711462,0.8853754940711462,0.42424242424242425,0.4791666666666667,0.8125,0.3333333333333333,0.1875,0.1875,0,8,13.553571428571429,immediate,none
2705,2021-09-21 20:00:00+00:00,Short,S,A+,A+,S,2,5,2021-09-21 15:20:00-05:00,5.0,14971.0,1388834,15062.428866814766,14938.593440973347,-0.2294133213145389,0.3417957707308387,0.084765351141248,0.0,14977.0,4.0,6.0,0.8421052631578947,1.1929824561403508,1.087719298245614,0.9117647058823529,0.9117647058823529,0.0,0.08823529411764706,0.08823529411764706,0,5,7.125,immediate,none
2718,2021-09-28 15:15:00+00:00,Short,S,B,B,S,2,5,2021-09-28 10:30:00-05:00,0.0,14785.25,1395444,14844.577081686532,14710.268754940398,-0.3409067060952619,0.9607753892425182,0.3918952245594482,1.0,14796.0,7.0,10.75,0.8575498575498575,1.4558404558404558,0.3789173789173789,0.2602739726027397,0.7534246575342466,0.4931506849315068,0.2465753424657534,0.2465753424657534,0,1,12.535714285714286,immediate,none
2722,2021-09-29 15:15:00+00:00,Short,S,A+,A+,S,2,5,2021-09-29 10:35:00-05:00,5.0,14781.5,1396829,14890.029599828313,14774.903325181109,2.993319794773528,0.009214076174444,0.1036583569624952,0.0,14798.25,4.0,16.75,1.733826247689464,1.9149722735674675,1.7079482439926061,0.8918918918918919,0.8918918918918919,0.0,0.10810810810810811,0.10810810810810811,0,3,9.660714285714286,immediate,none
2723,2021-09-29 18:15:00+00:00,Long,L,A,A,L,2,5,2021-09-29 13:30:00-05:00,0.0,14839.75,1397004,14812.016625364966,14938.950123905102,-1.0261417879915755,1.054685929315288,0.4687493019179057,1.0,14827.75,2.0,12.0,1.4801762114537445,2.3127753303964758,2.066079295154185,0.8933333333333333,0.9866666666666667,0.013333333333333334,0.09333333333333334,0.013333333333333334,0,5,8.107142857142858,immediate,none
2724,2021-09-30 15:45:00+00:00,Short,S,A,A,S,2,5,2021-09-30 11:02:00-05:00,2.0,14733.0,1398236,14800.806495663212,14682.58051301036,0.0556731322431123,0.1253567216070079,0.7410794424414293,0.0,14734.0,5.0,1.0,0.07943262411347518,0.9929078014184398,0.6156028368794326,0.62,0.76,0.14,0.24,0.24,0,2,12.589285714285714,immediate,none
2726,2021-09-30 18:15:00+00:00,Long,L,B,B,L,2,5,2021-09-30 13:34:00-05:00,4.0,14813.0,1398388,14793.023624833915,14920.929125498247,-1.036292870652073,1.1388452514960834,0.0500591319338937,1.0,14804.25,5.0,8.75,0.9839357429718876,1.5742971887550201,1.3775100401606426,0.875,0.875,0.125,0.0,0.125,0,4,8.892857142857142,immediate,none
2728,2021-10-01 15:00:00+00:00,Long,L,A+,A+,L,2,5,2021-10-01 10:19:00-05:00,4.0,14668.0,1399573,14614.977317600826,14748.753918028102,-0.1032576956175506,0.3819120248868312,0.7496791599630389,0.0,14666.5,3.0,1.5,0.09180327868852459,0.5049180327868852,0.1989071038251366,0.3939393939393939,0.9696969696969697,0.030303030303030304,0.5757575757575758,0.030303030303030304,0,3,16.339285714285715,immediate,none
2735,2021-10-05 19:30:00+00:00,Short,S,B,B,S,2,5,2021-10-05 14:50:00-05:00,5.0,14686.75,1402604,14741.935381041823,14661.344978571027,2.9868624627335536,0.0226509263214593,0.4756694527506462,0.0,14694.75,5.0,8.0,0.8906560636182902,2.9502982107355864,1.7813121272365804,0.6037735849056604,0.7075471698113207,0.10377358490566038,0.29245283018867924,0.29245283018867924,0,1,8.982142857142858,immediate,none
2737,2021-10-06 20:00:00+00:00,Long,L,B,B,L,2,5,2021-10-06 15:16:00-05:00,1.0,14764.25,1404010,14748.817032644658,14877.548902066026,0.6009861737178822,0.3401808530478579,0.9233480297013286,0.0,14761.5,3.0,2.75,0.7549019607843137,1.0980392156862746,1.0980392156862746,1.0,1.0,0.0,0.0,0.0,0,11,3.642857142857143,immediate,none
2744,2021-10-08 19:45:00+00:00,Short,S,B,B,S,2,5,2021-10-08 15:05:00-05:00,5.0,14797.5,1406759,14854.325532246712,14766.023403259866,-0.3911094031378109,0.5543282879118581,0.0879886171288663,0.0,14800.5,4.0,3.0,0.40975609756097564,1.1951219512195121,0.6146341463414634,0.5142857142857142,0.7428571428571429,0.22857142857142856,0.2571428571428571,0.2571428571428571,0,1,7.321428571428571,immediate,none
2747,2021-10-11 19:30:00+00:00,Short,S,A,A,S,2,5,2021-10-11 14:50:00-05:00,5.0,14726.5,1408124,14793.116931961147,14705.894135974948,2.989116880969198,0.0412807963237315,0.454088759561047,0.0,14734.0,2.0,7.5,0.9230769230769231,2.0307692307692307,1.476923076923077,0.7272727272727273,0.7575757575757576,0.030303030303030304,0.24242424242424243,0.24242424242424243,0,1,8.125,immediate,none
2749,2021-10-12 16:45:00+00:00,Short,RS,A,A,RS,2,5,2021-10-12 12:03:00-05:00,3.0,14649.0,1409337,14723.753953973815,14629.457854649683,-0.2504884224125312,0.3946279552026526,0.1772481493706829,0.0,14652.75,2.0,3.75,0.5236907730673317,1.5361596009975063,0.6982543640897756,0.45454545454545453,0.75,0.29545454545454547,0.25,0.25,0,6,7.160714285714286,immediate,none
2755,2021-10-15 14:45:00+00:00,Long,L,A,A,L,2,5,2021-10-15 10:00:00-05:00,0.0,15113.0,1413353,15092.197589663552,15161.469326564324,-1.0348517305578635,1.2498551648337377,0.3845708199488423,1.0,15098.0,7.0,15.0,2.3076923076923075,1.1923076923076923,0.4230769230769231,0.3548387096774194,0.3870967741935484,0.6129032258064516,0.03225806451612903,0.6129032258064516,0,3,6.5,immediate,none
2757,2021-10-18 15:00:00+00:00,Long,L,B,B,L,2,5,2021-10-18 10:19:00-05:00,4.0,15196.0,1414752,15176.269405909512,15252.139845374068,0.7234957008659908,0.3547789776575786,1.1910437107075855,0.0,15189.5,3.0,6.5,1.1375,1.75,1.26875,0.725,0.875,0.125,0.15,0.125,0,6,5.714285714285714,immediate,none
