variant,basis,dimension,bucket,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses,avg_MFE_R,avg_MAE_R
CURRENT,net_after_14.50_USD,direction,Long,21.0,8.0,13.0,38.095238095238095,-0.10752745309368902,-2.2580765149674695,0.7914601365073457,7.346250028598776,1.9925891311106403,-1.0461806034103123,3.0,7.0,0.9037651661400917,0.9221934705122523
CURRENT,net_after_14.50_USD,direction,Short,21.0,9.0,12.0,42.857142857142854,0.09061690724033879,1.9029550520471146,1.1737933919383745,3.9780116249693798,1.9927957671063166,-1.024627631892387,4.0,4.0,1.0617034767742008,0.9039762381864053
CURRENT,net_after_14.50_USD,score_band,75-79,24.0,9.0,15.0,37.5,-0.21068200101294385,-5.056368024310652,0.6263885869785957,9.277339173851983,1.9925891311106403,-1.0431099319265107,3.0,4.0,0.8616351697408885,1.072546249587173
CURRENT,net_after_14.50_USD,score_band,85-89,2.0,2.0,0.0,100.0,1.0373002995917122,2.0746005991834244,99.9,0.0,1.619445572180626,0.4551550270027986,2.0,0.0,1.1764852197543212,0.5019344826652412
CURRENT,net_after_14.50_USD,score_band,90-94,14.0,5.0,9.0,35.714285714285715,0.11887566825891281,1.6642593556247793,1.2300872214974237,4.636165170635629,1.9927957671063166,-1.0461806034103123,2.0,5.0,1.129975518016219,0.7185003077392753
CURRENT,net_after_14.50_USD,score_band,95+,2.0,1.0,1.0,50.0,0.4811933032910476,0.9623866065820952,1.9522656657759272,1.010628274409034,1.9730148809911292,-1.010628274409034,1.0,1.0,1.211484867841555,0.7727903094496624
CURRENT,net_after_14.50_USD,session,Afternoon,6.0,4.0,2.0,66.66666666666667,0.38963716448941915,2.337822986936515,2.430832957273965,1.6338895292086049,1.9730148809911292,-1.0173642776176384,2.0,2.0,1.189694975929574,0.5705411540487653
CURRENT,net_after_14.50_USD,session,Midday,4.0,1.0,3.0,25.0,-0.14053380436330848,-0.5621352174532339,0.7799624770597128,1.5379204891956855,1.9925891311106403,-1.0168038593681887,1.0,2.0,0.8635898705952194,1.0055482623597798
CURRENT,net_after_14.50_USD,session,Morning,4.0,2.0,2.0,50.0,-0.029223703603573126,-0.1168948144142925,0.94213420999358,2.0201022815263316,1.619445572180626,-1.0112979294588618,2.0,2.0,0.6126897106742626,0.8685771600930214
CURRENT,net_after_14.50_USD,session,Opening,4.0,3.0,1.0,75.0,0.4143815843396345,1.657526337358538,2.640094958087115,1.010628274409034,1.986216155716597,-1.010628274409034,3.0,1.0,1.048646220282266,0.6939598946870786
