candidate_id,direction,timestamp,bar_index,open,high,low,close,atr,bos_level,tolerance_0.10_atr,lower_threshold,upper_threshold,bull_bos,bear_bos,state_before,eligible_retest,retest_touch,retest_accepted,retest_invalid,eligible_confirm,confirmation_evaluated,confirmation_bearish_candle,confirmation_close_below_bos,directional_candle,close_beyond_bos,confirmation,confirmation_invalid,invalidation,opposite_bos,state_after,transition_reason
140,Short,2026-07-29 08:50:00-05:00,11662,27532.0,27538.0,27404.0,27435.75,61.89284791982266,27526.5,6.189284791982266,27520.31071520802,27532.68928479198,False,True,WAIT_BOS,False,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,MATCHING_BOS_ACCEPTED
140,Short,2026-07-29 08:55:00-05:00,11663,27435.0,27435.0,27350.0,27416.0,63.596930211263896,27526.5,6.35969302112639,27520.140306978872,27532.859693021128,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
140,Short,2026-07-29 09:00:00-05:00,11664,27417.5,27472.25,27415.75,27469.0,63.09000662474505,27526.5,6.309000662474506,27520.190999337527,27532.809000662473,False,False,WAIT_RETEST,True,False,False,False,False,False,False,True,False,True,False,False,False,False,WAIT_RETEST,
140,Short,2026-07-29 09:05:00-05:00,11665,27470.0,27508.75,27399.5,27408.75,66.38714900869184,27526.5,6.638714900869184,27519.86128509913,27533.13871490087,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
140,Short,2026-07-29 09:10:00-05:00,11666,27408.75,27429.75,27318.0,27330.25,69.62735265092813,27526.5,6.962735265092814,27519.537264734907,27533.462735265093,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
140,Short,2026-07-29 09:15:00-05:00,11667,27331.0,27372.25,27325.75,27345.5,67.97539889014755,27526.5,6.797539889014755,27519.702460110984,27533.297539889016,False,False,WAIT_RETEST,True,False,False,False,False,False,False,True,False,True,False,False,False,False,WAIT_RETEST,
140,Short,2026-07-29 09:20:00-05:00,11668,27345.75,27378.0,27287.75,27302.25,69.56644182656558,27526.5,6.956644182656558,27519.543355817343,27533.456644182657,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
140,Short,2026-07-29 09:25:00-05:00,11669,27302.25,27305.25,27221.0,27255.5,70.61526741038232,27526.5,7.061526741038232,27519.43847325896,27533.56152674104,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
140,Short,2026-07-29 09:30:00-05:00,11670,27253.25,27334.5,27249.25,27304.5,71.66060545249786,27526.5,7.1660605452497865,27519.33393945475,27533.66606054525,False,False,WAIT_RETEST,True,False,False,False,False,False,False,True,False,True,False,False,False,False,WAIT_RETEST,
140,Short,2026-07-29 09:35:00-05:00,11671,27303.25,27306.75,27236.75,27246.25,71.54199077731944,27526.5,7.154199077731945,27519.345800922267,27533.654199077733,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,IDLE,NO_VALID_RETEST
149,Short,2026-07-30 02:25:00-05:00,11861,27112.0,27120.75,27078.75,27090.25,41.35034103690267,27103.25,4.135034103690267,27099.11496589631,27107.38503410369,False,True,WAIT_BOS,False,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,MATCHING_BOS_ACCEPTED
149,Short,2026-07-30 02:30:00-05:00,11862,27095.25,27095.25,27058.75,27062.75,41.00388810569534,27103.25,4.100388810569534,27099.14961118943,27107.35038881057,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
149,Short,2026-07-30 02:35:00-05:00,11863,27065.0,27102.75,27033.5,27101.0,43.0214675267171,27103.25,4.30214675267171,27098.94785324733,27107.55214675267,False,False,WAIT_RETEST,True,True,True,False,False,False,False,True,False,True,False,False,False,False,WAIT_CONFIRM,RETEST_ACCEPTED
149,Short,2026-07-30 02:40:00-05:00,11864,27102.0,27129.75,27096.0,27116.25,42.35921984623731,27103.25,4.235921984623731,27099.014078015378,27107.485921984622,False,False,WAIT_CONFIRM,False,False,False,False,True,True,False,False,False,False,False,True,True,False,IDLE,CONFIRMATION_STRUCTURE_FAILED
195,Short,2026-08-11 00:25:00-05:00,14045,29497.5,29503.0,29495.5,29496.0,12.357278285741964,29497.25,1.2357278285741966,29496.014272171426,29498.485727828574,False,True,WAIT_BOS,False,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,MATCHING_BOS_ACCEPTED
195,Short,2026-08-11 00:30:00-05:00,14046,29495.5,29500.25,29480.5,29499.25,12.885329836760395,29497.25,1.2885329836760395,29495.961467016325,29498.538532983675,False,False,WAIT_RETEST,True,True,False,True,False,False,False,False,False,False,False,False,True,False,IDLE,RETEST_STRUCTURE_FAILED
221,Short,2026-08-14 00:00:00-05:00,14868,29830.5,29834.75,29818.5,29818.75,10.708992488097381,29827.0,1.0708992488097382,29825.92910075119,29828.07089924881,False,True,WAIT_BOS,False,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,MATCHING_BOS_ACCEPTED
221,Short,2026-08-14 00:05:00-05:00,14869,29818.25,29822.0,29811.25,29815.75,10.711921596090425,29827.0,1.0711921596090426,29825.92880784039,29828.07119215961,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
221,Short,2026-08-14 00:10:00-05:00,14870,29815.75,29827.5,29810.0,29825.25,11.196784339226824,29827.0,1.1196784339226824,29825.880321566077,29828.119678433923,False,False,WAIT_RETEST,True,True,True,False,False,False,False,True,False,True,False,False,False,False,WAIT_CONFIRM,RETEST_ACCEPTED
221,Short,2026-08-14 00:15:00-05:00,14871,29826.25,29833.5,29820.5,29826.5,11.32558545785348,29827.0,1.132558545785348,29825.867441454215,29828.132558545785,False,False,WAIT_CONFIRM,False,False,False,False,True,True,False,True,False,True,False,False,False,False,WAIT_CONFIRM,
221,Short,2026-08-14 00:20:00-05:00,14872,29824.75,29833.75,29823.75,29832.5,11.230900782292517,29827.0,1.1230900782292517,29825.87690992177,29828.12309007823,False,False,WAIT_CONFIRM,False,False,False,False,True,True,False,False,False,False,False,True,True,False,IDLE,CONFIRMATION_STRUCTURE_FAILED
228,Short,2026-08-14 08:30:00-05:00,14970,29924.0,29951.75,29888.0,29888.5,19.9715917934021,29890.75,1.9971591793402101,29888.75284082066,29892.74715917934,False,True,WAIT_BOS,False,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,MATCHING_BOS_ACCEPTED
228,Short,2026-08-14 08:35:00-05:00,14971,29888.25,29904.25,29852.0,29903.25,22.277192379587664,29890.75,2.2277192379587665,29888.52228076204,29892.97771923796,False,False,WAIT_RETEST,True,True,False,True,False,False,False,False,False,False,False,False,True,False,IDLE,RETEST_STRUCTURE_FAILED
250,Short,2026-08-18 15:45:00-05:00,15609,29259.5,29260.75,29233.75,29234.0,18.930942902417144,29241.5,1.8930942902417145,29239.60690570976,29243.39309429024,False,True,WAIT_BOS,False,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,MATCHING_BOS_ACCEPTED
250,Short,2026-08-18 15:50:00-05:00,15610,29234.5,29243.0,29232.5,29239.25,18.328732695101632,29241.5,1.8328732695101633,29239.66712673049,29243.33287326951,False,False,WAIT_RETEST,True,True,True,False,False,False,False,True,False,True,False,False,False,False,WAIT_CONFIRM,RETEST_ACCEPTED
250,Short,2026-08-18 15:55:00-05:00,15611,29239.0,29250.75,29237.0,29241.75,18.00168035973723,29241.5,1.8001680359737229,29239.699831964026,29243.300168035974,False,False,WAIT_CONFIRM,False,False,False,False,True,True,False,False,False,False,False,False,False,False,WAIT_CONFIRM,
250,Short,2026-08-18 17:00:00-05:00,15612,29248.75,29264.75,29231.25,29250.5,19.10870319118457,29241.5,1.910870319118457,29239.58912968088,29243.41087031912,False,False,WAIT_CONFIRM,False,False,False,False,True,True,False,False,False,False,False,True,True,False,IDLE,CONFIRMATION_STRUCTURE_FAILED
252,Short,2026-08-18 19:00:00-05:00,15636,29209.75,29211.5,29124.25,29155.0,23.09764799954221,29196.5,2.309764799954221,29194.190235200047,29198.809764799953,False,True,WAIT_BOS,False,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,MATCHING_BOS_ACCEPTED
252,Short,2026-08-18 19:05:00-05:00,15637,29155.0,29181.25,29145.25,29158.25,24.01924457100348,29196.5,2.401924457100348,29194.0980755429,29198.9019244571,False,False,WAIT_RETEST,True,False,False,False,False,False,False,True,False,True,False,False,False,False,WAIT_RETEST,
252,Short,2026-08-18 19:10:00-05:00,15638,29160.0,29162.5,29133.0,29142.5,24.410727101646085,29196.5,2.4410727101646086,29194.058927289836,29198.941072710164,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
252,Short,2026-08-18 19:15:00-05:00,15639,29143.25,29175.5,29132.25,29172.75,25.75638945152851,29196.5,2.575638945152851,29193.924361054847,29199.075638945153,False,False,WAIT_RETEST,True,False,False,False,False,False,False,True,False,True,False,False,False,False,WAIT_RETEST,
252,Short,2026-08-18 19:20:00-05:00,15640,29173.5,29206.75,29166.75,29186.25,26.773790204990757,29196.5,2.677379020499076,29193.8226209795,29199.1773790205,False,False,WAIT_RETEST,True,True,True,False,False,False,False,True,False,True,False,False,False,False,WAIT_CONFIRM,RETEST_ACCEPTED
252,Short,2026-08-18 19:25:00-05:00,15641,29187.75,29213.0,29181.25,29213.0,27.12923376177713,29196.5,2.712923376177713,29193.787076623823,29199.212923376177,False,False,WAIT_CONFIRM,False,False,False,False,True,True,False,False,False,False,False,True,True,False,IDLE,CONFIRMATION_STRUCTURE_FAILED
