candidate_id,direction,timestamp,bar_index,open,high,low,close,atr,bos_level,tolerance_0.10_atr,lower_threshold,upper_threshold,bull_bos,bear_bos,state_before,eligible_retest,retest_touch,retest_accepted,retest_invalid,eligible_confirm,confirmation_evaluated,confirmation_bearish_candle,confirmation_close_below_bos,directional_candle,close_beyond_bos,confirmation,confirmation_invalid,invalidation,opposite_bos,state_after,transition_reason
72,Short,2026-07-15 02:20:00-05:00,8824,29701.5,29701.5,29669.75,29671.75,21.736417562278287,29692.0,2.1736417562278287,29689.826358243772,29694.173641756228,False,True,WAIT_BOS,False,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,MATCHING_BOS_ACCEPTED
72,Short,2026-07-15 02:25:00-05:00,8825,29671.75,29671.75,29610.25,29651.25,24.57667345068698,29692.0,2.457667345068698,29689.54233265493,29694.45766734507,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
72,Short,2026-07-15 02:30:00-05:00,8826,29650.25,29652.5,29627.5,29642.5,24.606911061352196,29692.0,2.46069110613522,29689.539308893865,29694.460691106135,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
72,Short,2026-07-15 02:35:00-05:00,8827,29642.5,29662.75,29642.5,29659.75,24.29570312839847,29692.0,2.429570312839847,29689.57042968716,29694.42957031284,False,False,WAIT_RETEST,True,False,False,False,False,False,False,True,False,True,False,False,False,False,WAIT_RETEST,
72,Short,2026-07-15 02:40:00-05:00,8828,29658.75,29672.0,29655.25,29661.25,23.756724333512864,29692.0,2.3756724333512866,29689.62432756665,29694.37567243335,False,False,WAIT_RETEST,True,False,False,False,False,False,False,True,False,True,False,False,False,False,WAIT_RETEST,
72,Short,2026-07-15 02:45:00-05:00,8829,29661.25,29679.5,29653.25,29674.25,23.93481545254766,29692.0,2.393481545254766,29689.606518454744,29694.393481545256,False,False,WAIT_RETEST,True,False,False,False,False,False,False,True,False,True,False,False,False,False,WAIT_RETEST,
72,Short,2026-07-15 02:50:00-05:00,8830,29674.0,29687.5,29671.5,29673.5,23.368042920222827,29692.0,2.3368042920222827,29689.663195707977,29694.336804292023,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
72,Short,2026-07-15 02:55:00-05:00,8831,29673.5,29680.25,29667.0,29678.5,22.64532556877834,29692.0,2.264532556877834,29689.735467443123,29694.264532556877,False,False,WAIT_RETEST,True,False,False,False,False,False,False,True,False,True,False,False,False,False,WAIT_RETEST,
72,Short,2026-07-15 03:00:00-05:00,8832,29679.5,29681.0,29599.25,29613.75,26.86708802815132,29692.0,2.686708802815132,29689.313291197184,29694.686708802816,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
72,Short,2026-07-15 03:05:00-05:00,8833,29615.25,29622.25,29602.0,29609.5,26.394438883283367,29692.0,2.639443888328337,29689.36055611167,29694.63944388833,False,True,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,IDLE,NO_VALID_RETEST
84,Short,2026-07-16 00:35:00-05:00,9079,29392.5,29392.5,29352.25,29361.75,27.83271180474647,29373.5,2.7832711804746473,29370.716728819527,29376.283271180473,False,True,WAIT_BOS,False,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,MATCHING_BOS_ACCEPTED
84,Short,2026-07-16 00:40:00-05:00,9080,29364.75,29397.5,29348.75,29384.75,29.32680381869315,29373.5,2.9326803818693152,29370.56731961813,29376.43268038187,False,False,WAIT_RETEST,True,True,False,True,False,False,False,False,False,False,False,False,True,False,IDLE,RETEST_STRUCTURE_FAILED
86,Short,2026-07-16 13:50:00-05:00,9238,28927.0,28933.25,28892.25,28894.5,41.66513581433018,28901.25,4.166513581433018,28897.083486418567,28905.416513581433,False,True,WAIT_BOS,False,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,MATCHING_BOS_ACCEPTED
86,Short,2026-07-16 13:55:00-05:00,9239,28895.25,28905.75,28882.5,28892.75,40.34976897044945,28901.25,4.034976897044945,28897.215023102955,28905.284976897045,False,False,WAIT_RETEST,True,True,True,False,False,False,True,True,True,True,False,False,False,False,WAIT_CONFIRM,RETEST_ACCEPTED
86,Short,2026-07-16 14:00:00-05:00,9240,28892.25,28924.25,28885.0,28910.5,40.27121404398878,28901.25,4.027121404398878,28897.2228785956,28905.2771214044,False,False,WAIT_CONFIRM,False,False,False,False,True,True,False,False,False,False,False,True,True,False,IDLE,CONFIRMATION_STRUCTURE_FAILED
117,Short,2026-07-22 14:35:00-05:00,10351,28911.25,28918.0,28874.75,28882.0,27.218018899077727,28890.0,2.721801889907773,28887.278198110092,28892.721801889908,False,True,WAIT_BOS,False,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,MATCHING_BOS_ACCEPTED
117,Short,2026-07-22 14:40:00-05:00,10352,28882.25,28905.75,28877.5,28894.5,27.29173183485789,28890.0,2.7291731834857895,28887.270826816515,28892.729173183485,False,False,WAIT_RETEST,True,True,False,True,False,False,False,False,False,False,False,False,True,False,IDLE,RETEST_STRUCTURE_FAILED
133,Short,2026-07-28 08:35:00-05:00,11383,27558.25,27608.5,27471.0,27473.5,51.09169041350857,27530.5,5.1091690413508575,27525.390830958648,27535.609169041352,False,True,WAIT_BOS,False,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,MATCHING_BOS_ACCEPTED
133,Short,2026-07-28 08:40:00-05:00,11384,27474.25,27523.75,27410.75,27432.0,55.513712526829394,27530.5,5.55137125268294,27524.948628747316,27536.051371252684,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
133,Short,2026-07-28 08:45:00-05:00,11385,27431.5,27446.75,27341.0,27437.75,59.102018774913006,27530.5,5.910201877491301,27524.58979812251,27536.41020187749,False,False,WAIT_RETEST,True,False,False,False,False,False,False,True,False,True,False,False,False,False,WAIT_RETEST,
133,Short,2026-07-28 08:50:00-05:00,11386,27437.75,27481.25,27364.5,27378.25,63.21973171956207,27530.5,6.321973171956207,27524.178026828045,27536.821973171955,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
133,Short,2026-07-28 08:55:00-05:00,11387,27380.25,27402.75,27324.0,27347.5,64.3290365967362,27530.5,6.43290365967362,27524.067096340328,27536.932903659672,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
133,Short,2026-07-28 09:00:00-05:00,11388,27347.75,27431.75,27334.25,27397.5,66.69839112554077,27530.5,6.669839112554077,27523.830160887446,27537.169839112554,False,False,WAIT_RETEST,True,False,False,False,False,False,False,True,False,True,False,False,False,False,WAIT_RETEST,
133,Short,2026-07-28 09:05:00-05:00,11389,27396.25,27475.75,27349.0,27356.0,70.98779175943072,27530.5,7.098779175943072,27523.401220824057,27537.598779175943,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
133,Short,2026-07-28 09:10:00-05:00,11390,27356.75,27413.25,27291.0,27312.5,74.64937806232852,27530.5,7.464937806232853,27523.03506219377,27537.96493780623,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
133,Short,2026-07-28 09:15:00-05:00,11391,27314.0,27337.5,27285.75,27297.5,73.01370820073363,27530.5,7.301370820073363,27523.198629179926,27537.801370820074,False,False,WAIT_RETEST,True,False,False,False,False,False,True,True,True,True,False,False,False,False,WAIT_RETEST,
133,Short,2026-07-28 09:20:00-05:00,11392,27296.5,27399.75,27288.25,27359.5,75.76272904353837,27530.5,7.5762729043538375,27522.923727095647,27538.076272904353,False,False,WAIT_RETEST,True,False,False,False,False,False,False,True,False,True,False,False,False,False,IDLE,NO_VALID_RETEST
