variant,penetration_atr,reclaim_window_bars,entry_attempts,entry_accepted,gross_N,gross_wins,gross_losses,gross_win_pct,gross_avg_R,gross_total_R,gross_profit_factor,gross_max_drawdown_R,gross_largest_win_R,gross_largest_loss_R,gross_max_consecutive_wins,gross_max_consecutive_losses,gross_avg_MFE_R,gross_avg_MAE_R,net_N,net_wins,net_losses,net_win_pct,net_avg_R,net_total_R,net_profit_factor,net_max_drawdown_R,net_largest_win_R,net_largest_loss_R,net_max_consecutive_wins,net_max_consecutive_losses,net_avg_MFE_R,net_avg_MAE_R,recovered_N,recovered_wins,recovered_losses,recovered_win_pct,recovered_avg_R,recovered_total_R,recovered_profit_factor,recovered_max_drawdown_R,recovered_largest_win_R,recovered_largest_loss_R,recovered_max_consecutive_wins,recovered_max_consecutive_losses,recovered_avg_MFE_R,recovered_avg_MAE_R,positive_net_edge
P0.10_W2,0.1,2,29,29,29,10,19,34.48275862068966,-0.15439392922948134,-4.477423947654959,0.7196027376247137,9.527453702578786,2.0,-1.0,4,6,1.0312775538750887,0.8414386608243293,29,10,19,34.48275862068966,-0.17325949374810445,-5.024525318695029,0.6927016073918326,9.866967804082236,1.993573087199697,-1.036026391637882,4,6,1.0312775538750887,0.8414386608243293,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,False
P0.10_W4,0.1,4,31,31,31,12,19,38.70967741935484,-0.049294876814355085,-1.5281411812450076,0.9043006405572885,8.578170936168835,2.0,-1.0,5,5,1.091640441920049,0.8108262425150996,31,12,19,38.70967741935484,-0.06793075197449164,-2.105853311209241,0.871206671962545,8.92539629823976,1.993573087199697,-1.036026391637882,5,5,1.091640441920049,0.8108262425150996,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,False
P0.20_W2,0.2,2,30,30,30,10,20,33.333333333333336,-0.18258079825516527,-5.477423947654958,0.6771936960234114,10.527453702578786,2.0,-1.0,4,6,1.0006398690880762,0.8519301145465501,30,10,20,33.333333333333336,-0.20107562675790389,-6.032268802737117,0.6524867140394212,10.874711288124324,1.993573087199697,-1.036026391637882,4,6,1.0006398690880762,0.8519301145465501,1,0,1,0.0,-1.0077434840420871,-1.0077434840420871,0.0,1.0077434840420871,-1.0077434840420871,-1.0077434840420871,0,1,0.11214701026471122,1.1561822724909514,False
P0.20_W3,0.2,3,32,32,32,12,20,37.5,-0.07900441191390646,-2.5281411812450068,0.8510066194532736,9.578170936168835,2.0,-1.0,5,5,1.0610312721808195,0.821618618451845,32,12,20,37.5,-0.09729989985160396,-3.113596795251327,0.8206286409214463,9.933139782281847,1.993573087199697,-1.036026391637882,5,5,1.0610312721808195,0.821618618451845,1,0,1,0.0,-1.0077434840420871,-1.0077434840420871,0.0,1.0077434840420871,-1.0077434840420871,-1.0077434840420871,0,1,0.11214701026471122,1.1561822724909514,False
P0.20_W4,0.2,4,32,32,32,12,20,37.5,-0.07900441191390646,-2.5281411812450068,0.8510066194532736,9.578170936168835,2.0,-1.0,5,5,1.0610312721808195,0.821618618451845,32,12,20,37.5,-0.09729989985160396,-3.113596795251327,0.8206286409214463,9.933139782281847,1.993573087199697,-1.036026391637882,5,5,1.0610312721808195,0.821618618451845,1,0,1,0.0,-1.0077434840420871,-1.0077434840420871,0.0,1.0077434840420871,-1.0077434840420871,-1.0077434840420871,0,1,0.11214701026471122,1.1561822724909514,False
