direction,outcome,net_R,location_score,direction_score,reaction_score,15m_state
SHORT,LOSER,-1.1578231292517007,0,4,2,BEARISH
SHORT,LOSER,-1.1947242206235285,2,4,2,BEARISH
SHORT,WINNER,2.2025641025641027,2,3,2,BEARISH
LONG,LOSER,-1.2303546099291351,2,3,2,BULLISH
LONG,LOSER,-1.1273725490196194,0,4,2,BULLISH
LONG,LOSER,-1.1681159420289855,2,1,1,TRANSITION
SHORT,WINNER,2.328148148148148,2,3,2,BEARISH
LONG,WINNER,2.2458528951487393,2,2,2,NEUTRAL
SHORT,LOSER,-1.1406060606060606,0,4,3,BEARISH
SHORT,WINNER,2.304572803850741,1,2,1,NEUTRAL
LONG,WINNER,2.4265490728177332,2,1,1,TRANSITION
LONG,LOSER,-1.1847554038680441,1,4,2,BULLISH
LONG,WINNER,2.334959349593486,1,2,2,NEUTRAL
SHORT,WINNER,2.2917948717948873,1,3,2,BEARISH
LONG,WINNER,2.294949494949465,1,4,2,BULLISH
LONG,WINNER,2.1616666666666258,2,1,3,TRANSITION
SHORT,LOSER,-1.2974358974358975,1,1,2,NEUTRAL
LONG,WINNER,2.3059737156511213,3,4,0,BULLISH
LONG,WINNER,2.033333333333099,1,4,1,BULLISH
SHORT,WINNER,2.1133333333333333,2,3,1,BEARISH
LONG,LOSER,-1.2615136876007176,1,2,1,TRANSITION
SHORT,LOSER,-1.2590111642743462,2,2,1,TRANSITION
LONG,LOSER,-1.2384728340674866,1,3,1,BULLISH
SHORT,LOSER,-1.4101010101010703,1,4,1,BEARISH
LONG,WINNER,2.1292237442921884,2,1,1,TRANSITION
LONG,WINNER,2.066933333333266,2,4,1,BULLISH
SHORT,LOSER,-1.2353623188405995,1,1,2,NEUTRAL
LONG,WINNER,2.2422222222222223,2,3,1,BULLISH
SHORT,LOSER,-1.2529595015577013,1,3,2,BEARISH
LONG,LOSER,-1.2553459119496388,0,3,2,BULLISH
SHORT,LOSER,-1.2776068376068652,1,2,2,NEUTRAL
LONG,LOSER,-1.2627831715209614,1,3,3,BULLISH
SHORT,LOSER,-1.2565560821484756,0,2,3,TRANSITION
LONG,LOSER,-1.229378531073484,1,3,2,BULLISH
SHORT,LOSER,-1.2139657444005105,2,3,1,BEARISH
LONG,LOSER,-1.2506172839506398,0,4,2,BULLISH
LONG,WINNER,2.354480286738359,2,4,0,BULLISH
LONG,LOSER,-1.1961352657004418,1,2,2,NEUTRAL
SHORT,WINNER,2.2917948717948873,1,4,2,BEARISH
SHORT,LOSER,-1.2019900497512146,0,4,3,BEARISH
LONG,WINNER,2.4080928126768564,0,2,2,BULLISH
SHORT,LOSER,-1.0706701479547378,1,4,3,BEARISH
LONG,WINNER,2.4066666666666636,1,1,2,NEUTRAL
SHORT,WINNER,2.3923790589794525,1,2,2,NEUTRAL
SHORT,LOSER,-1.1487179487179486,0,3,2,BEARISH
SHORT,LOSER,-1.171851851851852,1,2,2,TRANSITION
LONG,LOSER,-1.2114583333333815,1,3,2,BULLISH
LONG,LOSER,-1.1729499467518851,0,4,2,BULLISH
LONG,LOSER,-1.2679867986798938,0,4,2,BULLISH
SHORT,LOSER,-1.3759259259260779,2,1,1,TRANSITION
LONG,WINNER,2.1834307992203805,2,4,1,BULLISH
LONG,LOSER,-1.3492473118279134,1,4,1,BULLISH
SHORT,WINNER,2.2089605734766113,1,3,2,BEARISH
LONG,WINNER,2.259407407407428,1,1,2,NEUTRAL
SHORT,WINNER,2.22659932659938,1,3,2,BEARISH
LONG,LOSER,-1.2529595015577013,2,2,1,NEUTRAL
SHORT,LOSER,-1.2834205933681797,0,3,3,BEARISH
LONG,LOSER,-1.2156706507304285,0,4,2,BULLISH
SHORT,LOSER,-1.2577777777777777,1,1,2,NEUTRAL
SHORT,WINNER,2.163768115942029,1,2,2,BEARISH
LONG,WINNER,2.146187363834378,1,1,2,TRANSITION
SHORT,WINNER,2.2041894353370077,1,2,2,BULLISH
LONG,WINNER,2.418718718718721,3,3,1,BULLISH
SHORT,LOSER,-1.162562562562591,1,2,2,NEUTRAL
LONG,LOSER,-1.2106355382620293,1,4,1,BULLISH
SHORT,LOSER,-1.224619640387221,1,3,1,BEARISH
LONG,LOSER,-1.2264993026499118,1,4,2,BULLISH
SHORT,LOSER,-1.1084836339345272,0,3,2,BEARISH
LONG,LOSER,-1.2602564102564588,0,4,2,BULLISH
LONG,LOSER,-1.4511111111110382,2,2,1,BULLISH
SHORT,LOSER,-1.2910394265233887,0,4,2,BEARISH
SHORT,WINNER,2.414750656167974,0,4,2,BEARISH
LONG,LOSER,-1.1059360730593608,1,3,1,BULLISH
SHORT,WINNER,2.22659932659938,1,4,2,BEARISH
LONG,WINNER,2.253939393939459,1,2,1,BULLISH
SHORT,LOSER,-1.3129094412332107,2,2,2,BEARISH
SHORT,LOSER,-1.2148148148148148,2,3,2,BEARISH
LONG,WINNER,2.347511737089185,1,4,2,BULLISH
SHORT,LOSER,-1.1954271961492589,1,1,3,NEUTRAL
LONG,WINNER,2.350046168051684,1,4,1,BULLISH
LONG,WINNER,2.1214452214453754,1,2,2,TRANSITION
SHORT,LOSER,-1.3222222222222222,2,2,1,BEARISH
LONG,WINNER,2.163768115942029,1,3,2,BULLISH
SHORT,WINNER,2.1292237442921884,1,1,2,TRANSITION
LONG,LOSER,-1.3538126361656222,1,4,2,BULLISH
SHORT,LOSER,-1.3515151515151516,1,2,1,BEARISH
LONG,WINNER,2.373815073815085,3,1,2,NEUTRAL
SHORT,WINNER,2.389071038251357,1,3,2,BEARISH
LONG,LOSER,-1.1104761904761904,3,2,2,NEUTRAL
LONG,LOSER,-1.2027465667914958,2,4,1,BULLISH
LONG,LOSER,-1.2058301647655716,1,4,2,BULLISH
LONG,WINNER,2.237216828479039,1,4,2,BULLISH
SHORT,LOSER,-1.138095238095238,2,3,2,BEARISH
LONG,LOSER,-1.2218579234972853,2,2,2,BEARISH
SHORT,LOSER,-1.1479052823314961,0,3,2,BEARISH
SHORT,WINNER,2.3843304843304796,1,4,2,BEARISH
SHORT,WINNER,2.3487895716946077,1,4,1,BEARISH
SHORT,LOSER,-1.2236914600551503,2,2,2,TRANSITION
LONG,WINNER,2.2346405228758424,2,2,1,NEUTRAL
SHORT,WINNER,2.2676680972818697,2,3,1,BEARISH
LONG,WINNER,2.210516934046286,2,3,2,BULLISH
SHORT,LOSER,-1.302420856610899,2,2,1,NEUTRAL
LONG,LOSER,-1.2990791896869567,1,3,1,BULLISH
SHORT,WINNER,2.0562841530056764,0,2,2,NEUTRAL
LONG,WINNER,2.21358024691358,2,4,2,BULLISH
SHORT,WINNER,2.2656565656565655,2,2,1,NEUTRAL
SHORT,WINNER,2.3276008492568896,1,4,2,BEARISH
SHORT,WINNER,2.37943578322198,1,4,3,BEARISH
LONG,WINNER,2.324811218985987,2,2,1,BULLISH
SHORT,WINNER,2.2150877192982747,2,4,1,BEARISH
LONG,LOSER,-1.2942028985506626,2,3,1,BULLISH
SHORT,WINNER,2.2279731993300627,1,1,2,TRANSITION
LONG,WINNER,2.35828970331586,2,1,2,BEARISH
SHORT,WINNER,2.384822695035466,2,2,2,BEARISH
SHORT,WINNER,2.4029868578255607,1,3,2,BEARISH
SHORT,LOSER,-1.0810379241516896,1,4,1,BEARISH
SHORT,WINNER,2.432837055417702,0,4,2,BEARISH
LONG,LOSER,-1.1011838006230419,1,1,2,NEUTRAL
SHORT,LOSER,-1.0966666666666667,1,3,3,BEARISH
SHORT,LOSER,-1.0936562860438388,1,4,2,BEARISH
LONG,LOSER,-1.077889688249396,0,3,2,BULLISH
SHORT,LOSER,-1.0703030303030303,2,1,1,NEUTRAL
LONG,LOSER,-1.0809167912306996,2,2,3,TRANSITION
SHORT,LOSER,-1.1582846003898726,2,2,2,TRANSITION
SHORT,WINNER,2.2656565656565655,3,2,1,NEUTRAL
LONG,LOSER,-1.1006195786864967,2,2,2,TRANSITION
SHORT,LOSER,-1.112309820193642,2,2,1,TRANSITION
LONG,WINNER,2.3466477809254265,0,4,2,BULLISH
SHORT,WINNER,2.2676680972818697,0,2,2,NEUTRAL
LONG,LOSER,-1.2747884940778071,2,1,2,TRANSITION
SHORT,LOSER,-1.279037800687341,2,3,1,BEARISH
LONG,LOSER,-1.2734006734006198,2,2,2,TRANSITION
SHORT,WINNER,2.2925925925926234,3,0,2,NEUTRAL
LONG,LOSER,-1.1696969696970005,2,2,1,TRANSITION
SHORT,LOSER,-1.149127640036739,2,1,1,NEUTRAL
SHORT,LOSER,-1.153787878787862,2,2,1,NEUTRAL
LONG,LOSER,-1.1828828828828588,0,3,2,BULLISH
SHORT,LOSER,-1.1384484228474068,1,4,1,BEARISH
LONG,WINNER,2.3313603322949015,1,4,1,BULLISH
SHORT,LOSER,-1.2035087719298245,2,1,2,BULLISH
SHORT,WINNER,2.4463495209778667,0,4,2,BEARISH
SHORT,LOSER,-1.0789115646258503,1,3,2,BEARISH
LONG,WINNER,2.405691056910569,1,1,2,TRANSITION
SHORT,WINNER,2.334959349593486,1,2,1,BEARISH
LONG,LOSER,-1.1640404040403944,1,2,2,BEARISH
SHORT,LOSER,-1.150370370370346,2,2,3,BEARISH
LONG,LOSER,-1.163544813695852,2,2,2,TRANSITION
SHORT,LOSER,-1.2106355382620293,1,2,1,TRANSITION
LONG,LOSER,-1.3383333333333742,2,2,1,TRANSITION
LONG,LOSER,-1.3129094412332107,2,2,2,NEUTRAL
SHORT,LOSER,-1.3633109619685855,1,2,1,NEUTRAL
LONG,WINNER,2.269645390070865,1,4,1,BULLISH
SHORT,LOSER,-1.239528023598779,1,3,2,BEARISH
LONG,LOSER,-1.356140350877284,2,2,3,BULLISH
SHORT,WINNER,2.1870905587667893,1,2,1,NEUTRAL
LONG,LOSER,-1.356140350877284,1,2,2,NEUTRAL
SHORT,LOSER,-1.3538126361656222,2,4,1,BEARISH
SHORT,WINNER,2.1529914529915395,2,1,2,NEUTRAL
LONG,WINNER,2.163768115942029,1,2,2,BULLISH
SHORT,WINNER,2.210516934046286,1,4,2,BEARISH
LONG,WINNER,2.1958801498128335,2,2,1,TRANSITION
SHORT,LOSER,-1.3321063394682235,1,3,2,BEARISH
SHORT,WINNER,2.2409888357256538,1,4,1,BEARISH
LONG,LOSER,-1.2363901018923253,1,2,2,TRANSITION
SHORT,WINNER,2.2346405228758424,2,2,2,BEARISH
SHORT,WINNER,2.410964912280699,1,4,1,BEARISH
SHORT,WINNER,2.416717948717946,1,4,1,BEARISH
LONG,WINNER,2.445375042045069,0,2,2,BULLISH
LONG,LOSER,-1.076351669017391,2,2,1,BULLISH
SHORT,WINNER,2.392805280528057,1,4,2,BEARISH
SHORT,LOSER,-1.0970131421744393,2,4,2,BEARISH
LONG,WINNER,2.4017543859649053,1,2,3,NEUTRAL
LONG,LOSER,-1.0928530588907885,1,1,2,TRANSITION
SHORT,LOSER,-1.0938186019641731,0,3,2,BEARISH
LONG,WINNER,2.4206256109481985,2,3,2,BULLISH
SHORT,WINNER,2.429879101899831,1,4,2,BEARISH
LONG,LOSER,-1.0580207216863142,2,1,2,NEUTRAL
SHORT,WINNER,2.3656741108353816,2,3,2,BEARISH
SHORT,LOSER,-1.110251188051591,1,4,2,BEARISH
SHORT,LOSER,-1.1940262843488785,2,2,3,TRANSITION
LONG,WINNER,2.303151515151543,2,1,1,NEUTRAL
SHORT,WINNER,2.3656741108353816,1,2,1,NEUTRAL
LONG,WINNER,2.3100584795321377,2,4,2,BULLISH
SHORT,LOSER,-1.220952380952381,2,3,3,BEARISH
SHORT,LOSER,-1.2050505050505351,1,1,2,NEUTRAL
LONG,LOSER,-1.229378531073484,1,2,2,BEARISH
SHORT,WINNER,2.290990990990991,2,4,1,BEARISH
SHORT,LOSER,-1.220952380952381,2,4,1,BEARISH
LONG,LOSER,-1.1866666666666292,2,3,2,BULLISH
SHORT,LOSER,-1.2114583333333815,0,2,2,TRANSITION
LONG,WINNER,2.3504604051565217,1,4,2,BULLISH
LONG,LOSER,-1.1940262843488785,2,2,1,NEUTRAL
SHORT,WINNER,2.353693693693686,2,1,1,NEUTRAL
LONG,WINNER,2.2781420765027147,1,3,2,BULLISH
SHORT,WINNER,2.2359349593496436,2,1,2,NEUTRAL
LONG,WINNER,2.199259259259194,1,4,1,BULLISH
SHORT,WINNER,2.272549019607843,1,3,2,BEARISH
LONG,LOSER,-1.114932767162057,0,4,2,BULLISH
LONG,LOSER,-1.220054200541988,0,3,2,BULLISH
SHORT,WINNER,2.280836707152531,2,3,2,BEARISH
LONG,LOSER,-1.239528023598779,1,2,2,TRANSITION
SHORT,WINNER,2.3417153996101274,1,3,2,BEARISH
SHORT,LOSER,-1.4101010101010703,1,4,1,BEARISH
SHORT,LOSER,-1.3203155818540067,1,4,1,BEARISH
SHORT,WINNER,2.1834307992203805,2,2,2,TRANSITION
LONG,WINNER,2.28687664041998,2,3,1,BULLISH
SHORT,WINNER,2.210516934046286,1,2,2,NEUTRAL
SHORT,LOSER,-1.3404612159329972,2,3,1,BEARISH
SHORT,LOSER,-1.5059190031150813,1,3,3,BEARISH
LONG,LOSER,-1.5106918238992777,2,4,1,BULLISH
LONG,LOSER,-1.652208835341518,1,3,2,BULLISH
LONG,WINNER,1.6797979797987033,2,2,1,BULLISH
SHORT,LOSER,-1.356140350877284,2,4,2,BEARISH
LONG,WINNER,2.21358024691358,0,3,2,BULLISH
SHORT,LOSER,-1.2942028985506626,2,1,1,NEUTRAL
SHORT,WINNER,2.320750551876391,2,4,2,BEARISH
LONG,LOSER,-1.2483180428134335,1,1,2,NEUTRAL
SHORT,WINNER,2.2636098981076747,2,4,2,BEARISH
LONG,WINNER,2.297253433208504,2,3,2,BULLISH
LONG,WINNER,2.07375328083996,1,3,2,BULLISH
SHORT,LOSER,-1.146306306306314,1,3,2,BEARISH
SHORT,LOSER,-1.1691666666666871,2,3,1,BEARISH
LONG,WINNER,2.289364461737971,0,3,2,BULLISH
LONG,LOSER,-1.1615920398010045,0,3,2,BULLISH
LONG,WINNER,2.3253763440860435,2,3,2,BULLISH
LONG,LOSER,-1.3111111111111458,2,2,2,BEARISH
SHORT,LOSER,-1.436559139785083,1,2,1,NEUTRAL
LONG,WINNER,2.1958801498128335,2,2,1,NEUTRAL
LONG,LOSER,-1.3147286821706492,2,3,2,BULLISH
SHORT,LOSER,-1.3657657657657178,2,2,2,BEARISH
LONG,LOSER,-1.5413333333331232,1,2,1,BULLISH
SHORT,LOSER,-1.2776068376068652,1,4,2,BEARISH
LONG,WINNER,2.104866180048494,1,3,2,BULLISH
SHORT,WINNER,1.9692810457513312,2,4,1,BEARISH
SHORT,WINNER,2.304572803850741,2,4,2,BEARISH
LONG,WINNER,2.2834666666666332,1,2,2,NEUTRAL
SHORT,WINNER,2.324242424242424,2,4,1,BEARISH
LONG,WINNER,2.2550527903468436,1,3,1,BULLISH
LONG,LOSER,-1.1879629629629502,2,3,1,BULLISH
SHORT,WINNER,2.4234323432343237,3,2,2,NEUTRAL
LONG,WINNER,2.4300602928509853,2,4,1,BULLISH
LONG,LOSER,-1.2027465667914958,0,2,2,NEUTRAL
LONG,LOSER,-1.1729499467518851,2,2,2,BEARISH
LONG,LOSER,-1.2074074074073766,0,4,2,BULLISH
SHORT,WINNER,2.3860350877192937,2,3,2,BEARISH
LONG,LOSER,-1.2363901018923253,1,2,2,NEUTRAL
SHORT,LOSER,-1.2012391573729428,2,2,1,BEARISH
LONG,WINNER,2.063440860214917,1,4,1,BULLISH
LONG,LOSER,-1.3280808080809239,3,1,1,TRANSITION
SHORT,LOSER,-1.334156378600783,0,2,2,NEUTRAL
LONG,LOSER,-1.3203155818540067,2,3,1,BULLISH
SHORT,LOSER,-1.276190476190476,2,4,1,BEARISH
LONG,LOSER,-1.3759259259260779,3,3,0,BULLISH
LONG,WINNER,2.188888888888854,1,4,2,BULLISH
LONG,WINNER,2.0123123123122273,1,4,1,BULLISH
LONG,LOSER,-1.5468013468012396,0,2,3,NEUTRAL
SHORT,WINNER,1.9744336569577308,1,2,3,BEARISH
LONG,LOSER,-1.4196382428938674,2,2,1,BEARISH
LONG,LOSER,-1.4473829201100494,1,1,2,TRANSITION
SHORT,LOSER,-1.3515151515151516,2,4,2,BEARISH
LONG,WINNER,2.2917948717948873,2,3,1,BULLISH
SHORT,LOSER,-1.3093333333333335,1,3,2,BEARISH
LONG,WINNER,2.2470404984422987,1,4,2,BULLISH
SHORT,LOSER,-1.2974358974358975,1,2,3,BEARISH
LONG,LOSER,-1.3447983014860718,1,2,2,BEARISH
SHORT,WINNER,2.110551558752943,1,4,1,BEARISH
LONG,WINNER,2.1214452214453754,2,3,1,BULLISH
LONG,WINNER,2.07375328083996,1,3,1,BULLISH
LONG,LOSER,-1.0975375375375307,1,4,2,BULLISH
SHORT,WINNER,2.397861635220118,2,3,2,BEARISH
LONG,LOSER,-1.1137254901960785,1,2,2,NEUTRAL
LONG,LOSER,-1.225555555555519,1,2,1,NEUTRAL
SHORT,LOSER,-1.2284106891702016,2,4,1,BEARISH
LONG,LOSER,-1.220054200541988,1,4,2,BULLISH
SHORT,LOSER,-1.1533522190745733,1,1,2,NEUTRAL
LONG,LOSER,-1.3470085470084607,2,4,1,BULLISH
SHORT,LOSER,-1.685232067510212,0,3,2,BEARISH
LONG,LOSER,-1.4132315521629724,3,2,1,NEUTRAL
SHORT,LOSER,-1.2926126126125206,1,1,3,NEUTRAL
LONG,LOSER,-1.2653594771241576,2,2,2,NEUTRAL
SHORT,WINNER,2.185271317829351,2,3,2,BEARISH
SHORT,LOSER,-1.3980392156861041,2,4,2,BEARISH
LONG,WINNER,1.9586666666668768,2,3,1,BULLISH
SHORT,LOSER,-1.436559139785083,2,3,1,BEARISH
LONG,LOSER,-1.4833333333333334,2,2,1,NEUTRAL
SHORT,LOSER,-1.6683127572021264,3,2,0,TRANSITION
LONG,WINNER,1.9115942028986748,1,4,1,BULLISH
LONG,LOSER,-1.279037800687341,2,3,1,BULLISH
SHORT,WINNER,2.259407407407428,2,3,1,BEARISH
SHORT,LOSER,-1.4966360856271765,2,2,2,TRANSITION
SHORT,WINNER,2.020943952802442,2,4,2,BEARISH
LONG,LOSER,-1.458757062146968,0,3,2,BULLISH
SHORT,LOSER,-1.356140350877284,1,4,2,BEARISH
LONG,WINNER,1.9531986531987604,1,1,3,TRANSITION
SHORT,LOSER,-1.2590111642743462,2,2,1,TRANSITION
LONG,LOSER,-1.3222222222222222,2,2,2,BULLISH
SHORT,WINNER,2.048888888888962,2,1,1,TRANSITION
LONG,WINNER,2.1573839662445993,2,4,1,BULLISH
SHORT,LOSER,-1.4262467191600399,1,3,2,BEARISH
LONG,LOSER,-1.2804835924007754,2,4,1,BULLISH
SHORT,LOSER,-1.2910394265233887,0,4,2,BEARISH
LONG,LOSER,-1.1402417962003384,0,4,2,BULLISH
LONG,WINNER,2.188888888888854,1,3,1,BULLISH
LONG,WINNER,1.9844444444444445,1,4,1,BULLISH
LONG,WINNER,1.9476190476190476,1,4,2,BULLISH
LONG,LOSER,-1.4164102564104428,1,4,3,BULLISH
SHORT,LOSER,-1.4132315521629724,2,1,2,TRANSITION
LONG,LOSER,-1.2343434343434343,2,4,2,BULLISH
SHORT,WINNER,2.1484848484848484,1,2,2,BEARISH
LONG,LOSER,-1.3470085470084607,2,2,2,BEARISH
SHORT,LOSER,-1.3075757575757236,2,3,1,BEARISH
LONG,LOSER,-1.2082051282051127,2,2,2,BEARISH
SHORT,LOSER,-1.224619640387221,2,2,2,NEUTRAL
LONG,WINNER,2.159538784067003,2,2,1,BULLISH
SHORT,LOSER,-1.3733333333334332,1,2,3,BULLISH
SHORT,LOSER,-1.4790560471975578,2,4,1,BEARISH
LONG,LOSER,-1.433066666666734,1,2,2,BULLISH
SHORT,WINNER,2.104866180048494,3,1,2,BULLISH
LONG,LOSER,-1.3492473118279134,2,2,2,NEUTRAL
LONG,WINNER,2.025146198830571,2,2,1,NEUTRAL
SHORT,WINNER,2.139111111111251,1,3,3,BEARISH
LONG,WINNER,2.3417153996101274,2,2,1,TRANSITION
LONG,LOSER,-1.2058301647655716,1,2,2,NEUTRAL
SHORT,LOSER,-1.2156706507304285,1,1,2,NEUTRAL
LONG,LOSER,-1.2106355382620293,1,2,2,TRANSITION
SHORT,LOSER,-1.2019900497512146,1,4,2,BEARISH
SHORT,LOSER,-1.1792494481236089,2,2,2,NEUTRAL
LONG,LOSER,-1.14320987654321,1,3,2,BULLISH
LONG,LOSER,-1.4101010101010703,1,2,2,NEUTRAL
LONG,WINNER,1.9744336569577308,1,2,2,NEUTRAL
LONG,WINNER,2.2572496263079014,0,4,2,BULLISH
SHORT,WINNER,2.2397435897435414,1,3,2,BEARISH
SHORT,WINNER,2.287712418300702,1,4,3,BEARISH
LONG,LOSER,-1.2819444444443588,1,2,1,BULLISH
SHORT,WINNER,2.020943952802442,1,3,1,BEARISH
LONG,LOSER,-1.3383333333333742,2,2,1,BEARISH
SHORT,LOSER,-1.3538126361656222,1,1,2,NEUTRAL
SHORT,LOSER,-1.3470085470084607,2,2,2,NEUTRAL
LONG,WINNER,2.1958801498128335,0,2,2,BULLISH
SHORT,WINNER,2.289364461737971,2,3,2,BEARISH
SHORT,LOSER,-1.246060606060541,2,4,2,BEARISH
LONG,LOSER,-1.2284106891702016,0,4,2,BULLISH
SHORT,WINNER,2.2279731993300627,1,2,2,BULLISH
LONG,LOSER,-1.3222222222222222,2,1,3,BEARISH
LONG,LOSER,-1.2427503736920988,0,4,2,BULLISH
SHORT,LOSER,-1.3633109619685855,1,3,1,BEARISH
LONG,LOSER,-1.3515151515151516,0,4,2,BULLISH
LONG,LOSER,-1.0631660832360905,0,4,2,BULLISH
LONG,LOSER,-1.1047066408768575,3,2,0,NEUTRAL
LONG,WINNER,2.3359595959596056,2,2,1,BEARISH
SHORT,WINNER,2.304572803850741,3,2,2,BEARISH
SHORT,LOSER,-1.1395189003436217,1,3,1,BEARISH
SHORT,LOSER,-1.1095816464237647,0,4,2,BEARISH
SHORT,WINNER,2.363986599664985,0,4,2,BEARISH
SHORT,LOSER,-1.2602564102564588,2,4,2,BEARISH
LONG,WINNER,2.21657940663182,2,3,2,BULLISH
SHORT,LOSER,-1.2640650406503564,2,2,2,NEUTRAL
LONG,LOSER,-1.334156378600783,1,2,2,NEUTRAL
SHORT,LOSER,-1.458757062146968,1,2,2,NEUTRAL
LONG,WINNER,2.0166666666666666,1,4,2,BULLISH
LONG,LOSER,-1.4101010101010703,0,3,2,BULLISH
SHORT,WINNER,2.141501103752621,0,2,3,NEUTRAL
LONG,LOSER,-1.2926126126125206,1,4,1,BULLISH
SHORT,LOSER,-1.3041198501871665,1,3,2,BEARISH
LONG,WINNER,2.2422222222222223,1,4,2,BULLISH
LONG,WINNER,2.199259259259194,2,2,2,NEUTRAL
LONG,LOSER,-1.4262467191600399,2,4,2,BULLISH
SHORT,WINNER,2.1077294685989236,1,2,2,NEUTRAL
SHORT,WINNER,2.020943952802442,2,3,1,BEARISH
SHORT,LOSER,-1.318431372548947,2,4,2,BEARISH
LONG,LOSER,-1.2156706507304285,2,2,2,BULLISH
SHORT,WINNER,2.229333333333255,2,3,1,BEARISH
LONG,LOSER,-1.2679867986798938,0,3,2,BULLISH
SHORT,WINNER,2.1906666666666665,1,3,2,BEARISH
SHORT,WINNER,2.3895238095238094,1,3,2,BEARISH
SHORT,LOSER,-1.1853881278539058,1,2,2,BEARISH
SHORT,LOSER,-1.383924349881744,1,2,1,BEARISH
LONG,LOSER,-1.4132315521629724,1,4,2,BULLISH
SHORT,WINNER,2.3009803921568484,2,0,3,NEUTRAL
LONG,WINNER,2.171919191919076,1,2,2,BEARISH
SHORT,LOSER,-1.3682539682539683,2,1,1,NEUTRAL
SHORT,WINNER,2.2073873873874796,2,4,1,BEARISH
LONG,WINNER,2.092982456140351,1,1,2,TRANSITION
LONG,WINNER,2.0562841530056764,3,2,1,BULLISH
SHORT,LOSER,-1.5413333333331232,1,3,1,BEARISH
LONG,LOSER,-1.2910394265233887,2,2,1,BEARISH
LONG,LOSER,-1.189277389277402,3,1,1,TRANSITION
SHORT,LOSER,-1.2679867986798938,2,2,2,BULLISH
LONG,WINNER,2.273500697350088,3,1,0,TRANSITION
LONG,LOSER,-1.4039800995024292,1,4,2,BULLISH
LONG,LOSER,-1.3492473118279134,1,4,2,BULLISH
SHORT,LOSER,-1.360888888888749,1,3,2,BEARISH
LONG,WINNER,2.0703703703703704,2,3,2,BULLISH
SHORT,LOSER,-1.3866666666666667,1,2,2,NEUTRAL
LONG,LOSER,-1.2264993026499118,2,4,1,BULLISH
SHORT,LOSER,-1.3759259259260779,1,1,3,NEUTRAL
LONG,WINNER,2.1552016985139284,0,4,2,BULLISH
LONG,WINNER,2.141501103752621,2,3,1,BULLISH
SHORT,LOSER,-1.0657756176589759,1,3,2,BEARISH
LONG,WINNER,2.4254361799816304,1,2,2,TRANSITION
SHORT,WINNER,2.3874566874566785,2,1,1,TRANSITION
SHORT,LOSER,-1.0615151515151542,2,4,1,BEARISH
LONG,WINNER,2.364327485380117,2,2,1,BULLISH
SHORT,LOSER,-1.085115303983231,1,4,2,BEARISH
SHORT,LOSER,-1.0665028665028633,2,0,3,NEUTRAL
LONG,LOSER,-1.535973597359427,1,2,2,NEUTRAL
SHORT,LOSER,-1.741552511414934,1,4,2,BEARISH
LONG,LOSER,-1.9842424242427714,2,2,2,NEUTRAL
LONG,LOSER,-1.2035087719298245,1,1,3,TRANSITION
SHORT,LOSER,-1.2990791896869567,2,4,2,BEARISH
SHORT,WINNER,2.083589743589557,2,4,2,BEARISH
LONG,LOSER,-1.3203155818540067,2,1,2,NEUTRAL
SHORT,WINNER,2.1133333333333333,3,3,1,BEARISH
LONG,WINNER,2.2550527903468436,2,1,2,BEARISH
SHORT,LOSER,-1.2653594771241576,1,2,2,NEUTRAL
LONG,WINNER,2.2646376811594005,2,4,2,BULLISH
SHORT,LOSER,-1.3584988962473787,1,3,2,BEARISH
LONG,WINNER,2.1616666666666258,2,2,2,BEARISH
LONG,WINNER,2.104866180048494,0,4,2,BULLISH
SHORT,WINNER,2.417730496453901,1,4,2,BEARISH
SHORT,LOSER,-1.1061437908496772,2,2,3,TRANSITION
LONG,LOSER,-1.1194996320824238,0,3,2,BULLISH
LONG,LOSER,-1.1655453618756568,2,2,2,NEUTRAL
LONG,WINNER,2.285185185185185,2,4,1,BULLISH
SHORT,LOSER,-1.220054200541988,0,3,2,BEARISH
LONG,LOSER,-1.2264993026499118,0,4,2,BULLISH
LONG,LOSER,-1.324151696606824,0,3,2,BULLISH
SHORT,WINNER,2.192424242424276,1,2,2,NEUTRAL
SHORT,LOSER,-1.2804835924007754,2,3,1,BEARISH
SHORT,LOSER,-1.3951338199515062,1,2,1,NEUTRAL
LONG,WINNER,2.07375328083996,1,2,2,BULLISH
SHORT,WINNER,1.7877192982454322,2,2,2,BULLISH
LONG,WINNER,1.9586666666668768,2,3,1,BULLISH
LONG,LOSER,-1.5059190031150813,1,3,1,BULLISH
LONG,LOSER,-1.3203155818540067,1,2,2,NEUTRAL
SHORT,WINNER,2.139111111111251,2,4,2,BEARISH
LONG,LOSER,-1.3633109619685855,2,1,2,TRANSITION
SHORT,LOSER,-1.3041198501871665,1,2,2,TRANSITION
LONG,WINNER,2.1573839662445993,2,4,2,BULLISH
LONG,WINNER,2.1317460317460317,2,3,1,BULLISH
LONG,WINNER,2.083589743589557,1,4,1,BULLISH
LONG,WINNER,2.188888888888854,1,4,2,BULLISH
LONG,WINNER,2.059891598915781,2,2,1,NEUTRAL
LONG,LOSER,-1.0754997675499707,2,3,2,BULLISH
SHORT,LOSER,-1.1353333333333269,0,3,2,BEARISH
SHORT,LOSER,-1.1792494481236089,2,4,1,BEARISH
SHORT,WINNER,2.4401841620626175,1,4,2,BEARISH
