trade_id,capture_pct,mfe_spent_atr,total_mfe_atr
E-000398,1.0,0,6.461538461538462
E-000399,1.0,0,2.074074074074074
E-000400,1.0,0,8.0
E-000401,1.0,0,1.4893617021276595
E-000402,1.0,0,4.827586206896552
E-000403,1.0,0,6.881355932203389
E-000404,1.0,0,7.6
E-000405,1.0,0,5.018867924528302
E-000406,1.0,0,0.43076923076923074
E-000407,1.0,0,7.107692307692307
E-000408,1.0,0,0.48275862068965514
E-000409,1.0,0,2.625
E-000410,1.0,0,3.111111111111111
E-000411,1.0,0,4.375
E-000412,1.0,0,8.75
E-000413,1.0,0,2.333333333333333
E-000414,1.0,0,2.0
E-000415,1.0,0,3.5
E-000416,1.0,0,9.058823529411766
E-000417,1.0,0,57.07692307692307
E-000418,1.0,0,1.0769230769230769
E-000419,1.0,0,16.4
E-000420,1.0,0,5.319999999999999
E-000421,1.0,0,6.999999999999999
E-000422,1.0,0,2.456140350877193
E-000423,1.0,0,9.5
E-000424,1.0,0,1.4
E-000425,1.0,0,5.173913043478261
E-000426,1.0,0,3.643835616438356
E-000427,1.0,0,7.0
E-000428,1.0,0,18.666666666666668
E-000429,1.0,0,5.12
E-000430,1.0,0,1.6125654450261782
E-000431,1.0,0,3.67420814479638
E-000432,1.0,0,5.188811188811189
E-000433,1.0,0,3.530434782608696
E-000434,1.0,0,5.4
E-000435,1.0,0,19.833333333333336
E-000436,1.0,0,2.295081967213115
E-000437,1.0,0,7.91304347826087
E-000438,1.0,0,7.466666666666667
E-000439,1.0,0,9.333333333333334
E-000440,1.0,0,1.4736842105263157
E-000441,1.0,0,11.2
E-000442,1.0,0,2.9696969696969697
E-000443,1.0,0,5.6
E-000444,1.0,0,6.787878787878788
E-000445,1.0,0,8.0
E-000446,1.0,0,1.971830985915493
E-000447,1.0,0,4.76
E-000448,1.0,0,15.272727272727273
E-000449,1.0,0,14.0
E-000450,1.0,0,18.327272727272728
E-000451,1.0,0,0.7859649122807018
E-000452,1.0,0,3.352112676056338
E-000453,1.0,0,1.6688741721854303
E-000454,1.0,0,2.0388349514563107
E-000455,1.0,0,3.057471264367816
E-000456,1.0,0,3.4492753623188404
E-000457,1.0,0,6.395061728395062
E-000458,1.0,0,12.874371859296483
E-000459,1.0,0,0.5316455696202531
E-000460,1.0,0,5.463414634146342
E-000461,1.0,0,5.870967741935483
E-000462,1.0,0,3.343283582089552
E-000463,1.0,0,7.84
E-000464,,0,0.0
E-000465,1.0,0,0.6666666666666666
E-000466,1.0,0,2.5128205128205128
E-000467,1.0,0,9.882352941176471
E-000468,1.0,0,2.1875
E-000469,1.0,0,5.173913043478261
E-000470,1.0,0,7.0
E-000471,1.0,0,26.25
E-000472,1.0,0,6.789699570815451
E-000473,1.0,0,12.718954248366012
E-000474,1.0,0,12.9
E-000475,1.0,0,8.371134020618557
E-000476,1.0,0,5.77319587628866
E-000477,1.0,0,6.704225352112676
E-000478,1.0,0,6.346666666666667
E-000479,1.0,0,10.666666666666666
E-000480,1.0,0,10.294117647058824
E-000481,1.0,0,14.96551724137931
E-000482,1.0,0,0.736842105263158
E-000483,1.0,0,7.91304347826087
E-000484,1.0,0,0.5599999999999999
E-000485,1.0,0,2.8
E-000486,1.0,0,3.294117647058824
E-000487,1.0,0,3.1111111111111107
E-000488,1.0,0,12.319999999999999
E-000489,1.0,0,5.8545454545454545
E-000490,1.0,0,18.9
E-000491,1.0,0,4.857142857142857
E-000492,,0,0.0
E-000493,1.0,0,4.3076923076923075
E-000494,1.0,0,4.052631578947368
E-000495,1.0,0,2.121212121212121
E-000496,1.0,0,9.333333333333334
E-000497,1.0,0,12.671532846715328
E-000498,1.0,0,5.233644859813084
E-000499,1.0,0,10.549295774647888
E-000500,1.0,0,10.130081300813007
E-000501,1.0,0,6.189473684210526
E-000502,1.0,0,3.837037037037037
E-000503,1.0,0,3.943661971830986
E-000504,1.0,0,4.173076923076923
E-000505,1.0,0,1.0181818181818183
E-000506,1.0,0,5.25
E-000507,1.0,0,11.666666666666668
E-000508,1.0,0,21.0
E-000509,1.0,0,3.7142857142857144
E-000510,1.0,0,5.764705882352942
E-000511,1.0,0,1.0769230769230769
