opportunity_id,direction,wait_signal_i,immediate_entry_i,system,location_score,direction_score,reaction_score,total_evidence
OPP_00960598_LONG,LONG,960598,960599,E,1,0,2,2
OPP_00961099_SHORT,SHORT,961099,961100,E,2,0,2,3
OPP_00961792_LONG,LONG,961792,961793,E,2,0,2,3
OPP_00961801_SHORT,SHORT,961801,961802,E,2,0,2,3
OPP_00961901_SHORT,SHORT,961901,961902,E,2,0,1,2
OPP_00962417_LONG,LONG,962417,962418,E,0,1,2,3
OPP_00962838_SHORT,SHORT,962838,962839,E,2,-1,2,2
OPP_00962957_SHORT,SHORT,962957,962958,E,0,1,2,3
OPP_00963054_LONG,LONG,963054,963055,E,1,0,2,2
OPP_00963376_SHORT,SHORT,963376,963377,E,2,-1,2,2
OPP_00963492_SHORT,SHORT,963492,963493,E,1,2,1,3
OPP_00963686_LONG,LONG,963686,963687,E,0,1,2,3
OPP_00963721_LONG,LONG,963721,963722,E,2,0,2,3
OPP_00963765_LONG,LONG,963765,963766,E,2,1,1,3
OPP_00964484_LONG,LONG,964484,964485,E,1,1,1,3
OPP_00964849_LONG,LONG,964849,964850,E,1,0,3,3
OPP_00965161_SHORT,SHORT,965161,965162,E,1,0,2,2
OPP_00965411_LONG,LONG,965411,965412,E,2,-1,2,2
OPP_00965789_SHORT,SHORT,965789,965790,E,2,0,2,3
OPP_00966121_SHORT,SHORT,966121,966122,E,1,1,1,3
OPP_00966802_SHORT,SHORT,966802,966803,E,1,1,2,3
OPP_00966961_LONG,LONG,966961,966962,E,3,-1,2,3
OPP_00967079_SHORT,SHORT,967079,967080,E,2,-1,3,3
OPP_00967595_LONG,LONG,967595,967596,E,2,1,1,3
OPP_00968116_SHORT,SHORT,968116,968117,E,1,1,1,3
OPP_00968207_SHORT,SHORT,968207,968208,E,2,0,3,3
OPP_00968698_LONG,LONG,968698,968699,E,1,-1,3,2
OPP_00968886_LONG,LONG,968886,968887,E,1,1,2,3
OPP_00969089_LONG,LONG,969089,969090,E,0,0,3,2
OPP_00969818_SHORT,SHORT,969818,969819,E,1,1,1,3
OPP_00970177_SHORT,SHORT,970177,970178,E,1,1,1,3
OPP_00970443_LONG,LONG,970443,970444,E,0,1,2,3
OPP_00970618_SHORT,SHORT,970618,970619,E,1,2,1,3
OPP_00970948_LONG,LONG,970948,970949,E,1,1,1,3
OPP_00971741_LONG,LONG,971741,971742,E,1,-1,3,2
OPP_00971870_SHORT,SHORT,971870,971871,E,1,0,2,2
OPP_00972199_SHORT,SHORT,972199,972200,E,1,2,1,3
OPP_00972409_LONG,LONG,972409,972410,E,2,1,1,3
OPP_00972442_LONG,LONG,972442,972443,E,2,0,2,3
OPP_00972985_SHORT,SHORT,972985,972986,E,1,-1,3,2
OPP_00973501_SHORT,SHORT,973501,973502,E,2,-1,2,2
OPP_00973520_SHORT,SHORT,973520,973521,E,0,1,2,3
OPP_00973753_SHORT,SHORT,973753,973754,E,0,2,2,3
OPP_00973820_LONG,LONG,973820,973821,E,2,-1,3,3
OPP_00973963_LONG,LONG,973963,973964,E,2,0,2,3
OPP_00973985_SHORT,SHORT,973985,973986,E,1,1,1,2
OPP_00974083_SHORT,SHORT,974083,974084,E,1,1,1,3
OPP_00974445_LONG,LONG,974445,974446,E,0,1,2,3
OPP_00974482_SHORT,SHORT,974482,974483,E,1,1,2,3
OPP_00974659_SHORT,SHORT,974659,974660,E,1,0,2,2
OPP_00975658_SHORT,SHORT,975658,975659,E,1,0,2,2
OPP_00976097_LONG,LONG,976097,976098,E,2,0,1,2
OPP_00976374_SHORT,SHORT,976374,976375,E,1,1,2,3
OPP_00976906_SHORT,SHORT,976906,976907,E,2,0,2,3
OPP_00976928_LONG,LONG,976928,976929,E,2,0,1,2
OPP_00977032_SHORT,SHORT,977032,977033,E,0,1,2,3
OPP_00977098_LONG,LONG,977098,977099,E,2,0,1,2
OPP_00977152_SHORT,SHORT,977152,977153,E,2,0,1,2
OPP_00977628_SHORT,SHORT,977628,977629,E,1,0,2,2
OPP_00977726_SHORT,SHORT,977726,977727,E,3,0,1,3
OPP_00977955_LONG,LONG,977955,977956,E,1,-1,3,2
OPP_00978194_SHORT,SHORT,978194,978195,E,2,0,2,3
OPP_00979143_LONG,LONG,979143,979144,E,1,1,1,3
OPP_00979312_LONG,LONG,979312,979313,E,2,0,2,3
OPP_00979862_SHORT,SHORT,979862,979863,E,1,0,2,2
OPP_00980055_SHORT,SHORT,980055,980056,E,2,0,1,2
OPP_00980443_SHORT,SHORT,980443,980444,E,2,0,1,2
OPP_00980477_LONG,LONG,980477,980478,E,1,0,2,2
OPP_00980637_SHORT,SHORT,980637,980638,E,1,0,2,2
OPP_00980752_LONG,LONG,980752,980753,E,3,-1,1,2
OPP_00980998_LONG,LONG,980998,980999,E,2,0,1,2
OPP_00981371_SHORT,SHORT,981371,981372,E,1,2,1,3
OPP_00982208_SHORT,SHORT,982208,982209,E,1,1,1,3
OPP_00982532_SHORT,SHORT,982532,982533,E,1,0,2,2
OPP_00982913_SHORT,SHORT,982913,982914,E,2,-1,2,2
OPP_00982931_SHORT,SHORT,982931,982932,E,2,1,0,3
OPP_00983041_SHORT,SHORT,983041,983042,E,2,0,1,2
OPP_00983127_LONG,LONG,983127,983128,E,1,1,1,3
OPP_00983376_LONG,LONG,983376,983377,E,2,0,2,3
OPP_00983442_SHORT,SHORT,983442,983443,E,1,0,2,2
OPP_00983915_SHORT,SHORT,983915,983916,E,0,1,2,3
OPP_00983967_LONG,LONG,983967,983968,E,2,-1,2,2
OPP_00984433_SHORT,SHORT,984433,984434,E,2,0,2,3
OPP_00984773_SHORT,SHORT,984773,984774,E,0,0,2,2
OPP_00984838_LONG,LONG,984838,984839,E,1,0,2,2
OPP_00985347_LONG,LONG,985347,985348,E,2,1,1,3
OPP_00985886_LONG,LONG,985886,985887,E,2,-1,2,2
OPP_00986210_SHORT,SHORT,986210,986211,E,1,-1,3,2
OPP_00986407_SHORT,SHORT,986407,986408,E,1,1,2,3
OPP_00987012_SHORT,SHORT,987012,987013,E,2,2,0,3
OPP_00987125_SHORT,SHORT,987125,987126,E,1,1,2,3
OPP_00987694_LONG,LONG,987694,987695,E,2,0,1,2
OPP_00988260_SHORT,SHORT,988260,988261,E,1,0,2,2
OPP_00988368_LONG,LONG,988368,988369,E,1,2,1,3
OPP_00988457_SHORT,SHORT,988457,988458,E,1,0,2,2
OPP_00988731_SHORT,SHORT,988731,988732,E,2,0,1,2
OPP_00988934_SHORT,SHORT,988934,988935,E,1,1,1,3
OPP_00989272_LONG,LONG,989272,989273,E,1,1,1,3
OPP_00989856_LONG,LONG,989856,989857,E,1,1,2,3
OPP_00989914_LONG,LONG,989914,989915,E,2,0,2,3
OPP_00990087_LONG,LONG,990087,990088,E,2,0,2,3
OPP_00990175_SHORT,SHORT,990175,990176,E,1,0,3,3
OPP_00990384_SHORT,SHORT,990384,990385,E,1,0,2,2
OPP_00990446_LONG,LONG,990446,990447,E,2,0,1,2
OPP_00990786_LONG,LONG,990786,990787,E,1,1,2,3
OPP_00991212_LONG,LONG,991212,991213,E,1,0,2,2
OPP_00991394_SHORT,SHORT,991394,991395,E,1,1,2,3
OPP_00991601_SHORT,SHORT,991601,991602,E,1,1,1,2
OPP_00991680_LONG,LONG,991680,991681,E,2,1,1,3
OPP_00991694_SHORT,SHORT,991694,991695,E,2,0,2,3
OPP_00991980_LONG,LONG,991980,991981,E,1,1,1,3
OPP_00992101_SHORT,SHORT,992101,992102,E,1,0,2,2
OPP_00992140_SHORT,SHORT,992140,992141,E,1,1,2,3
OPP_00992192_LONG,LONG,992192,992193,E,1,0,2,2
OPP_00992217_LONG,LONG,992217,992218,E,2,-1,2,2
OPP_00992466_SHORT,SHORT,992466,992467,E,1,1,1,3
OPP_00992944_LONG,LONG,992944,992945,E,1,0,2,2
OPP_00992993_SHORT,SHORT,992993,992994,E,1,1,1,2
OPP_00993407_LONG,LONG,993407,993408,E,2,0,2,3
OPP_00993460_SHORT,SHORT,993460,993461,E,1,0,2,2
OPP_00993530_SHORT,SHORT,993530,993531,E,2,0,2,3
OPP_00994101_SHORT,SHORT,994101,994102,E,2,0,1,2
OPP_00994126_SHORT,SHORT,994126,994127,E,1,1,1,3
OPP_00994315_SHORT,SHORT,994315,994316,E,1,0,2,2
OPP_00994603_SHORT,SHORT,994603,994604,E,1,0,2,2
OPP_00994918_SHORT,SHORT,994918,994919,E,2,-1,2,2
OPP_00995364_LONG,LONG,995364,995365,E,2,0,2,3
OPP_00995394_SHORT,SHORT,995394,995395,E,1,1,1,3
OPP_00995540_SHORT,SHORT,995540,995541,E,1,1,2,3
OPP_00995692_LONG,LONG,995692,995693,E,0,0,3,2
OPP_00995719_SHORT,SHORT,995719,995720,E,1,1,2,3
OPP_00995892_SHORT,SHORT,995892,995893,E,2,0,1,2
OPP_00995983_SHORT,SHORT,995983,995984,E,1,2,1,3
OPP_00996476_SHORT,SHORT,996476,996477,E,1,1,2,3
OPP_00996706_SHORT,SHORT,996706,996707,E,2,0,2,3
OPP_00997075_SHORT,SHORT,997075,997076,E,1,0,2,2
OPP_00997171_LONG,LONG,997171,997172,E,2,0,2,3
OPP_00997257_LONG,LONG,997257,997258,E,2,-1,2,2
OPP_00997358_LONG,LONG,997358,997359,E,0,1,2,3
OPP_00998561_LONG,LONG,998561,998562,E,1,1,1,3
OPP_00998614_SHORT,SHORT,998614,998615,E,1,1,2,3
OPP_00998762_LONG,LONG,998762,998763,E,1,1,1,3
OPP_00998940_LONG,LONG,998940,998941,E,1,-1,3,2
OPP_00999312_SHORT,SHORT,999312,999313,E,1,0,2,2
OPP_00999667_SHORT,SHORT,999667,999668,E,1,1,1,3
OPP_01000200_SHORT,SHORT,1000200,1000201,E,1,1,1,2
OPP_01001139_LONG,LONG,1001139,1001140,E,1,0,2,2
OPP_01001178_SHORT,SHORT,1001178,1001179,E,2,-1,2,2
OPP_01001215_SHORT,SHORT,1001215,1001216,E,1,0,2,2
OPP_01001620_SHORT,SHORT,1001620,1001621,E,2,-1,2,2
OPP_01001964_LONG,LONG,1001964,1001965,E,2,0,1,2
OPP_01002549_LONG,LONG,1002549,1002550,E,1,1,1,2
OPP_01002790_SHORT,SHORT,1002790,1002791,E,1,1,1,2
OPP_01002959_SHORT,SHORT,1002959,1002960,E,1,1,1,2
OPP_01002979_SHORT,SHORT,1002979,1002980,E,1,0,2,2
OPP_01003026_LONG,LONG,1003026,1003027,E,1,0,3,3
OPP_01003073_LONG,LONG,1003073,1003074,E,1,0,2,2
OPP_01003107_LONG,LONG,1003107,1003108,E,1,2,1,3
OPP_01003192_SHORT,SHORT,1003192,1003193,E,1,2,1,3
OPP_01003839_LONG,LONG,1003839,1003840,E,1,0,2,2
OPP_01003975_SHORT,SHORT,1003975,1003976,E,1,1,1,2
OPP_01004757_LONG,LONG,1004757,1004758,E,2,0,1,2
OPP_01004874_LONG,LONG,1004874,1004875,E,2,0,1,2
OPP_01005047_LONG,LONG,1005047,1005048,E,1,1,2,3
OPP_01005907_SHORT,SHORT,1005907,1005908,E,2,0,2,3
OPP_01005972_SHORT,SHORT,1005972,1005973,E,1,0,2,2
OPP_01006216_LONG,LONG,1006216,1006217,E,2,0,1,2
OPP_01006260_SHORT,SHORT,1006260,1006261,E,1,1,1,2
OPP_01006539_SHORT,SHORT,1006539,1006540,E,1,0,2,2
OPP_01006726_LONG,LONG,1006726,1006727,E,2,0,2,3
OPP_01007124_SHORT,SHORT,1007124,1007125,E,1,0,2,2
OPP_01007451_SHORT,SHORT,1007451,1007452,E,2,0,2,3
OPP_01007461_LONG,LONG,1007461,1007462,E,2,0,2,3
OPP_01007614_SHORT,SHORT,1007614,1007615,E,1,0,2,2
OPP_01007715_LONG,LONG,1007715,1007716,E,2,-1,2,2
OPP_01007800_LONG,LONG,1007800,1007801,E,1,0,3,3
OPP_01007961_SHORT,SHORT,1007961,1007962,E,0,1,2,3
OPP_01008112_LONG,LONG,1008112,1008113,E,2,0,1,2
OPP_01008181_SHORT,SHORT,1008181,1008182,E,2,0,2,3
OPP_01008219_SHORT,SHORT,1008219,1008220,E,1,0,2,2
OPP_01008291_SHORT,SHORT,1008291,1008292,E,1,-1,3,2
OPP_01008392_SHORT,SHORT,1008392,1008393,E,0,1,2,3
OPP_01008465_SHORT,SHORT,1008465,1008466,E,1,1,1,3
OPP_01009376_SHORT,SHORT,1009376,1009377,E,2,0,2,3
OPP_01009657_SHORT,SHORT,1009657,1009658,E,1,0,2,2
OPP_01009683_SHORT,SHORT,1009683,1009684,E,1,1,2,3
OPP_01009985_LONG,LONG,1009985,1009986,E,2,0,1,2
OPP_01010058_SHORT,SHORT,1010058,1010059,E,2,1,1,3
OPP_01010074_LONG,LONG,1010074,1010075,E,2,-1,2,2
OPP_01010339_LONG,LONG,1010339,1010340,E,1,0,2,2
OPP_01010356_SHORT,SHORT,1010356,1010357,E,1,1,2,3
OPP_01010739_LONG,LONG,1010739,1010740,E,2,-1,2,2
OPP_01010824_SHORT,SHORT,1010824,1010825,E,2,-1,2,2
OPP_01011177_SHORT,SHORT,1011177,1011178,E,1,0,3,3
OPP_01012683_LONG,LONG,1012683,1012684,E,0,2,2,3
OPP_01012941_SHORT,SHORT,1012941,1012942,E,1,0,2,2
OPP_01013034_LONG,LONG,1013034,1013035,E,2,0,1,2
OPP_01013125_LONG,LONG,1013125,1013126,E,2,-1,3,3
OPP_01013438_SHORT,SHORT,1013438,1013439,E,1,1,1,3
OPP_01013572_SHORT,SHORT,1013572,1013573,E,2,-1,2,2
OPP_01013724_LONG,LONG,1013724,1013725,E,1,1,1,2
OPP_01014580_SHORT,SHORT,1014580,1014581,E,1,0,2,2
OPP_01014732_SHORT,SHORT,1014732,1014733,E,1,1,2,3
OPP_01014759_SHORT,SHORT,1014759,1014760,E,1,0,2,2
OPP_01014792_LONG,LONG,1014792,1014793,E,1,0,2,2
OPP_01014940_LONG,LONG,1014940,1014941,E,2,0,2,3
OPP_01015084_LONG,LONG,1015084,1015085,E,2,0,1,2
OPP_01015645_LONG,LONG,1015645,1015646,E,0,1,2,3
OPP_01015720_LONG,LONG,1015720,1015721,E,2,0,3,3
OPP_01015865_LONG,LONG,1015865,1015866,E,0,1,2,3
OPP_01015935_LONG,LONG,1015935,1015936,E,1,0,2,2
OPP_01016048_LONG,LONG,1016048,1016049,E,2,0,1,2
OPP_01016441_LONG,LONG,1016441,1016442,E,1,-1,3,2
OPP_01016644_SHORT,SHORT,1016644,1016645,E,1,1,1,2
OPP_01016755_SHORT,SHORT,1016755,1016756,E,1,1,2,3
OPP_01017103_SHORT,SHORT,1017103,1017104,E,0,1,2,3
OPP_01017212_SHORT,SHORT,1017212,1017213,E,0,1,2,2
OPP_01017312_LONG,LONG,1017312,1017313,E,2,-1,2,2
OPP_01017488_SHORT,SHORT,1017488,1017489,E,1,0,2,2
OPP_01017757_SHORT,SHORT,1017757,1017758,E,1,1,2,3
OPP_01017899_SHORT,SHORT,1017899,1017900,E,1,1,2,3
OPP_01018089_SHORT,SHORT,1018089,1018090,E,2,0,1,2
OPP_01018361_SHORT,SHORT,1018361,1018362,E,1,1,1,3
OPP_01018834_LONG,LONG,1018834,1018835,E,2,-1,2,2
OPP_01018865_LONG,LONG,1018865,1018866,E,1,0,2,2
OPP_01019425_LONG,LONG,1019425,1019426,E,1,0,2,2
OPP_01019578_SHORT,SHORT,1019578,1019579,E,2,-1,2,2
OPP_01019591_LONG,LONG,1019591,1019592,E,1,1,2,3
OPP_01019966_LONG,LONG,1019966,1019967,E,1,0,2,2
OPP_01020290_LONG,LONG,1020290,1020291,E,0,1,2,3
OPP_01020311_LONG,LONG,1020311,1020312,E,1,0,2,2
OPP_01020564_SHORT,SHORT,1020564,1020565,E,1,-1,3,2
OPP_01020869_LONG,LONG,1020869,1020870,E,2,1,1,3
OPP_01021036_SHORT,SHORT,1021036,1021037,E,0,1,2,3
OPP_01021119_LONG,LONG,1021119,1021120,E,2,-1,2,2
OPP_01021251_SHORT,SHORT,1021251,1021252,E,0,1,2,3
OPP_01021598_LONG,LONG,1021598,1021599,E,1,0,2,2
OPP_01022147_SHORT,SHORT,1022147,1022148,E,1,2,1,3
OPP_01022279_SHORT,SHORT,1022279,1022280,E,1,2,1,3
OPP_01022543_SHORT,SHORT,1022543,1022544,E,1,0,2,2
OPP_01022806_SHORT,SHORT,1022806,1022807,E,1,1,1,2
OPP_01022907_SHORT,SHORT,1022907,1022908,E,1,1,1,3
OPP_01023048_SHORT,SHORT,1023048,1023049,E,1,1,2,3
OPP_01023291_LONG,LONG,1023291,1023292,E,1,0,2,2
OPP_01023298_SHORT,SHORT,1023298,1023299,E,1,0,2,2
OPP_01023351_SHORT,SHORT,1023351,1023352,E,1,2,1,3
OPP_01023437_LONG,LONG,1023437,1023438,E,1,1,1,3
OPP_01023459_LONG,LONG,1023459,1023460,E,1,1,1,2
OPP_01023846_LONG,LONG,1023846,1023847,E,1,0,2,2
OPP_01024178_LONG,LONG,1024178,1024179,E,2,0,1,2
OPP_01024693_SHORT,SHORT,1024693,1024694,E,1,0,3,3
OPP_01024822_SHORT,SHORT,1024822,1024823,E,1,-1,3,2
OPP_01025050_SHORT,SHORT,1025050,1025051,E,1,0,2,2
OPP_01025193_SHORT,SHORT,1025193,1025194,E,1,1,2,3
OPP_01025688_SHORT,SHORT,1025688,1025689,E,2,0,1,2
OPP_01025900_SHORT,SHORT,1025900,1025901,E,1,1,2,3
OPP_01026813_SHORT,SHORT,1026813,1026814,E,1,-1,3,2
OPP_01026852_LONG,LONG,1026852,1026853,E,1,0,3,3
OPP_01027080_LONG,LONG,1027080,1027081,E,0,1,2,3
OPP_01027275_SHORT,SHORT,1027275,1027276,E,1,0,2,2
OPP_01027398_SHORT,SHORT,1027398,1027399,E,1,1,1,3
OPP_01027558_SHORT,SHORT,1027558,1027559,E,2,1,1,3
OPP_01027945_LONG,LONG,1027945,1027946,E,1,2,1,3
OPP_01028204_SHORT,SHORT,1028204,1028205,E,2,0,2,3
OPP_01028290_LONG,LONG,1028290,1028291,E,0,1,2,3
OPP_01028528_LONG,LONG,1028528,1028529,E,2,0,2,3
OPP_01028710_LONG,LONG,1028710,1028711,E,2,1,1,3
OPP_01028967_LONG,LONG,1028967,1028968,E,0,1,2,2
OPP_01029340_SHORT,SHORT,1029340,1029341,E,1,0,2,2
OPP_01029450_SHORT,SHORT,1029450,1029451,E,2,0,2,3
OPP_01029816_LONG,LONG,1029816,1029817,E,2,0,3,3
OPP_01030429_SHORT,SHORT,1030429,1030430,E,1,1,1,3
OPP_01030490_SHORT,SHORT,1030490,1030491,E,2,0,2,3
OPP_01030926_LONG,LONG,1030926,1030927,E,1,0,2,2
OPP_01031031_SHORT,SHORT,1031031,1031032,E,1,0,2,2
OPP_01031226_LONG,LONG,1031226,1031227,E,2,1,1,3
OPP_01031269_SHORT,SHORT,1031269,1031270,E,1,0,2,2
OPP_01031428_LONG,LONG,1031428,1031429,E,1,0,2,2
OPP_01031776_LONG,LONG,1031776,1031777,E,1,1,2,3
OPP_01033035_LONG,LONG,1033035,1033036,E,0,1,2,3
OPP_01033435_LONG,LONG,1033435,1033436,E,1,0,2,2
OPP_01033689_SHORT,SHORT,1033689,1033690,E,0,1,2,3
OPP_01033839_SHORT,SHORT,1033839,1033840,E,1,1,2,3
OPP_01033911_LONG,LONG,1033911,1033912,E,1,0,2,2
OPP_01034232_LONG,LONG,1034232,1034233,E,1,0,2,2
OPP_01034422_SHORT,SHORT,1034422,1034423,E,1,1,2,3
OPP_01034828_SHORT,SHORT,1034828,1034829,E,3,0,1,3
OPP_01034971_LONG,LONG,1034971,1034972,E,2,0,2,3
OPP_01035487_SHORT,SHORT,1035487,1035488,E,1,2,1,3
OPP_01035543_SHORT,SHORT,1035543,1035544,E,2,1,1,3
OPP_01035599_SHORT,SHORT,1035599,1035600,E,0,1,2,2
OPP_01035617_LONG,LONG,1035617,1035618,E,1,0,2,2
OPP_01035729_LONG,LONG,1035729,1035730,E,1,1,2,3
OPP_01035876_SHORT,SHORT,1035876,1035877,E,2,0,2,3
OPP_01036106_LONG,LONG,1036106,1036107,E,1,1,1,3
OPP_01036381_LONG,LONG,1036381,1036382,E,2,-1,2,2
OPP_01036425_LONG,LONG,1036425,1036426,E,1,0,2,2
OPP_01036488_SHORT,SHORT,1036488,1036489,E,1,-1,3,2
OPP_01036746_LONG,LONG,1036746,1036747,E,2,1,1,3
OPP_01036898_SHORT,SHORT,1036898,1036899,E,1,1,1,3
OPP_01037276_LONG,LONG,1037276,1037277,E,2,0,1,2
OPP_01037399_LONG,LONG,1037399,1037400,E,0,1,2,3
OPP_01037632_SHORT,SHORT,1037632,1037633,E,1,0,2,2
OPP_01037696_LONG,LONG,1037696,1037697,E,2,-1,2,2
OPP_01037793_SHORT,SHORT,1037793,1037794,E,2,0,1,2
OPP_01037973_SHORT,SHORT,1037973,1037974,E,0,1,2,3
OPP_01038095_LONG,LONG,1038095,1038096,E,2,0,1,2
OPP_01038242_LONG,LONG,1038242,1038243,E,2,0,2,3
OPP_01038320_LONG,LONG,1038320,1038321,E,1,1,2,3
OPP_01038356_SHORT,SHORT,1038356,1038357,E,1,0,2,2
OPP_01038364_LONG,LONG,1038364,1038365,E,2,0,2,3
OPP_01038626_LONG,LONG,1038626,1038627,E,0,0,3,2
OPP_01038984_SHORT,SHORT,1038984,1038985,E,3,0,1,3
OPP_01039502_LONG,LONG,1039502,1039503,E,2,0,1,2
OPP_01039581_LONG,LONG,1039581,1039582,E,0,1,3,3
OPP_01039712_LONG,LONG,1039712,1039713,E,2,0,2,3
OPP_01039824_LONG,LONG,1039824,1039825,E,1,1,1,3
OPP_01039956_SHORT,SHORT,1039956,1039957,E,1,1,2,3
OPP_01040053_SHORT,SHORT,1040053,1040054,E,1,1,1,3
OPP_01040073_SHORT,SHORT,1040073,1040074,E,1,0,2,2
OPP_01040664_SHORT,SHORT,1040664,1040665,E,2,0,2,3
OPP_01040701_LONG,LONG,1040701,1040702,E,1,0,2,2
OPP_01041047_SHORT,SHORT,1041047,1041048,E,1,0,2,2
OPP_01041101_SHORT,SHORT,1041101,1041102,E,2,0,2,3
OPP_01041210_LONG,LONG,1041210,1041211,E,1,1,1,3
OPP_01041396_SHORT,SHORT,1041396,1041397,E,2,0,2,3
OPP_01042715_SHORT,SHORT,1042715,1042716,E,1,0,2,2
OPP_01043110_LONG,LONG,1043110,1043111,E,2,0,2,3
OPP_01043126_SHORT,SHORT,1043126,1043127,E,2,0,2,3
OPP_01043264_SHORT,SHORT,1043264,1043265,E,1,2,1,3
OPP_01043948_SHORT,SHORT,1043948,1043949,E,1,0,2,2
OPP_01044033_LONG,LONG,1044033,1044034,E,2,-1,2,2
OPP_01044476_SHORT,SHORT,1044476,1044477,E,1,1,2,3
OPP_01044589_LONG,LONG,1044589,1044590,E,1,0,2,2
OPP_01044618_SHORT,SHORT,1044618,1044619,E,2,-1,2,2
OPP_01044821_SHORT,SHORT,1044821,1044822,E,0,1,2,3
OPP_01045141_SHORT,SHORT,1045141,1045142,E,1,-1,3,2
OPP_01045318_LONG,LONG,1045318,1045319,E,1,0,2,2
OPP_01045369_SHORT,SHORT,1045369,1045370,E,0,1,2,2
OPP_01046058_LONG,LONG,1046058,1046059,E,2,-1,2,2
OPP_01046097_LONG,LONG,1046097,1046098,E,0,2,2,3
OPP_01046185_LONG,LONG,1046185,1046186,E,2,-1,2,2
OPP_01046941_LONG,LONG,1046941,1046942,E,2,-1,2,2
OPP_01047228_LONG,LONG,1047228,1047229,E,3,0,1,3
OPP_01047332_LONG,LONG,1047332,1047333,E,1,2,1,3
OPP_01047564_SHORT,SHORT,1047564,1047565,E,2,-1,2,2
OPP_01047589_LONG,LONG,1047589,1047590,E,2,-1,2,2
OPP_01047652_SHORT,SHORT,1047652,1047653,E,0,1,3,3
OPP_01047892_LONG,LONG,1047892,1047893,E,1,0,3,3
OPP_01048277_LONG,LONG,1048277,1048278,E,3,0,0,2
OPP_01048292_SHORT,SHORT,1048292,1048293,E,2,0,2,3
OPP_01048502_LONG,LONG,1048502,1048503,E,2,0,2,3
OPP_01048692_LONG,LONG,1048692,1048693,E,2,-1,2,2
OPP_01048786_SHORT,SHORT,1048786,1048787,E,2,0,2,3
OPP_01048839_LONG,LONG,1048839,1048840,E,2,-1,2,2
OPP_01048998_LONG,LONG,1048998,1048999,E,2,1,1,3
OPP_01049344_SHORT,SHORT,1049344,1049345,E,1,1,2,3
OPP_01049527_LONG,LONG,1049527,1049528,E,1,0,3,3
OPP_01049553_SHORT,SHORT,1049553,1049554,E,2,1,1,3
OPP_01049584_LONG,LONG,1049584,1049585,E,2,0,1,2
OPP_01050008_SHORT,SHORT,1050008,1050009,E,1,0,2,2
OPP_01050039_SHORT,SHORT,1050039,1050040,E,1,0,2,2
OPP_01050085_SHORT,SHORT,1050085,1050086,E,0,1,2,3
OPP_01050439_SHORT,SHORT,1050439,1050440,E,0,1,2,3
OPP_01051340_SHORT,SHORT,1051340,1051341,E,0,1,2,3
OPP_01051683_LONG,LONG,1051683,1051684,E,0,2,2,3
OPP_01052017_SHORT,SHORT,1052017,1052018,E,2,1,1,3
OPP_01052152_LONG,LONG,1052152,1052153,E,3,1,0,3
OPP_01053036_SHORT,SHORT,1053036,1053037,E,1,1,2,3
OPP_01053071_LONG,LONG,1053071,1053072,E,1,2,1,3
OPP_01053179_SHORT,SHORT,1053179,1053180,E,0,1,2,2
OPP_01053475_SHORT,SHORT,1053475,1053476,E,2,0,2,3
OPP_01053513_LONG,LONG,1053513,1053514,E,1,1,2,3
OPP_01053530_SHORT,SHORT,1053530,1053531,E,2,-1,2,2
OPP_01053623_SHORT,SHORT,1053623,1053624,E,1,-1,3,2
OPP_01053689_SHORT,SHORT,1053689,1053690,E,0,1,2,3
OPP_01053759_LONG,LONG,1053759,1053760,E,1,0,2,2
OPP_01053907_LONG,LONG,1053907,1053908,E,1,1,1,3
OPP_01053933_SHORT,SHORT,1053933,1053934,E,0,2,2,3
OPP_01054073_LONG,LONG,1054073,1054074,E,2,0,2,3
OPP_01054114_LONG,LONG,1054114,1054115,E,2,-1,2,2
OPP_01054165_SHORT,SHORT,1054165,1054166,E,2,0,2,3
OPP_01054178_LONG,LONG,1054178,1054179,E,2,0,2,3
OPP_01054324_LONG,LONG,1054324,1054325,E,1,0,2,2
OPP_01054528_SHORT,SHORT,1054528,1054529,E,0,1,2,3
OPP_01054655_LONG,LONG,1054655,1054656,E,1,1,1,2
OPP_01054708_LONG,LONG,1054708,1054709,E,1,1,2,3
OPP_01054732_SHORT,SHORT,1054732,1054733,E,1,-1,3,2
OPP_01055101_LONG,LONG,1055101,1055102,E,2,1,1,3
OPP_01055133_SHORT,SHORT,1055133,1055134,E,1,0,3,3
OPP_01055174_SHORT,SHORT,1055174,1055175,E,2,0,2,3
OPP_01055185_LONG,LONG,1055185,1055186,E,1,0,3,3
OPP_01055407_SHORT,SHORT,1055407,1055408,E,1,1,2,3
OPP_01055694_SHORT,SHORT,1055694,1055695,E,1,0,2,2
OPP_01056215_SHORT,SHORT,1056215,1056216,E,0,1,2,3
OPP_01056918_SHORT,SHORT,1056918,1056919,E,1,0,2,2
OPP_01056931_LONG,LONG,1056931,1056932,E,1,2,1,3
OPP_01057090_SHORT,SHORT,1057090,1057091,E,1,1,1,3
OPP_01057498_LONG,LONG,1057498,1057499,E,0,1,2,3
OPP_01057766_LONG,LONG,1057766,1057767,E,1,0,3,3
OPP_01058135_LONG,LONG,1058135,1058136,E,1,1,1,3
OPP_01058676_SHORT,SHORT,1058676,1058677,E,1,1,1,2
OPP_01058694_SHORT,SHORT,1058694,1058695,E,1,1,1,3
OPP_01058878_SHORT,SHORT,1058878,1058879,E,0,2,2,3
