opportunity_id,direction,wait_signal_i,immediate_entry_i,system,location_score,direction_score,reaction_score,total_evidence
OPP_01581165_SHORT,SHORT,1581165,1581166,E,1,1,1,3
OPP_01581262_LONG,LONG,1581262,1581263,E,1,1,2,3
OPP_01581300_SHORT,SHORT,1581300,1581301,E,2,0,1,2
OPP_01581348_SHORT,SHORT,1581348,1581349,E,1,0,2,2
OPP_01581731_SHORT,SHORT,1581731,1581732,E,3,0,0,2
OPP_01581800_SHORT,SHORT,1581800,1581801,E,1,-1,3,2
OPP_01582081_SHORT,SHORT,1582081,1582082,E,2,-1,2,2
OPP_01582248_LONG,LONG,1582248,1582249,E,2,0,2,3
OPP_01582293_SHORT,SHORT,1582293,1582294,E,1,0,2,2
OPP_01582422_SHORT,SHORT,1582422,1582423,E,2,2,0,3
OPP_01582528_SHORT,SHORT,1582528,1582529,E,1,0,2,2
OPP_01582715_LONG,LONG,1582715,1582716,E,0,1,2,2
OPP_01582773_SHORT,SHORT,1582773,1582774,E,1,0,2,2
OPP_01582951_SHORT,SHORT,1582951,1582952,E,1,0,2,2
OPP_01583317_SHORT,SHORT,1583317,1583318,E,1,1,1,2
OPP_01583460_LONG,LONG,1583460,1583461,E,1,0,2,2
OPP_01583496_SHORT,SHORT,1583496,1583497,E,1,0,2,2
OPP_01583626_SHORT,SHORT,1583626,1583627,E,0,1,2,3
OPP_01583734_LONG,LONG,1583734,1583735,E,2,0,2,3
OPP_01583773_SHORT,SHORT,1583773,1583774,E,2,0,2,3
OPP_01584073_SHORT,SHORT,1584073,1584074,E,1,0,2,2
OPP_01584157_LONG,LONG,1584157,1584158,E,1,1,2,3
OPP_01584253_SHORT,SHORT,1584253,1584254,E,1,1,1,2
OPP_01584392_SHORT,SHORT,1584392,1584393,E,1,2,1,3
OPP_01584761_LONG,LONG,1584761,1584762,E,1,1,1,3
OPP_01585561_SHORT,SHORT,1585561,1585562,E,1,0,3,3
OPP_01586114_SHORT,SHORT,1586114,1586115,E,1,0,2,2
OPP_01586158_SHORT,SHORT,1586158,1586159,E,1,0,2,2
OPP_01586930_SHORT,SHORT,1586930,1586931,E,1,1,1,2
OPP_01586982_SHORT,SHORT,1586982,1586983,E,1,1,1,3
OPP_01587034_LONG,LONG,1587034,1587035,E,1,0,2,2
OPP_01587370_LONG,LONG,1587370,1587371,E,1,0,2,2
OPP_01587651_SHORT,SHORT,1587651,1587652,E,1,2,1,3
OPP_01588021_SHORT,SHORT,1588021,1588022,E,1,1,1,3
OPP_01588526_SHORT,SHORT,1588526,1588527,E,2,0,2,3
OPP_01588684_LONG,LONG,1588684,1588685,E,1,1,1,3
OPP_01588880_SHORT,SHORT,1588880,1588881,E,3,0,0,2
OPP_01589003_LONG,LONG,1589003,1589004,E,2,-1,2,2
OPP_01589536_LONG,LONG,1589536,1589537,E,1,1,1,3
OPP_01590403_SHORT,SHORT,1590403,1590404,E,1,1,1,3
OPP_01590616_SHORT,SHORT,1590616,1590617,E,1,-1,3,2
OPP_01590774_LONG,LONG,1590774,1590775,E,1,0,2,2
OPP_01590963_LONG,LONG,1590963,1590964,E,1,-1,3,2
OPP_01591132_SHORT,SHORT,1591132,1591133,E,1,1,1,3
OPP_01591547_SHORT,SHORT,1591547,1591548,E,1,0,3,3
OPP_01591645_LONG,LONG,1591645,1591646,E,1,-1,3,2
OPP_01592259_LONG,LONG,1592259,1592260,E,2,-1,2,2
OPP_01592522_SHORT,SHORT,1592522,1592523,E,1,0,2,2
OPP_01592536_LONG,LONG,1592536,1592537,E,1,1,2,3
OPP_01592968_SHORT,SHORT,1592968,1592969,E,2,1,1,3
OPP_01593345_SHORT,SHORT,1593345,1593346,E,1,0,2,2
OPP_01593881_LONG,LONG,1593881,1593882,E,1,0,2,2
OPP_01593958_SHORT,SHORT,1593958,1593959,E,1,0,2,2
OPP_01594490_SHORT,SHORT,1594490,1594491,E,1,0,3,3
OPP_01595186_SHORT,SHORT,1595186,1595187,E,1,-1,3,2
OPP_01595490_LONG,LONG,1595490,1595491,E,3,0,1,3
OPP_01595837_LONG,LONG,1595837,1595838,E,2,-1,2,2
OPP_01596312_SHORT,SHORT,1596312,1596313,E,2,1,1,3
OPP_01596352_LONG,LONG,1596352,1596353,E,1,0,3,3
OPP_01597065_LONG,LONG,1597065,1597066,E,1,0,2,2
OPP_01597245_LONG,LONG,1597245,1597246,E,2,0,2,3
OPP_01597353_LONG,LONG,1597353,1597354,E,2,0,1,2
OPP_01598261_LONG,LONG,1598261,1598262,E,1,1,2,3
OPP_01598501_LONG,LONG,1598501,1598502,E,2,0,2,3
OPP_01598534_SHORT,SHORT,1598534,1598535,E,2,1,1,3
OPP_01598790_SHORT,SHORT,1598790,1598791,E,2,0,1,2
OPP_01598973_LONG,LONG,1598973,1598974,E,1,0,2,2
OPP_01599118_LONG,LONG,1599118,1599119,E,2,0,2,3
OPP_01599575_SHORT,SHORT,1599575,1599576,E,1,0,2,2
OPP_01599583_LONG,LONG,1599583,1599584,E,1,1,2,3
OPP_01599630_LONG,LONG,1599630,1599631,E,2,0,1,2
OPP_01599872_LONG,LONG,1599872,1599873,E,2,-1,2,2
OPP_01600010_SHORT,SHORT,1600010,1600011,E,1,0,3,3
OPP_01600228_SHORT,SHORT,1600228,1600229,E,1,1,2,3
OPP_01600825_SHORT,SHORT,1600825,1600826,E,2,-1,2,2
OPP_01601100_SHORT,SHORT,1601100,1601101,E,1,0,2,2
OPP_01601213_LONG,LONG,1601213,1601214,E,1,0,2,2
OPP_01601431_LONG,LONG,1601431,1601432,E,2,-1,2,2
OPP_01601834_LONG,LONG,1601834,1601835,E,2,-1,2,2
OPP_01601928_LONG,LONG,1601928,1601929,E,2,1,1,3
OPP_01602054_SHORT,SHORT,1602054,1602055,E,0,1,3,3
OPP_01602261_SHORT,SHORT,1602261,1602262,E,1,0,3,3
OPP_01602383_LONG,LONG,1602383,1602384,E,3,0,1,3
OPP_01602613_LONG,LONG,1602613,1602614,E,2,0,2,3
OPP_01602757_SHORT,SHORT,1602757,1602758,E,2,0,2,3
OPP_01602873_SHORT,SHORT,1602873,1602874,E,2,-1,2,2
OPP_01603181_LONG,LONG,1603181,1603182,E,1,1,1,2
OPP_01603306_LONG,LONG,1603306,1603307,E,2,0,2,3
OPP_01603551_SHORT,SHORT,1603551,1603552,E,1,2,1,3
OPP_01603700_SHORT,SHORT,1603700,1603701,E,1,0,2,2
OPP_01603802_LONG,LONG,1603802,1603803,E,2,-1,2,2
OPP_01604201_SHORT,SHORT,1604201,1604202,E,1,0,2,2
OPP_01604345_LONG,LONG,1604345,1604346,E,2,-1,3,3
OPP_01604519_SHORT,SHORT,1604519,1604520,E,1,0,3,3
OPP_01604719_SHORT,SHORT,1604719,1604720,E,2,0,1,2
OPP_01604768_SHORT,SHORT,1604768,1604769,E,0,1,2,3
OPP_01605193_SHORT,SHORT,1605193,1605194,E,1,0,2,2
OPP_01605390_SHORT,SHORT,1605390,1605391,E,2,0,1,2
OPP_01605585_LONG,LONG,1605585,1605586,E,1,-1,3,2
OPP_01605887_LONG,LONG,1605887,1605888,E,2,0,2,3
OPP_01606092_SHORT,SHORT,1606092,1606093,E,1,1,1,2
OPP_01606775_SHORT,SHORT,1606775,1606776,E,2,1,1,3
OPP_01607105_SHORT,SHORT,1607105,1607106,E,1,0,2,2
OPP_01607781_SHORT,SHORT,1607781,1607782,E,2,-1,2,2
OPP_01608205_LONG,LONG,1608205,1608206,E,2,-1,3,3
OPP_01608440_SHORT,SHORT,1608440,1608441,E,3,0,0,2
OPP_01608464_LONG,LONG,1608464,1608465,E,3,0,1,3
OPP_01609533_LONG,LONG,1609533,1609534,E,0,2,2,3
OPP_01610118_LONG,LONG,1610118,1610119,E,2,-1,2,2
OPP_01610568_LONG,LONG,1610568,1610569,E,2,0,2,3
OPP_01610598_SHORT,SHORT,1610598,1610599,E,1,-1,3,2
OPP_01610954_SHORT,SHORT,1610954,1610955,E,2,0,1,2
OPP_01611241_LONG,LONG,1611241,1611242,E,2,-1,2,2
OPP_01611626_LONG,LONG,1611626,1611627,E,2,-1,2,2
OPP_01612155_SHORT,SHORT,1612155,1612156,E,1,1,2,3
OPP_01612447_SHORT,SHORT,1612447,1612448,E,1,0,2,2
OPP_01612517_LONG,LONG,1612517,1612518,E,2,-1,2,2
OPP_01614210_SHORT,SHORT,1614210,1614211,E,1,0,2,2
OPP_01614500_SHORT,SHORT,1614500,1614501,E,1,1,2,3
OPP_01614574_SHORT,SHORT,1614574,1614575,E,3,0,0,2
OPP_01614746_LONG,LONG,1614746,1614747,E,1,0,2,2
OPP_01615090_LONG,LONG,1615090,1615091,E,1,0,3,3
OPP_01615228_SHORT,SHORT,1615228,1615229,E,1,0,3,3
OPP_01615278_SHORT,SHORT,1615278,1615279,E,0,1,2,3
OPP_01615336_LONG,LONG,1615336,1615337,E,1,0,2,2
OPP_01615464_LONG,LONG,1615464,1615465,E,2,0,1,2
OPP_01615649_SHORT,SHORT,1615649,1615650,E,1,0,2,2
OPP_01615866_SHORT,SHORT,1615866,1615867,E,2,0,2,3
OPP_01615962_SHORT,SHORT,1615962,1615963,E,1,0,2,2
OPP_01616085_SHORT,SHORT,1616085,1616086,E,2,1,1,3
OPP_01616210_SHORT,SHORT,1616210,1616211,E,1,1,2,3
OPP_01616291_SHORT,SHORT,1616291,1616292,E,1,1,2,3
OPP_01616482_SHORT,SHORT,1616482,1616483,E,1,1,2,3
OPP_01616635_SHORT,SHORT,1616635,1616636,E,0,2,2,3
OPP_01616654_SHORT,SHORT,1616654,1616655,E,1,0,3,3
OPP_01617033_SHORT,SHORT,1617033,1617034,E,1,1,1,2
OPP_01617277_LONG,LONG,1617277,1617278,E,2,0,1,2
OPP_01617553_SHORT,SHORT,1617553,1617554,E,0,1,2,3
OPP_01617719_LONG,LONG,1617719,1617720,E,1,0,2,2
OPP_01617881_SHORT,SHORT,1617881,1617882,E,2,-1,2,2
OPP_01618616_SHORT,SHORT,1618616,1618617,E,1,1,2,3
OPP_01619396_LONG,LONG,1619396,1619397,E,1,0,2,2
OPP_01619561_SHORT,SHORT,1619561,1619562,E,0,1,2,2
OPP_01620188_SHORT,SHORT,1620188,1620189,E,1,1,1,2
OPP_01620526_LONG,LONG,1620526,1620527,E,1,-1,3,2
OPP_01621648_LONG,LONG,1621648,1621649,E,2,1,1,3
OPP_01621841_LONG,LONG,1621841,1621842,E,3,0,0,2
OPP_01622121_SHORT,SHORT,1622121,1622122,E,2,-1,2,2
OPP_01622338_SHORT,SHORT,1622338,1622339,E,2,-1,2,2
OPP_01622823_SHORT,SHORT,1622823,1622824,E,2,0,2,3
OPP_01623118_SHORT,SHORT,1623118,1623119,E,1,-1,3,2
OPP_01623253_SHORT,SHORT,1623253,1623254,E,2,1,1,3
OPP_01623311_LONG,LONG,1623311,1623312,E,3,-1,2,3
OPP_01623778_SHORT,SHORT,1623778,1623779,E,2,1,1,3
OPP_01623935_SHORT,SHORT,1623935,1623936,E,1,-1,3,2
OPP_01624482_LONG,LONG,1624482,1624483,E,2,0,2,3
OPP_01624597_SHORT,SHORT,1624597,1624598,E,2,0,2,3
OPP_01624631_LONG,LONG,1624631,1624632,E,2,0,2,3
OPP_01624692_SHORT,SHORT,1624692,1624693,E,0,1,2,3
OPP_01624799_LONG,LONG,1624799,1624800,E,3,-1,2,3
OPP_01624872_LONG,LONG,1624872,1624873,E,1,0,2,2
OPP_01625159_LONG,LONG,1625159,1625160,E,3,0,1,3
OPP_01625315_LONG,LONG,1625315,1625316,E,1,1,1,2
OPP_01625825_SHORT,SHORT,1625825,1625826,E,2,0,2,3
OPP_01625840_LONG,LONG,1625840,1625841,E,2,1,1,3
OPP_01625944_LONG,LONG,1625944,1625945,E,2,1,1,3
OPP_01626037_SHORT,SHORT,1626037,1626038,E,0,2,2,3
OPP_01627042_SHORT,SHORT,1627042,1627043,E,1,1,2,3
OPP_01627100_SHORT,SHORT,1627100,1627101,E,2,0,2,3
OPP_01627603_SHORT,SHORT,1627603,1627604,E,2,0,2,3
OPP_01627893_SHORT,SHORT,1627893,1627894,E,2,0,2,3
OPP_01627935_SHORT,SHORT,1627935,1627936,E,1,0,2,2
OPP_01628227_SHORT,SHORT,1628227,1628228,E,2,0,1,2
OPP_01628396_SHORT,SHORT,1628396,1628397,E,2,0,1,2
OPP_01628639_SHORT,SHORT,1628639,1628640,E,1,0,2,2
OPP_01628707_LONG,LONG,1628707,1628708,E,1,2,1,3
OPP_01629023_SHORT,SHORT,1629023,1629024,E,1,0,2,2
OPP_01629083_SHORT,SHORT,1629083,1629084,E,0,0,3,2
OPP_01629239_SHORT,SHORT,1629239,1629240,E,2,0,2,3
OPP_01630082_SHORT,SHORT,1630082,1630083,E,1,1,1,3
OPP_01631028_SHORT,SHORT,1631028,1631029,E,1,1,1,2
OPP_01631139_SHORT,SHORT,1631139,1631140,E,1,0,2,3
OPP_01631591_SHORT,SHORT,1631591,1631592,E,2,-1,2,2
OPP_01631746_LONG,LONG,1631746,1631747,E,2,1,0,3
OPP_01631972_LONG,LONG,1631972,1631973,E,1,0,2,2
OPP_01632164_SHORT,SHORT,1632164,1632165,E,3,-1,2,3
OPP_01632448_LONG,LONG,1632448,1632449,E,1,0,2,2
OPP_01632469_LONG,LONG,1632469,1632470,E,3,-1,1,2
OPP_01632518_LONG,LONG,1632518,1632519,E,2,-1,2,2
OPP_01632730_SHORT,SHORT,1632730,1632731,E,1,1,1,3
OPP_01632998_LONG,LONG,1632998,1632999,E,0,1,2,3
OPP_01633195_LONG,LONG,1633195,1633196,E,2,-1,2,2
OPP_01633394_SHORT,SHORT,1633394,1633395,E,1,0,2,2
OPP_01633478_LONG,LONG,1633478,1633479,E,2,0,1,2
OPP_01633485_SHORT,SHORT,1633485,1633486,E,1,1,1,3
OPP_01633592_LONG,LONG,1633592,1633593,E,1,1,2,3
OPP_01633637_LONG,LONG,1633637,1633638,E,1,1,1,3
OPP_01634070_LONG,LONG,1634070,1634071,E,1,1,1,3
OPP_01634276_SHORT,SHORT,1634276,1634277,E,1,2,1,3
OPP_01634315_LONG,LONG,1634315,1634316,E,1,0,2,2
OPP_01634503_SHORT,SHORT,1634503,1634504,E,2,0,1,2
OPP_01634749_LONG,LONG,1634749,1634750,E,3,-1,1,2
OPP_01635078_SHORT,SHORT,1635078,1635079,E,2,-1,2,2
OPP_01635099_SHORT,SHORT,1635099,1635100,E,2,1,0,3
OPP_01635191_SHORT,SHORT,1635191,1635192,E,1,0,2,2
OPP_01635447_LONG,LONG,1635447,1635448,E,1,1,1,3
OPP_01636359_LONG,LONG,1636359,1636360,E,2,-1,2,2
OPP_01637129_LONG,LONG,1637129,1637130,E,0,1,2,3
OPP_01637161_SHORT,SHORT,1637161,1637162,E,1,0,2,2
OPP_01637184_SHORT,SHORT,1637184,1637185,E,2,0,1,2
OPP_01637225_SHORT,SHORT,1637225,1637226,E,1,-1,3,2
OPP_01637358_LONG,LONG,1637358,1637359,E,1,-1,3,2
OPP_01637666_SHORT,SHORT,1637666,1637667,E,1,1,1,2
OPP_01637953_LONG,LONG,1637953,1637954,E,2,0,1,3
OPP_01638114_SHORT,SHORT,1638114,1638115,E,2,0,2,3
OPP_01638528_LONG,LONG,1638528,1638529,E,1,1,1,3
OPP_01638709_LONG,LONG,1638709,1638710,E,2,0,2,3
OPP_01639012_LONG,LONG,1639012,1639013,E,1,1,2,3
OPP_01639350_SHORT,SHORT,1639350,1639351,E,1,-1,3,2
OPP_01639364_LONG,LONG,1639364,1639365,E,3,0,0,2
OPP_01640011_SHORT,SHORT,1640011,1640012,E,0,1,2,3
OPP_01640072_SHORT,SHORT,1640072,1640073,E,1,1,1,3
OPP_01640244_SHORT,SHORT,1640244,1640245,E,2,0,2,3
OPP_01640829_SHORT,SHORT,1640829,1640830,E,2,0,2,3
OPP_01640969_LONG,LONG,1640969,1640970,E,1,2,1,3
OPP_01641120_LONG,LONG,1641120,1641121,E,2,-1,2,2
OPP_01641131_SHORT,SHORT,1641131,1641132,E,2,0,2,3
OPP_01641226_SHORT,SHORT,1641226,1641227,E,1,2,1,3
OPP_01641300_SHORT,SHORT,1641300,1641301,E,2,1,1,3
OPP_01641574_SHORT,SHORT,1641574,1641575,E,1,0,2,2
OPP_01641605_LONG,LONG,1641605,1641606,E,1,0,2,2
OPP_01642031_SHORT,SHORT,1642031,1642032,E,2,0,1,3
OPP_01642196_SHORT,SHORT,1642196,1642197,E,1,0,2,2
OPP_01642303_LONG,LONG,1642303,1642304,E,2,0,2,3
OPP_01642362_SHORT,SHORT,1642362,1642363,E,1,0,3,3
OPP_01642558_SHORT,SHORT,1642558,1642559,E,2,0,2,3
OPP_01642660_SHORT,SHORT,1642660,1642661,E,2,1,0,3
OPP_01642691_LONG,LONG,1642691,1642692,E,2,1,1,3
OPP_01643608_SHORT,SHORT,1643608,1643609,E,0,2,2,3
OPP_01643989_LONG,LONG,1643989,1643990,E,3,-1,1,2
OPP_01644437_SHORT,SHORT,1644437,1644438,E,1,2,1,3
OPP_01645293_SHORT,SHORT,1645293,1645294,E,3,-1,2,3
OPP_01645423_SHORT,SHORT,1645423,1645424,E,2,-1,2,2
OPP_01646251_SHORT,SHORT,1646251,1646252,E,0,1,2,3
OPP_01646305_LONG,LONG,1646305,1646306,E,2,0,2,3
OPP_01646364_LONG,LONG,1646364,1646365,E,3,0,1,3
OPP_01646412_LONG,LONG,1646412,1646413,E,1,-1,3,2
OPP_01646429_LONG,LONG,1646429,1646430,E,2,0,2,3
OPP_01646511_SHORT,SHORT,1646511,1646512,E,1,0,2,2
OPP_01647625_SHORT,SHORT,1647625,1647626,E,3,0,1,3
OPP_01647668_LONG,LONG,1647668,1647669,E,2,-1,2,2
OPP_01648020_SHORT,SHORT,1648020,1648021,E,2,0,2,3
OPP_01648490_SHORT,SHORT,1648490,1648491,E,3,-1,2,3
OPP_01648550_LONG,LONG,1648550,1648551,E,2,0,2,3
OPP_01648582_SHORT,SHORT,1648582,1648583,E,2,0,1,2
OPP_01649589_LONG,LONG,1649589,1649590,E,1,0,3,3
OPP_01649606_SHORT,SHORT,1649606,1649607,E,2,0,2,3
OPP_01649727_LONG,LONG,1649727,1649728,E,2,1,0,2
OPP_01650444_SHORT,SHORT,1650444,1650445,E,3,0,1,3
OPP_01650552_SHORT,SHORT,1650552,1650553,E,1,0,2,2
OPP_01651005_SHORT,SHORT,1651005,1651006,E,2,-1,2,2
OPP_01651033_SHORT,SHORT,1651033,1651034,E,2,-1,2,2
OPP_01651349_SHORT,SHORT,1651349,1651350,E,2,0,2,3
OPP_01651433_LONG,LONG,1651433,1651434,E,1,1,1,2
OPP_01652366_SHORT,SHORT,1652366,1652367,E,2,0,2,3
OPP_01652393_SHORT,SHORT,1652393,1652394,E,2,0,2,3
OPP_01652554_SHORT,SHORT,1652554,1652555,E,1,1,2,3
OPP_01652772_LONG,LONG,1652772,1652773,E,2,0,2,3
OPP_01652980_SHORT,SHORT,1652980,1652981,E,1,0,2,2
OPP_01653008_SHORT,SHORT,1653008,1653009,E,2,0,2,3
OPP_01653556_SHORT,SHORT,1653556,1653557,E,1,1,1,3
OPP_01653748_LONG,LONG,1653748,1653749,E,0,1,2,3
OPP_01654023_LONG,LONG,1654023,1654024,E,0,1,2,3
OPP_01654482_SHORT,SHORT,1654482,1654483,E,3,0,1,3
OPP_01654814_LONG,LONG,1654814,1654815,E,2,-1,2,2
OPP_01654869_LONG,LONG,1654869,1654870,E,1,0,2,2
OPP_01654913_SHORT,SHORT,1654913,1654914,E,2,0,1,2
OPP_01654996_SHORT,SHORT,1654996,1654997,E,1,1,1,3
OPP_01655161_LONG,LONG,1655161,1655162,E,1,-1,3,2
OPP_01655269_LONG,LONG,1655269,1655270,E,0,1,2,3
OPP_01655502_LONG,LONG,1655502,1655503,E,2,0,2,3
OPP_01655560_SHORT,SHORT,1655560,1655561,E,2,0,2,3
OPP_01655572_LONG,LONG,1655572,1655573,E,2,0,1,2
OPP_01655681_SHORT,SHORT,1655681,1655682,E,3,0,2,3
OPP_01655806_SHORT,SHORT,1655806,1655807,E,2,0,2,3
OPP_01656199_SHORT,SHORT,1656199,1656200,E,1,0,2,2
OPP_01656256_LONG,LONG,1656256,1656257,E,1,0,2,2
OPP_01656474_SHORT,SHORT,1656474,1656475,E,0,1,2,3
OPP_01656531_LONG,LONG,1656531,1656532,E,1,0,3,3
OPP_01656569_LONG,LONG,1656569,1656570,E,1,1,1,3
OPP_01656667_SHORT,SHORT,1656667,1656668,E,2,0,2,3
OPP_01656883_LONG,LONG,1656883,1656884,E,2,0,2,3
OPP_01657379_LONG,LONG,1657379,1657380,E,1,0,2,2
OPP_01657527_SHORT,SHORT,1657527,1657528,E,0,1,2,3
OPP_01657929_SHORT,SHORT,1657929,1657930,E,1,1,2,3
OPP_01657965_LONG,LONG,1657965,1657966,E,1,0,2,2
OPP_01658818_LONG,LONG,1658818,1658819,E,1,0,2,2
OPP_01658937_SHORT,SHORT,1658937,1658938,E,2,-1,2,2
OPP_01659036_LONG,LONG,1659036,1659037,E,1,0,2,2
OPP_01659215_LONG,LONG,1659215,1659216,E,2,0,2,3
OPP_01660110_SHORT,SHORT,1660110,1660111,E,1,1,2,3
OPP_01660424_SHORT,SHORT,1660424,1660425,E,2,0,2,3
OPP_01661081_SHORT,SHORT,1661081,1661082,E,2,-1,2,2
OPP_01661217_LONG,LONG,1661217,1661218,E,1,0,2,2
OPP_01661269_SHORT,SHORT,1661269,1661270,E,2,0,1,2
OPP_01661314_SHORT,SHORT,1661314,1661315,E,0,1,2,3
OPP_01661351_SHORT,SHORT,1661351,1661352,E,2,0,3,3
OPP_01661828_LONG,LONG,1661828,1661829,E,1,1,2,3
OPP_01661965_SHORT,SHORT,1661965,1661966,E,2,-1,2,2
OPP_01662776_SHORT,SHORT,1662776,1662777,E,2,0,1,2
OPP_01663583_LONG,LONG,1663583,1663584,E,3,1,0,3
OPP_01663922_SHORT,SHORT,1663922,1663923,E,2,1,1,3
OPP_01663947_SHORT,SHORT,1663947,1663948,E,2,0,1,2
OPP_01664153_SHORT,SHORT,1664153,1664154,E,1,0,3,3
OPP_01664337_SHORT,SHORT,1664337,1664338,E,1,0,3,3
OPP_01664436_LONG,LONG,1664436,1664437,E,1,-1,3,2
OPP_01664581_LONG,LONG,1664581,1664582,E,1,1,2,3
OPP_01664942_LONG,LONG,1664942,1664943,E,1,2,1,3
OPP_01665102_LONG,LONG,1665102,1665103,E,2,0,2,3
OPP_01665413_LONG,LONG,1665413,1665414,E,1,1,2,3
OPP_01665585_SHORT,SHORT,1665585,1665586,E,2,0,2,3
OPP_01665640_SHORT,SHORT,1665640,1665641,E,3,0,2,3
OPP_01665653_LONG,LONG,1665653,1665654,E,2,0,1,2
OPP_01665731_SHORT,SHORT,1665731,1665732,E,1,1,1,2
OPP_01665790_LONG,LONG,1665790,1665791,E,1,0,2,2
OPP_01665859_SHORT,SHORT,1665859,1665860,E,2,1,1,3
OPP_01666270_LONG,LONG,1666270,1666271,E,0,1,2,3
OPP_01666320_LONG,LONG,1666320,1666321,E,1,0,3,3
OPP_01666526_LONG,LONG,1666526,1666527,E,2,0,2,3
OPP_01666648_LONG,LONG,1666648,1666649,E,2,-1,2,2
OPP_01666928_SHORT,SHORT,1666928,1666929,E,2,0,1,2
OPP_01666959_SHORT,SHORT,1666959,1666960,E,2,0,2,3
OPP_01667077_SHORT,SHORT,1667077,1667078,E,0,1,2,3
OPP_01667227_SHORT,SHORT,1667227,1667228,E,1,1,2,3
OPP_01667409_SHORT,SHORT,1667409,1667410,E,1,2,1,3
OPP_01668659_LONG,LONG,1668659,1668660,E,2,0,2,3
OPP_01669023_SHORT,SHORT,1669023,1669024,E,0,1,2,2
OPP_01669557_SHORT,SHORT,1669557,1669558,E,2,-1,2,2
OPP_01669854_SHORT,SHORT,1669854,1669855,E,3,0,0,2
OPP_01669995_SHORT,SHORT,1669995,1669996,E,2,0,3,3
OPP_01670007_LONG,LONG,1670007,1670008,E,1,0,2,2
OPP_01670180_LONG,LONG,1670180,1670181,E,1,0,3,3
OPP_01670365_SHORT,SHORT,1670365,1670366,E,1,1,2,3
OPP_01670610_LONG,LONG,1670610,1670611,E,1,0,2,2
OPP_01670661_SHORT,SHORT,1670661,1670662,E,3,0,1,3
OPP_01670801_SHORT,SHORT,1670801,1670802,E,2,0,2,3
OPP_01671800_LONG,LONG,1671800,1671801,E,2,-1,2,2
OPP_01671973_LONG,LONG,1671973,1671974,E,2,-1,2,2
OPP_01672064_SHORT,SHORT,1672064,1672065,E,1,1,1,3
OPP_01672113_SHORT,SHORT,1672113,1672114,E,1,1,2,3
OPP_01672161_SHORT,SHORT,1672161,1672162,E,0,1,2,3
OPP_01672392_LONG,LONG,1672392,1672393,E,2,-1,3,3
OPP_01672478_SHORT,SHORT,1672478,1672479,E,2,-1,2,2
OPP_01672609_LONG,LONG,1672609,1672610,E,1,1,2,3
OPP_01672714_LONG,LONG,1672714,1672715,E,1,0,3,3
OPP_01672916_LONG,LONG,1672916,1672917,E,1,1,2,3
OPP_01673387_LONG,LONG,1673387,1673388,E,2,1,1,3
OPP_01673506_SHORT,SHORT,1673506,1673507,E,1,-1,3,2
OPP_01673570_LONG,LONG,1673570,1673571,E,2,0,2,3
OPP_01674021_LONG,LONG,1674021,1674022,E,1,0,2,2
OPP_01674994_LONG,LONG,1674994,1674995,E,2,0,2,3
OPP_01675125_LONG,LONG,1675125,1675126,E,1,0,3,3
OPP_01675215_SHORT,SHORT,1675215,1675216,E,1,1,2,3
OPP_01675401_SHORT,SHORT,1675401,1675402,E,2,1,0,3
OPP_01675991_LONG,LONG,1675991,1675992,E,1,2,1,3
OPP_01676224_LONG,LONG,1676224,1676225,E,1,-1,3,2
OPP_01676355_LONG,LONG,1676355,1676356,E,2,0,2,3
OPP_01676530_LONG,LONG,1676530,1676531,E,2,-1,2,2
OPP_01676698_SHORT,SHORT,1676698,1676699,E,1,0,2,2
OPP_01676881_SHORT,SHORT,1676881,1676882,E,0,1,2,3
OPP_01676907_SHORT,SHORT,1676907,1676908,E,1,0,2,2
OPP_01677284_LONG,LONG,1677284,1677285,E,1,1,1,2
OPP_01677316_LONG,LONG,1677316,1677317,E,3,-1,1,2
OPP_01677409_LONG,LONG,1677409,1677410,E,2,-1,3,3
OPP_01677563_SHORT,SHORT,1677563,1677564,E,1,0,2,2
OPP_01677986_SHORT,SHORT,1677986,1677987,E,2,0,1,2
OPP_01678193_LONG,LONG,1678193,1678194,E,2,0,2,3
OPP_01678247_SHORT,SHORT,1678247,1678248,E,1,1,2,3
OPP_01678845_SHORT,SHORT,1678845,1678846,E,2,0,2,3
OPP_01678873_LONG,LONG,1678873,1678874,E,3,0,0,2
OPP_01679111_SHORT,SHORT,1679111,1679112,E,3,0,1,3
OPP_01679771_LONG,LONG,1679771,1679772,E,1,0,2,2
OPP_01680071_LONG,LONG,1680071,1680072,E,2,0,2,3
OPP_01680341_LONG,LONG,1680341,1680342,E,2,-1,2,2
OPP_01680580_LONG,LONG,1680580,1680581,E,2,1,0,3
OPP_01681284_SHORT,SHORT,1681284,1681285,E,1,0,2,2
OPP_01681420_SHORT,SHORT,1681420,1681421,E,2,-1,3,3
OPP_01682290_LONG,LONG,1682290,1682291,E,1,0,3,3
OPP_01682338_LONG,LONG,1682338,1682339,E,1,1,1,2
OPP_01682429_SHORT,SHORT,1682429,1682430,E,1,0,2,2
OPP_01682522_LONG,LONG,1682522,1682523,E,1,1,1,3
OPP_01682704_LONG,LONG,1682704,1682705,E,1,1,2,3
OPP_01682761_LONG,LONG,1682761,1682762,E,2,1,1,3
OPP_01682814_LONG,LONG,1682814,1682815,E,2,0,2,3
OPP_01683406_SHORT,SHORT,1683406,1683407,E,1,0,2,2
