signal_id,marker_bar_timestamp,signal_type,exit_type,exit_timestamp,exit_price,realized_R,MFE_R,MAE_R
15,2017-10-10 10:15:00-05:00,RS,TARGET,2017-10-10 10:45:00-05:00,6049.876190311432,2.5,3.4092286120638224,0.07087123923420334
16,2017-10-10 11:45:00-05:00,L,TIME,2017-10-10 12:45:00-05:00,6054.5,-0.09084018880665333,1.5442832097131067,0.22710047201663333
17,2017-10-11 10:30:00-05:00,S,STOP,2017-10-11 11:00:00-05:00,6071.051382858856,-1.0,0.061707325303382375,1.4192684819777945
18,2017-10-11 11:00:00-05:00,RL,TIME,2017-10-11 11:45:00-05:00,6072.25,0.6983307803828384,1.2764100133922294,0.0
19,2017-10-11 13:15:00-05:00,L,TARGET,2017-10-11 14:15:00-05:00,6084.240341246855,3.0,3.136025786571264,0.6005155761519442
20,2017-10-12 10:15:00-05:00,L,TIME,2017-10-12 11:15:00-05:00,6089.5,0.8318510240989508,2.751507233558068,0.2559541612612157
21,2017-10-12 12:15:00-05:00,L,STOP,2017-10-12 12:45:00-05:00,6086.30548900699,-1.0,0.4736756781373464,1.0150193102943137
22,2017-10-12 12:45:00-05:00,RS,TIME,2017-10-12 13:30:00-05:00,6083.5,1.2780785989909311,1.3488625455767194,0.6330879588253507
23,2017-10-13 09:45:00-05:00,S,STOP,2017-10-13 10:45:00-05:00,6099.018075103412,-1.0,0.8087200897204958,1.26241246734387
24,2017-10-13 14:45:00-05:00,S,STOP,2017-10-13 15:00:00-05:00,6098.964422006847,-1.0,0.5060008313713666,1.6866694379045555
25,2017-10-13 15:30:00-05:00,RL,TARGET,2017-10-15 17:00:00-05:00,6105.904361931593,2.5,2.956711433582339,0.3524521386833421
26,2017-10-16 11:15:00-05:00,S,STOP,2017-10-16 12:15:00-05:00,6107.188474534549,-1.0,0.6888372752990205,1.2409318082703193
27,2017-10-16 14:45:00-05:00,L,TIME,2017-10-16 17:00:00-05:00,6118.0,0.5100636968183022,1.700212322727674,0.1700212322727674
28,2017-10-17 10:00:00-05:00,L,STOP,2017-10-17 10:45:00-05:00,6113.214737066649,-1.0,1.3576316832864659,1.6929465268384882
29,2017-10-17 14:45:00-05:00,L,STOP,2017-10-17 15:45:00-05:00,6121.571805178174,-1.0,0.28003937349437813,1.026811036146053
30,2017-10-18 09:45:00-05:00,L,STOP,2017-10-18 10:15:00-05:00,6117.558555775986,-1.0,0.3916722061423993,2.1933643543974357
31,2017-10-18 10:30:00-05:00,RS,STOP,2017-10-18 11:15:00-05:00,6122.989172908221,-1.0,1.4664237243848637,1.5436039204051195
32,2017-10-18 14:45:00-05:00,S,TIME,2017-10-18 17:00:00-05:00,6119.25,-0.28556169909489787,0.753107585769029,0.9247427974726989
33,2017-10-19 10:00:00-05:00,L,STOP,2017-10-19 10:45:00-05:00,6074.751047879243,-1.0,0.8329671152693778,1.4674159724167553
34,2017-10-19 11:00:00-05:00,RS,TIME,2017-10-19 11:45:00-05:00,6074.5,0.037488093960575626,0.7497618792115125,0.4498571275269075
35,2017-10-19 13:45:00-05:00,L,TIME,2017-10-19 14:45:00-05:00,6093.75,1.7225258121848588,1.7690805638655307,0.18621900672268743
36,2017-10-20 09:45:00-05:00,S,STOP,2017-10-20 10:30:00-05:00,6110.6784977618,-1.0,0.458269840516231,1.8429579810653103
37,2017-10-20 10:45:00-05:00,RL,TIME,2017-10-20 11:30:00-05:00,6115.25,0.6899839373051582,1.5500202747363185,0.2929147340447394
38,2017-10-20 14:00:00-05:00,S,TARGET,2017-10-20 14:45:00-05:00,6103.322159032909,3.0,3.248440432003731,0.2266353789770045
39,2017-10-23 11:30:00-05:00,L,STOP,2017-10-23 12:30:00-05:00,6097.129051008457,-1.0,0.8493189328921394,2.669288074803867
40,2017-10-23 14:15:00-05:00,S,TARGET,2017-10-23 14:30:00-05:00,6063.136095441747,3.0,3.131533676659369,0.0
41,2017-10-24 15:00:00-05:00,L,STOP,2017-10-24 15:30:00-05:00,6074.61825878642,-1.0,0.0,1.483428546591115
42,2017-10-25 09:45:00-05:00,S,TARGET,2017-10-25 10:00:00-05:00,6044.424941657223,3.0,5.73349477749622,0.0
43,2017-10-25 11:30:00-05:00,S,STOP,2017-10-25 11:45:00-05:00,6037.461158574847,-1.0,0.08369453500188691,1.283316203362266
44,2017-10-26 09:45:00-05:00,L,STOP,2017-10-26 10:15:00-05:00,6055.648948394825,-1.0,0.9014839335787787,2.4176160036885426
45,2017-10-26 10:30:00-05:00,RS,TIME,2017-10-26 11:15:00-05:00,6052.0,0.1802531194277797,1.0426279688039197,0.7605194435280094
46,2017-10-26 15:00:00-05:00,S,STOP,2017-10-26 15:30:00-05:00,6092.3062634290645,-1.0,0.0,1.5219162365047016
47,2017-10-27 10:30:00-05:00,L,TARGET,2017-10-27 11:15:00-05:00,6207.597411282918,3.0,3.213366729582743,0.0
48,2017-10-27 13:00:00-05:00,L,STOP,2017-10-27 13:30:00-05:00,6213.331688366328,-1.0,0.6682969048093215,1.5090755398658255
49,2017-10-27 13:45:00-05:00,RS,STOP,2017-10-27 14:15:00-05:00,6222.134982402628,-1.0,0.3915437572656254,1.2137856475234388
50,2017-10-30 10:30:00-05:00,S,TARGET,2017-10-30 11:15:00-05:00,6207.668867221941,3.0,3.9379999492246665,0.25964834830052747
51,2017-10-31 10:15:00-05:00,L,STOP,2017-10-31 11:00:00-05:00,6242.825515900786,-1.0,0.8281343274268262,1.2740528114258867
52,2017-10-31 11:15:00-05:00,RS,STOP,2017-10-31 11:45:00-05:00,6247.9125519167665,-1.0,0.5024341756388904,1.3398579389543426
53,2017-10-31 12:45:00-05:00,S,STOP,2017-10-31 13:00:00-05:00,6253.123778829443,-1.0,0.06453646710541591,1.7424846118462298
54,2017-11-01 10:00:00-05:00,S,TARGET,2017-11-01 10:45:00-05:00,6245.0499661963695,3.0,3.622440649547943,0.5102029083870342
55,2017-11-01 10:30:00-05:00,RL,STOP,2017-11-01 10:45:00-05:00,6246.610449468004,-1.0,0.5350662441939205,1.897053047596627
56,2017-11-01 12:15:00-05:00,S,STOP,2017-11-01 13:00:00-05:00,6244.584468802302,-1.0,1.6705979374000273,1.3668528578727495
57,2017-11-01 12:30:00-05:00,RL,STOP,2017-11-01 12:45:00-05:00,6231.604600397863,-1.0,0.3127247903839509,1.71998634711173
58,2017-11-02 10:00:00-05:00,S,TARGET,2017-11-02 10:15:00-05:00,6206.772662532837,3.0,3.0419968899696723,0.15402515898580618
59,2017-11-02 10:15:00-05:00,RL,STOP,2017-11-02 10:30:00-05:00,6202.109693164925,-1.0,0.03501250097151983,2.3458375650918284
60,2017-11-02 15:45:00-05:00,L,STOP,2017-11-02 17:00:00-05:00,6251.378328274803,-1.0,0.0,1.4058601102259802
61,2017-11-03 10:00:00-05:00,L,TIME,2017-11-03 11:00:00-05:00,6270.0,2.7212890500673,2.809072567811407,0.7461599008249049
62,2017-11-03 12:15:00-05:00,L,TARGET,2017-11-03 13:15:00-05:00,6294.406168877396,3.0,3.261680460593024,0.29209078751579315
63,2017-11-06 10:15:00-06:00,S,TIME,2017-11-06 11:15:00-06:00,6305.25,0.053252006897766845,2.4495923172972747,0.5325200689776685
64,2017-11-06 10:30:00-06:00,RL,STOP,2017-11-06 10:45:00-06:00,6299.832638305971,-1.0,0.05356345112911131,2.249664947422675
65,2017-11-07 09:45:00-06:00,L,STOP,2017-11-07 10:30:00-06:00,6304.0193382873795,-1.0,1.5560181452119555,1.0540768080468086
66,2017-11-07 10:00:00-06:00,RS,TARGET,2017-11-07 10:45:00-06:00,6301.131946024274,2.5,3.011333343262073,0.7285483894988887
67,2017-11-07 14:45:00-06:00,L,STOP,2017-11-07 17:00:00-06:00,6310.259710021009,-1.0,0.595545357495667,2.0184236146045333
68,2017-11-08 10:15:00-06:00,L,STOP,2017-11-08 10:45:00-06:00,6322.660277229276,-1.0,0.6724172160729037,1.1003190808465697
69,2017-11-08 10:30:00-06:00,RS,TIME,2017-11-08 11:15:00-06:00,6329.75,-0.6786300492725081,1.1421877449359146,0.8000179022197363
70,2017-11-08 12:00:00-06:00,L,TIME,2017-11-08 13:00:00-06:00,6339.25,1.5690337607271736,1.6903640362373706,0.19025523417068485
71,2017-11-09 10:00:00-06:00,L,STOP,2017-11-09 10:15:00-06:00,6295.416935566493,-1.0,0.15464431964915099,2.103162747228453
72,2017-11-09 10:15:00-06:00,RS,TARGET,2017-11-09 10:45:00-06:00,6282.463804926318,2.5,4.087080023185791,0.0
73,2017-11-10 10:00:00-06:00,L,STOP,2017-11-10 10:15:00-06:00,6292.90993351732,-1.0,0.22361093626933579,1.7441653029008193
74,2017-11-10 10:30:00-06:00,RS,STOP,2017-11-10 11:00:00-06:00,6302.67523589578,-1.0,0.08810206468629418,2.1144495524710605
75,2017-11-10 12:00:00-06:00,S,STOP,2017-11-10 12:15:00-06:00,6305.366210615286,-1.0,0.13976342968417438,1.0715196275786703
76,2017-11-10 12:30:00-06:00,RL,TIME,2017-11-10 13:15:00-06:00,6308.75,1.4737863615997395,2.183321435867335,0.0
77,2017-11-13 09:45:00-06:00,S,STOP,2017-11-13 10:15:00-06:00,6318.86696544237,-1.0,0.6521376069182034,1.3042752138364069
78,2017-11-13 10:00:00-06:00,RL,TIME,2017-11-13 10:45:00-06:00,6316.75,1.0958936456223944,1.8063559057527714,0.0
79,2017-11-13 14:15:00-06:00,L,STOP,2017-11-13 14:30:00-06:00,6318.479050865304,-1.0,0.0,3.5501790914339835
80,2017-11-14 09:45:00-06:00,L,TIME,2017-11-14 10:45:00-06:00,6298.5,0.7941001480208943,1.0209859045982927,0.4915858059176965
81,2017-11-15 09:45:00-06:00,L,TIME,2017-11-15 10:45:00-06:00,6276.0,0.3671864249587827,1.101559274876348,0.6008505135689172
82,2017-11-15 14:30:00-06:00,S,TIME,2017-11-15 15:45:00-06:00,6264.0,-0.12937490032221277,2.012543528406227,0.6333557070818457
83,2017-11-16 09:45:00-06:00,L,TIME,2017-11-16 10:45:00-06:00,6339.25,1.6179111384896936,2.1200214918140814,0.0
84,2017-11-16 11:30:00-06:00,L,TIME,2017-11-16 12:30:00-06:00,6348.75,0.11517171720787121,1.4396464650983902,0.287929293019678
85,2017-11-17 09:45:00-06:00,L,STOP,2017-11-17 10:00:00-06:00,6334.510620620877,-1.0,0.922815792860562,3.424984557362227
86,2017-11-17 10:15:00-06:00,RS,TIME,2017-11-17 11:00:00-06:00,6337.0,-0.05346548974809365,1.4435682231985285,0.2138619589923746
87,2017-11-17 13:15:00-06:00,S,TIME,2017-11-17 14:15:00-06:00,6321.25,1.5944430153237592,2.299717375495834,0.3290325124182639
88,2017-11-20 10:00:00-06:00,L,STOP,2017-11-20 10:15:00-06:00,6314.865160204621,-1.0,0.0,1.1402925154231278
89,2017-11-20 10:30:00-06:00,RS,TARGET,2017-11-20 11:15:00-06:00,6306.211414493629,2.5,2.7827768543346196,0.8353416882747529
90,2017-11-20 15:00:00-06:00,L,TIME,2017-11-20 17:15:00-06:00,6313.75,-0.40445518160937216,0.7508807262526058,0.67629892463572
91,2017-11-21 14:45:00-06:00,L,STOP,2017-11-21 15:30:00-06:00,6378.446226876743,-1.0,0.3026842227634962,1.2107368910539849
92,2017-11-21 15:30:00-06:00,RS,STOP,2017-11-21 17:15:00-06:00,6382.480566819929,-1.0,0.4142413970177177,1.1639533424596926
93,2017-11-22 09:45:00-06:00,L,STOP,2017-11-22 10:15:00-06:00,6380.98377902813,-1.0,1.1948316451983294,1.5931088602644392
94,2017-11-22 10:45:00-06:00,RS,TIME,2017-11-22 11:30:00-06:00,6385.75,-0.3787290888021836,0.6312151480036393,0.5680936332032753
95,2017-11-22 13:45:00-06:00,L,STOP,2017-11-22 14:00:00-06:00,6388.089335784375,-1.0,0.3163891928337328,1.581945964168664
96,2017-11-22 14:00:00-06:00,RS,TIME,2017-11-22 14:45:00-06:00,6389.25,0.5615455162174099,1.0989601614640658,0.4365102535263795
97,2017-11-23 10:30:00-06:00,S,TIME,2017-11-23 11:30:00-06:00,6382.25,0.5242751245592887,1.5750761273957015,0.5265258782771239
98,2017-11-24 09:45:00-06:00,L,TARGET,2017-11-24 10:15:00-06:00,6412.317127589256,3.0,3.23585270565863,0.0
99,2017-11-27 10:15:00-06:00,S,TARGET,2017-11-27 10:30:00-06:00,6396.7148801310705,3.0,3.104929098040986,0.0
100,2017-11-28 11:45:00-06:00,S,STOP,2017-11-28 12:00:00-06:00,6424.430283513289,-1.0,0.0,1.7810419976907588
101,2017-11-28 12:15:00-06:00,RL,STOP,2017-11-28 12:30:00-06:00,6413.383454521704,-1.0,0.4007744814976668,1.3740839365634292
102,2017-11-28 13:30:00-06:00,L,TIME,2017-11-28 14:30:00-06:00,6420.25,0.9727898544949576,2.4798866456225803,0.0
103,2017-11-29 10:00:00-06:00,S,TARGET,2017-11-29 10:30:00-06:00,6299.083956852483,3.0,3.1294431676897467,0.2425924936193602
104,2017-11-30 10:15:00-06:00,L,TIME,2017-11-30 11:15:00-06:00,6373.25,2.3439395476788096,2.4981460968682048,0.431778337730307
105,2017-11-30 10:30:00-06:00,RS,STOP,2017-11-30 11:00:00-06:00,6363.669423115838,-1.0,0.5770246250009687,1.4546634626556534
106,2017-11-30 15:30:00-06:00,S,STOP,2017-11-30 17:00:00-06:00,6360.565872851126,-1.0,0.12025195886257133,1.1123306194787848
107,2017-12-01 10:30:00-06:00,S,STOP,2017-12-01 11:00:00-06:00,6317.827993478009,-1.0,1.9030338688118662,1.0686267109482017
108,2017-12-01 10:45:00-06:00,RL,TIME,2017-12-01 11:30:00-06:00,6308.75,0.3612000106250749,0.9331662925053791,0.9082861272068197
109,2017-12-04 09:45:00-06:00,S,TARGET,2017-12-04 10:00:00-06:00,6281.040565148945,3.0,3.573400633603677,0.0
110,2017-12-04 14:45:00-06:00,S,TIME,2017-12-04 17:00:00-06:00,6262.5,0.25882255496895185,1.364700744381746,0.30588120132694313
111,2017-12-05 10:15:00-06:00,L,STOP,2017-12-05 10:45:00-06:00,6322.191779957033,-1.0,0.33953485523312027,1.9159466831011787
112,2017-12-05 10:45:00-06:00,RS,TIME,2017-12-05 11:30:00-06:00,6316.75,1.019199491774634,2.408869936321737,0.0
113,2017-12-05 12:00:00-06:00,S,STOP,2017-12-05 12:15:00-06:00,6307.818010865153,-1.0,0.43613057388781923,1.3568506743176598
114,2017-12-05 12:30:00-06:00,RL,STOP,2017-12-05 13:00:00-06:00,6297.133960019332,-1.0,0.12058606780710959,1.0611573967025643
115,2017-12-06 10:00:00-06:00,L,STOP,2017-12-06 10:30:00-06:00,6278.333649742979,-1.0,1.0345166204521472,1.2414199445425766
116,2017-12-06 12:45:00-06:00,L,TIME,2017-12-06 13:45:00-06:00,6299.5,0.8815196786190376,1.601380447759538,0.04830048152077554
117,2017-12-07 09:45:00-06:00,L,STOP,2017-12-07 10:00:00-06:00,6321.562904157922,-1.0,0.4706138087124872,1.8824552348499488
118,2017-12-07 10:15:00-06:00,RS,STOP,2017-12-07 10:45:00-06:00,6332.738490802608,-1.0,0.1615302042587875,1.356853715773815
119,2017-12-07 13:45:00-06:00,S,STOP,2017-12-07 14:15:00-06:00,6321.019178685021,-1.0,0.5984696186253028,1.063945988667205
120,2017-12-08 10:30:00-06:00,S,STOP,2017-12-08 11:00:00-06:00,6359.453629384872,-1.0,0.701307839287236,1.0081300189754017
121,2017-12-08 11:15:00-06:00,RL,TIME,2017-12-08 12:00:00-06:00,6358.0,-0.33216595871204263,1.1615739531891316,0.7715012269182704
122,2017-12-08 13:15:00-06:00,S,TIME,2017-12-08 14:15:00-06:00,6344.75,0.5646522946104119,1.982458334684461,0.0
123,2017-12-11 11:15:00-06:00,L,TIME,2017-12-11 12:15:00-06:00,6387.0,0.7197898206486956,2.5216888689538295,0.0
124,2017-12-11 15:00:00-06:00,L,TARGET,2017-12-11 15:30:00-06:00,6408.478120580701,3.0,3.0609510725176654,0.0
125,2017-12-12 10:15:00-06:00,L,STOP,2017-12-12 11:15:00-06:00,6394.704007640679,-1.0,0.8917968319329295,1.9817707376287323
126,2017-12-12 13:15:00-06:00,L,TIME,2017-12-12 14:15:00-06:00,6386.25,0.1272385781682916,1.7576318543341451,0.2252788869486497
127,2017-12-13 10:30:00-06:00,S,TARGET,2017-12-13 11:30:00-06:00,6392.610968481037,3.0,3.715391571320799,0.0
128,2017-12-14 10:15:00-06:00,S,STOP,2017-12-14 10:45:00-06:00,6418.349531272307,-1.0,0.34316879465046873,1.1275546109943972
129,2017-12-14 10:45:00-06:00,RL,TIME,2017-12-14 11:30:00-06:00,6415.75,0.44754158783104514,0.845356332569752,0.5967221171080602
130,2017-12-14 12:00:00-06:00,S,TARGET,2017-12-14 12:15:00-06:00,6388.618466846925,3.0,3.118155703948192,0.0
131,2017-12-15 11:00:00-06:00,L,TIME,2017-12-15 12:00:00-06:00,6452.75,1.1099216414365318,2.270294266574724,0.0
132,2017-12-15 14:15:00-06:00,L,STOP,2017-12-15 14:30:00-06:00,6466.085806505676,-1.0,0.029612765476906482,1.7915606754453322
133,2017-12-15 15:00:00-06:00,RS,STOP,2017-12-17 17:00:00-06:00,6485.920717642784,-1.0,0.3086029159337078,2.42473719662199
134,2017-12-18 11:15:00-06:00,L,TIME,2017-12-18 12:15:00-06:00,6519.5,0.9081801003774297,1.656093124217666,0.10684471769146232
135,2017-12-18 11:30:00-06:00,RS,TIME,2017-12-18 12:15:00-06:00,6519.5,-0.10869826683039646,0.8695861346431717,0.8695861346431717
136,2017-12-18 14:30:00-06:00,S,TIME,2017-12-18 15:45:00-06:00,6516.5,0.1300599613048994,2.0809593808783906,0.5852698258720473
137,2017-12-18 14:45:00-06:00,RL,TIME,2017-12-18 15:45:00-06:00,6516.5,0.12139195242356918,0.4855678096942767,0.6676557383296305
138,2017-12-19 09:45:00-06:00,S,STOP,2017-12-19 10:15:00-06:00,6482.396258476495,-1.0,0.7412543371343719,2.1774346153322175
139,2017-12-19 10:30:00-06:00,RL,STOP,2017-12-19 10:45:00-06:00,6474.203915862661,-1.0,0.0,2.3722913046450738
140,2017-12-20 09:45:00-06:00,S,STOP,2017-12-20 10:00:00-06:00,6456.194757384278,-1.0,0.33643088703490837,1.6821544351745419
141,2017-12-20 10:15:00-06:00,RL,TARGET,2017-12-20 11:00:00-06:00,6468.834027758755,2.5,2.6476203534946765,0.0
142,2017-12-20 14:45:00-06:00,L,STOP,2017-12-20 15:45:00-06:00,6465.969655193977,-1.0,0.5424616556878519,1.175333587323679
143,2017-12-20 15:00:00-06:00,RS,TIME,2017-12-20 17:00:00-06:00,6469.75,0.6437204376559086,1.514202151029495,0.0
144,2017-12-21 10:15:00-06:00,L,TIME,2017-12-21 11:15:00-06:00,6491.25,1.792231920149474,2.3858698464277013,0.0
145,2017-12-21 12:00:00-06:00,L,STOP,2017-12-21 13:00:00-06:00,6491.474792165135,-1.0,0.9654983403223414,1.9037842648234065
146,2017-12-22 14:00:00-06:00,L,STOP,2017-12-22 14:45:00-06:00,6467.284598984352,-1.0,0.5382999012964022,1.3457497532410054
147,2017-12-26 10:00:00-06:00,S,STOP,2017-12-26 10:15:00-06:00,6429.739162382489,-1.0,0.20043444637317404,1.6535841825786857
148,2017-12-26 11:45:00-06:00,L,TIME,2017-12-26 12:45:00-06:00,6442.25,-0.24807702978360982,0.2976924357403318,0.9923081191344393
149,2017-12-26 12:45:00-06:00,RS,TIME,2017-12-26 13:30:00-06:00,6440.25,0.42843795729778167,0.5891021912844497,0.26777372331111354
150,2017-12-27 10:45:00-06:00,S,STOP,2017-12-27 11:00:00-06:00,6438.010778878523,-1.0,0.9703283647480597,1.1132594637975222
151,2017-12-27 15:30:00-06:00,L,TIME,2017-12-27 17:30:00-06:00,6435.75,0.5886126402768651,0.9156196626529013,0.3270070223760362
152,2017-12-28 10:15:00-06:00,L,STOP,2017-12-28 10:30:00-06:00,6430.723922693123,-1.0,0.07090031733349712,1.4180063466699424
153,2017-12-28 15:30:00-06:00,S,STOP,2017-12-28 17:00:00-06:00,6428.558151016407,-1.0,0.6231858578031121,1.3353982667209545
154,2017-12-28 17:15:00-06:00,RL,TIME,2017-12-28 18:00:00-06:00,6430.75,0.7693211891919625,0.859846300756897,0.0
155,2017-12-29 11:00:00-06:00,L,TIME,2017-12-29 12:00:00-06:00,6410.5,-0.3290030570080795,1.226076345854927,0.960754064421176
156,2017-12-29 14:45:00-06:00,S,TARGET,2017-12-29 15:00:00-06:00,6386.961543245671,3.0,7.3447411937835,0.0
157,2018-01-02 15:30:00-06:00,S,TIME,2018-01-02 17:30:00-06:00,6494.5,0.4111007313106008,0.9396588144242305,0.23491470360605762
158,2018-01-03 09:45:00-06:00,L,TIME,2018-01-03 10:45:00-06:00,6552.75,0.30773022652991,1.53865113264955,0.9744790506780483
159,2018-01-04 11:15:00-06:00,L,STOP,2018-01-04 12:15:00-06:00,6570.5729812756035,-1.0,0.9335588174380844,1.244745089917446
160,2018-01-04 11:45:00-06:00,RS,TIME,2018-01-04 12:30:00-06:00,6575.25,0.8803902002187467,1.8775585153683987,0.0
161,2018-01-04 14:30:00-06:00,L,STOP,2018-01-04 14:45:00-06:00,6575.82087749195,-1.0,0.19308290129182087,1.0619559571050148
162,2018-01-04 15:00:00-06:00,RS,TIME,2018-01-04 17:00:00-06:00,6586.5,-0.28099775509099667,0.1873318367273311,0.8429932652729899
163,2018-01-05 11:00:00-06:00,L,STOP,2018-01-05 11:45:00-06:00,6628.699868997106,-1.0,0.3465256641851791,1.0890806588677058
164,2018-01-05 13:45:00-06:00,S,STOP,2018-01-05 14:30:00-06:00,6635.225219550562,-1.0,0.5031168655118515,1.3835713801575917
165,2018-01-08 09:45:00-06:00,S,STOP,2018-01-08 10:00:00-06:00,6664.956717557577,-1.0,0.5043660388069896,1.1600418892560762
166,2018-01-08 10:00:00-06:00,RL,TARGET,2018-01-08 10:30:00-06:00,6671.3974721472905,2.5,2.569881797384064,0.0
167,2018-01-08 14:45:00-06:00,L,TIME,2018-01-08 17:00:00-06:00,6670.75,0.9442207601098698,1.0701168614578525,0.37768830404394793
168,2018-01-09 10:15:00-06:00,L,STOP,2018-01-09 10:45:00-06:00,6670.3430620189865,-1.0,0.2658948938375033,1.1749984168088041
169,2018-01-09 14:30:00-06:00,S,TARGET,2018-01-09 15:45:00-06:00,6661.664089816944,3.0,3.1299087844835953,0.0
170,2018-01-09 14:45:00-06:00,RL,STOP,2018-01-09 15:30:00-06:00,6664.91388494334,-1.0,0.14055169201495363,1.5460686121644898
171,2018-01-10 10:30:00-06:00,S,STOP,2018-01-10 10:45:00-06:00,6641.111110132268,-1.0,0.1272084964050156,1.3038870881514102
172,2018-01-10 11:00:00-06:00,RL,TIME,2018-01-10 11:45:00-06:00,6643.5,0.9774975330986369,1.270746793028228,0.03258325110328789
173,2018-01-10 13:15:00-06:00,S,STOP,2018-01-10 14:00:00-06:00,6645.145815861541,-1.0,1.300420146879883,1.3205298084422321
174,2018-01-11 10:00:00-06:00,L,TIME,2018-01-11 11:00:00-06:00,6672.0,0.703480743784311,1.155718364788511,0.45223762100419995
175,2018-01-11 12:00:00-06:00,L,STOP,2018-01-11 12:30:00-06:00,6685.052023485551,-1.0,0.2404781931056023,1.1542953269068912
176,2018-01-11 12:30:00-06:00,RS,TIME,2018-01-11 13:15:00-06:00,6684.75,0.6529764585867748,0.9584443237281831,0.21251582598054852
177,2018-01-12 09:45:00-06:00,L,STOP,2018-01-12 10:15:00-06:00,6729.14929724217,-1.0,0.8332446107311593,1.022618385897332
178,2018-01-12 14:15:00-06:00,S,STOP,2018-01-12 14:45:00-06:00,6747.296364362819,-1.0,0.045074572034234574,2.3889523178144323
179,2018-01-12 14:45:00-06:00,RL,TARGET,2018-01-12 15:00:00-06:00,6757.2330648902835,2.5,2.7636193497388857,0.0
180,2018-01-15 10:00:00-06:00,L,STOP,2018-01-15 11:00:00-06:00,6757.869701080344,-1.0,0.517705694553868,1.553117083661604
181,2018-01-15 10:15:00-06:00,RS,TIME,2018-01-15 11:00:00-06:00,6756.5,1.4166400450983856,1.5681752505742577,0.09871200966033378
182,2018-01-16 10:15:00-06:00,S,TIME,2018-01-16 11:15:00-06:00,6775.25,1.654143755768641,2.5993687590650074,0.6793804711192633
183,2018-01-16 10:30:00-06:00,RL,STOP,2018-01-16 10:45:00-06:00,6770.230234797663,-1.0,0.17104220756107075,1.3398306258950543
184,2018-01-16 13:00:00-06:00,S,TARGET,2018-01-16 13:45:00-06:00,6716.457146254686,3.0,3.658167568803264,0.07952538193050575
185,2018-01-17 10:00:00-06:00,L,TIME,2018-01-17 11:00:00-06:00,6766.0,0.8977460316295262,2.07760812557059,0.0
186,2018-01-17 13:15:00-06:00,L,TIME,2018-01-17 14:15:00-06:00,6801.5,0.816336787244367,2.6871085913460413,0.03401403280184862
187,2018-01-18 09:45:00-06:00,L,STOP,2018-01-18 10:45:00-06:00,6785.539755301853,-1.0,2.2884105451012196,1.2482239336915744
188,2018-01-18 10:00:00-06:00,RS,TIME,2018-01-18 10:45:00-06:00,6794.75,0.98083571595609,2.469000250510158,0.98083571595609
189,2018-01-18 15:30:00-06:00,S,STOP,2018-01-18 17:00:00-06:00,6800.237886072795,-1.0,0.14310479443750165,1.7530337318593952
190,2018-01-18 17:15:00-06:00,RL,TIME,2018-01-18 18:00:00-06:00,6801.25,-0.1570437662412775,0.717467706104968,0.38517719380986326
191,2018-01-19 11:00:00-06:00,S,STOP,2018-01-19 11:30:00-06:00,6816.634611337126,-1.0,0.3170733334981516,1.0146346671940851
