timestamp_ct,signal_type,python_replay_entry,pine_ref_entry,python_replay_stop,pine_ref_stop,python_replay_target,pine_ref_target,parity_status
2018-02-14 20:15:00+00:00,L,6658.75,6658.75,6643.90876528074,6643.90876528074,6703.273704157778,6703.273704157779,MATCH
2018-02-14 20:45:00+00:00,RS,6661.75,6661.75,6676.0802610589535,6676.0802610589535,6625.924347352617,6625.924347352617,MATCH
2018-02-15 15:45:00+00:00,S,6677.766845048018,6677.766845048018,6691.73881703504,6691.73881703504,6635.8509290869515,6635.850929086952,MATCH
2018-02-15 16:30:00+00:00,RL,6708.5010719495285,,6692.676642301028,,6748.062146070782,,EXTRA_PINE_SIGNAL
2018-02-15 21:00:00+00:00,L,6784.911633028175,6784.911633028175,6772.187760153385,6772.187760153385,6823.083251652544,6823.083251652544,MATCH
2018-02-16 16:15:00+00:00,L,6801.0,6801.0,6789.231982377985,6789.231982377985,6836.304052866043,6836.304052866044,MATCH
2018-02-16 16:30:00+00:00,RS,6803.75,6803.75,6815.2265520775845,6815.2265520775845,6775.058619806038,6775.058619806039,MATCH
2018-02-16 18:30:00+00:00,S,6789.75,6789.75,6803.687762894087,6803.687762894087,6747.936711317738,6747.936711317738,MATCH
2018-02-16 18:45:00+00:00,RL,6771.0,6771.0,6756.611363026918,6756.611363026918,6806.971592432703,6806.971592432705,MATCH
2018-02-19 15:45:00+00:00,L,6749.25,6749.25,6742.4299487357175,6742.4299487357175,6769.7101537928465,6769.710153792847,MATCH
2018-02-19 16:15:00+00:00,RS,6755.5,6755.5,6762.700707467672,6762.700707467672,6737.49823133082,6737.498231330819,MATCH
2018-02-20 16:30:00+00:00,L,6806.0,6806.0,6794.6841479423065,6794.6841479423065,6839.9475561730815,6839.947556173081,MATCH
2018-02-20 18:45:00+00:00,L,6819.21145457575,6819.21145457575,6808.31025306606,6808.31025306606,6851.915059104821,6851.915059104822,MATCH
2018-02-20 19:15:00+00:00,RS,6805.95568457499,6805.95568457499,6817.380381284876,6817.380381284876,6777.393942800275,6777.393942800275,MATCH
2018-02-20 21:00:00+00:00,RL,,6762.350388809289,,6747.642323887454,,6799.120551113877,MISSING_PINE_SIGNAL
2018-02-21 16:15:00+00:00,S,6834.25,6834.25,6843.573479867092,6843.573479867092,6806.279560398723,6806.279560398724,MATCH
2018-02-21 18:00:00+00:00,L,6819.25,6819.25,6809.820775403791,6809.820775403791,6847.537673788627,6847.537673788626,MATCH
2018-02-22 16:15:00+00:00,L,6804.25,6804.25,6792.676413819824,6792.676413819824,6838.970758540527,6838.970758540528,MATCH
2018-02-22 18:15:00+00:00,S,6763.25,6763.25,6775.918918252101,6775.918918252101,6725.243245243695,6725.243245243696,MATCH
2018-02-22 19:00:00+00:00,RL,,6755.333025295649,,6741.76374198666,,6789.256233568123,MISSING_PINE_SIGNAL
2018-02-22 20:15:00+00:00,RL,,6751.5,,6737.052429614252,,6787.61892596437,MISSING_PINE_SIGNAL
2018-02-23 15:45:00+00:00,L,6798.25,6798.25,6789.915000421402,6789.915000421402,6823.254998735795,6823.254998735795,MATCH
2018-02-23 17:30:00+00:00,RS,,6814.5,,6823.033890441496,,6793.16527389626,MISSING_PINE_SIGNAL
2018-02-23 17:30:00+00:00,S,6814.5,6814.5,6823.033890441496,6823.033890441496,6788.898328675513,6788.898328675513,MATCH
2018-02-23 18:00:00+00:00,RL,6813.0,,6804.350242425445,,6834.624393936388,,EXTRA_PINE_SIGNAL
2018-02-26 16:15:00+00:00,L,6940.5904768372875,6940.5904768372875,6932.446977434753,6932.446977434753,6965.020975044893,6965.020975044892,MATCH
2018-02-26 19:15:00+00:00,L,6958.75,6958.75,6951.421282549156,6951.421282549156,6980.736152352533,6980.736152352532,MATCH
2018-02-27 15:45:00+00:00,S,6952.672198804485,6952.672198804485,6963.64706427325,6963.64706427325,6919.747602398188,6919.747602398188,MATCH
2018-02-27 18:00:00+00:00,L,6933.75,6933.75,6920.521900577858,6920.521900577858,6973.434298266427,6973.434298266426,MATCH
2018-02-27 19:00:00+00:00,RS,6927.377477675877,6927.377477675877,6940.632543861732,6940.632543861732,6894.23981221124,6894.23981221124,MATCH
2018-02-28 15:45:00+00:00,S,6923.641310864635,6923.641310864635,6933.183967343072,6933.183967343072,6895.013341429323,6895.013341429322,MATCH
2018-02-28 17:00:00+00:00,RS,,6900.858596147565,,6912.537062387168,,6871.662430548557,MISSING_PINE_SIGNAL
2018-02-28 19:45:00+00:00,S,6914.672533839599,6914.672533839599,6926.8102445995355,6926.8102445995355,6878.25940155979,6878.25940155979,MATCH
2018-03-01 16:00:00+00:00,S,6827.75,6827.75,6846.916975130122,6846.916975130122,6770.249074609634,6770.249074609633,MATCH
2018-03-01 17:00:00+00:00,RL,6821.5,6821.5,6802.00110366276,6802.00110366276,6870.2472408431,6870.2472408430995,MATCH
2018-03-01 18:45:00+00:00,S,6730.789039731564,6730.789039731564,6751.369834458168,6751.369834458168,6669.046655551752,6669.046655551752,MATCH
2018-03-01 19:30:00+00:00,RL,,6692.599637284895,,6670.1289490508025,,6748.776357870126,MISSING_PINE_SIGNAL
2018-03-02 15:45:00+00:00,L,6683.25,6683.25,6666.271879554854,6666.271879554854,6734.184361335438,6734.184361335437,MATCH
2018-03-02 16:00:00+00:00,RS,6683.25,6683.25,6700.073433270492,6700.073433270492,6641.191416823768,6641.191416823769,MATCH
2018-03-02 18:15:00+00:00,S,6716.75,6716.75,6735.372443867467,6735.372443867467,6660.882668397599,6660.8826683975985,MATCH
2018-03-02 19:15:00+00:00,RL,6741.8711587306525,6741.8711587306525,6723.268446142181,6723.268446142181,6788.377940201832,6788.37794020183,MATCH
2018-03-05 15:45:00+00:00,L,6789.0122321751605,6789.0122321751605,6775.373472383862,6775.373472383862,6829.928511549057,6829.9285115490575,MATCH
2018-03-05 19:15:00+00:00,S,6849.25,6849.25,6862.3161049941045,6862.3161049941045,6810.051685017687,6810.051685017686,MATCH
2018-03-06 16:00:00+00:00,S,6878.5,6878.5,6889.90052891473,6889.90052891473,6844.29841325581,6844.29841325581,MATCH
2018-03-06 17:30:00+00:00,RS,,6891.0,,6903.409721214279,,6859.975696964303,MISSING_PINE_SIGNAL
2018-03-06 17:45:00+00:00,L,6894.404629495237,6894.404629495237,6881.997388367692,6881.997388367692,6931.626352877872,6931.626352877871,MATCH
2018-03-06 20:15:00+00:00,RS,,6889.0,,6900.517508020904,,6860.20622994774,MISSING_PINE_SIGNAL
2018-03-07 17:00:00+00:00,S,6847.777144889065,6847.777144889065,6861.047921554505,6861.047921554505,6807.964814892746,6807.964814892747,MATCH
2018-03-07 18:00:00+00:00,RL,6851.75,6851.75,6838.6179449359215,6838.6179449359215,6884.580137660195,6884.580137660196,MATCH
2018-03-08 16:15:00+00:00,L,6947.0,6947.0,6938.89887300315,6938.89887300315,6971.303380990551,6971.303380990551,MATCH
2018-03-08 16:45:00+00:00,RS,6944.75,6944.75,6953.120359502386,6953.120359502386,6923.824101244035,6923.824101244034,MATCH
2018-03-08 19:00:00+00:00,L,6919.75,6919.75,6909.61014399146,6909.61014399146,6950.169568025619,6950.16956802562,MATCH
2018-03-08 19:15:00+00:00,RS,6929.0,,6938.978080579358,,6904.054798551604,,EXTRA_PINE_SIGNAL
2018-03-09 15:45:00+00:00,L,7029.25,7029.25,7020.459729493954,7020.459729493954,7055.620811518139,7055.620811518138,MATCH
2018-03-09 21:00:00+00:00,L,7078.25,7078.25,7071.360970138173,7071.360970138173,7098.91708958548,7098.917089585481,MATCH
2018-03-12 15:00:00+00:00,S,7105.623216870391,7105.623216870391,7112.599920808741,7112.599920808741,7084.693105055339,7084.693105055339,MATCH
2018-03-12 15:45:00+00:00,RL,7116.711649976586,7116.711649976586,7108.527837639649,7108.527837639649,7137.171180818929,7137.171180818928,MATCH
2018-03-12 17:15:00+00:00,L,7134.25,7134.25,7126.539398894602,7126.539398894602,7157.381803316196,7157.381803316195,MATCH
2018-03-12 17:45:00+00:00,RS,7131.477497005998,7131.477497005998,7139.549392857081,7139.549392857081,7111.297757378289,7111.29775737829,MATCH
2018-03-13 15:00:00+00:00,S,7112.13068869008,7112.13068869008,7121.533035312736,7121.533035312736,7083.923648822113,7083.923648822114,MATCH
2018-03-13 19:15:00+00:00,S,7018.437838941518,7018.437838941518,7032.102889170233,7032.102889170233,6977.442688255374,6977.4426882553735,MATCH
2018-03-13 20:30:00+00:00,RL,7027.5,7027.5,7013.78580052368,7013.78580052368,7061.7854986908005,7061.785498690799,MATCH
2018-03-14 15:15:00+00:00,S,7026.0,7026.0,7036.578971446245,7036.578971446245,6994.263085661264,6994.263085661264,MATCH
2018-03-14 17:15:00+00:00,S,7027.5,7027.5,7040.602833824458,7040.602833824458,6988.191498526626,6988.191498526627,MATCH
2018-03-15 14:45:00+00:00,S,7034.0,7034.0,7042.7226092128385,7042.7226092128385,7007.832172361484,7007.8321723614845,MATCH
2018-03-15 18:00:00+00:00,S,6998.5,6998.5,7008.088710048594,7008.088710048594,6969.733869854216,6969.733869854217,MATCH
2018-03-15 19:15:00+00:00,RL,7004.693705465344,7004.693705465344,6995.0045004790045,6995.0045004790045,7028.916717931192,7028.916717931192,MATCH
2018-03-16 14:45:00+00:00,S,7030.0,7030.0,7037.148738863337,7037.148738863337,7008.55378340999,7008.55378340999,MATCH
2018-03-16 16:15:00+00:00,RL,,7001.0,,6992.243943963253,,7022.8901400918685,MISSING_PINE_SIGNAL
2018-03-19 14:45:00+00:00,S,6874.303189129431,6874.303189129431,6885.812229120893,6885.812229120893,6839.7760691550475,6839.776069155047,MATCH
2018-03-19 20:00:00+00:00,L,6845.130343940006,6845.130343940006,6828.593127214962,6828.593127214962,6894.74199411514,6894.741994115139,MATCH
2018-03-19 22:30:00+00:00,RS,,6853.5,,6866.432419684677,,6821.168950788307,MISSING_PINE_SIGNAL
2018-03-20 15:15:00+00:00,S,6852.25,6852.25,6863.129725260075,6863.129725260075,6819.610824219773,6819.610824219774,MATCH
2018-03-20 20:30:00+00:00,L,6873.25,6873.25,6863.733650597139,6863.733650597139,6901.799048208583,6901.799048208583,MATCH
2018-03-21 15:00:00+00:00,S,6855.75,6855.75,6863.848379913283,6863.848379913283,6831.454860260151,6831.454860260152,MATCH
2018-03-21 17:15:00+00:00,S,6871.5,6871.5,6879.397433390909,6879.397433390909,6847.807699827272,6847.807699827273,MATCH
2018-03-21 18:15:00+00:00,RL,6862.5,6862.5,6850.651605904369,6850.651605904369,6892.1209852390775,6892.120985239078,MATCH
2018-03-22 14:45:00+00:00,S,6729.350193017095,6729.350193017095,6744.5765273623265,6744.5765273623265,6683.6711899814,6683.671189981401,MATCH
2018-03-22 16:30:00+00:00,L,6723.75,6723.75,6705.736519042101,6705.736519042101,6777.790442873698,6777.790442873698,MATCH
2018-03-22 18:30:00+00:00,RS,,6728.401067246655,,6746.875777493164,,6682.214291630382,MISSING_PINE_SIGNAL
2018-03-23 14:45:00+00:00,L,6661.717369238122,6661.717369238122,6644.761583472632,6644.761583472632,6712.584726534592,6712.584726534592,MATCH
2018-03-23 15:15:00+00:00,RS,6643.123926524273,6643.123926524273,6660.876938230231,6660.876938230231,6598.741397259378,6598.741397259379,MATCH
2018-03-23 16:45:00+00:00,S,6584.25,6584.25,6603.249603103621,6603.249603103621,6527.251190689138,6527.251190689138,MATCH
2018-03-26 15:15:00+00:00,S,6539.25,6539.25,6554.776745959252,6554.776745959252,6492.669762122242,6492.669762122243,MATCH
2018-03-26 16:00:00+00:00,RL,6557.734859023527,6557.734859023527,6540.362747736181,6540.362747736181,6601.165137241892,6601.165137241893,MATCH
2018-03-26 17:15:00+00:00,L,6616.0,6616.0,6598.906626510322,6598.906626510322,6667.280120469034,6667.280120469034,MATCH
2018-03-27 14:45:00+00:00,L,6720.5,6720.5,6706.842922821246,6706.842922821246,6761.471231536261,6761.471231536261,MATCH
2018-03-27 16:30:00+00:00,S,6693.25,6693.25,6709.48865019724,6709.48865019724,6644.534049408281,6644.534049408281,MATCH
2018-03-28 15:45:00+00:00,L,6444.0,6444.0,6414.565937327131,6414.565937327131,6532.302188018608,6532.302188018607,MATCH
2018-03-28 17:15:00+00:00,RS,,6467.090736667014,,6499.663715108643,,6385.658290562942,MISSING_PINE_SIGNAL
2018-03-29 14:45:00+00:00,L,6482.166006907239,6482.166006907239,6464.509887374684,6464.509887374684,6535.134365504903,6535.134365504903,MATCH
2018-03-29 16:30:00+00:00,L,6501.25,6501.25,6482.862851026254,6482.862851026254,6556.411446921237,6556.411446921237,MATCH
2018-04-02 15:00:00+00:00,S,6397.197895404663,6397.197895404663,6411.770588122192,6411.770588122192,6353.479817252076,6353.479817252075,MATCH
2018-04-02 16:45:00+00:00,L,6369.75,6369.75,6349.598906390147,6349.598906390147,6430.20328082956,6430.203280829559,MATCH
2018-04-02 17:00:00+00:00,RS,6375.313187518686,6375.313187518686,6396.047238727836,6396.047238727836,6323.478059495813,6323.478059495812,MATCH
2018-04-03 15:00:00+00:00,L,6402.934374105716,6402.934374105716,6385.284268726621,6385.284268726621,6455.884690243001,6455.884690243002,MATCH
2018-04-03 16:00:00+00:00,RS,6370.146900800881,6370.146900800881,6389.735448794746,6389.735448794746,6321.175530816217,6321.175530816217,MATCH
2018-04-03 19:00:00+00:00,L,6415.143093041423,6415.143093041423,6390.173337931516,6390.173337931516,6490.052358371143,6490.052358371144,MATCH
2018-04-04 15:00:00+00:00,L,6363.5,6363.5,6343.634931274329,6343.634931274329,6423.095206177015,6423.095206177014,MATCH
2018-04-04 18:15:00+00:00,L,6452.101072315363,6452.101072315363,6430.611461547658,6430.611461547658,6516.569904618477,6516.569904618478,MATCH
2018-04-05 17:00:00+00:00,L,6568.0,6568.0,6554.0098047188185,6554.0098047188185,6609.970585843544,6609.9705858435445,MATCH
2018-04-05 18:45:00+00:00,L,6567.668141987678,6567.668141987678,6551.99268885921,6551.99268885921,6614.69450137308,6614.694501373081,MATCH
2018-04-06 14:45:00+00:00,S,6491.5,6491.5,6509.338059737227,6509.338059737227,6437.985820788318,6437.985820788319,MATCH
2018-04-06 17:00:00+00:00,RL,,6479.5,,6459.714610489664,,6528.963473775841,MISSING_PINE_SIGNAL
2018-04-06 17:15:00+00:00,S,6489.25,6489.25,6508.86768311674,6508.86768311674,6430.396950649778,6430.396950649779,MATCH
2018-04-09 16:00:00+00:00,L,6554.080975380044,6554.080975380044,6541.650968269021,6541.650968269021,6591.370996713113,6591.370996713113,MATCH
2018-04-09 16:45:00+00:00,RS,,6555.557475310064,,6567.968317373809,,6524.530370150699,MISSING_PINE_SIGNAL
2018-04-09 19:15:00+00:00,S,6496.868065679466,6496.868065679466,6511.380643983185,6511.380643983185,6453.330330768309,6453.330330768308,MATCH
2018-04-10 14:45:00+00:00,L,6550.5,6550.5,6537.774700306824,6537.774700306824,6588.675899079528,6588.675899079527,MATCH
2018-04-10 15:15:00+00:00,RS,6548.25,6548.25,6561.5383323885035,6561.5383323885035,6515.02916902874,6515.029169028741,MATCH
2018-04-10 18:00:00+00:00,L,6569.14530357799,6569.14530357799,6552.97265365985,6552.97265365985,6617.663253332409,6617.663253332408,MATCH
2018-04-10 20:00:00+00:00,RS,,6581.708335970316,,6598.324389034189,,6540.168203310632,MISSING_PINE_SIGNAL
2018-04-11 15:00:00+00:00,S,6569.75,6569.75,6582.812646602211,6582.812646602211,6530.562060193365,6530.562060193366,MATCH
2018-04-11 19:15:00+00:00,S,6549.741332892022,6549.741332892022,6564.574014536872,6564.574014536872,6505.2432879574735,6505.243287957473,MATCH
2018-04-12 17:30:00+00:00,S,6615.5,6615.5,6627.07943477339,6627.07943477339,6580.761695679831,6580.76169567983,MATCH
