signal_id,timestamp_ct,bar_index,signal_type,direction,entry_price,open,high,low,close,atr,source_displacement_time,bos_or_reclaim_time,retest_time,stop,target,expiry_time
1176,2019-08-28 09:45:00-05:00,44469,L,Long,7396.5,7400.75,7405.75,7393.25,7396.5,19.74109527062592,2019-08-28 09:30:00-05:00,2019-08-28 09:30:00-05:00,2019-08-28 09:45:00-05:00,7381.694178547031,7440.917464358909,2019-08-28 10:45:00-05:00
1177,2019-08-28 10:15:00-05:00,44471,RS,Short,7411.5,7388.0,7413.25,7383.0,7411.5,20.343087248651937,2019-08-28 09:30:00-05:00,2019-08-28 10:00:00-05:00,2019-08-28 10:15:00-05:00,7426.757315436489,7373.356711408777,2019-08-28 11:00:00-05:00
1178,2019-08-28 12:15:00-05:00,44479,S,Short,7401.75,7394.25,7404.0,7392.25,7401.75,17.69060094348521,2019-08-28 12:00:00-05:00,2019-08-28 12:00:00-05:00,2019-08-28 12:15:00-05:00,7415.017950707614,7361.946147877158,2019-08-28 13:15:00-05:00
1179,2019-08-28 12:45:00-05:00,44481,RL,Long,7403.999841516181,7409.0,7413.5,7402.0,7405.25,17.06995693596429,2019-08-28 12:00:00-05:00,2019-08-28 12:30:00-05:00,2019-08-28 12:45:00-05:00,7391.197373814208,7436.006010771114,2019-08-28 13:30:00-05:00
1180,2019-08-29 10:00:00-05:00,44561,L,Long,7521.013557032241,7518.5,7530.0,7513.5,7528.5,17.55445815652543,2019-08-29 09:45:00-05:00,2019-08-29 09:45:00-05:00,2019-08-29 10:00:00-05:00,7507.847713414847,7560.511087884423,2019-08-29 11:00:00-05:00
1181,2019-08-30 10:00:00-05:00,44652,S,Short,7523.278177591747,7524.75,7529.0,7484.0,7489.75,14.559779505205176,2019-08-30 09:45:00-05:00,2019-08-30 09:45:00-05:00,2019-08-30 10:00:00-05:00,7534.198012220651,7490.518673705035,2019-08-30 11:00:00-05:00
1182,2019-08-30 14:30:00-05:00,44670,L,Long,7501.0,7498.0,7507.25,7496.75,7501.0,13.607431708707205,2019-08-30 14:15:00-05:00,2019-08-30 14:15:00-05:00,2019-08-30 14:30:00-05:00,7490.794426218469,7531.6167213445915,2019-08-30 15:45:00-05:00
1183,2019-09-02 10:15:00-05:00,44744,S,Short,7483.0,7474.5,7486.0,7473.5,7483.0,10.414047298812928,2019-09-02 10:00:00-05:00,2019-09-02 10:00:00-05:00,2019-09-02 10:15:00-05:00,7490.81053547411,7459.568393577671,2019-09-02 11:15:00-05:00
1184,2019-09-02 10:30:00-05:00,44745,RL,Long,7483.041404729881,7482.75,7488.75,7479.75,7488.0,10.31304392032629,2019-09-02 10:00:00-05:00,2019-09-02 10:15:00-05:00,2019-09-02 10:30:00-05:00,7475.306621789636,7502.3783620804925,2019-09-02 11:15:00-05:00
1185,2019-09-03 10:15:00-05:00,44820,S,Short,7450.5,7435.5,7457.0,7433.0,7450.5,25.632972290898174,2019-09-03 10:00:00-05:00,2019-09-03 10:00:00-05:00,2019-09-03 10:15:00-05:00,7469.724729218174,7392.825812345479,2019-09-03 11:15:00-05:00
1186,2019-09-03 10:45:00-05:00,44822,RL,Long,7454.042704569869,7455.0,7470.75,7450.0,7456.5,25.092971005927502,2019-09-03 10:00:00-05:00,2019-09-03 10:30:00-05:00,2019-09-03 10:45:00-05:00,7435.222976315424,7501.092025205983,2019-09-03 11:30:00-05:00
1187,2019-09-03 14:30:00-05:00,44837,L,Long,7436.0,7432.75,7439.0,7429.5,7436.0,16.692211423438284,2019-09-03 14:15:00-05:00,2019-09-03 14:15:00-05:00,2019-09-03 14:30:00-05:00,7423.480841432422,7473.557475702736,2019-09-03 15:45:00-05:00
1188,2019-09-04 10:30:00-05:00,44912,L,Long,7517.9021608400635,7516.0,7526.25,7514.75,7525.25,11.520064943446444,2019-09-04 10:15:00-05:00,2019-09-04 10:15:00-05:00,2019-09-04 10:30:00-05:00,7509.262112132478,7543.822306962818,2019-09-04 11:30:00-05:00
1189,2019-09-05 11:00:00-05:00,45005,S,Short,7684.5,7676.75,7686.25,7672.75,7684.5,12.433432045475234,2019-09-05 10:45:00-05:00,2019-09-05 10:45:00-05:00,2019-09-05 11:00:00-05:00,7693.825074034106,7656.524777897681,2019-09-05 12:00:00-05:00
1190,2019-09-05 11:15:00-05:00,45006,RL,Long,7674.5,7684.5,7687.25,7671.0,7674.5,12.706044042227003,2019-09-05 10:45:00-05:00,2019-09-05 11:00:00-05:00,2019-09-05 11:15:00-05:00,7664.97046696833,7698.323832579175,2019-09-05 12:00:00-05:00
1191,2019-09-06 14:30:00-05:00,45110,L,Long,7688.75,7699.25,7702.75,7687.75,7688.75,9.61083314470183,2019-09-06 14:15:00-05:00,2019-09-06 14:15:00-05:00,2019-09-06 14:30:00-05:00,7681.541875141474,7710.374374575579,2019-09-06 15:45:00-05:00
1192,2019-09-09 10:00:00-05:00,45183,L,Long,7693.25,7696.5,7700.75,7687.75,7693.25,9.703403667844794,2019-09-09 09:45:00-05:00,2019-09-09 09:45:00-05:00,2019-09-09 10:00:00-05:00,7685.972447249116,7715.082658252651,2019-09-09 11:00:00-05:00
1193,2019-09-09 12:00:00-05:00,45191,L,Long,7651.5,7654.0,7657.75,7650.25,7651.5,12.323681692300799,2019-09-09 11:45:00-05:00,2019-09-09 11:45:00-05:00,2019-09-09 12:00:00-05:00,7642.257238730775,7679.228283807677,2019-09-09 13:00:00-05:00
1194,2019-09-09 12:45:00-05:00,45194,RS,Short,7645.243158128572,7637.0,7647.75,7634.5,7645.0,12.479912054659204,2019-09-09 11:45:00-05:00,2019-09-09 12:15:00-05:00,2019-09-09 12:45:00-05:00,7654.6030921695665,7621.843323026086,2019-09-09 13:30:00-05:00
1195,2019-09-10 10:00:00-05:00,45274,S,Short,7594.0,7586.25,7596.25,7584.75,7594.0,15.5602816106386,2019-09-10 09:45:00-05:00,2019-09-10 09:45:00-05:00,2019-09-10 10:00:00-05:00,7605.670211207979,7558.989366376063,2019-09-10 11:00:00-05:00
1196,2019-09-10 11:00:00-05:00,45278,RL,Long,7596.099606002134,7605.5,7609.5,7592.25,7606.0,17.246341448392574,2019-09-10 09:45:00-05:00,2019-09-10 10:45:00-05:00,2019-09-10 11:00:00-05:00,7583.16484991584,7628.436496217871,2019-09-10 11:45:00-05:00
1197,2019-09-10 14:45:00-05:00,45293,L,Long,7609.005584882273,7607.25,7642.75,7606.25,7642.25,16.587573906820424,2019-09-10 14:30:00-05:00,2019-09-10 14:30:00-05:00,2019-09-10 14:45:00-05:00,7596.564904452158,7646.327626172619,2019-09-10 17:00:00-05:00
1198,2019-09-11 10:45:00-05:00,45368,L,Long,7702.0,7699.5,7704.25,7694.75,7702.0,11.915346949836874,2019-09-11 10:30:00-05:00,2019-09-11 10:30:00-05:00,2019-09-11 10:45:00-05:00,7693.0634897876225,7728.809530637133,2019-09-11 11:45:00-05:00
1199,2019-09-11 15:00:00-05:00,45385,L,Long,7713.5,7713.25,7715.0,7709.5,7713.5,10.27733280138338,2019-09-11 14:45:00-05:00,2019-09-11 14:45:00-05:00,2019-09-11 15:00:00-05:00,7705.792000398962,7736.623998803113,2019-09-11 17:15:00-05:00
1200,2019-09-12 15:00:00-05:00,45476,S,Short,7745.0,7744.0,7749.0,7743.25,7745.0,12.975809931120837,2019-09-12 14:45:00-05:00,2019-09-12 14:45:00-05:00,2019-09-12 15:00:00-05:00,7754.731857448341,7715.804427654978,2019-09-12 17:15:00-05:00
1201,2019-09-13 10:30:00-05:00,45549,S,Short,7728.25,7729.25,7733.0,7721.5,7728.25,13.35630159603626,2019-09-13 10:15:00-05:00,2019-09-13 10:15:00-05:00,2019-09-13 10:30:00-05:00,7738.267226197027,7698.198321408919,2019-09-13 11:30:00-05:00
1202,2019-09-13 14:15:00-05:00,45564,S,Short,7713.75,7710.0,7714.75,7705.25,7713.75,12.130646254621865,2019-09-13 14:00:00-05:00,2019-09-13 14:00:00-05:00,2019-09-13 14:15:00-05:00,7722.847984690967,7686.456045927101,2019-09-13 15:30:00-05:00
1203,2019-09-13 14:45:00-05:00,45566,RL,Long,7716.822845723644,7721.0,7729.25,7714.0,7718.0,12.212138862403547,2019-09-13 14:00:00-05:00,2019-09-13 14:30:00-05:00,2019-09-13 14:45:00-05:00,7707.663741576841,7739.72060609065,2019-09-13 15:45:00-05:00
1204,2019-09-16 10:15:00-05:00,45639,L,Long,7684.5,7686.0,7691.5,7678.25,7684.5,14.2098597817259,2019-09-16 10:00:00-05:00,2019-09-16 10:00:00-05:00,2019-09-16 10:15:00-05:00,7673.842605163705,7716.472184508883,2019-09-16 11:15:00-05:00
1205,2019-09-16 13:00:00-05:00,45650,L,Long,7671.5,7679.0,7683.75,7671.0,7671.5,12.645569889897173,2019-09-16 12:45:00-05:00,2019-09-16 12:45:00-05:00,2019-09-16 13:00:00-05:00,7662.015822582577,7699.952532252269,2019-09-16 14:00:00-05:00
1206,2019-09-16 13:15:00-05:00,45651,RS,Short,7678.25,7671.5,7680.75,7670.0,7678.25,12.510172040618803,2019-09-16 12:45:00-05:00,2019-09-16 13:00:00-05:00,2019-09-16 13:15:00-05:00,7687.632629030464,7654.79342742384,2019-09-16 14:00:00-05:00
1207,2019-09-17 10:15:00-05:00,45730,L,Long,7684.75,7685.75,7693.5,7682.25,7684.75,11.337016187741645,2019-09-17 10:00:00-05:00,2019-09-17 10:00:00-05:00,2019-09-17 10:15:00-05:00,7676.247237859194,7710.258286422419,2019-09-17 11:15:00-05:00
1208,2019-09-17 14:30:00-05:00,45747,L,Long,7698.357746897134,7697.0,7711.25,7696.25,7710.75,9.036221187677127,2019-09-17 14:15:00-05:00,2019-09-17 14:15:00-05:00,2019-09-17 14:30:00-05:00,7691.580581006377,7718.6892445694075,2019-09-17 15:45:00-05:00
1209,2019-09-18 12:00:00-05:00,45828,S,Short,7679.553269237701,7680.75,7680.75,7672.25,7674.5,7.076785649916499,2019-09-18 11:45:00-05:00,2019-09-18 11:45:00-05:00,2019-09-18 12:00:00-05:00,7684.860858475138,7663.630501525389,2019-09-18 13:00:00-05:00
1210,2019-09-18 14:15:00-05:00,45837,L,Long,7670.586988339533,7663.75,7682.25,7660.25,7678.75,16.307748867088815,2019-09-18 14:00:00-05:00,2019-09-18 14:00:00-05:00,2019-09-18 14:15:00-05:00,7658.356176689216,7707.279423290483,2019-09-18 15:30:00-05:00
1211,2019-09-19 11:30:00-05:00,45917,S,Short,7736.5,7727.25,7737.75,7722.5,7736.5,12.592260706279149,2019-09-19 11:15:00-05:00,2019-09-19 11:15:00-05:00,2019-09-19 11:30:00-05:00,7745.94419552971,7708.167413410872,2019-09-19 12:30:00-05:00
1212,2019-09-20 09:45:00-05:00,46001,S,Short,7717.5,7719.5,7726.5,7712.75,7717.5,10.057446852287788,2019-09-20 09:30:00-05:00,2019-09-20 09:30:00-05:00,2019-09-20 09:45:00-05:00,7725.043085139216,7694.870744582353,2019-09-20 10:45:00-05:00
1213,2019-09-20 12:15:00-05:00,46011,S,Short,7654.25,7635.75,7656.75,7612.25,7654.25,17.119849460127078,2019-09-20 12:00:00-05:00,2019-09-20 12:00:00-05:00,2019-09-20 12:15:00-05:00,7667.089887095095,7615.730338714714,2019-09-20 13:15:00-05:00
1214,2019-09-23 10:30:00-05:00,46095,L,Long,7645.67945345389,7643.0,7655.0,7642.75,7650.0,14.148496357549305,2019-09-23 10:15:00-05:00,2019-09-23 10:15:00-05:00,2019-09-23 10:30:00-05:00,7635.068081185728,7677.513570258377,2019-09-23 11:30:00-05:00
1215,2019-09-23 14:45:00-05:00,46112,S,Short,7649.93993933036,7651.75,7658.0,7640.0,7641.5,11.129134789510914,2019-09-23 14:30:00-05:00,2019-09-23 14:30:00-05:00,2019-09-23 14:45:00-05:00,7658.286790422493,7624.89938605396,2019-09-23 17:00:00-05:00
1216,2019-09-24 10:45:00-05:00,46187,S,Short,7592.25,7580.75,7598.25,7579.5,7592.25,14.747222692699497,2019-09-24 10:30:00-05:00,2019-09-24 10:30:00-05:00,2019-09-24 10:45:00-05:00,7603.310417019525,7559.068748941426,2019-09-24 11:45:00-05:00
1217,2019-09-24 13:45:00-05:00,46199,S,Short,7533.25,7533.5,7549.75,7527.0,7533.25,24.457158122158773,2019-09-24 13:30:00-05:00,2019-09-24 13:30:00-05:00,2019-09-24 13:45:00-05:00,7551.592868591619,7478.221394225143,2019-09-24 14:45:00-05:00
1218,2019-09-25 10:15:00-05:00,46276,L,Long,7554.5,7562.75,7568.0,7551.25,7554.5,18.687358553713356,2019-09-25 10:00:00-05:00,2019-09-25 10:00:00-05:00,2019-09-25 10:15:00-05:00,7540.484481084715,7596.546556745855,2019-09-25 11:15:00-05:00
1219,2019-09-25 11:00:00-05:00,46279,RS,Short,7559.75,7552.5,7573.25,7550.25,7559.75,18.685997355141485,2019-09-25 10:00:00-05:00,2019-09-25 10:45:00-05:00,2019-09-25 11:00:00-05:00,7573.764498016356,7524.71375495911,2019-09-25 11:45:00-05:00
1220,2019-09-25 12:15:00-05:00,46284,L,Long,7567.5,7577.5,7578.0,7563.75,7567.5,17.66407647479946,2019-09-25 12:00:00-05:00,2019-09-25 12:00:00-05:00,2019-09-25 12:15:00-05:00,7554.2519426439,7607.244172068299,2019-09-25 13:15:00-05:00
1221,2019-09-25 12:30:00-05:00,46285,RS,Short,7574.5,7567.25,7576.0,7565.25,7574.5,17.170213869456642,2019-09-25 12:00:00-05:00,2019-09-25 12:15:00-05:00,2019-09-25 12:30:00-05:00,7587.377660402092,7542.305848994769,2019-09-25 13:15:00-05:00
1222,2019-09-26 11:15:00-05:00,46371,L,Long,7571.207834730192,7567.25,7584.0,7565.0,7579.0,17.215608208928334,2019-09-26 11:00:00-05:00,2019-09-26 11:00:00-05:00,2019-09-26 11:15:00-05:00,7558.296128573496,7609.9429532002805,2019-09-26 12:15:00-05:00
1223,2019-09-26 14:00:00-05:00,46382,S,Short,7591.25,7584.5,7596.75,7584.25,7591.25,15.296493591344829,2019-09-26 13:45:00-05:00,2019-09-26 13:45:00-05:00,2019-09-26 14:00:00-05:00,7602.722370193509,7556.832889419474,2019-09-26 15:00:00-05:00
1224,2019-09-26 14:15:00-05:00,46383,RL,Long,7592.154649359134,7591.75,7609.0,7588.0,7606.0,15.70388690624877,2019-09-26 13:45:00-05:00,2019-09-26 14:00:00-05:00,2019-09-26 14:15:00-05:00,7580.376734179447,7621.59943730835,2019-09-26 15:00:00-05:00
1225,2019-09-27 09:45:00-05:00,46456,L,Long,7580.611134576717,7578.25,7589.5,7575.5,7587.0,13.639106783798761,2019-09-27 09:30:00-05:00,2019-09-27 09:30:00-05:00,2019-09-27 09:45:00-05:00,7570.381804488868,7611.299124840264,2019-09-27 10:45:00-05:00
1226,2019-09-27 10:45:00-05:00,46460,RS,Short,7565.65192720102,7532.75,7584.5,7525.5,7559.5,21.37496170481248,2019-09-27 09:30:00-05:00,2019-09-27 10:30:00-05:00,2019-09-27 10:45:00-05:00,7581.683148479629,7525.573874004496,2019-09-27 11:30:00-05:00
1227,2019-09-27 12:00:00-05:00,46465,S,Short,7505.5,7492.0,7514.75,7485.75,7505.5,23.646701627790765,2019-09-27 11:45:00-05:00,2019-09-27 11:45:00-05:00,2019-09-27 12:00:00-05:00,7523.235026220843,7452.29492133747,2019-09-27 13:00:00-05:00
1228,2019-09-30 10:00:00-05:00,46548,L,Long,7539.25,7541.75,7547.25,7533.0,7539.25,13.348042731598452,2019-09-30 09:45:00-05:00,2019-09-30 09:45:00-05:00,2019-09-30 10:00:00-05:00,7529.238967951301,7569.283096146097,2019-09-30 11:00:00-05:00
1229,2019-09-30 14:00:00-05:00,46564,S,Short,7565.0,7564.5,7567.25,7559.5,7565.0,10.678738687854878,2019-09-30 13:45:00-05:00,2019-09-30 13:45:00-05:00,2019-09-30 14:00:00-05:00,7573.009054015891,7540.972837952327,2019-09-30 15:00:00-05:00
1230,2019-10-01 09:45:00-05:00,46638,S,Short,7560.368369291527,7566.0,7576.25,7545.75,7548.25,17.329428007242203,2019-10-01 09:30:00-05:00,2019-10-01 09:30:00-05:00,2019-10-01 09:45:00-05:00,7573.365440296959,7521.377156275233,2019-10-01 10:45:00-05:00
1231,2019-10-02 11:15:00-05:00,46735,S,Short,7352.25,7349.25,7355.0,7343.5,7352.25,18.740805231445457,2019-10-02 11:00:00-05:00,2019-10-02 11:00:00-05:00,2019-10-02 11:15:00-05:00,7366.305603923584,7310.083188229248,2019-10-02 12:15:00-05:00
1232,2019-10-02 15:30:00-05:00,46751,S,Short,7347.25,7347.5,7352.0,7343.75,7347.25,18.712148447030156,2019-10-02 15:00:00-05:00,2019-10-02 15:00:00-05:00,2019-10-02 15:30:00-05:00,7361.284111335272,7305.147665994182,2019-10-02 17:30:00-05:00
1233,2019-10-02 17:15:00-05:00,46754,RL,Long,7352.25,7360.25,7363.75,7351.75,7352.25,17.208305443923194,2019-10-02 15:00:00-05:00,2019-10-02 17:00:00-05:00,2019-10-02 17:15:00-05:00,7339.343770917058,7384.515572707356,2019-10-02 18:00:00-05:00
1234,2019-10-03 10:15:00-05:00,46822,L,Long,7401.0,7401.0,7421.0,7394.5,7401.0,27.233140102684047,2019-10-03 10:00:00-05:00,2019-10-03 10:00:00-05:00,2019-10-03 10:15:00-05:00,7380.5751449229865,7462.274565231039,2019-10-03 11:15:00-05:00
1235,2019-10-03 15:00:00-05:00,46841,L,Long,7457.169202066323,7453.5,7461.5,7452.5,7459.5,18.464019187283935,2019-10-03 14:45:00-05:00,2019-10-03 14:45:00-05:00,2019-10-03 15:00:00-05:00,7443.3211876758605,7498.713245237712,2019-10-03 17:15:00-05:00
1236,2019-10-04 10:15:00-05:00,46913,L,Long,7523.5,7522.5,7527.25,7512.75,7523.5,18.022409018682914,2019-10-04 10:00:00-05:00,2019-10-04 10:00:00-05:00,2019-10-04 10:15:00-05:00,7509.9831932359875,7564.0504202920365,2019-10-04 11:15:00-05:00
1237,2019-10-04 14:45:00-05:00,46931,L,Long,7566.75,7563.75,7575.25,7561.0,7566.75,12.562332937071796,2019-10-04 14:30:00-05:00,2019-10-04 14:30:00-05:00,2019-10-04 14:45:00-05:00,7557.328250297196,7595.015249108412,2019-10-06 17:00:00-05:00
1238,2019-10-07 10:00:00-05:00,47003,L,Long,7575.797124415643,7572.5,7588.0,7571.5,7577.0,13.223298145260399,2019-10-07 09:45:00-05:00,2019-10-07 09:45:00-05:00,2019-10-07 10:00:00-05:00,7565.879650806698,7605.549545242479,2019-10-07 11:00:00-05:00
1239,2019-10-07 12:15:00-05:00,47012,S,Short,7562.25,7557.25,7565.5,7552.5,7562.25,13.274107152876283,2019-10-07 12:00:00-05:00,2019-10-07 12:00:00-05:00,2019-10-07 12:15:00-05:00,7572.205580364657,7532.3832589060285,2019-10-07 13:15:00-05:00
1240,2019-10-07 13:00:00-05:00,47015,RL,Long,7567.773667092767,7594.0,7595.75,7565.75,7569.5,15.943864218246791,2019-10-07 12:00:00-05:00,2019-10-07 12:30:00-05:00,2019-10-07 13:00:00-05:00,7555.815768929082,7597.66841250198,2019-10-07 13:45:00-05:00
1241,2019-10-08 10:00:00-05:00,47094,L,Long,7461.5,7466.0,7470.25,7455.25,7461.5,17.99489231521113,2019-10-08 09:45:00-05:00,2019-10-08 09:45:00-05:00,2019-10-08 10:00:00-05:00,7448.003830763591,7501.988507709225,2019-10-08 11:00:00-05:00
1242,2019-10-08 10:30:00-05:00,47096,RS,Short,7452.868331427873,7449.25,7454.0,7435.25,7448.0,18.811922455462657,2019-10-08 09:45:00-05:00,2019-10-08 10:15:00-05:00,2019-10-08 10:30:00-05:00,7466.97727326947,7417.595976823881,2019-10-08 11:15:00-05:00
1243,2019-10-08 12:30:00-05:00,47104,L,Long,7488.335724784131,7485.25,7493.75,7475.75,7493.0,18.331730138362428,2019-10-08 12:15:00-05:00,2019-10-08 12:15:00-05:00,2019-10-08 12:30:00-05:00,7474.586927180359,7529.582117595447,2019-10-08 13:30:00-05:00
1244,2019-10-09 10:15:00-05:00,47186,S,Short,7480.75,7474.75,7487.0,7473.0,7480.75,16.869898728954713,2019-10-09 10:00:00-05:00,2019-10-09 10:00:00-05:00,2019-10-09 10:15:00-05:00,7493.402424046716,7442.792727859852,2019-10-09 11:15:00-05:00
1245,2019-10-09 14:45:00-05:00,47204,S,Short,7502.346461067585,7503.75,7519.75,7496.5,7502.25,14.693575801002355,2019-10-09 14:30:00-05:00,2019-10-09 14:30:00-05:00,2019-10-09 14:45:00-05:00,7513.366642918337,7469.285915515329,2019-10-09 17:00:00-05:00
1246,2019-10-10 10:00:00-05:00,47276,L,Long,7578.1832358727315,7576.25,7586.75,7569.75,7584.5,16.844333103934023,2019-10-10 09:45:00-05:00,2019-10-10 09:45:00-05:00,2019-10-10 10:00:00-05:00,7565.549986044781,7616.082985356583,2019-10-10 11:00:00-05:00
1247,2019-10-11 09:45:00-05:00,47366,S,Short,7690.5,7683.0,7693.0,7680.75,7690.5,12.435740126328653,2019-10-11 09:30:00-05:00,2019-10-11 09:30:00-05:00,2019-10-11 09:45:00-05:00,7699.826805094746,7662.51958471576,2019-10-11 10:45:00-05:00
1248,2019-10-11 10:00:00-05:00,47367,RL,Long,7691.618574012633,7690.5,7699.25,7690.0,7694.0,12.20818726016232,2019-10-11 09:30:00-05:00,2019-10-11 09:45:00-05:00,2019-10-11 10:00:00-05:00,7682.462433567512,7714.508925125438,2019-10-11 10:45:00-05:00
1249,2019-10-11 12:15:00-05:00,47376,S,Short,7688.0,7678.5,7707.0,7678.0,7688.0,16.811459307610747,2019-10-11 12:00:00-05:00,2019-10-11 12:00:00-05:00,2019-10-11 12:15:00-05:00,7700.608594480708,7650.174216557876,2019-10-11 13:15:00-05:00
1250,2019-10-11 12:30:00-05:00,47377,RL,Long,7687.056145930761,7688.5,7704.25,7680.5,7704.0,17.30706935706712,2019-10-11 12:00:00-05:00,2019-10-11 12:15:00-05:00,2019-10-11 12:30:00-05:00,7674.07584391296,7719.5069009752615,2019-10-11 13:15:00-05:00
1251,2019-10-14 09:45:00-05:00,47457,L,Long,7672.853266161114,7670.5,7679.0,7668.0,7677.0,13.351757210350277,2019-10-14 09:30:00-05:00,2019-10-14 09:30:00-05:00,2019-10-14 09:45:00-05:00,7662.839448253351,7702.894719884403,2019-10-14 10:45:00-05:00
1252,2019-10-15 09:45:00-05:00,47548,L,Long,7750.249097218087,7745.75,7755.5,7744.5,7755.0,12.384474167951865,2019-10-15 09:30:00-05:00,2019-10-15 09:30:00-05:00,2019-10-15 09:45:00-05:00,7740.960741592123,7778.114164095979,2019-10-15 10:45:00-05:00
1253,2019-10-15 14:45:00-05:00,47568,S,Short,7755.003006533475,7756.0,7761.5,7751.0,7754.5,10.00779647487296,2019-10-15 14:30:00-05:00,2019-10-15 14:30:00-05:00,2019-10-15 14:45:00-05:00,7762.50885388963,7732.48546446501,2019-10-15 17:00:00-05:00
1254,2019-10-16 10:00:00-05:00,47640,L,Long,7745.0,7746.75,7754.5,7743.5,7745.0,11.41506691679385,2019-10-16 09:45:00-05:00,2019-10-16 09:45:00-05:00,2019-10-16 10:00:00-05:00,7736.438699812405,7770.683900562786,2019-10-16 11:00:00-05:00
1255,2019-10-16 10:45:00-05:00,47643,RS,Short,7739.100743786298,7734.0,7745.25,7732.25,7732.75,11.65047449569828,2019-10-16 09:45:00-05:00,2019-10-16 10:15:00-05:00,2019-10-16 10:45:00-05:00,7747.838599658072,7717.256104106864,2019-10-16 11:30:00-05:00
1256,2019-10-16 14:15:00-05:00,47657,S,Short,7725.0,7726.0,7727.5,7720.75,7725.0,9.40151183157302,2019-10-16 14:00:00-05:00,2019-10-16 14:00:00-05:00,2019-10-16 14:15:00-05:00,7732.05113387368,7703.846598378961,2019-10-16 15:30:00-05:00
1257,2019-10-16 15:00:00-05:00,47660,RL,Long,7730.473523214049,7735.25,7751.5,7727.5,7749.5,10.754144130454053,2019-10-16 14:00:00-05:00,2019-10-16 14:45:00-05:00,2019-10-16 15:00:00-05:00,7722.407915116209,7750.637543458651,2019-10-16 17:00:00-05:00
1258,2019-10-17 10:15:00-05:00,47732,L,Long,7749.5,7756.0,7757.5,7746.0,7749.5,13.911983048492997,2019-10-17 10:00:00-05:00,2019-10-17 10:00:00-05:00,2019-10-17 10:15:00-05:00,7739.066012713631,7780.801961859109,2019-10-17 11:15:00-05:00
1259,2019-10-17 10:45:00-05:00,47734,RS,Short,7742.981387288354,7743.0,7745.25,7728.0,7738.25,14.172832322425084,2019-10-17 10:00:00-05:00,2019-10-17 10:30:00-05:00,2019-10-17 10:45:00-05:00,7753.611011530173,7716.407326683807,2019-10-17 11:30:00-05:00
1260,2019-10-17 13:30:00-05:00,47745,L,Long,7754.5,7755.75,7757.0,7747.0,7754.5,12.255237568498112,2019-10-17 13:15:00-05:00,2019-10-17 13:15:00-05:00,2019-10-17 13:30:00-05:00,7745.308571823626,7782.074284529121,2019-10-17 14:30:00-05:00
1261,2019-10-18 09:45:00-05:00,47821,S,Short,7714.5,7703.75,7715.0,7699.5,7714.5,10.921185498623,2019-10-18 09:30:00-05:00,2019-10-18 09:30:00-05:00,2019-10-18 09:45:00-05:00,7722.690889123967,7689.927332628098,2019-10-18 10:45:00-05:00
1262,2019-10-18 10:00:00-05:00,47822,RL,Long,7714.842118549862,7714.5,7719.75,7703.5,7716.75,11.301815105864213,2019-10-18 09:30:00-05:00,2019-10-18 09:45:00-05:00,2019-10-18 10:00:00-05:00,7706.365757220464,7736.033021873357,2019-10-18 10:45:00-05:00
1263,2019-10-18 15:00:00-05:00,47842,S,Short,7682.75,7677.5,7686.0,7675.0,7682.75,13.702788693120382,2019-10-18 14:45:00-05:00,2019-10-18 14:45:00-05:00,2019-10-18 15:00:00-05:00,7693.027091519841,7651.918725440479,2019-10-20 17:15:00-05:00
1264,2019-10-21 10:15:00-05:00,47914,L,Long,7737.5,7736.75,7740.5,7729.75,7737.5,11.495802040419475,2019-10-21 10:00:00-05:00,2019-10-21 10:00:00-05:00,2019-10-21 10:15:00-05:00,7728.878148469686,7763.365554590944,2019-10-21 11:15:00-05:00
1265,2019-10-21 10:45:00-05:00,47916,RS,Short,7730.75,7731.0,7735.75,7728.25,7730.75,11.343319106280058,2019-10-21 10:00:00-05:00,2019-10-21 10:30:00-05:00,2019-10-21 10:45:00-05:00,7739.25748932971,7709.481276675725,2019-10-21 11:30:00-05:00
1266,2019-10-22 10:00:00-05:00,48004,S,Short,7757.295749850848,7759.0,7763.0,7743.5,7746.75,10.253751384988428,2019-10-22 09:45:00-05:00,2019-10-22 09:45:00-05:00,2019-10-22 10:00:00-05:00,7764.986063389589,7734.2248092346235,2019-10-22 11:00:00-05:00
1267,2019-10-22 13:45:00-05:00,48019,S,Short,7711.80574513134,7716.75,7717.5,7698.5,7705.25,12.446652351847773,2019-10-22 13:30:00-05:00,2019-10-22 13:30:00-05:00,2019-10-22 13:45:00-05:00,7721.140734395226,7683.800777339682,2019-10-22 14:45:00-05:00
1268,2019-10-23 10:30:00-05:00,48097,L,Long,7696.25,7697.5,7700.5,7690.25,7696.25,12.39639843924491,2019-10-23 10:15:00-05:00,2019-10-23 10:15:00-05:00,2019-10-23 10:30:00-05:00,7686.952701170566,7724.141896488301,2019-10-23 11:30:00-05:00
1269,2019-10-23 14:30:00-05:00,48113,L,Long,7687.067467264687,7685.0,7693.0,7684.25,7690.25,10.53719602923658,2019-10-23 14:15:00-05:00,2019-10-23 14:15:00-05:00,2019-10-23 14:30:00-05:00,7679.1645702427595,7710.77615833047,2019-10-23 15:45:00-05:00
