N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE,LONG_N,LONG_AvgR,LONG_PF,SHORT_N,SHORT_AvgR,SHORT_PF
1795,0.7602710715798391,1.188569597058715,2.3453333333333335,4.085209814819551,2133.482426720393,10.904585843153654,0.6651810584958218,0.7787968559525511,2.384560619009796,954,1.137107442562962,3.82781568341781,841,1.2469464048933738,4.40589988558902
