family,context,rth_only,N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE,LONG_N,LONG_AvgR,LONG_PF,SHORT_N,SHORT_AvgR,SHORT_PF
F1,C1,True,152,0.04796465762070053,-0.3019226812775823,-1.0900743464233171,0.6575068519163699,-45.89224755419251,57.60782732966366,0.24342105263157895,1.1987325055033324,1.2802013277599513,78,-0.500685955451971,0.47692973441655867,74,-0.09241544633701042,0.8847388273526423
F1,C2,False,166,0.05236593059936909,1.059848131612963,2.1473061686474813,3.433809845897989,175.9347898477519,5.040657741467257,0.6686746987951807,0.6876399594993119,2.522426742676273,84,1.0066962418612568,3.2575723817749744,82,1.1142964089195893,3.623338103083319
F1,C2,True,59,0.020068027210884354,1.2010214600879343,2.317732884399545,4.08146993287307,70.86026614518812,3.3699627341137415,0.6779661016949152,0.6562579357870688,2.5546486180487764,30,1.1124105094264076,3.547095536322796,29,1.2926879607722719,4.7891497544731925
F1,C3,False,669,0.20991528082836525,-0.10640300925869398,-1.0978902953586498,0.876036433597911,-71.18361319406627,89.96584598456428,0.34678624813153963,1.258212032725902,1.6082536521118291,348,-0.1520718225744263,0.8264771109886684,321,-0.056892893888367345,0.9321723134533616
F1,C3,True,124,0.03957867858282796,0.0009529741961268681,-1.0855867791181457,1.0012282927142708,0.11816880031973165,22.197958870546323,0.33064516129032256,1.2976489332617889,1.496454169128925,68,-0.1402796969066763,0.8307806652203605,56,0.17244978910667363,1.24242978248501
F1,C4,False,3260,1.0225846925972397,0.5229643168331098,1.3837301587299309,1.8362123461561968,1704.8636728759382,47.34549846501912,0.5239263803680981,0.9508524678214602,2.1215759212817797,1702,0.4587972635437145,1.7094492633050646,1558,0.5930620862160053,1.9849409112242433
F1,C4,True,1016,0.3191957273012881,0.6554721983812892,2.029275362318801,2.1597794264124386,665.9597535553899,14.38336481430678,0.5216535433070866,0.9826802163750225,2.0791960052742176,543,0.5433080624488854,1.897732343405573,473,0.7842356778977697,2.5104265819050036
F1,C5,False,2,2.0,1.0503406154579018,1.0503406154579018,inf,2.1006812309158036,0.0,1.0,0.4998825463938269,2.9992952783629616,0,,,2,1.0503406154579018,inf
F1,C5,True,1,1.0,-1.6222222222222915,-1.6222222222222915,0.0,-1.6222222222222915,0.0,0.0,1.501915708812428,1.287356321839224,0,,,1,-1.6222222222222915,0.0
G1,C0,False,176307,55.2859830667921,-0.38197814217912934,-1.1402417962003877,0.6080924444321233,-67345.42031317575,67376.29302768693,0.2711123211216798,1.2891019084485273,1.4728709004300915,92703,-0.37285731096433905,0.617109470885878,83604,-0.3920916345491679,0.5981128083709882
G1,C0,True,48615,15.24459078080903,-0.2265861279089382,-1.0920634920634922,0.7362395562692617,-11015.48460829303,11026.062469987237,0.2739689396276869,1.265423806667273,1.4369940449305088,26144,-0.20976961677482842,0.7554234560826923,22471,-0.24615138388731772,0.7139971153543093
G1,C1,False,8400,2.634054562558796,-0.37413982233827237,-1.138095238095238,0.6160829234028263,-3142.774507641488,3143.727840974843,0.2733333333333333,1.2532784650960438,1.4480554404133776,4414,-0.3727270302861893,0.6191460614548375,3986,-0.3757043140888733,0.6126604529996833
G1,C1,True,2600,0.8155583437892095,-0.14268256169593815,-1.0901471621371832,0.8285679484088839,-370.9746604094392,405.8078467736897,0.2976923076923077,1.2310190681240536,1.4730149485457293,1394,-0.1549747139209362,0.8162780926061648,1206,-0.12847421990352745,0.8431934374322422
G1,C2,False,19193,6.018501097522734,0.36812533285315274,-1.0481613285883773,1.5394258242396641,7065.42951345056,503.9175897915263,0.47350596571666753,1.0325049743032635,2.0631227154738565,9963,0.4059629149789864,1.6034588055500976,9230,0.3272828809875319,1.4723222030217422
G1,C2,True,4669,1.4640953276889308,0.6380695236589097,1.917921146953223,2.133919895367468,2979.1466059634495,21.19954298176998,0.5165988434354252,0.943973371089016,2.0244450403948675,2399,0.6830788927678766,2.2390358368392054,2270,0.5905023533979358,2.0273672896912167
G1,C3,False,52255,16.38601442458451,-0.004609924632523372,-1.1039027511196302,0.9944900792104637,-240.89161167250882,5530.797967646535,0.3804994737345709,1.157619961720283,1.8078554357572987,27066,0.004009915048811093,1.0048040606932198,25189,-0.013872085925746557,0.9834614264002335
G1,C3,True,12169,3.8159297585449985,0.20834827956742935,-1.068784413384166,1.2921635169646448,2535.3902140560476,141.3471117579318,0.39781411784041415,1.1027354651988261,1.7506033401190726,6479,0.21608066212030516,1.303487826540495,5690,0.19954369141978748,1.279312586383252
G1,C4,False,136898,42.92819065537786,-0.22989266500445316,-1.12530864197532,0.7489132967575988,-31471.846053779627,31755.364492602173,0.31226898859004515,1.2053137968259082,1.5752702380482357,73640,-0.2257554635556804,0.7534569940942234,63258,-0.23470887030161117,0.7436227161036889
G1,C4,True,38329,12.019128253370962,-0.07379469417708934,-1.0848484848485003,0.90861409975383,-2828.4768331136574,3128.716746957705,0.31751415377390485,1.1956121723065651,1.5505502502383692,21147,-0.06774255084291513,0.9163195266357512,17182,-0.08124345887780997,0.8990771311123866
G1,C5,False,17,0.0378619153674833,-1.085347068757967,-1.0887431693989043,0.27394512079403294,-18.450900168885436,15.368848886836489,0.17647058823529413,1.6814453144512187,1.1145552871596838,0,,,17,-1.085347068757967,0.27394512079403294
G1,C5,True,17,0.03794642857142857,-0.23877280494367845,-1.0887431693989043,0.7331567427587127,-4.0591376840425335,5.860191479859827,0.29411764705882354,1.3336785518522574,1.4878125710355605,0,,,17,-0.23877280494367845,0.7331567427587127
G3,C0,False,54363,17.047036688617123,-0.3147377096268398,-1.1409722222222294,0.6666370886443741,-17110.08610844389,17143.602798314616,0.28856023398267205,1.3434866426894152,1.4860700877365445,27218,-0.30708974177095943,0.6740388263994844,27145,-0.3224062448672652,0.6592472419565452
G3,C0,True,15296,4.796487927249921,-0.18635456743165438,-1.0910569749785348,0.7800469784447339,-2850.4794634345853,2874.6504212543205,0.28661087866108786,1.282697228724117,1.488869823243641,7643,-0.18260353810017702,0.7840735361431452,7653,-0.1901006953789276,0.7760405717480866
G3,C1,False,5,0.0028620492272467086,0.7378622453479996,1.8777777777772227,2.6549981626356973,3.689311226739998,1.1164157706093385,0.6,1.6189480189166499,1.9572389869849094,2,-1.114596774193549,0.0,3,1.9728349250423651,inf
G3,C1,True,2,0.4,-1.114596774193549,-1.114596774193549,0.0,-2.229193548387098,1.1127777777777594,0.0,3.225268817204571,0.654838709677452,2,-1.114596774193549,0.0,0,,
G3,C2,False,5277,1.6552697616060226,0.9653580755429307,2.15520169851363,3.0979908458332215,5094.194564640045,29.52298682567698,0.6336933863937844,0.8527495392269474,2.41116200907243,2716,0.9194465963743886,2.936139131140091,2561,1.0140482658677101,3.2813766914665567
G3,C2,True,1553,0.48790449261702795,1.1567149049018748,2.3264957264956942,3.952726918830887,1796.3782473126116,10.705644748009036,0.6587250482936252,0.7634268856727214,2.357244553661556,810,1.0925432105232233,3.6442249751260922,743,1.2266732796619122,4.329954778847761
G3,C3,False,21804,6.8372530573847605,-0.5500203200008789,-1.1611111111111112,0.46454386770778017,-11992.643057299163,11990.376289459164,0.21762062006971197,1.4954519339892316,1.2966216189965702,10940,-0.5541705661145786,0.4620126783874633,10864,-0.5458410405012585,0.46710715515953605
G3,C3,True,5712,1.7911571025399813,-0.4300701910935748,-1.1006195786864714,0.5359929674342718,-2456.560931526499,2456.953344143722,0.21393557422969187,1.3931024215943213,1.2594324106819783,2894,-0.4532611856414573,0.5154979214047174,2818,-0.40625374743794235,0.5574431507629843
G3,C4,False,8700,2.7281279397930387,0.9014254457597121,2.07375328083996,2.835074336629661,7842.4013781094945,122.63756943719727,0.6340229885057471,0.8665743466150632,2.3959394218335186,4551,0.868884803837492,2.7274815081768113,4149,0.9371189770655743,2.9591749739625737
G3,C4,True,2313,0.7257609036711641,1.1787120926311785,2.309389671361509,4.028345164688752,2726.361070255916,13.145932437721513,0.6744487678339819,0.7608614241976054,2.416882049152722,1238,1.1215930482494603,3.7593136393607574,1075,1.2444919781610084,4.369300281353096
G3,C5,False,6,0.013363028953229399,-1.1325416974418896,-1.194352856850288,0.16555912517512347,-6.795250184651337,8.14347713500666,0.16666666666666666,2.5290561219769647,1.0956097132415163,0,,,6,-1.1325416974418896,0.16555912517512347
G3,C5,True,1,1.0,-1.470724637681199,-1.470724637681199,0.0,-1.470724637681199,0.0,0.0,1.2985507246377908,2.11014492753641,0,,,1,-1.470724637681199,0.0
