portfolio,N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE,LONG_N,LONG_AvgR,LONG_PF,SHORT_N,SHORT_AvgR,SHORT_PF
CORE,1135,0.4807285048708175,1.6483731365801972,0.999676610832694,17.77573512839063,1870.9035100185238,8.38599731970504,0.866079295154185,,,0,,,0,,
S52,1885,0.7983905124947056,1.2114135456096984,2.3487895716945504,4.20565770113345,2283.5145334742815,13.145932437721513,0.6710875331564987,0.7720944377074588,2.39437031599746,995,1.1503067425440747,3.892243061937915,890,1.2797295782504798,4.597401300150939
CORE+S52,2731,1.1562235393734124,1.3814795657012642,2.3354609929078016,6.178162970271909,3772.820693930152,9.027229101011471,0.7488099597217136,,,865,1.1165713613294377,3.7301043717793294,749,1.2802761250730572,4.6001490052280944
