strategy,timeframe_minutes,year,N,win_rate,gross_AvgR,net_AvgR,gross_TotalR,net_TotalR,gross_PF,net_PF,MaxDD,Return_over_DD,avg_hold_minutes,median_hold_minutes,avg_cost_R,cost_pct_of_gross
RETEST_GATED,15,2022,97,0.3917525773195876,-0.12045691437447982,-0.13615083593307617,-11.684320694324542,-13.206631085508388,0.7208839884240985,0.6914383368514474,17.936019145172686,-0.7363189668016623,142.7319587628866,60.0,0.015693921558596394,
RETEST_GATED,15,2023,88,0.4318181818181818,-0.05802995232747794,-0.08261901568414902,-5.106635804818059,-7.270473380205114,0.8500586368467765,0.793638505370806,12.971279311306022,-0.5605054987805271,88.125,60.0,0.024589063356671104,
RETEST_GATED,15,2024,91,0.4065934065934066,-0.10893662983832782,-0.13125663167674592,-9.913233315287831,-11.944353482583878,0.7273468944882241,0.6820591956147238,21.756040617028248,-0.5490132001884178,85.38461538461539,60.0,0.022320001838418098,
RETEST_GATED,15,2025,78,0.44871794871794873,-0.0697177286990984,-0.08593743901069709,-5.437982838529675,-6.703120242834372,0.8244615825082235,0.7881749234264863,12.504308259175245,-0.5360648589189927,55.57692307692308,60.0,0.016219710311598697,
RETEST_GATED,15,2026,43,0.5116279069767442,-0.07253407950273386,-0.08340980826926231,-3.118965418617556,-3.5866217555782796,0.7966722054298971,0.7700861958298839,8.651940172949617,-0.41454537177590417,55.81395348837209,60.0,0.010875728766528463,
BOS_ONLY,15,2018,233,0.4248927038626609,-0.04228103193642073,-0.09318955233267559,-9.85148044118603,-21.713165693513414,0.8809967761120915,0.7579407243394435,28.111781200490867,-0.7723866922076882,90.51502145922747,60.0,0.05090852039625487,
BOS_ONLY,15,2019,236,0.423728813559322,0.04572779085582054,-0.010965618694308257,10.791758641973647,-2.5878860118567486,1.1160476697774382,0.9743419316344519,12.984478712880373,-0.19930611533057632,100.61440677966101,60.0,0.05669340955012878,123.98020654197528
BOS_ONLY,15,2020,246,0.516260162601626,0.08613111658451135,0.0612681129833952,21.188254679789793,15.071955793915219,1.2367380060055235,1.163307065466727,12.158534679141448,1.2396194271479017,115.2439024390244,60.0,0.024863003601116155,28.866459169515956
BOS_ONLY,15,2021,271,0.4870848708487085,0.04645635590625178,0.018779075445783187,12.589672450594232,5.089129445807244,1.1271922546152575,1.0494732627310968,10.280358384369642,0.49503424448167166,99.2988929889299,60.0,0.027677280460468606,59.57695114167142
BOS_ONLY,15,2022,246,0.43902439024390244,-0.04458434325752255,-0.06155160752390159,-10.967748441350547,-15.14169545087979,0.886744026510182,0.8474552822970266,25.85837449714429,-0.5855625400023496,53.65853658536585,60.0,0.016967264266379043,
BOS_ONLY,15,2023,244,0.38114754098360654,-0.08257674842160963,-0.10845295356028067,-20.14872661487275,-26.462520668708486,0.8163434082502278,0.7673204868897225,31.273178206221388,-0.8461730526462486,51.08606557377049,60.0,0.025876205138671067,
BOS_ONLY,15,2024,244,0.45081967213114754,-0.045939628359169433,-0.06821181029000431,-11.209269319637341,-16.64368171076105,0.8806325693850222,0.828090256139126,27.217473052139635,-0.6115072357700984,65.1639344262295,60.0,0.022272181930834883,
BOS_ONLY,15,2025,233,0.39914163090128757,-0.10218475454574424,-0.1192605757798335,-23.809047809158407,-27.787714156701206,0.7703718932157454,0.7380472396516332,35.53409529756481,-0.7820014530834426,61.41630901287554,60.0,0.017075821234089288,
BOS_ONLY,15,2026,117,0.38461538461538464,-0.07641396574663313,-0.08711899357788892,-8.940433992356077,-10.192922248613003,0.8097450749520352,0.7864404527560536,20.334997156736293,-0.5012502421342329,103.71794871794872,60.0,0.010705027831255806,
SEQUENTIAL_BOS,15,2018,2,0.5,-0.36513815533745986,-0.4158097955363515,-0.7302763106749197,-0.831619591072703,0.26972368932508034,0.20982948422806227,1.052455861707612,-0.7901705157719378,45.0,45.0,0.05067164019889171,
SEQUENTIAL_BOS,15,2019,6,0.3333333333333333,-0.3670970467972734,-0.4129702380587361,-2.2025822807836404,-2.4778214283524167,0.2850529812941241,0.24528025071723933,3.283101350808941,-0.7547197492827606,52.5,60.0,0.04587319126146274,
SEQUENTIAL_BOS,15,2020,6,0.6666666666666666,0.2919983133191351,0.24528445178168898,1.7519898799148108,1.4717067106901338,2.7519898799148113,2.268671945326938,1.1600372469108813,1.2686719453269384,110.0,60.0,0.0467138615374462,15.997990196056714
SEQUENTIAL_BOS,15,2021,6,0.5,0.598725912878723,0.5728537447129546,3.592355477272338,3.4371224682777273,4.643741793020608,4.277364135988995,1.0261111066529143,3.349659160682242,55.0,60.0,0.025872168165768542,4.3212040115940615
