Index,model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,trade_id,cost_R,gross_R,net_R,outcome,MFE_R,MAE_R
0,Structural BOS 3/3,Short,2024-01-12 01:05:00-06:00,2024-01-12 01:25:00-06:00,2024-01-12 01:30:00-06:00,2024-01-12 01:35:00-06:00,2024-01-12 01:35:00-06:00,2024-01-12 02:05:00-06:00,16715.0,16726.55671930783,16691.886561384337,16726.55671930783,-1.0,75.0,1,0,STOP,C30001,0.0627340667094602,-1.0,-1.0627340667094602,Loss,1.1248867134110105,1.514270575745591
1,Structural BOS 3/3,Long,2024-01-14 23:35:00-06:00,2024-01-15 00:00:00-06:00,2024-01-15 00:05:00-06:00,2024-01-15 00:10:00-06:00,2024-01-15 00:10:00-06:00,2024-01-15 00:25:00-06:00,16779.5,16774.004179800184,16790.491640399632,16790.491640399632,2.0,75.0,1,0,TARGET,C30002,0.13191843503618667,2.0,1.8680815649638134,Win,2.137988429896818,0.13646734658915863
2,Structural BOS 3/3,Long,2024-01-19 15:00:00-06:00,2024-01-19 15:25:00-06:00,2024-01-19 15:30:00-06:00,2024-01-19 15:35:00-06:00,2024-01-19 15:35:00-06:00,2024-01-21 17:35:00-06:00,17255.25,17235.16088458047,17295.42823083906,17272.75,0.8711184954906435,75.0,1,5,TIME,C30003,0.03608919481318512,0.8711184954906435,0.8350293006774583,Win,1.5431241920120535,0.3360028482606891
3,Structural BOS 3/3,Short,2024-01-25 11:30:00-06:00,2024-01-25 12:15:00-06:00,2024-01-25 12:20:00-06:00,2024-01-25 12:30:00-06:00,2024-01-25 12:30:00-06:00,2024-01-25 12:45:00-06:00,17394.25,17431.384399905404,17319.981200189195,17431.384399905404,-1.0,75.0,0,4,STOP,C30004,0.019523676209844677,-1.0,-1.0195236762098447,Loss,0.18177215781579528,1.0165776233401884
4,Structural BOS 3/3,Short,2024-01-26 15:05:00-06:00,2024-01-26 15:30:00-06:00,2024-01-26 15:55:00-06:00,2024-01-28 17:00:00-06:00,2024-01-28 17:00:00-06:00,2024-01-28 17:20:00-06:00,17258.0,17277.566118161183,17218.867763677637,17277.566118161183,-1.0,85.0,-1,6,STOP,C30005,0.03705384962042778,-1.0,-1.0370538496204278,Loss,0.5749735285928449,1.00939797241855
5,Structural BOS 3/3,Long,2024-01-29 10:00:00-06:00,2024-01-29 10:45:00-06:00,2024-01-29 10:50:00-06:00,2024-01-29 10:55:00-06:00,2024-01-29 10:55:00-06:00,2024-01-29 11:55:00-06:00,17367.75,17343.91026101522,17415.429477969563,17384.0,0.6816349797442809,85.0,-1,3,TIME,C30006,0.030411406788590178,0.6816349797442809,0.6512235729556907,Win,1.195482887551476,0.19924714792524598
6,Structural BOS 3/3,Short,2024-01-31 13:40:00-06:00,2024-01-31 14:00:00-06:00,2024-01-31 14:10:00-06:00,2024-01-31 14:15:00-06:00,2024-01-31 14:15:00-06:00,2024-01-31 15:15:00-06:00,17062.25,17129.424524488873,16927.90095102225,17049.5,0.18980409756546457,70.0,-1,5,TIME,C30007,0.010792782018428529,0.18980409756546457,0.17901131554703603,Win,0.8038761779243317,0.8001545289524599
7,Structural BOS 3/3,Short,2024-02-02 14:55:00-06:00,2024-02-02 15:35:00-06:00,2024-02-02 15:40:00-06:00,2024-02-02 15:50:00-06:00,2024-02-02 15:50:00-06:00,2024-02-04 17:00:00-06:00,17484.75,17507.633343361005,17438.983313277993,17507.633343361005,-1.0,100.0,1,5,STOP,C30008,0.03168243331240874,-1.0,-1.0316824333124088,Loss,0.6008737352353382,1.0706477464193298
8,Structural BOS 3/3,Long,2024-02-05 07:40:00-06:00,2024-02-05 08:15:00-06:00,2024-02-05 08:25:00-06:00,2024-02-05 08:30:00-06:00,2024-02-05 08:30:00-06:00,2024-02-05 08:35:00-06:00,17519.0,17501.90426177012,17553.191476459764,17501.90426177012,-1.0,75.0,1,1,STOP,C30009,0.04240823006594898,-1.0,-1.042408230065949,Loss,0.2485999693521147,1.8864350615542822
9,Structural BOS 3/3,Long,2024-02-12 09:40:00-06:00,2024-02-12 10:20:00-06:00,2024-02-12 10:25:00-06:00,2024-02-12 10:30:00-06:00,2024-02-12 10:30:00-06:00,2024-02-12 10:45:00-06:00,17899.5,17877.557354124285,17943.385291751427,17877.557354124285,-1.0,85.0,1,3,STOP,C30010,0.03304068270100394,-1.0,-1.033040682701004,Loss,0.3987668601845303,1.3216273080401575
