Index,model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,trade_id,cost_R,gross_R,net_R,outcome,MFE_R,MAE_R
37,Structural BOS 2/2,Long,2024-04-23 12:40:00-05:00,2024-04-23 13:25:00-05:00,2024-04-23 13:30:00-05:00,2024-04-23 13:40:00-05:00,2024-04-23 13:40:00-05:00,2024-04-23 13:50:00-05:00,17193.25,17168.59142854355,17242.5671429129,17168.59142854355,-1.0,75.0,1,4,STOP,C20038,0.029401541013048593,-1.0,-1.0294015410130486,Loss,0.010138462418292618,1.0949539411756026
38,Structural BOS 2/2,Long,2024-04-25 02:50:00-05:00,2024-04-25 03:35:00-05:00,2024-04-25 03:55:00-05:00,2024-04-25 04:00:00-05:00,2024-04-25 04:00:00-05:00,2024-04-25 05:00:00-05:00,17042.75,17025.15146817234,17077.947063655323,17055.5,0.7244922545163262,75.0,-1,1,TIME,C20039,0.0411966183940659,0.7244922545163262,0.6832956361222603,Win,1.2785157432641143,0.4687891058635086
39,Structural BOS 2/2,Short,2024-04-25 07:30:00-05:00,2024-04-25 07:45:00-05:00,2024-04-25 08:00:00-05:00,2024-04-25 08:05:00-05:00,2024-04-25 08:05:00-05:00,2024-04-25 09:05:00-05:00,16908.5,16941.214426373335,16843.07114725333,16915.25,-0.206330990584071,90.0,-1,1,TIME,C20040,0.022161476766437486,-0.206330990584071,-0.2284924673505085,Loss,1.8340532496362056,0.6342767488325212
40,Structural BOS 2/2,Long,2024-04-26 00:00:00-05:00,2024-04-26 00:35:00-05:00,2024-04-26 00:40:00-05:00,2024-04-26 00:45:00-05:00,2024-04-26 00:45:00-05:00,2024-04-26 01:10:00-05:00,17313.25,17303.92761544947,17331.89476910106,17303.92761544947,-1.0,75.0,1,0,STOP,C20041,0.0777698019289192,-1.0,-1.0777698019289192,Loss,0.3218060769472519,1.233589961631132
41,Structural BOS 2/2,Long,2024-04-26 01:20:00-05:00,2024-04-26 01:30:00-05:00,2024-04-26 01:35:00-05:00,2024-04-26 01:40:00-05:00,2024-04-26 01:40:00-05:00,2024-04-26 01:45:00-05:00,17333.5,17322.185556373493,17356.12888725301,17322.185556373493,-1.0,90.0,1,0,STOP,C20042,0.06407738850733498,-1.0,-1.064077388507335,Loss,0.04419130241885171,1.0384956068430151
42,Structural BOS 2/2,Long,2024-04-26 09:10:00-05:00,2024-04-26 09:45:00-05:00,2024-04-26 09:50:00-05:00,2024-04-26 10:00:00-05:00,2024-04-26 10:00:00-05:00,2024-04-26 10:10:00-05:00,17411.75,17366.0446126878,17503.1607746244,17366.0446126878,-1.0,75.0,1,2,STOP,C20043,0.015862462668738843,-1.0,-1.015862462668739,Loss,0.1258057384072391,1.252587569359033
43,Structural BOS 2/2,Long,2024-05-02 19:35:00-05:00,2024-05-02 20:20:00-05:00,2024-05-02 20:40:00-05:00,2024-05-02 20:45:00-05:00,2024-05-02 20:45:00-05:00,2024-05-02 21:00:00-05:00,17321.5,17309.17013438084,17346.15973123832,17309.17013438084,-1.0,75.0,1,0,STOP,C20044,0.05880031643438921,-1.0,-1.058800316434389,Loss,0.4663473372382593,1.2368342422406007
44,Structural BOS 2/2,Short,2024-05-05 18:40:00-05:00,2024-05-05 19:15:00-05:00,2024-05-05 19:20:00-05:00,2024-05-05 19:25:00-05:00,2024-05-05 19:25:00-05:00,2024-05-05 20:10:00-05:00,17539.75,17550.719263313094,17517.811473373808,17550.719263313094,-1.0,90.0,1,0,STOP,C20045,0.06609377305534644,-1.0,-1.0660937730553464,Loss,0.4102372120676676,1.0483839863951505
45,Structural BOS 2/2,Long,2024-05-06 10:05:00-05:00,2024-05-06 10:40:00-05:00,2024-05-06 10:45:00-05:00,2024-05-06 10:55:00-05:00,2024-05-06 10:55:00-05:00,2024-05-06 11:10:00-05:00,17651.5,17631.58501588744,17691.329968225127,17631.58501588744,-1.0,100.0,1,3,STOP,C20046,0.03640474910259612,-1.0,-1.036404749102596,Loss,0.05021344703806361,1.04192902603982
46,Structural BOS 2/2,Short,2024-05-07 01:55:00-05:00,2024-05-07 02:20:00-05:00,2024-05-07 02:25:00-05:00,2024-05-07 02:30:00-05:00,2024-05-07 02:30:00-05:00,2024-05-07 03:30:00-05:00,17713.75,17723.022213950382,17695.205572099232,17716.5,-0.29658504589255247,75.0,1,0,TIME,C20047,0.07819060300804646,-0.29658504589255247,-0.37477564890059895,Loss,1.9952084905501513,0.5392455379865273
47,Structural BOS 2/2,Long,2024-05-07 07:50:00-05:00,2024-05-07 08:25:00-05:00,2024-05-07 08:30:00-05:00,2024-05-07 08:40:00-05:00,2024-05-07 08:40:00-05:00,2024-05-07 08:45:00-05:00,17759.75,17740.932840716847,17797.384318566306,17740.932840716847,-1.0,75.0,1,1,STOP,C20048,0.03852866360381432,-1.0,-1.0385286636038142,Loss,0.7307160338654441,1.0230024474116217
48,Structural BOS 2/2,Long,2024-05-14 12:40:00-05:00,2024-05-14 13:00:00-05:00,2024-05-14 13:05:00-05:00,2024-05-14 13:10:00-05:00,2024-05-14 13:10:00-05:00,2024-05-14 14:10:00-05:00,17916.0,17894.350482914237,17959.299034171527,17949.5,1.5473786259199678,100.0,1,4,TIME,C20049,0.033488044889313354,1.5473786259199678,1.5138905810306544,Win,1.974639888300891,0.2540472370913427
49,Structural BOS 2/2,Long,2024-05-20 05:50:00-05:00,2024-05-20 06:25:00-05:00,2024-05-20 06:30:00-05:00,2024-05-20 06:50:00-05:00,2024-05-20 06:50:00-05:00,2024-05-20 07:20:00-05:00,18223.25,18215.830717218072,18238.088565563856,18215.830717218072,-1.0,75.0,1,1,STOP,C20050,0.09771834034496908,-1.0,-1.097718340344969,Loss,0.6065276297273943,1.482623094889186
50,Structural BOS 2/2,Short,2024-05-29 14:50:00-05:00,2024-05-29 15:25:00-05:00,2024-05-29 15:35:00-05:00,2024-05-29 15:40:00-05:00,2024-05-29 15:40:00-05:00,2024-05-29 17:40:00-05:00,18311.75,18336.511350926474,18262.227298147052,18264.5,1.9082157568988989,75.0,-1,5,TIME,C20051,0.029279501031781736,1.9082157568988989,1.8789362558671172,Win,1.9486012755634052,0.0908674169951847
51,Structural BOS 2/2,Short,2024-05-30 09:30:00-05:00,2024-05-30 09:35:00-05:00,2024-05-30 09:50:00-05:00,2024-05-30 09:55:00-05:00,2024-05-30 09:55:00-05:00,2024-05-30 10:40:00-05:00,18198.75,18234.272270293808,18127.705459412384,18234.272270293808,-1.0,75.0,-1,2,STOP,C20052,0.020409731529078955,-1.0,-1.020409731529079,Loss,0.9782595457041292,1.126054153328494
52,Structural BOS 2/2,Long,2024-06-06 22:40:00-05:00,2024-06-06 23:00:00-05:00,2024-06-06 23:05:00-05:00,2024-06-06 23:10:00-05:00,2024-06-06 23:10:00-05:00,2024-06-07 00:10:00-05:00,18626.75,18622.05779588754,18636.13440822492,18629.5,0.5860785110983858,75.0,1,0,TIME,C20053,0.15451160747138099,0.5860785110983858,0.43156690362700484,Win,1.5451160747138097,0.8524778343248606
53,Structural BOS 2/2,Long,2024-06-11 12:10:00-05:00,2024-06-11 12:35:00-05:00,2024-06-11 12:40:00-05:00,2024-06-11 12:50:00-05:00,2024-06-11 12:50:00-05:00,2024-06-11 13:30:00-05:00,18702.0,18675.464801463495,18755.070397073014,18755.070397073014,2.0,75.0,1,4,TARGET,C20054,0.027322199945201155,2.0,1.9726778000547989,Win,2.656848408464388,0.3674364820216707
54,Structural BOS 2/2,Long,2024-06-11 14:55:00-05:00,2024-06-11 15:10:00-05:00,2024-06-11 15:20:00-05:00,2024-06-11 15:25:00-05:00,2024-06-11 15:25:00-05:00,2024-06-11 17:25:00-05:00,18789.0,18765.26348764298,18836.473024714043,18785.25,-0.1579844563344509,75.0,1,5,TIME,C20055,0.03054366155799586,-0.1579844563344509,-0.18852811789244678,Loss,0.04212918835585636,0.6424701224268095
55,Structural BOS 2/2,Long,2024-06-13 20:50:00-05:00,2024-06-13 21:30:00-05:00,2024-06-13 21:35:00-05:00,2024-06-13 21:40:00-05:00,2024-06-13 21:40:00-05:00,2024-06-13 22:40:00-05:00,19173.5,19167.035171477724,19186.42965704455,19183.5,1.5468314380718258,90.0,1,0,TIME,C20056,0.1121452792602143,1.5468314380718258,1.4346861588116115,Win,1.6628437959273155,0.07734157190359607
56,Structural BOS 2/2,Short,2024-06-16 23:30:00-05:00,2024-06-16 23:50:00-05:00,2024-06-16 23:55:00-05:00,2024-06-17 00:00:00-05:00,2024-06-17 00:00:00-05:00,2024-06-17 00:10:00-05:00,19230.25,19235.576013879596,19219.59797224081,19235.576013879596,-1.0,75.0,1,0,STOP,C20057,0.13612431668221917,-1.0,-1.1361243166822192,Loss,0.516333615001521,1.079606649548635
57,Structural BOS 2/2,Long,2024-06-17 05:20:00-05:00,2024-06-17 06:00:00-05:00,2024-06-17 06:10:00-05:00,2024-06-17 06:15:00-05:00,2024-06-17 06:15:00-05:00,2024-06-17 07:15:00-05:00,19256.5,19245.385654626087,19278.72869074783,19254.0,-0.22493452523686513,75.0,1,1,TIME,C20058,0.06523101231869813,-0.22493452523686513,-0.2901655375555633,Loss,0.6972970282343594,0.8097642908528043
58,Structural BOS 2/2,Short,2024-06-18 07:30:00-05:00,2024-06-18 07:35:00-05:00,2024-06-18 07:40:00-05:00,2024-06-18 08:00:00-05:00,2024-06-18 08:00:00-05:00,2024-06-18 08:25:00-05:00,19459.0,19478.376862414963,19420.246275170077,19478.376862414963,-1.0,90.0,1,1,STOP,C20059,0.03741575826229396,-1.0,-1.037415758262294,Loss,0.42576552505368986,1.0063548773996305
59,Structural BOS 2/2,Short,2024-06-20 06:35:00-05:00,2024-06-20 07:10:00-05:00,2024-06-20 07:15:00-05:00,2024-06-20 07:20:00-05:00,2024-06-20 07:20:00-05:00,2024-06-20 07:25:00-05:00,19550.75,19563.89033189207,19524.46933621586,19563.89033189207,-1.0,90.0,1,1,STOP,C20060,0.05517364446764585,-1.0,-1.0551736444676458,Loss,0.019025394644015814,1.103472889352917
60,Structural BOS 2/2,Short,2024-06-27 23:05:00-05:00,2024-06-27 23:45:00-05:00,2024-06-27 23:50:00-05:00,2024-06-28 00:00:00-05:00,2024-06-28 00:00:00-05:00,2024-06-28 01:00:00-05:00,19369.0,19377.61392140385,19351.772157192303,19377.61392140385,-1.0,90.0,1,0,STOP,C20061,0.0841660802333402,-1.0,-1.0841660802333402,Loss,0.841660802333402,1.683321604666804
61,Structural BOS 2/2,Short,2024-07-02 06:10:00-05:00,2024-07-02 06:40:00-05:00,2024-07-02 06:45:00-05:00,2024-07-02 06:50:00-05:00,2024-07-02 06:50:00-05:00,2024-07-02 07:00:00-05:00,19181.0,19197.997745397657,19147.004509204682,19197.997745397657,-1.0,90.0,-1,1,STOP,C20062,0.04265271558308727,-1.0,-1.0426527155830874,Loss,0.014707832959685264,1.1325031378957653
62,Structural BOS 2/2,Long,2024-07-03 08:30:00-05:00,2024-07-03 08:45:00-05:00,2024-07-03 08:50:00-05:00,2024-07-03 08:55:00-05:00,2024-07-03 08:55:00-05:00,2024-07-03 09:00:00-05:00,19536.75,19511.030113792094,19588.189772415808,19511.030113792094,-1.0,90.0,1,1,STOP,C20063,0.028188305116884572,-1.0,-1.0281883051168845,Loss,1.0011708369100383,1.5066163079714168
63,Structural BOS 2/2,Long,2024-07-05 10:10:00-05:00,2024-07-05 10:30:00-05:00,2024-07-05 10:35:00-05:00,2024-07-05 10:40:00-05:00,2024-07-05 10:40:00-05:00,2024-07-05 11:40:00-05:00,19854.75,19818.893450863183,19926.463098273634,19844.75,-0.278889079979308,75.0,1,3,TIME,C20064,0.02021945829850024,-0.278889079979308,-0.29910853827780826,Loss,0.6902504729488013,0.28586130697879647
