setup_id,setup_timestamp,direction,score,status,bos_timestamp,setup_to_bos_bars,opposite_bos_timestamp
S00938,2024-09-04 01:25:00-05:00,Long,90,Immediate same-bar,2024-09-04 01:25:00-05:00,0.0,
S00939,2024-09-04 02:00:00-05:00,Long,75,Later within expiry,2024-09-04 02:45:00-05:00,9.0,
S00940,2024-09-04 02:45:00-05:00,Long,75,Immediate same-bar,2024-09-04 02:45:00-05:00,0.0,
S00941,2024-09-04 03:30:00-05:00,Long,90,Immediate same-bar,2024-09-04 03:30:00-05:00,0.0,
S00942,2024-09-04 05:35:00-05:00,Long,75,Opposite BOS first,,,2024-09-04 05:50:00-05:00
S00943,2024-09-04 05:50:00-05:00,Short,90,Immediate same-bar,2024-09-04 05:50:00-05:00,0.0,
S00944,2024-09-04 07:05:00-05:00,Long,75,Immediate same-bar,2024-09-04 07:05:00-05:00,0.0,
S00945,2024-09-04 09:00:00-05:00,Long,75,Never within expiry,,,
S00946,2024-09-04 18:35:00-05:00,Short,90,Immediate same-bar,2024-09-04 18:35:00-05:00,0.0,
S00947,2024-09-04 19:20:00-05:00,Short,75,Opposite BOS first,,,2024-09-04 19:45:00-05:00
S00948,2024-09-04 22:05:00-05:00,Short,90,Immediate same-bar,2024-09-04 22:05:00-05:00,0.0,
S00949,2024-09-05 00:25:00-05:00,Short,75,Opposite BOS first,,,2024-09-05 00:30:00-05:00
S00950,2024-09-05 06:10:00-05:00,Long,75,Opposite BOS first,,,2024-09-05 06:15:00-05:00
S00951,2024-09-05 06:15:00-05:00,Short,75,Immediate same-bar,2024-09-05 06:15:00-05:00,0.0,
S00952,2024-09-05 06:45:00-05:00,Short,90,Immediate same-bar,2024-09-05 06:45:00-05:00,0.0,
S00953,2024-09-05 08:35:00-05:00,Long,90,Immediate same-bar,2024-09-05 08:35:00-05:00,0.0,
S00954,2024-09-05 12:40:00-05:00,Long,75,Immediate same-bar,2024-09-05 12:40:00-05:00,0.0,
S00955,2024-09-05 22:50:00-05:00,Long,75,Never within expiry,,,
S00956,2024-09-06 09:20:00-05:00,Short,90,Immediate same-bar,2024-09-06 09:20:00-05:00,0.0,
S00957,2024-09-06 12:05:00-05:00,Long,85,Immediate same-bar,2024-09-06 12:05:00-05:00,0.0,
S00958,2024-09-09 10:10:00-05:00,Long,70,Never within expiry,,,
S00959,2024-09-10 02:15:00-05:00,Long,75,Immediate same-bar,2024-09-10 02:15:00-05:00,0.0,
S00960,2024-09-10 04:05:00-05:00,Short,90,Immediate same-bar,2024-09-10 04:05:00-05:00,0.0,
S00961,2024-09-10 19:05:00-05:00,Long,75,Opposite BOS first,,,2024-09-10 19:15:00-05:00
S00962,2024-09-10 19:15:00-05:00,Short,90,Immediate same-bar,2024-09-10 19:15:00-05:00,0.0,
S00963,2024-09-11 03:30:00-05:00,Short,90,Immediate same-bar,2024-09-11 03:30:00-05:00,0.0,
S00964,2024-09-11 07:30:00-05:00,Short,90,Immediate same-bar,2024-09-11 07:30:00-05:00,0.0,
S00965,2024-09-11 13:20:00-05:00,Long,75,Immediate same-bar,2024-09-11 13:20:00-05:00,0.0,
S00966,2024-09-11 19:10:00-05:00,Long,90,Immediate same-bar,2024-09-11 19:10:00-05:00,0.0,
S00967,2024-09-12 00:35:00-05:00,Long,75,Later within expiry,2024-09-12 01:05:00-05:00,6.0,
S00968,2024-09-12 01:05:00-05:00,Long,90,Immediate same-bar,2024-09-12 01:05:00-05:00,0.0,
S00969,2024-09-12 01:55:00-05:00,Long,75,Opposite BOS first,,,2024-09-12 02:15:00-05:00
S00970,2024-09-12 02:25:00-05:00,Long,90,Immediate same-bar,2024-09-12 02:25:00-05:00,0.0,
S00971,2024-09-12 09:10:00-05:00,Long,90,Immediate same-bar,2024-09-12 09:10:00-05:00,0.0,
S00972,2024-09-12 10:10:00-05:00,Long,85,Immediate same-bar,2024-09-12 10:10:00-05:00,0.0,
S00973,2024-09-12 10:45:00-05:00,Long,85,Never within expiry,,,
S00974,2024-09-12 12:10:00-05:00,Long,85,Immediate same-bar,2024-09-12 12:10:00-05:00,0.0,
S00975,2024-09-12 13:50:00-05:00,Short,75,Immediate same-bar,2024-09-12 13:50:00-05:00,0.0,
S00976,2024-09-12 20:10:00-05:00,Short,75,Immediate same-bar,2024-09-12 20:10:00-05:00,0.0,
S00977,2024-09-12 22:50:00-05:00,Short,75,Never within expiry,,,
S00978,2024-09-13 01:05:00-05:00,Short,75,Immediate same-bar,2024-09-13 01:05:00-05:00,0.0,
S00979,2024-09-13 04:40:00-05:00,Short,75,Never within expiry,,,
S00980,2024-09-13 06:05:00-05:00,Short,75,Immediate same-bar,2024-09-13 06:05:00-05:00,0.0,
S00981,2024-09-13 08:35:00-05:00,Long,90,Immediate same-bar,2024-09-13 08:35:00-05:00,0.0,
S00982,2024-09-13 09:30:00-05:00,Long,85,Never within expiry,,,
S00983,2024-09-13 11:00:00-05:00,Long,100,Immediate same-bar,2024-09-13 11:00:00-05:00,0.0,
S00984,2024-09-13 11:15:00-05:00,Short,85,Immediate same-bar,2024-09-13 11:15:00-05:00,0.0,
S00985,2024-09-13 12:15:00-05:00,Long,100,Immediate same-bar,2024-09-13 12:15:00-05:00,0.0,
S00986,2024-09-15 18:10:00-05:00,Short,75,Opposite BOS first,,,2024-09-15 18:15:00-05:00
S00987,2024-09-15 18:15:00-05:00,Long,75,Immediate same-bar,2024-09-15 18:15:00-05:00,0.0,
S00988,2024-09-16 00:15:00-05:00,Short,90,Immediate same-bar,2024-09-16 00:15:00-05:00,0.0,
S00989,2024-09-17 08:35:00-05:00,Long,75,Opposite BOS first,,,2024-09-17 08:45:00-05:00
S00990,2024-09-17 08:45:00-05:00,Short,90,Immediate same-bar,2024-09-17 08:45:00-05:00,0.0,
S00991,2024-09-17 09:45:00-05:00,Long,100,Immediate same-bar,2024-09-17 09:45:00-05:00,0.0,
S00992,2024-09-17 10:40:00-05:00,Long,85,Opposite BOS first,,,2024-09-17 11:15:00-05:00
S00993,2024-09-17 11:15:00-05:00,Long,70,Never within expiry,,,
S00994,2024-09-18 02:25:00-05:00,Short,90,Immediate same-bar,2024-09-18 02:25:00-05:00,0.0,
S00995,2024-09-18 08:35:00-05:00,Long,75,Opposite BOS first,,,2024-09-18 09:15:00-05:00
S00996,2024-09-18 09:10:00-05:00,Long,75,Opposite BOS first,,,2024-09-18 09:15:00-05:00
S00997,2024-09-18 09:15:00-05:00,Short,75,Immediate same-bar,2024-09-18 09:15:00-05:00,0.0,
S00998,2024-09-18 09:40:00-05:00,Short,85,Later within expiry,2024-09-18 10:20:00-05:00,8.0,
S00999,2024-09-19 00:50:00-05:00,Long,90,Immediate same-bar,2024-09-19 00:50:00-05:00,0.0,
S01000,2024-09-19 08:50:00-05:00,Long,75,Later within expiry,2024-09-19 09:15:00-05:00,5.0,
S01001,2024-09-19 09:15:00-05:00,Long,75,Immediate same-bar,2024-09-19 09:15:00-05:00,0.0,
S01002,2024-09-19 13:15:00-05:00,Long,85,Never within expiry,,,
S01003,2024-09-19 13:50:00-05:00,Long,85,Opposite BOS first,,,2024-09-19 14:10:00-05:00
S01004,2024-09-19 14:10:00-05:00,Short,75,Immediate same-bar,2024-09-19 14:10:00-05:00,0.0,
S01005,2024-09-19 20:45:00-05:00,Long,90,Immediate same-bar,2024-09-19 20:45:00-05:00,0.0,
S01006,2024-09-19 21:45:00-05:00,Short,90,Immediate same-bar,2024-09-19 21:45:00-05:00,0.0,
S01007,2024-09-19 23:10:00-05:00,Long,75,Immediate same-bar,2024-09-19 23:10:00-05:00,0.0,
S01008,2024-09-20 00:05:00-05:00,Long,75,Opposite BOS first,,,2024-09-20 00:20:00-05:00
S01009,2024-09-20 02:30:00-05:00,Long,90,Immediate same-bar,2024-09-20 02:30:00-05:00,0.0,
S01010,2024-09-20 03:25:00-05:00,Short,75,Immediate same-bar,2024-09-20 03:25:00-05:00,0.0,
S01011,2024-09-20 08:55:00-05:00,Short,90,Immediate same-bar,2024-09-20 08:55:00-05:00,0.0,
S01012,2024-09-23 08:25:00-05:00,Long,75,Opposite BOS first,,,2024-09-23 08:30:00-05:00
S01013,2024-09-23 08:30:00-05:00,Short,90,Immediate same-bar,2024-09-23 08:30:00-05:00,0.0,
S01014,2024-09-23 11:15:00-05:00,Long,85,Opposite BOS first,,,2024-09-23 12:00:00-05:00
S01015,2024-09-24 08:50:00-05:00,Long,75,Opposite BOS first,,,2024-09-24 09:00:00-05:00
S01016,2024-09-24 11:55:00-05:00,Short,75,Immediate same-bar,2024-09-24 11:55:00-05:00,0.0,
S01017,2024-09-24 14:35:00-05:00,Short,85,Opposite BOS first,,,2024-09-24 14:45:00-05:00
S01018,2024-09-24 14:45:00-05:00,Long,100,Immediate same-bar,2024-09-24 14:45:00-05:00,0.0,
S01019,2024-09-25 15:00:00-05:00,Long,75,Immediate same-bar,2024-09-25 15:00:00-05:00,0.0,
S01020,2024-09-25 20:50:00-05:00,Long,75,Immediate same-bar,2024-09-25 20:50:00-05:00,0.0,
S01021,2024-09-26 03:40:00-05:00,Short,75,Immediate same-bar,2024-09-26 03:40:00-05:00,0.0,
S01022,2024-09-26 05:40:00-05:00,Long,90,Immediate same-bar,2024-09-26 05:40:00-05:00,0.0,
S01023,2024-09-26 08:30:00-05:00,Short,90,Immediate same-bar,2024-09-26 08:30:00-05:00,0.0,
S01024,2024-09-26 18:45:00-05:00,Short,90,Immediate same-bar,2024-09-26 18:45:00-05:00,0.0,
S01025,2024-09-30 02:05:00-05:00,Long,90,Immediate same-bar,2024-09-30 02:05:00-05:00,0.0,
S01026,2024-09-30 05:20:00-05:00,Long,75,Immediate same-bar,2024-09-30 05:20:00-05:00,0.0,
S01027,2024-09-30 06:05:00-05:00,Short,90,Immediate same-bar,2024-09-30 06:05:00-05:00,0.0,
S01028,2024-09-30 07:35:00-05:00,Short,75,Opposite BOS first,,,2024-09-30 07:50:00-05:00
S01029,2024-09-30 07:50:00-05:00,Long,90,Immediate same-bar,2024-09-30 07:50:00-05:00,0.0,
S01030,2024-09-30 09:20:00-05:00,Short,75,Immediate same-bar,2024-09-30 09:20:00-05:00,0.0,
S01031,2024-09-30 10:05:00-05:00,Short,100,Opposite BOS first,,,2024-09-30 10:25:00-05:00
S01032,2024-09-30 10:25:00-05:00,Long,75,Immediate same-bar,2024-09-30 10:25:00-05:00,0.0,
S01033,2024-09-30 13:10:00-05:00,Short,75,Immediate same-bar,2024-09-30 13:10:00-05:00,0.0,
S01034,2024-09-30 14:40:00-05:00,Long,85,Immediate same-bar,2024-09-30 14:40:00-05:00,0.0,
S01035,2024-09-30 14:45:00-05:00,Short,70,Never within expiry,,,
S01036,2024-10-01 10:05:00-05:00,Short,75,Immediate same-bar,2024-10-01 10:05:00-05:00,0.0,
S01037,2024-10-01 12:55:00-05:00,Long,75,Immediate same-bar,2024-10-01 12:55:00-05:00,0.0,
S01038,2024-10-01 18:45:00-05:00,Long,90,Immediate same-bar,2024-10-01 18:45:00-05:00,0.0,
S01039,2024-10-02 01:35:00-05:00,Long,75,Immediate same-bar,2024-10-02 01:35:00-05:00,0.0,
S01040,2024-10-02 04:00:00-05:00,Short,90,Immediate same-bar,2024-10-02 04:00:00-05:00,0.0,
S01041,2024-10-02 05:30:00-05:00,Long,90,Immediate same-bar,2024-10-02 05:30:00-05:00,0.0,
S01042,2024-10-02 08:25:00-05:00,Long,75,Opposite BOS first,,,2024-10-02 08:35:00-05:00
S01043,2024-10-02 08:35:00-05:00,Short,90,Immediate same-bar,2024-10-02 08:35:00-05:00,0.0,
S01044,2024-10-02 09:20:00-05:00,Short,75,Opposite BOS first,,,2024-10-02 09:45:00-05:00
S01045,2024-10-02 09:45:00-05:00,Long,100,Immediate same-bar,2024-10-02 09:45:00-05:00,0.0,
S01046,2024-10-03 00:15:00-05:00,Short,75,Opposite BOS first,,,2024-10-03 00:30:00-05:00
S01047,2024-10-03 00:45:00-05:00,Long,75,Opposite BOS first,,,2024-10-03 00:50:00-05:00
S01048,2024-10-03 00:50:00-05:00,Short,75,Immediate same-bar,2024-10-03 00:50:00-05:00,0.0,
S01049,2024-10-03 01:35:00-05:00,Short,90,Immediate same-bar,2024-10-03 01:35:00-05:00,0.0,
S01050,2024-10-03 01:50:00-05:00,Long,75,Immediate same-bar,2024-10-03 01:50:00-05:00,0.0,
S01051,2024-10-03 08:45:00-05:00,Short,75,Opposite BOS first,,,2024-10-03 08:50:00-05:00
S01052,2024-10-03 08:50:00-05:00,Long,75,Immediate same-bar,2024-10-03 08:50:00-05:00,0.0,
S01053,2024-10-03 14:25:00-05:00,Short,75,Immediate same-bar,2024-10-03 14:25:00-05:00,0.0,
S01054,2024-10-03 14:50:00-05:00,Long,85,Immediate same-bar,2024-10-03 14:50:00-05:00,0.0,
S01055,2024-10-04 11:35:00-05:00,Long,75,Immediate same-bar,2024-10-04 11:35:00-05:00,0.0,
S01056,2024-10-06 18:45:00-05:00,Short,90,Immediate same-bar,2024-10-06 18:45:00-05:00,0.0,
S01057,2024-10-06 23:20:00-05:00,Short,75,Opposite BOS first,,,2024-10-06 23:30:00-05:00
S01058,2024-10-06 23:30:00-05:00,Long,90,Immediate same-bar,2024-10-06 23:30:00-05:00,0.0,
S01059,2024-10-07 00:15:00-05:00,Long,75,Opposite BOS first,,,2024-10-07 00:25:00-05:00
S01060,2024-10-07 00:25:00-05:00,Short,75,Immediate same-bar,2024-10-07 00:25:00-05:00,0.0,
S01061,2024-10-07 01:50:00-05:00,Long,75,Immediate same-bar,2024-10-07 01:50:00-05:00,0.0,
S01062,2024-10-07 13:00:00-05:00,Short,75,Immediate same-bar,2024-10-07 13:00:00-05:00,0.0,
S01063,2024-10-07 19:00:00-05:00,Long,90,Immediate same-bar,2024-10-07 19:00:00-05:00,0.0,
S01064,2024-10-07 20:15:00-05:00,Long,75,Opposite BOS first,,,2024-10-07 20:30:00-05:00
S01065,2024-10-07 21:40:00-05:00,Long,90,Immediate same-bar,2024-10-07 21:40:00-05:00,0.0,
S01066,2024-10-08 00:10:00-05:00,Long,75,Never within expiry,,,
S01067,2024-10-08 01:20:00-05:00,Short,75,Immediate same-bar,2024-10-08 01:20:00-05:00,0.0,
S01068,2024-10-08 02:35:00-05:00,Long,75,Immediate same-bar,2024-10-08 02:35:00-05:00,0.0,
S01069,2024-10-08 11:05:00-05:00,Long,85,Never within expiry,,,
S01070,2024-10-08 12:05:00-05:00,Short,75,Immediate same-bar,2024-10-08 12:05:00-05:00,0.0,
S01071,2024-10-08 13:35:00-05:00,Long,75,Immediate same-bar,2024-10-08 13:35:00-05:00,0.0,
S01072,2024-10-08 18:00:00-05:00,Short,75,Never within expiry,,,
S01073,2024-10-08 20:00:00-05:00,Long,75,Immediate same-bar,2024-10-08 20:00:00-05:00,0.0,
S01074,2024-10-08 20:40:00-05:00,Long,75,Immediate same-bar,2024-10-08 20:40:00-05:00,0.0,
S01075,2024-10-08 21:00:00-05:00,Short,90,Immediate same-bar,2024-10-08 21:00:00-05:00,0.0,
S01076,2024-10-08 21:35:00-05:00,Short,75,Immediate same-bar,2024-10-08 21:35:00-05:00,0.0,
S01077,2024-10-09 00:00:00-05:00,Long,90,Immediate same-bar,2024-10-09 00:00:00-05:00,0.0,
S01078,2024-10-09 08:15:00-05:00,Long,75,Immediate same-bar,2024-10-09 08:15:00-05:00,0.0,
S01079,2024-10-09 09:10:00-05:00,Long,75,Immediate same-bar,2024-10-09 09:10:00-05:00,0.0,
S01080,2024-10-09 13:25:00-05:00,Long,100,Immediate same-bar,2024-10-09 13:25:00-05:00,0.0,
S01081,2024-10-09 14:30:00-05:00,Long,100,Immediate same-bar,2024-10-09 14:30:00-05:00,0.0,
S01082,2024-10-09 19:05:00-05:00,Long,75,Never within expiry,,,
S01083,2024-10-09 20:05:00-05:00,Long,90,Immediate same-bar,2024-10-09 20:05:00-05:00,0.0,
S01084,2024-10-09 21:10:00-05:00,Long,75,Later within expiry,2024-10-09 21:35:00-05:00,5.0,
S01085,2024-10-09 21:35:00-05:00,Long,90,Immediate same-bar,2024-10-09 21:35:00-05:00,0.0,
S01086,2024-10-10 00:20:00-05:00,Short,90,Immediate same-bar,2024-10-10 00:20:00-05:00,0.0,
S01087,2024-10-10 07:30:00-05:00,Short,90,Immediate same-bar,2024-10-10 07:30:00-05:00,0.0,
S01088,2024-10-10 14:50:00-05:00,Long,100,Immediate same-bar,2024-10-10 14:50:00-05:00,0.0,
S01089,2024-10-10 23:40:00-05:00,Long,75,Opposite BOS first,,,2024-10-10 23:50:00-05:00
S01090,2024-10-11 11:55:00-05:00,Long,70,Never within expiry,,,
S01091,2024-10-11 13:05:00-05:00,Long,100,Immediate same-bar,2024-10-11 13:05:00-05:00,0.0,
S01092,2024-10-11 13:35:00-05:00,Long,85,Later within expiry,2024-10-11 14:05:00-05:00,6.0,
S01093,2024-10-11 14:05:00-05:00,Long,100,Immediate same-bar,2024-10-11 14:05:00-05:00,0.0,
S01094,2024-10-11 15:10:00-05:00,Short,85,Immediate same-bar,2024-10-11 15:10:00-05:00,0.0,
S01095,2024-10-13 18:50:00-05:00,Short,90,Immediate same-bar,2024-10-13 18:50:00-05:00,0.0,
S01096,2024-10-14 09:55:00-05:00,Short,100,Immediate same-bar,2024-10-14 09:55:00-05:00,0.0,
S01097,2024-10-14 13:35:00-05:00,Long,75,Immediate same-bar,2024-10-14 13:35:00-05:00,0.0,
S01098,2024-10-14 14:40:00-05:00,Long,75,Immediate same-bar,2024-10-14 14:40:00-05:00,0.0,
S01099,2024-10-14 21:00:00-05:00,Short,75,Later within expiry,2024-10-14 21:40:00-05:00,8.0,
S01100,2024-10-14 21:40:00-05:00,Short,90,Immediate same-bar,2024-10-14 21:40:00-05:00,0.0,
S01101,2024-10-15 02:35:00-05:00,Short,75,Later within expiry,2024-10-15 03:15:00-05:00,8.0,
S01102,2024-10-15 03:15:00-05:00,Short,90,Immediate same-bar,2024-10-15 03:15:00-05:00,0.0,
S01103,2024-10-15 09:10:00-05:00,Short,90,Immediate same-bar,2024-10-15 09:10:00-05:00,0.0,
S01104,2024-10-15 20:05:00-05:00,Long,75,Later within expiry,2024-10-15 20:50:00-05:00,9.0,
S01105,2024-10-15 20:50:00-05:00,Long,90,Immediate same-bar,2024-10-15 20:50:00-05:00,0.0,
S01106,2024-10-15 21:30:00-05:00,Long,75,Immediate same-bar,2024-10-15 21:30:00-05:00,0.0,
S01107,2024-10-16 00:05:00-05:00,Short,90,Immediate same-bar,2024-10-16 00:05:00-05:00,0.0,
S01108,2024-10-16 00:30:00-05:00,Short,75,Later within expiry,2024-10-16 01:10:00-05:00,8.0,
S01109,2024-10-16 01:10:00-05:00,Short,75,Immediate same-bar,2024-10-16 01:10:00-05:00,0.0,
S01110,2024-10-16 02:10:00-05:00,Short,90,Immediate same-bar,2024-10-16 02:10:00-05:00,0.0,
S01111,2024-10-16 06:05:00-05:00,Long,90,Immediate same-bar,2024-10-16 06:05:00-05:00,0.0,
S01112,2024-10-16 07:20:00-05:00,Long,75,Opposite BOS first,,,2024-10-16 07:35:00-05:00
S01113,2024-10-16 07:35:00-05:00,Short,90,Immediate same-bar,2024-10-16 07:35:00-05:00,0.0,
S01114,2024-10-16 11:55:00-05:00,Long,75,Immediate same-bar,2024-10-16 11:55:00-05:00,0.0,
S01115,2024-10-16 13:20:00-05:00,Long,75,Immediate same-bar,2024-10-16 13:20:00-05:00,0.0,
S01116,2024-10-17 00:20:00-05:00,Short,75,Opposite BOS first,,,2024-10-17 00:30:00-05:00
S01117,2024-10-17 00:30:00-05:00,Long,90,Immediate same-bar,2024-10-17 00:30:00-05:00,0.0,
S01118,2024-10-17 08:30:00-05:00,Short,90,Immediate same-bar,2024-10-17 08:30:00-05:00,0.0,
S01119,2024-10-17 12:50:00-05:00,Short,70,Later within expiry,2024-10-17 13:00:00-05:00,2.0,
S01120,2024-10-18 08:30:00-05:00,Short,90,Immediate same-bar,2024-10-18 08:30:00-05:00,0.0,
S01121,2024-10-18 11:10:00-05:00,Short,100,Immediate same-bar,2024-10-18 11:10:00-05:00,0.0,
S01122,2024-10-18 15:05:00-05:00,Short,85,Never within expiry,,,
S01123,2024-10-21 13:20:00-05:00,Long,85,Opposite BOS first,,,2024-10-21 13:40:00-05:00
S01124,2024-10-21 13:40:00-05:00,Short,100,Immediate same-bar,2024-10-21 13:40:00-05:00,0.0,
S01125,2024-10-21 14:50:00-05:00,Long,100,Immediate same-bar,2024-10-21 14:50:00-05:00,0.0,
S01126,2024-10-22 08:40:00-05:00,Short,75,Opposite BOS first,,,2024-10-22 08:45:00-05:00
S01127,2024-10-22 08:45:00-05:00,Long,75,Immediate same-bar,2024-10-22 08:45:00-05:00,0.0,
S01128,2024-10-22 21:10:00-05:00,Short,75,Opposite BOS first,,,2024-10-22 21:15:00-05:00
S01129,2024-10-22 22:30:00-05:00,Long,75,Opposite BOS first,,,2024-10-22 22:40:00-05:00
S01130,2024-10-22 22:40:00-05:00,Short,75,Immediate same-bar,2024-10-22 22:40:00-05:00,0.0,
S01131,2024-10-23 02:05:00-05:00,Long,75,Immediate same-bar,2024-10-23 02:05:00-05:00,0.0,
S01132,2024-10-23 03:40:00-05:00,Short,90,Immediate same-bar,2024-10-23 03:40:00-05:00,0.0,
S01133,2024-10-23 11:00:00-05:00,Short,75,Immediate same-bar,2024-10-23 11:00:00-05:00,0.0,
S01134,2024-10-23 12:00:00-05:00,Short,75,Immediate same-bar,2024-10-23 12:00:00-05:00,0.0,
S01135,2024-10-23 14:35:00-05:00,Long,75,Immediate same-bar,2024-10-23 14:35:00-05:00,0.0,
S01136,2024-10-23 19:30:00-05:00,Long,90,Immediate same-bar,2024-10-23 19:30:00-05:00,0.0,
S01137,2024-10-23 23:00:00-05:00,Long,75,Never within expiry,,,
S01138,2024-10-23 23:45:00-05:00,Long,75,Opposite BOS first,,,2024-10-24 00:25:00-05:00
S01139,2024-10-24 00:40:00-05:00,Long,75,Immediate same-bar,2024-10-24 00:40:00-05:00,0.0,
S01140,2024-10-24 10:45:00-05:00,Short,75,Immediate same-bar,2024-10-24 10:45:00-05:00,0.0,
S01141,2024-10-25 06:00:00-05:00,Short,90,Immediate same-bar,2024-10-25 06:00:00-05:00,0.0,
S01142,2024-10-25 06:45:00-05:00,Long,90,Immediate same-bar,2024-10-25 06:45:00-05:00,0.0,
S01143,2024-10-25 10:50:00-05:00,Short,75,Immediate same-bar,2024-10-25 10:50:00-05:00,0.0,
S01144,2024-10-25 12:15:00-05:00,Short,75,Immediate same-bar,2024-10-25 12:15:00-05:00,0.0,
S01145,2024-10-27 19:05:00-05:00,Short,75,Opposite BOS first,,,2024-10-27 19:15:00-05:00
S01146,2024-10-27 19:15:00-05:00,Long,75,Immediate same-bar,2024-10-27 19:15:00-05:00,0.0,
S01147,2024-10-27 23:20:00-05:00,Short,75,Opposite BOS first,,,2024-10-27 23:40:00-05:00
S01148,2024-10-27 23:40:00-05:00,Long,90,Immediate same-bar,2024-10-27 23:40:00-05:00,0.0,
S01149,2024-10-28 03:00:00-05:00,Long,75,Opposite BOS first,,,2024-10-28 03:05:00-05:00
S01150,2024-10-28 03:30:00-05:00,Short,75,Opposite BOS first,,,2024-10-28 03:35:00-05:00
S01151,2024-10-28 03:35:00-05:00,Long,75,Immediate same-bar,2024-10-28 03:35:00-05:00,0.0,
S01152,2024-10-29 02:55:00-05:00,Short,90,Immediate same-bar,2024-10-29 02:55:00-05:00,0.0,
S01153,2024-10-29 14:55:00-05:00,Long,85,Later within expiry,2024-10-29 15:10:00-05:00,3.0,
S01154,2024-10-29 21:35:00-05:00,Long,75,Opposite BOS first,,,2024-10-29 22:15:00-05:00
S01155,2024-10-30 03:05:00-05:00,Short,90,Immediate same-bar,2024-10-30 03:05:00-05:00,0.0,
S01156,2024-10-30 03:40:00-05:00,Short,75,Immediate same-bar,2024-10-30 03:40:00-05:00,0.0,
S01157,2024-10-30 06:50:00-05:00,Short,75,Immediate same-bar,2024-10-30 06:50:00-05:00,0.0,
S01158,2024-10-30 19:50:00-05:00,Short,75,Opposite BOS first,,,2024-10-30 20:00:00-05:00
S01159,2024-10-30 20:00:00-05:00,Long,90,Immediate same-bar,2024-10-30 20:00:00-05:00,0.0,
S01160,2024-10-31 08:25:00-05:00,Short,90,Immediate same-bar,2024-10-31 08:25:00-05:00,0.0,
S01161,2024-10-31 12:00:00-05:00,Short,85,Opposite BOS first,,,2024-10-31 12:05:00-05:00
S01162,2024-10-31 12:05:00-05:00,Long,85,Immediate same-bar,2024-10-31 12:05:00-05:00,0.0,
S01163,2024-10-31 13:00:00-05:00,Long,85,Opposite BOS first,,,2024-10-31 13:15:00-05:00
S01164,2024-10-31 13:15:00-05:00,Short,100,Immediate same-bar,2024-10-31 13:15:00-05:00,0.0,
S01165,2024-10-31 14:45:00-05:00,Long,75,Immediate same-bar,2024-10-31 14:45:00-05:00,0.0,
S01166,2024-11-01 01:50:00-05:00,Short,75,Immediate same-bar,2024-11-01 01:50:00-05:00,0.0,
S01167,2024-11-01 02:50:00-05:00,Short,75,Opposite BOS first,,,2024-11-01 03:00:00-05:00
S01168,2024-11-01 07:25:00-05:00,Short,90,Immediate same-bar,2024-11-01 07:25:00-05:00,0.0,
S01169,2024-11-01 07:40:00-05:00,Long,90,Immediate same-bar,2024-11-01 07:40:00-05:00,0.0,
S01170,2024-11-01 08:20:00-05:00,Long,75,Opposite BOS first,,,2024-11-01 08:25:00-05:00
S01171,2024-11-01 08:25:00-05:00,Short,75,Immediate same-bar,2024-11-01 08:25:00-05:00,0.0,
S01172,2024-11-04 09:00:00-06:00,Short,75,Opposite BOS first,,,2024-11-04 09:15:00-06:00
S01173,2024-11-04 09:15:00-06:00,Long,75,Immediate same-bar,2024-11-04 09:15:00-06:00,0.0,
S01174,2024-11-04 19:45:00-06:00,Long,90,Immediate same-bar,2024-11-04 19:45:00-06:00,0.0,
S01175,2024-11-04 22:05:00-06:00,Long,75,Opposite BOS first,,,2024-11-04 22:30:00-06:00
S01176,2024-11-04 22:30:00-06:00,Short,90,Immediate same-bar,2024-11-04 22:30:00-06:00,0.0,
S01177,2024-11-05 08:30:00-06:00,Long,90,Immediate same-bar,2024-11-05 08:30:00-06:00,0.0,
S01178,2024-11-05 13:50:00-06:00,Short,75,Immediate same-bar,2024-11-05 13:50:00-06:00,0.0,
S01179,2024-11-05 14:30:00-06:00,Long,85,Immediate same-bar,2024-11-05 14:30:00-06:00,0.0,
S01180,2024-11-05 15:05:00-06:00,Short,70,Never within expiry,,,
S01181,2024-11-06 08:10:00-06:00,Long,75,Opposite BOS first,,,2024-11-06 08:20:00-06:00
S01182,2024-11-06 08:20:00-06:00,Short,75,Immediate same-bar,2024-11-06 08:20:00-06:00,0.0,
S01183,2024-11-06 09:30:00-06:00,Short,70,Never within expiry,,,
S01184,2024-11-06 11:45:00-06:00,Long,75,Immediate same-bar,2024-11-06 11:45:00-06:00,0.0,
S01185,2024-11-06 14:05:00-06:00,Long,75,Immediate same-bar,2024-11-06 14:05:00-06:00,0.0,
S01186,2024-11-06 19:35:00-06:00,Long,90,Immediate same-bar,2024-11-06 19:35:00-06:00,0.0,
S01187,2024-11-07 06:00:00-06:00,Long,90,Immediate same-bar,2024-11-07 06:00:00-06:00,0.0,
S01188,2024-11-07 09:45:00-06:00,Long,75,Immediate same-bar,2024-11-07 09:45:00-06:00,0.0,
S01189,2024-11-07 10:45:00-06:00,Long,75,Immediate same-bar,2024-11-07 10:45:00-06:00,0.0,
S01190,2024-11-07 12:10:00-06:00,Long,85,Never within expiry,,,
S01191,2024-11-07 13:45:00-06:00,Long,100,Immediate same-bar,2024-11-07 13:45:00-06:00,0.0,
S01192,2024-11-07 18:00:00-06:00,Long,90,Immediate same-bar,2024-11-07 18:00:00-06:00,0.0,
