trade_id,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirmation_timestamp,entry_timestamp,exit_timestamp,setup_to_bos_bars,bos_to_retest_bars,retest_to_confirm_bars,same_bar_setup_bos,confirm_equals_entry,confirm_to_entry_bars,setup_not_after_bos,retest_after_bos,confirm_after_retest,event_order_pass,bos_equals_retest,retest_equals_confirm,setup_equals_bos_equals_retest,bos_equals_retest_equals_confirm
A0095,Long,2024-04-25 01:50:00-05:00,2024-04-25 01:50:00-05:00,2024-04-25 02:20:00-05:00,2024-04-25 02:30:00-05:00,2024-04-25 02:30:00-05:00,2024-04-25 03:10:00-05:00,0,6,2,True,True,0,True,True,True,True,False,False,False,False
A0096,Long,2024-04-26 11:55:00-05:00,2024-04-26 11:55:00-05:00,2024-04-26 12:00:00-05:00,2024-04-26 12:05:00-05:00,2024-04-26 12:05:00-05:00,2024-04-26 13:05:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0097,Long,2024-04-29 00:40:00-05:00,2024-04-29 00:40:00-05:00,2024-04-29 00:45:00-05:00,2024-04-29 00:55:00-05:00,2024-04-29 00:55:00-05:00,2024-04-29 01:00:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0098,Long,2024-04-29 12:25:00-05:00,2024-04-29 12:25:00-05:00,2024-04-29 12:30:00-05:00,2024-04-29 12:40:00-05:00,2024-04-29 12:40:00-05:00,2024-04-29 13:00:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0099,Long,2024-04-29 14:50:00-05:00,2024-04-29 14:50:00-05:00,2024-04-29 14:55:00-05:00,2024-04-29 15:00:00-05:00,2024-04-29 15:00:00-05:00,2024-04-29 17:00:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0100,Short,2024-04-29 23:15:00-05:00,2024-04-29 23:15:00-05:00,2024-04-29 23:20:00-05:00,2024-04-29 23:30:00-05:00,2024-04-29 23:30:00-05:00,2024-04-30 00:10:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0101,Long,2024-05-03 13:05:00-05:00,2024-05-03 13:05:00-05:00,2024-05-03 13:40:00-05:00,2024-05-03 13:45:00-05:00,2024-05-03 13:45:00-05:00,2024-05-03 14:45:00-05:00,0,7,1,True,True,0,True,True,True,True,False,False,False,False
A0102,Long,2024-05-06 10:05:00-05:00,2024-05-06 10:40:00-05:00,2024-05-06 10:45:00-05:00,2024-05-06 10:55:00-05:00,2024-05-06 10:55:00-05:00,2024-05-06 11:10:00-05:00,7,1,2,False,True,0,True,True,True,True,False,False,False,False
A0103,Long,2024-05-06 14:45:00-05:00,2024-05-06 14:45:00-05:00,2024-05-06 14:50:00-05:00,2024-05-06 14:55:00-05:00,2024-05-06 14:55:00-05:00,2024-05-06 15:55:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0104,Short,2024-05-07 02:20:00-05:00,2024-05-07 02:20:00-05:00,2024-05-07 02:25:00-05:00,2024-05-07 02:30:00-05:00,2024-05-07 02:30:00-05:00,2024-05-07 03:30:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0105,Long,2024-05-07 07:50:00-05:00,2024-05-07 07:50:00-05:00,2024-05-07 07:55:00-05:00,2024-05-07 08:00:00-05:00,2024-05-07 08:00:00-05:00,2024-05-07 08:30:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0106,Long,2024-05-09 09:35:00-05:00,2024-05-09 09:35:00-05:00,2024-05-09 09:45:00-05:00,2024-05-09 09:50:00-05:00,2024-05-09 09:50:00-05:00,2024-05-09 10:50:00-05:00,0,2,1,True,True,0,True,True,True,True,False,False,False,False
A0107,Short,2024-05-10 07:25:00-05:00,2024-05-10 07:35:00-05:00,2024-05-10 07:40:00-05:00,2024-05-10 07:45:00-05:00,2024-05-10 07:45:00-05:00,2024-05-10 08:30:00-05:00,2,1,1,False,True,0,True,True,True,True,False,False,False,False
A0108,Long,2024-05-10 13:05:00-05:00,2024-05-10 13:05:00-05:00,2024-05-10 13:10:00-05:00,2024-05-10 13:15:00-05:00,2024-05-10 13:15:00-05:00,2024-05-10 13:30:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0109,Short,2024-05-14 06:25:00-05:00,2024-05-14 06:25:00-05:00,2024-05-14 06:40:00-05:00,2024-05-14 06:45:00-05:00,2024-05-14 06:45:00-05:00,2024-05-14 07:10:00-05:00,0,3,1,True,True,0,True,True,True,True,False,False,False,False
A0110,Long,2024-05-14 14:15:00-05:00,2024-05-14 14:15:00-05:00,2024-05-14 14:20:00-05:00,2024-05-14 14:25:00-05:00,2024-05-14 14:25:00-05:00,2024-05-14 15:25:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0111,Short,2024-05-15 02:25:00-05:00,2024-05-15 02:25:00-05:00,2024-05-15 02:30:00-05:00,2024-05-15 02:35:00-05:00,2024-05-15 02:35:00-05:00,2024-05-15 03:30:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0112,Long,2024-05-15 22:20:00-05:00,2024-05-15 22:20:00-05:00,2024-05-15 22:25:00-05:00,2024-05-15 22:30:00-05:00,2024-05-15 22:30:00-05:00,2024-05-15 23:10:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0113,Short,2024-05-16 12:20:00-05:00,2024-05-16 12:20:00-05:00,2024-05-16 12:30:00-05:00,2024-05-16 12:35:00-05:00,2024-05-16 12:35:00-05:00,2024-05-16 13:35:00-05:00,0,2,1,True,True,0,True,True,True,True,False,False,False,False
A0114,Short,2024-05-17 08:25:00-05:00,2024-05-17 08:25:00-05:00,2024-05-17 08:30:00-05:00,2024-05-17 08:40:00-05:00,2024-05-17 08:40:00-05:00,2024-05-17 09:25:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0115,Long,2024-05-19 21:40:00-05:00,2024-05-19 21:40:00-05:00,2024-05-19 22:10:00-05:00,2024-05-19 22:15:00-05:00,2024-05-19 22:15:00-05:00,2024-05-19 22:45:00-05:00,0,6,1,True,True,0,True,True,True,True,False,False,False,False
A0116,Long,2024-05-20 05:50:00-05:00,2024-05-20 05:50:00-05:00,2024-05-20 05:55:00-05:00,2024-05-20 06:00:00-05:00,2024-05-20 06:00:00-05:00,2024-05-20 06:05:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0117,Long,2024-05-22 10:10:00-05:00,2024-05-22 10:10:00-05:00,2024-05-22 10:15:00-05:00,2024-05-22 10:25:00-05:00,2024-05-22 10:25:00-05:00,2024-05-22 10:50:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0118,Long,2024-05-29 11:30:00-05:00,2024-05-29 11:30:00-05:00,2024-05-29 11:35:00-05:00,2024-05-29 11:45:00-05:00,2024-05-29 11:45:00-05:00,2024-05-29 12:05:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0119,Short,2024-05-29 14:50:00-05:00,2024-05-29 14:50:00-05:00,2024-05-29 15:00:00-05:00,2024-05-29 15:05:00-05:00,2024-05-29 15:05:00-05:00,2024-05-29 17:05:00-05:00,0,2,1,True,True,0,True,True,True,True,False,False,False,False
A0120,Short,2024-05-30 09:30:00-05:00,2024-05-30 09:30:00-05:00,2024-05-30 09:35:00-05:00,2024-05-30 09:40:00-05:00,2024-05-30 09:40:00-05:00,2024-05-30 10:40:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0121,Short,2024-05-30 13:10:00-05:00,2024-05-30 13:10:00-05:00,2024-05-30 13:15:00-05:00,2024-05-30 13:20:00-05:00,2024-05-30 13:20:00-05:00,2024-05-30 14:20:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0122,Short,2024-05-30 19:05:00-05:00,2024-05-30 19:05:00-05:00,2024-05-30 19:10:00-05:00,2024-05-30 19:15:00-05:00,2024-05-30 19:15:00-05:00,2024-05-30 20:00:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0123,Long,2024-05-31 06:10:00-05:00,2024-05-31 06:10:00-05:00,2024-05-31 06:15:00-05:00,2024-05-31 06:20:00-05:00,2024-05-31 06:20:00-05:00,2024-05-31 07:20:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0124,Short,2024-06-06 07:30:00-05:00,2024-06-06 07:30:00-05:00,2024-06-06 07:40:00-05:00,2024-06-06 07:45:00-05:00,2024-06-06 07:45:00-05:00,2024-06-06 07:55:00-05:00,0,2,1,True,True,0,True,True,True,True,False,False,False,False
A0125,Short,2024-06-06 11:30:00-05:00,2024-06-06 11:30:00-05:00,2024-06-06 11:35:00-05:00,2024-06-06 11:40:00-05:00,2024-06-06 11:40:00-05:00,2024-06-06 12:00:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0126,Long,2024-06-10 20:35:00-05:00,2024-06-10 20:35:00-05:00,2024-06-10 20:40:00-05:00,2024-06-10 20:50:00-05:00,2024-06-10 20:50:00-05:00,2024-06-10 21:25:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0127,Long,2024-06-11 14:55:00-05:00,2024-06-11 14:55:00-05:00,2024-06-11 15:00:00-05:00,2024-06-11 15:05:00-05:00,2024-06-11 15:05:00-05:00,2024-06-11 17:05:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0128,Short,2024-06-12 02:00:00-05:00,2024-06-12 02:00:00-05:00,2024-06-12 02:35:00-05:00,2024-06-12 02:45:00-05:00,2024-06-12 02:45:00-05:00,2024-06-12 03:10:00-05:00,0,7,2,True,True,0,True,True,True,True,False,False,False,False
A0129,Long,2024-06-12 15:40:00-05:00,2024-06-12 15:40:00-05:00,2024-06-12 15:45:00-05:00,2024-06-12 15:55:00-05:00,2024-06-12 15:55:00-05:00,2024-06-12 17:55:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0130,Long,2024-06-12 22:10:00-05:00,2024-06-12 22:10:00-05:00,2024-06-12 22:15:00-05:00,2024-06-12 22:20:00-05:00,2024-06-12 22:20:00-05:00,2024-06-12 23:20:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0131,Short,2024-06-13 11:15:00-05:00,2024-06-13 11:15:00-05:00,2024-06-13 11:20:00-05:00,2024-06-13 11:25:00-05:00,2024-06-13 11:25:00-05:00,2024-06-13 11:35:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0132,Long,2024-06-13 20:50:00-05:00,2024-06-13 20:50:00-05:00,2024-06-13 21:05:00-05:00,2024-06-13 21:10:00-05:00,2024-06-13 21:10:00-05:00,2024-06-13 22:10:00-05:00,0,3,1,True,True,0,True,True,True,True,False,False,False,False
A0133,Short,2024-06-14 03:50:00-05:00,2024-06-14 03:50:00-05:00,2024-06-14 03:55:00-05:00,2024-06-14 04:05:00-05:00,2024-06-14 04:05:00-05:00,2024-06-14 04:40:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0134,Long,2024-06-14 12:05:00-05:00,2024-06-14 12:05:00-05:00,2024-06-14 12:10:00-05:00,2024-06-14 12:20:00-05:00,2024-06-14 12:20:00-05:00,2024-06-14 13:20:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0135,Long,2024-06-14 14:55:00-05:00,2024-06-14 14:55:00-05:00,2024-06-14 15:00:00-05:00,2024-06-14 15:05:00-05:00,2024-06-14 15:05:00-05:00,2024-06-16 17:05:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0136,Short,2024-06-16 19:35:00-05:00,2024-06-16 19:35:00-05:00,2024-06-16 19:40:00-05:00,2024-06-16 19:45:00-05:00,2024-06-16 19:45:00-05:00,2024-06-16 20:45:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0137,Short,2024-06-17 00:35:00-05:00,2024-06-17 01:00:00-05:00,2024-06-17 01:05:00-05:00,2024-06-17 01:15:00-05:00,2024-06-17 01:15:00-05:00,2024-06-17 01:20:00-05:00,5,1,2,False,True,0,True,True,True,True,False,False,False,False
A0138,Short,2024-06-17 03:30:00-05:00,2024-06-17 03:30:00-05:00,2024-06-17 03:35:00-05:00,2024-06-17 03:40:00-05:00,2024-06-17 03:40:00-05:00,2024-06-17 04:40:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0139,Short,2024-06-17 23:25:00-05:00,2024-06-17 23:25:00-05:00,2024-06-17 23:40:00-05:00,2024-06-17 23:45:00-05:00,2024-06-17 23:45:00-05:00,2024-06-18 00:25:00-05:00,0,3,1,True,True,0,True,True,True,True,False,False,False,False
A0140,Short,2024-06-18 07:30:00-05:00,2024-06-18 07:35:00-05:00,2024-06-18 07:40:00-05:00,2024-06-18 08:00:00-05:00,2024-06-18 08:00:00-05:00,2024-06-18 08:25:00-05:00,1,1,4,False,True,0,True,True,True,True,False,False,False,False
A0141,Long,2024-06-18 11:55:00-05:00,2024-06-18 11:55:00-05:00,2024-06-18 12:00:00-05:00,2024-06-18 12:05:00-05:00,2024-06-18 12:05:00-05:00,2024-06-18 13:00:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0142,Long,2024-06-18 15:55:00-05:00,2024-06-18 15:55:00-05:00,2024-06-18 17:00:00-05:00,2024-06-18 17:05:00-05:00,2024-06-18 17:05:00-05:00,2024-06-18 18:05:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0143,Short,2024-06-18 23:40:00-05:00,2024-06-18 23:40:00-05:00,2024-06-18 23:45:00-05:00,2024-06-18 23:50:00-05:00,2024-06-18 23:50:00-05:00,2024-06-19 00:00:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0144,Long,2024-06-21 09:55:00-05:00,2024-06-21 09:55:00-05:00,2024-06-21 10:00:00-05:00,2024-06-21 10:10:00-05:00,2024-06-21 10:10:00-05:00,2024-06-21 11:10:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0145,Short,2024-06-21 12:15:00-05:00,2024-06-21 12:15:00-05:00,2024-06-21 12:20:00-05:00,2024-06-21 12:30:00-05:00,2024-06-21 12:30:00-05:00,2024-06-21 13:25:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0146,Short,2024-06-24 14:55:00-05:00,2024-06-24 14:55:00-05:00,2024-06-24 15:05:00-05:00,2024-06-24 15:15:00-05:00,2024-06-24 15:15:00-05:00,2024-06-24 17:15:00-05:00,0,2,2,True,True,0,True,True,True,True,False,False,False,False
A0147,Short,2024-06-24 19:55:00-05:00,2024-06-24 19:55:00-05:00,2024-06-24 20:05:00-05:00,2024-06-24 20:10:00-05:00,2024-06-24 20:10:00-05:00,2024-06-24 20:30:00-05:00,0,2,1,True,True,0,True,True,True,True,False,False,False,False
A0148,Long,2024-06-27 07:30:00-05:00,2024-06-27 07:30:00-05:00,2024-06-27 07:35:00-05:00,2024-06-27 07:50:00-05:00,2024-06-27 07:50:00-05:00,2024-06-27 08:30:00-05:00,0,1,3,True,True,0,True,True,True,True,False,False,False,False
A0149,Long,2024-06-27 08:30:00-05:00,2024-06-27 08:30:00-05:00,2024-06-27 08:50:00-05:00,2024-06-27 08:55:00-05:00,2024-06-27 08:55:00-05:00,2024-06-27 09:50:00-05:00,0,4,1,True,True,0,True,True,True,True,False,False,False,False
A0150,Short,2024-06-27 13:00:00-05:00,2024-06-27 13:00:00-05:00,2024-06-27 13:05:00-05:00,2024-06-27 13:10:00-05:00,2024-06-27 13:10:00-05:00,2024-06-27 13:55:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0151,Short,2024-06-27 23:05:00-05:00,2024-06-27 23:05:00-05:00,2024-06-27 23:10:00-05:00,2024-06-27 23:25:00-05:00,2024-06-27 23:25:00-05:00,2024-06-28 00:25:00-05:00,0,1,3,True,True,0,True,True,True,True,False,False,False,False
A0152,Long,2024-06-28 09:00:00-05:00,2024-06-28 09:00:00-05:00,2024-06-28 09:40:00-05:00,2024-06-28 09:45:00-05:00,2024-06-28 09:45:00-05:00,2024-06-28 09:50:00-05:00,0,8,1,True,True,0,True,True,True,True,False,False,False,False
A0153,Short,2024-06-28 11:05:00-05:00,2024-06-28 11:05:00-05:00,2024-06-28 11:25:00-05:00,2024-06-28 11:30:00-05:00,2024-06-28 11:30:00-05:00,2024-06-28 12:30:00-05:00,0,4,1,True,True,0,True,True,True,True,False,False,False,False
A0154,Short,2024-07-01 02:25:00-05:00,2024-07-01 02:25:00-05:00,2024-07-01 02:30:00-05:00,2024-07-01 02:35:00-05:00,2024-07-01 02:35:00-05:00,2024-07-01 02:55:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0155,Long,2024-07-02 14:50:00-05:00,2024-07-02 14:55:00-05:00,2024-07-02 15:00:00-05:00,2024-07-02 15:10:00-05:00,2024-07-02 15:10:00-05:00,2024-07-02 15:45:00-05:00,1,1,2,False,True,0,True,True,True,True,False,False,False,False
A0156,Long,2024-07-04 18:20:00-05:00,2024-07-04 18:20:00-05:00,2024-07-04 18:25:00-05:00,2024-07-04 18:30:00-05:00,2024-07-04 18:30:00-05:00,2024-07-04 19:30:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0157,Long,2024-07-05 10:10:00-05:00,2024-07-05 10:10:00-05:00,2024-07-05 10:20:00-05:00,2024-07-05 10:25:00-05:00,2024-07-05 10:25:00-05:00,2024-07-05 11:25:00-05:00,0,2,1,True,True,0,True,True,True,True,False,False,False,False
A0158,Short,2024-07-05 15:40:00-05:00,2024-07-05 15:40:00-05:00,2024-07-05 15:45:00-05:00,2024-07-05 15:55:00-05:00,2024-07-05 15:55:00-05:00,2024-07-07 17:05:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0159,Long,2024-07-08 10:20:00-05:00,2024-07-08 10:20:00-05:00,2024-07-08 10:25:00-05:00,2024-07-08 10:30:00-05:00,2024-07-08 10:30:00-05:00,2024-07-08 10:35:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0160,Long,2024-07-08 14:50:00-05:00,2024-07-08 14:50:00-05:00,2024-07-08 14:55:00-05:00,2024-07-08 15:00:00-05:00,2024-07-08 15:00:00-05:00,2024-07-08 17:00:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0161,Short,2024-07-09 00:20:00-05:00,2024-07-09 00:20:00-05:00,2024-07-09 00:25:00-05:00,2024-07-09 00:30:00-05:00,2024-07-09 00:30:00-05:00,2024-07-09 00:40:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0162,Long,2024-07-09 02:25:00-05:00,2024-07-09 02:25:00-05:00,2024-07-09 02:30:00-05:00,2024-07-09 02:35:00-05:00,2024-07-09 02:35:00-05:00,2024-07-09 03:35:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0163,Short,2024-07-09 07:20:00-05:00,2024-07-09 07:20:00-05:00,2024-07-09 07:30:00-05:00,2024-07-09 07:35:00-05:00,2024-07-09 07:35:00-05:00,2024-07-09 07:45:00-05:00,0,2,1,True,True,0,True,True,True,True,False,False,False,False
A0164,Long,2024-07-09 22:00:00-05:00,2024-07-09 22:00:00-05:00,2024-07-09 22:05:00-05:00,2024-07-09 22:10:00-05:00,2024-07-09 22:10:00-05:00,2024-07-09 23:05:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0165,Short,2024-07-11 04:10:00-05:00,2024-07-11 04:10:00-05:00,2024-07-11 04:15:00-05:00,2024-07-11 04:20:00-05:00,2024-07-11 04:20:00-05:00,2024-07-11 04:45:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0166,Long,2024-07-11 07:25:00-05:00,2024-07-11 07:25:00-05:00,2024-07-11 07:30:00-05:00,2024-07-11 07:35:00-05:00,2024-07-11 07:35:00-05:00,2024-07-11 07:40:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0167,Long,2024-07-16 07:30:00-05:00,2024-07-16 07:30:00-05:00,2024-07-16 07:35:00-05:00,2024-07-16 07:40:00-05:00,2024-07-16 07:40:00-05:00,2024-07-16 07:50:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0168,Long,2024-07-16 14:50:00-05:00,2024-07-16 14:50:00-05:00,2024-07-16 14:55:00-05:00,2024-07-16 15:05:00-05:00,2024-07-16 15:05:00-05:00,2024-07-16 17:05:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0169,Short,2024-07-17 05:50:00-05:00,2024-07-17 05:50:00-05:00,2024-07-17 05:55:00-05:00,2024-07-17 06:00:00-05:00,2024-07-17 06:00:00-05:00,2024-07-17 06:20:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0170,Short,2024-07-17 14:55:00-05:00,2024-07-17 14:55:00-05:00,2024-07-17 15:00:00-05:00,2024-07-17 15:05:00-05:00,2024-07-17 15:05:00-05:00,2024-07-17 17:00:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0171,Long,2024-07-18 03:30:00-05:00,2024-07-18 03:30:00-05:00,2024-07-18 03:35:00-05:00,2024-07-18 03:40:00-05:00,2024-07-18 03:40:00-05:00,2024-07-18 04:30:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0172,Short,2024-07-18 09:30:00-05:00,2024-07-18 09:30:00-05:00,2024-07-18 09:50:00-05:00,2024-07-18 09:55:00-05:00,2024-07-18 09:55:00-05:00,2024-07-18 10:10:00-05:00,0,4,1,True,True,0,True,True,True,True,False,False,False,False
A0173,Short,2024-07-18 13:35:00-05:00,2024-07-18 13:35:00-05:00,2024-07-18 13:40:00-05:00,2024-07-18 13:45:00-05:00,2024-07-18 13:45:00-05:00,2024-07-18 14:00:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0174,Short,2024-07-19 12:00:00-05:00,2024-07-19 12:00:00-05:00,2024-07-19 12:05:00-05:00,2024-07-19 12:10:00-05:00,2024-07-19 12:10:00-05:00,2024-07-19 13:10:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0175,Long,2024-07-19 14:00:00-05:00,2024-07-19 14:00:00-05:00,2024-07-19 14:05:00-05:00,2024-07-19 14:10:00-05:00,2024-07-19 14:10:00-05:00,2024-07-19 14:35:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0176,Short,2024-07-23 07:20:00-05:00,2024-07-23 07:20:00-05:00,2024-07-23 07:25:00-05:00,2024-07-23 07:30:00-05:00,2024-07-23 07:30:00-05:00,2024-07-23 07:45:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0177,Short,2024-07-23 20:45:00-05:00,2024-07-23 20:45:00-05:00,2024-07-23 20:50:00-05:00,2024-07-23 21:00:00-05:00,2024-07-23 21:00:00-05:00,2024-07-23 22:00:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0178,Short,2024-07-24 10:55:00-05:00,2024-07-24 10:55:00-05:00,2024-07-24 11:15:00-05:00,2024-07-24 11:20:00-05:00,2024-07-24 11:20:00-05:00,2024-07-24 12:20:00-05:00,0,4,1,True,True,0,True,True,True,True,False,False,False,False
A0179,Short,2024-07-24 21:30:00-05:00,2024-07-24 21:30:00-05:00,2024-07-24 21:35:00-05:00,2024-07-24 21:45:00-05:00,2024-07-24 21:45:00-05:00,2024-07-24 22:05:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0180,Long,2024-07-25 11:10:00-05:00,2024-07-25 11:10:00-05:00,2024-07-25 11:15:00-05:00,2024-07-25 11:20:00-05:00,2024-07-25 11:20:00-05:00,2024-07-25 12:20:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0181,Long,2024-07-25 23:25:00-05:00,2024-07-25 23:25:00-05:00,2024-07-25 23:30:00-05:00,2024-07-25 23:45:00-05:00,2024-07-25 23:45:00-05:00,2024-07-26 00:45:00-05:00,0,1,3,True,True,0,True,True,True,True,False,False,False,False
A0182,Long,2024-07-26 10:40:00-05:00,2024-07-26 10:40:00-05:00,2024-07-26 10:45:00-05:00,2024-07-26 10:55:00-05:00,2024-07-26 10:55:00-05:00,2024-07-26 11:55:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0183,Short,2024-07-30 10:35:00-05:00,2024-07-30 10:35:00-05:00,2024-07-30 11:05:00-05:00,2024-07-30 11:10:00-05:00,2024-07-30 11:10:00-05:00,2024-07-30 11:50:00-05:00,0,6,1,True,True,0,True,True,True,True,False,False,False,False
A0184,Long,2024-07-31 13:30:00-05:00,2024-07-31 13:30:00-05:00,2024-07-31 13:35:00-05:00,2024-07-31 13:40:00-05:00,2024-07-31 13:40:00-05:00,2024-07-31 14:15:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0185,Short,2024-08-01 08:05:00-05:00,2024-08-01 08:05:00-05:00,2024-08-01 08:10:00-05:00,2024-08-01 08:15:00-05:00,2024-08-01 08:15:00-05:00,2024-08-01 08:35:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
A0186,Short,2024-08-01 09:20:00-05:00,2024-08-01 09:20:00-05:00,2024-08-01 09:25:00-05:00,2024-08-01 09:35:00-05:00,2024-08-01 09:35:00-05:00,2024-08-01 10:00:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0187,Short,2024-08-02 07:30:00-05:00,2024-08-02 07:30:00-05:00,2024-08-02 08:15:00-05:00,2024-08-02 08:20:00-05:00,2024-08-02 08:20:00-05:00,2024-08-02 08:35:00-05:00,0,9,1,True,True,0,True,True,True,True,False,False,False,False
A0188,Short,2024-08-02 09:05:00-05:00,2024-08-02 09:05:00-05:00,2024-08-02 09:45:00-05:00,2024-08-02 09:50:00-05:00,2024-08-02 09:50:00-05:00,2024-08-02 10:35:00-05:00,0,8,1,True,True,0,True,True,True,True,False,False,False,False
A0189,Long,2024-08-02 10:35:00-05:00,2024-08-02 10:35:00-05:00,2024-08-02 10:40:00-05:00,2024-08-02 10:55:00-05:00,2024-08-02 10:55:00-05:00,2024-08-02 11:55:00-05:00,0,1,3,True,True,0,True,True,True,True,False,False,False,False
A0190,Long,2024-08-06 09:00:00-05:00,2024-08-06 09:00:00-05:00,2024-08-06 09:05:00-05:00,2024-08-06 09:15:00-05:00,2024-08-06 09:15:00-05:00,2024-08-06 10:15:00-05:00,0,1,2,True,True,0,True,True,True,True,False,False,False,False
A0191,Long,2024-08-06 09:40:00-05:00,2024-08-06 09:40:00-05:00,2024-08-06 10:15:00-05:00,2024-08-06 10:20:00-05:00,2024-08-06 10:20:00-05:00,2024-08-06 11:20:00-05:00,0,7,1,True,True,0,True,True,True,True,False,False,False,False
A0192,Short,2024-08-06 15:45:00-05:00,2024-08-06 15:45:00-05:00,2024-08-06 17:20:00-05:00,2024-08-06 17:25:00-05:00,2024-08-06 17:25:00-05:00,2024-08-06 18:25:00-05:00,0,7,1,True,True,0,True,True,True,True,False,False,False,False
A0193,Short,2024-08-07 10:40:00-05:00,2024-08-07 10:40:00-05:00,2024-08-07 10:50:00-05:00,2024-08-07 11:00:00-05:00,2024-08-07 11:00:00-05:00,2024-08-07 11:20:00-05:00,0,2,2,True,True,0,True,True,True,True,False,False,False,False
A0194,Long,2024-08-11 21:15:00-05:00,2024-08-11 21:15:00-05:00,2024-08-11 21:20:00-05:00,2024-08-11 21:25:00-05:00,2024-08-11 21:25:00-05:00,2024-08-11 22:25:00-05:00,0,1,1,True,True,0,True,True,True,True,False,False,False,False
