Index,model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,trade_id,cost_R,gross_R,net_R,outcome,MFE_R,MAE_R
65,Structural BOS 5/5,Short,2026-03-06 02:20:00-06:00,2026-03-06 03:05:00-06:00,2026-03-06 03:10:00-06:00,2026-03-06 03:15:00-06:00,2026-03-06 03:15:00-06:00,2026-03-06 03:35:00-06:00,22838.5,22878.859679553025,22757.780640893947,22757.780640893947,2.0,90.0,1,0,TARGET,C50066,0.01796347265462034,2.0,1.9820365273453797,Win,2.0565079039082597,0.07433161098463589
66,Structural BOS 5/5,Long,2026-03-10 02:00:00-05:00,2026-03-10 02:05:00-05:00,2026-03-10 02:10:00-05:00,2026-03-10 02:15:00-05:00,2026-03-10 02:15:00-05:00,2026-03-10 02:30:00-05:00,22844.75,22812.970402043487,22908.30919591302,22908.30919591302,2.0,90.0,1,0,TARGET,C50067,0.022813378601960126,2.0,1.9771866213980398,Win,2.2420044488133226,0.13373359870114557
67,Structural BOS 5/5,Long,2026-04-06 02:10:00-05:00,2026-04-06 02:45:00-05:00,2026-04-06 02:50:00-05:00,2026-04-06 02:55:00-05:00,2026-04-06 02:55:00-05:00,2026-04-06 03:35:00-05:00,21931.0,21897.23211382836,21998.535772343283,21998.535772343283,2.0,75.0,1,0,TARGET,C50068,0.0214701031718374,2.0,1.9785298968281626,Win,2.4283427035733336,0.02221045155707317
68,Structural BOS 5/5,Long,2026-04-21 00:50:00-05:00,2026-04-21 01:05:00-05:00,2026-04-21 01:25:00-05:00,2026-04-21 01:30:00-05:00,2026-04-21 01:30:00-05:00,2026-04-21 02:00:00-05:00,24470.0,24457.26092139682,24495.47815720636,24457.26092139682,-1.0,75.0,1,0,STOP,C50069,0.05691149435400027,-1.0,-1.0569114943540003,Loss,0.6083642499910373,2.5119556128662186
69,Structural BOS 5/5,Long,2026-04-30 05:50:00-05:00,2026-04-30 06:15:00-05:00,2026-04-30 06:20:00-05:00,2026-04-30 06:25:00-05:00,2026-04-30 06:25:00-05:00,2026-04-30 06:45:00-05:00,25109.25,25065.384810898293,25196.98037820341,25065.384810898293,-1.0,75.0,1,1,STOP,C50070,0.016527912334288457,-1.0,-1.0165279123342885,Loss,0.14818128299706892,1.0600661014405701
70,Structural BOS 5/5,Long,2026-05-03 19:45:00-05:00,2026-05-03 20:30:00-05:00,2026-05-03 20:35:00-05:00,2026-05-03 20:45:00-05:00,2026-05-03 20:45:00-05:00,2026-05-03 21:25:00-05:00,25533.5,25504.499968584612,25591.50006283078,25504.499968584612,-1.0,75.0,1,0,STOP,C50071,0.024999972917798614,-1.0,-1.0249999729177985,Loss,0.4137926551911495,1.163791842725108
71,Structural BOS 5/5,Short,2026-05-06 19:00:00-05:00,2026-05-06 19:20:00-05:00,2026-05-06 19:25:00-05:00,2026-05-06 19:40:00-05:00,2026-05-06 19:40:00-05:00,2026-05-06 20:35:00-05:00,26273.75,26300.246918491033,26220.756163017933,26300.246918491033,-1.0,75.0,1,0,STOP,C50072,0.027361672273149208,-1.0,-1.0273616722731491,Loss,0.5283633266539157,1.2359927819939815
72,Structural BOS 5/5,Short,2026-06-03 08:30:00-05:00,2026-06-03 08:40:00-05:00,2026-06-03 09:15:00-05:00,2026-06-03 09:20:00-05:00,2026-06-03 09:20:00-05:00,2026-06-03 10:20:00-05:00,28298.0,28375.077652356817,28143.844695286363,28257.5,0.5254441301936904,90.0,0,1,TIME,C50073,0.009406098626924292,0.5254441301936904,0.5160380315667661,Win,0.674644315310432,0.8173575358568695
73,Structural BOS 5/5,Short,2026-06-12 00:00:00-05:00,2026-06-12 00:35:00-05:00,2026-06-12 00:40:00-05:00,2026-06-12 00:45:00-05:00,2026-06-12 00:45:00-05:00,2026-06-12 01:10:00-05:00,27049.0,27095.018035829795,26956.963928340414,27095.018035829795,-1.0,90.0,1,0,STOP,C50074,0.01575469241411194,-1.0,-1.0157546924141119,Loss,1.1408570368839681,1.0267713331955712
74,Structural BOS 5/5,Short,2026-06-23 12:50:00-05:00,2026-06-23 13:35:00-05:00,2026-06-23 14:00:00-05:00,2026-06-23 14:05:00-05:00,2026-06-23 14:05:00-05:00,2026-06-23 14:30:00-05:00,26959.75,27044.76168676453,26789.72662647094,27044.76168676453,-1.0,75.0,-1,5,STOP,C50075,0.008528239205606436,-1.0,-1.0085282392056065,Loss,0.47052354237828614,1.0439741096518225
