case_category,case_number,trade_id,direction,same_bar_setup_bos,setup_type,setup_timestamp,bos_timestamp,retest_timestamp,confirmation_timestamp,entry_timestamp,exit_timestamp,setup_to_bos_bars,bos_to_retest_bars,retest_to_confirm_bars,bos_reference_level,bos_reference_source,bos_reference_pivot_timestamp,bos_reference_timestamp,bos_reference_confirmation_timestamp,bos_reference_pivot_bar,bos_reference_confirmation_bar,bars_pivot_to_bos,bars_confirmation_to_bos,bos_break_type,bos_bias_before,setup_open,setup_high,setup_low,setup_close,setup_atr,bos_open,bos_high,bos_low,bos_close,bos_atr,setup_close_minus_reference_signed_points,setup_close_minus_reference_signed_atr,bos_close_beyond_reference_points,bos_close_beyond_reference_atr,distance_setup_close_to_bos_level_points,distance_setup_close_to_bos_level_atr,bos_break_points,bos_break_atr,bos_body_atr,bos_range_atr,bars_setup_to_bos,prior_confirmed_swing_high,prior_confirmed_swing_low,prior_swing_high,prior_swing_low,prior_high_used_before_bar,prior_low_used_before_bar,did_current_bos_break_current_confirmed_swing,did_bos_break_prior_swing,bars_since_prior_swing,nearest_prior_swing_distance_atr,prior_bar_close,reference_already_crossed_on_prior_bar,stop_price,target_price,entry_price,exit_price,exit_reason,gross_R,R_result,cost_R,net_R,MFE_R,MAE_R,swing_2_2_break_same_bar,swing_2_2_level,swing_2_2_pivot_timestamp,swing_2_2_confirmation_timestamp,swing_2_2_close_distance_atr,swing_2_2_bars_confirmation_to_break,swing_3_3_break_same_bar,swing_3_3_level,swing_3_3_pivot_timestamp,swing_3_3_confirmation_timestamp,swing_3_3_close_distance_atr,swing_3_3_bars_confirmation_to_break,swing_5_5_break_same_bar,swing_5_5_level,swing_5_5_pivot_timestamp,swing_5_5_confirmation_timestamp,swing_5_5_close_distance_atr,swing_5_5_bars_confirmation_to_break
Same-bar losers,1,A0002,Short,True,Matching BOS only,2024-01-02 13:50:00-06:00,2024-01-02 13:50:00-06:00,2024-01-02 13:55:00-06:00,2024-01-02 14:00:00-06:00,2024-01-02 14:00:00-06:00,2024-01-02 14:30:00-06:00,0,1,1,16454.75,Most recent confirmed 5/5 pivot low,2024-01-02 13:05:00-06:00,2024-01-02 13:05:00-06:00,2024-01-02 13:30:00-06:00,5749,5754,9,4,BOS,-1,16466.25,16472.0,16450.25,16453.75,15.611683192530178,16466.25,16472.0,16450.25,16453.75,15.611683192530178,1.0,0.06405459217097592,1.0,0.06405459217097592,1.0,0.06405459217097592,1.0,0.06405459217097592,0.8006824021371991,1.3931873797187264,0,16528.75,16454.75,16528.75,16454.75,False,False,True,True,9,0.06405459217097592,16466.25,False,16440.666768822994,16364.416462354016,16415.25,16440.666768822994,STOP,-1.0,-1.0,0.028524475516499136,-1.028524475516499,0.23606462496413078,1.1999951769009982,True,16454.75,2024-01-02 13:05:00-06:00,2024-01-02 13:15:00-06:00,0.06405459217097592,7.0,True,16454.75,2024-01-02 13:05:00-06:00,2024-01-02 13:20:00-06:00,0.06405459217097592,6.0,True,16454.75,2024-01-02 13:05:00-06:00,2024-01-02 13:30:00-06:00,0.06405459217097592,4
Same-bar losers,2,A0081,Long,True,Matching BOS only,2024-04-02 22:40:00-05:00,2024-04-02 22:40:00-05:00,2024-04-02 22:45:00-05:00,2024-04-02 22:50:00-05:00,2024-04-02 22:50:00-05:00,2024-04-02 23:15:00-05:00,0,1,1,17847.25,Most recent confirmed 5/5 pivot high,2024-04-02 21:35:00-05:00,2024-04-02 21:35:00-05:00,2024-04-02 22:00:00-05:00,23407,23412,13,8,CHoCH,-1,17844.75,17850.25,17844.75,17849.75,5.075559322043304,17844.75,17850.25,17844.75,17849.75,5.075559322043304,2.5,0.4925565521700093,2.5,0.4925565521700093,2.5,0.4925565521700093,2.5,0.4925565521700093,0.9851131043400186,1.0836244147740206,0,17847.25,17833.0,17847.25,17833.0,False,False,True,True,13,0.4925565521700093,17844.25,False,17842.1171975095,17863.515604981,17849.25,17842.1171975095,STOP,-1.0,-1.0,0.1016430780139304,-1.1016430780139304,0.5607893959389263,1.4720721643396817,True,17846.75,2024-04-02 22:15:00-05:00,2024-04-02 22:25:00-05:00,0.5910678626040112,3.0,True,17846.75,2024-04-02 22:15:00-05:00,2024-04-02 22:30:00-05:00,0.5910678626040112,2.0,True,17847.25,2024-04-02 21:35:00-05:00,2024-04-02 22:00:00-05:00,0.4925565521700093,8
Same-bar losers,3,A0152,Long,True,Matching BOS only,2024-06-28 09:00:00-05:00,2024-06-28 09:00:00-05:00,2024-06-28 09:40:00-05:00,2024-06-28 09:45:00-05:00,2024-06-28 09:45:00-05:00,2024-06-28 09:50:00-05:00,0,8,1,19440.5,Most recent confirmed 5/5 pivot high,2024-06-28 07:30:00-05:00,2024-06-28 07:30:00-05:00,2024-06-28 07:55:00-05:00,40542,40547,18,13,CHoCH,-1,19410.75,19485.25,19410.5,19482.0,24.97963710988501,19410.75,19485.25,19410.5,19482.0,24.97963710988501,41.5,1.6613531981046075,41.5,1.6613531981046075,41.5,1.6613531981046075,41.5,1.6613531981046075,2.852323261806103,2.9924373869474556,0,19440.5,19301.75,19440.5,19301.75,False,False,True,True,18,1.6613531981046075,19410.0,False,19416.50318454697,19545.49363090606,19459.5,19416.50318454697,STOP,-1.0,-1.0,0.01686171388185747,-1.0168617138818574,0.08140137736069124,1.1919487399244073,False,19353.5,2024-06-28 08:10:00-05:00,2024-06-28 08:20:00-05:00,5.1441900230467965,,True,19440.5,2024-06-28 07:30:00-05:00,2024-06-28 07:45:00-05:00,1.6613531981046075,15.0,True,19440.5,2024-06-28 07:30:00-05:00,2024-06-28 07:55:00-05:00,1.6613531981046075,13
Same-bar losers,4,A0225,Long,True,Matching BOS only,2024-10-04 11:35:00-05:00,2024-10-04 11:35:00-05:00,2024-10-04 11:40:00-05:00,2024-10-04 11:55:00-05:00,2024-10-04 11:55:00-05:00,2024-10-04 12:35:00-05:00,0,1,3,19174.25,Most recent confirmed 5/5 pivot high,2024-10-04 11:00:00-05:00,2024-10-04 11:00:00-05:00,2024-10-04 11:25:00-05:00,59763,59768,7,2,CHoCH,-1,19136.25,19191.75,19135.0,19186.25,36.3363543907527,19136.25,19191.75,19135.0,19186.25,36.3363543907527,12.0,0.33024776979426146,12.0,0.33024776979426146,12.0,0.33024776979426146,12.0,0.33024776979426146,1.376032374142756,1.561796744652028,0,19174.25,19059.75,19174.25,19059.75,False,False,True,True,7,0.33024776979426146,19136.25,False,19128.530422177442,19281.43915564512,19179.5,19128.530422177442,STOP,-1.0,-1.0,0.014224171181561846,-1.0142241711815618,0.3237225165458903,1.3782731386271996,True,19174.25,2024-10-04 11:00:00-05:00,2024-10-04 11:10:00-05:00,0.33024776979426146,5.0,True,19174.25,2024-10-04 11:00:00-05:00,2024-10-04 11:15:00-05:00,0.33024776979426146,4.0,True,19174.25,2024-10-04 11:00:00-05:00,2024-10-04 11:25:00-05:00,0.33024776979426146,2
Same-bar losers,5,A0309,Long,True,Matching BOS only,2025-01-17 12:05:00-06:00,2025-01-17 12:05:00-06:00,2025-01-17 12:10:00-06:00,2025-01-17 12:15:00-06:00,2025-01-17 12:15:00-06:00,2025-01-17 12:40:00-06:00,0,1,1,20390.5,Most recent confirmed 5/5 pivot high,2025-01-17 10:25:00-06:00,2025-01-17 10:25:00-06:00,2025-01-17 10:50:00-06:00,79676,79681,20,15,BOS,1,20382.75,20400.0,20381.0,20393.5,22.244740651354185,20382.75,20400.0,20381.0,20393.5,22.244740651354185,3.0,0.13486333902559436,3.0,0.13486333902559436,3.0,0.13486333902559436,3.0,0.13486333902559436,0.48326029817504645,0.854134480495431,0,20390.5,20312.25,20390.5,20312.25,False,False,True,True,20,0.13486333902559436,20383.25,False,20385.109480841234,20482.281038317535,20417.5,20385.109480841234,STOP,-1.0,-1.0,0.022383092918218953,-1.022383092918219,0.2161126212793554,1.14230956961945,False,20380.5,2025-01-17 11:30:00-06:00,2025-01-17 11:40:00-06:00,0.5844078024442422,,False,20380.5,2025-01-17 11:30:00-06:00,2025-01-17 11:45:00-06:00,0.5844078024442422,,True,20390.5,2025-01-17 10:25:00-06:00,2025-01-17 10:50:00-06:00,0.13486333902559436,15
Same-bar losers,6,A0388,Long,True,Matching BOS only,2025-05-01 02:25:00-05:00,2025-05-01 02:25:00-05:00,2025-05-01 02:30:00-05:00,2025-05-01 02:35:00-05:00,2025-05-01 02:35:00-05:00,2025-05-01 03:00:00-05:00,0,1,1,18493.0,Most recent confirmed 5/5 pivot high,2025-05-01 01:35:00-05:00,2025-05-01 01:35:00-05:00,2025-05-01 02:00:00-05:00,99622,99627,10,5,CHoCH,-1,18489.25,18502.75,18487.5,18499.25,14.821371996556264,18489.25,18502.75,18487.5,18499.25,14.821371996556264,6.25,0.4216883566145012,6.25,0.4216883566145012,6.25,0.4216883566145012,6.25,0.4216883566145012,0.674701370583202,1.028919590139383,0,18493.0,18459.75,18493.0,18459.75,False,True,True,True,10,0.4216883566145012,18489.5,False,18490.846465300372,18556.557069399256,18512.75,18490.846465300372,STOP,-1.0,-1.0,0.03309968048272663,-1.0330996804827266,0.37665153652757893,1.2669188046836746,True,18493.0,2025-05-01 01:35:00-05:00,2025-05-01 01:45:00-05:00,0.4216883566145012,8.0,True,18493.0,2025-05-01 01:35:00-05:00,2025-05-01 01:50:00-05:00,0.4216883566145012,7.0,True,18493.0,2025-05-01 01:35:00-05:00,2025-05-01 02:00:00-05:00,0.4216883566145012,5
Same-bar losers,7,A0467,Long,True,Matching BOS only,2025-08-26 14:20:00-05:00,2025-08-26 14:20:00-05:00,2025-08-26 14:25:00-05:00,2025-08-26 14:30:00-05:00,2025-08-26 14:30:00-05:00,2025-08-26 14:35:00-05:00,0,1,1,21876.75,Most recent confirmed 5/5 pivot high,2025-08-26 11:15:00-05:00,2025-08-26 11:15:00-05:00,2025-08-26 11:40:00-05:00,122457,122462,37,32,CHoCH,-1,21866.0,21899.25,21864.25,21884.0,14.240164859024974,21866.0,21899.25,21864.25,21884.0,14.240164859024974,7.25,0.5091233192714884,7.25,0.5091233192714884,7.25,0.5091233192714884,7.25,0.5091233192714884,1.2640303099154193,2.457836713724426,0,21876.75,21799.0,21876.75,21799.0,False,False,True,True,37,0.5091233192714884,21865.75,False,21868.84052657264,21932.318946854724,21890.0,21868.84052657264,STOP,-1.0,-1.0,0.03426361258416457,-1.0342636125841647,0.023630077644251426,1.0987986104576912,True,21876.0,2025-08-26 13:55:00-05:00,2025-08-26 14:05:00-05:00,0.5617912488512974,3.0,True,21876.0,2025-08-26 13:55:00-05:00,2025-08-26 14:10:00-05:00,0.5617912488512974,2.0,True,21876.75,2025-08-26 11:15:00-05:00,2025-08-26 11:40:00-05:00,0.5091233192714884,32
Same-bar losers,8,A0542,Long,True,Matching BOS only,2025-12-08 06:40:00-06:00,2025-12-08 06:40:00-06:00,2025-12-08 06:45:00-06:00,2025-12-08 07:00:00-06:00,2025-12-08 07:00:00-06:00,2025-12-08 07:30:00-06:00,0,1,3,23876.25,Most recent confirmed 5/5 pivot high,2025-12-08 04:50:00-06:00,2025-12-08 04:50:00-06:00,2025-12-08 05:15:00-06:00,142534,142539,22,17,CHoCH,-1,23869.25,23879.75,23865.75,23877.75,9.813648110704841,23869.25,23879.75,23865.75,23877.75,9.813648110704841,1.5,0.152848358029445,1.5,0.152848358029445,1.5,0.152848358029445,1.5,0.152848358029445,0.8661406955001882,1.4265846749414866,0,23876.25,23842.0,23876.25,23842.0,False,False,True,True,22,0.152848358029445,23869.5,False,23869.333792416317,23913.332415167366,23884.0,23869.333792416317,STOP,-1.0,-1.0,0.049433365501154146,-1.049433365501154,1.7898287509038568,1.5170929412423169,True,23875.0,2025-12-08 05:15:00-06:00,2025-12-08 05:25:00-06:00,0.28022198972064916,15.0,True,23875.0,2025-12-08 05:15:00-06:00,2025-12-08 05:30:00-06:00,0.28022198972064916,14.0,True,23876.25,2025-12-08 04:50:00-06:00,2025-12-08 05:15:00-06:00,0.152848358029445,17
Same-bar losers,9,A0620,Short,True,Matching BOS only,2026-03-13 10:40:00-05:00,2026-03-13 10:40:00-05:00,2026-03-13 10:45:00-05:00,2026-03-13 10:50:00-05:00,2026-03-13 10:50:00-05:00,2026-03-13 11:50:00-05:00,0,1,1,22301.25,Most recent confirmed 5/5 pivot low,2026-03-13 10:00:00-05:00,2026-03-13 10:00:00-05:00,2026-03-13 10:25:00-05:00,160947,160952,8,3,BOS,-1,22301.5,22311.0,22241.75,22254.0,51.15487859293569,22301.5,22311.0,22241.75,22254.0,51.15487859293569,47.25,0.9236655681658692,47.25,0.9236655681658692,47.25,0.9236655681658692,47.25,0.9236655681658692,0.9285526875741542,1.3537320760949512,0,22644.75,22301.25,22644.75,22301.25,False,False,True,True,8,0.9236655681658692,22301.75,False,22343.938835323006,22104.872329353988,22264.25,22308.5,TIME,-0.5552848127424578,-0.5552848127424578,0.009097886762447053,-0.5643826995049048,0.41411070780793485,0.799986594628965,True,22301.25,2026-03-13 10:00:00-05:00,2026-03-13 10:10:00-05:00,0.9236655681658692,6.0,True,22301.25,2026-03-13 10:00:00-05:00,2026-03-13 10:15:00-05:00,0.9236655681658692,5.0,True,22301.25,2026-03-13 10:00:00-05:00,2026-03-13 10:25:00-05:00,0.9236655681658692,3
Same-bar losers,10,A0704,Long,True,Matching BOS only,2026-06-25 07:30:00-05:00,2026-06-25 07:30:00-05:00,2026-06-25 07:35:00-05:00,2026-06-25 07:45:00-05:00,2026-06-25 07:45:00-05:00,2026-06-25 08:05:00-05:00,0,1,2,27496.75,Most recent confirmed 5/5 pivot high,2026-06-25 06:00:00-05:00,2026-06-25 06:00:00-05:00,2026-06-25 06:25:00-05:00,181134,181139,18,13,CHoCH,-1,27434.5,27567.5,27429.75,27509.5,32.06821424011245,27434.5,27567.5,27429.75,27509.5,32.06821424011245,12.75,0.39758995946995057,12.75,0.39758995946995057,12.75,0.39758995946995057,12.75,0.39758995946995057,2.3387644674702974,4.2955307385871135,0,27496.75,27402.75,27496.75,27402.75,False,False,True,True,18,0.39758995946995057,27434.75,False,27459.905685120884,27613.938629758228,27511.25,27459.905685120884,STOP,-1.0,-1.0,0.014120355909060805,-1.0141203559090608,0.2775380299367124,1.066330325546316,True,27485.75,2026-06-25 07:05:00-05:00,2026-06-25 07:15:00-05:00,0.740608748032261,3.0,True,27485.75,2026-06-25 07:05:00-05:00,2026-06-25 07:20:00-05:00,0.740608748032261,2.0,True,27496.75,2026-06-25 06:00:00-05:00,2026-06-25 06:25:00-05:00,0.39758995946995057,13
Delayed BOS,1,A0016,Long,False,Matching liquidity sweep only,2024-01-16 08:40:00-06:00,2024-01-16 09:15:00-06:00,2024-01-16 10:00:00-06:00,2024-01-16 10:05:00-06:00,2024-01-16 10:05:00-06:00,2024-01-16 11:05:00-06:00,7,9,1,16733.0,Most recent confirmed 5/5 pivot high,2024-01-16 08:35:00-06:00,2024-01-16 08:35:00-06:00,2024-01-16 09:00:00-06:00,8407,8412,8,3,BOS,1,16700.75,16701.75,16657.0,16665.5,20.296147981817537,16728.5,16754.75,16719.75,16752.0,25.23189519363282,-67.5,-3.325754229840579,19.0,0.7530151759981384,-67.5,-3.325754229840579,19.0,0.7530151759981384,0.9313608755766448,1.3871332189439392,7,16733.0,16659.0,16733.0,16659.0,False,False,True,True,8,0.7530151759981384,16728.75,False,16712.763384654776,16843.22323069045,16756.25,16712.763384654776,STOP,-1.0,-1.0,0.016671796465291586,-1.0166717964652916,1.2245147058990027,1.2820036592275943,True,16733.0,2024-01-16 08:35:00-06:00,2024-01-16 08:45:00-06:00,0.7530151759981384,6.0,True,16733.0,2024-01-16 08:35:00-06:00,2024-01-16 08:50:00-06:00,0.7530151759981384,5.0,True,16733.0,2024-01-16 08:35:00-06:00,2024-01-16 09:00:00-06:00,0.7530151759981384,3
Delayed BOS,2,A0102,Long,False,Matching liquidity sweep only,2024-05-06 10:05:00-05:00,2024-05-06 10:40:00-05:00,2024-05-06 10:45:00-05:00,2024-05-06 10:55:00-05:00,2024-05-06 10:55:00-05:00,2024-05-06 11:10:00-05:00,7,1,2,17651.25,Most recent confirmed 5/5 pivot high,2024-05-06 09:40:00-05:00,2024-05-06 09:40:00-05:00,2024-05-06 10:05:00-05:00,29900,29905,12,7,BOS,1,17622.5,17638.0,17618.5,17638.0,15.517269225152244,17644.25,17653.25,17643.25,17651.5,14.454776636284118,-13.25,-0.8538873565796498,0.25,0.01729532086801359,-13.25,-0.8538873565796498,0.25,0.01729532086801359,0.5015643051723941,0.6918128347205437,7,17651.25,17618.5,17651.25,17618.5,False,False,True,True,12,0.01729532086801359,17644.5,False,17631.58501588744,17691.329968225127,17651.5,17631.58501588744,STOP,-1.0,-1.0,0.03640474910259612,-1.036404749102596,0.05021344703806361,1.04192902603982,True,17651.25,2024-05-06 09:40:00-05:00,2024-05-06 09:50:00-05:00,0.01729532086801359,10.0,True,17651.25,2024-05-06 09:40:00-05:00,2024-05-06 09:55:00-05:00,0.01729532086801359,9.0,True,17651.25,2024-05-06 09:40:00-05:00,2024-05-06 10:05:00-05:00,0.01729532086801359,7
Delayed BOS,3,A0155,Long,False,Matching liquidity sweep only,2024-07-02 14:50:00-05:00,2024-07-02 14:55:00-05:00,2024-07-02 15:00:00-05:00,2024-07-02 15:10:00-05:00,2024-07-02 15:10:00-05:00,2024-07-02 15:45:00-05:00,1,1,2,19502.5,Most recent confirmed 5/5 pivot high,2024-07-02 13:50:00-05:00,2024-07-02 13:50:00-05:00,2024-07-02 14:15:00-05:00,41170,41175,13,8,BOS,1,19479.0,19500.75,19470.5,19498.25,15.01798810693559,19498.25,19521.75,19495.0,19519.0,15.855988956440191,-4.25,-0.2829939649530865,16.5,1.0406162646384938,-4.25,-0.2829939649530865,16.5,1.0406162646384938,1.3086537873484088,1.6870597017624065,1,19502.5,19474.25,19502.5,19474.25,False,False,True,True,13,1.0406162646384938,19498.25,False,19492.84537660133,19563.05924679734,19516.25,19492.84537660133,STOP,-1.0,-1.0,0.03097678555431046,-1.0309767855543104,0.032044950573424616,1.0574833689230123,False,19495.25,2024-07-02 14:30:00-05:00,2024-07-02 14:40:00-05:00,1.4978567445554076,,False,19495.25,2024-07-02 14:30:00-05:00,2024-07-02 14:45:00-05:00,1.4978567445554076,,True,19502.5,2024-07-02 13:50:00-05:00,2024-07-02 14:15:00-05:00,1.0406162646384938,8
Delayed BOS,4,A0241,Short,False,Matching liquidity sweep only,2024-10-16 00:30:00-05:00,2024-10-16 01:10:00-05:00,2024-10-16 01:15:00-05:00,2024-10-16 01:20:00-05:00,2024-10-16 01:20:00-05:00,2024-10-16 01:40:00-05:00,8,1,1,19401.5,Most recent confirmed 5/5 pivot low,2024-10-16 00:20:00-05:00,2024-10-16 00:20:00-05:00,2024-10-16 00:45:00-05:00,61843,61848,10,5,BOS,-1,19418.75,19421.5,19411.75,19415.25,7.014911764292238,19400.0,19402.5,19393.25,19399.75,8.298707675358646,-13.75,-1.9601101855608716,1.75,0.21087620729144074,-13.75,-1.9601101855608716,1.75,0.21087620729144074,0.030125172470205817,1.1146313813976152,8,19421.25,19401.5,19421.25,19401.5,False,False,True,True,10,0.21087620729144074,19401.75,False,19408.457129569917,19371.08574086017,19396.0,19408.457129569917,STOP,-1.0,-1.0,0.05819960336214354,-1.0581996033621435,0.381307746165768,1.003441437278337,True,19401.5,2024-10-16 00:20:00-05:00,2024-10-16 00:30:00-05:00,0.21087620729144074,8.0,True,19401.5,2024-10-16 00:20:00-05:00,2024-10-16 00:35:00-05:00,0.21087620729144074,7.0,True,19401.5,2024-10-16 00:20:00-05:00,2024-10-16 00:45:00-05:00,0.21087620729144074,5
Delayed BOS,5,A0355,Short,False,Matching liquidity sweep only,2025-03-28 08:15:00-05:00,2025-03-28 09:00:00-05:00,2025-03-28 09:05:00-05:00,2025-03-28 09:10:00-05:00,2025-03-28 09:10:00-05:00,2025-03-28 09:55:00-05:00,9,1,1,18384.5,Most recent confirmed 5/5 pivot low,2025-03-28 08:30:00-05:00,2025-03-28 08:30:00-05:00,2025-03-28 08:55:00-05:00,93357,93362,6,1,BOS,-1,18483.25,18510.5,18482.25,18494.75,25.84260753114109,18401.0,18423.5,18358.5,18384.0,39.638424127698876,-110.25,-4.266210360821583,0.5,0.012614023160688817,-110.25,-4.266210360821583,0.5,0.012614023160688817,0.42887678746341973,1.6398230108895462,9,18510.5,18384.5,18510.5,18384.5,False,False,True,True,6,0.012614023160688817,18400.5,False,18330.557859777407,18126.38428044519,18262.5,18126.38428044519,TARGET,2.0,2.0,0.01065270054584749,1.9893472994541526,2.0901333139955938,0.05877352025295166,True,18384.5,2025-03-28 08:30:00-05:00,2025-03-28 08:40:00-05:00,0.012614023160688817,4.0,True,18384.5,2025-03-28 08:30:00-05:00,2025-03-28 08:45:00-05:00,0.012614023160688817,3.0,True,18384.5,2025-03-28 08:30:00-05:00,2025-03-28 08:55:00-05:00,0.012614023160688817,1
Delayed BOS,6,A0471,Long,False,Matching liquidity sweep only,2025-08-27 10:30:00-05:00,2025-08-27 10:45:00-05:00,2025-08-27 10:50:00-05:00,2025-08-27 10:55:00-05:00,2025-08-27 10:55:00-05:00,2025-08-27 11:15:00-05:00,3,1,1,21936.25,Most recent confirmed 5/5 pivot high,2025-08-27 09:40:00-05:00,2025-08-27 09:40:00-05:00,2025-08-27 10:05:00-05:00,122714,122719,13,8,BOS,1,21909.75,21917.0,21900.5,21913.5,17.611354649497095,21919.75,21945.0,21916.75,21942.75,19.18846434582548,-22.75,-1.291780243642396,6.5,0.33874518996691355,-22.75,-1.291780243642396,6.5,0.33874518996691355,1.198636826036771,1.4722387102408165,3,21936.25,21903.75,21936.25,21903.75,False,False,True,True,13,0.33874518996691355,21920.5,False,21916.184180042517,21997.381639914965,21943.25,21916.184180042517,STOP,-1.0,-1.0,0.026786552232257906,-1.026786552232258,0.0369469685962178,1.191539737228024,True,21928.75,2025-08-27 10:20:00-05:00,2025-08-27 10:30:00-05:00,0.7296050245441216,3.0,True,21928.75,2025-08-27 10:20:00-05:00,2025-08-27 10:35:00-05:00,0.7296050245441216,2.0,True,21936.25,2025-08-27 09:40:00-05:00,2025-08-27 10:05:00-05:00,0.33874518996691355,8
Delayed BOS,7,A0516,Short,False,Matching liquidity sweep only,2025-11-04 14:45:00-06:00,2025-11-04 14:50:00-06:00,2025-11-04 14:55:00-06:00,2025-11-04 15:00:00-06:00,2025-11-04 15:00:00-06:00,2025-11-04 17:00:00-06:00,1,1,1,23659.0,Most recent confirmed 5/5 pivot low,2025-11-04 14:20:00-06:00,2025-11-04 14:20:00-06:00,2025-11-04 14:45:00-06:00,136246,136251,6,1,BOS,-1,23706.5,23719.75,23666.0,23672.0,33.190895039436874,23672.0,23674.25,23630.25,23636.5,33.96297396519138,-13.0,-0.391673679921967,22.5,0.6624861539822816,-13.0,-0.391673679921967,22.5,0.6624861539822816,1.0452559318387111,1.295528478898684,1,23717.25,23659.0,23717.25,23659.0,False,False,True,True,6,0.6624861539822816,23672.0,False,23705.978259694777,23553.79348061045,23655.25,23612.0,TIME,0.8525819781760469,0.8525819781760469,0.01429183662838418,0.8382901415476627,1.0891365154734152,0.23655453729739334,True,23659.0,2025-11-04 14:20:00-06:00,2025-11-04 14:30:00-06:00,0.6624861539822816,4.0,True,23659.0,2025-11-04 14:20:00-06:00,2025-11-04 14:35:00-06:00,0.6624861539822816,3.0,True,23659.0,2025-11-04 14:20:00-06:00,2025-11-04 14:45:00-06:00,0.6624861539822816,1
Delayed BOS,8,A0565,Short,False,Matching liquidity sweep only,2026-01-07 02:20:00-06:00,2026-01-07 02:55:00-06:00,2026-01-07 03:00:00-06:00,2026-01-07 03:05:00-06:00,2026-01-07 03:05:00-06:00,2026-01-07 03:30:00-06:00,7,1,1,23599.0,Most recent confirmed 5/5 pivot low,2026-01-07 02:05:00-06:00,2026-01-07 02:05:00-06:00,2026-01-07 02:30:00-06:00,147976,147981,10,5,BOS,-1,23617.0,23627.5,23615.0,23616.25,7.918312238275414,23607.75,23608.0,23593.0,23593.25,8.578696410136722,-17.25,-2.178494542892262,5.75,0.6702650059052924,-17.25,-2.178494542892262,5.75,0.6702650059052924,1.6902334931524763,1.7485174067094582,7,23627.5,23599.0,23627.5,23599.0,False,False,True,True,10,0.6702650059052924,23606.25,False,23593.317344591684,23548.115310816636,23578.25,23593.317344591684,STOP,-1.0,-1.0,0.04811730398733698,-1.048117303987337,0.7798321680706338,1.0950834700566348,True,23604.5,2026-01-07 02:35:00-06:00,2026-01-07 02:45:00-06:00,1.3113880550320938,2.0,True,23599.0,2026-01-07 02:05:00-06:00,2026-01-07 02:20:00-06:00,0.6702650059052924,7.0,True,23599.0,2026-01-07 02:05:00-06:00,2026-01-07 02:30:00-06:00,0.6702650059052924,5
Delayed BOS,9,A0633,Long,False,Matching liquidity sweep only,2026-04-06 02:10:00-05:00,2026-04-06 02:45:00-05:00,2026-04-06 02:50:00-05:00,2026-04-06 02:55:00-05:00,2026-04-06 02:55:00-05:00,2026-04-06 03:35:00-05:00,7,1,1,21912.25,Most recent confirmed 5/5 pivot high,2026-04-06 01:50:00-05:00,2026-04-06 01:50:00-05:00,2026-04-06 02:15:00-05:00,165172,165177,11,6,BOS,1,21840.5,21847.75,21828.75,21847.75,21.235927602099398,21896.25,21917.75,21893.25,21915.0,21.823000748092987,-64.5,-3.0373055139641503,2.75,0.12601383429088275,-64.5,-3.0373055139641503,2.75,0.12601383429088275,0.8591852338014733,1.1226687055005917,7,21912.25,21828.75,21912.25,21828.75,False,False,True,True,11,0.12601383429088275,21897.0,False,21897.23211382836,21998.535772343283,21931.0,21998.535772343283,TARGET,2.0,2.0,0.0214701031718374,1.9785298968281626,2.4283427035733336,0.02221045155707317,False,21876.25,2026-04-06 02:15:00-05:00,2026-04-06 02:25:00-05:00,1.7756494831897116,,True,21912.25,2026-04-06 01:50:00-05:00,2026-04-06 02:05:00-05:00,0.12601383429088275,8.0,True,21912.25,2026-04-06 01:50:00-05:00,2026-04-06 02:15:00-05:00,0.12601383429088275,6
Delayed BOS,10,A0689,Short,False,Matching liquidity sweep only,2026-06-12 00:00:00-05:00,2026-06-12 00:35:00-05:00,2026-06-12 00:40:00-05:00,2026-06-12 00:45:00-05:00,2026-06-12 00:45:00-05:00,2026-06-12 01:10:00-05:00,7,1,1,27109.5,Most recent confirmed 5/5 pivot low,2026-06-11 23:20:00-05:00,2026-06-11 23:20:00-05:00,2026-06-11 23:45:00-05:00,178618,178623,15,10,BOS,-1,27167.75,27176.25,27149.5,27149.5,24.312730797280572,27135.75,27142.75,27078.25,27094.5,27.510493185954463,-40.0,-1.6452285978699719,15.0,0.5452464955320495,-40.0,-1.6452285978699719,15.0,0.5452464955320495,1.4994278627131363,2.3445599307878133,7,27176.25,27109.5,27176.25,27109.5,False,False,True,True,15,0.5452464955320495,27137.75,False,27095.018035829795,26956.963928340414,27049.0,27095.018035829795,STOP,-1.0,-1.0,0.01575469241411194,-1.0157546924141119,1.1408570368839681,1.0267713331955712,True,27124.75,2026-06-12 00:10:00-05:00,2026-06-12 00:20:00-05:00,1.0995804326563,3.0,True,27124.75,2026-06-12 00:10:00-05:00,2026-06-12 00:25:00-05:00,1.0995804326563,2.0,True,27109.5,2026-06-11 23:20:00-05:00,2026-06-11 23:45:00-05:00,0.5452464955320495,10
