event_family,vol_measure,transition,compression_duration,shock_percentile_bin,transition_direction,horizon,orientation,N,sample_tier,mean_signed_return_atr,median_signed_return_atr,positive_signed_rate,mean_abs_return_atr,median_abs_return_atr,mfe_atr,mae_atr,future_rv,effect_value,uplift_pct_vs_baseline,standard_error,ci95_low,ci95_high,era1,era2,era3,same_sign_across_eras,replicated,raw_p_value,fdr_q_value,fdr_survivor_5pct
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,0,n/a,NEUTRAL,1,continuation,25,INSUFFICIENT,-0.1764143727347535,-0.09493455353713702,0.36,0.435374794743434,0.3759194662819431,0.41310328968505766,0.5998142493877966,,-0.1764143727347535,,0.10746807138410437,-0.382463157758369,0.025029941440187657,-0.02876955380622026,-0.1253064887606477,-0.4539582623499763,True,False,1.0,1.0,False
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,0,n/a,UP,1,continuation,10,INSUFFICIENT,-1.6441558486088357,-0.3664435276330489,0.4,2.8475946722176992,1.0209251531551342,-0.6980489730361892,2.6102391982642024,,-1.6441558486088357,,1.9073429602736853,-5.7081619786139575,0.8890836913381389,0.42669563617100187,-9.737472520961973,0.29996945832686,False,False,1.0,1.0,False
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,0,n/a,UP,1,continuation,52,INSUFFICIENT,-0.32582783065493237,0.039921204544430114,0.5192307692307693,1.1437033312827747,0.5742423650084709,0.4136944260610921,1.1555891569936365,,-0.32582783065493237,,0.4020715993427523,-1.213887062472357,0.2937376620800815,-0.062214074432853955,-1.3783120593755491,0.37011842177509,False,False,1.0,1.0,False
REGIME_TRANSITION,ATR_24,LOW->NORMAL,n/a,n/a,NEUTRAL,1,continuation,13,INSUFFICIENT,-2.358879158540108,-0.20765931745058402,0.38461538461538464,3.0089190720006025,0.6407622609102824,-0.7605679605136213,3.892895351087972,,-2.358879158540108,,2.391267573697578,-7.284693599567818,0.38081629426766056,-3.78837316501019,-0.0324944909645731,-0.22846577708159355,True,False,1.0,1.0,False
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,0,n/a,NEUTRAL,1,continuation,13,INSUFFICIENT,-2.358879158540108,-0.20765931745058402,0.38461538461538464,3.0089190720006025,0.6407622609102824,-0.7605679605136213,3.892895351087972,,-2.358879158540108,,2.391267573697578,-7.284693599567818,0.38081629426766056,-3.78837316501019,-0.0324944909645731,-0.22846577708159355,True,False,1.0,1.0,False
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,0,n/a,DOWN,1,continuation,9,INSUFFICIENT,-0.37842755400893435,-0.10680588007034163,0.4444444444444444,1.1199450793545225,1.1210150233618599,1.1275648020230047,1.021427348138839,,0.37842755400893435,,0.49771873919781884,,,0.8346926031421544,0.33108709642370304,-0.714894611238885,False,False,0.44706087775117254,1.0,False
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,0,n/a,DOWN,1,continuation,5,INSUFFICIENT,-0.8676517367074025,-0.578720665373445,0.4,1.37274059608723,1.1862162970686025,0.9577623795239785,1.3965447425655027,,0.8676517367074025,,0.7581606315828061,,,1.8669936106621938,,-0.6313610742247846,False,False,0.25245083909466715,1.0,False
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,0,n/a,UP,1,continuation,4,INSUFFICIENT,-1.2038723260867796,-0.9519729828754919,0.25,3.2618579470303333,2.8498086734688544,1.379716227731991,4.261232856905817,,-1.2038723260867796,,2.2938409040966365,,,-1.2038723260867796,,,False,False,1.0,1.0,False
REGIME_TRANSITION,ATR_24,LOW->HIGH,n/a,n/a,DOWN,1,continuation,1,INSUFFICIENT,-1.8400041268475054,-1.8400041268475054,0.0,1.8400041268475054,1.8400041268475054,-0.020909137805085288,2.153641193923785,,1.8400041268475054,,,,,1.8400041268475054,,,False,False,1.0,1.0,False
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,0,n/a,DOWN,1,continuation,1,INSUFFICIENT,-1.8400041268475054,-1.8400041268475054,0.0,1.8400041268475054,1.8400041268475054,-0.020909137805085288,2.153641193923785,,1.8400041268475054,,,,,1.8400041268475054,,,False,False,1.0,1.0,False
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,0,n/a,NEUTRAL,1,continuation,1,INSUFFICIENT,-30.919159695432043,-30.919159695432043,0.0,30.919159695432043,30.919159695432043,-18.32246500470047,42.742875393777815,,-30.919159695432043,,,,,-30.919159695432043,,,False,False,1.0,1.0,False
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,n/a,99+,NEUTRAL,1,continuation,2,INSUFFICIENT,-15.533101096889526,-15.533101096889526,0.0,15.533101096889526,15.533101096889526,-8.315738136854923,21.977988002570328,,-15.533101096889526,,15.386058598542514,,,-30.919159695432043,-0.1470424983470106,,False,False,1.0,1.0,False
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,n/a,99+,UP,3,continuation,1082,STRONG_SAMPLE,0.06377823526429238,0.023380432061546025,0.5064695009242144,1.690353292030223,1.098075232549328,1.718200619192546,1.625934646709591,0.0014077719135691296,0.06377823526429238,,0.08230077551660271,-0.09167621295207773,0.21464537925985314,0.09627410534536605,-0.019820377545129237,0.1356974832393693,False,False,0.43837459555638925,1.0,False
COMPRESSION,RV_RATIO,ENTER_LOW,1-3,n/a,DOWN,3,continuation,11052,STRONG_SAMPLE,0.016575882811186573,0.03617959002305819,0.512214983713355,0.7440831688246037,0.5388002050431382,0.7567253887763497,0.7716173513344499,0.0004698761071285891,-0.016575882811186573,,0.010072161320809837,-0.03657212681059971,0.002613919367284674,-0.03657347405367268,-0.0005967236483771414,-0.011291792563576033,True,False,1.0,1.0,False
COMPRESSION,RANGE_RATIO,ENTER_LOW,1-3,n/a,DOWN,3,continuation,6552,STRONG_SAMPLE,0.01423778819267754,0.026732051336015552,0.5093101343101343,0.6567781078410914,0.47717737449019504,0.6707373985848067,0.6764435068488647,0.0005001553239873393,-0.01423778819267754,,0.012847936261475935,-0.03959708394703889,0.008641812305140825,0.0006753766505292852,-0.009367758673169913,-0.03665796314302591,False,False,1.0,1.0,False
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,n/a,90-95,UP,3,continuation,9635,STRONG_SAMPLE,-0.013095119050060233,-0.009775969509931782,0.4835495588998443,0.9049893309352653,0.6406774447596358,0.9201256911638768,0.9268571043862911,0.0009756572535926951,-0.013095119050060233,,0.014180293751466108,-0.03840372721673357,0.015023157200519409,-0.03526274960818396,0.012470682520219245,-0.019699099019433883,False,False,1.0,1.0,False
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,n/a,n/a,NEUTRAL,3,continuation,61,INSUFFICIENT,-0.2556620789831943,0.0,0.4098360655737705,0.6724993405394358,0.22692927036738156,0.29300657684924547,0.7700398177971075,0.0004257382206646645,-0.2556620789831943,,0.20818959065915177,-0.7137135647205347,0.07666263020816183,-0.41482446052161187,-0.08960646123928778,0.31096169978533605,False,False,1.0,1.0,False
COMPRESSION,ATR_RATIO,ENTER_LOW,1-3,n/a,NEUTRAL,3,continuation,587,ANALYZABLE,0.04889359846802049,0.04520811502100044,0.5127768313458262,0.7942940565610737,0.5634171449769011,0.7564331710387389,0.6848467574415416,0.0005667165896715097,0.04889359846802049,,0.048484923461365015,-0.04796219289927046,0.1491502996583414,0.034531682129258355,0.07672974771307021,0.05404178199041202,True,True,0.3132486004097942,1.0,False
COMPRESSION,ATR_RATIO,ENTER_LOW,1-3,n/a,DOWN,3,continuation,4658,STRONG_SAMPLE,0.0009283608101332406,0.0004035840452166251,0.5,0.6733151745618492,0.4829661593003175,0.6799000787719911,0.6836202640428347,0.0006533243102684489,-0.0009283608101332406,,0.014295092849041206,-0.030094452687330287,0.026772103078835735,-0.03397249008247854,0.016538871531890414,0.019387697427725278,False,False,1.0,1.0,False
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,n/a,80-90,UP,3,continuation,21535,STRONG_SAMPLE,0.02135405530828953,0.0,0.49421871372184817,0.8797693225412998,0.645639584932646,0.9070970933823835,0.8879441209108172,0.0006697569357790484,0.02135405530828953,,0.008852302671895572,0.004180907720271693,0.03736865766945334,0.022093759981690678,0.011555259441251438,0.03258227940198185,True,False,0.015853972976144312,0.4385965297081647,False
