event_id,timestamp,bar_index,era,event_family,vol_measure,transition,compression_duration,shock_percentile_bin,compression_percentile,transition_direction,time_bucket,close,atr,body_atr,range_atr,bar_return_atr,close_location,signed_return_atr_1,abs_return_atr_1,mfe_atr_1,mae_atr_1,future_rv_1,cumulative_tr_atr_1,continuation_atr_1,reversal_atr_1,signed_return_atr_3,abs_return_atr_3,mfe_atr_3,mae_atr_3,future_rv_3,cumulative_tr_atr_3,continuation_atr_3,reversal_atr_3,signed_return_atr_6,abs_return_atr_6,mfe_atr_6,mae_atr_6,future_rv_6,cumulative_tr_atr_6,continuation_atr_6,reversal_atr_6,signed_return_atr_12,abs_return_atr_12,mfe_atr_12,mae_atr_12,future_rv_12,cumulative_tr_atr_12,continuation_atr_12,reversal_atr_12,signed_return_atr_24,abs_return_atr_24,mfe_atr_24,mae_atr_24,future_rv_24,cumulative_tr_atr_24,continuation_atr_24,reversal_atr_24
5,2018-01-01 18:15:00-06:00,17399,era1,REGIME_TRANSITION,ATR_24,HIGH->NORMAL,n/a,n/a,0.8144642857142858,NEUTRAL,OVERNIGHT,6399.5,3.7432708701697326,0.0,0.20035953208109475,0.0,0.6666666666666666,0.20035953208109475,0.20035953208109475,0.20035953208109475,0.06678651069369825,,0.267146042774793,0.20035953208109475,-0.20035953208109475,0.8682246390180772,0.8682246390180772,1.335730213873965,0.06678651069369825,4.869639181310734e-05,2.0035953208109474,0.8682246390180772,-0.8682246390180772,1.1353706817928702,1.1353706817928702,1.4025167245676633,0.06678651069369825,0.00015358203984233143,3.205752513297516,1.1353706817928702,-1.1353706817928702,1.0017976604054737,1.0017976604054737,1.4025167245676633,0.06678651069369825,0.00013999161506662928,6.3447185159013335,1.0017976604054737,-1.0017976604054737,1.0017976604054737,1.0017976604054737,1.4025167245676633,0.06678651069369825,0.00015197788905998495,11.82121239278459,1.0017976604054737,-1.0017976604054737
41,2018-01-02 00:40:00-06:00,17476,era1,REGIME_TRANSITION,ATR_24,NORMAL->LOW,n/a,n/a,0.20160714285714285,DOWN,OVERNIGHT,6402.0,1.460235141508163,0.342410606201128,0.85602651550282,-0.342410606201128,0.0,-0.342410606201128,0.342410606201128,0.171205303100564,1.027231818603384,,1.198437121703948,0.342410606201128,-0.342410606201128,0.171205303100564,0.171205303100564,0.171205303100564,1.027231818603384,0.00010250315359103245,2.5680795465084603,-0.171205303100564,0.171205303100564,-0.85602651550282,0.85602651550282,0.342410606201128,1.369642424804512,0.00012434875995787024,5.820980305419176,0.85602651550282,-0.85602651550282,-3.42410606201128,3.42410606201128,0.342410606201128,4.622543183715228,0.0001481749156116323,11.984371217039481,3.42410606201128,-3.42410606201128,-11.984371217039481,11.984371217039481,0.342410606201128,13.69642424804512,0.000210921212945013,30.988159861202085,11.984371217039481,-11.984371217039481
65,2018-01-02 08:30:00-06:00,17570,era1,REGIME_TRANSITION,ATR_24,NORMAL->HIGH,n/a,n/a,0.7263690476190476,DOWN,PREMARKET,6411.0,3.9299660342201475,2.6717788165524423,4.771033600986504,-2.6717788165524423,0.2,4.5801922569470435,4.5801922569470435,4.707419819640017,0.5725240321183804,,5.279943851758397,-4.5801922569470435,4.5801922569470435,9.860136108705442,9.860136108705442,10.432660140823822,0.5725240321183804,0.0006003704912875918,11.895777111793016,-9.860136108705442,9.860136108705442,13.231666520069238,13.231666520069238,14.122259458920052,0.5725240321183804,0.0008546117831333991,19.274975747985476,-13.231666520069238,13.231666520069238,16.47596936874006,16.47596936874006,17.302948526244386,0.5725240321183804,0.0008792760098429505,27.099470853603343,-16.47596936874006,16.47596936874006,18.320769027788174,18.320769027788174,20.038341124143315,0.5725240321183804,0.0007753758696541059,40.07668224828663,-18.320769027788174,18.320769027788174
74,2018-01-02 12:05:00-06:00,17613,era1,REGIME_TRANSITION,ATR_24,HIGH->NORMAL,n/a,n/a,0.8015476190476191,UP,MIDDAY,6484.75,3.705401549782494,0.47228349653567897,0.6072216384030158,0.47228349653567897,1.0,-0.13493814186733685,0.13493814186733685,0.2698762837346737,0.33734535466834215,,0.6072216384030158,-0.13493814186733685,0.13493814186733685,0.20240721280100527,0.20240721280100527,0.47228349653567897,1.2819123477397,0.00034057755412553517,2.9686391210814107,0.20240721280100527,-0.20240721280100527,1.0120360640050263,1.0120360640050263,1.0795051349386948,1.2819123477397,0.00026783204476577227,4.992711249091464,1.0120360640050263,-1.0120360640050263,2.496355624545732,2.496355624545732,3.2385154048160842,1.2819123477397,0.000365030098657741,10.525175065652274,2.496355624545732,-2.496355624545732,2.698762837346737,2.698762837346737,3.5083916885507582,1.2819123477397,0.0002808584708662876,17.9467728683558,2.698762837346737,-2.698762837346737
116,2018-01-02 21:25:00-06:00,17710,era1,REGIME_TRANSITION,ATR_24,NORMAL->LOW,n/a,n/a,0.21392857142857144,UP,OVERNIGHT,6504.5,1.4749088603929137,0.16950199887835804,0.3390039977567161,0.16950199887835804,1.0,-0.3390039977567161,0.3390039977567161,-0.16950199887835804,0.6780079955134322,,0.6780079955134322,-0.3390039977567161,0.3390039977567161,-0.16950199887835804,0.16950199887835804,0.0,0.6780079955134322,6.532952297079679e-05,1.3560159910268643,-0.16950199887835804,0.16950199887835804,-1.0170119932701482,1.0170119932701482,0.0,1.8645219876619386,0.0001438316645511047,4.068047973080593,-1.0170119932701482,1.0170119932701482,-1.6950199887835804,1.6950199887835804,0.0,1.8645219876619386,0.00010624484069361034,6.10207195962089,-1.6950199887835804,1.6950199887835804,-1.0170119932701482,1.0170119932701482,0.0,2.2035259854186546,9.168025482857816e-05,11.18713192597163,-1.0170119932701482,1.0170119932701482
144,2018-01-03 03:30:00-06:00,17783,era1,REGIME_TRANSITION,ATR_24,LOW->NORMAL,n/a,n/a,0.19476190476190477,DOWN,OVERNIGHT,6508.25,1.4997220683376826,0.5000926610564,1.5002779831692004,-0.5000926610564,0.5555555555555556,0.8334877684273335,0.8334877684273335,1.0001853221128,0.6667902147418667,,1.666975536854667,-0.8334877684273335,0.8334877684273335,1.5002779831692004,1.5002779831692004,2.833858412652934,0.6667902147418667,0.00019581315260988144,5.667716825305868,-1.5002779831692004,1.5002779831692004,1.0001853221128,1.0001853221128,2.833858412652934,0.6667902147418667,0.00018148138127048404,9.668458113757069,-1.0001853221128,1.0001853221128,-0.5000926610564,0.5000926610564,2.833858412652934,1.0001853221128,0.00017885830584095863,16.169662707490268,0.5000926610564,-0.5000926610564,1.0001853221128,1.0001853221128,2.833858412652934,1.0001853221128,0.00016416188693368905,26.004818374932803,-1.0001853221128,1.0001853221128
148,2018-01-03 05:35:00-06:00,17808,era1,REGIME_TRANSITION,ATR_24,NORMAL->LOW,n/a,n/a,0.20761904761904762,DOWN,PREMARKET,6509.25,1.4826036892391694,0.16862227027661922,0.6744890811064769,-0.16862227027661922,0.5,0.0,0.0,0.33724454055323844,0.5058668108298576,,0.8431113513830961,-0.0,0.0,-0.5058668108298576,0.5058668108298576,0.33724454055323844,1.0117336216597153,8.297017006313306e-05,2.19208951359605,0.5058668108298576,-0.5058668108298576,-1.517600432489573,1.517600432489573,0.33724454055323844,2.866578594702527,0.0001080750736821398,6.239024000234911,1.517600432489573,-1.517600432489573,-2.866578594702527,2.866578594702527,0.33724454055323844,3.878312216362242,0.000127880280993949,11.466314378810107,2.866578594702527,-2.866578594702527,-3.878312216362242,3.878312216362242,0.33724454055323844,4.215556756915481,0.00014227155218055434,23.269873298173454,3.878312216362242,-3.878312216362242
150,2018-01-03 06:05:00-06:00,17814,era1,REGIME_TRANSITION,ATR_24,LOW->NORMAL,n/a,n/a,0.17964285714285713,DOWN,PREMARKET,6507.0,1.5060137520893462,0.9960068411852129,2.324015962765497,-0.9960068411852129,0.5714285714285714,-0.16600114019753548,0.16600114019753548,0.0,0.49800342059260644,,0.49800342059260644,0.16600114019753548,-0.16600114019753548,-1.9920136823704258,1.9920136823704258,0.0,1.9920136823704258,9.413089112771961e-05,2.6560182431605677,1.9920136823704258,-1.9920136823704258,-1.3280091215802838,1.3280091215802838,0.0,2.324015962765497,0.00014493479897706077,5.1460353461236,1.3280091215802838,-1.3280091215802838,-0.16600114019753548,0.16600114019753548,0.0,2.324015962765497,0.0001450387426910375,10.2920706922472,0.16600114019753548,-0.16600114019753548,-1.4940102617778193,1.4940102617778193,0.49800342059260644,3.818026224543316,0.0001641218526357866,24.90017102963032,1.4940102617778193,-1.4940102617778193
156,2018-01-03 07:40:00-06:00,17833,era1,REGIME_TRANSITION,ATR_24,LOW->NORMAL,n/a,n/a,0.19464285714285715,UP,PREMARKET,6505.25,1.508603274523634,1.3257295895977241,1.6571619869971552,1.3257295895977241,0.8,-0.33143239739943103,0.33143239739943103,0.994297192198293,0.4971485960991465,,1.4914457882974397,-0.33143239739943103,0.33143239739943103,-1.8228781856968708,1.8228781856968708,0.994297192198293,2.6514591791954483,6.532276360443639e-05,4.308621166192603,-1.8228781856968708,1.8228781856968708,0.0,0.0,0.994297192198293,2.6514591791954483,0.0001615673663046584,7.291512742787483,0.0,-0.0,14.41730928687525,14.41730928687525,16.90305226737098,2.6514591791954483,0.0005954090973253142,34.80040172694026,14.41730928687525,-14.41730928687525,32.14894254774481,32.14894254774481,32.81180734254367,2.6514591791954483,0.0005495524360721809,82.69238315115804,32.14894254774481,-32.14894254774481
159,2018-01-03 09:05:00-06:00,17850,era1,REGIME_TRANSITION,ATR_24,NORMAL->HIGH,n/a,n/a,0.7948809523809524,DOWN,PREMARKET,6544.25,3.7572791005436494,0.998062667066017,1.3972877338924237,-0.998062667066017,0.23809523809523808,-0.1996125334132034,0.1996125334132034,0.2661500445509378,0.864987644790548,,1.131137689341486,0.1996125334132034,-0.1996125334132034,-0.3992250668264068,0.3992250668264068,0.2661500445509378,1.6634377784433616,3.118839401118967e-05,3.3934130680244574,0.3992250668264068,-0.3992250668264068,1.6634377784433616,1.6634377784433616,1.9295878229942993,1.6634377784433616,0.0003412474983503217,7.851426314252667,-1.6634377784433616,1.6634377784433616,2.5284254232339096,2.5284254232339096,2.7945754677848473,1.6634377784433616,0.0003634852992762106,14.704789961439316,-2.5284254232339096,2.5284254232339096,2.461887912096175,2.461887912096175,3.8591756459885986,1.6634377784433616,0.0003294151725681986,25.6834792991655,-2.461887912096175,2.461887912096175
