event_family,vol_measure,transition,orientation,horizon,N,mean_directional_atr,era1,era2,era3,directional_replicated,uplift_pct
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,continuation,12,1882,-0.0887069078000809,0.16916170451729426,-0.14677040968559737,-0.3221566329150603,False,
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,reversal,12,1882,0.0887069078000809,-0.16916170451729426,0.14677040968559737,0.3221566329150603,False,
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,magnitude,12,1882,2.885438008561547,2.8704021298121405,2.942353185137164,2.8238610979709873,True,53.91696031472799
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,continuation,12,20,-0.6829584230504933,-1.0879609402606887,-0.7663850367737908,0.274788405790575,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,reversal,12,20,0.6829584230504933,1.0879609402606887,0.7663850367737908,-0.274788405790575,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,magnitude,12,20,2.992075078889675,4.635539063758137,0.7663850367737908,1.1570063458717654,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,continuation,12,4478,0.005418609626532095,0.054511997677902144,-0.014577557756822866,-0.030009810367704885,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,reversal,12,4478,-0.005418609626532095,-0.054511997677902144,0.014577557756822866,0.030009810367704885,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,magnitude,12,4478,1.8587944320842407,1.9775474551542764,1.7848664374209249,1.8032071014743836,False,-0.8469466377569512
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,continuation,12,9,-1.2414130449278251,-0.85225805101442,,-2.603455523624744,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,reversal,12,9,1.2414130449278251,0.85225805101442,,2.603455523624744,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,magnitude,12,9,7.601568764893705,9.029601119541981,,2.603455523624744,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->NORMAL,continuation,12,5869,0.03150324627797624,0.03511713536109228,-0.0005305361460077894,0.06149626776975627,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->NORMAL,reversal,12,5869,-0.03150324627797624,-0.03511713536109228,0.0005305361460077894,-0.06149626776975627,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->NORMAL,magnitude,12,5869,1.5661436616370892,1.6825075814600328,1.5085876059577499,1.4933471793402202,False,-16.45771938260069
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,continuation,12,110,0.12729907518177172,0.47469406628663474,-0.20466874515096184,0.023762169792018728,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,reversal,12,110,-0.12729907518177172,-0.47469406628663474,0.20466874515096184,-0.023762169792018728,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,magnitude,12,110,2.0806200012063036,3.210915989940205,1.2136110981244896,1.471871929128217,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->NORMAL,continuation,12,5762,0.014010309825289776,0.058445174506818826,0.019063044660995794,-0.03976394514059791,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->NORMAL,reversal,12,5762,-0.014010309825289776,-0.058445174506818826,-0.019063044660995794,0.03976394514059791,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->NORMAL,magnitude,12,5762,1.5038911885428339,1.6640156823381236,1.4302360672701873,1.4133743296329337,False,-19.77843235661424
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,continuation,12,1867,-0.05116929555679,-0.12801106711675567,-0.0636525110894999,0.057386758627223505,False,
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,reversal,12,1867,0.05116929555679,0.12801106711675567,0.0636525110894999,-0.057386758627223505,False,
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,magnitude,12,1867,1.2762114226082946,1.334734653622729,1.27062863150365,1.213893115525417,False,-31.923478409876395
REGIME_TRANSITION,ATR_24,LOW->HIGH,continuation,12,1,-22.24732262461075,-22.24732262461075,,,False,
REGIME_TRANSITION,ATR_24,LOW->HIGH,reversal,12,1,22.24732262461075,22.24732262461075,,,False,
REGIME_TRANSITION,ATR_24,LOW->HIGH,magnitude,12,1,22.24732262461075,22.24732262461075,,,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,continuation,12,1882,-0.0887069078000809,0.16916170451729426,-0.14677040968559737,-0.3221566329150603,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,reversal,12,1882,0.0887069078000809,-0.16916170451729426,0.14677040968559737,0.3221566329150603,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,magnitude,12,1882,2.885438008561547,2.8704021298121405,2.942353185137164,2.8238610979709873,True,53.91696031472799
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,continuation,12,1905,0.11394961110875808,0.2063400265254247,0.1292545452798136,-0.015613565693627745,False,
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,reversal,12,1905,-0.11394961110875808,-0.2063400265254247,-0.1292545452798136,0.015613565693627745,False,
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,magnitude,12,1905,2.5442477672884323,2.4282388966839115,2.393479901990414,2.879275264964223,True,35.716962716447796
REGIME_TRANSITION,ATR_24,NORMAL->LOW,continuation,12,1993,-0.005859209387394033,-0.0747406044991032,-0.03800391220390562,0.12098191886554953,False,
REGIME_TRANSITION,ATR_24,NORMAL->LOW,reversal,12,1993,0.005859209387394033,0.0747406044991032,0.03800391220390562,-0.12098191886554953,False,
REGIME_TRANSITION,ATR_24,NORMAL->LOW,magnitude,12,1993,1.5882342080539198,1.8194984772533866,1.4739036375858798,1.4747314257689146,False,-15.279350709948103
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,continuation,12,76438,0.014108916224095255,-0.005903820066503978,0.03815654066336824,0.008044374033836706,False,
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,reversal,12,76438,-0.014108916224095255,0.005903820066503978,-0.03815654066336824,-0.008044374033836706,False,
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,magnitude,12,76438,2.030105412905865,2.023202961971934,2.0283075633242453,2.0408687028946013,True,8.29123805321963
COMPRESSION,ATR_24,ENTER_LOW,continuation,24,2921,-0.03885978675545096,0.027734852875653245,-0.1480715223181184,0.0355938945219827,False,
COMPRESSION,ATR_24,ENTER_LOW,reversal,24,2921,0.03885978675545096,-0.027734852875653245,0.1480715223181184,-0.0355938945219827,False,
COMPRESSION,ATR_24,ENTER_LOW,magnitude,24,2921,2.7243014391382543,2.936464053668159,2.5911562471295464,2.6529603027565165,False,-2.3726600166077416
COMPRESSION,ATR_RATIO,ENTER_LOW,continuation,24,10109,-0.016209873397655235,-0.04829919437029766,0.046014337177759726,-0.046899892567434175,False,
COMPRESSION,ATR_RATIO,ENTER_LOW,reversal,24,10109,0.016209873397655235,0.04829919437029766,-0.046014337177759726,0.046899892567434175,False,
COMPRESSION,ATR_RATIO,ENTER_LOW,magnitude,24,10109,2.0487624627168253,2.2359634091167373,1.8585059206544972,2.0322467722953292,False,-26.581094654438854
COMPRESSION,RANGE_RATIO,ENTER_LOW,continuation,24,14164,-0.025642278702014052,-0.007808354845415977,0.014439060094437097,-0.09196678857392611,False,
COMPRESSION,RANGE_RATIO,ENTER_LOW,reversal,24,14164,0.025642278702014052,0.007808354845415977,-0.014439060094437097,0.09196678857392611,False,
COMPRESSION,RANGE_RATIO,ENTER_LOW,magnitude,24,14164,2.1642884243619265,2.3849782494605773,2.0221313089168866,2.047075636061557,False,-22.441137095996933
COMPRESSION,RV_RATIO,ENTER_LOW,continuation,24,24077,-0.0041131291876534476,0.025366192578535503,-0.03857596352969265,0.00044597035837859667,False,
COMPRESSION,RV_RATIO,ENTER_LOW,reversal,24,24077,0.0041131291876534476,-0.025366192578535503,0.03857596352969265,-0.00044597035837859667,False,
COMPRESSION,RV_RATIO,ENTER_LOW,magnitude,24,24077,2.441512296324549,2.550841698723237,2.3604370740336287,2.404791109971663,False,-12.50661633746869
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,continuation,24,1,-27.328243111246472,-27.328243111246472,,,False,
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,reversal,24,1,27.328243111246472,27.328243111246472,,,False,
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,magnitude,24,1,27.328243111246472,27.328243111246472,,,False,
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,continuation,24,1882,0.0076085266900530095,0.48274212615998435,-0.16390396364301052,-0.33189454963197657,False,
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,reversal,24,1882,-0.0076085266900530095,-0.48274212615998435,0.16390396364301052,0.33189454963197657,False,
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,magnitude,24,1882,4.164715454776269,4.065247299074638,4.30747858246397,4.085695205509411,True,49.24563258540975
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,continuation,24,20,-0.6575487915878444,-1.088708892675431,-1.4018866493293505,0.8864737169980504,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,reversal,24,20,0.6575487915878444,1.088708892675431,1.4018866493293505,-0.8864737169980504,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,magnitude,24,20,3.424721321108219,5.047907604711077,1.4152373843381434,1.46129864659799,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,continuation,24,4478,0.01484878723478898,0.03671835900400949,-0.07053289756951418,0.08916158098793486,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,reversal,24,4478,-0.01484878723478898,-0.03671835900400949,0.07053289756951418,-0.08916158098793486,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,magnitude,24,4478,2.7825522235388473,2.9428738349050754,2.6884450349250755,2.7007932168453097,False,-0.28520043842874543
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,continuation,24,9,-2.9184632776881325,-2.7604035064506154,,-3.471672477019443,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,reversal,24,9,2.9184632776881325,2.7604035064506154,,3.471672477019443,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,magnitude,24,9,7.501717311948315,8.653158693356565,,3.471672477019443,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->NORMAL,continuation,24,5869,0.08199790818541043,0.06831492334968241,-0.022089681370122145,0.20877130819674097,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->NORMAL,reversal,24,5869,-0.08199790818541043,-0.06831492334968241,0.022089681370122145,-0.20877130819674097,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->NORMAL,magnitude,24,5869,2.2803777234693103,2.486753041883423,2.174366355728541,2.155465589394483,False,-18.280991926461187
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,continuation,24,110,-0.26460163664836395,-0.14056816187642704,-0.7956138171534665,0.22470794227313842,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,reversal,24,110,0.26460163664836395,0.14056816187642704,0.7956138171534665,-0.22470794227313842,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,magnitude,24,110,2.814064537030558,4.096509150460614,2.005046284668635,1.9004822041501659,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->NORMAL,continuation,24,5762,0.008852809328670459,-0.050601221567876546,0.06195116434343006,0.013515810421586187,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->NORMAL,reversal,24,5762,-0.008852809328670459,0.050601221567876546,-0.06195116434343006,-0.013515810421586187,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->NORMAL,magnitude,24,5762,2.161288114017975,2.3819483481850052,2.002666693220487,2.100760075373596,False,-22.54865541750004
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,continuation,24,1867,-0.11108650954263947,-0.1872769472860222,-0.07853101155904939,-0.0640716589273545,False,
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,reversal,24,1867,0.11108650954263947,0.1872769472860222,0.07853101155904939,0.0640716589273545,True,
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,magnitude,24,1867,1.8090234712281215,1.9684896382045671,1.7430842476829753,1.7076545317829877,False,-35.17231723102228
REGIME_TRANSITION,ATR_24,LOW->HIGH,continuation,24,1,-27.328243111246472,-27.328243111246472,,,False,
REGIME_TRANSITION,ATR_24,LOW->HIGH,reversal,24,1,27.328243111246472,27.328243111246472,,,False,
REGIME_TRANSITION,ATR_24,LOW->HIGH,magnitude,24,1,27.328243111246472,27.328243111246472,,,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,continuation,24,1882,0.0076085266900530095,0.48274212615998435,-0.16390396364301052,-0.33189454963197657,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,reversal,24,1882,-0.0076085266900530095,-0.48274212615998435,0.16390396364301052,0.33189454963197657,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,magnitude,24,1882,4.164715454776269,4.065247299074638,4.30747858246397,4.085695205509411,True,49.24563258540975
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,continuation,24,1905,0.16470182486629945,0.3023684766373917,0.10107361898291893,0.08488142478668115,False,
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,reversal,24,1905,-0.16470182486629945,-0.3023684766373917,-0.10107361898291893,-0.08488142478668115,False,
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,magnitude,24,1905,3.4089499311241935,3.4652267933339647,3.192110004855665,3.626323975836518,True,22.16222079209269
REGIME_TRANSITION,ATR_24,NORMAL->LOW,continuation,24,1993,0.05610237211334756,0.2085054776653306,-0.07537970019989383,0.06020106211537183,False,
REGIME_TRANSITION,ATR_24,NORMAL->LOW,reversal,24,1993,-0.05610237211334756,-0.2085054776653306,0.07537970019989383,-0.06020106211537183,False,
REGIME_TRANSITION,ATR_24,NORMAL->LOW,magnitude,24,1993,2.4519799953726165,2.7242748901220906,2.2900217795678635,2.3567680450709125,False,-12.131498665419604
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,continuation,24,76438,0.03765157093651843,-0.014846016195183607,0.07309409886439615,0.05694968008974361,False,
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,reversal,24,76438,-0.03765157093651843,0.014846016195183607,-0.07309409886439615,-0.05694968008974361,False,
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,magnitude,24,76438,3.0033303188252,3.0011020959207437,2.9795875505156424,3.036308791949139,True,7.626544517454126
