setup_id,5m_take_j,5m_arm_j,direction,5m_take_m1_i,5m_arm_m1_i,5m_take_price,5m_take_ts,5m_arm_ts,matched_opportunity_id,classification
S58B-044065,447833,447831,SHORT,2235433,2235423,18021.75,2024-02-12 00:05:00-06:00,2024-02-11 23:55:00-06:00,OPP_02235481_SHORT,DIRECTION_DISAGREEMENT
S58B-044074,447884,447882,LONG,2235686,2235676,18051.5,2024-02-12 04:20:00-06:00,2024-02-12 04:10:00-06:00,OPP_02235734_LONG,DIRECTION_DISAGREEMENT
S58B-044081,447940,447937,SHORT,2235966,2235951,18032.0,2024-02-12 09:00:00-06:00,2024-02-12 08:45:00-06:00,OPP_02236024_SHORT,DIRECTION_DISAGREEMENT
S58B-044091,448029,448026,SHORT,2236411,2236396,17928.25,2024-02-12 17:25:00-06:00,2024-02-12 17:10:00-06:00,OPP_02236443_SHORT,DIRECTION_DISAGREEMENT
S58B-044097,448129,448125,LONG,2236911,2236891,17945.25,2024-02-13 01:45:00-06:00,2024-02-13 01:25:00-06:00,,DIRECTION_DISAGREEMENT
S58B-044138,448529,448517,SHORT,2238911,2238851,17766.5,2024-02-14 12:05:00-06:00,2024-02-14 11:05:00-06:00,OPP_02238961_SHORT,DIRECTION_DISAGREEMENT
S58B-044158,448760,448759,LONG,2240066,2240061,17896.25,2024-02-15 08:20:00-06:00,2024-02-15 08:15:00-06:00,OPP_02240018_LONG,DIRECTION_DISAGREEMENT
S58B-044205,449381,449378,SHORT,2243171,2243156,17732.0,2024-02-19 19:05:00-06:00,2024-02-19 18:50:00-06:00,OPP_02243203_SHORT,DIRECTION_DISAGREEMENT
S58B-044213,449463,449462,LONG,2243581,2243576,17715.75,2024-02-20 01:55:00-06:00,2024-02-20 01:50:00-06:00,OPP_02243615_LONG,DIRECTION_DISAGREEMENT
S58B-044226,449600,449591,SHORT,2244266,2244221,17519.75,2024-02-20 13:20:00-06:00,2024-02-20 12:35:00-06:00,OPP_02244208_SHORT,DIRECTION_DISAGREEMENT
S58B-044248,449859,449856,SHORT,2245561,2245546,17478.25,2024-02-21 11:55:00-06:00,2024-02-21 11:40:00-06:00,OPP_02245508_SHORT,DIRECTION_DISAGREEMENT
S58B-044374,450879,450878,LONG,2250661,2250656,18014.5,2024-02-27 04:55:00-06:00,2024-02-27 04:50:00-06:00,OPP_02250610_LONG,DIRECTION_DISAGREEMENT
S58B-044467,451824,451816,LONG,2255386,2255346,18340.5,2024-03-01 14:40:00-06:00,2024-03-01 14:00:00-06:00,OPP_02255429_LONG,DIRECTION_DISAGREEMENT
S58B-044667,453706,453702,SHORT,2264783,2264763,18200.5,2024-03-12 10:30:00-05:00,2024-03-12 10:10:00-05:00,OPP_02264820_SHORT,DIRECTION_DISAGREEMENT
S58B-044677,453785,453783,SHORT,2265174,2265164,18227.0,2024-03-12 18:05:00-05:00,2024-03-12 17:55:00-05:00,OPP_02265205_SHORT,DIRECTION_DISAGREEMENT
S58B-044820,455193,455185,LONG,2272208,2272168,18247.0,2024-03-19 20:25:00-05:00,2024-03-19 19:45:00-05:00,OPP_02272249_LONG,DIRECTION_DISAGREEMENT
S58B-044821,455209,455208,SHORT,2272288,2272283,18239.5,2024-03-19 21:45:00-05:00,2024-03-19 21:40:00-05:00,,DIRECTION_DISAGREEMENT
S58B-044827,455278,455274,LONG,2272633,2272613,18266.25,2024-03-20 03:30:00-05:00,2024-03-20 03:10:00-05:00,OPP_02272670_LONG,DIRECTION_DISAGREEMENT
S58B-044842,455454,455451,LONG,2273513,2273498,18575.25,2024-03-20 19:10:00-05:00,2024-03-20 18:55:00-05:00,OPP_02273563_LONG,DIRECTION_DISAGREEMENT
S58B-044869,455809,455804,LONG,2275288,2275263,18571.25,2024-03-22 01:45:00-05:00,2024-03-22 01:20:00-05:00,OPP_02275246_LONG,DIRECTION_DISAGREEMENT
S58B-044908,456240,456231,LONG,2277443,2277398,18547.25,2024-03-25 14:40:00-05:00,2024-03-25 13:55:00-05:00,OPP_02277475_LONG,DIRECTION_DISAGREEMENT
S58B-044957,456739,456737,SHORT,2279938,2279928,18421.5,2024-03-27 10:15:00-05:00,2024-03-27 10:05:00-05:00,,DIRECTION_DISAGREEMENT
S58B-044958,456745,456743,SHORT,2279968,2279958,18414.75,2024-03-27 10:45:00-05:00,2024-03-27 10:35:00-05:00,,DIRECTION_DISAGREEMENT
S58B-044959,456768,456766,LONG,2280083,2280073,18429.25,2024-03-27 12:40:00-05:00,2024-03-27 12:30:00-05:00,OPP_02280118_LONG,DIRECTION_DISAGREEMENT
S58B-044976,457001,456996,SHORT,2281248,2281223,18501.75,2024-03-28 09:05:00-05:00,2024-03-28 08:40:00-05:00,OPP_02281211_SHORT,DIRECTION_DISAGREEMENT
S58B-045013,457358,457356,LONG,2283033,2283023,18496.25,2024-04-01 15:50:00-05:00,2024-04-01 15:40:00-05:00,OPP_02282979_LONG,DIRECTION_DISAGREEMENT
S58B-045025,457500,457497,LONG,2283743,2283728,18483.25,2024-04-02 04:40:00-05:00,2024-04-02 04:25:00-05:00,OPP_02283703_LONG,DIRECTION_DISAGREEMENT
S58B-045053,457724,457720,LONG,2284863,2284843,18296.75,2024-04-03 00:20:00-05:00,2024-04-03 00:00:00-05:00,OPP_02284826_LONG,DIRECTION_DISAGREEMENT
S58B-045124,458562,458561,LONG,2289053,2289048,18301.0,2024-04-08 01:10:00-05:00,2024-04-08 01:05:00-05:00,OPP_02289021_LONG,DIRECTION_DISAGREEMENT
S58B-045168,459126,459123,SHORT,2291872,2291857,18382.25,2024-04-10 02:10:00-05:00,2024-04-10 01:55:00-05:00,OPP_02291928_SHORT,DIRECTION_DISAGREEMENT
S58B-045229,459641,459635,LONG,2294447,2294417,18489.0,2024-04-11 23:05:00-05:00,2024-04-11 22:35:00-05:00,OPP_02294393_LONG,DIRECTION_DISAGREEMENT
S58B-045257,459806,459802,SHORT,2295271,2295251,18167.0,2024-04-12 12:50:00-05:00,2024-04-12 12:30:00-05:00,OPP_02295314_SHORT,DIRECTION_DISAGREEMENT
S58B-045316,460346,460345,LONG,2297971,2297966,17912.0,2024-04-16 11:50:00-05:00,2024-04-16 11:45:00-05:00,OPP_02298017_LONG,DIRECTION_DISAGREEMENT
S58B-045327,460465,460462,LONG,2298566,2298551,17930.75,2024-04-16 22:45:00-05:00,2024-04-16 22:30:00-05:00,OPP_02298614_LONG,DIRECTION_DISAGREEMENT
S58B-045408,461237,461223,SHORT,2302426,2302356,17250.0,2024-04-21 18:05:00-05:00,2024-04-19 15:55:00-05:00,,DIRECTION_DISAGREEMENT
S58B-045425,461478,461477,LONG,2303631,2303626,17410.0,2024-04-22 14:10:00-05:00,2024-04-22 14:05:00-05:00,OPP_02303663_LONG,DIRECTION_DISAGREEMENT
S58B-045467,461884,461877,LONG,2305661,2305626,17735.0,2024-04-24 02:00:00-05:00,2024-04-24 01:25:00-05:00,OPP_02305694_LONG,DIRECTION_DISAGREEMENT
S58B-045483,461977,461969,LONG,2306126,2306086,17713.0,2024-04-24 09:45:00-05:00,2024-04-24 09:05:00-05:00,,DIRECTION_DISAGREEMENT
S58B-045488,462062,462059,SHORT,2306551,2306536,17466.25,2024-04-24 17:50:00-05:00,2024-04-24 17:35:00-05:00,OPP_02306591_SHORT,DIRECTION_DISAGREEMENT
S58B-045531,462472,462471,SHORT,2308601,2308596,17725.75,2024-04-26 05:00:00-05:00,2024-04-26 04:55:00-05:00,OPP_02308649_SHORT,DIRECTION_DISAGREEMENT
S58B-045577,463046,463045,LONG,2311471,2311466,17881.5,2024-04-30 06:50:00-05:00,2024-04-30 06:45:00-05:00,,DIRECTION_DISAGREEMENT
S58B-045578,463051,463050,LONG,2311496,2311491,17882.0,2024-04-30 07:15:00-05:00,2024-04-30 07:10:00-05:00,OPP_02311543_LONG,DIRECTION_DISAGREEMENT
S58B-045579,463064,463063,SHORT,2311561,2311556,17833.0,2024-04-30 08:20:00-05:00,2024-04-30 08:15:00-05:00,OPP_02311616_SHORT,DIRECTION_DISAGREEMENT
S58B-045745,464588,464584,LONG,2319178,2319158,18203.5,2024-05-07 21:20:00-05:00,2024-05-07 21:00:00-05:00,,DIRECTION_DISAGREEMENT
S58B-045826,465412,465404,SHORT,2323295,2323255,18257.5,2024-05-12 21:00:00-05:00,2024-05-12 20:20:00-05:00,OPP_02323257_SHORT,DIRECTION_DISAGREEMENT
S58B-045844,465613,465608,SHORT,2324300,2324275,18278.0,2024-05-13 13:45:00-05:00,2024-05-13 13:20:00-05:00,OPP_02324257_SHORT,DIRECTION_DISAGREEMENT
S58B-045847,465663,465656,SHORT,2324550,2324515,18283.75,2024-05-13 18:55:00-05:00,2024-05-13 18:20:00-05:00,OPP_02324591_SHORT,DIRECTION_DISAGREEMENT
S58B-045877,465966,465965,SHORT,2326065,2326060,18419.25,2024-05-14 21:10:00-05:00,2024-05-14 21:05:00-05:00,OPP_02326099_SHORT,DIRECTION_DISAGREEMENT
S58B-045934,466583,466570,LONG,2329149,2329084,18655.0,2024-05-17 02:35:00-05:00,2024-05-17 01:30:00-05:00,OPP_02329099_LONG,DIRECTION_DISAGREEMENT
S58B-045978,466983,466982,LONG,2331149,2331144,18745.5,2024-05-20 12:55:00-05:00,2024-05-20 12:50:00-05:00,OPP_02331183_LONG,DIRECTION_DISAGREEMENT
S58B-046052,467667,467664,LONG,2334567,2334552,18950.5,2024-05-23 00:55:00-05:00,2024-05-23 00:40:00-05:00,,DIRECTION_DISAGREEMENT
S58B-046099,468113,468112,SHORT,2336797,2336792,18870.0,2024-05-24 15:05:00-05:00,2024-05-24 15:00:00-05:00,,DIRECTION_DISAGREEMENT
S58B-046186,468946,468943,LONG,2340962,2340947,18715.0,2024-05-29 20:30:00-05:00,2024-05-29 20:15:00-05:00,,DIRECTION_DISAGREEMENT
S58B-046257,469653,469651,LONG,2344497,2344487,18697.5,2024-06-03 09:25:00-05:00,2024-06-03 09:15:00-05:00,OPP_02344552_LONG,DIRECTION_DISAGREEMENT
S58B-046407,470880,470876,SHORT,2350631,2350611,19032.75,2024-06-09 20:40:00-05:00,2024-06-09 20:20:00-05:00,OPP_02350672_SHORT,DIRECTION_DISAGREEMENT
S58B-046568,472593,472590,SHORT,2359191,2359176,19921.5,2024-06-18 01:25:00-05:00,2024-06-18 01:10:00-05:00,OPP_02359226_SHORT,DIRECTION_DISAGREEMENT
S58B-046578,472714,472710,SHORT,2359796,2359776,19901.25,2024-06-18 11:30:00-05:00,2024-06-18 11:10:00-05:00,OPP_02359827_SHORT,DIRECTION_DISAGREEMENT
S58B-046635,473259,473255,SHORT,2362506,2362486,20035.25,2024-06-20 14:55:00-05:00,2024-06-20 14:35:00-05:00,,DIRECTION_DISAGREEMENT
S58B-046640,473322,473321,SHORT,2362821,2362816,20041.5,2024-06-20 21:10:00-05:00,2024-06-20 21:05:00-05:00,,DIRECTION_DISAGREEMENT
S58B-046648,473391,473388,LONG,2363166,2363151,20028.75,2024-06-21 02:55:00-05:00,2024-06-21 02:40:00-05:00,,DIRECTION_DISAGREEMENT
S58B-046674,473653,473649,LONG,2364476,2364456,19999.75,2024-06-24 01:45:00-05:00,2024-06-24 01:25:00-05:00,OPP_02364519_LONG,DIRECTION_DISAGREEMENT
S58B-046693,473894,473893,LONG,2365681,2365676,19794.25,2024-06-24 22:50:00-05:00,2024-06-24 22:45:00-05:00,OPP_02365636_LONG,DIRECTION_DISAGREEMENT
S58B-046744,474376,474375,LONG,2368091,2368086,19951.0,2024-06-26 17:00:00-05:00,2024-06-26 15:55:00-05:00,,DIRECTION_DISAGREEMENT
S58B-046770,474721,474717,LONG,2369816,2369796,20131.75,2024-06-27 22:45:00-05:00,2024-06-27 22:25:00-05:00,OPP_02369865_LONG,DIRECTION_DISAGREEMENT
S58B-046774,474744,474743,SHORT,2369931,2369926,20107.0,2024-06-28 00:40:00-05:00,2024-06-28 00:35:00-05:00,OPP_02369873_SHORT,DIRECTION_DISAGREEMENT
S58B-046787,474946,474945,LONG,2370941,2370936,19964.0,2024-06-30 18:30:00-05:00,2024-06-30 18:25:00-05:00,OPP_02370973_LONG,DIRECTION_DISAGREEMENT
S58B-046789,474973,474962,SHORT,2371076,2371021,19982.75,2024-06-30 20:45:00-05:00,2024-06-30 19:50:00-05:00,OPP_02371031_SHORT,DIRECTION_DISAGREEMENT
S58B-046814,475249,475242,SHORT,2372456,2372421,19997.25,2024-07-01 20:45:00-05:00,2024-07-01 20:10:00-05:00,OPP_02372504_SHORT,DIRECTION_DISAGREEMENT
S58B-046860,475768,475765,LONG,2375050,2375035,20407.5,2024-07-03 21:45:00-05:00,2024-07-03 21:30:00-05:00,OPP_02375015_LONG,DIRECTION_DISAGREEMENT
S58B-046969,476678,476676,SHORT,2379596,2379586,20732.75,2024-07-09 08:35:00-05:00,2024-07-09 08:25:00-05:00,OPP_02379645_SHORT,DIRECTION_DISAGREEMENT
S58B-046973,476732,476731,SHORT,2379866,2379861,20660.0,2024-07-09 13:05:00-05:00,2024-07-09 13:00:00-05:00,OPP_02379909_SHORT,DIRECTION_DISAGREEMENT
S58B-046992,476886,476878,SHORT,2380636,2380596,20713.0,2024-07-10 02:55:00-05:00,2024-07-10 02:15:00-05:00,OPP_02380679_SHORT,DIRECTION_DISAGREEMENT
S58B-047008,477057,477055,LONG,2381491,2381481,20886.0,2024-07-10 18:10:00-05:00,2024-07-10 18:00:00-05:00,,DIRECTION_DISAGREEMENT
S58B-047041,477456,477455,SHORT,2383486,2383481,20426.0,2024-07-12 04:25:00-05:00,2024-07-12 04:20:00-05:00,OPP_02383449_SHORT,DIRECTION_DISAGREEMENT
S58B-047054,477589,477587,SHORT,2384151,2384141,20535.5,2024-07-12 15:30:00-05:00,2024-07-12 15:20:00-05:00,OPP_02384199_SHORT,DIRECTION_DISAGREEMENT
S58B-047073,477780,477778,SHORT,2385106,2385096,20609.5,2024-07-15 08:25:00-05:00,2024-07-15 08:15:00-05:00,OPP_02385138_SHORT,DIRECTION_DISAGREEMENT
S58B-047113,478141,478140,LONG,2386911,2386906,20597.25,2024-07-16 15:30:00-05:00,2024-07-16 15:25:00-05:00,OPP_02386867_LONG,DIRECTION_DISAGREEMENT
S58B-047162,478499,478498,SHORT,2388701,2388696,20043.25,2024-07-17 23:20:00-05:00,2024-07-17 23:15:00-05:00,OPP_02388740_SHORT,DIRECTION_DISAGREEMENT
S58B-047163,478542,478541,LONG,2388916,2388911,20099.0,2024-07-18 02:55:00-05:00,2024-07-18 02:50:00-05:00,OPP_02388954_LONG,DIRECTION_DISAGREEMENT
S58B-047173,478648,478642,SHORT,2389446,2389416,19867.25,2024-07-18 11:45:00-05:00,2024-07-18 11:15:00-05:00,OPP_02389389_SHORT,DIRECTION_DISAGREEMENT
S58B-047215,479019,479010,LONG,2391301,2391256,19788.0,2024-07-21 20:40:00-05:00,2024-07-21 19:55:00-05:00,OPP_02391251_LONG,DIRECTION_DISAGREEMENT
S58B-047337,480229,480221,LONG,2397351,2397311,19193.25,2024-07-26 05:30:00-05:00,2024-07-26 04:50:00-05:00,OPP_02397387_LONG,DIRECTION_DISAGREEMENT
S58B-047346,480353,480352,SHORT,2397971,2397966,19176.25,2024-07-26 15:50:00-05:00,2024-07-26 15:45:00-05:00,OPP_02398025_SHORT,DIRECTION_DISAGREEMENT
S58B-047400,480893,480892,LONG,2400669,2400664,18976.75,2024-07-30 14:50:00-05:00,2024-07-30 14:45:00-05:00,OPP_02400638_LONG,DIRECTION_DISAGREEMENT
S58B-047476,481666,481664,SHORT,2404534,2404524,18455.5,2024-08-02 10:15:00-05:00,2024-08-02 10:05:00-05:00,OPP_02404569_SHORT,DIRECTION_DISAGREEMENT
S58B-047492,481802,481796,LONG,2405214,2405184,18068.25,2024-08-04 22:35:00-05:00,2024-08-04 22:05:00-05:00,OPP_02405165_LONG,DIRECTION_DISAGREEMENT
S58B-047617,482879,482878,SHORT,2410599,2410594,18516.75,2024-08-08 20:20:00-05:00,2024-08-08 20:15:00-05:00,,DIRECTION_DISAGREEMENT
S58B-047637,483103,483102,LONG,2411719,2411714,18618.25,2024-08-09 15:00:00-05:00,2024-08-09 14:55:00-05:00,OPP_02411685_LONG,DIRECTION_DISAGREEMENT
S58B-047642,483152,483150,LONG,2411964,2411954,18597.5,2024-08-11 20:05:00-05:00,2024-08-11 19:55:00-05:00,OPP_02412007_LONG,DIRECTION_DISAGREEMENT
S58B-047688,483642,483641,LONG,2414414,2414409,19082.25,2024-08-13 13:55:00-05:00,2024-08-13 13:50:00-05:00,OPP_02414455_LONG,DIRECTION_DISAGREEMENT
S58B-047904,485828,485823,SHORT,2425342,2425317,19683.5,2024-08-23 12:05:00-05:00,2024-08-23 11:40:00-05:00,OPP_02425382_SHORT,DIRECTION_DISAGREEMENT
S58B-047905,485849,485838,SHORT,2425447,2425392,19757.25,2024-08-23 13:50:00-05:00,2024-08-23 12:55:00-05:00,OPP_02425486_SHORT,DIRECTION_DISAGREEMENT
S58B-047936,486231,486224,SHORT,2427356,2427321,19595.5,2024-08-26 23:40:00-05:00,2024-08-26 23:05:00-05:00,OPP_02427396_SHORT,DIRECTION_DISAGREEMENT
S58B-047974,486580,486572,LONG,2429101,2429061,19671.0,2024-08-28 05:45:00-05:00,2024-08-28 05:05:00-05:00,OPP_02429147_LONG,DIRECTION_DISAGREEMENT
S58B-047982,486657,486648,SHORT,2429486,2429441,19417.0,2024-08-28 12:10:00-05:00,2024-08-28 11:25:00-05:00,OPP_02429521_SHORT,DIRECTION_DISAGREEMENT
S58B-048113,487854,487852,SHORT,2435470,2435460,18855.5,2024-09-04 00:55:00-05:00,2024-09-04 00:45:00-05:00,OPP_02435506_SHORT,DIRECTION_DISAGREEMENT
S58B-048135,488082,488080,LONG,2436610,2436600,18984.5,2024-09-04 20:55:00-05:00,2024-09-04 20:45:00-05:00,OPP_02436655_LONG,DIRECTION_DISAGREEMENT
S58B-048152,488284,488282,LONG,2437620,2437610,19010.0,2024-09-05 13:45:00-05:00,2024-09-05 13:35:00-05:00,,DIRECTION_DISAGREEMENT
S58B-048156,488317,488314,LONG,2437785,2437770,18915.75,2024-09-05 17:30:00-05:00,2024-09-05 17:15:00-05:00,OPP_02437822_LONG,DIRECTION_DISAGREEMENT
S58B-048220,488867,488863,LONG,2440535,2440515,18715.75,2024-09-09 17:20:00-05:00,2024-09-09 17:00:00-05:00,OPP_02440581_LONG,DIRECTION_DISAGREEMENT
S58B-048246,489099,489098,SHORT,2441695,2441690,18772.25,2024-09-10 12:40:00-05:00,2024-09-10 12:35:00-05:00,,DIRECTION_DISAGREEMENT
S58B-048272,489413,489412,LONG,2443265,2443260,19249.75,2024-09-11 15:50:00-05:00,2024-09-11 15:45:00-05:00,OPP_02443300_LONG,DIRECTION_DISAGREEMENT
S58B-048292,489579,489578,SHORT,2444095,2444090,19285.25,2024-09-12 06:40:00-05:00,2024-09-12 06:35:00-05:00,OPP_02444040_SHORT,DIRECTION_DISAGREEMENT
S58B-048324,489958,489953,LONG,2445989,2445964,19519.75,2024-09-13 15:15:00-05:00,2024-09-13 14:50:00-05:00,OPP_02446032_LONG,DIRECTION_DISAGREEMENT
S58B-048331,490078,490075,SHORT,2446571,2446556,19491.75,2024-09-16 02:15:00-05:00,2024-09-16 02:00:00-05:00,,DIRECTION_DISAGREEMENT
S58B-048350,490236,490235,LONG,2447361,2447356,19439.5,2024-09-16 15:25:00-05:00,2024-09-16 15:20:00-05:00,OPP_02447397_LONG,DIRECTION_DISAGREEMENT
S58B-048390,490575,490573,LONG,2449049,2449039,19709.5,2024-09-17 21:40:00-05:00,2024-09-17 21:30:00-05:00,OPP_02448994_LONG,DIRECTION_DISAGREEMENT
S58B-048391,490584,490579,LONG,2449094,2449069,19707.0,2024-09-17 22:25:00-05:00,2024-09-17 22:00:00-05:00,OPP_02449138_LONG,DIRECTION_DISAGREEMENT
S58B-048447,491146,491143,SHORT,2451904,2451889,20045.5,2024-09-19 23:15:00-05:00,2024-09-19 23:00:00-05:00,OPP_02451945_SHORT,DIRECTION_DISAGREEMENT
S58B-048517,491761,491754,LONG,2454979,2454944,20148.5,2024-09-24 04:30:00-05:00,2024-09-24 03:55:00-05:00,OPP_02455019_LONG,DIRECTION_DISAGREEMENT
S58B-048540,492009,492006,SHORT,2456219,2456204,20080.25,2024-09-25 02:10:00-05:00,2024-09-25 01:55:00-05:00,OPP_02456267_SHORT,DIRECTION_DISAGREEMENT
S58B-048554,492110,492106,LONG,2456724,2456704,20232.25,2024-09-25 10:35:00-05:00,2024-09-25 10:15:00-05:00,OPP_02456768_LONG,DIRECTION_DISAGREEMENT
S58B-048668,493389,493388,SHORT,2463119,2463114,19927.75,2024-10-02 02:10:00-05:00,2024-10-02 02:05:00-05:00,OPP_02463175_SHORT,DIRECTION_DISAGREEMENT
S58B-048715,493964,493960,LONG,2465994,2465974,20017.75,2024-10-04 04:05:00-05:00,2024-10-04 03:45:00-05:00,OPP_02466034_LONG,DIRECTION_DISAGREEMENT
S58B-048795,494817,494815,LONG,2470259,2470249,20281.25,2024-10-09 06:10:00-05:00,2024-10-09 06:00:00-05:00,OPP_02470310_LONG,DIRECTION_DISAGREEMENT
S58B-048819,495075,495071,SHORT,2471549,2471529,20422.75,2024-10-10 04:40:00-05:00,2024-10-10 04:20:00-05:00,OPP_02471580_SHORT,DIRECTION_DISAGREEMENT
S58B-048832,495200,495195,SHORT,2472174,2472149,20420.0,2024-10-10 15:05:00-05:00,2024-10-10 14:40:00-05:00,OPP_02472226_SHORT,DIRECTION_DISAGREEMENT
S58B-048834,495235,495232,LONG,2472349,2472334,20456.5,2024-10-10 19:00:00-05:00,2024-10-10 18:45:00-05:00,OPP_02472384_LONG,DIRECTION_DISAGREEMENT
S58B-048856,495448,495445,SHORT,2473414,2473399,20442.75,2024-10-11 12:45:00-05:00,2024-10-11 12:30:00-05:00,OPP_02473376_SHORT,DIRECTION_DISAGREEMENT
S58B-048860,495546,495544,SHORT,2473904,2473894,20402.75,2024-10-13 21:55:00-05:00,2024-10-13 21:45:00-05:00,OPP_02473951_SHORT,DIRECTION_DISAGREEMENT
S58B-048885,495731,495721,SHORT,2474829,2474779,20609.25,2024-10-14 13:20:00-05:00,2024-10-14 12:30:00-05:00,,DIRECTION_DISAGREEMENT
S58B-048925,496038,496037,SHORT,2476364,2476359,20333.25,2024-10-15 15:55:00-05:00,2024-10-15 15:50:00-05:00,OPP_02476310_SHORT,DIRECTION_DISAGREEMENT
S58B-048986,496591,496590,SHORT,2479128,2479123,20381.25,2024-10-17 17:00:00-05:00,2024-10-17 15:55:00-05:00,OPP_02479097_SHORT,DIRECTION_DISAGREEMENT
S58B-049066,497434,497433,SHORT,2483342,2483337,20500.25,2024-10-22 18:15:00-05:00,2024-10-22 18:10:00-05:00,,DIRECTION_DISAGREEMENT
S58B-049235,499135,499132,LONG,2491847,2491832,20439.75,2024-10-30 22:00:00-05:00,2024-10-30 21:45:00-05:00,,DIRECTION_DISAGREEMENT
S58B-049250,499256,499255,LONG,2492452,2492447,20378.0,2024-10-31 08:05:00-05:00,2024-10-31 08:00:00-05:00,OPP_02492399_LONG,DIRECTION_DISAGREEMENT
S58B-049251,499271,499270,LONG,2492527,2492522,20191.75,2024-10-31 09:20:00-05:00,2024-10-31 09:15:00-05:00,,DIRECTION_DISAGREEMENT
S58B-049253,499300,499290,SHORT,2492672,2492622,20084.25,2024-10-31 11:45:00-05:00,2024-10-31 10:55:00-05:00,OPP_02492712_SHORT,DIRECTION_DISAGREEMENT
S58B-049255,499371,499368,LONG,2493027,2493012,20083.5,2024-10-31 18:40:00-05:00,2024-10-31 18:25:00-05:00,OPP_02493068_LONG,DIRECTION_DISAGREEMENT
S58B-049302,499911,499910,LONG,2495727,2495722,20109.25,2024-11-04 17:40:00-06:00,2024-11-04 17:35:00-06:00,OPP_02495777_LONG,DIRECTION_DISAGREEMENT
S58B-049407,500858,500857,LONG,2500462,2500457,21238.25,2024-11-08 03:35:00-06:00,2024-11-08 03:30:00-06:00,,DIRECTION_DISAGREEMENT
S58B-049418,501018,501017,LONG,2501262,2501257,21304.5,2024-11-10 17:55:00-06:00,2024-11-10 17:50:00-06:00,OPP_02501208_LONG,DIRECTION_DISAGREEMENT
S58B-049424,501111,501106,SHORT,2501727,2501702,21293.25,2024-11-11 01:40:00-06:00,2024-11-11 01:15:00-06:00,OPP_02501679_SHORT,DIRECTION_DISAGREEMENT
S58B-049431,501161,501160,SHORT,2501977,2501972,21284.5,2024-11-11 05:50:00-06:00,2024-11-11 05:45:00-06:00,OPP_02501942_SHORT,DIRECTION_DISAGREEMENT
S58B-049494,501747,501743,LONG,2504907,2504887,21179.25,2024-11-13 08:40:00-06:00,2024-11-13 08:20:00-06:00,OPP_02504964_LONG,DIRECTION_DISAGREEMENT
S58B-049495,501770,501762,SHORT,2505022,2504982,21135.75,2024-11-13 10:35:00-06:00,2024-11-13 09:55:00-06:00,OPP_02505080_SHORT,DIRECTION_DISAGREEMENT
S58B-049661,503357,503353,SHORT,2512957,2512937,20671.25,2024-11-21 04:50:00-06:00,2024-11-21 04:30:00-06:00,OPP_02512921_SHORT,DIRECTION_DISAGREEMENT
S58B-049673,503489,503488,LONG,2513617,2513612,20800.75,2024-11-21 15:50:00-06:00,2024-11-21 15:45:00-06:00,OPP_02513655_LONG,DIRECTION_DISAGREEMENT
S58B-049685,503590,503583,SHORT,2514122,2514087,20799.5,2024-11-22 01:15:00-06:00,2024-11-22 00:40:00-06:00,OPP_02514076_SHORT,DIRECTION_DISAGREEMENT
S58B-049732,504154,504144,LONG,2516942,2516892,20890.5,2024-11-26 02:15:00-06:00,2024-11-26 01:25:00-06:00,OPP_02516988_LONG,DIRECTION_DISAGREEMENT
S58B-049742,504298,504294,SHORT,2517662,2517642,20941.5,2024-11-26 14:15:00-06:00,2024-11-26 13:55:00-06:00,,DIRECTION_DISAGREEMENT
S58B-049777,504713,504712,SHORT,2519737,2519732,20851.0,2024-11-28 02:50:00-06:00,2024-11-28 02:45:00-06:00,OPP_02519689_SHORT,DIRECTION_DISAGREEMENT
S58B-049778,504723,504720,SHORT,2519787,2519772,20857.0,2024-11-28 03:40:00-06:00,2024-11-28 03:25:00-06:00,OPP_02519824_SHORT,DIRECTION_DISAGREEMENT
S58B-049862,505495,505488,SHORT,2523647,2523612,21209.25,2024-12-03 06:45:00-06:00,2024-12-03 06:10:00-06:00,OPP_02523612_SHORT,DIRECTION_DISAGREEMENT
S58B-049875,505650,505642,SHORT,2524422,2524382,21328.25,2024-12-03 20:40:00-06:00,2024-12-03 20:00:00-06:00,OPP_02524456_SHORT,DIRECTION_DISAGREEMENT
S58B-049910,505990,505983,LONG,2526121,2526086,21500.0,2024-12-05 02:00:00-06:00,2024-12-05 01:25:00-06:00,OPP_02526164_LONG,DIRECTION_DISAGREEMENT
S58B-049965,506614,506613,LONG,2529241,2529236,21618.75,2024-12-09 08:00:00-06:00,2024-12-09 07:55:00-06:00,OPP_02529273_LONG,DIRECTION_DISAGREEMENT
S58B-049992,507015,507012,SHORT,2531246,2531231,21429.5,2024-12-10 19:25:00-06:00,2024-12-10 19:10:00-06:00,OPP_02531293_SHORT,DIRECTION_DISAGREEMENT
S58B-049999,507112,507106,SHORT,2531731,2531701,21445.75,2024-12-11 03:30:00-06:00,2024-12-11 03:00:00-06:00,OPP_02531778_SHORT,DIRECTION_DISAGREEMENT
S58B-050083,507910,507905,SHORT,2535720,2535695,21806.25,2024-12-16 01:00:00-06:00,2024-12-16 00:35:00-06:00,OPP_02535752_SHORT,DIRECTION_DISAGREEMENT
S58B-050236,509161,509156,LONG,2541971,2541946,21687.25,2024-12-20 13:15:00-06:00,2024-12-20 12:50:00-06:00,,DIRECTION_DISAGREEMENT
