setup_id,direction,armed_j,armed_m1_i,has_5m_take,matched_1m_opportunity,15m_state,tag
S58B-000001,SHORT,36,183,True,True,BEARISH,CONTINUATION
S58B-000002,LONG,41,207,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000003,LONG,46,232,True,True,BULLISH,CONTINUATION
S58B-000004,LONG,54,272,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000005,SHORT,67,336,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-000006,LONG,75,374,True,True,NEUTRAL,CONTINUATION
S58B-000007,LONG,80,398,True,True,BULLISH,CONTINUATION
S58B-000008,SHORT,93,455,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-000009,SHORT,96,468,False,False,BEARISH,CONTINUATION
S58B-000010,SHORT,113,552,True,True,NEUTRAL,CONTINUATION
S58B-000011,SHORT,118,577,False,False,BEARISH,CONTINUATION
S58B-000012,SHORT,120,587,False,False,BEARISH,CONTINUATION
S58B-000013,SHORT,122,597,True,True,BEARISH,CONTINUATION
S58B-000014,SHORT,128,626,True,True,BEARISH,CONTINUATION
S58B-000015,SHORT,133,651,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-000016,SHORT,157,771,True,True,BEARISH,CONTINUATION
S58B-000017,LONG,162,796,False,False,BULLISH,CONTINUATION
S58B-000018,LONG,164,806,False,False,BULLISH,CONTINUATION
S58B-000019,LONG,166,816,True,True,BULLISH,CONTINUATION
S58B-000020,LONG,174,856,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-000021,SHORT,184,906,False,False,BEARISH,CONTINUATION
S58B-000022,LONG,220,1086,True,True,NEUTRAL,CONTINUATION
S58B-000023,SHORT,237,1171,True,True,NEUTRAL,CONTINUATION
S58B-000024,LONG,254,1256,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000025,LONG,260,1286,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-000026,LONG,262,1296,True,True,NEUTRAL,CONTINUATION
S58B-000027,SHORT,283,1397,True,True,BEARISH,CONTINUATION
S58B-000028,SHORT,296,1458,True,True,BEARISH,CONTINUATION
S58B-000029,SHORT,302,1488,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000030,SHORT,327,1612,False,False,NEUTRAL,CONTINUATION
S58B-000031,LONG,333,1642,True,True,BULLISH,CONTINUATION
S58B-000032,LONG,338,1664,True,True,BULLISH,CONTINUATION
S58B-000033,LONG,345,1698,False,False,BULLISH,CONTINUATION
S58B-000034,LONG,347,1708,True,True,NEUTRAL,CONTINUATION
S58B-000035,SHORT,368,1809,True,True,NEUTRAL,CONTINUATION
S58B-000036,SHORT,373,1834,True,True,BEARISH,CONTINUATION
S58B-000037,SHORT,378,1859,True,True,BEARISH,CONTINUATION
S58B-000038,SHORT,383,1884,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-000039,SHORT,391,1924,True,True,BEARISH,CONTINUATION
S58B-000040,SHORT,396,1949,True,True,BEARISH,CONTINUATION
S58B-000041,SHORT,401,1974,True,True,BEARISH,CONTINUATION
S58B-000042,SHORT,413,2031,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-000043,SHORT,417,2050,True,True,BEARISH,CONTINUATION
S58B-000044,SHORT,422,2075,True,True,BEARISH,CONTINUATION
S58B-000045,SHORT,431,2120,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000046,SHORT,436,2145,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-000047,LONG,451,2220,True,True,BULLISH,CONTINUATION
S58B-000048,LONG,456,2245,True,True,BULLISH,CONTINUATION
S58B-000049,LONG,461,2270,False,False,TRANSITION,POTENTIAL_REVERSAL
S58B-000050,LONG,463,2280,True,True,BULLISH,CONTINUATION
S58B-000051,LONG,472,2325,True,True,NEUTRAL,CONTINUATION
S58B-000052,LONG,484,2385,True,True,NEUTRAL,CONTINUATION
S58B-000053,LONG,503,2480,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000054,LONG,510,2515,True,True,BULLISH,CONTINUATION
S58B-000055,LONG,515,2540,True,True,BULLISH,CONTINUATION
S58B-000056,LONG,524,2585,True,True,BULLISH,CONTINUATION
S58B-000057,LONG,539,2660,True,True,BULLISH,CONTINUATION
S58B-000058,SHORT,545,2690,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-000059,SHORT,547,2700,True,True,BEARISH,CONTINUATION
S58B-000060,SHORT,552,2724,True,True,BEARISH,CONTINUATION
S58B-000061,LONG,557,2749,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000062,SHORT,565,2786,False,False,TRANSITION,POTENTIAL_REVERSAL
S58B-000063,SHORT,578,2848,True,True,NEUTRAL,CONTINUATION
S58B-000064,LONG,585,2881,True,True,NEUTRAL,CONTINUATION
S58B-000065,LONG,590,2906,True,True,BULLISH,CONTINUATION
S58B-000066,LONG,596,2934,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000067,LONG,601,2958,True,True,BULLISH,CONTINUATION
S58B-000068,LONG,606,2980,True,True,NEUTRAL,CONTINUATION
S58B-000069,LONG,613,3012,True,True,BULLISH,CONTINUATION
S58B-000070,LONG,625,3066,True,True,NEUTRAL,CONTINUATION
S58B-000071,LONG,637,3120,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-000072,LONG,640,3134,True,True,NEUTRAL,CONTINUATION
S58B-000073,LONG,646,3164,True,True,BULLISH,CONTINUATION
S58B-000074,LONG,652,3193,False,False,BULLISH,CONTINUATION
S58B-000075,LONG,654,3203,True,True,NEUTRAL,CONTINUATION
S58B-000076,SHORT,668,3273,True,True,NEUTRAL,CONTINUATION
S58B-000077,SHORT,677,3314,False,False,BEARISH,CONTINUATION
S58B-000078,SHORT,684,3349,True,True,BEARISH,CONTINUATION
S58B-000079,SHORT,689,3374,True,True,BEARISH,CONTINUATION
S58B-000080,SHORT,699,3424,True,True,BEARISH,CONTINUATION
S58B-000081,SHORT,707,3464,False,False,NEUTRAL,CONTINUATION
S58B-000082,SHORT,719,3524,True,True,BEARISH,CONTINUATION
S58B-000083,SHORT,724,3549,True,True,BEARISH,CONTINUATION
S58B-000084,SHORT,731,3584,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000085,LONG,738,3619,True,True,BULLISH,CONTINUATION
S58B-000086,SHORT,744,3649,True,True,BEARISH,CONTINUATION
S58B-000087,LONG,775,3804,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000088,LONG,811,3984,False,False,BULLISH,CONTINUATION
S58B-000089,LONG,813,3994,True,True,BULLISH,CONTINUATION
S58B-000090,LONG,826,4057,False,False,BULLISH,CONTINUATION
S58B-000091,LONG,828,4067,True,True,BULLISH,CONTINUATION
S58B-000092,SHORT,844,4141,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000093,SHORT,850,4171,True,True,BEARISH,CONTINUATION
S58B-000094,SHORT,856,4200,False,False,BEARISH,CONTINUATION
S58B-000095,SHORT,860,4218,False,False,NEUTRAL,CONTINUATION
S58B-000096,LONG,877,4294,True,True,BULLISH,CONTINUATION
S58B-000097,SHORT,882,4317,False,False,BEARISH,CONTINUATION
S58B-000098,LONG,896,4372,False,False,BULLISH,CONTINUATION
S58B-000099,SHORT,905,4408,True,True,BEARISH,CONTINUATION
S58B-000100,SHORT,911,4435,True,True,BEARISH,CONTINUATION
S58B-000101,SHORT,916,4455,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000102,SHORT,926,4503,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000103,SHORT,936,4552,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-000104,LONG,942,4582,True,True,BULLISH,CONTINUATION
S58B-000105,LONG,947,4607,True,True,BULLISH,CONTINUATION
S58B-000106,LONG,954,4642,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-000107,LONG,961,4677,False,False,BULLISH,CONTINUATION
S58B-000108,LONG,963,4687,True,True,BULLISH,CONTINUATION
S58B-000109,LONG,968,4712,True,True,BULLISH,CONTINUATION
S58B-000110,LONG,976,4750,True,True,BULLISH,CONTINUATION
S58B-000111,LONG,981,4775,True,True,BULLISH,CONTINUATION
S58B-000112,LONG,986,4800,True,True,BULLISH,CONTINUATION
S58B-000113,LONG,991,4825,False,False,BULLISH,CONTINUATION
S58B-000114,LONG,993,4835,True,True,BULLISH,CONTINUATION
S58B-000115,LONG,999,4865,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000116,LONG,1005,4895,True,True,BULLISH,CONTINUATION
S58B-000117,LONG,1014,4940,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000118,LONG,1029,5015,True,True,BULLISH,CONTINUATION
S58B-000119,LONG,1035,5045,False,False,BULLISH,CONTINUATION
S58B-000120,LONG,1044,5090,True,True,BULLISH,CONTINUATION
S58B-000121,LONG,1050,5120,False,False,BULLISH,CONTINUATION
S58B-000122,LONG,1052,5130,True,True,BULLISH,CONTINUATION
S58B-000123,LONG,1058,5160,True,True,BULLISH,CONTINUATION
S58B-000124,LONG,1069,5215,False,False,BULLISH,CONTINUATION
S58B-000125,LONG,1071,5225,True,True,BULLISH,CONTINUATION
S58B-000126,LONG,1078,5260,True,True,NEUTRAL,CONTINUATION
S58B-000127,LONG,1083,5285,True,True,BULLISH,CONTINUATION
S58B-000128,LONG,1097,5354,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000129,LONG,1102,5378,False,False,BULLISH,CONTINUATION
S58B-000130,LONG,1104,5388,True,True,BULLISH,CONTINUATION
S58B-000131,SHORT,1122,5473,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000132,LONG,1129,5505,False,False,NEUTRAL,CONTINUATION
S58B-000133,LONG,1131,5515,True,True,NEUTRAL,CONTINUATION
S58B-000134,LONG,1138,5550,True,True,BULLISH,CONTINUATION
S58B-000135,SHORT,1146,5590,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-000136,LONG,1152,5620,True,True,NEUTRAL,CONTINUATION
S58B-000137,SHORT,1157,5644,True,True,BEARISH,CONTINUATION
S58B-000138,SHORT,1162,5667,True,True,BEARISH,CONTINUATION
S58B-000139,LONG,1169,5696,True,True,BULLISH,CONTINUATION
S58B-000140,LONG,1190,5786,True,True,NEUTRAL,CONTINUATION
S58B-000141,SHORT,1201,5837,True,True,BEARISH,CONTINUATION
S58B-000142,LONG,1206,5862,True,True,NEUTRAL,CONTINUATION
S58B-000143,SHORT,1212,5892,False,False,BEARISH,CONTINUATION
S58B-000144,SHORT,1214,5902,True,True,BEARISH,CONTINUATION
S58B-000145,SHORT,1219,5927,True,True,BEARISH,CONTINUATION
S58B-000146,SHORT,1224,5952,True,True,BEARISH,CONTINUATION
S58B-000147,SHORT,1243,6047,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-000148,LONG,1250,6082,False,False,NEUTRAL,CONTINUATION
S58B-000149,SHORT,1258,6122,False,False,BEARISH,CONTINUATION
S58B-000150,SHORT,1260,6132,True,True,BEARISH,CONTINUATION
S58B-000151,SHORT,1265,6157,False,False,BEARISH,CONTINUATION
S58B-000152,SHORT,1267,6167,True,True,BEARISH,CONTINUATION
S58B-000153,SHORT,1272,6192,True,True,BEARISH,CONTINUATION
S58B-000154,SHORT,1277,6217,True,True,BEARISH,CONTINUATION
S58B-000155,SHORT,1290,6282,False,False,BEARISH,CONTINUATION
S58B-000156,SHORT,1292,6292,True,True,BEARISH,CONTINUATION
S58B-000157,SHORT,1297,6317,True,True,BEARISH,CONTINUATION
S58B-000158,LONG,1330,6482,True,True,BULLISH,CONTINUATION
S58B-000159,SHORT,1338,6522,True,True,BEARISH,CONTINUATION
S58B-000160,SHORT,1345,6557,True,True,BEARISH,CONTINUATION
S58B-000161,SHORT,1350,6582,True,True,NEUTRAL,CONTINUATION
S58B-000162,LONG,1376,6708,False,False,NEUTRAL,CONTINUATION
S58B-000163,LONG,1378,6718,True,True,BULLISH,CONTINUATION
S58B-000164,LONG,1409,6871,True,True,NEUTRAL,CONTINUATION
S58B-000165,LONG,1414,6896,True,True,BULLISH,CONTINUATION
S58B-000166,LONG,1421,6931,True,True,NEUTRAL,CONTINUATION
S58B-000167,SHORT,1432,6983,False,False,BEARISH,CONTINUATION
S58B-000168,SHORT,1434,6993,True,True,BEARISH,CONTINUATION
S58B-000169,SHORT,1442,7028,True,True,BEARISH,CONTINUATION
S58B-000170,SHORT,1448,7055,True,True,NEUTRAL,CONTINUATION
S58B-000171,SHORT,1453,7079,False,False,BEARISH,CONTINUATION
S58B-000172,SHORT,1455,7087,False,False,BEARISH,CONTINUATION
S58B-000173,SHORT,1457,7096,True,True,BEARISH,CONTINUATION
S58B-000174,SHORT,1465,7136,True,True,BEARISH,CONTINUATION
S58B-000175,SHORT,1471,7166,True,True,BEARISH,CONTINUATION
S58B-000176,SHORT,1478,7200,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-000177,LONG,1491,7265,False,False,BULLISH,CONTINUATION
S58B-000178,LONG,1493,7275,True,True,BULLISH,CONTINUATION
S58B-000179,SHORT,1518,7399,True,True,NEUTRAL,CONTINUATION
S58B-000180,LONG,1525,7433,False,False,BULLISH,CONTINUATION
S58B-000181,LONG,1545,7532,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000182,SHORT,1553,7572,True,True,BEARISH,CONTINUATION
S58B-000183,SHORT,1561,7612,True,True,NEUTRAL,CONTINUATION
S58B-000184,LONG,1572,7667,False,False,NEUTRAL,CONTINUATION
S58B-000185,LONG,1574,7677,True,True,NEUTRAL,CONTINUATION
S58B-000186,LONG,1579,7702,True,True,BULLISH,CONTINUATION
S58B-000187,SHORT,1584,7727,True,True,BEARISH,CONTINUATION
S58B-000188,SHORT,1589,7752,True,True,BEARISH,CONTINUATION
S58B-000189,SHORT,1602,7817,True,True,NEUTRAL,CONTINUATION
S58B-000190,SHORT,1608,7847,True,True,BEARISH,CONTINUATION
S58B-000191,SHORT,1613,7872,True,True,BEARISH,CONTINUATION
S58B-000192,SHORT,1618,7897,False,False,BEARISH,CONTINUATION
S58B-000193,SHORT,1620,7907,True,True,BEARISH,CONTINUATION
S58B-000194,SHORT,1625,7932,True,True,BEARISH,CONTINUATION
S58B-000195,SHORT,1634,7977,True,True,BEARISH,CONTINUATION
S58B-000196,LONG,1659,8089,True,True,NEUTRAL,CONTINUATION
S58B-000197,LONG,1685,8217,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000198,LONG,1699,8287,True,True,BULLISH,CONTINUATION
S58B-000199,SHORT,1704,8312,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-000200,SHORT,1711,8336,True,True,BEARISH,CONTINUATION
S58B-000201,SHORT,1729,8415,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-000202,LONG,1738,8460,False,False,BULLISH,CONTINUATION
S58B-000203,LONG,1740,8470,True,True,BULLISH,CONTINUATION
S58B-000204,LONG,1745,8495,True,True,BULLISH,CONTINUATION
S58B-000205,LONG,1752,8530,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000206,LONG,1767,8604,False,False,NEUTRAL,CONTINUATION
S58B-000207,SHORT,1774,8639,True,True,BEARISH,CONTINUATION
S58B-000208,LONG,1782,8679,False,False,BULLISH,CONTINUATION
S58B-000209,LONG,1784,8689,True,True,BULLISH,CONTINUATION
S58B-000210,LONG,1795,8743,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000211,LONG,1838,8958,False,False,BULLISH,CONTINUATION
S58B-000212,SHORT,1846,8998,False,False,BEARISH,CONTINUATION
S58B-000213,SHORT,1848,9008,True,True,BEARISH,CONTINUATION
S58B-000214,SHORT,1867,9103,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-000215,SHORT,1895,9243,False,False,NEUTRAL,CONTINUATION
S58B-000216,LONG,1904,9288,False,False,BULLISH,CONTINUATION
S58B-000217,LONG,1908,9308,True,True,NEUTRAL,CONTINUATION
S58B-000218,SHORT,1941,9461,True,True,BEARISH,CONTINUATION
S58B-000219,LONG,1957,9541,True,True,BULLISH,CONTINUATION
S58B-000220,LONG,1962,9566,False,False,BULLISH,CONTINUATION
S58B-000221,LONG,1979,9643,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-000222,LONG,1981,9653,False,False,BULLISH,CONTINUATION
S58B-000223,SHORT,1993,9701,True,True,BEARISH,CONTINUATION
S58B-000224,SHORT,2008,9767,True,True,BEARISH,CONTINUATION
S58B-000225,SHORT,2014,9794,False,False,BEARISH,CONTINUATION
S58B-000226,SHORT,2016,9804,True,True,BEARISH,CONTINUATION
S58B-000227,SHORT,2022,9833,True,True,BEARISH,CONTINUATION
S58B-000228,SHORT,2027,9858,False,False,BEARISH,CONTINUATION
S58B-000229,SHORT,2029,9868,True,True,BEARISH,CONTINUATION
S58B-000230,SHORT,2039,9918,True,True,NEUTRAL,CONTINUATION
S58B-000231,SHORT,2063,10037,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-000232,SHORT,2066,10051,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000233,SHORT,2071,10076,False,False,BEARISH,CONTINUATION
S58B-000234,SHORT,2073,10086,False,False,BEARISH,CONTINUATION
S58B-000235,SHORT,2075,10096,True,True,BEARISH,CONTINUATION
S58B-000236,LONG,2093,10186,True,True,BULLISH,CONTINUATION
S58B-000237,LONG,2102,10231,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-000238,LONG,2104,10241,True,True,BULLISH,CONTINUATION
S58B-000239,LONG,2109,10266,True,True,BULLISH,CONTINUATION
S58B-000240,SHORT,2122,10331,True,True,BEARISH,CONTINUATION
S58B-000241,LONG,2127,10356,True,True,BULLISH,CONTINUATION
S58B-000242,LONG,2132,10381,True,True,BULLISH,CONTINUATION
S58B-000243,LONG,2140,10421,True,True,BULLISH,CONTINUATION
S58B-000244,LONG,2148,10461,True,True,NEUTRAL,CONTINUATION
S58B-000245,LONG,2177,10606,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000246,LONG,2183,10636,True,True,NEUTRAL,CONTINUATION
S58B-000247,SHORT,2199,10710,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-000248,SHORT,2203,10725,False,False,TRANSITION,POTENTIAL_REVERSAL
S58B-000249,SHORT,2206,10738,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000250,SHORT,2220,10806,True,True,BEARISH,CONTINUATION
S58B-000251,SHORT,2229,10849,True,True,NEUTRAL,CONTINUATION
S58B-000252,SHORT,2238,10892,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-000253,LONG,2241,10907,True,True,BULLISH,CONTINUATION
S58B-000254,LONG,2247,10932,True,True,BULLISH,CONTINUATION
S58B-000255,LONG,2252,10957,True,True,BULLISH,CONTINUATION
S58B-000256,LONG,2260,10984,True,True,NEUTRAL,CONTINUATION
S58B-000257,SHORT,2268,11017,False,False,NEUTRAL,CONTINUATION
S58B-000258,SHORT,2293,11137,False,False,BEARISH,CONTINUATION
S58B-000259,SHORT,2295,11147,False,False,BEARISH,CONTINUATION
S58B-000260,LONG,2306,11201,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000261,LONG,2318,11261,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-000262,SHORT,2335,11344,True,True,BEARISH,CONTINUATION
S58B-000263,SHORT,2359,11464,True,True,BEARISH,CONTINUATION
S58B-000264,SHORT,2368,11509,True,True,NEUTRAL,CONTINUATION
S58B-000265,SHORT,2375,11544,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-000266,LONG,2392,11629,True,True,BULLISH,CONTINUATION
S58B-000267,LONG,2397,11654,True,True,BULLISH,CONTINUATION
S58B-000268,LONG,2402,11679,True,True,BULLISH,CONTINUATION
S58B-000269,LONG,2413,11734,True,True,BULLISH,CONTINUATION
S58B-000270,SHORT,2424,11789,True,True,BEARISH,CONTINUATION
S58B-000271,SHORT,2429,11814,False,False,BEARISH,CONTINUATION
S58B-000272,SHORT,2431,11824,False,False,BEARISH,CONTINUATION
S58B-000273,SHORT,2433,11834,False,False,BEARISH,CONTINUATION
S58B-000274,SHORT,2435,11844,True,True,BEARISH,CONTINUATION
S58B-000275,SHORT,2442,11879,True,True,BEARISH,CONTINUATION
S58B-000276,SHORT,2447,11904,True,True,BEARISH,CONTINUATION
S58B-000277,SHORT,2455,11944,False,False,NEUTRAL,CONTINUATION
S58B-000278,SHORT,2457,11954,True,True,BEARISH,CONTINUATION
S58B-000279,SHORT,2470,12015,False,False,BEARISH,CONTINUATION
S58B-000280,SHORT,2472,12025,False,False,BEARISH,CONTINUATION
S58B-000281,SHORT,2474,12035,True,True,BEARISH,CONTINUATION
S58B-000282,SHORT,2480,12062,True,True,BEARISH,CONTINUATION
S58B-000283,SHORT,2485,12087,False,False,BEARISH,CONTINUATION
S58B-000284,SHORT,2498,12151,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-000285,SHORT,2533,12323,False,False,NEUTRAL,CONTINUATION
S58B-000286,LONG,2535,12333,True,True,BULLISH,CONTINUATION
S58B-000287,LONG,2540,12358,True,True,BULLISH,CONTINUATION
S58B-000288,LONG,2550,12406,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000289,SHORT,2567,12490,False,False,TRANSITION,POTENTIAL_REVERSAL
S58B-000290,SHORT,2569,12500,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000291,SHORT,2577,12540,True,True,BEARISH,CONTINUATION
S58B-000292,LONG,2587,12588,False,False,NEUTRAL,CONTINUATION
S58B-000293,LONG,2590,12603,True,True,BULLISH,CONTINUATION
S58B-000294,SHORT,2595,12628,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-000295,LONG,2607,12687,True,True,BULLISH,CONTINUATION
S58B-000296,LONG,2612,12712,True,True,BULLISH,CONTINUATION
S58B-000297,LONG,2620,12752,False,False,BULLISH,CONTINUATION
S58B-000298,LONG,2622,12762,True,True,BULLISH,CONTINUATION
S58B-000299,LONG,2627,12787,True,True,BULLISH,CONTINUATION
S58B-000300,LONG,2632,12812,True,True,BULLISH,CONTINUATION
S58B-000301,LONG,2638,12842,False,False,BULLISH,CONTINUATION
S58B-000302,LONG,2641,12857,True,True,BULLISH,CONTINUATION
S58B-000303,LONG,2649,12897,True,True,NEUTRAL,CONTINUATION
S58B-000304,LONG,2654,12922,True,True,BULLISH,CONTINUATION
S58B-000305,LONG,2664,12972,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000306,LONG,2678,13042,True,True,BULLISH,CONTINUATION
S58B-000307,LONG,2685,13077,True,True,BULLISH,CONTINUATION
S58B-000308,LONG,2690,13102,True,True,BULLISH,CONTINUATION
S58B-000309,LONG,2699,13147,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000310,SHORT,2713,13217,True,True,BEARISH,CONTINUATION
S58B-000311,LONG,2722,13262,True,True,BULLISH,CONTINUATION
S58B-000312,SHORT,2743,13364,False,False,BEARISH,CONTINUATION
S58B-000313,LONG,2750,13394,True,True,BULLISH,CONTINUATION
S58B-000314,LONG,2759,13438,False,False,TRANSITION,POTENTIAL_REVERSAL
S58B-000315,SHORT,2769,13488,False,False,NEUTRAL,CONTINUATION
S58B-000316,LONG,2778,13530,False,False,BULLISH,CONTINUATION
S58B-000317,LONG,2780,13540,False,False,BULLISH,CONTINUATION
S58B-000318,LONG,2782,13550,True,True,BULLISH,CONTINUATION
S58B-000319,LONG,2787,13575,True,True,BULLISH,CONTINUATION
S58B-000320,SHORT,2821,13743,False,False,BEARISH,CONTINUATION
S58B-000321,SHORT,2823,13751,False,False,NEUTRAL,CONTINUATION
S58B-000322,SHORT,2825,13761,False,False,NEUTRAL,CONTINUATION
S58B-000323,SHORT,2827,13771,True,True,BEARISH,CONTINUATION
S58B-000324,SHORT,2832,13796,True,True,BEARISH,CONTINUATION
S58B-000325,SHORT,2838,13826,False,False,BEARISH,CONTINUATION
S58B-000326,SHORT,2840,13836,True,True,BEARISH,CONTINUATION
S58B-000327,SHORT,2852,13896,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-000328,SHORT,2863,13951,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-000329,LONG,2871,13986,True,True,BULLISH,CONTINUATION
S58B-000330,LONG,2896,14110,True,True,BULLISH,CONTINUATION
S58B-000331,LONG,2901,14135,True,True,BULLISH,CONTINUATION
S58B-000332,LONG,2906,14160,True,True,BULLISH,CONTINUATION
S58B-000333,LONG,2912,14190,True,True,BULLISH,CONTINUATION
S58B-000334,LONG,2917,14215,True,True,BULLISH,CONTINUATION
S58B-000335,LONG,2922,14240,True,True,BULLISH,CONTINUATION
S58B-000336,SHORT,2935,14305,False,False,NEUTRAL,CONTINUATION
S58B-000337,LONG,2944,14350,True,True,NEUTRAL,CONTINUATION
S58B-000338,SHORT,2958,14420,True,True,NEUTRAL,CONTINUATION
S58B-000339,LONG,2974,14500,True,True,BULLISH,CONTINUATION
S58B-000340,LONG,3002,14640,True,True,BULLISH,CONTINUATION
S58B-000341,LONG,3021,14731,True,True,BULLISH,CONTINUATION
S58B-000342,LONG,3028,14764,True,True,BULLISH,CONTINUATION
S58B-000343,LONG,3035,14799,True,True,BULLISH,CONTINUATION
S58B-000344,SHORT,3071,14970,False,False,NEUTRAL,CONTINUATION
S58B-000345,SHORT,3073,14980,False,False,TRANSITION,POTENTIAL_REVERSAL
S58B-000346,LONG,3077,14997,False,False,BULLISH,CONTINUATION
S58B-000347,LONG,3079,15006,True,True,BULLISH,CONTINUATION
S58B-000348,LONG,3098,15086,False,False,NEUTRAL,CONTINUATION
S58B-000349,SHORT,3104,15115,True,True,BEARISH,CONTINUATION
S58B-000350,SHORT,3110,15145,True,True,BEARISH,CONTINUATION
S58B-000351,SHORT,3118,15185,True,True,BEARISH,CONTINUATION
S58B-000352,SHORT,3128,15235,True,True,BEARISH,CONTINUATION
S58B-000353,LONG,3140,15291,True,True,BULLISH,CONTINUATION
S58B-000354,LONG,3154,15359,False,False,NEUTRAL,CONTINUATION
S58B-000355,LONG,3157,15374,True,True,BULLISH,CONTINUATION
S58B-000356,LONG,3162,15399,True,True,BULLISH,CONTINUATION
S58B-000357,LONG,3171,15444,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000358,SHORT,3186,15519,True,True,BEARISH,CONTINUATION
S58B-000359,SHORT,3191,15544,True,True,BEARISH,CONTINUATION
S58B-000360,SHORT,3199,15584,False,False,BEARISH,CONTINUATION
S58B-000361,SHORT,3201,15594,True,True,BEARISH,CONTINUATION
S58B-000362,SHORT,3213,15654,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-000363,LONG,3222,15699,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000364,LONG,3228,15729,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000365,LONG,3235,15764,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000366,SHORT,3242,15799,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000367,LONG,3263,15904,True,True,BULLISH,CONTINUATION
S58B-000368,LONG,3271,15944,True,True,BULLISH,CONTINUATION
S58B-000369,LONG,3280,15986,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-000370,LONG,3286,16015,True,True,BULLISH,CONTINUATION
S58B-000371,LONG,3308,16117,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-000372,SHORT,3320,16173,True,True,BEARISH,CONTINUATION
S58B-000373,SHORT,3337,16244,True,True,BEARISH,CONTINUATION
S58B-000374,SHORT,3342,16264,False,False,BEARISH,CONTINUATION
S58B-000375,SHORT,3344,16273,True,True,BEARISH,CONTINUATION
S58B-000376,LONG,3360,16329,True,True,BULLISH,CONTINUATION
S58B-000377,LONG,3365,16354,False,False,BULLISH,CONTINUATION
S58B-000378,SHORT,3381,16427,True,True,BEARISH,CONTINUATION
