setup_id,direction,armed_j,armed_m1_i,has_5m_take,matched_1m_opportunity,15m_state,tag
S58B-008767,LONG,85933,427385,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008768,SHORT,85958,427510,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-008769,SHORT,85967,427555,True,True,BEARISH,CONTINUATION
S58B-008770,SHORT,85980,427620,False,False,NEUTRAL,CONTINUATION
S58B-008771,LONG,85984,427640,True,True,NEUTRAL,CONTINUATION
S58B-008772,LONG,85996,427700,True,True,NEUTRAL,CONTINUATION
S58B-008773,SHORT,86031,427875,True,True,BEARISH,CONTINUATION
S58B-008774,SHORT,86036,427900,True,True,BEARISH,CONTINUATION
S58B-008775,SHORT,86043,427935,False,False,BEARISH,CONTINUATION
S58B-008776,SHORT,86045,427945,True,True,BEARISH,CONTINUATION
S58B-008777,SHORT,86050,427970,True,True,BEARISH,CONTINUATION
S58B-008778,SHORT,86059,428015,True,True,NEUTRAL,CONTINUATION
S58B-008779,SHORT,86079,428115,True,True,BEARISH,CONTINUATION
S58B-008780,SHORT,86087,428155,False,False,BEARISH,CONTINUATION
S58B-008781,SHORT,86089,428165,False,False,BEARISH,CONTINUATION
S58B-008782,SHORT,86091,428175,True,True,BEARISH,CONTINUATION
S58B-008783,SHORT,86097,428205,True,True,BEARISH,CONTINUATION
S58B-008784,SHORT,86104,428240,False,False,BEARISH,CONTINUATION
S58B-008785,SHORT,86106,428250,True,True,BEARISH,CONTINUATION
S58B-008786,SHORT,86116,428300,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-008787,SHORT,86121,428325,True,True,BEARISH,CONTINUATION
S58B-008788,LONG,86137,428405,False,False,BULLISH,CONTINUATION
S58B-008789,LONG,86139,428415,True,True,BULLISH,CONTINUATION
S58B-008790,LONG,86145,428445,True,True,BULLISH,CONTINUATION
S58B-008791,LONG,86150,428470,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-008792,LONG,86157,428505,True,True,BULLISH,CONTINUATION
S58B-008793,LONG,86164,428540,False,False,BULLISH,CONTINUATION
S58B-008794,LONG,86166,428550,True,True,BULLISH,CONTINUATION
S58B-008795,LONG,86178,428610,True,True,NEUTRAL,CONTINUATION
S58B-008796,LONG,86196,428700,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008797,LONG,86212,428780,False,False,BULLISH,CONTINUATION
S58B-008798,LONG,86214,428790,True,True,BULLISH,CONTINUATION
S58B-008799,LONG,86234,428890,True,True,BULLISH,CONTINUATION
S58B-008800,LONG,86239,428915,False,False,BULLISH,CONTINUATION
S58B-008801,SHORT,86242,428930,True,True,BEARISH,CONTINUATION
S58B-008802,SHORT,86253,428985,True,True,NEUTRAL,CONTINUATION
S58B-008803,LONG,86275,429095,True,True,BULLISH,CONTINUATION
S58B-008804,SHORT,86282,429130,True,True,NEUTRAL,CONTINUATION
S58B-008805,LONG,86298,429210,True,True,NEUTRAL,CONTINUATION
S58B-008806,SHORT,86355,429495,True,True,NEUTRAL,CONTINUATION
S58B-008807,LONG,86372,429580,False,False,TRANSITION,POTENTIAL_REVERSAL
S58B-008808,SHORT,86376,429600,True,True,BEARISH,CONTINUATION
S58B-008809,SHORT,86382,429630,True,True,BEARISH,CONTINUATION
S58B-008810,SHORT,86388,429660,False,False,BEARISH,CONTINUATION
S58B-008811,LONG,86392,429680,True,True,BULLISH,CONTINUATION
S58B-008812,LONG,86437,429905,False,False,BULLISH,CONTINUATION
S58B-008813,LONG,86439,429915,True,True,BULLISH,CONTINUATION
S58B-008814,LONG,86444,429940,False,False,BULLISH,CONTINUATION
S58B-008815,LONG,86446,429950,True,True,BULLISH,CONTINUATION
S58B-008816,LONG,86451,429975,False,False,BULLISH,CONTINUATION
S58B-008817,LONG,86454,429990,True,True,BULLISH,CONTINUATION
S58B-008818,LONG,86462,430030,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-008819,LONG,86464,430040,False,False,BULLISH,CONTINUATION
S58B-008820,LONG,86466,430050,True,True,BULLISH,CONTINUATION
S58B-008821,SHORT,86478,430110,True,True,BEARISH,CONTINUATION
S58B-008822,LONG,86502,430230,True,True,BULLISH,CONTINUATION
S58B-008823,LONG,86510,430270,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-008824,LONG,86516,430300,True,True,BULLISH,CONTINUATION
S58B-008825,LONG,86521,430325,False,False,BULLISH,CONTINUATION
S58B-008826,LONG,86523,430335,True,True,BULLISH,CONTINUATION
S58B-008827,LONG,86534,430390,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-008828,LONG,86571,430575,True,True,BULLISH,CONTINUATION
S58B-008829,LONG,86576,430600,True,True,BULLISH,CONTINUATION
S58B-008830,LONG,86581,430625,True,True,NEUTRAL,CONTINUATION
S58B-008831,LONG,86586,430650,True,True,BULLISH,CONTINUATION
S58B-008832,LONG,86591,430675,True,True,BULLISH,CONTINUATION
S58B-008833,LONG,86596,430700,False,False,BULLISH,CONTINUATION
S58B-008834,LONG,86598,430710,True,True,BULLISH,CONTINUATION
S58B-008835,LONG,86603,430735,True,True,BULLISH,CONTINUATION
S58B-008836,LONG,86610,430770,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008837,LONG,86621,430825,True,True,NEUTRAL,CONTINUATION
S58B-008838,SHORT,86639,430915,True,True,BEARISH,CONTINUATION
S58B-008839,LONG,86657,431005,True,True,NEUTRAL,CONTINUATION
S58B-008840,LONG,86672,431080,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008841,LONG,86678,431110,False,False,BULLISH,CONTINUATION
S58B-008842,LONG,86680,431120,True,True,BULLISH,CONTINUATION
S58B-008843,LONG,86685,431145,True,True,BULLISH,CONTINUATION
S58B-008844,LONG,86697,431205,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-008845,SHORT,86708,431260,True,True,NEUTRAL,CONTINUATION
S58B-008846,SHORT,86714,431290,True,True,BEARISH,CONTINUATION
S58B-008847,SHORT,86719,431315,True,True,BEARISH,CONTINUATION
S58B-008848,SHORT,86724,431340,True,True,BEARISH,CONTINUATION
S58B-008849,SHORT,86729,431365,False,False,BEARISH,CONTINUATION
S58B-008850,SHORT,86731,431375,True,True,BEARISH,CONTINUATION
S58B-008851,SHORT,86736,431400,True,True,BEARISH,CONTINUATION
S58B-008852,SHORT,86746,431450,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-008853,SHORT,86751,431475,True,True,BEARISH,CONTINUATION
S58B-008854,LONG,86767,431555,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008855,LONG,86773,431585,True,True,BULLISH,CONTINUATION
S58B-008856,LONG,86778,431610,True,True,BULLISH,CONTINUATION
S58B-008857,SHORT,86793,431685,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008858,SHORT,86814,431790,True,True,BEARISH,CONTINUATION
S58B-008859,SHORT,86843,431935,True,True,BEARISH,CONTINUATION
S58B-008860,SHORT,86848,431960,True,True,BEARISH,CONTINUATION
S58B-008861,SHORT,86877,432105,True,True,NEUTRAL,CONTINUATION
S58B-008862,SHORT,86886,432150,True,True,BEARISH,CONTINUATION
S58B-008863,LONG,86920,432320,True,True,BULLISH,CONTINUATION
S58B-008864,LONG,86928,432360,False,False,BULLISH,CONTINUATION
S58B-008865,LONG,86933,432385,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008866,LONG,86939,432415,False,False,BULLISH,CONTINUATION
S58B-008867,LONG,86941,432425,True,True,BULLISH,CONTINUATION
S58B-008868,LONG,86948,432460,False,False,BULLISH,CONTINUATION
S58B-008869,LONG,86950,432470,True,True,BULLISH,CONTINUATION
S58B-008870,LONG,86970,432570,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-008871,SHORT,86991,432675,False,False,NEUTRAL,CONTINUATION
S58B-008872,LONG,87006,432750,True,True,BULLISH,CONTINUATION
S58B-008873,LONG,87011,432775,False,False,BULLISH,CONTINUATION
S58B-008874,LONG,87013,432785,True,True,BULLISH,CONTINUATION
S58B-008875,LONG,87018,432810,True,True,BULLISH,CONTINUATION
S58B-008876,LONG,87023,432835,True,True,BULLISH,CONTINUATION
S58B-008877,LONG,87028,432860,False,False,BULLISH,CONTINUATION
S58B-008878,LONG,87030,432870,True,True,BULLISH,CONTINUATION
S58B-008879,LONG,87041,432925,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-008880,SHORT,87056,433000,True,True,NEUTRAL,CONTINUATION
S58B-008881,SHORT,87073,433085,True,True,BEARISH,CONTINUATION
S58B-008882,SHORT,87103,433235,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-008883,LONG,87120,433320,False,False,BULLISH,CONTINUATION
S58B-008884,LONG,87122,433330,True,True,BULLISH,CONTINUATION
S58B-008885,LONG,87127,433355,False,False,BULLISH,CONTINUATION
S58B-008886,LONG,87129,433365,True,True,BULLISH,CONTINUATION
S58B-008887,LONG,87145,433445,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-008888,SHORT,87163,433535,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008889,LONG,87215,433795,True,True,NEUTRAL,CONTINUATION
S58B-008890,LONG,87223,433835,True,True,NEUTRAL,CONTINUATION
S58B-008891,LONG,87242,433930,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-008892,LONG,87245,433945,True,True,BULLISH,CONTINUATION
S58B-008893,LONG,87250,433970,True,True,BULLISH,CONTINUATION
S58B-008894,LONG,87255,433995,True,True,BULLISH,CONTINUATION
S58B-008895,LONG,87261,434025,False,False,BULLISH,CONTINUATION
S58B-008896,SHORT,87290,434170,False,False,BEARISH,CONTINUATION
S58B-008897,SHORT,87292,434180,True,True,BEARISH,CONTINUATION
S58B-008898,SHORT,87309,434265,False,False,NEUTRAL,CONTINUATION
S58B-008899,LONG,87320,434320,True,True,BULLISH,CONTINUATION
S58B-008900,LONG,87329,434365,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-008901,LONG,87338,434410,True,True,NEUTRAL,CONTINUATION
S58B-008902,LONG,87358,434510,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-008903,LONG,87367,434555,True,True,BULLISH,CONTINUATION
S58B-008904,SHORT,87383,434635,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-008905,SHORT,87392,434680,True,True,BEARISH,CONTINUATION
S58B-008906,LONG,87411,434775,False,False,TRANSITION,POTENTIAL_REVERSAL
S58B-008907,LONG,87413,434785,True,True,BULLISH,CONTINUATION
S58B-008908,LONG,87418,434810,True,True,BULLISH,CONTINUATION
S58B-008909,LONG,87432,434880,False,False,BULLISH,CONTINUATION
S58B-008910,LONG,87434,434890,True,True,BULLISH,CONTINUATION
S58B-008911,LONG,87440,434920,True,True,NEUTRAL,CONTINUATION
S58B-008912,LONG,87446,434950,True,True,BULLISH,CONTINUATION
S58B-008913,LONG,87452,434980,True,True,NEUTRAL,CONTINUATION
S58B-008914,LONG,87457,435005,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-008915,SHORT,87476,435100,True,True,BEARISH,CONTINUATION
S58B-008916,SHORT,87486,435150,False,False,BEARISH,CONTINUATION
S58B-008917,SHORT,87488,435160,True,True,BEARISH,CONTINUATION
S58B-008918,SHORT,87495,435195,True,True,NEUTRAL,CONTINUATION
S58B-008919,SHORT,87525,435345,False,False,BEARISH,CONTINUATION
S58B-008920,SHORT,87527,435355,True,True,BEARISH,CONTINUATION
S58B-008921,SHORT,87532,435380,True,True,BEARISH,CONTINUATION
S58B-008922,SHORT,87537,435405,False,False,BEARISH,CONTINUATION
S58B-008923,SHORT,87539,435415,True,True,BEARISH,CONTINUATION
S58B-008924,SHORT,87544,435440,True,True,BEARISH,CONTINUATION
S58B-008925,SHORT,87555,435495,True,True,NEUTRAL,CONTINUATION
S58B-008926,LONG,87571,435575,True,True,BULLISH,CONTINUATION
S58B-008927,LONG,87576,435600,True,True,BULLISH,CONTINUATION
S58B-008928,LONG,87598,435710,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-008929,LONG,87610,435770,True,True,BULLISH,CONTINUATION
S58B-008930,LONG,87615,435795,True,True,BULLISH,CONTINUATION
S58B-008931,LONG,87620,435820,True,True,BULLISH,CONTINUATION
S58B-008932,LONG,87627,435855,True,True,BULLISH,CONTINUATION
S58B-008933,LONG,87632,435880,True,True,BULLISH,CONTINUATION
S58B-008934,LONG,87637,435905,True,True,BULLISH,CONTINUATION
S58B-008935,LONG,87646,435950,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008936,LONG,87651,435975,True,True,BULLISH,CONTINUATION
S58B-008937,LONG,87656,436000,True,True,BULLISH,CONTINUATION
S58B-008938,LONG,87661,436025,True,True,BULLISH,CONTINUATION
S58B-008939,LONG,87666,436050,True,True,BULLISH,CONTINUATION
S58B-008940,LONG,87674,436090,True,True,BULLISH,CONTINUATION
S58B-008941,SHORT,87694,436190,False,False,BEARISH,CONTINUATION
S58B-008942,SHORT,87696,436200,True,True,BEARISH,CONTINUATION
S58B-008943,SHORT,87701,436225,True,True,BEARISH,CONTINUATION
S58B-008944,SHORT,87707,436255,True,True,BEARISH,CONTINUATION
S58B-008945,SHORT,87712,436280,True,True,NEUTRAL,CONTINUATION
S58B-008946,SHORT,87722,436330,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-008947,SHORT,87727,436355,True,True,NEUTRAL,CONTINUATION
S58B-008948,LONG,87743,436435,True,True,BULLISH,CONTINUATION
S58B-008949,LONG,87754,436490,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008950,SHORT,87761,436525,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008951,SHORT,87767,436555,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008952,SHORT,87801,436725,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-008953,SHORT,87803,436735,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-008954,SHORT,87809,436765,False,False,BEARISH,CONTINUATION
S58B-008955,SHORT,87811,436775,True,True,BEARISH,CONTINUATION
S58B-008956,SHORT,87839,436915,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-008957,SHORT,87846,436950,True,True,BEARISH,CONTINUATION
S58B-008958,SHORT,87854,436990,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-008959,LONG,87882,437130,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008960,LONG,87887,437155,True,True,BULLISH,CONTINUATION
S58B-008961,LONG,87903,437235,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-008962,SHORT,87917,437305,True,True,NEUTRAL,CONTINUATION
S58B-008963,SHORT,87923,437335,True,True,BEARISH,CONTINUATION
S58B-008964,SHORT,87948,437460,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008965,SHORT,87963,437535,True,True,BEARISH,CONTINUATION
S58B-008966,SHORT,87979,437615,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-008967,SHORT,87985,437645,True,True,BEARISH,CONTINUATION
S58B-008968,SHORT,87990,437670,True,True,BEARISH,CONTINUATION
S58B-008969,SHORT,87995,437695,True,True,BEARISH,CONTINUATION
S58B-008970,SHORT,88001,437725,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008971,LONG,88033,437885,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-008972,LONG,88038,437910,True,True,BULLISH,CONTINUATION
S58B-008973,LONG,88043,437935,True,True,BULLISH,CONTINUATION
S58B-008974,LONG,88057,438005,True,True,BULLISH,CONTINUATION
S58B-008975,LONG,88062,438030,True,True,BULLISH,CONTINUATION
S58B-008976,LONG,88067,438055,False,False,BULLISH,CONTINUATION
S58B-008977,LONG,88069,438065,True,True,BULLISH,CONTINUATION
S58B-008978,LONG,88074,438090,False,False,BULLISH,CONTINUATION
S58B-008979,LONG,88081,438125,True,True,NEUTRAL,CONTINUATION
S58B-008980,LONG,88089,438165,True,True,BULLISH,CONTINUATION
S58B-008981,LONG,88094,438190,True,True,BULLISH,CONTINUATION
S58B-008982,LONG,88099,438215,False,False,BULLISH,CONTINUATION
S58B-008983,LONG,88101,438225,True,True,BULLISH,CONTINUATION
S58B-008984,LONG,88110,438270,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-008985,LONG,88115,438295,True,True,BULLISH,CONTINUATION
S58B-008986,LONG,88120,438320,True,True,BULLISH,CONTINUATION
S58B-008987,LONG,88134,438390,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-008988,LONG,88150,438470,True,True,NEUTRAL,CONTINUATION
S58B-008989,SHORT,88156,438500,False,False,BULLISH,POTENTIAL_REVERSAL
S58B-008990,LONG,88184,438640,True,True,BULLISH,CONTINUATION
S58B-008991,LONG,88190,438670,True,True,NEUTRAL,CONTINUATION
S58B-008992,LONG,88195,438695,True,True,BULLISH,CONTINUATION
S58B-008993,LONG,88200,438720,False,False,BULLISH,CONTINUATION
S58B-008994,LONG,88202,438730,True,True,BULLISH,CONTINUATION
S58B-008995,LONG,88207,438755,True,True,BULLISH,CONTINUATION
S58B-008996,LONG,88216,438800,False,False,BULLISH,CONTINUATION
S58B-008997,LONG,88218,438810,True,True,BULLISH,CONTINUATION
S58B-008998,SHORT,88241,438925,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-008999,LONG,88248,438960,False,False,BULLISH,CONTINUATION
S58B-009000,LONG,88250,438970,True,True,BULLISH,CONTINUATION
S58B-009001,LONG,88255,438995,False,False,BULLISH,CONTINUATION
S58B-009002,LONG,88257,439005,False,False,BULLISH,CONTINUATION
S58B-009003,LONG,88259,439015,True,True,BULLISH,CONTINUATION
S58B-009004,LONG,88264,439040,True,True,BULLISH,CONTINUATION
S58B-009005,LONG,88276,439100,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-009006,LONG,88289,439165,True,True,BULLISH,CONTINUATION
S58B-009007,SHORT,88296,439200,True,True,BEARISH,CONTINUATION
S58B-009008,SHORT,88304,439240,True,True,NEUTRAL,CONTINUATION
S58B-009009,SHORT,88310,439270,False,False,BEARISH,CONTINUATION
S58B-009010,SHORT,88312,439280,True,True,BEARISH,CONTINUATION
S58B-009011,LONG,88327,439355,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-009012,SHORT,88333,439385,True,True,BEARISH,CONTINUATION
S58B-009013,SHORT,88342,439430,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-009014,SHORT,88357,439505,True,True,BEARISH,CONTINUATION
S58B-009015,SHORT,88362,439530,False,False,BEARISH,CONTINUATION
S58B-009016,SHORT,88364,439540,False,False,BEARISH,CONTINUATION
S58B-009017,SHORT,88366,439550,True,True,BEARISH,CONTINUATION
S58B-009018,SHORT,88371,439575,False,False,BEARISH,CONTINUATION
S58B-009019,SHORT,88373,439585,True,True,BEARISH,CONTINUATION
S58B-009020,SHORT,88404,439740,False,False,NEUTRAL,CONTINUATION
S58B-009021,LONG,88413,439785,True,True,BULLISH,CONTINUATION
S58B-009022,LONG,88418,439810,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-009023,LONG,88430,439870,False,False,BULLISH,CONTINUATION
S58B-009024,LONG,88432,439880,True,True,BULLISH,CONTINUATION
S58B-009025,LONG,88438,439910,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-009026,LONG,88445,439945,True,True,BULLISH,CONTINUATION
S58B-009027,LONG,88450,439970,True,True,BULLISH,CONTINUATION
S58B-009028,LONG,88456,440000,False,False,BULLISH,CONTINUATION
S58B-009029,LONG,88458,440010,False,False,BULLISH,CONTINUATION
S58B-009030,LONG,88460,440020,True,True,BULLISH,CONTINUATION
S58B-009031,LONG,88467,440055,True,True,BULLISH,CONTINUATION
S58B-009032,LONG,88472,440080,True,True,BULLISH,CONTINUATION
S58B-009033,LONG,88477,440105,True,True,BULLISH,CONTINUATION
S58B-009034,LONG,88498,440210,True,True,BULLISH,CONTINUATION
S58B-009035,LONG,88503,440235,True,True,BULLISH,CONTINUATION
S58B-009036,SHORT,88526,440350,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-009037,SHORT,88532,440380,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-009038,LONG,88550,440470,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-009039,LONG,88555,440495,True,True,BULLISH,CONTINUATION
S58B-009040,LONG,88560,440520,True,True,BULLISH,CONTINUATION
S58B-009041,LONG,88565,440545,True,True,BULLISH,CONTINUATION
S58B-009042,LONG,88571,440575,True,True,BULLISH,CONTINUATION
S58B-009043,LONG,88582,440630,False,False,BULLISH,CONTINUATION
S58B-009044,LONG,88584,440640,True,True,BULLISH,CONTINUATION
S58B-009045,LONG,88593,440685,True,True,BULLISH,CONTINUATION
S58B-009046,LONG,88609,440765,True,True,BULLISH,CONTINUATION
S58B-009047,SHORT,88616,440800,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-009048,LONG,88627,440855,True,True,BULLISH,CONTINUATION
S58B-009049,LONG,88658,441010,True,True,BULLISH,CONTINUATION
S58B-009050,LONG,88664,441040,True,True,BULLISH,CONTINUATION
S58B-009051,LONG,88685,441145,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-009052,LONG,88691,441175,True,True,BULLISH,CONTINUATION
S58B-009053,LONG,88724,441340,True,True,NEUTRAL,CONTINUATION
S58B-009054,LONG,88747,441455,True,True,BULLISH,CONTINUATION
S58B-009055,LONG,88752,441480,True,True,BULLISH,CONTINUATION
S58B-009056,LONG,88757,441505,True,True,BULLISH,CONTINUATION
S58B-009057,LONG,88762,441530,True,True,BULLISH,CONTINUATION
S58B-009058,LONG,88768,441560,True,True,BULLISH,CONTINUATION
S58B-009059,LONG,88775,441595,True,True,BULLISH,CONTINUATION
S58B-009060,LONG,88797,441705,True,True,NEUTRAL,CONTINUATION
S58B-009061,LONG,88813,441785,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-009062,LONG,88820,441820,True,True,BULLISH,CONTINUATION
S58B-009063,LONG,88825,441845,True,True,BULLISH,CONTINUATION
S58B-009064,LONG,88833,441885,True,True,BULLISH,CONTINUATION
S58B-009065,LONG,88838,441910,True,True,BULLISH,CONTINUATION
S58B-009066,LONG,88848,441960,True,True,NEUTRAL,CONTINUATION
S58B-009067,LONG,88853,441985,True,True,BULLISH,CONTINUATION
S58B-009068,SHORT,88873,442085,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-009069,SHORT,88878,442110,False,False,BEARISH,CONTINUATION
S58B-009070,SHORT,88880,442120,True,True,BEARISH,CONTINUATION
S58B-009071,SHORT,88885,442145,True,True,BEARISH,CONTINUATION
S58B-009072,SHORT,88893,442185,False,False,BEARISH,CONTINUATION
S58B-009073,SHORT,88895,442195,False,False,BEARISH,CONTINUATION
S58B-009074,SHORT,88897,442205,True,True,BEARISH,CONTINUATION
S58B-009075,SHORT,88902,442230,True,True,BEARISH,CONTINUATION
S58B-009076,SHORT,88913,442285,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-009077,LONG,88934,442390,True,True,BULLISH,CONTINUATION
S58B-009078,SHORT,88949,442465,True,True,BEARISH,CONTINUATION
S58B-009079,SHORT,88972,442580,True,True,BEARISH,CONTINUATION
S58B-009080,SHORT,88977,442605,False,False,BEARISH,CONTINUATION
S58B-009081,LONG,88984,442640,True,True,BULLISH,CONTINUATION
S58B-009082,LONG,88989,442665,True,True,BULLISH,CONTINUATION
S58B-009083,LONG,89041,442925,True,True,NEUTRAL,CONTINUATION
S58B-009084,LONG,89047,442955,True,True,BULLISH,CONTINUATION
S58B-009085,LONG,89064,443040,False,False,BEARISH,POTENTIAL_REVERSAL
S58B-009086,SHORT,89067,443055,True,True,BEARISH,CONTINUATION
S58B-009087,SHORT,89076,443100,True,True,NEUTRAL,CONTINUATION
S58B-009088,SHORT,89082,443130,True,True,BEARISH,CONTINUATION
S58B-009089,SHORT,89106,443250,True,True,BEARISH,CONTINUATION
S58B-009090,SHORT,89112,443280,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-009091,LONG,89131,443375,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-009092,LONG,89136,443400,True,True,NEUTRAL,CONTINUATION
S58B-009093,LONG,89147,443455,True,True,NEUTRAL,CONTINUATION
S58B-009094,LONG,89156,443500,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-009095,SHORT,89181,443625,True,True,BEARISH,CONTINUATION
S58B-009096,LONG,89205,443745,True,True,NEUTRAL,CONTINUATION
S58B-009097,LONG,89231,443875,True,True,BULLISH,CONTINUATION
S58B-009098,SHORT,89238,443910,True,True,NEUTRAL,CONTINUATION
S58B-009099,LONG,89248,443960,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-009100,SHORT,89272,444080,True,True,NEUTRAL,CONTINUATION
S58B-009101,LONG,89279,444115,True,True,BULLISH,CONTINUATION
S58B-009102,LONG,89284,444140,True,True,BULLISH,CONTINUATION
S58B-009103,LONG,89289,444165,False,False,BULLISH,CONTINUATION
S58B-009104,LONG,89291,444175,True,True,BULLISH,CONTINUATION
S58B-009105,LONG,89299,444215,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-009106,SHORT,89314,444290,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-009107,LONG,89335,444395,True,True,NEUTRAL,CONTINUATION
S58B-009108,LONG,89354,444490,False,False,BULLISH,CONTINUATION
S58B-009109,LONG,89356,444500,True,True,BULLISH,CONTINUATION
S58B-009110,SHORT,89361,444525,True,True,BEARISH,CONTINUATION
S58B-009111,SHORT,89375,444595,False,False,BEARISH,CONTINUATION
S58B-009112,SHORT,89377,444605,True,True,BEARISH,CONTINUATION
S58B-009113,SHORT,89386,444650,True,True,BEARISH,CONTINUATION
S58B-009114,LONG,89397,444705,True,True,BULLISH,CONTINUATION
S58B-009115,LONG,89402,444730,False,False,BULLISH,CONTINUATION
S58B-009116,LONG,89404,444740,True,True,BULLISH,CONTINUATION
S58B-009117,LONG,89413,444785,True,True,BEARISH,POTENTIAL_REVERSAL
S58B-009118,LONG,89419,444815,True,True,NEUTRAL,CONTINUATION
S58B-009119,SHORT,89461,445025,True,True,BULLISH,POTENTIAL_REVERSAL
S58B-009120,SHORT,89485,445145,True,True,BEARISH,CONTINUATION
S58B-009121,SHORT,89490,445170,True,True,NEUTRAL,CONTINUATION
S58B-009122,SHORT,89495,445195,True,True,BEARISH,CONTINUATION
S58B-009123,SHORT,89504,445240,False,False,BEARISH,CONTINUATION
S58B-009124,SHORT,89506,445250,True,True,BEARISH,CONTINUATION
S58B-009125,SHORT,89513,445285,True,True,BEARISH,CONTINUATION
S58B-009126,SHORT,89522,445330,False,False,BEARISH,CONTINUATION
S58B-009127,SHORT,89524,445340,False,False,BEARISH,CONTINUATION
S58B-009128,SHORT,89526,445350,True,True,BEARISH,CONTINUATION
S58B-009129,SHORT,89535,445395,False,False,BEARISH,CONTINUATION
S58B-009130,LONG,89542,445430,True,True,NEUTRAL,CONTINUATION
S58B-009131,LONG,89573,445585,True,True,NEUTRAL,CONTINUATION
S58B-009132,LONG,89579,445615,True,True,BULLISH,CONTINUATION
S58B-009133,LONG,89584,445640,True,True,BULLISH,CONTINUATION
S58B-009134,LONG,89596,445700,False,False,BULLISH,CONTINUATION
S58B-009135,LONG,89598,445710,True,True,BULLISH,CONTINUATION
S58B-009136,LONG,89603,445735,True,True,BULLISH,CONTINUATION
S58B-009137,LONG,89608,445760,True,True,BULLISH,CONTINUATION
S58B-009138,SHORT,89621,445825,False,False,BEARISH,CONTINUATION
S58B-009139,SHORT,89623,445835,True,True,BEARISH,CONTINUATION
S58B-009140,SHORT,89630,445870,True,True,TRANSITION,POTENTIAL_REVERSAL
S58B-009141,SHORT,89643,445935,False,False,BEARISH,CONTINUATION
S58B-009142,SHORT,89645,445945,True,True,BEARISH,CONTINUATION
