setup_id,opportunity_id,direction,price_diff_atr,price_diff_ticks,bucket
S58B-012922,OPP_00634098_LONG,LONG,-1.5180722891566265,-9.0,BETTER_1M
S58B-012923,OPP_00634153_SHORT,SHORT,-0.875,2.0,BETTER_1M
S58B-012926,OPP_00634153_SHORT,SHORT,-5.25,12.0,BETTER_1M
S58B-012927,OPP_00634153_SHORT,SHORT,-6.5625,15.0,BETTER_1M
S58B-012928,OPP_00634239_SHORT,SHORT,-0.6666666666666666,2.0,BETTER_1M
S58B-012931,OPP_00634239_SHORT,SHORT,-5.0,15.0,BETTER_1M
S58B-012932,OPP_00634352_SHORT,SHORT,0.38888888888888884,-2.0,BETTER_5M
S58B-012933,OPP_00634352_SHORT,SHORT,-2.138888888888889,11.0,BETTER_1M
S58B-012934,OPP_00634352_SHORT,SHORT,-3.3055555555555554,17.0,BETTER_1M
S58B-012935,OPP_00634412_SHORT,SHORT,-1.135135135135135,3.0,BETTER_1M
S58B-012937,OPP_00634581_LONG,LONG,-5.25,-12.0,BETTER_1M
S58B-012939,OPP_00634661_LONG,LONG,-2.684931506849315,-14.0,BETTER_1M
S58B-012940,OPP_00634686_LONG,LONG,-2.505263157894737,-17.0,BETTER_1M
S58B-012941,OPP_00634686_LONG,LONG,-2.9473684210526314,-20.0,BETTER_1M
S58B-012942,OPP_00634825_LONG,LONG,-6.159999999999999,-22.0,BETTER_1M
S58B-012945,OPP_00634874_SHORT,SHORT,-0.711864406779661,3.0,BETTER_1M
S58B-012946,OPP_00634948_SHORT,SHORT,-1.4177215189873418,8.0,BETTER_1M
S58B-012947,OPP_00635005_LONG,LONG,-0.7924528301886793,-3.0,BETTER_1M
S58B-012948,OPP_00635097_LONG,LONG,-0.7286245353159851,-14.0,BETTER_1M
S58B-012952,OPP_00635219_LONG,LONG,-5.900826446280992,-51.0,BETTER_1M
S58B-012953,OPP_00635219_LONG,LONG,-8.561983471074381,-74.0,BETTER_1M
S58B-012955,OPP_00635372_LONG,LONG,0.6774193548387096,6.0,BETTER_5M
S58B-012956,OPP_00635372_LONG,LONG,-1.0161290322580645,-9.0,BETTER_1M
S58B-012957,OPP_00635473_LONG,LONG,4.148148148148148,16.0,BETTER_5M
S58B-012958,OPP_00635473_LONG,LONG,1.037037037037037,4.0,BETTER_5M
S58B-012961,OPP_00635473_LONG,LONG,-3.6296296296296298,-14.0,BETTER_1M
S58B-012963,OPP_00635551_LONG,LONG,0.358974358974359,1.0,BETTER_5M
S58B-012964,OPP_00635589_LONG,LONG,-0.3684210526315789,-1.0,BETTER_1M
S58B-012965,OPP_00635589_LONG,LONG,-6.63157894736842,-18.0,BETTER_1M
S58B-012966,OPP_00635632_SHORT,SHORT,-2.7096774193548385,12.0,BETTER_1M
S58B-012968,OPP_00635790_LONG,LONG,-1.1864406779661016,-5.0,BETTER_1M
S58B-012969,OPP_00635936_SHORT,SHORT,-0.6511627906976744,2.0,BETTER_1M
S58B-012971,OPP_00635936_SHORT,SHORT,-1.627906976744186,5.0,BETTER_1M
S58B-012972,OPP_00635971_SHORT,SHORT,-4.327272727272727,17.0,BETTER_1M
S58B-012974,OPP_00636021_SHORT,SHORT,-4.0,14.0,BETTER_1M
S58B-012976,OPP_00636021_SHORT,SHORT,-11.714285714285714,41.0,BETTER_1M
S58B-012977,OPP_00636021_SHORT,SHORT,-12.0,42.0,BETTER_1M
S58B-012978,OPP_00636021_SHORT,SHORT,-28.285714285714285,99.0,BETTER_1M
S58B-012979,OPP_00636021_SHORT,SHORT,-32.57142857142857,114.0,BETTER_1M
S58B-012980,OPP_00636021_SHORT,SHORT,-36.285714285714285,127.0,BETTER_1M
S58B-012982,OPP_00636215_SHORT,SHORT,0.15555555555555556,-1.0,NEAR_IDENTICAL
S58B-012985,OPP_00636281_SHORT,SHORT,0.24,-3.0,NEAR_IDENTICAL
S58B-012986,OPP_00636281_SHORT,SHORT,-2.72,34.0,BETTER_1M
S58B-012987,OPP_00636281_SHORT,SHORT,-2.24,28.0,BETTER_1M
S58B-012988,OPP_00636480_SHORT,SHORT,-1.2612612612612613,20.0,BETTER_1M
S58B-012989,OPP_00636603_LONG,LONG,-0.603448275862069,-5.0,BETTER_1M
S58B-012990,OPP_00636827_LONG,LONG,1.5523012552301254,53.0,BETTER_5M
S58B-012991,OPP_00636827_LONG,LONG,0.5564853556485355,19.0,BETTER_5M
S58B-012993,OPP_00636895_SHORT,SHORT,2.4705882352941178,-6.0,BETTER_5M
S58B-012994,OPP_00636895_SHORT,SHORT,0.411764705882353,-1.0,BETTER_5M
S58B-012996,OPP_00637115_LONG,LONG,-2.0363636363636366,-8.0,BETTER_1M
S58B-012997,OPP_00637195_SHORT,SHORT,0.75,-3.0,BETTER_5M
S58B-012999,OPP_00637222_LONG,LONG,-0.5957446808510638,-2.0,BETTER_1M
S58B-013000,OPP_00637317_LONG,LONG,-0.417910447761194,-2.0,BETTER_1M
S58B-013001,OPP_00637344_SHORT,SHORT,-4.666666666666667,26.0,BETTER_1M
S58B-013002,OPP_00637480_SHORT,SHORT,-2.2222222222222223,20.0,BETTER_1M
S58B-013003,OPP_00637495_LONG,LONG,0.7,4.0,BETTER_5M
S58B-013004,OPP_00637645_LONG,LONG,3.340909090909091,21.0,BETTER_5M
S58B-013005,OPP_00637706_SHORT,SHORT,0.0,0.0,NEAR_IDENTICAL
S58B-013006,OPP_00637809_LONG,LONG,0.7887323943661972,12.0,BETTER_5M
S58B-013007,OPP_00637821_SHORT,SHORT,-2.7464114832535884,41.0,BETTER_1M
S58B-013008,OPP_00637821_SHORT,SHORT,-0.7368421052631579,11.0,BETTER_1M
S58B-013010,OPP_00637941_SHORT,SHORT,-0.2772277227722772,2.0,BETTER_1M
S58B-013011,OPP_00637941_SHORT,SHORT,-3.603960396039604,26.0,BETTER_1M
S58B-013014,OPP_00638081_SHORT,SHORT,-14.339393939393938,338.0,BETTER_1M
S58B-013015,OPP_00638166_SHORT,SHORT,3.3396946564885495,-125.0,BETTER_5M
S58B-013016,OPP_00638166_SHORT,SHORT,-0.05343511450381679,2.0,NEAR_IDENTICAL
S58B-013017,OPP_00638166_SHORT,SHORT,-1.629770992366412,61.0,BETTER_1M
S58B-013018,OPP_00638166_SHORT,SHORT,-2.4580152671755724,92.0,BETTER_1M
S58B-013019,OPP_00638475_SHORT,SHORT,-0.30434782608695654,2.0,BETTER_1M
S58B-013020,OPP_00638515_LONG,LONG,-0.4883720930232558,-3.0,BETTER_1M
S58B-013021,OPP_00638515_LONG,LONG,-5.046511627906977,-31.0,BETTER_1M
S58B-013022,OPP_00638515_LONG,LONG,-5.697674418604651,-35.0,BETTER_1M
S58B-013023,OPP_00638692_LONG,LONG,-0.27184466019417475,-2.0,BETTER_1M
S58B-013025,OPP_00638757_LONG,LONG,-3.391304347826087,-39.0,BETTER_1M
S58B-013029,OPP_00638848_LONG,LONG,-6.890625,-63.0,BETTER_1M
S58B-013031,OPP_00638848_LONG,LONG,-10.390625,-95.0,BETTER_1M
S58B-013032,OPP_00638848_LONG,LONG,-10.0625,-92.0,BETTER_1M
S58B-013033,OPP_00639082_LONG,LONG,-5.25,-66.0,BETTER_1M
S58B-013034,OPP_00639265_SHORT,SHORT,-0.6588235294117647,12.0,BETTER_1M
S58B-013035,OPP_00639329_LONG,LONG,0.9197080291970802,9.0,BETTER_5M
S58B-013036,OPP_00639470_SHORT,SHORT,1.6228373702422145,-67.0,BETTER_5M
S58B-013038,OPP_00639689_SHORT,SHORT,2.230088495575221,-18.0,BETTER_5M
S58B-013039,OPP_00639717_SHORT,SHORT,-1.83710407239819,29.0,BETTER_1M
S58B-013040,OPP_00639777_LONG,LONG,-2.5128205128205128,-42.0,BETTER_1M
S58B-013041,OPP_00639850_SHORT,SHORT,0.19811320754716982,-3.0,NEAR_IDENTICAL
S58B-013043,OPP_00640036_LONG,LONG,0.0,0.0,NEAR_IDENTICAL
S58B-013044,OPP_00640052_LONG,LONG,-1.9743589743589745,-11.0,BETTER_1M
S58B-013045,OPP_00640190_SHORT,SHORT,0.8132780082987552,-14.0,BETTER_5M
S58B-013046,OPP_00640337_SHORT,SHORT,0.9012875536480687,-15.0,BETTER_5M
S58B-013047,OPP_00640346_LONG,LONG,2.36144578313253,28.0,BETTER_5M
S58B-013048,OPP_00640435_LONG,LONG,-0.7692307692307693,-10.0,BETTER_1M
S58B-013049,OPP_00640493_SHORT,SHORT,0.9094488188976378,-33.0,BETTER_5M
S58B-013050,OPP_00640630_SHORT,SHORT,1.1123287671232875,-29.0,BETTER_5M
S58B-013051,OPP_00640770_LONG,LONG,-1.088888888888889,-21.0,BETTER_1M
S58B-013052,OPP_00640888_SHORT,SHORT,0.0,0.0,NEAR_IDENTICAL
S58B-013053,OPP_00640898_LONG,LONG,0.4527363184079602,13.0,BETTER_5M
S58B-013054,OPP_00640898_LONG,LONG,-0.31343283582089554,-9.0,BETTER_1M
S58B-013056,OPP_00641017_SHORT,SHORT,-0.7671232876712328,4.0,BETTER_1M
S58B-013057,OPP_00641069_LONG,LONG,-0.14358974358974358,-2.0,NEAR_IDENTICAL
S58B-013059,OPP_00641213_SHORT,SHORT,0.9498525073746312,-23.0,BETTER_5M
S58B-013061,OPP_00641243_SHORT,SHORT,-3.5,52.0,BETTER_1M
S58B-013062,OPP_00641243_SHORT,SHORT,-5.519230769230769,82.0,BETTER_1M
S58B-013063,OPP_00641314_SHORT,SHORT,-1.917808219178082,20.0,BETTER_1M
S58B-013065,OPP_00641441_SHORT,SHORT,-0.4375,5.0,BETTER_1M
S58B-013066,OPP_00641480_LONG,LONG,-6.211920529801324,-67.0,BETTER_1M
S58B-013067,OPP_00641573_LONG,LONG,-0.5511811023622047,-10.0,BETTER_1M
S58B-013068,OPP_00641597_SHORT,SHORT,-1.8288288288288288,29.0,BETTER_1M
S58B-013069,OPP_00641780_SHORT,SHORT,0.4452296819787986,-9.0,BETTER_5M
S58B-013071,OPP_00641829_SHORT,SHORT,1.039301310043668,-17.0,BETTER_5M
S58B-013072,OPP_00641829_SHORT,SHORT,0.9781659388646288,-16.0,BETTER_5M
S58B-013073,OPP_00641874_SHORT,SHORT,0.9314516129032258,-33.0,BETTER_5M
S58B-013075,OPP_00641923_SHORT,SHORT,0.6021505376344086,-20.0,BETTER_5M
S58B-013077,OPP_00641923_SHORT,SHORT,-2.8,93.0,BETTER_1M
S58B-013078,OPP_00641981_SHORT,SHORT,-3.2307692307692304,81.0,BETTER_1M
S58B-013080,OPP_00641981_SHORT,SHORT,-6.541310541310541,164.0,BETTER_1M
S58B-013081,OPP_00641981_SHORT,SHORT,-6.461538461538461,162.0,BETTER_1M
S58B-013083,OPP_00642064_SHORT,SHORT,-0.17337461300309595,4.0,NEAR_IDENTICAL
S58B-013084,OPP_00642105_SHORT,SHORT,-0.9271523178807947,20.0,BETTER_1M
S58B-013085,OPP_00642105_SHORT,SHORT,-5.7947019867549665,125.0,BETTER_1M
S58B-013086,OPP_00642105_SHORT,SHORT,-7.695364238410596,166.0,BETTER_1M
S58B-013087,OPP_00642105_SHORT,SHORT,-10.754966887417218,232.0,BETTER_1M
S58B-013088,OPP_00642263_SHORT,SHORT,-0.75,30.0,BETTER_1M
S58B-013090,OPP_00642263_SHORT,SHORT,-4.15,166.0,BETTER_1M
S58B-013091,OPP_00642263_SHORT,SHORT,-12.15,486.0,BETTER_1M
S58B-013094,OPP_00642406_SHORT,SHORT,5.333333333333333,-96.0,BETTER_5M
S58B-013095,OPP_00642517_SHORT,SHORT,0.5212765957446809,-28.0,BETTER_5M
S58B-013096,OPP_00642517_SHORT,SHORT,-0.26063829787234044,14.0,BETTER_1M
S58B-013098,OPP_00642707_LONG,LONG,-1.1400651465798046,-25.0,BETTER_1M
S58B-013099,OPP_00642788_LONG,LONG,2.8089171974522293,63.0,BETTER_5M
S58B-013100,OPP_00642788_LONG,LONG,1.2038216560509556,27.0,BETTER_5M
S58B-013101,OPP_00642825_LONG,LONG,-2.2836879432624113,-46.0,BETTER_1M
S58B-013102,OPP_00642825_LONG,LONG,-4.5177304964539005,-91.0,BETTER_1M
S58B-013103,OPP_00642921_LONG,LONG,-0.5244956772334294,-13.0,BETTER_1M
S58B-013104,OPP_00642921_LONG,LONG,-6.0922190201729105,-151.0,BETTER_1M
S58B-013105,OPP_00642949_LONG,LONG,0.0,0.0,NEAR_IDENTICAL
S58B-013106,OPP_00642989_LONG,LONG,1.672566371681416,27.0,BETTER_5M
S58B-013108,OPP_00643137_SHORT,SHORT,-0.09090909090909091,2.0,NEAR_IDENTICAL
S58B-013109,OPP_00643211_LONG,LONG,0.7747035573122529,14.0,BETTER_5M
S58B-013110,OPP_00643211_LONG,LONG,-11.233201581027666,-203.0,BETTER_1M
S58B-013111,OPP_00643290_LONG,LONG,-0.29333333333333333,-11.0,BETTER_1M
S58B-013112,OPP_00643406_SHORT,SHORT,-1.3965936739659368,41.0,BETTER_1M
S58B-013113,OPP_00643440_SHORT,SHORT,-0.8095238095238095,17.0,BETTER_1M
S58B-013114,OPP_00643601_LONG,LONG,-1.2764705882352942,-31.0,BETTER_1M
S58B-013115,OPP_00643659_LONG,LONG,-0.7706422018348624,-6.0,BETTER_1M
S58B-013116,OPP_00643677_SHORT,SHORT,0.3111111111111111,-3.0,BETTER_5M
S58B-013117,OPP_00643726_SHORT,SHORT,-1.1914893617021276,8.0,BETTER_1M
S58B-013118,OPP_00643726_SHORT,SHORT,-11.76595744680851,79.0,BETTER_1M
S58B-013119,OPP_00643811_SHORT,SHORT,0.7,-14.0,BETTER_5M
S58B-013120,OPP_00643811_SHORT,SHORT,0.2,-4.0,NEAR_IDENTICAL
S58B-013121,OPP_00643866_SHORT,SHORT,-4.425531914893617,104.0,BETTER_1M
S58B-013123,OPP_00643923_SHORT,SHORT,0.0,0.0,NEAR_IDENTICAL
S58B-013125,OPP_00643923_SHORT,SHORT,-1.6678700361010832,33.0,BETTER_1M
S58B-013126,OPP_00643978_SHORT,SHORT,-1.7294117647058824,21.0,BETTER_1M
S58B-013128,OPP_00644109_LONG,LONG,-6.951048951048952,-71.0,BETTER_1M
S58B-013129,OPP_00644176_LONG,LONG,0.16030534351145037,3.0,NEAR_IDENTICAL
S58B-013130,OPP_00644176_LONG,LONG,-2.4580152671755724,-46.0,BETTER_1M
S58B-013131,OPP_00644207_LONG,LONG,3.546666666666667,38.0,BETTER_5M
S58B-013133,OPP_00644242_LONG,LONG,-11.243523316062175,-155.0,BETTER_1M
S58B-013134,OPP_00644300_LONG,LONG,-3.9586206896551723,-41.0,BETTER_1M
S58B-013135,OPP_00644300_LONG,LONG,-2.413793103448276,-25.0,BETTER_1M
S58B-013136,OPP_00644344_LONG,LONG,-0.1917808219178082,-2.0,NEAR_IDENTICAL
S58B-013137,OPP_00644344_LONG,LONG,-4.794520547945205,-50.0,BETTER_1M
S58B-013138,OPP_00644428_LONG,LONG,5.185185185185185,50.0,BETTER_5M
S58B-013139,OPP_00644654_SHORT,SHORT,-0.26006191950464397,12.0,BETTER_1M
S58B-013140,OPP_00644710_SHORT,SHORT,0.8178694158075602,-34.0,BETTER_5M
S58B-013141,OPP_00644784_LONG,LONG,-1.0847457627118644,-32.0,BETTER_1M
S58B-013142,OPP_00644805_LONG,LONG,-1.2616279069767442,-31.0,BETTER_1M
S58B-013144,OPP_00644834_LONG,LONG,-8.738853503184714,-196.0,BETTER_1M
S58B-013145,OPP_00644901_LONG,LONG,-1.427860696517413,-41.0,BETTER_1M
S58B-013146,OPP_00644964_LONG,LONG,1.6568047337278107,40.0,BETTER_5M
S58B-013147,OPP_00644964_LONG,LONG,1.2840236686390534,31.0,BETTER_5M
S58B-013149,OPP_00645045_LONG,LONG,0.0,0.0,NEAR_IDENTICAL
S58B-013151,OPP_00645131_SHORT,SHORT,-4.809815950920245,56.0,BETTER_1M
S58B-013152,OPP_00645206_SHORT,SHORT,1.4512195121951221,-17.0,BETTER_5M
S58B-013153,OPP_00645206_SHORT,SHORT,0.6829268292682927,-8.0,BETTER_5M
S58B-013155,OPP_00645332_LONG,LONG,-3.274853801169591,-40.0,BETTER_1M
S58B-013159,OPP_00645332_LONG,LONG,-8.760233918128655,-107.0,BETTER_1M
S58B-013160,OPP_00645460_LONG,LONG,0.11290322580645161,1.0,NEAR_IDENTICAL
S58B-013162,OPP_00645460_LONG,LONG,-2.032258064516129,-18.0,BETTER_1M
S58B-013163,OPP_00645542_LONG,LONG,-0.08383233532934131,-1.0,NEAR_IDENTICAL
S58B-013164,OPP_00645625_LONG,LONG,1.647058823529412,20.0,BETTER_5M
S58B-013165,OPP_00645644_SHORT,SHORT,-1.7396449704142012,21.0,BETTER_1M
S58B-013167,OPP_00645731_LONG,LONG,-2.6030150753768844,-37.0,BETTER_1M
S58B-013168,OPP_00645841_LONG,LONG,-1.3658536585365855,-16.0,BETTER_1M
S58B-013170,OPP_00645983_LONG,LONG,-2.2702702702702706,-78.0,BETTER_1M
S58B-013171,OPP_00646210_LONG,LONG,-1.44,-18.0,BETTER_1M
S58B-013172,OPP_00646246_LONG,LONG,-0.29411764705882354,-5.0,BETTER_1M
S58B-013173,OPP_00646270_LONG,LONG,-0.6176470588235294,-9.0,BETTER_1M
S58B-013174,OPP_00646323_LONG,LONG,-0.05737704918032788,-1.0,NEAR_IDENTICAL
S58B-013175,OPP_00646323_LONG,LONG,-3.7295081967213117,-65.0,BETTER_1M
S58B-013176,OPP_00646323_LONG,LONG,-7.114754098360656,-124.0,BETTER_1M
S58B-013177,OPP_00646437_LONG,LONG,-15.15748031496063,-275.0,BETTER_1M
S58B-013179,OPP_00646437_LONG,LONG,-3.582677165354331,-65.0,BETTER_1M
S58B-013180,OPP_00646544_SHORT,SHORT,-2.0631578947368423,28.0,BETTER_1M
S58B-013181,OPP_00646569_LONG,LONG,0.08235294117647059,1.0,NEAR_IDENTICAL
S58B-013182,OPP_00646690_LONG,LONG,1.8181818181818181,10.0,BETTER_5M
S58B-013183,OPP_00646762_SHORT,SHORT,-0.1414141414141414,1.0,NEAR_IDENTICAL
S58B-013184,OPP_00646794_SHORT,SHORT,-0.7777777777777777,4.0,BETTER_1M
S58B-013186,OPP_00646884_LONG,LONG,-1.053763440860215,-7.0,BETTER_1M
S58B-013187,OPP_00646884_LONG,LONG,-5.118279569892473,-34.0,BETTER_1M
S58B-013189,OPP_00647014_SHORT,SHORT,1.3066666666666669,-14.0,BETTER_5M
S58B-013190,OPP_00647102_SHORT,SHORT,-0.11764705882352941,1.0,NEAR_IDENTICAL
S58B-013191,OPP_00647102_SHORT,SHORT,-2.588235294117647,22.0,BETTER_1M
S58B-013193,OPP_00647145_SHORT,SHORT,0.3783783783783784,-4.0,BETTER_5M
S58B-013195,OPP_00647185_SHORT,SHORT,-2.2037037037037037,17.0,BETTER_1M
S58B-013196,OPP_00647282_LONG,LONG,-3.0751445086705202,-38.0,BETTER_1M
S58B-013197,OPP_00647282_LONG,LONG,-5.179190751445087,-64.0,BETTER_1M
S58B-013198,OPP_00647413_LONG,LONG,-0.30071599045346065,-9.0,BETTER_1M
S58B-013200,OPP_00647428_SHORT,SHORT,-5.07185628742515,121.0,BETTER_1M
S58B-013201,OPP_00647428_SHORT,SHORT,-3.18562874251497,76.0,BETTER_1M
S58B-013203,OPP_00647665_LONG,LONG,2.874172185430463,62.0,BETTER_5M
S58B-013206,OPP_00647712_SHORT,SHORT,-2.9696969696969697,56.0,BETTER_1M
S58B-013209,OPP_00647939_LONG,LONG,-11.160839160839162,-114.0,BETTER_1M
S58B-013210,OPP_00647939_LONG,LONG,-11.160839160839162,-114.0,BETTER_1M
S58B-013211,OPP_00647939_LONG,LONG,-11.454545454545455,-117.0,BETTER_1M
S58B-013212,OPP_00648160_LONG,LONG,-0.23728813559322035,-1.0,NEAR_IDENTICAL
S58B-013213,OPP_00648176_SHORT,SHORT,-2.044943820224719,13.0,BETTER_1M
S58B-013214,OPP_00648289_SHORT,SHORT,-1.8983050847457628,16.0,BETTER_1M
S58B-013217,OPP_00648474_SHORT,SHORT,0.8,-10.0,BETTER_5M
S58B-013218,OPP_00648474_SHORT,SHORT,-7.12,89.0,BETTER_1M
S58B-013220,OPP_00648554_SHORT,SHORT,-2.2814814814814817,22.0,BETTER_1M
S58B-013221,OPP_00648637_SHORT,SHORT,-2.6206896551724137,38.0,BETTER_1M
S58B-013222,OPP_00648696_SHORT,SHORT,1.7169811320754715,-39.0,BETTER_5M
S58B-013223,OPP_00648741_LONG,LONG,-2.0,-62.0,BETTER_1M
S58B-013224,OPP_00648809_LONG,LONG,1.187279151943463,24.0,BETTER_5M
S58B-013225,OPP_00649154_SHORT,SHORT,0.0,0.0,NEAR_IDENTICAL
S58B-013227,OPP_00649183_LONG,LONG,0.36363636363636365,2.0,BETTER_5M
S58B-013228,OPP_00649183_LONG,LONG,-2.727272727272727,-15.0,BETTER_1M
S58B-013229,OPP_00649236_LONG,LONG,-0.9692307692307691,-9.0,BETTER_1M
S58B-013230,OPP_00649268_LONG,LONG,0.07954545454545454,1.0,NEAR_IDENTICAL
S58B-013231,OPP_00649268_LONG,LONG,0.0,0.0,NEAR_IDENTICAL
S58B-013232,OPP_00649341_LONG,LONG,-0.7253886010362693,-10.0,BETTER_1M
S58B-013234,OPP_00649377_LONG,LONG,-2.020618556701031,-28.0,BETTER_1M
S58B-013235,OPP_00649430_SHORT,SHORT,0.7850467289719626,-6.0,BETTER_5M
S58B-013236,OPP_00649553_SHORT,SHORT,-1.3333333333333333,8.0,BETTER_1M
S58B-013237,OPP_00649693_SHORT,SHORT,-0.39357429718875503,7.0,BETTER_1M
S58B-013238,OPP_00649777_SHORT,SHORT,-2.7256637168141595,44.0,BETTER_1M
S58B-013239,OPP_00649777_SHORT,SHORT,-1.6106194690265487,26.0,BETTER_1M
S58B-013240,OPP_00649777_SHORT,SHORT,-8.053097345132743,130.0,BETTER_1M
S58B-013241,OPP_00649777_SHORT,SHORT,-8.79646017699115,142.0,BETTER_1M
S58B-013242,OPP_00649840_LONG,LONG,-5.6571428571428575,-99.0,BETTER_1M
S58B-013243,OPP_00649840_LONG,LONG,-6.571428571428571,-115.0,BETTER_1M
S58B-013244,OPP_00650025_LONG,LONG,-0.5137614678899083,-8.0,BETTER_1M
S58B-013248,OPP_00650025_LONG,LONG,-56.38532110091743,-878.0,BETTER_1M
S58B-013249,OPP_00650113_LONG,LONG,0.0,0.0,NEAR_IDENTICAL
S58B-013250,OPP_00650196_LONG,LONG,3.419023136246787,95.0,BETTER_5M
S58B-013251,OPP_00650196_LONG,LONG,0.0,0.0,NEAR_IDENTICAL
S58B-013252,OPP_00650196_LONG,LONG,-1.9074550128534704,-53.0,BETTER_1M
S58B-013253,OPP_00650441_LONG,LONG,-1.156521739130435,-19.0,BETTER_1M
S58B-013254,OPP_00650500_SHORT,SHORT,-0.11666666666666667,1.0,NEAR_IDENTICAL
S58B-013255,OPP_00650524_LONG,LONG,-2.394736842105263,-13.0,BETTER_1M
S58B-013256,OPP_00650524_LONG,LONG,-6.815789473684211,-37.0,BETTER_1M
S58B-013257,OPP_00650524_LONG,LONG,-2.2105263157894735,-12.0,BETTER_1M
S58B-013258,OPP_00650688_LONG,LONG,0.603448275862069,5.0,BETTER_5M
S58B-013259,OPP_00650708_SHORT,SHORT,0.07734806629834254,-1.0,NEAR_IDENTICAL
S58B-013260,OPP_00650782_LONG,LONG,-1.6633663366336633,-12.0,BETTER_1M
S58B-013261,OPP_00650782_LONG,LONG,0.0,0.0,NEAR_IDENTICAL
S58B-013263,OPP_00650906_LONG,LONG,0.3333333333333333,3.0,BETTER_5M
S58B-013264,OPP_00650972_LONG,LONG,0.15053763440860216,1.0,NEAR_IDENTICAL
S58B-013265,OPP_00651127_SHORT,SHORT,-0.2545454545454545,3.0,BETTER_1M
S58B-013266,OPP_00651286_SHORT,SHORT,0.7897435897435897,-11.0,BETTER_5M
S58B-013269,OPP_00651286_SHORT,SHORT,-10.841025641025642,151.0,BETTER_1M
S58B-013270,OPP_00651286_SHORT,SHORT,-14.717948717948717,205.0,BETTER_1M
S58B-013271,OPP_00651286_SHORT,SHORT,-12.635897435897435,176.0,BETTER_1M
S58B-013273,OPP_00651414_SHORT,SHORT,1.087378640776699,-24.0,BETTER_5M
S58B-013274,OPP_00651414_SHORT,SHORT,2.537216828478964,-56.0,BETTER_5M
S58B-013275,OPP_00651471_SHORT,SHORT,-0.6086956521739131,23.0,BETTER_1M
S58B-013276,OPP_00651471_SHORT,SHORT,-0.15879017013232516,6.0,NEAR_IDENTICAL
S58B-013277,OPP_00651490_SHORT,SHORT,-4.302439024390244,126.0,BETTER_1M
S58B-013278,OPP_00651490_SHORT,SHORT,-3.380487804878049,99.0,BETTER_1M
S58B-013279,OPP_00651555_SHORT,SHORT,-2.210526315789474,57.0,BETTER_1M
S58B-013280,OPP_00651555_SHORT,SHORT,-3.878116343490305,100.0,BETTER_1M
S58B-013282,OPP_00651624_SHORT,SHORT,-1.0545454545454545,29.0,BETTER_1M
S58B-013283,OPP_00651699_SHORT,SHORT,3.202614379084967,-70.0,BETTER_5M
S58B-013284,OPP_00651744_LONG,LONG,-2.8000000000000003,-75.0,BETTER_1M
S58B-013286,OPP_00651912_SHORT,SHORT,0.7682926829268293,-9.0,BETTER_5M
S58B-013287,OPP_00652051_LONG,LONG,0.0,0.0,NEAR_IDENTICAL
S58B-013288,OPP_00652051_LONG,LONG,0.21,3.0,NEAR_IDENTICAL
S58B-013289,OPP_00652051_LONG,LONG,-7.35,-105.0,BETTER_1M
S58B-013290,OPP_00652051_LONG,LONG,-6.93,-99.0,BETTER_1M
S58B-013291,OPP_00652124_LONG,LONG,-0.45751633986928103,-5.0,BETTER_1M
S58B-013292,OPP_00652239_LONG,LONG,-12.690647482014388,-126.0,BETTER_1M
S58B-013293,OPP_00652408_SHORT,SHORT,1.251063829787234,-21.0,BETTER_5M
S58B-013294,OPP_00652518_SHORT,SHORT,0.0,0.0,NEAR_IDENTICAL
S58B-013295,OPP_00652635_LONG,LONG,-2.00609756097561,-47.0,BETTER_1M
S58B-013297,OPP_00652732_LONG,LONG,-1.5526315789473684,-59.0,BETTER_1M
S58B-013298,OPP_00652807_LONG,LONG,-0.08092485549132948,-5.0,NEAR_IDENTICAL
S58B-013299,OPP_00652822_SHORT,SHORT,-0.4562962962962963,22.0,BETTER_1M
S58B-013300,OPP_00652858_SHORT,SHORT,-0.4763705103969754,18.0,BETTER_1M
S58B-013301,OPP_00652952_SHORT,SHORT,-1.4251497005988023,34.0,BETTER_1M
S58B-013302,OPP_00652986_SHORT,SHORT,-1.0034129692832765,21.0,BETTER_1M
S58B-013304,OPP_00653199_LONG,LONG,1.515923566878981,17.0,BETTER_5M
S58B-013305,OPP_00653224_LONG,LONG,2.230088495575221,18.0,BETTER_5M
S58B-013306,OPP_00653224_LONG,LONG,-3.4690265486725664,-28.0,BETTER_1M
S58B-013307,OPP_00653224_LONG,LONG,-4.460176991150442,-36.0,BETTER_1M
S58B-013308,OPP_00653224_LONG,LONG,-4.088495575221239,-33.0,BETTER_1M
S58B-013309,OPP_00653394_LONG,LONG,1.3802816901408452,21.0,BETTER_5M
S58B-013311,OPP_00653394_LONG,LONG,-3.023474178403756,-46.0,BETTER_1M
S58B-013312,OPP_00653394_LONG,LONG,-3.615023474178404,-55.0,BETTER_1M
S58B-013314,OPP_00653468_LONG,LONG,-2.8,-28.0,BETTER_1M
S58B-013315,OPP_00653468_LONG,LONG,-3.0,-30.0,BETTER_1M
S58B-013316,OPP_00653527_LONG,LONG,-0.6131386861313868,-6.0,BETTER_1M
S58B-013318,OPP_00653527_LONG,LONG,-3.9854014598540144,-39.0,BETTER_1M
S58B-013319,OPP_00653644_LONG,LONG,-3.6923076923076925,-24.0,BETTER_1M
