family,direction,setup_i,trigger_i,entry_i,entry_ts,setup_ts,origin,invalidation,delay,chase_atr,reason,level,+2_before_-1,mfe_15m,mae_15m,gross_R,cost_R,net_R
B10,SHORT,2185010,2185012,2185013,2023-12-19 06:41:00-06:00,2023-12-19 06:38:00-06:00,16959.75,16961.25,3,0.0,B_HOLD_SHORT_10,hi_10,False,1.3517241379310345,3.862068965517241,-1.0,0.444931506849457,-1.444931506849457
B10,LONG,2498901,2498907,2498908,2024-11-07 00:45:00-06:00,2024-11-07 00:38:00-06:00,20955.25,20953.5,7,0.9292035398230089,B_HOLD_LONG_10,lo_10,False,1.7424892703862662,3.0042918454935625,-1.0,0.12701392147665205,-1.1270139214766521
B10,LONG,1934931,1934933,1934934,2023-04-06 11:14:00-05:00,2023-04-06 11:11:00-05:00,13138.75,13136.25,3,0.03482587064676617,B_HOLD_LONG_10,lo_10,False,1.1277777777777778,1.711111111111111,-1.0,0.28194444444435895,-1.2819444444443588
B10,LONG,335129,335131,335132,2018-09-17 19:50:00-05:00,2018-09-17 19:47:00-05:00,7431.5,7431.0,3,0.0,B_HOLD_LONG_10,lo_10,True,2.9302325581395348,0.6511627906976744,2.0,1.3466003316752184,0.6533996683247816
B10,LONG,1384183,1384186,1384187,2021-09-16 06:53:00-05:00,2021-09-16 06:49:00-05:00,15453.0,15451.5,4,0.08588957055214724,B_HOLD_LONG_10,lo_10,False,0.7730061349693251,3.865030674846626,-1.0,0.5195137555981505,-1.5195137555981506
B10,LONG,1021593,1021595,1021596,2020-09-04 09:47:00-05:00,2020-09-04 09:44:00-05:00,11206.25,11195.25,3,0.11115522032552601,B_HOLD_LONG_10,lo_10,True,3.767584097859327,0.09097859327217125,2.0,0.08697514995714914,1.9130248500428508
B10,LONG,2723557,2723559,2723560,2025-06-30 08:28:00-05:00,2025-06-30 08:25:00-05:00,22883.5,22880.0,3,0.056910569105691054,B_HOLD_LONG_10,lo_10,False,0.0,14.953405017921147,-1.0,0.20719571319222085,-1.2071957131922209
B10,LONG,1202447,1202449,1202450,2021-03-14 21:44:00-05:00,2021-03-14 21:41:00-05:00,12969.5,12964.75,3,0.5384615384615384,B_HOLD_LONG_10,lo_10,False,0.6422018348623854,4.174311926605505,-1.0,0.2690523525513689,-1.2690523525513688
B10,LONG,1991067,1991075,1991076,2023-06-02 15:49:00-05:00,2023-06-02 15:40:00-05:00,14582.25,14581.75,9,0.12389380530973451,B_HOLD_LONG_10,lo_10,True,3.279279279279279,13.243243243243242,-1.0,0.8538380651936959,-1.8538380651936959
B10,LONG,1477688,1477690,1477691,2021-12-21 09:07:00-06:00,2021-12-21 09:04:00-06:00,15676.0,15674.5,3,0.40268456375838924,B_HOLD_LONG_10,lo_10,False,1.300473933649289,1.9109004739336493,-1.0,0.07292321508756555,-1.0729232150875656
B10,SHORT,461711,461713,461714,2019-01-29 12:13:00-06:00,2019-01-29 12:10:00-06:00,6647.25,6649.25,3,0.22340425531914893,B_HOLD_SHORT_10,hi_10,True,2.0,1.0,-1.0,0.5087719298244965,-1.5087719298244964
B10,SHORT,790857,790859,790860,2020-01-08 04:44:00-06:00,2020-01-08 04:41:00-06:00,8853.25,8854.75,3,0.4028776978417266,B_HOLD_SHORT_10,hi_10,False,1.1666666666666667,8.484848484848484,-1.0,1.17341040462408,-2.17341040462408
B10,LONG,1817278,1817280,1817281,2022-12-05 21:02:00-06:00,2022-12-05 20:59:00-06:00,11825.75,11823.75,3,0.9921259842519685,B_HOLD_LONG_10,lo_10,False,1.763779527559055,1.763779527559055,-1.0,5.307189542507889,-6.307189542507889
B10,SHORT,1437469,1437471,1437472,2021-11-09 22:01:00-06:00,2021-11-09 21:58:00-06:00,16147.0,16149.0,3,0.07567567567567568,B_HOLD_SHORT_10,hi_10,False,1.4814814814814814,0.14814814814814814,2.0,0.37785016286630624,1.6221498371336938
B10,SHORT,1449039,1449041,1449042,2021-11-22 06:51:00-06:00,2021-11-22 06:48:00-06:00,16641.0,16641.75,3,0.34710743801652894,B_HOLD_SHORT_10,hi_10,True,5.111111111111111,0.1111111111111111,-1.0,6.444444444486124,-7.444444444486124
B10,SHORT,55092,55095,55096,2017-11-27 23:35:00-06:00,2017-11-27 23:31:00-06:00,6403.25,6403.75,4,0.0,B_HOLD_SHORT_10,hi_10,True,2.1,2.1,-1.0,1.4000000000007025,-2.4000000000007025
B10,LONG,1683317,1683319,1683320,2022-07-21 06:28:00-05:00,2022-07-21 06:25:00-05:00,12461.5,12459.75,3,0.1381578947368421,B_HOLD_LONG_10,lo_10,False,1.8634812286689422,1.7201365187713311,2.0,0.2625282896864479,1.7374717103135522
B10,SHORT,1193532,1193537,1193538,2021-03-04 08:27:00-06:00,2021-03-04 08:21:00-06:00,12666.75,12671.75,6,0.2828282828282829,B_HOLD_SHORT_10,hi_10,False,2.2355289421157685,10.702594810379242,-1.0,0.24598606482881372,-1.2459860648288137
B10,SHORT,1057062,1057064,1057065,2020-10-12 13:15:00-05:00,2020-10-12 13:12:00-05:00,12170.75,12174.5,3,0.10473815461346633,B_HOLD_SHORT_10,hi_10,False,1.7864583333333335,3.71875,-1.0,0.21688034188031152,-1.2168803418803116
