year,A_N,B_N,C_N,fill_rate,A_AvgR,B_AvgR,C_AvgR,A_PF,B_PF,C_PF,A_MaxDD,B_MaxDD
2020,303,152,118,0.5016501650165016,0.7206109469967407,1.9156734820813373,1.8784572231954317,2.987060863780592,619.6504942908247,1086.9987575426169,6.05240380419211,0.2665682989690481
2021,237,131,100,0.5527426160337553,0.6196016404028122,0.7293471814393383,0.8107697517108658,2.708894669704703,3.124983327310455,3.489395243652634,4.950436094866589,5.155127627673206
2022,359,248,73,0.6908077994428969,0.4348002657518369,1.0869061129022106,1.0076952261318022,2.0189220717411747,5.097549301453874,4.807413971720546,9.066845647182674,8.385997319705098
2023,277,188,41,0.6787003610108303,0.45127179310417564,1.9680426848176786,1.998945540762222,2.066516069413529,1204.7654393826422,1295.9856534847893,13.329904928682637,0.21757134759104702
2024,232,166,39,0.7155172413793104,0.599416723291929,2.0616690013035734,1.9599699835432456,2.550541779342874,999.0,999.0,4.55362667835243,0.0
2025,220,160,67,0.7272727272727273,0.6582567213224988,2.0151446598831138,1.9547417772071032,2.721064640666156,999.0,999.0,5.653610800810355,0.0
2026,131,90,28,0.6870229007633588,0.49359272239055885,1.9996857714493772,2.2139696741727373,2.2989572373839597,999.0,999.0,6.063476030651766,0.0
