signal_type,N,fill_rate,baseline_AvgR,price_AvgR,volume_AvgR,baseline_PF,price_PF,volume_PF
L,786,0.6577608142493638,0.48993923709821446,2.2389436003985286,2.0064368031172917,2.268690351399325,18.624354352716818,13.7758969757765
S,723,0.6431535269709544,0.5544515162729642,1.038528828695169,1.0670901597570248,2.2370928239211914,13.623183099428704,14.384012582425187
RL,123,0.6910569105691057,1.0194102906123905,1.9516439186804633,1.9979147072679282,6.050894236897705,47.56626833077369,63.104642822821006
RS,127,0.5354330708661418,0.6573223666788327,0.9494710320792876,0.966451038204451,3.2306641973168735,17.03046320058319,13.137770933396048
