N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD,segment
1135,0.866079295154185,1.6483731365801972,1870.9035100185238,17.77573512839063,8.38599731970504,223.09851037304276,FULL
1123,0.8646482635796973,1.621522084371047,1820.9693007486858,17.32799259967618,111.52438302702285,16.327992599676225,exclude_top1pct
