model,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD,fill_rate
B_price,1135,0.866079295154185,1.6483731365801972,1870.9035100185238,17.77573512839063,8.38599731970504,223.09851037304276,0.6452529846503695
C_price_volume,466,0.8476394849785408,1.5614831019204278,727.6511254949194,14.951169750821462,4.205097677676008,173.04024335935605,0.2649232518476407
