tier,N,fill_rate,baseline_AvgR,price_AvgR,volume_AvgR,baseline_PF,price_PF,volume_PF,MAE_improvement,median_entry_delay_min
A+,623,0.6998394863563403,0.8233943350932009,1.52014209416931,1.5647208614483483,3.411029391769646,19.065225359070478,20.603396189048553,0.3258291173198784,1.0
A,571,0.626970227670753,0.47143918024811576,1.7686636573687522,1.6872835692530384,2.134234069842802,20.670584605561906,21.03339912648558,0.4780361660154096,2.0
B,565,0.6035398230088496,0.376392301333358,1.6860409607703553,1.4290358874658609,1.887090531506565,14.481417986970074,8.941425982572623,0.4189757251916446,2.0
