metric,value
A_MFE_mean,2.0648779152687595
B_MFE_mean,0.27083516486707465
A_MAE_mean,0.5909264880721633
B_MAE_mean,0.18910343531856466
MFE_improvement_pct,-86.88372020135519
MAE_reduction_pct,67.99882233482289
