signal_i,atr,orig_dir,family,decision,direction,trigger_i,entry_i,delay_bars,reason,invalidation,chase_atr,level_name
6285,2.0892857142857144,SHORT,E2,TAKE,SHORT,6285,6286,1,E2_BREAK_ACCEPT_LOW_SHORT,6053.0,0.5982905982905983,lo_5
6348,1.3928571428571428,SHORT,E2,TAKE,SHORT,6351,6352,4,E2_BREAK_ACCEPT_LOW_SHORT,6054.25,2.6923076923076925,lo_5
6372,1.5714285714285714,SHORT,E2,TAKE,LONG,6374,6375,3,E2_BREAK_ACCEPT_HIGH_LONG,6057.5,1.9090909090909092,hi_5
6491,1.0535714285714286,LONG,E2,TAKE,LONG,6494,6495,4,E2_BREAK_ACCEPT_HIGH_LONG,6062.0,0.9491525423728814,hi_5
6549,0.9464285714285714,LONG,E2,TAKE,SHORT,6551,6552,3,E2_BREAK_ACCEPT_LOW_SHORT,6061.0,2.3773584905660377,lo_5
6569,0.9821428571428571,SHORT,E2,TAKE,LONG,6572,6573,4,E2_BREAK_ACCEPT_HIGH_LONG,6060.5,1.0181818181818183,hi_5
6591,1.0535714285714286,LONG,E2,TAKE,LONG,6593,6594,3,E2_BREAK_ACCEPT_HIGH_LONG,6062.5,0.711864406779661,hi_5
6620,1.2678571428571428,SHORT,E2,TAKE,SHORT,6620,6621,1,E2_BREAK_ACCEPT_LOW_SHORT,6063.0,0.7887323943661972,lo_5
6684,0.375,SHORT,E2,TAKE,SHORT,6686,6687,3,E2_BREAK_ACCEPT_LOW_SHORT,6066.75,1.3333333333333333,lo_5
6739,0.23214285714285715,SHORT,E2,TAKE,SHORT,6742,6743,4,E2_BREAK_ACCEPT_LOW_SHORT,6067.5,1.0769230769230769,lo_5
6757,0.25,LONG,E2,TAKE,LONG,6757,6758,1,E2_BREAK_ACCEPT_HIGH_LONG,6069.25,0.0,hi_5
6886,0.48214285714285715,LONG,E2,TAKE,LONG,6887,6888,2,E2_BREAK_ACCEPT_HIGH_LONG,6075.75,1.5555555555555556,hi_5
7035,0.08928571428571429,SHORT,E2,TAKE,SHORT,7037,7038,3,E2_BREAK_ACCEPT_LOW_SHORT,6074.75,2.8,lo_5
7113,0.3392857142857143,LONG,E2,TAKE,SHORT,7116,7117,4,E2_BREAK_ACCEPT_LOW_SHORT,6073.75,2.9473684210526314,lo_5
7174,0.5714285714285714,LONG,E2,TAKE,LONG,7174,7175,1,E2_BREAK_ACCEPT_HIGH_LONG,6073.25,1.3125,hi_5
7200,0.8392857142857143,SHORT,E2,TAKE,SHORT,7201,7202,2,E2_BREAK_ACCEPT_LOW_SHORT,6074.25,1.1914893617021276,lo_5
7266,0.3392857142857143,LONG,E2,TAKE,LONG,7267,7268,2,E2_BREAK_ACCEPT_HIGH_LONG,6074.75,4.421052631578947,hi_5
7329,0.32142857142857145,SHORT,E2,TAKE,SHORT,7329,7330,1,E2_BREAK_ACCEPT_LOW_SHORT,6075.5,1.5555555555555554,lo_5
7338,0.44642857142857145,LONG,E2,TAKE,LONG,7338,7339,1,E2_BREAK_ACCEPT_HIGH_LONG,6075.0,1.1199999999999999,hi_5
7363,0.4642857142857143,LONG,E2,TAKE,LONG,7363,7364,1,E2_BREAK_ACCEPT_HIGH_LONG,6076.25,1.0769230769230769,hi_5
7532,0.75,LONG,E2,TAKE,SHORT,7535,7536,4,E2_BREAK_ACCEPT_LOW_SHORT,6079.75,1.0,lo_5
7553,0.7857142857142857,SHORT,E2,TAKE,SHORT,7555,7556,3,E2_BREAK_ACCEPT_LOW_SHORT,6078.75,1.2727272727272727,lo_5
7652,1.5,LONG,E2,TAKE,SHORT,7654,7655,3,E2_BREAK_ACCEPT_LOW_SHORT,6072.0,1.3333333333333333,lo_5
7670,1.1964285714285714,LONG,E2,TAKE,LONG,7672,7673,3,E2_BREAK_ACCEPT_HIGH_LONG,6075.0,1.0447761194029852,hi_5
7718,0.9107142857142857,SHORT,E2,TAKE,LONG,7719,7720,2,E2_BREAK_ACCEPT_HIGH_LONG,6075.75,0.8235294117647058,hi_5
