interaction_id,interaction,condition_A,condition_B,cell,N,wins,losses,win_rate_pct,AvgR,TotalR,PF,Both_minus_Neither_AvgR,exploratory_warning
1,Strong BOS + strong confirmation,BOS displacement / ATR >= median,Confirmation body / ATR >= median,Both,7,4,3,57.142857142857146,0.08808222046766843,0.616575543273679,1.2032323357980246,0.5227778709302328,Small-sample exploratory interaction; no threshold selected from profit
1,Strong BOS + strong confirmation,BOS displacement / ATR >= median,Confirmation body / ATR >= median,A only,14,6,8,42.857142857142854,0.29361088502736316,4.110552390383084,1.64981535997059,0.5227778709302328,Small-sample exploratory interaction; no threshold selected from profit
1,Strong BOS + strong confirmation,BOS displacement / ATR >= median,Confirmation body / ATR >= median,B only,14,5,9,35.714285714285715,-0.14566998880994042,-2.039379843339166,0.7478992374747462,0.5227778709302328,Small-sample exploratory interaction; no threshold selected from profit
1,Strong BOS + strong confirmation,BOS displacement / ATR >= median,Confirmation body / ATR >= median,Neither,7,2,5,28.571428571428573,-0.43469565046256436,-3.0428695532379506,0.29700644459436965,0.5227778709302328,Small-sample exploratory interaction; no threshold selected from profit
2,Strong BOS + shallow retest,BOS displacement / ATR >= median,Max retest penetration / ATR <= median,Both,9,5,4,55.55555555555556,0.21921267081368254,1.9729140373231429,1.5330867198907856,0.5560734131644137,Small-sample exploratory interaction; no threshold selected from profit
2,Strong BOS + shallow retest,BOS displacement / ATR >= median,Max retest penetration / ATR <= median,A only,12,5,7,41.666666666666664,0.22951782469446846,2.7542138963336216,1.4867268201068073,0.5560734131644137,Small-sample exploratory interaction; no threshold selected from profit
2,Strong BOS + shallow retest,BOS displacement / ATR >= median,Max retest penetration / ATR <= median,B only,12,4,8,33.333333333333336,-0.1708752262850447,-2.0505027154205364,0.6750302647456412,0.5560734131644137,Small-sample exploratory interaction; no threshold selected from profit
2,Strong BOS + shallow retest,BOS displacement / ATR >= median,Max retest penetration / ATR <= median,Neither,9,3,6,33.333333333333336,-0.3368607423507312,-3.031746681156581,0.5036564472622254,0.5560734131644137,Small-sample exploratory interaction; no threshold selected from profit
3,Shallow retest + strong confirmation,Max retest penetration / ATR <= median,Confirmation body / ATR >= median,Both,13,6,7,46.15384615384615,-0.0273222162496851,-0.3551888112459063,0.9411475766214077,-0.08809780886480986,Small-sample exploratory interaction; no threshold selected from profit
3,Shallow retest + strong confirmation,Max retest penetration / ATR <= median,Confirmation body / ATR >= median,A only,8,3,5,37.5,0.03470001664356409,0.27760013314851273,1.0698276131752609,-0.08809780886480986,Small-sample exploratory interaction; no threshold selected from profit
3,Shallow retest + strong confirmation,Max retest penetration / ATR <= median,Confirmation body / ATR >= median,B only,8,3,5,37.5,-0.13345193610244768,-1.0676154888195815,0.7901758058506606,-0.08809780886480986,Small-sample exploratory interaction; no threshold selected from profit
3,Shallow retest + strong confirmation,Max retest penetration / ATR <= median,Confirmation body / ATR >= median,Neither,13,5,8,38.46153846153846,0.06077559261512477,0.790082703996622,1.1182995319029296,-0.08809780886480986,Small-sample exploratory interaction; no threshold selected from profit
4,HTF aligned + strong BOS,HTF regime aligned,BOS displacement / ATR >= median,Both,8,4,4,50.0,0.04064047955007859,0.3251238364006287,1.0977728602657135,0.11736251819446292,Small-sample exploratory interaction; no threshold selected from profit
4,HTF aligned + strong BOS,HTF regime aligned,BOS displacement / ATR >= median,A only,8,2,6,25.0,-0.5106078617750152,-4.084862894200121,0.0674058182341612,0.11736251819446292,Small-sample exploratory interaction; no threshold selected from profit
4,HTF aligned + strong BOS,HTF regime aligned,BOS displacement / ATR >= median,B only,13,6,7,46.15384615384615,0.33861569978893347,4.402004097256135,1.7295004499465647,0.11736251819446292,Small-sample exploratory interaction; no threshold selected from profit
4,HTF aligned + strong BOS,HTF regime aligned,BOS displacement / ATR >= median,Neither,13,5,8,38.46153846153846,-0.07672203864438433,-0.9973865023769963,0.8759142453701981,0.11736251819446292,Small-sample exploratory interaction; no threshold selected from profit
5,Core session + strong confirmation,Entry in frozen 09:30-16:00 session,Confirmation body / ATR >= median,Both,10,6,4,60.0,0.22079580225890974,2.2079580225890973,1.6206744033539349,0.2239249124660863,Small-sample exploratory interaction; no threshold selected from profit
5,Core session + strong confirmation,Entry in frozen 09:30-16:00 session,Confirmation body / ATR >= median,A only,8,4,4,50.0,0.13854515872980375,1.10836126983843,1.3026662745975517,0.2239249124660863,Small-sample exploratory interaction; no threshold selected from profit
5,Core session + strong confirmation,Entry in frozen 09:30-16:00 session,Confirmation body / ATR >= median,B only,11,3,8,27.272727272727273,-0.33006930205950763,-3.630762322654584,0.5201235160424665,0.2239249124660863,Small-sample exploratory interaction; no threshold selected from profit
5,Core session + strong confirmation,Entry in frozen 09:30-16:00 session,Confirmation body / ATR >= median,Neither,13,4,9,30.76923076923077,-0.00312911020717657,-0.04067843269329541,0.9941822946287924,0.2239249124660863,Small-sample exploratory interaction; no threshold selected from profit
6,Fast retest + strong confirmation,BOS-to-retest bars <= median,Confirmation body / ATR >= median,Both,17,7,10,41.1764705882353,-0.1495302577222167,-2.542014381277684,0.7378623153583383,-0.5928051938441153,Small-sample exploratory interaction; no threshold selected from profit
6,Fast retest + strong confirmation,BOS-to-retest bars <= median,Confirmation body / ATR >= median,A only,16,5,11,31.25,-0.07179324021652239,-1.1486918434643583,0.8666491824133723,-0.5928051938441153,Small-sample exploratory interaction; no threshold selected from profit
6,Fast retest + strong confirmation,BOS-to-retest bars <= median,Confirmation body / ATR >= median,B only,4,2,2,50.0,0.2798025203030491,1.1192100812121963,1.7847831473020985,-0.5928051938441153,Small-sample exploratory interaction; no threshold selected from profit
6,Fast retest + strong confirmation,BOS-to-retest bars <= median,Confirmation body / ATR >= median,Neither,5,3,2,60.0,0.44327493612189867,2.2163746806094933,2.086399450536015,-0.5928051938441153,Small-sample exploratory interaction; no threshold selected from profit
7,Same-bar setup/BOS + strong confirmation,BOS occurs on setup bar,Confirmation body / ATR >= median,Both,20,9,11,45.0,-0.0202968802222687,-0.40593760444537397,0.9598340929146075,-0.0202968802222687,Small-sample exploratory interaction; no threshold selected from profit
7,Same-bar setup/BOS + strong confirmation,BOS occurs on setup bar,Confirmation body / ATR >= median,A only,21,8,13,38.095238095238095,0.05084203986405405,1.067682837145135,1.100212675886794,-0.0202968802222687,Small-sample exploratory interaction; no threshold selected from profit
7,Same-bar setup/BOS + strong confirmation,BOS occurs on setup bar,Confirmation body / ATR >= median,B only,1,0,1,0.0,-1.016866695620114,-1.016866695620114,0.0,-0.0202968802222687,Small-sample exploratory interaction; no threshold selected from profit
7,Same-bar setup/BOS + strong confirmation,BOS occurs on setup bar,Confirmation body / ATR >= median,Neither,0,0,0,0.0,0.0,0.0,0.0,-0.0202968802222687,Small-sample exploratory interaction; no threshold selected from profit
8,High relative volume + strong BOS,BOS relative volume >= median,BOS displacement / ATR >= median,Both,15,9,6,60.0,0.5622017734572655,8.433026601858982,2.553934372775601,0.8317608199406867,Small-sample exploratory interaction; no threshold selected from profit
8,High relative volume + strong BOS,BOS relative volume >= median,BOS displacement / ATR >= median,A only,6,2,4,33.333333333333336,-0.17314394988763301,-1.038863699325798,0.7007779206349398,0.8317608199406867,Small-sample exploratory interaction; no threshold selected from profit
8,High relative volume + strong BOS,BOS relative volume >= median,BOS displacement / ATR >= median,B only,6,1,5,16.666666666666668,-0.6176497780337029,-3.7058986682022175,0.057666351726404844,0.8317608199406867,Small-sample exploratory interaction; no threshold selected from profit
8,High relative volume + strong BOS,BOS relative volume >= median,BOS displacement / ATR >= median,Neither,15,5,10,33.333333333333336,-0.26955904648342127,-4.043385697251319,0.5480284459715281,0.8317608199406867,Small-sample exploratory interaction; no threshold selected from profit
9,More structural room + strong confirmation,Directional room / ATR >= median,Confirmation body / ATR >= median,Both,6,2,4,33.333333333333336,-0.34912230103946157,-2.0947338062367695,0.41364137260603684,-1.235749267153261,Small-sample exploratory interaction; no threshold selected from profit
9,More structural room + strong confirmation,Directional room / ATR >= median,Confirmation body / ATR >= median,A only,15,4,11,26.666666666666668,-0.28347193063584414,-4.252078959537662,0.5634632810814199,-1.235749267153261,Small-sample exploratory interaction; no threshold selected from profit
9,More structural room + strong confirmation,Directional room / ATR >= median,Confirmation body / ATR >= median,B only,15,7,8,46.666666666666664,0.04479530041141886,0.6719295061712829,1.0889861657567994,-1.235749267153261,Small-sample exploratory interaction; no threshold selected from profit
9,More structural room + strong confirmation,Directional room / ATR >= median,Confirmation body / ATR >= median,Neither,6,4,2,66.66666666666667,0.8866269661137994,5.319761796682797,6.822312070981549,-1.235749267153261,Small-sample exploratory interaction; no threshold selected from profit
10,Fast confirmation + shallow retest,Retest-to-confirm bars <= median,Max retest penetration / ATR <= median,Both,14,5,9,35.714285714285715,-0.2495236536112851,-3.4933311505579914,0.5322143772263638,-0.7297021768941543,Small-sample exploratory interaction; no threshold selected from profit
10,Fast confirmation + shallow retest,Retest-to-confirm bars <= median,Max retest penetration / ATR <= median,A only,17,5,12,29.41176470588235,-0.12930863987967275,-2.198246877954437,0.7952903254644221,-0.7297021768941543,Small-sample exploratory interaction; no threshold selected from profit
10,Fast confirmation + shallow retest,Retest-to-confirm bars <= median,Max retest penetration / ATR <= median,B only,7,4,3,57.142857142857146,0.48796321035151397,3.4157424724605976,2.3432213837909184,-0.7297021768941543,Small-sample exploratory interaction; no threshold selected from profit
10,Fast confirmation + shallow retest,Retest-to-confirm bars <= median,Max retest penetration / ATR <= median,Neither,4,3,1,75.0,0.4801785232828692,1.9207140931314768,2.8675950295285073,-0.7297021768941543,Small-sample exploratory interaction; no threshold selected from profit
