schema_version,strategy,pine_hash,signal_id,event,symbol,timeframe,signal_time_utc,signal_bar_time_utc,signal_price,atr,evidence,context,state,received_at_utc
1.0,Phase72A,d75ff747a491c176eda588efc945822b8bd4a6aeaaeaf1d2bdea2b7a8e32cc1f,4d97d687-fa8b-4040-a00d-279c658830a2,SIGNAL_LONG,NQ,1m,2026-08-30T17:16:00+00:00,2026-08-30T17:16:00+00:00,20002.5,10.0,5,BULLISH,IN_LONG,2026-09-03T03:12:40.428186+00:00
1.0,Phase72A,d75ff747a491c176eda588efc945822b8bd4a6aeaaeaf1d2bdea2b7a8e32cc1f,4d97d687-fa8b-4040-a00d-279c658830a2,SIGNAL_LONG,NQ,1m,2026-08-30T17:16:00+00:00,2026-08-30T17:16:00+00:00,20002.5,10.0,5,BULLISH,IN_LONG,2026-09-03T03:12:40.428186+00:00,"{'pine_to_webhook_ms': 0.0, 'webhook_validation_ms': 0.0, 'decision_ms': 0.0, 'decision_to_order_ms': 0.472, 'broker_ack_ms': 0.0, 'fill_ms': 0.0, 'total_signal_to_fill_ms': 0.0}"
