event_id,extreme_timestamp,direction,extreme_price,capture_status,matched_signal_time,matched_signal_type,MFE_R,MAE_R
MR01095,2020-04-24 09:30:00-05:00,Short,8459.25,CAPTURED_PHASE33,2020-04-24 15:15:00+00:00,RS,2.50144737929565,1.5152998547656342
MR01096,2020-04-27 10:45:00-05:00,Short,8652.75,MISSED,,,3.340689211523804,0.5116370864495916
MR01097,2020-04-27 12:45:00-05:00,Long,8578.25,CAPTURED_OTHER_EXISTING,2020-04-27 19:45:00+00:00,L,2.8873004322146856,0.0
MR01098,2020-04-28 11:15:00-05:00,Long,8464.25,MISSED,,,2.7565989718932893,0.36545819703130733
MR01099,2020-04-28 13:15:00-05:00,Short,8553.5,MISSED,,,4.688439520981446,0.37982294853520576
MR01100,2020-04-28 14:45:00-05:00,Long,8443.75,CAPTURED_OTHER_EXISTING,2020-04-28 20:30:00+00:00,L,4.892365887233361,0.5312976529122202
MR01101,2020-04-29 13:00:00-05:00,Long,8712.0,CAPTURED_PHASE33,2020-04-29 18:30:00+00:00,RL,5.701096323873718,0.2727175918026152
MR01102,2020-04-30 09:30:00-05:00,Long,8734.75,CAPTURED_PHASE33,2020-04-30 15:15:00+00:00,RL,2.1700232370742882,1.7581206781851872
MR01103,2020-04-30 13:45:00-05:00,Long,8697.75,MISSED,,,3.4746780624244855,5.010261593237887
MR01104,2020-04-30 14:45:00-05:00,Short,8788.75,MISSED,,,7.0951580362109015,0.27057806070295815
MR01105,2020-05-01 14:15:00-05:00,Short,8544.5,MISSED,,,5.915664113445747,0.318535759954771
MR01106,2020-05-04 10:45:00-05:00,Short,8572.0,CAPTURED_OTHER_EXISTING,2020-05-04 16:45:00+00:00,S,3.318250240820332,0.5611746730799091
MR01107,2020-05-04 12:15:00-05:00,Long,8488.0,MISSED,,,4.328280380759544,0.03841668977005513
MR01108,2020-05-05 11:30:00-05:00,Long,8754.5,MISSED,,,3.1822021723561598,0.3079550489376929
MR01109,2020-05-05 13:45:00-05:00,Short,8809.25,MISSED,,,9.772830235919598,0.0
MR01110,2020-05-06 12:45:00-05:00,Short,8845.75,MISSED,,,4.637751582379993,0.02793826254445779
MR01111,2020-05-07 12:00:00-05:00,Short,8915.25,MISSED,,,3.163126329455748,0.016304774894101794
MR01112,2020-05-07 14:00:00-05:00,Short,8899.75,MISSED,,,2.112231609920595,1.8242000267496046
MR01113,2020-05-07 14:30:00-05:00,Long,8854.5,CAPTURED_OTHER_EXISTING,2020-05-07 20:00:00+00:00,L,3.8174824133373804,0.24530007475260276
MR01114,2020-05-08 12:00:00-05:00,Short,9007.5,CAPTURED_OTHER_EXISTING,2020-05-08 17:30:00+00:00,S,4.240775421754548,0.03769578152670709
MR01115,2020-05-08 13:00:00-05:00,Long,8939.75,MISSED,,,3.4405971269599567,0.44110219576409704
MR01116,2020-05-11 14:00:00-05:00,Short,9128.25,CAPTURED_OTHER_EXISTING,2020-05-11 20:00:00+00:00,S,4.024231037214506,0.526376211618775
MR01117,2020-05-12 11:45:00-05:00,Short,9120.5,CAPTURED_OTHER_EXISTING,2020-05-12 17:15:00+00:00,S,4.555374403096613,0.07276955915489797
MR01118,2020-05-13 09:30:00-05:00,Short,8992.0,CAPTURED_OTHER_EXISTING,2020-05-13 15:00:00+00:00,S,12.240540634379956,0.04177658919583603
MR01119,2020-05-13 14:15:00-05:00,Long,8667.5,CAPTURED_OTHER_EXISTING,2020-05-13 20:00:00+00:00,L,3.3539641462038103,0.40453514921317885
MR01120,2020-05-14 09:30:00-05:00,Long,8636.25,CAPTURED_OTHER_EXISTING,2020-05-14 15:15:00+00:00,L,2.8129391939555903,0.5591469345783283
MR01121,2020-05-14 13:30:00-05:00,Long,8725.25,MISSED,,,5.2082841040384364,0.22717878967534377
MR01122,2020-05-15 10:00:00-05:00,Long,8735.0,CAPTURED_PHASE33,2020-05-15 16:00:00+00:00,RL,4.412640280139268,0.7128805360552192
MR01123,2020-05-15 12:00:00-05:00,Short,8894.0,CAPTURED_PHASE33,2020-05-15 17:45:00+00:00,RS,2.031364544725604,0.44933409284252995
MR01124,2020-05-18 11:30:00-05:00,Long,9095.0,CAPTURED_OTHER_EXISTING,2020-05-18 17:15:00+00:00,L,2.9225714469632726,0.3360957164007764
MR01125,2020-05-18 12:15:00-05:00,Short,9150.75,CAPTURED_PHASE33,2020-05-18 17:45:00+00:00,RS,2.9962027893837977,0.0
MR01126,2020-05-20 11:00:00-05:00,Short,9286.25,CAPTURED_OTHER_EXISTING,2020-05-20 16:45:00+00:00,S,3.8273837413705767,0.09380842503359257
MR01127,2020-05-20 13:15:00-05:00,Long,9220.25,MISSED,,,3.2796166998774674,0.21657846131266295
MR01128,2020-05-21 10:15:00-05:00,Long,9144.25,CAPTURED_OTHER_EXISTING,2020-05-21 15:45:00+00:00,L,2.60999868257786,0.2035320073569891
MR01129,2020-05-21 13:15:00-05:00,Short,9214.5,MISSED,,,3.3721309351788826,0.12969734366072627
MR01130,2020-05-22 10:15:00-05:00,Long,9125.5,MISSED,,,3.0297167092674173,0.3029716709267417
MR01131,2020-05-22 13:30:00-05:00,Short,9207.0,MISSED,,,2.0808542175217397,1.1939327477583752
MR01132,2020-05-22 14:30:00-05:00,Long,9163.75,MISSED,,,4.439995643437642,0.13609182048851012
MR01133,2020-05-25 11:45:00-05:00,Short,9323.5,MISSED,,,4.001010732584707,0.5284353797753386
MR01134,2020-05-26 10:45:00-05:00,Long,9201.75,CAPTURED_PHASE33,2020-05-26 16:15:00+00:00,RL,2.183337716175092,0.24692509885313538
MR01135,2020-05-26 12:15:00-05:00,Short,9275.75,CAPTURED_PHASE33,2020-05-26 18:00:00+00:00,RS,3.4610814059937502,0.026934485649756812
MR01136,2020-05-28 12:30:00-05:00,Short,9354.75,MISSED,,,6.285007661492472,0.06479389341744816
MR01137,2020-05-28 14:45:00-05:00,Long,9176.0,CAPTURED_OTHER_EXISTING,2020-05-28 19:15:00+00:00,L,2.0944584730505826,0.010118156874640495
MR01138,2020-05-29 13:45:00-05:00,Long,9181.0,MISSED,,,3.27109005040034,1.0024308218968785
MR01139,2020-05-29 15:30:00-05:00,Short,9379.75,MISSED,,,4.697764082461764,0.2857955335337955
MR01140,2020-06-01 10:15:00-05:00,Long,9324.75,MISSED,,,3.4216215480869705,0.10645044816270574
MR01141,2020-06-02 09:30:00-05:00,Short,9399.0,CAPTURED_OTHER_EXISTING,2020-06-02 14:45:00+00:00,S,4.313313597951183,0.4260062812791292
MR01142,2020-06-02 10:00:00-05:00,Long,9294.0,CAPTURED_PHASE33,2020-06-02 15:45:00+00:00,RL,4.919879622726019,0.32999192591455007
MR01143,2020-06-02 14:15:00-05:00,Long,9375.5,CAPTURED_OTHER_EXISTING,2020-06-02 20:00:00+00:00,L,4.162429523258889,0.6851735840755372
MR01144,2020-06-03 10:00:00-05:00,Short,9485.25,CAPTURED_OTHER_EXISTING,2020-06-03 15:45:00+00:00,S,3.329234021574152,0.36413497110967286
MR01145,2020-06-04 09:30:00-05:00,Short,9530.25,CAPTURED_OTHER_EXISTING,2020-06-04 15:15:00+00:00,S,5.607243401743227,0.3600982001119504
MR01146,2020-06-04 11:15:00-05:00,Short,9468.5,MISSED,,,2.2727529139782847,0.48907341186874487
MR01147,2020-06-04 11:45:00-05:00,Long,9412.25,CAPTURED_OTHER_EXISTING,2020-06-04 17:45:00+00:00,L,2.554895863878686,1.7220845049348048
MR01148,2020-06-04 12:45:00-05:00,Short,9460.25,MISSED,,,5.283871411211713,0.4186674068992888
MR01149,2020-06-04 14:15:00-05:00,Long,9361.5,MISSED,,,2.5141992908420354,0.9035403701463565
MR01150,2020-06-08 11:00:00-05:00,Long,9583.25,CAPTURED_PHASE33,2020-06-08 17:00:00+00:00,RL,4.623219883642358,0.0
MR01151,2020-06-08 14:15:00-05:00,Long,9645.5,MISSED,,,3.2303099743921533,0.16051229686420637
MR01152,2020-06-09 11:00:00-05:00,Long,9727.0,CAPTURED_OTHER_EXISTING,2020-06-09 17:30:00+00:00,L,2.890036671251882,0.41727802205241077
MR01153,2020-06-09 12:30:00-05:00,Short,9794.5,CAPTURED_PHASE33,2020-06-09 18:30:00+00:00,RS,2.827339147868925,0.06462489480843257
MR01154,2020-06-09 13:15:00-05:00,Long,9749.5,MISSED,,,2.3373282903737125,1.5738010488516332
MR01155,2020-06-09 14:30:00-05:00,Short,9794.25,MISSED,,,2.9982201979299794,0.01578010630489463
MR01156,2020-06-10 14:30:00-05:00,Short,9944.75,MISSED,,,3.57704249475063,0.09800116423974328
MR01157,2020-06-12 09:30:00-05:00,Short,9558.75,CAPTURED_OTHER_EXISTING,2020-06-12 15:00:00+00:00,S,6.304644257673906,0.6713278607708326
MR01158,2020-06-12 10:15:00-05:00,Long,9357.75,CAPTURED_PHASE33,2020-06-12 16:00:00+00:00,RL,3.2409136017464086,1.08275977149255
MR01159,2020-06-12 11:00:00-05:00,Short,9526.5,CAPTURED_OTHER_EXISTING,2020-06-12 17:15:00+00:00,S,5.732012761679326,0.6993604087216403
MR01160,2020-06-12 13:00:00-05:00,Long,9284.0,CAPTURED_PHASE33,2020-06-12 18:15:00+00:00,RL,3.1927967674431383,0.7797792105101511
MR01161,2020-06-12 14:45:00-05:00,Short,9475.0,MISSED,,,3.668932125219663,0.2426229308613003
MR01162,2020-06-15 09:30:00-05:00,Long,9346.0,CAPTURED_OTHER_EXISTING,2020-06-15 15:15:00+00:00,L,3.308373278726918,0.20623625633622344
MR01163,2020-06-15 13:30:00-05:00,Short,9599.5,MISSED,,,2.1526208020820357,1.1258476998337008
MR01164,2020-06-15 14:30:00-05:00,Long,9513.75,CAPTURED_PHASE33,2020-06-15 20:00:00+00:00,RL,3.1373270405857703,0.38755216383706576
MR01165,2020-06-16 09:30:00-05:00,Short,9799.0,CAPTURED_OTHER_EXISTING,2020-06-16 14:45:00+00:00,S,6.442459329686361,1.380526999218506
MR01166,2020-06-16 10:00:00-05:00,Long,9587.0,CAPTURED_OTHER_EXISTING,2020-06-16 16:45:00+00:00,L,2.486785898073539,0.08656533189496496
MR01167,2020-06-16 13:15:00-05:00,Short,9771.25,MISSED,,,2.4641376276561218,0.9686609984579237
MR01168,2020-06-17 12:30:00-05:00,Short,9850.0,MISSED,,,5.978115470279574,0.10983414249857486
MR01169,2020-06-18 12:30:00-05:00,Short,9800.0,CAPTURED_OTHER_EXISTING,2020-06-18 18:15:00+00:00,S,3.29354382945298,0.15482470993155037
MR01170,2020-06-18 14:00:00-05:00,Long,9737.25,MISSED,,,3.5827866489557367,0.014623618975329539
MR01171,2020-06-19 11:15:00-05:00,Long,9739.0,MISSED,,,2.395615793197201,2.4975568907800607
MR01172,2020-06-19 13:30:00-05:00,Long,9724.0,CAPTURED_PHASE33,2020-06-19 19:00:00+00:00,RL,2.090297108804344,2.2455171911413
MR01173,2020-06-22 14:15:00-05:00,Long,9868.5,CAPTURED_OTHER_EXISTING,2020-06-22 19:00:00+00:00,L,4.2231142722271695,0.017523295735382447
MR01174,2020-06-23 12:45:00-05:00,Short,10098.75,CAPTURED_PHASE33,2020-06-23 18:15:00+00:00,RS,7.87475965037879,0.03645722060360551
MR01175,2020-06-24 10:45:00-05:00,Long,9729.75,CAPTURED_PHASE33,2020-06-24 16:30:00+00:00,RL,2.3114724078819373,0.6604206879662678
MR01176,2020-06-25 13:30:00-05:00,Long,9768.25,CAPTURED_OTHER_EXISTING,2020-06-25 19:15:00+00:00,L,5.540737084262678,0.4037784109988996
MR01177,2020-06-26 09:45:00-05:00,Long,9653.5,CAPTURED_OTHER_EXISTING,2020-06-26 15:15:00+00:00,L,3.888136470777197,0.4308475548699056
MR01178,2020-06-26 10:45:00-05:00,Short,9782.5,MISSED,,,3.526675781073146,0.08648523713803356
MR01179,2020-06-26 12:30:00-05:00,Short,9754.5,MISSED,,,3.465394506042321,0.282504986905624
MR01180,2020-06-29 10:00:00-05:00,Long,9632.0,CAPTURED_OTHER_EXISTING,2020-06-29 14:45:00+00:00,L,3.7226031297517617,0.051275525203192306
MR01181,2020-06-29 12:45:00-05:00,Short,9741.75,MISSED,,,2.7636398883617277,1.299038104206895
MR01182,2020-06-29 14:00:00-05:00,Long,9675.0,CAPTURED_OTHER_EXISTING,2020-06-29 20:00:00+00:00,L,6.424392806307052,0.13084303067835137
MR01183,2020-06-30 11:15:00-05:00,Short,9905.5,CAPTURED_OTHER_EXISTING,2020-06-30 16:45:00+00:00,S,3.4854067556994885,0.3501321855040582
MR01184,2020-07-01 11:30:00-05:00,Short,10070.0,MISSED,,,2.018359476293844,0.7729887356018978
MR01185,2020-07-01 13:45:00-05:00,Long,10043.0,CAPTURED_PHASE33,2020-07-01 19:00:00+00:00,RL,2.648375664108678,1.0075342200413449
MR01186,2020-07-02 09:45:00-05:00,Short,10207.25,MISSED,,,2.4082853953470136,1.1626205356847652
MR01187,2020-07-02 14:00:00-05:00,Short,10207.25,CAPTURED_OTHER_EXISTING,2020-07-02 19:15:00+00:00,S,3.6608554284939148,0.735234563044803
MR01188,2020-07-03 09:30:00-05:00,Long,10111.25,MISSED,,,3.7507292494330056,0.29075420538240354
MR01189,2020-07-03 11:45:00-05:00,Long,10128.5,MISSED,,,8.141738862278222,0.0
MR01190,2020-07-06 10:30:00-05:00,Short,10417.0,CAPTURED_PHASE33,2020-07-06 16:15:00+00:00,RS,4.538123401865638,0.10719976539840091
MR01191,2020-07-06 13:15:00-05:00,Long,10320.75,CAPTURED_PHASE33,2020-07-06 17:45:00+00:00,RL,3.785973278768982,0.8934896937894797
MR01192,2020-07-07 10:15:00-05:00,Short,10497.0,CAPTURED_PHASE33,2020-07-07 17:15:00+00:00,RS,5.076332006255399,0.2163209661756562
MR01193,2020-07-08 09:45:00-05:00,Short,10435.25,MISSED,,,7.115656071696684,0.21469651940464132
MR01194,2020-07-08 10:15:00-05:00,Long,10315.0,CAPTURED_OTHER_EXISTING,2020-07-08 15:45:00+00:00,L,3.7471537513416546,0.2320219041078424
MR01195,2020-07-08 12:00:00-05:00,Short,10430.5,CAPTURED_PHASE33,2020-07-08 17:30:00+00:00,RS,2.7140488154565223,0.8651771333114677
MR01196,2020-07-08 13:00:00-05:00,Long,10363.5,CAPTURED_OTHER_EXISTING,2020-07-08 19:15:00+00:00,L,3.7299339208883473,0.7751971100641445
MR01197,2020-07-09 09:30:00-05:00,Short,10527.0,CAPTURED_OTHER_EXISTING,2020-07-09 14:45:00+00:00,S,4.692738475181484,1.2425842723015759
MR01198,2020-07-09 10:15:00-05:00,Long,10362.5,MISSED,,,4.6393902926201545,0.9539871813829323
MR01199,2020-07-13 10:30:00-05:00,Short,10861.0,CAPTURED_OTHER_EXISTING,2020-07-13 17:00:00+00:00,S,4.4319045040962,0.21307233192770192
MR01200,2020-07-14 12:00:00-05:00,Long,10290.75,MISSED,,,2.231316075070343,0.19001475091839903
MR01201,2020-07-14 13:15:00-05:00,Short,10438.75,CAPTURED_OTHER_EXISTING,2020-07-14 19:15:00+00:00,S,2.2794831306265295,1.6188496384606161
MR01202,2020-07-14 14:15:00-05:00,Long,10328.0,MISSED,,,3.1506843673276577,0.26777968402242297
MR01203,2020-07-15 09:45:00-05:00,Short,10561.25,CAPTURED_OTHER_EXISTING,2020-07-15 15:00:00+00:00,S,5.859131157586073,0.2584910804817385
MR01204,2020-07-15 11:00:00-05:00,Long,10353.75,CAPTURED_PHASE33,2020-07-15 16:30:00+00:00,RL,3.9324745076029273,0.2886935650422784
MR01205,2020-07-15 13:00:00-05:00,Short,10514.0,CAPTURED_PHASE33,2020-07-15 19:00:00+00:00,RS,2.3605286626456614,0.33721838037795165
MR01206,2020-07-16 10:00:00-05:00,Long,10278.0,CAPTURED_PHASE33,2020-07-16 16:00:00+00:00,RL,4.6597332058000305,0.39229786742874995
MR01207,2020-07-16 14:30:00-05:00,Short,10448.5,MISSED,,,4.237585107155651,0.48514408937062353
MR01208,2020-07-17 12:15:00-05:00,Long,10390.5,CAPTURED_OTHER_EXISTING,2020-07-17 18:15:00+00:00,L,2.4984926600617348,0.7687669723266877
MR01209,2020-07-17 14:30:00-05:00,Short,10472.25,MISSED,,,2.1437606414849872,0.23065779053952393
MR01210,2020-07-21 12:15:00-05:00,Long,10635.0,CAPTURED_OTHER_EXISTING,2020-07-21 17:30:00+00:00,L,2.440220517502257,2.1188746057324126
MR01211,2020-07-21 13:00:00-05:00,Short,10737.25,MISSED,,,5.81099568434117,0.24596807129486434
MR01212,2020-07-22 11:15:00-05:00,Short,10664.0,CAPTURED_OTHER_EXISTING,2020-07-22 18:00:00+00:00,S,2.8513993434653226,0.16139996283765976
MR01213,2020-07-22 12:45:00-05:00,Long,10586.5,CAPTURED_PHASE33,2020-07-22 18:15:00+00:00,RL,4.156385411771897,0.10419907717534004
MR01214,2020-07-22 14:45:00-05:00,Short,10679.5,MISSED,,,2.9422350398430837,0.6956447187225896
MR01215,2020-07-22 15:00:00-05:00,Long,10597.75,MISSED,,,2.3752905111861438,0.0
MR01216,2020-07-24 09:30:00-05:00,Long,10194.75,CAPTURED_OTHER_EXISTING,2020-07-24 15:00:00+00:00,L,3.174681420508048,0.5145992327506811
MR01217,2020-07-24 12:15:00-05:00,Long,10183.75,CAPTURED_PHASE33,2020-07-24 17:30:00+00:00,RL,2.2582827302950417,0.497106261385701
MR01218,2020-07-27 09:45:00-05:00,Short,10420.5,CAPTURED_OTHER_EXISTING,2020-07-27 15:15:00+00:00,S,4.225621126274653,0.23271536637454612
MR01219,2020-07-27 10:30:00-05:00,Long,10314.0,MISSED,,,3.2507000859998176,0.16417677202019282
MR01220,2020-07-28 09:30:00-05:00,Long,10388.25,CAPTURED_OTHER_EXISTING,2020-07-28 15:00:00+00:00,L,2.3336418840051234,0.5134012144811271
MR01221,2020-07-28 12:45:00-05:00,Short,10453.25,CAPTURED_OTHER_EXISTING,2020-07-28 18:15:00+00:00,S,6.389502694108816,0.0777627102731296
MR01222,2020-07-28 14:45:00-05:00,Long,10316.5,MISSED,,,2.3281020326454276,0.011878071595129732
MR01223,2020-07-29 09:45:00-05:00,Short,10447.75,MISSED,,,3.6212610545725497,0.26700542337862115
MR01224,2020-07-29 11:00:00-05:00,Long,10385.75,MISSED,,,2.6627650749163236,0.23917051571104703
MR01225,2020-07-29 13:00:00-05:00,Long,10400.75,CAPTURED_OTHER_EXISTING,2020-07-29 18:15:00+00:00,L,3.159710520434819,1.6680705285544222
MR01226,2020-07-29 13:30:00-05:00,Short,10487.0,CAPTURED_PHASE33,2020-07-29 19:15:00+00:00,RS,4.1250741324031575,1.2464252774167812
MR01227,2020-07-30 09:45:00-05:00,Long,10352.5,CAPTURED_OTHER_EXISTING,2020-07-30 15:45:00+00:00,L,4.199161762628173,0.4940190308974322
MR01228,2020-07-31 11:45:00-05:00,Long,10493.5,MISSED,,,3.4964729534226513,0.23369742105138544
MR01229,2020-08-03 12:30:00-05:00,Long,10824.75,CAPTURED_PHASE33,2020-08-03 18:00:00+00:00,RL,2.9450965139356855,0.614217989537389
MR01230,2020-08-03 13:30:00-05:00,Short,10875.5,MISSED,,,3.012153369328997,0.4558934829254698
MR01231,2020-08-04 09:45:00-05:00,Short,10873.75,CAPTURED_OTHER_EXISTING,2020-08-04 16:15:00+00:00,S,2.8089753353321503,0.5517630122973867
MR01232,2020-08-04 11:00:00-05:00,Long,10810.25,CAPTURED_PHASE33,2020-08-04 16:30:00+00:00,RL,3.1434630744652132,0.14827656011628362
MR01233,2020-08-04 13:00:00-05:00,Short,10866.25,CAPTURED_OTHER_EXISTING,2020-08-04 18:30:00+00:00,S,4.245049518665533,2.6209964831154613
MR01234,2020-08-04 13:30:00-05:00,Long,10790.5,MISSED,,,5.192970802699639,0.17504395964156086
MR01235,2020-08-05 13:30:00-05:00,Short,10924.5,CAPTURED_PHASE33,2020-08-05 20:30:00+00:00,RS,3.639719315526408,0.1617653029122848
MR01236,2020-08-06 09:45:00-05:00,Long,10883.5,CAPTURED_PHASE33,2020-08-06 15:15:00+00:00,RL,3.49709613810516,0.4139419918573455
MR01237,2020-08-07 09:45:00-05:00,Short,11070.5,MISSED,,,7.525802699009426,0.24325826905889053
MR01238,2020-08-07 13:15:00-05:00,Long,10837.75,CAPTURED_PHASE33,2020-08-07 17:45:00+00:00,RL,3.8417389853697483,0.22067430203168267
MR01239,2020-08-10 10:00:00-05:00,Long,10730.75,CAPTURED_PHASE33,2020-08-10 15:15:00+00:00,RL,5.231533479079788,0.5324126991983855
MR01240,2020-08-11 11:45:00-05:00,Short,10886.75,CAPTURED_OTHER_EXISTING,2020-08-11 18:15:00+00:00,S,3.5629511659274966,0.451641697089401
MR01241,2020-08-11 14:45:00-05:00,Long,10648.0,MISSED,,,2.6387290201126974,0.6063099042977396
MR01242,2020-08-12 11:30:00-05:00,Short,10967.25,CAPTURED_OTHER_EXISTING,2020-08-12 17:00:00+00:00,S,2.288144292883293,1.709046045919003
MR01243,2020-08-12 12:15:00-05:00,Long,10917.5,CAPTURED_PHASE33,2020-08-12 17:15:00+00:00,RL,3.602938301795367,0.12423925178604714
MR01244,2020-08-12 13:00:00-05:00,Short,10988.25,CAPTURED_PHASE33,2020-08-12 18:45:00+00:00,RS,2.772047219530098,0.6427935581519068
MR01245,2020-08-13 10:30:00-05:00,Long,11018.5,MISSED,,,2.546990899572851,2.187090011589731
MR01246,2020-08-13 12:00:00-05:00,Short,11068.5,MISSED,,,6.717265350132842,0.05984200757356652
MR01247,2020-08-13 13:45:00-05:00,Long,10931.75,CAPTURED_OTHER_EXISTING,2020-08-13 19:30:00+00:00,L,2.1274351403414538,0.5180800600831519
MR01248,2020-08-14 14:15:00-05:00,Long,10922.0,MISSED,,,2.06618727280076,0.5308953409279731
MR01249,2020-08-17 10:30:00-05:00,Long,11040.75,CAPTURED_PHASE33,2020-08-17 16:00:00+00:00,RL,3.6205469381162443,0.10403870511828288
MR01250,2020-08-17 14:30:00-05:00,Short,11103.0,CAPTURED_PHASE33,2020-08-17 20:00:00+00:00,RS,2.1367952912868677,0.18993735922549937
MR01251,2020-08-18 09:30:00-05:00,Long,11070.5,CAPTURED_OTHER_EXISTING,2020-08-18 14:45:00+00:00,L,3.6193623642008927,0.25564269486920804
MR01252,2020-08-19 10:15:00-05:00,Long,11188.75,MISSED,,,2.1717212757168496,0.1615329874500136
MR01253,2020-08-19 12:30:00-05:00,Short,11235.0,CAPTURED_OTHER_EXISTING,2020-08-19 18:15:00+00:00,S,9.751605583048693,0.14370787175019129
MR01254,2020-08-19 13:15:00-05:00,Long,11113.75,MISSED,,,2.7063155103618626,2.38096610474459
MR01255,2020-08-20 12:00:00-05:00,Long,11191.75,CAPTURED_OTHER_EXISTING,2020-08-20 18:30:00+00:00,L,4.796722449540733,0.35059100960098377
MR01256,2020-08-21 09:45:00-05:00,Short,11360.5,CAPTURED_OTHER_EXISTING,2020-08-21 15:15:00+00:00,S,3.2868525980983803,0.20715457551040212
MR01257,2020-08-21 10:45:00-05:00,Long,11288.75,CAPTURED_PHASE33,2020-08-21 15:30:00+00:00,RL,2.562455617264716,0.27366030863992113
MR01258,2020-08-21 12:45:00-05:00,Long,11315.75,MISSED,,,2.6947379991485385,0.2462197156582421
MR01259,2020-08-21 14:30:00-05:00,Long,11332.0,MISSED,,,3.16490980866532,0.08915238897648788
MR01260,2020-08-24 09:30:00-05:00,Short,11437.0,CAPTURED_OTHER_EXISTING,2020-08-24 15:30:00+00:00,S,4.4505928083746475,1.6825411836538302
MR01261,2020-08-24 09:45:00-05:00,Long,11330.75,MISSED,,,4.3528428399632615,0.4399149678686275
MR01262,2020-08-24 14:00:00-05:00,Long,11349.75,CAPTURED_OTHER_EXISTING,2020-08-24 19:30:00+00:00,L,3.6689670528709044,0.03325347782058222
MR01263,2020-08-26 11:15:00-05:00,Short,11752.75,CAPTURED_OTHER_EXISTING,2020-08-26 16:45:00+00:00,S,2.789141247283908,1.4925674782762535
MR01264,2020-08-26 13:45:00-05:00,Long,11670.5,CAPTURED_PHASE33,2020-08-26 19:15:00+00:00,RL,5.457539356128933,0.6116207899110012
MR01265,2020-08-27 10:45:00-05:00,Short,11848.5,MISSED,,,6.847963366099663,0.0373186014501344
MR01266,2020-08-27 11:45:00-05:00,Long,11637.25,MISSED,,,3.7638983065583544,0.6937693912512222
MR01267,2020-08-27 13:30:00-05:00,Short,11790.5,MISSED,,,2.1762203840676984,0.05748506674895808
MR01268,2020-08-28 09:30:00-05:00,Short,11812.5,MISSED,,,2.085554466114867,0.9759325386306748
MR01269,2020-08-31 10:00:00-05:00,Short,11903.25,CAPTURED_PHASE33,2020-08-31 15:30:00+00:00,RS,4.057248859479804,1.834711800426529
MR01270,2020-09-01 13:45:00-05:00,Long,12057.75,CAPTURED_OTHER_EXISTING,2020-09-01 20:30:00+00:00,L,2.9683694410981225,0.8974140170761766
MR01271,2020-09-02 10:30:00-05:00,Long,11974.75,CAPTURED_OTHER_EXISTING,2020-09-02 16:00:00+00:00,L,5.129902793636719,0.12789231341476587
MR01272,2020-09-03 14:15:00-05:00,Long,11461.0,CAPTURED_PHASE33,2020-09-03 19:45:00+00:00,RL,3.1055360777234595,0.06052768967077208
MR01273,2020-09-03 15:00:00-05:00,Short,11631.0,MISSED,,,3.7704738412146255,0.14742374023706473
MR01274,2020-09-04 09:30:00-05:00,Long,10944.5,CAPTURED_PHASE33,2020-09-04 15:00:00+00:00,RL,6.587530132483868,0.03065749916222859
MR01275,2020-09-04 12:15:00-05:00,Long,11170.75,MISSED,,,4.586989573992494,0.4284733200905372
MR01276,2020-09-04 14:15:00-05:00,Short,11553.75,MISSED,,,6.070934804556549,0.00711298746872472
MR01277,2020-09-08 12:45:00-05:00,Short,11097.0,CAPTURED_OTHER_EXISTING,2020-09-08 18:45:00+00:00,S,4.360647625668547,0.3736235641711314
MR01278,2020-09-09 12:00:00-05:00,Short,11281.25,CAPTURED_PHASE33,2020-09-09 17:45:00+00:00,RS,2.790822259984125,0.04383490460708049
MR01279,2020-09-09 13:00:00-05:00,Long,11170.25,CAPTURED_OTHER_EXISTING,2020-09-09 18:45:00+00:00,L,2.483782487843813,1.1547409811905447
MR01280,2020-09-10 09:30:00-05:00,Short,11360.0,CAPTURED_OTHER_EXISTING,2020-09-10 15:00:00+00:00,S,5.242147186448366,0.25914569424532885
MR01281,2020-09-11 10:00:00-05:00,Short,11064.5,CAPTURED_OTHER_EXISTING,2020-09-11 15:30:00+00:00,S,6.759946537317785,0.22111974654777802
MR01282,2020-09-11 12:30:00-05:00,Long,10740.0,CAPTURED_OTHER_EXISTING,2020-09-11 18:15:00+00:00,L,2.8471014469020455,0.8602353299606571
MR01283,2020-09-14 11:00:00-05:00,Short,11158.25,CAPTURED_PHASE33,2020-09-14 16:15:00+00:00,RS,5.533866088940614,0.35102881907459116
MR01284,2020-09-14 12:30:00-05:00,Long,10990.0,MISSED,,,2.894095784481178,0.2912297644760934
MR01285,2020-09-15 12:00:00-05:00,Short,11298.0,MISSED,,,4.502063671776167,0.46015567915944244
MR01286,2020-09-15 14:30:00-05:00,Long,11166.75,MISSED,,,3.9437367289186827,0.2853349571310675
MR01287,2020-09-16 09:45:00-05:00,Long,11153.75,MISSED,,,2.668660833144374,1.3017857722655481
MR01288,2020-09-16 10:30:00-05:00,Short,11251.0,MISSED,,,4.443533716132888,0.2401910116828588
MR01289,2020-09-16 12:30:00-05:00,Long,11125.0,CAPTURED_OTHER_EXISTING,2020-09-16 18:00:00+00:00,L,4.459270585610473,3.9961096310663904
MR01290,2020-09-16 13:15:00-05:00,Short,11247.75,CAPTURED_PHASE33,2020-09-16 19:00:00+00:00,RS,7.027680061052497,0.8894560299802188
MR01291,2020-09-17 13:00:00-05:00,Short,10863.0,CAPTURED_OTHER_EXISTING,2020-09-17 18:30:00+00:00,S,2.3565990377829324,1.5710660251886215
