signal_id,marker_bar_timestamp,signal_type,direction,entry_price,stop,target,realized_R
P41_00000,2020-01-01 17:45:00-06:00,MRS,Short,8551.75,8558.322504658343,8538.604990683314,-0.7987822410039009
P41_00001,2020-01-01 18:00:00-06:00,MRS,Short,8551.0,8557.277147182747,8538.445705634505,-1.0
P41_00002,2020-01-01 19:30:00-06:00,MRS,Short,8553.25,8558.715019319054,8542.319961361893,-1.0
P41_00003,2020-01-02 02:15:00-06:00,MRS,Short,8571.75,8575.272686720204,8564.704626559595,-1.0
P41_00004,2020-01-02 02:30:00-06:00,MRS,Short,8569.5,8573.038923383046,8562.422153233909,-1.0
P41_00005,2020-01-02 03:30:00-06:00,MRS,Short,8585.5,8589.79283868032,8576.91432263936,-1.0
P41_00006,2020-01-02 04:45:00-06:00,MRS,Short,8593.25,8597.29913006324,8585.15173987352,2.0
P41_00007,2020-01-02 09:30:00-06:00,MRL,Long,8591.0,8582.82993153092,8607.34013693816,2.0
P41_00008,2020-01-02 17:30:00-06:00,MRS,Short,8676.0,8682.383224745261,8663.233550509478,-0.39165157107401594
P41_00009,2020-01-02 22:15:00-06:00,MRL,Long,8603.75,8594.935550370103,8621.378899259797,-1.0
P41_00010,2020-01-03 00:15:00-06:00,MRL,Long,8588.5,8579.59781664377,8606.304366712457,1.1233199317337648
P41_00011,2020-01-03 02:15:00-06:00,MRL,Long,8575.75,8566.292843245003,8594.664313509993,-1.0
P41_00012,2020-01-03 03:15:00-06:00,MRL,Long,8554.25,8544.976600463884,8572.796799072234,-1.0
P41_00013,2020-01-03 03:45:00-06:00,MRL,Long,8551.5,8542.045193767328,8570.409612465344,-1.0
P41_00014,2020-01-03 05:00:00-06:00,MRL,Long,8528.0,8517.211431047986,8549.577137904027,2.0
P41_00015,2020-01-03 05:30:00-06:00,MRL,Long,8535.0,8524.214830852601,8556.570338294798,2.0
P41_00016,2020-01-03 07:45:00-06:00,MRS,Short,8566.25,8576.747080820827,8545.255838358345,2.0
P41_00017,2020-01-03 11:15:00-06:00,MRS,Short,8620.0,8632.459246414914,8595.08150717017,-1.0
P41_00018,2020-01-03 12:00:00-06:00,MRS,Short,8624.75,8636.294447658005,8601.66110468399,2.0
P41_00019,2020-01-05 23:00:00-06:00,MRS,Short,8560.25,8567.0492236764,8546.651552647198,2.0
P41_00020,2020-01-06 03:30:00-06:00,MRL,Long,8514.25,8505.60277898937,8531.544442021259,0.8673306708341026
P41_00021,2020-01-06 03:45:00-06:00,MRL,Long,8514.5,8506.122223347273,8531.255553305455,0.9250664372243692
P41_00022,2020-01-06 07:30:00-06:00,MRL,Long,8525.0,8517.206473906705,8540.58705218659,-1.0
P41_00023,2020-01-06 12:45:00-06:00,MRS,Short,8606.0,8614.809974241805,8588.380051516391,-1.0
P41_00024,2020-01-06 15:00:00-06:00,MRS,Short,8625.0,8634.36707940654,8606.265841186918,-0.7206088159438985
P41_00025,2020-01-06 17:15:00-06:00,MRS,Short,8631.75,8639.743151419467,8615.763697161068,-0.3440445270813612
P41_00026,2020-01-06 22:30:00-06:00,MRS,Short,8656.5,8662.05825059954,8645.383498800917,0.9445417952967589
P41_00027,2020-01-07 02:45:00-06:00,MRS,Short,8654.75,8662.498344093798,8639.253311812407,0.22585470893077442
P41_00028,2020-01-07 03:30:00-06:00,MRS,Short,8655.25,8662.778694232533,8640.192611534932,1.1954264208404939
P41_00029,2020-01-07 08:00:00-06:00,MRL,Long,8637.0,8629.971918657231,8651.05616268554,-1.0
P41_00030,2020-01-07 08:15:00-06:00,MRL,Long,8642.25,8635.000710181714,8656.748579636573,-1.0
P41_00031,2020-01-07 12:30:00-06:00,MRS,Short,8653.25,8662.262705519486,8635.224588961028,1.1650219767302954
P41_00032,2020-01-07 15:45:00-06:00,MRL,Long,8619.5,8609.814435183716,8638.87112963257,-1.0
P41_00033,2020-01-07 18:45:00-06:00,MRL,Long,8485.25,8466.238503073238,8523.272993853523,2.0
P41_00034,2020-01-07 21:00:00-06:00,MRS,Short,8584.25,8605.744146659568,8541.261706680862,-0.5001361612657598
P41_00035,2020-01-08 01:15:00-06:00,MRS,Short,8598.0,8610.402825394836,8573.19434921033,-1.0
P41_00036,2020-01-08 02:00:00-06:00,MRS,Short,8599.25,8611.297970988504,8575.154058022992,-1.0
P41_00037,2020-01-08 02:15:00-06:00,MRS,Short,8601.75,8613.821330203611,8577.60733959278,-1.0
P41_00038,2020-01-08 04:00:00-06:00,MRS,Short,8612.5,8622.951221498564,8591.59755700287,-1.0
P41_00039,2020-01-08 05:00:00-06:00,MRS,Short,8637.5,8648.08059043681,8616.338819126378,-1.0
P41_00040,2020-01-08 05:30:00-06:00,MRS,Short,8651.5,8662.36508818276,8629.76982363448,0.4371800688683713
P41_00041,2020-01-08 06:00:00-06:00,MRS,Short,8644.25,8654.712754606564,8623.324490786872,-1.0
P41_00042,2020-01-08 07:30:00-06:00,MRS,Short,8649.25,8658.819184040656,8630.111631918686,-1.0
P41_00043,2020-01-08 09:15:00-06:00,MRS,Short,8658.75,8669.672591894168,8636.904816211663,2.0
P41_00044,2020-01-08 11:00:00-06:00,MRS,Short,8703.5,8717.261696070556,8675.97660785889,-1.0
P41_00045,2020-01-08 12:00:00-06:00,MRS,Short,8712.75,8725.292922908973,8687.664154182052,-0.5780151925204777
P41_00046,2020-01-08 18:15:00-06:00,MRS,Short,8728.0,8738.145368214116,8707.709263571767,-0.4435521614423484
P41_00047,2020-01-08 19:15:00-06:00,MRS,Short,8732.5,8741.006336528097,8715.487326943805,0.08816956600795942
P41_00048,2020-01-09 00:15:00-06:00,MRS,Short,8735.5,8740.768900952968,8724.962198094065,-1.0
P41_00049,2020-01-09 02:00:00-06:00,MRS,Short,8756.0,8762.088396453395,8743.823207093208,-1.0
P41_00050,2020-01-09 02:15:00-06:00,MRS,Short,8756.25,8762.372260992439,8744.005478015122,-1.0
P41_00051,2020-01-09 03:30:00-06:00,MRS,Short,8758.25,8764.255315448298,8746.239369103403,-1.0
P41_00052,2020-01-09 06:15:00-06:00,MRS,Short,8760.75,8766.328124429461,8749.593751141078,2.0
P41_00053,2020-01-09 08:00:00-06:00,MRS,Short,8769.25,8775.141099220813,8757.467801558372,-1.0
P41_00054,2020-01-09 08:45:00-06:00,MRS,Short,8779.5,8786.973622444653,8764.552755110693,-1.0
P41_00055,2020-01-09 12:00:00-06:00,MRL,Long,8759.75,8749.158110442871,8780.933779114257,-1.0
P41_00056,2020-01-09 12:15:00-06:00,MRL,Long,8761.25,8750.570923982666,8782.608152034667,0.7257182163907018
P41_00057,2020-01-09 17:45:00-06:00,MRS,Short,8790.75,8797.801097468353,8776.647805063294,-1.0
P41_00058,2020-01-09 18:00:00-06:00,MRS,Short,8791.75,8798.538519077756,8778.172961844486,-1.0
P41_00059,2020-01-09 19:15:00-06:00,MRS,Short,8803.75,8809.888957379993,8791.472085240013,0.4886823306147962
P41_00060,2020-01-09 19:30:00-06:00,MRS,Short,8799.25,8805.298674709993,8787.152650580012,-0.4546450473615986
P41_00061,2020-01-09 22:30:00-06:00,MRS,Short,8813.0,8817.029239072599,8804.941521854802,-0.24818581920354804
P41_00062,2020-01-09 22:45:00-06:00,MRS,Short,8812.0,8815.8351862817,8804.329627436602,-0.7822305827269284
P41_00063,2020-01-10 03:00:00-06:00,MRL,Long,8807.0,8803.134777034602,8814.730445930796,2.0
P41_00064,2020-01-10 04:30:00-06:00,MRS,Short,8815.5,8819.423720880197,8807.652558239608,-1.0
P41_00065,2020-01-10 04:45:00-06:00,MRS,Short,8816.25,8820.04077653161,8808.66844693678,-1.0
P41_00066,2020-01-10 05:30:00-06:00,MRS,Short,8824.25,8828.352914919806,8816.044170160387,0.3046614478808122
P41_00067,2020-01-10 05:45:00-06:00,MRS,Short,8823.75,8827.733956711249,8815.782086577503,0.43926180097761547
P41_00068,2020-01-10 06:00:00-06:00,MRS,Short,8821.75,8825.67706694616,8813.895866107681,2.0
P41_00069,2020-01-10 08:45:00-06:00,MRL,Long,8805.5,8796.980301792286,8822.53939641543,0.6162190105802208
P41_00070,2020-01-10 11:15:00-06:00,MRL,Long,8781.75,8771.474757406157,8802.300485187689,0.46227619023280025
P41_00071,2020-01-10 11:30:00-06:00,MRL,Long,8783.25,8773.226560448573,8803.296879102852,0.7731876827547679
P41_00072,2020-01-10 13:45:00-06:00,MRL,Long,8776.75,8767.411415610095,8795.42716877981,-1.0
P41_00073,2020-01-10 14:45:00-06:00,MRL,Long,8758.0,8747.72662930133,8778.546741397338,1.1193989136875777
P41_00074,2020-01-10 15:30:00-06:00,MRL,Long,8755.75,8746.22984873431,8774.790302531379,1.7331657386018988
P41_00075,2020-01-12 21:45:00-06:00,MRS,Short,8785.75,8791.419700576496,8774.410598847006,0.08818807858614168
P41_00076,2020-01-13 02:45:00-06:00,MRS,Short,8792.5,8796.885871307219,8783.728257385563,-1.0
P41_00077,2020-01-13 07:30:00-06:00,MRS,Short,8795.25,8800.026412034367,8785.697175931266,2.0
P41_00078,2020-01-13 09:00:00-06:00,MRS,Short,8801.0,8807.868456921873,8787.263086156254,-1.0
P41_00079,2020-01-13 11:30:00-06:00,MRS,Short,8836.25,8844.05674162425,8820.6365167515,-1.0
P41_00080,2020-01-13 13:30:00-06:00,MRS,Short,8847.75,8854.530737563662,8834.188524872676,-0.14747658209912476
P41_00081,2020-01-13 14:00:00-06:00,MRS,Short,8845.0,8851.379500756422,8832.240998487154,-1.0
P41_00082,2020-01-13 18:30:00-06:00,MRS,Short,8883.0,8889.127163875302,8870.745672249395,1.1832554420852928
P41_00083,2020-01-13 18:45:00-06:00,MRS,Short,8883.75,8889.76093788421,8871.728124231582,0.9565894891552835
P41_00084,2020-01-13 21:45:00-06:00,MRL,Long,8862.5,8856.952558983448,8873.594882033101,-0.13519747172838403
P41_00085,2020-01-13 22:00:00-06:00,MRL,Long,8863.75,8858.397911913204,8874.454176173595,-1.0
P41_00086,2020-01-13 22:15:00-06:00,MRL,Long,8863.75,8858.646275347974,8873.957449304053,-1.0
P41_00087,2020-01-14 00:15:00-06:00,MRL,Long,8859.5,8854.941842460761,8868.616315078478,-1.0
P41_00088,2020-01-14 03:00:00-06:00,MRL,Long,8846.0,8839.508480261058,8858.983039477886,2.0
P41_00089,2020-01-14 05:15:00-06:00,MRL,Long,8847.25,8839.148889379241,8863.45222124152,1.1418187496781624
P41_00090,2020-01-14 05:30:00-06:00,MRL,Long,8845.75,8837.812361566437,8861.625276867124,0.5984147602284093
P41_00091,2020-01-14 05:45:00-06:00,MRL,Long,8848.75,8840.749871454549,8864.750257090902,0.6562394554254275
P41_00092,2020-01-14 09:15:00-06:00,MRL,Long,8843.25,8832.085012884972,8865.579974230057,-1.0
P41_00093,2020-01-15 00:30:00-06:00,MRS,Short,8821.25,8826.906435859075,8809.937128281852,-1.0
P41_00094,2020-01-15 00:45:00-06:00,MRS,Short,8821.5,8827.06044044057,8810.379119118861,-1.0
P41_00095,2020-01-15 04:30:00-06:00,MRS,Short,8830.5,8835.45287303494,8820.59425393012,-0.7066605534422709
P41_00096,2020-01-15 06:15:00-06:00,MRS,Short,8833.75,8838.415540182657,8824.418919634683,-1.0
P41_00097,2020-01-15 07:00:00-06:00,MRS,Short,8844.5,8849.469685415925,8834.560629168149,2.0
P41_00098,2020-01-15 07:15:00-06:00,MRS,Short,8842.25,8847.293279314788,8832.163441370423,2.0
P41_00099,2020-01-15 08:00:00-06:00,MRL,Long,8827.25,8820.762678697307,8840.224642605386,2.0
P41_00100,2020-01-15 08:15:00-06:00,MRL,Long,8829.5,8823.141237361786,8842.21752527643,2.0
P41_00101,2020-01-15 20:15:00-06:00,MRS,Short,8846.75,8853.221758094276,8833.806483811448,0.38629379584061585
P41_00102,2020-01-16 00:00:00-06:00,MRS,Short,8855.25,8859.49152298244,8846.76695403512,-1.0
P41_00103,2020-01-16 00:30:00-06:00,MRS,Short,8854.5,8858.639374408329,8846.221251183344,-1.0
P41_00104,2020-01-16 02:45:00-06:00,MRS,Short,8876.75,8881.56571247049,8867.118575059018,2.0
P41_00105,2020-01-16 03:00:00-06:00,MRS,Short,8871.25,8876.203875865456,8861.342248269088,1.1102417883242337
P41_00106,2020-01-16 03:15:00-06:00,MRS,Short,8867.5,8872.64913473221,8857.201730535582,-0.19420738667892443
P41_00107,2020-01-16 10:30:00-06:00,MRL,Long,8868.0,8859.561993849673,8884.876012300652,0.20739496615943354
P41_00108,2020-01-16 13:30:00-06:00,MRS,Short,8882.75,8889.015577252632,8870.218845494735,-1.0
P41_00109,2020-01-16 18:00:00-06:00,MRS,Short,8919.5,8925.501790615095,8907.49641876981,0.04165423554951056
P41_00110,2020-01-16 18:15:00-06:00,MRS,Short,8919.75,8925.497198428302,8908.255603143396,0.39149509592705006
P41_00111,2020-01-16 23:15:00-06:00,MRL,Long,8911.75,8908.179521085169,8918.890957829664,0.28007447287978415
P41_00112,2020-01-17 01:30:00-06:00,MRS,Short,8917.25,8920.488016508154,8910.773966983692,-1.0
P41_00113,2020-01-17 04:15:00-06:00,MRS,Short,8941.0,8945.360650983474,8932.278698033055,-1.0
P41_00114,2020-01-17 05:00:00-06:00,MRS,Short,8940.75,8945.007165710893,8932.235668578214,-1.0
P41_00115,2020-01-17 08:00:00-06:00,MRS,Short,8948.75,8953.639050118249,8938.971899763503,-1.0
P41_00116,2020-01-17 08:45:00-06:00,MRL,Long,8933.25,8925.595734107219,8948.558531785564,-1.0
P41_00117,2020-01-17 10:45:00-06:00,MRL,Long,8921.75,8912.932190476613,8939.385619046774,0.05670342488958079
P41_00118,2020-01-17 15:45:00-06:00,MRS,Short,8947.0,8954.15763720942,8932.684725581157,-1.0
P41_00119,2020-01-19 18:15:00-06:00,MRS,Short,8958.75,8964.8005272687,8946.648945462597,0.12395613914173402
P41_00120,2020-01-19 22:00:00-06:00,MRS,Short,8955.5,8958.849350512544,8948.801298974911,0.0746413368991005
P41_00121,2020-01-20 17:00:00-06:00,MRS,Short,8950.25,8953.22762486775,8944.2947502645,2.0
P41_00122,2020-01-20 21:30:00-06:00,MRL,Long,8906.75,8901.79547928295,8916.6590414341,-1.0
P41_00123,2020-01-21 01:00:00-06:00,MRL,Long,8901.5,8896.681707314357,8911.136585371283,2.0
P41_00124,2020-01-21 06:30:00-06:00,MRS,Short,8913.0,8918.097747282196,8902.804505435606,-1.0
P41_00125,2020-01-21 07:30:00-06:00,MRS,Short,8916.75,8921.775386821293,8906.699226357412,-1.0
P41_00126,2020-01-21 09:45:00-06:00,MRS,Short,8943.5,8950.543312607495,8929.413374785008,-1.0
P41_00127,2020-01-21 11:00:00-06:00,MRS,Short,8966.0,8973.171867758736,8951.656264482526,-0.3485842299524385
P41_00128,2020-01-21 11:30:00-06:00,MRS,Short,8966.0,8972.799021179728,8952.401957640546,2.0
P41_00129,2020-01-21 14:30:00-06:00,MRS,Short,8956.25,8965.052181843996,8938.645636312007,-1.0
P41_00130,2020-01-21 19:30:00-06:00,MRS,Short,8960.75,8967.476568674221,8947.296862651556,-1.0
P41_00131,2020-01-21 22:00:00-06:00,MRS,Short,9001.0,9007.862862583512,8987.274274832978,-0.6192751127221042
P41_00132,2020-01-21 23:45:00-06:00,MRS,Short,9006.75,9012.070191572562,8996.109616854876,-1.0
P41_00133,2020-01-22 00:30:00-06:00,MRS,Short,9008.0,9012.91958304844,8998.160833903119,-0.05081731470703845
P41_00134,2020-01-22 00:45:00-06:00,MRS,Short,9008.25,9012.952112830695,8998.845774338612,0.47850829637953746
P41_00135,2020-01-22 06:45:00-06:00,MRS,Short,9008.75,9013.318520161114,8999.612959677772,2.0
P41_00136,2020-01-22 09:00:00-06:00,MRS,Short,9008.5,9015.429488072847,8994.641023854307,-1.0
P41_00137,2020-01-22 12:30:00-06:00,MRS,Short,9016.5,9024.318550833517,9000.862898332967,2.0
P41_00138,2020-01-23 02:00:00-06:00,MRS,Short,8971.5,8978.481801089336,8957.536397821326,0.6087254485796192
P41_00139,2020-01-23 02:15:00-06:00,MRS,Short,8969.5,8976.398279582956,8955.70344083409,0.1087227606508078
P41_00140,2020-01-23 02:30:00-06:00,MRS,Short,8968.75,8975.570723898458,8955.108552203083,0.03665300101892438
P41_00141,2020-01-23 05:00:00-06:00,MRS,Short,8977.75,8983.574227046842,8966.101545906318,-1.0
P41_00142,2020-01-23 13:30:00-06:00,MRS,Short,8993.5,9003.502138343307,8973.495723313386,-1.0
P41_00143,2020-01-23 15:30:00-06:00,MRS,Short,9024.75,9034.702050495793,9004.845899008416,-1.0
P41_00144,2020-01-24 03:15:00-06:00,MRS,Short,9057.75,9062.01404805019,9049.221903899619,2.0
P41_00145,2020-01-24 09:45:00-06:00,MRL,Long,9018.5,9010.250990121987,9034.998019756025,-1.0
P41_00146,2020-01-24 11:45:00-06:00,MRL,Long,8973.25,8961.07918060025,8997.591638799498,-1.0
P41_00147,2020-01-26 17:45:00-06:00,MRL,Long,8789.75,8770.27910818599,8828.691783628017,1.5792805123531324
P41_00148,2020-01-26 23:15:00-06:00,MRL,Long,8803.5,8792.950346354324,8824.59930729135,0.18957968357756944
P41_00149,2020-01-27 02:30:00-06:00,MRS,Short,8818.0,8827.275327809773,8799.449344380453,2.0
P41_00150,2020-01-27 02:45:00-06:00,MRS,Short,8814.75,8824.01905439479,8796.211891210422,2.0
P41_00151,2020-01-27 11:45:00-06:00,MRS,Short,8771.0,8786.736328097042,8739.527343805918,0.04766041959566136
P41_00152,2020-01-27 12:00:00-06:00,MRS,Short,8766.75,8782.20605466154,8735.837890676923,-1.0
P41_00153,2020-01-27 12:30:00-06:00,MRS,Short,8773.5,8788.271419580613,8743.957160838776,0.2538686264739171
P41_00154,2020-01-27 23:00:00-06:00,MRS,Short,8781.25,8788.705265631996,8766.33946873601,-1.0
P41_00155,2020-01-28 01:30:00-06:00,MRS,Short,8811.0,8818.096670417952,8796.806659164096,2.0
P41_00156,2020-01-28 06:45:00-06:00,MRS,Short,8805.0,8814.793056865605,8785.413886268792,0.17869803310818017
P41_00157,2020-01-28 07:30:00-06:00,MRS,Short,8804.5,8813.988805916084,8785.522388167834,-1.0
P41_00158,2020-01-28 11:30:00-06:00,MRS,Short,8872.25,8883.344678261363,8850.060643477276,0.18026660646529052
P41_00159,2020-01-28 15:45:00-06:00,MRS,Short,8899.75,8910.72673238185,8877.7965352363,2.0
P41_00160,2020-01-28 21:30:00-06:00,MRS,Short,8919.0,8927.05213109265,8902.8957378147,0.5278105822046906
P41_00161,2020-01-29 03:45:00-06:00,MRL,Long,8903.0,8896.435598638891,8916.128802722216,2.0
P41_00162,2020-01-29 06:15:00-06:00,MRS,Short,8923.75,8929.906329777952,8911.437340444098,0.24365166488841677
P41_00163,2020-01-29 06:45:00-06:00,MRS,Short,8921.25,8927.521593022826,8908.70681395435,-1.0
P41_00164,2020-01-29 10:00:00-06:00,MRL,Long,8892.0,8881.885453975754,8912.229092048494,1.6065970693143465
P41_00165,2020-01-29 22:15:00-06:00,MRL,Long,8832.5,8821.780676299197,8853.938647401608,-1.0
P41_00166,2020-01-29 22:30:00-06:00,MRL,Long,8836.0,8825.524020849254,8856.951958301494,-1.0
P41_00167,2020-01-29 22:45:00-06:00,MRL,Long,8833.75,8823.687483645735,8853.875032708529,-1.0
P41_00168,2020-01-30 02:00:00-06:00,MRL,Long,8809.25,8796.993456154993,8833.763087690013,-1.0
P41_00169,2020-01-30 02:15:00-06:00,MRL,Long,8802.25,8789.717137858208,8827.315724283584,2.0
P41_00170,2020-01-30 05:30:00-06:00,MRL,Long,8808.0,8797.350811995568,8829.298376008865,1.2911782564339311
P41_00171,2020-01-30 08:45:00-06:00,MRS,Short,8860.0,8874.949800722072,8830.100398555856,-1.0
P41_00172,2020-01-30 09:00:00-06:00,MRS,Short,8869.0,8884.448922099067,8838.102155801867,2.0
P41_00173,2020-01-30 11:00:00-06:00,MRS,Short,8845.0,8861.51483760752,8811.970324784961,2.0
P41_00174,2020-01-30 13:30:00-06:00,MRS,Short,8852.25,8868.835417144035,8819.07916571193,-1.0
P41_00175,2020-01-30 23:00:00-06:00,MRS,Short,9011.75,9021.436815071434,8992.376369857131,2.0
P41_00176,2020-01-31 03:15:00-06:00,MRL,Long,8960.25,8951.360128042586,8978.029743914827,-1.0
P41_00177,2020-01-31 03:45:00-06:00,MRL,Long,8951.75,8942.761730302027,8969.726539395948,-1.0
P41_00178,2020-01-31 10:30:00-06:00,MRL,Long,8824.75,8806.023867855336,8862.202264289326,-1.0
P41_00179,2020-02-02 20:00:00-06:00,MRS,Short,8837.25,8855.862648750935,8800.024702498129,0.1208855348912625
P41_00180,2020-02-02 20:15:00-06:00,MRS,Short,8842.75,8860.903709554439,8806.44258089112,-0.27542580126699984
P41_00181,2020-02-02 20:30:00-06:00,MRS,Short,8839.25,8856.656123157694,8804.437753684611,-0.3016179968644708
P41_00182,2020-02-02 21:30:00-06:00,MRS,Short,8844.5,8860.075812383042,8813.348375233918,0.08025263589852961
P41_00183,2020-02-02 23:30:00-06:00,MRS,Short,8855.75,8867.39550816638,8832.458983667238,2.0
P41_00184,2020-02-03 04:00:00-06:00,MRL,Long,8814.5,8802.42373853552,8838.65252292896,0.6210531315556567
P41_00185,2020-02-03 04:15:00-06:00,MRL,Long,8815.25,8803.232757211554,8839.28448557689,0.1456240862240569
P41_00186,2020-02-03 07:45:00-06:00,MRS,Short,8833.0,8842.778578041287,8813.442843917426,2.0
P41_00187,2020-02-03 10:00:00-06:00,MRS,Short,8906.75,8921.076070169993,8878.097859660014,0.767830945226015
P41_00188,2020-02-03 10:15:00-06:00,MRS,Short,8907.0,8921.320636586423,8878.358726827155,-0.0
P41_00189,2020-02-03 14:00:00-06:00,MRS,Short,8901.0,8914.686689802698,8873.626620394603,-1.0
P41_00190,2020-02-03 20:30:00-06:00,MRS,Short,8918.0,8930.287242029146,8893.425515941708,-1.0
P41_00191,2020-02-03 22:00:00-06:00,MRS,Short,8945.5,8957.898909296862,8920.702181406275,-1.0
P41_00192,2020-02-03 22:45:00-06:00,MRS,Short,8949.25,8960.611184848836,8926.527630302327,-1.0
P41_00193,2020-02-04 02:45:00-06:00,MRS,Short,8993.0,9003.777401898971,8971.445196202058,-1.0
P41_00194,2020-02-04 03:00:00-06:00,MRS,Short,8988.0,8998.596873191902,8966.806253616196,-1.0
P41_00195,2020-02-04 04:00:00-06:00,MRS,Short,9003.75,9013.68933146954,8983.871337060917,0.02515259711039044
P41_00196,2020-02-04 04:15:00-06:00,MRS,Short,9001.5,9011.07759350743,8982.344812985137,0.1305129518213649
P41_00197,2020-02-04 12:00:00-06:00,MRS,Short,9098.0,9108.983460493599,9076.033079012803,-1.0
P41_00198,2020-02-04 14:00:00-06:00,MRS,Short,9120.5,9130.03131541506,9101.437369169878,-1.0
P41_00199,2020-02-04 14:30:00-06:00,MRS,Short,9124.25,9133.93484594462,9104.880308110764,-1.0
P41_00200,2020-02-04 14:45:00-06:00,MRS,Short,9116.0,9126.506464091432,9094.987071817137,-1.0
P41_00201,2020-02-04 19:00:00-06:00,MRL,Long,9109.25,9098.874387718084,9130.00122456383,-1.0
P41_00202,2020-02-04 23:00:00-06:00,MRS,Short,9118.25,9125.792558322864,9103.164883354273,2.0
P41_00203,2020-02-05 00:15:00-06:00,MRL,Long,9107.75,9100.383394391341,9122.483211217317,0.3393693286717621
P41_00204,2020-02-05 09:45:00-06:00,MRL,Long,9124.0,9105.503023299154,9160.99395340169,-1.0
P41_00205,2020-02-05 10:00:00-06:00,MRL,Long,9137.25,9118.922450206357,9173.905099587284,-1.0
P41_00206,2020-02-05 12:15:00-06:00,MRL,Long,9124.0,9107.792519561839,9156.414960876324,0.5861490955516875
P41_00207,2020-02-05 14:15:00-06:00,MRS,Short,9154.0,9168.375005174208,9125.249989651584,-1.0
P41_00208,2020-02-05 17:00:00-06:00,MRS,Short,9164.75,9177.883035103347,9138.483929793307,0.8375824714879992
P41_00209,2020-02-05 22:30:00-06:00,MRS,Short,9210.25,9218.975385809043,9192.799228381915,-1.0
P41_00210,2020-02-05 23:45:00-06:00,MRS,Short,9224.5,9232.756453757544,9207.987092484915,-1.0
P41_00211,2020-02-06 10:30:00-06:00,MRS,Short,9203.75,9217.391346813702,9176.467306372599,-1.0
P41_00212,2020-02-06 10:45:00-06:00,MRS,Short,9200.75,9214.006250612721,9174.237498774555,-1.0
P41_00213,2020-02-06 12:00:00-06:00,MRS,Short,9216.75,9228.985966591765,9192.27806681647,-0.3677682483236379
P41_00214,2020-02-06 17:30:00-06:00,MRS,Short,9239.5,9248.56908538555,9221.361829228897,2.0
P41_00215,2020-02-06 18:00:00-06:00,MRS,Short,9240.0,9248.555423113052,9222.889153773896,2.0
P41_00216,2020-02-06 19:15:00-06:00,MRL,Long,9213.5,9203.933722692898,9232.632554614202,0.8101375018939899
P41_00217,2020-02-06 22:45:00-06:00,MRL,Long,9214.0,9207.189434383798,9227.621131232405,-1.0
P41_00218,2020-02-06 23:30:00-06:00,MRL,Long,9209.0,9202.558058433384,9221.883883133234,2.0
P41_00219,2020-02-07 00:45:00-06:00,MRS,Short,9232.5,9239.751059937998,9217.997880124003,2.0
P41_00220,2020-02-07 04:15:00-06:00,MRL,Long,9189.75,9180.811597254877,9207.626805490248,-1.0
P41_00221,2020-02-07 05:00:00-06:00,MRL,Long,9185.0,9175.849040331255,9203.301919337491,1.1474206400299292
P41_00222,2020-02-07 07:45:00-06:00,MRL,Long,9187.75,9176.707104131368,9209.835791737265,-1.0
P41_00223,2020-02-07 09:45:00-06:00,MRS,Short,9203.25,9216.257031259265,9177.235937481471,-1.0
P41_00224,2020-02-07 13:45:00-06:00,MRL,Long,9191.5,9179.180414046516,9216.13917190697,-1.0
P41_00225,2020-02-07 15:00:00-06:00,MRL,Long,9184.75,9172.702215264793,9208.845569470412,-1.0
P41_00226,2020-02-09 18:15:00-06:00,MRL,Long,9141.25,9127.511933507316,9168.726132985366,0.9644734218644785
P41_00227,2020-02-09 18:45:00-06:00,MRL,Long,9147.5,9134.143899299675,9174.212201400647,2.0
P41_00228,2020-02-10 09:45:00-06:00,MRS,Short,9234.0,9247.0381598765,9207.923680247,-1.0
P41_00229,2020-02-10 10:00:00-06:00,MRS,Short,9233.5,9246.330077028178,9207.839845943643,-1.0
P41_00230,2020-02-10 12:45:00-06:00,MRS,Short,9247.0,9257.024808363372,9226.950383273255,-1.0
P41_00231,2020-02-10 15:45:00-06:00,MRS,Short,9301.25,9310.166854116382,9283.416291767237,0.05607358755386993
P41_00232,2020-02-10 23:45:00-06:00,MRS,Short,9350.5,9355.849520246224,9339.800959507555,0.9813964165677783
P41_00233,2020-02-11 00:00:00-06:00,MRS,Short,9347.75,9353.038840228635,9337.17231954273,1.229002904040615
P41_00234,2020-02-11 06:45:00-06:00,MRS,Short,9345.25,9351.273118484998,9333.203763030004,-1.0
P41_00235,2020-02-11 07:00:00-06:00,MRS,Short,9344.25,9350.17771716464,9332.394565670718,-1.0
P41_00236,2020-02-11 10:00:00-06:00,MRS,Short,9373.0,9382.568786347052,9353.862427305896,-1.0
P41_00237,2020-02-11 10:15:00-06:00,MRS,Short,9369.75,9379.425480179405,9350.399039641188,2.0
P41_00238,2020-02-11 11:00:00-06:00,MRL,Long,9339.75,9328.350572174142,9362.548855651716,2.0
P41_00239,2020-02-11 14:30:00-06:00,MRL,Long,9307.75,9293.628621411639,9335.992757176722,-1.0
P41_00240,2020-02-11 18:45:00-06:00,MRL,Long,9310.0,9300.077225693347,9329.845548613306,0.30233480146660396
P41_00241,2020-02-11 22:00:00-06:00,MRS,Short,9325.25,9331.947483331023,9311.855033337954,-1.0
P41_00242,2020-02-12 00:15:00-06:00,MRS,Short,9336.25,9341.851205943442,9325.047588113117,-0.2677994730324643
