extreme_timestamp,direction,extreme_price,atr_at_extreme,MFE_R,MAE_R,bars_to_0.5R,bars_to_1R,bars_to_2R,primary_hit,hit_1.5R_before_0.5R_60m,hit_2R_before_0.75R_90m,hit_2R_before_1R_90m,hit_2R_before_1R_120m,hit_2.5R_before_1R_120m,hit_3R_before_1R_120m,event_id,cluster_size
2018-05-04 12:15:00-05:00,Long,6697.0,14.539613966838768,3.8056948045205923,0.04585174463277822,1,2,2,True,True,True,True,True,True,True,MR00161,1
2018-05-04 13:30:00-05:00,Short,6743.25,13.713284715054494,2.5036549628144216,0.04861465947212469,1,1,5,True,True,True,True,True,True,False,MR00162,1
2018-05-04 14:45:00-05:00,Long,6716.0,13.35028070838551,2.2221754968816945,0.1997461120792534,2,4,4,True,True,True,True,True,False,False,MR00163,1
2018-05-07 10:15:00-05:00,Short,6803.5,11.657254501258313,3.2311782043191073,0.05718899476670987,1,1,6,True,True,True,True,True,True,True,MR00164,1
2018-05-07 12:00:00-05:00,Long,6773.5,11.856774889539139,3.120578769918618,1.7149126573426638,1,2,4,True,False,True,True,True,True,True,MR00165,2
2018-05-07 13:30:00-05:00,Short,6806.0,11.722613086357715,4.208390481704577,0.2843507082232823,1,1,2,True,True,True,True,True,True,True,MR00166,1
2018-05-08 10:15:00-05:00,Short,6791.0,13.451472907690185,3.444480292328779,0.29736520509313197,1,1,6,True,True,True,True,True,True,True,MR00167,1
2018-05-08 11:45:00-05:00,Long,6735.25,14.316966111071807,3.0732768142807347,1.7461800081140537,1,1,3,True,True,True,True,True,True,True,MR00168,1
2018-05-08 13:15:00-05:00,Short,6777.5,15.6215866260041,2.9233052800570682,1.472321637401005,1,1,1,True,True,True,True,True,True,False,MR00169,1
2018-05-08 13:30:00-05:00,Long,6725.75,17.148616152718095,3.3044454527419616,0.07775165771157556,1,1,2,True,True,True,True,True,True,True,MR00170,1
2018-05-09 09:30:00-05:00,Short,6793.25,10.308735125126613,3.524519050331801,3.880204459080882,1,1,1,True,True,True,True,True,True,True,MR00171,1
2018-05-09 10:00:00-05:00,Long,6763.0,11.837633857889784,6.420201951874529,0.22527024392542205,1,1,4,True,True,True,True,True,True,True,MR00172,1
2018-05-09 14:30:00-05:00,Long,6839.5,11.16702064501759,2.149185603118601,0.0596996000866278,1,1,5,True,True,True,True,True,False,False,MR00173,1
2018-05-10 12:15:00-05:00,Short,6925.0,8.751069692338861,3.694786405556752,0.49517755950760595,1,1,2,True,True,True,True,True,True,True,MR00174,1
